🔴 Chociaż krowie dasz kakao, nie wydoisz czekolady | LIVE #3
🔗 https://www.youtube.com/watch?v=TTa-380ajUY

2:  Witajcie serdecznie.
1546:  Więc ktoś, kto na przykład wścieka się strasznie, bo gra w grę wideo, nie jest wariatem, tylko wywołuje, gra w nim emocje.
1553:  Tak samo jest, jak literatura nie wywołuje w nas żadnych emocji, to też jest jakaś informacja i krytyka literacka powinna to uwzględniać.
1560:  Moja ulubiona recenzja krytyczno-literacka, jaką przeczytałem, była niemerytoryczna.
1565:  Dziś zostałaby uznana za hejt.
1566:  Pies szczeka, nie wiem, czy to słyszycie.
1569:  Ludzie by stwierdzili, że w ogóle tylko nie należy drukować.
1571:  Wiecie, jak brzmiała?
1573:  Czytałem właśnie pańską książkę.
1575:  Jestem w bardzo małym pomieszczeniu.
1577:  W związku z powyższym mam ją przed sobą, ale wkrótce będę mieć ją za sobą.
1582:  Koniec recenzji.
1583:  Ponieważ to było dwudziestolecie międzywojenne, no gość nie powiedział, że książka jest do dupy, tylko ujął to z grabniej.
1590:  Ale wciąż nie odniosę się do tego merytorycznie i wciąż uważam, że tego rodzaju krytyka jest uprawniona, ponieważ sztuka jest nieobiektywna.
1599:  Odbiór sztuki jest nieobiektywny.
1601:  Możemy obiektywnie powiedzieć o warsztacie czyimś na przykład, ale musimy się na tym bardzo dobrze znać.
1606:  A poza tym nie bójmy się takiego określenia.
1608:  Czas jest nudny i mi się to po prostu nie podoba.
1611:  Pozdrowienia z Wimiru.
1612:  Pozdrawiam również Wimir, razem z wszystkimi innymi wydziałami Akademii Górniczo-Kłótniczej, których znam wyłącznie akronimy, natomiast nie jestem w stanie rozwinąć tych nazw.
1622:  Czy kojarzę jakieś gry z Roguelike?
1624:  Szczerze powiedziawszy, nie one są dla mnie za bardzo retro.
1629:  Gdzie kupuję świeczki?
1630:  Kat przebył nawet już segment reklamujący Sojanga.
1633:  Jeszcze powrócę do niego w takim razie pod koniec tego streamu.
1636:  Sojang.pl na Insta.
1638:  Jak oglądanie Jojo Biza Adventure?
1640:  Tak samo jak czytanie malazańskiej Księgi Poległych.
1643:  Czy polecam jakieś książki o nekromantach?
1645:  Pytania od Abnoma Sausage.
1646:  Tak, niezmiennie będzie to Abhorsen Garta Nixa.
1654:  Strenna Julka pisze, że kupiła braciszkowi pierwszy tom Duny.
1658:  Mówi, że to trudne, ale mu się podoba.
1659:  To trudne.
1660:  Ja się szczerze zatrzymałem na czwartym tomie, nie byłem w stanie dalej.
1665:  Patrzę dalej.
1667:  Co sądzę o UWB?
1668:  To prawdopodobnie Uniwersytet w Białymstoku.
1671:  A widzicie, jeżeli chodzi o Uniwersytet w Białymstoku, tym jest najlepsza grupa badaczy fantastyki, jaką znam.
1678:  Jedna z najlepszych, bo nie chcę nikogo dyskryminować, ale Piotr Stasiewicz, Mariusz Leś, Sylwia Borowska-Szersun.
1686:  Fantastyczni ludzie, którzy robią świetną robotę i starają się, żeby badania na fantastykę w Polsce literaturoznawcze w ogóle jakoś szły naprzód.
1696:  O, powrót od Varai Otakos, poprzedniego Leifa, skoro skrót prof. przed nazwiskiem oznacza niestopień naukowego na stanowisko, to kto i na jakich zasadach to stanowisko nadaje?
1706:  Prof. przed nazwiskiem, czyli jak macie profesor, doktor habilitowany, to jest tak zwana profesora belwederska nadawana przez prezydenta
1715:  w oparciu o opinię w czegoś, co się teraz nazywa, drugi raz będę się musiał zaśmiać, Brata Doskonałości Naukowej, w Polsce brzmi bardzo ironicznie, no i później długopis podpisuje, znaczy przepraszam, prezydent podpisuje,
1729:  I wtedy jest nadany tytuł profesorski.
1732:  Niestety prezydent może się powstrzymywać z podpisaniem jakiejś profesury i to jest wada tego systemu.
1737:  Natomiast tak zwana druga profesura akademicka uczelniana to jest wtedy, jeżeli macie doktor habilitowany XX i później profesor na przykład AGH.
1746:  I ta profesura jest nadawana przez Radę Uczelni zazwyczaj, chociaż oczywiście się to różni czasem Rady Wydziału w zależności od statutu uczelni.
1754:  Pathfindera nie grałem jeszcze.
1756:  Książek Richarda Dawkinsa nie czytałem, ale to celowo.
1760:  Książki Kroniki Pradawnego Mroku mi są nieznane, Łukaszu.
1764:  Jeżeli masz możliwość, to podrzuć na Discordzie w kanale Fantastyka.
1768:  Bardzo, bardzo chętnie przeczytam książki.
1771:  Stachu ma jutro sprawdzian z pozytywizmu i romantyzmu.
1774:  Proszę wszystkich trybutariuszy o współczujące jamniki dla Stacha z tej okoliczności.
1780:  Dobrze, teraz zjeżdżam z powrotem na dół.
1783:  Co tu się dzieje?
1783:  Gdybym miał budżet gier, to pierwsze co zobaczyłem, od Prometa pytanie.
1788:  AAA, świetny zespół, nieograniczony czas na stworzenie swojej wymarzonej gry, co to by było?
1792:  To jest oczywiste.
1794:  symulator porządny grania wyłącznie magami w świecie RPG, otwarty świat RPG, magowie.
1803:  Ale wyobraźcie sobie, tę grę zrobiono tak jak Call of Duty, z tym rozmachem.
1808:  I chciałbym wreszcie mieć feeling grania magiem, tak jak mogę mieć feeling grania komandosem, albo żołnierzem sił specjalnych, albo po prostu żołnierzem.
1817:  Marzy mi się coś takiego, bez tego całego balastu RPGowego, który w tym konkretnym przypadku, który jest moim,
1823:  akurat nie jest potrzebny, bo jest bardzo dużo gier, w których można grać magami i są interesujące, na przykład, nie wiem, chociażby Wiedźmin, gdzie się da grać magiem wbrew pozorom, albo Divinity Originals 2, albo Two Worlds 2 i tak dalej, ale brakuje mi czegoś właśnie, co by dopełniło ten mój piromancki krajobraz.
1841:  Czy zechciałbym napić się wody?
1843:  Jeszcze mam herbatkę, będzie woda, będzie potem, nie martwcie się.
1848:  Tak, Krzysztofie, zetknąłem się z grą Disco Elysium i bardzo cenię, ale mam ten sam z nią problem, co miałem z Gamedeckiem, to znaczy przerwałem grę w momencie, w którym zobaczyłem, że nie ma voice-overów.
1857:  Gamedecka też bardzo cenię, zresztą znam mnóstwo ludzi, którzy pracowały nad tą grą w Unshark Studios, ale czekam na voice-overy.
1862:  Wiem, że do Disco Elysium zostały dodane, ale jeszcze nie zdołałem, nie zdołałem nadrobić.
1870:  Co zrobić, jeśli nie umiem czytać innych rzeczy niż mangi, bo zaczynam się po trzech słowach?
1875:  A nie przejmuj się, bo czytając mangi czy czytając komiksy, w dalszym ciągu czytasz.
1879:  To jest innego rodzaju medium niż literatura, ale czytasz.
1885:  Manga nie składa się z samych ilustracji.
1887:  Więc im więcej będziesz czytał mang, to później jest szansa na to, że... Albo czytała, przepraszam, bo nie sprawdziłem nika.
1895:  to jest szansa wtedy, żeby na przykład wziąć sobie jakieś króciutkie opowiadanie, na przykład Nila Gajmana, zawsze jest dobrze wziąć sobie króciutkie opowiadanie Nila Gajmana.
1904:  O, Tomasz z kolei wraca z polecenia gamedeca.
1907:  Super świat, ciężkie rozważania o istocie społeczeństwa i człowieczeństwa, to tylko science fiction.
1912:  Gamedec książkowy, o tak, Marcina Przybyłka, to jest coś, co mega polecam.
1915:  Czy znam grę, która przedstawia proces poznawania arkanów sztuki magicznej i alchemicznej?
1919:  Właśnie dziej, bym bardzo chciał.
1921:  Zwłaszcza, że alchemia to jest, och, to jest coś wspaniałego, czytałem sobie kiedyś o alchemii tak dla czystego fanu, o fazie Rubedo, Nigredo, Albedo, niesamowite rzeczy.
1930:  Berserk jest w formie anime też, o proszę bardzo.
1933:  Co sądzę o nowych zmianach na awizawce Discordowej?
1937:  Jestem za wszelkimi zmianami, ale nie śledzę ich akurat tak pilnie.
1943:  Mam wrażenie, że chodzi o te śledztwa, które zostały dodane, tak?
1947:  Anime Fire Force, jeżeli lubię magów ognia.
1949:  Dziękuję i tradycyjnie polecajki bardzo, bardzo chętnie przytulę na Discordzie naszym.
1955:  Skąd wziąłem taką fajną fioletową lampę na Amazonie kupiwszy?
1959:  Krzysztof kupił na Amazonie dwie takie lampy konkretnie, one są za mną.
1964:  na prowizorycznym stelażyku się chwieją i nie mam zielonego pojęcia nawet jak się nazywają, ale będę musiał to znaleźć.
1971:  Skąd tytuł live'a?
1972:  Były wspomniane, ale jeszcze raz zaznaczę, myśli nieuczesanie Stanisława Jerzego Leca, bardzo, bardzo polecam.
1977:  Poza tym lubię czekoladę.
1979:  Igor pyta, co sądzę o podziale na sztukę niską i wysoką?
1983:  Brace yourself, shitstorm is coming.
1988:  Moi drodzy,
1991:  Zawsze jest tak, o, inaczej, dam wyjaśnienie naukowe.
1995:  Jest taki fajny esejk Gilles Deleuze'a, francuskiego filozofa, pod tytułem Jak rozpoznać strukturalizm?
2000:  Nie, Po czym rozpoznać strukturalizm?
2002:  I Deleuze mówi, że jak mamy wprowadzony jakiś podział, okej?
2006:  Na przykład dzielimy sobie sztukę na wysoką i niską, to Deleuze zawsze pyta, a jaka jest przyczyna tego podziału?
2012:  Kto potrzebował wprowadzić taki podział?
2014:  Komu się to opłaciło?
2016:  A kto ma z tego zysk?
2018:  A może jakieś ideologiczne lub polityczne są względy stojące za tym?
2021:  I nazwał to pustą przegródką.
2024:  I uważam, że taką pustą przegródką podziału na kulturę wysoką i niską jest to, że ktoś sobie musi podbijać bębenek, bo na przykład nie sprzedają mu się książki, ale może sobie pogłaskać, pogłaskać i powiedzieć, no ale...
2034:  No wprawdzie, wprawdzie nie sprzedają mi się książki, ale jestem wybitnym pisarzem, taki dobry Krzysztof, takie wybitne książki pisze, że nawet go nie chcą czytać.
2046:  No och, wspaniale, bo dlatego to jest wysoka kultura.
2049:  I potem jeszcze dostaję stypendium z Ministerstwa Kultury Dziedzictwa Narodowego.
2053:  Kiedyś spytałem znajomych pisarzy fantastyki, ja jest ich trochę, czy dostali kiedykolwiek to stypendium.
2057:  Wielu aplikowało, nie dostało nawet, mimo że książki się sprzedają w dziesiątkach tysięcy egzemplarzy.
2062:  Zadajcie sobie pytanie dlaczego.
2064:  Czy znam się na fotografii?
2065:  Niestety nie, nie znam się absolutnie.
2070:  Jestem w pierwszej technikum, pisze Agatation, jak to przeżyć?
2075:  Trzeba czekać, to jest jedyny sposób praktycznie.
2079:  I znaleźć sobie dobry sposób na odpoczynek, zawsze będę wam to powtarzał.
2082:  To samo, jeżeli chodzi o podział, moi drodzy, na nauki ścisłe i humanistyczne.
2086:  On nawet ma swoją genezę, to znaczy zaczął się od...
2090:  W Windelbanda i Rittera, jeśli mnie pamięć nie myli, w XIX wieku był ten podział wprowadzony.
2095:  To się wtedy nazywało nauki nomotetyczne, czyli nauki, które ustanawiały jakieś prawa rządzące przyrodą, nauki ścisłe dziś mówimy, i diograficzne, czyli takie, które opisywały przypadki szczegółowe.
2105:  No i ten podział został wprowadzony dlatego i później utrzymywany, że humaniści też chcieli robić taką naukę, taką dobrą naukę, jak te nauki ścisłe.
2114:  I w związku z powyższym rozwinęła się taka, nie inaczej filozofia na początku XX wieku.
2119:  Ale to długo by o tym mówić.
2120:  Natomiast ten podział rzeczywiście miał swoje podstawy i dzisiaj jest utrzymywany głównie w szkołach, zauważcie, bo potem już praktycznie nawet na uczelniach jest tak, że na przykład na Wydziale Humanistycznym u nas mamy przedmiot informatyka społeczna.
2132:  To nie brzmi jak coś, co się wpisuje w podział na nauki ścisłe i humanistyczne, prawda?
2137:  A jednak ma głęboki sens.
2139:  I jak zobaczcie chociażby na to, jak funkcjonuje się dzisiaj w pracy czy...
2143:  kogo poszukują rekruterzy, bardzo często te kompetencje miękkie, o których się zawsze mówi w odniesieniu do humanistyki, są cennym dodatkiem.
2150:  Tak samo jak w wypadku kogoś, kto naucza literatury, fajnie byłoby również, żeby zdawał sobie sprawę z tego, że paru dobrych matematyków i fizyków pisały świetne książki i może na przykład potrafiłby przeczytać taki problem trzech ciał z uczniami, żeby poomawiać tematy z zakresu fizyki na przykład.
2169:  Rozmywanie tych granic jest wyłącznie produktywne.
2173:  Czy powinienem się przejmować ocenami w pierwszej liceum?
2175:  Proszę was, nie przejmujcie się ocenami.
2177:  Mówię tutaj absolutnie serio i szczerze.
2179:  I tak o tym, czy dostaniecie się na studia, decyduje przede wszystkim matura, więc na tym się niestety wciąż trzeba koncentrować, chociaż zawsze powtarzam, że...
2190:  Mam nadzieję, że ten system się zmieni i tak nie będzie.
2192:  Niemniej ja się przejmowałem całe życie ocenami i naprawdę poza tym, że teraz patrzę na siebie lat, nie wiem, 12, lat 16, lat 8 i lat 9 i się zastanawiam, Boże, kim był ten zestresowany Krzysztof?
2206:  to nic te oceny mi nie dały.
2208:  Tak samo oceny na studia.
2209:  Mogę sobie tylko przeglądać indeks i gładzić się po główce.
2212:  Tylko, że tam przynajmniej dostawałem jakiś zarobek za to, ponieważ były stypendia.
2216:  A w szkole nie ma stypendiów.
2217:  Więc zawsze polecam hakowanie tego systemu.
2221:  Zainteresowanie olimpiadami na przykład, które dają wam indeks na studia.
2225:  Wtedy się nie musicie przejmować maturą.
2227:  Są sposoby na to, żeby nie przejmować się ocenami.
2230:  To wcale nie oznacza, że jak się nie przejmujecie ocenami, to...
2232:  Dobra, ja nic nie robię, super, świetnie.
2235:  Nie, to chodzi o to, żeby pokazać tym wszystkim ludziom, że oceny to jest coś, co jest dodatkiem, który powinien zostać absolutnie odcięty i nic by się nie zmieniło.
2244:  Czy ja mam jakieś hobby poza czytaniem i graniem w gry komputerowe?
2247:  Moim hobby jest interesowanie się grami wideo, oglądanie seriali, czytanie książek, wszystko to, czym ja się zajmuję też później zawodowo, ale najbardziej chyba gry wideo zdecydowanie.
2258:  Czy oglądam lekkostronniczych?
2259:  Pewnie Cluchette Boheli, to od lat, absolutnie.
2264:  Uwielbiam.
2267:  Wspaniały Sączak, widzę anime, jest polecane przez Andy Rickley, więc zainteresujcie się nim.
2273:  Jeszcze witam przy okazji Dominikę Klimczak na czacie.
2277:  Dominika jest dla wszystkich z was, którzy nie wiedzą, autorką tych cudownych, customowych emoji, które się pojawiają w wypowiedziach Trybutariuszy.
2285:  Więc wiecie, gratulacje dla Dominiki.
2291:  Wspomniałem na streamie, że na uczelni pisze Kamil, że w Polsce powinno być maksymalnie 8 uczelni.
2296:  Które bym uczelnie zamknął, a które uszczędził i dlaczego?
2298:  Naprawdę chcecie mnie tak wkopać?
2300:  Powiem inaczej.
2302:  Uczelnie powinny być nie tyle zamykane, ile powinny zostać skonsolidowane.
2308:  To jest, myślę, najlepszy kierunek, bo formalnie zamknięcie będzie zawsze miał jakiś rezonans polityczny negatywny.
2315:  Natomiast jeżeli skonsolidowalibyśmy wszystkie polskie uczelnie w jedną mega uczelnię, tylko i wyłącznie po to, żeby konkurować z zagranicą, to byłoby to całkowicie sensowne podejście.
2323:  No i oczywiście też jest tak, że ja myślę raczej o tym jako o powolnym procesie.
2327:  Nigdy nie jest dobre, jak wchodzi minister i mówi, że zamkniemy wszystko.
2330:  Wtedy będzie odwrotnie, wtedy na złość oczywiście powstanie jeszcze więcej.
2334:  Chodzi o zupełnie inną strategię.
2336:  Chodzi o to, żeby powoli tłumaczyć ludziom, że studia naprawdę nie są dla wszystkich, nie muszą być dla wszystkich.
2341:  I wtedy siłą rzeczy rynek to wyreguluje, zostanie, nie wiem, 8, 5, 7, 10 ośrodków wiodących.
2347:  Ja myślę o 8, dlatego że myślę o wiodących miastach, największych miastach.
2352:  I wtedy też przy okazji mamy edukację zdalną, w związku z powyższym ludzie nie mają argumentu, że ale przepraszam, przepraszam, bo ja mieszkam w miejscu, gdzie nie ma 300 kilometrów żadnej uczelni, to co ja mam zrobić?
2363:  Jak jest edukacja powszechna?
2365:  No zapisujesz się na zajęcia zdalne.
2367:  Więc to jest jakby...
2369:  strasznie dużo różnych rzeczy, które trzeba byłoby zrobić, żeby zrealizować tę moją utopijną wizję, więc ja absolutnie nie jestem z tych, którzy mówią, że ach, jedno rozwiązanie i będziemy mieli gotowy problem.
2379:  Wowri pisze, czy poświęciłbym karierę naukową, praca naukowa, nauczanie na studia dla prowadzenia kanału na YouTube, albo odwrotnie, nie.
2385:  Od razu mówię dlaczego, mianowicie dużą częścią tego, co robię tutaj dla was w kanale na YouTube jest przekierowywanie informacji, które uzyskuję, a których normalnie bym nie miał.
2396:  Na YouTube jest bardzo dużo naukowców, wbrew pozorom,
