🔴 Na początku było Słowo, a na końcu Frazes | LIVE #5
🔗 https://www.youtube.com/watch?v=-gwsCcfNMCs

3:  Witajcie serdecznie.
1511:  Natalia R. pisze, że u niej w klasie często się zdarzało, że czytaliśmy prace domowe z pustych zeszytów.
1515:  Minęł nauczyciel, gdy chciał pisać oceny w zeszycie bezcenne, czasem te wypowiedzi trwały po 10 minut.
1519:  Fuck logic, nie?
1520:  Sądząc o prywatne uczniania, takie jak krakowska akademia, masz na myśli kup sobie wykształcenie, czy łazarski, jak są postrzegane w środowisku akademickim?
1527:  Właśnie tak, złośliwie najczęściej, chociaż moim zdaniem w wielu przypadkach nieuzasadnienie, bo na przykład SWPS jest jednym z lepszych uniwersytetów w Polsce.
1535:  Co do reszty, trzeba patrzeć po kierunkach, to znaczy nie wyśmiewać się z tego, że haha, uczelnia prywatna, więc kup sobie wykształcenie, tylko raczej popatrywać w to, no właśnie, jakie są opinie, jak zawsze będę to powtarzał, studentów.
1547:  Natomiast zawsze będę powtarzał jedną rzecz.
1549:  Moim zdaniem jedyną rzeczą, która mi się podoba w polskim systemie oświaty, wyższej, podstawowej, ponadpodstawowej, jest to, że jest ona bezpłatna.
1558:  Jeśli tę rzecz odejmiemy... Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
1567:  Problem z zadaniami domowymi jest taki, że podstawa jest mocno przyładowana, sekunduje Jakub, a czasem samodzielne ćwiczenie uczenia w domu jest mega pomocne w rozwoju wideo matma, więc właśnie trzeba dbać o to, żeby jeżeli jest to jakieś zadanie, moim zdaniem semestralne, dwumiesięczne, jakiś projekt, jakiś challenge do rozwiązania, nie?
1586:  To jest fajniejsze i nawet taki challenge może polegać na tym, że kilka osób nad tym siedzi.
1590:  Co za problem absolutny.
1593:  Bo Burnham nie kojarzę Sazu, niestety.
1595:  Rekwiem dla Snooza to kojarzę Szymonie i bardzo lubię.
1598:  Jest znakomita muzyka tam absolutnie.
1602:  Co sądzę o dużej liczbie przedmiotów na ostatnich latach studiów?
1605:  To jest bardzo duży błąd i osobiście jestem wściekły z tego powodu zawsze, ponieważ moi dyplomanci nie są w stanie się skoncentrować na pisaniu prac dyplomowych i nie tylko moi.
1613:  To znaczy, to jest ogólny problem i to znowu nie jest wina uczelni, tylko to jest wina...
1617:  punkcików ECTS, bo wiecie, one zostały wprowadzone po to, żeby można było nostryfikować przedmioty z Erasmusa, o czym już mówiłem, ale teraz punkty ECTS stosowane są do tego, żeby terroryzować wykładowców, którzy muszą przygotować dostateczną liczbę godzin, która się przepisuje na konkretne ECTS i za 45 godzin pracy studenta plus 90 godzin zajęć jest 30 ECTS-ów, czy 3 ECTS-y, czy 4 ECTS-y.
1640:  Ale problem polega na tym, że te punkciki wszystko psują i przez to trzeba zrobić tak, żeby seminarium magisterskie miało 100 punktów na przykład ECTS, żeby można było wedle prawa wyeliminować resztę przedmiotów.
1657:  Karta Mamińska pisze, że boli o trochę ran na uczelnie prywatne.
1659:  W liceum mocno chorowałem, przez to nie dostałabym się na studia przez wyniki matury.
1663:  Prywatną ratą mnie ptyłek.
1664:  Słuchajcie, nie, nie, nie.
1665:  Ja tylko mówię, że ja bym chciał żyć w idealnym kraju, w którym nie trzeba mieć uczelni prywatnych, ponieważ publiczne są świetne.
1673:  Natomiast mnie bolą uczelnie prywatne z tego względu, że są często pokazywane jako lek na wszystko to, co złe w polskim systemie oświaty.
1680:  Jeżeli chcecie zobaczyć, jak bardzo nie jest to lek...
1684:  dobry.
1685:  I raczej jest to trucizna wedle starej maksymy Paracelsusa, tak?
1689:  O tym, czy coś jest lekiem, decyduje dawka.
1692:  Dosis sola fecit venenum.
1693:  Jeżeli przedawkujemy prywatne szkoły, to może być to trucizna i to jest kazus systemu amerykańskiego, w którym, przypominam, Donald Trump kończył szkołę Ivy League, po czym mówił You know, I am an educated man.
1706:  I have words.
1708:  I have lots of words.
1710:  I sorry, ale dla mnie to nie jest dobry argument za...
1714:  w szkolicie prywatnym i zresztą nie ma studenta, nie znam takiego, a znam sporo, mam więcej znajomych z zagranicy niż z Polski, paradoksalnie, i nie znam studenta, który powiedziałby, o, jak ja lubię te kredyty studenckie, fajnie, tak przed kredytem hipotecznym mam jeszcze te 300 tysięcy albo 100 tysięcy dolarów do spłaty.
1731:  Ach, jaka przyjemna, przyjemna świadomość, że wchodzę w dorosłe życie obciążony kredytem, więc nie.
1737:  Tutaj leży ten mój problem z uczelniami prywatnymi, natomiast jeżeli one funkcjonują jako coś, co pozwala realizować ludziom, którzy mają inny pomysł na edukację, coś alternatywnego, super, niech to będzie, ale nigdy niech nie zastąpi.
1753:  nauczania publicznego.
1755:  Robert ponawia pytanie, przepraszam Robercie, czy uważam, że literatura dokumentalna może dawać jakieś pojęcie o grupach etnicznych, nastawienia danego rodu na różnych nacji, Kapuścińczyk, Wankowicz i tak dalej.
1763:  No Kapuściński znany był z tego, że miał taką metodę twórczą, że jechał sobie do jakiegoś kraju, nie robił nadatek, po czym wracał i pisał.
1769:  Gdybym to był ja, napisałbym powieść fantazy, ponieważ moja pamięć jest żadna.
1772:  Natomiast Kapuściński, umówmy się, to jest fikcja.
1776:  To znaczy fikcja reporterska i tak to należy traktować.
1779:  W moim przekonaniu faktografia nie daje większego wyobrażenia o rzeczywistości niż literatura fantasy czy science fiction.
1786:  Może dawać większe wyobrażenie na temat pewnych faktów geograficznych, politycznych, ale tylko danego okresu, najczęściej jednego roku, dwóch, dziesięciu lat.
1795:  Natomiast jeżeli chodzi o pewne uniwersalne właściwości ludzkiej natury, każda literatura da Wam wyobrażenie o tychże rzeczy.
1801:  Czy ten podcast BFM, pyta Kowloński, na Spotify z moją obecnością to była jednorazowa akcja, czy będą jakieś regularniejsze pogaduchy w planach?
1809:  Będą regularniejsze pogaduchy w planach, co więcej z nauczycielami, którym się chce i którzy zmieniają.
1815:  Troszeczkę spojluję, ale są takie plany, żeby zapraszać nauczycieli, którzy w obrębie tego systemu, który jest, chcą robić coś pozytywnego.
1821:  Więc tak, tam będę się starał powściągać ranty i raczej mówić o kwestiach, które sam wykorzystuję w swoim nauczaniu.
1828:  O, tak to nazwijmy.
1832:  Na Imponderabilia będzie rozmowa z bagińskim o Wiedźminie.
1835:  Oj, to na pewno obejrzę.
1836:  Witamy przyciętnego człowieka.
1838:  Drugi raz z synem oglądam Szmolszego Księcia na Netflixie.
1840:  Świetna baśń dla młodszych, dobrze napisane, wysokiej jakości.
1843:  Gorąco polecam Rozczarowanym Wieśkiem.
1844:  Przyłączam się do polecajki.
1846:  Wspaniała rzecz.
1846:  Jedyna jej wada polega na tym, że wciąż trzeba czekać na kolejny sezon.
1849:  Czy zrobię kiedyś film prezentujący i porównujący różne systemy edukacyjne na świecie?
1853:  Oj, trudna sprawa, ale myślę, że to nie jest na pewno na jeden film i nie jestem pewien, czy bym się tego podjął, ale niczego nie wykluczam.
1863:  Czy zmagałem się kiedykolwiek w życiu z syndromem oszusta?
1866:  Czym jest syndrom oszusta, Klaro?
1867:  Musisz mi to wyjaśnić, żebym wiedział, o czym mówisz.
1873:  Wspominałem, że kiedyś, że tego typu książki, kontynuuje Robert Wątek, reportaże są tylko nikłym odbiciem realiów danego państwa i tak, no to mam wrażenie, że odpowiedziałem na to pytanie.
1884:  Dlaczego w szkołach, pyta Dawid, jest jakiś nowy sprzęt, jest traktowany jak święty graal, nie tylko w szkołach, pamiętam jak na uczelni, którą kończyłem, a był to Uniwersytet Jagielloński, niestety,
1896:  była tablica multimedialna i tam na tej tablicy multimedialnej były znaki flamastrem ludzi, którzy nie wiedzieli, że to jest tablica multimedialna i w końcu pojawiła się kuriozalna tabliczka.
1908:  Proszę nie pisać flamastrami po tablicy multimedialnej.
1911:  Ja myślę, że to jest bardzo dobry, bardzo dobry
1916:  Tak, objaw tego, w jaki sposób technologia jest traktowana w polskiej oświacie i w jaki sposób technofobia się szerzy, bo to jest główny problem i myślę, że technofobia, pamiętajcie, wyraża się nie tylko w tym, że są prześladowani uczciowie za to, że używają smartfonów, zamiast żebyśmy się na przykład nauczyli, jak z nich korzystać mądrze i fajnie, tylko technofobia wyraża się też tym, że ktoś się boi coś zrobić w programie, bo coś zepsuje.
1941:  I to jest przerażające, bo to jest autentyczny lęk.
1943:  Ehm...
1947:  Jak oceniam odarcie z sapkokizmu w serialu Wiedźmin, myślę, że to nie jest tylko odarcie z tego humoru i ironii i sarkastyczności, giętkości, lapidarności dialogów Andrzeja Sapkowskiego.
1960:  Myślę, że to jest coś znacznie gorszego, to znaczy sprzeniewierzenie się lore tego świata i kośćcowi narracyjnemu, który cementuje nie tylko Wiedźmina Andrzeja Sapkowskiego, ale także gry CD Projektu Red.
1975:  Dziwaczne pytanie językowe.
1979:  Które ze zdań odnoszących się do skali sportowej, dopytuje Snowman Frost, będzie poprawne?
1984:  Zawody odbyły się w Tauron Arenie, czy zawody odbyły się na Tauron Arenie?
1988:  To zależy.
1988:  Jeżeli odbyły się wewnątrz, to w Tauron Arenie, jeżeli na dachu, to na...
1994:  Rasielek pyta, jeśli chodzi o ECTS to w niektórych wydziałach na Politechnice liczy się pracę własną studenta i wtedy się da ugrać tymi przedmiotami.
2001:  Nie no, w każdym przedmiocie wlicza się pracę własną studenta, ale to niewiele zmienia, bo zawsze jest jej niewiele w stosunku do liczby zajęć wykładowych na przykład albo ćwiczeniowych, które musi godzinowo odpracować prowadzący.
2015:  O pasji informatyki nie słyszałem istotą żywiącą, ale słyszałem o kanale i natrafiłem na niego ostatnio, o Patomatma i szczerze, ja bym się z tego kanału uczył matematyki.
2024:  Oj z rozkoszą.
2026:  Zawsze byłem za uczeniem się pamięciowym w sposób satyryczny lub wulgarny, bo to wtedy najlepiej się zapamiętuje.
2039:  Klara wyjaśnia o syndromie oszusta.
2041:  Impostor syndrome to, mimo oznak docenienia, brak wiary w swoje kompetencje.
2045:  Rozumiem, lecz że właściwie się jest oszustem i nie ma się odpowiedniej wiedzy w swojej dziedzinie.
2050:  Myślę, że nie nazywałbym tego w ten sposób.
2053:  To znaczy na pewno brak wiary w swoje kompetencje to jest coś, co się udaje przezwyciężyć, ale nie możemy mylić tego z sytuacją, która jest pożądana w nauce, a brzmi ona, po sokratejsku powiem, wiem, że nic nie wiem.
2068:  I to jest bardzo pożądana rzecz, to znaczy umiejętność przyznania się do niewiedzy, umiejętność stwierdzenia, tu jest mój limit, poza to już nie będę w stanie wyjść.
2077:  I nie tormentowania siebie za to później, że ojej, ojej, powiedziałem, że nie jestem w stanie czegoś zrobić, to zapewne i na 100% jest tak, że jestem głupi.
2087:  Bo to jest to myślenie, które wydrukowuje nam szkoła, ta opresywna szkoła.
2091:  Więc uważałbym tutaj bardzo z rozróżnieniem tych dwóch rzeczy.
2099:  Co sądzę z sytuacją związaną z dr Grzyb na UJ?
2103:  Obawiam się, że nie wiem o co chodzi, ale mam podejrzenie, że wiem o co chodzi, biorąc pod uwagę o jakiej uczelni mówimy.
2110:  Czy mam jakieś ukochane, ulubione opowiadanie wiedźmińskie?
2113:  Bo wspominałem, że lubię bardziej od pięciu księg.
2117:  Oczywiście, że tak.
2118:  Mniejsze zło.
2120:  Chociaż może powiedzieć, że kwestia ceny również.
2123:  Tak, kwestia ceny również.
2125:  Nie ignorujcie wszelako opowiadań, które są ze zbiorku Coś się kończy, coś się zaczyna, gdzie są opowiadania poza wiedźmińskie i tam jest przepiękne opowiadanie o kotach i przepiękne, równie przepiękne opowiadanie Tandradei.
2139:  Czy oglądałem rozmowę Juliana z kanału Pytaj Zdzichu, Brody Kosmosu?
2143:  Pozdro dla Juliana, bo się znamy poza kanałowo, z Tomkiem Bagimskim o drugim sezonie Wiedźminy.
2147:  Nie oglądałem, ale obejrzę chętnie.
2151:  Czy warto przeczytać książkę Metro 2033?
2153:  Przeczytałem pierwszy tom, myślę, że warto.
2156:  Witamy Julię serdecznie na czatach.
2158:  Mandarynka czy pomarańcza?
2161:  Ani jedno, ani drugie, ponieważ owoce te wymagają obierania i w momencie, w którym otwiera się rzeczony owoc, to strzyka z niego sok.
2169:  Przypomina mi się w takich okolicznościach cudowne, ale to cudowne opowiadanie Umberta Eco z zapisków odnalezionych na pudełku od zapałek, w którym opisywał on, nosi on o tytuł Jak podróżować z łososiem.
2180:  że za każdym razem jak leci gdzieś samolotem, to dostaje posiłki w dwóch postaciach, znaczy jeden jest właśnie taki, że cokolwiek się z nim zrobi, to strzyka sokiem na krawat, jak się jedzie na konferencja, Eko był naukowcem, więc często jeździł, albo względnie, jak już jest człowiek oblany sokiem ze wszystkiego i sosem, to wtedy dostaje na deser na przykład coś, co wybucha taką, taką kurzawą okruchów i te okruchy się wtedy pięknie do nas przyczepiają.
2203:  Nie lubię bardzo jedzenia, które brudzi.
2205:  Krótko mówiąc.
2207:  Mariusz będzie pytać z uporem maniaka i bardzo dobrze, bo jest ciekaw opinii.
2210:  Co myślą o Monice Jaruzelskiej i rozmowach z często kontrowersyjnymi ludźmi?
2217:  Muszę... Powiem wam tak.
2220:  Odpowiem w bardzo zawalowany sposób, a potem wbiję szpilkę.
2224:  Bardzo cenię Rafała Gębury jako dziennikarza.
2228:  Wiecie dlaczego?
2229:  Dlatego, że w odróżnieniu od wszystkich Lisów i Pokraśk i innych polskich codziennikarzy, których strasznie nie cenię, nie jest celebrytą.
2239:  Ja nie wiedziałem jak się nazywa Rafał Gębura, do dzisiaj mam trudność z zapamiętaniem tego, wykojarzyłem go jako ten świetny gość od 7 metrów pod ziemią.
2247:  Wiecie dlaczego go tak kojarzyłem?
2249:  Bo jak sobie słuchałem wywiadów z nim, a słuchałem ich swego drogu grając w świetną grę Tower Defense Death Trap, to i do teraz pamiętam swego drogu te asocjacje, to za każdym razem łapałem się na tym, że ja nie słyszę prowadzącego.
2263:  tylko słyszę cały czas gościa, a jego pytania to jest maksimum zdanie, maksimum.
2268:  Piotr Pokraśko i Tomasz Lis by stwierdzili, no oni by już wtedy zrobili expose polityczne, kim to oni nie są, co oni myślą i co uważają, nie interesuje mnie to.
2280:  mości codziennikarzu, co uważasz i kim jesteś.
2282:  Interesuje mnie twój gość.
2285:  I dlatego też mam problem z wywiadami wszystkimi takimi, w których osobowość prowadzącego zaczyna rozdymać się jako ten indoor albo jako pleban na ambonie, jak półtora nieszczęścia i ja mam wrażenie, że zaraz ta odymka pęknie i opluje nas wszystkim tym, co ma w środku.
2308:  Bardzo nie lubię tego rodzaju rozmów.
2310:  Mam wrażenie, że chyba wiecie, jak jest zatem, bo jest zdanie w przedmiotowej kwestii.
2317:  Na zajęciach z historii, dopytuje Szymon Nauki, rozmawialiśmy z wykładowcą na temat sposobów i problemów finansowania badań w Polsce.
2324:  Doszliśmy do wniosku, że finansowanie przez uczelnie jest zbyt niskie.
2327:  Jak to zmienić?
2328:  Zwiększyć finansowanie!
2329:  To znaczy, mamy najniższe finansowanie nauki w Europie,
2334:  Raz, dlatego, że jest najniższe, to znaczy jest o wiele, wiele, wiele niższe od naszych nakładów na armię, a po drugie problem polega na tym, że jest rozbite pomiędzy bardzo dużo, bardzo, bardzo, bardzo dużo uczelni, ponieważ butał to takie przekonanie, że musimy mieć uczelnie w każdej wsi w Polsce, żeby ludzie mogli chodzić na studia.
2354:  Oczywiście to przekonanie jesteśmy w stanie bardzo łatwo zbić w momencie, w którym wprowadzimy edukację hybrydową z elementami edukacji zdalnej.
2360:  Nie będziemy kazali studentom wynajmować za ciężkie pieniądze stancji w innym mieście albo przeprowadzać je do akademików, ale oczywiście, jak wiemy, edukacja zdalna jest zła i należy ją zlikwidować.
2370:  Więc w momencie, w którym mielibyśmy w Polsce kilkanaście uczelni na przykład, nawet...
2375:  powiedzmy w formie jakichś konsorcjów skonsolidujących te uczelnie, które są dzisiaj, a przypominam, że w Polsce jest ponad 600 uczelni wyższych w sumie razem ze szkołami wyższymi i razem ze szkołami państwowymi, wyższymi szkołami zawodowymi, to być może wtedy to finansowanie by się rozkładało lepiej.
