🔴 Przed jamnikiem uderz czołem, jamnik górą chociaż dołem | LIVE #2
🔗 https://www.youtube.com/watch?v=n62fW7lX9yc

1:  Witajcie serdecznie na drugim livestreamie w trybie Q&A.
1560:  Witamy Husiek Akasonik w gronie Trybutariuszy.
1565:  Czy grałem w Dying Light?
1566:  Nie, to horror.
1567:  Co sądzę o serialu Expanse?
1569:  Wciąż jest przede mną, świeżo mam Amazon Prime, więc nie oceniajcie mnie.
1573:  Na razie zacząłem oglądać Man of High Castle i szczerze powiedziawszy nie rozumiem fenomenu tego serialu.
1579:  Czy obudził się we mnie poeta z tym tytułem?
1582:  Nie, nie, we mnie się nigdy nie obudzi poeta, chyba że wtedy, kiedy będę mógł napisać jakiś wierszyk satyryczny, to na pewno chętnie.
1590:  Critical Role to streamy z sesji D&D.
1593:  Aaa, okej, już czaję, już czaję.
1595:  To muszę obczaić, bo to może być interesujące.
1598:  Czy jestem fanem Lodowego Ogrodu takim, jakim jest, teraz mi to oczywiście umknęło, osoba, która zadaje to pytanie.
1607:  Nie wiem, czy jestem takim samym fanem Pana Lodowego Ogrodu, ale jestem fanem Pana Lodowego Ogrodu i dlatego też nie podoba mi się jego czwarty tom, ponieważ każdy fan Pana Lodowego Ogrodu wie, że Grzędowicz mógł to zrobić i rozegrać lepiej na koniec.
1620:  Trylogia Kuzycka była ataryjnie przeze mnie chwalona już przed chwilą, ale jeszcze raz pochwalam i jeszcze raz podkreślę, że uważam, że to jest najlepsze, co napisał Sapkowski, oprócz opowiadań.
1630:  Erudycja, która później jest mylona z mądrością, co daje opłakane efekty.
1634:  Lord Kelvin komentuje ten aspekt związany i wątek z listą lektur i zgadzam się z tym absolutnie.
1639:  Pamiętajcie, że erudycja to jest też coś,
1641:  co macie w obrębie naszego rozeznania w animkach, albo w serialach, albo w filmach, albo właśnie w grach wideo.
1648:  To też jest erudycja.
1649:  To, że jak powstawało to pojęcie, to były tylko książki, nie oznacza, że należy dalej listę lektur do książek i erudycję zarazem ograniczać.
1657:  Pożegnanie jesieni Witkacego czy warto?
1658:  Bardzo depresyjna powieść, ale interesująca, jeżeli lubisz dystopię i to takie bardziej hardkorowe.
1664:  Powiedziałbym, że dobrym testem, papierkiem lakmusowym jest przeczytanie Wyspy Oldosa Huxleya.
1669:  Jeżeli to cię nie zmęczy, to dasz radę z Pożegnaniem jesieni także.
1673:  Jeśli planujecie karierę naukową, warto zmieniać uczelnię?
1676:  Pytanie od violacee, jeśli dobrze czytam.
1679:  Bardzo dobre pytanie.
1681:  Zależy gdzie.
1681:  Jeżeli planujecie karierę naukową za granicą albo międzynarodową, bezwzględnie i to już po licencjacie, ponieważ za granicą, jeżeli ma się
1691:  dyplomy z tych samych uczelni, z tej samej uczelni, ale trzy na przykład, czyli licencja, magisterium i doktora TG mam z UJ-tu, to za granicą na kogoś takiego się patrzy, a jemu się nie chciało, on był cały czas w tym samym miejscu.
1703:  W Polsce dokładnie odwrotnie.
1704:  W Polsce, o, on skacze z kwiatka na kwiatek, jak jesteśmy z różnych uczelni.
1709:  Więc jeśli się planuje karierę naukową w Polsce, trzymać się jednej uczelni, a potem wybrać dowolną inną, tam, gdzie się wygra konkurs, natomiast za granicą,
1717:  Zwłaszcza w dziedzinie ścisłej, absolutnie różne uczelnie i w różnych krajach najlepiej.
1723:  Jak mi się podoba polska scena YouTube'a grobowego?
1726:  TV Gry kocham absolutnie.
1729:  Uważam, że chłopaki z TV Gry, i mam nadzieję, że do nich kiedyś dotrze, robią tę robotę, którą chciałbym, żeby robili polscy groznawcy i jeśli mam być szczery, ludzie na moich seminariach dyplomowych, ja sam bardzo często, oglądamy materiały TV Gry i wykorzystujemy je później w pracach naukowych,
1746:  Ba, kiedyś Jordana złowiłem, jak był na spotkaniu naukowym, które robiłem z Piotrem Kubińskim, gry wideo Zarys Poetyki, więc fakt, że redaktorzy TV Gry chodzą na spotkania książek, znaczy spotkania autorskie autorów książek naukowych o grach wideo, no jak dla mnie jest najlepszym papierkiem lakmusowym tego, że robią dobrą robotę.
1765:  Niezależnie od tego oczywiście, jak oceniamy poszczególnych poosobowości, retoryce i tak dalej, i tak dalej, to poziom merytoryczny tych materiałów, wyjąwszy topki, jest bardzo wysoki.
1776:  I cieszę się, że takie rzeczy powstają.
1778:  Witamy Marka Babiorza w gronie Trybutariuszy.
1780:  Jak kogoś pomijam z trybutujących i nie przeczytałem go, to proszę mnie upomnieć gwałtownie w tej kwestii.
1787:  Co sądzę o tym, że dopiero teraz media mówią o tym, pyta Nadia Lewi, że ilość nauki w szkołach nie przekłada się na jakość.
1794:  No dlatego mówią o tym, że mamy ministra Czarnka, którego krytykować jest bardzo łatwo.
1798:  Natomiast jak była minister Kudrycka, czy minister Piątkowski, czy minister... Jak on się nazywał?
1804:  Nie pamiętam, bo był nikim kompletnie.
1806:  Ten, który był po Gowinie tuż.
1808:  No naprawdę nie przypomnę sobie, kto był ministrem nauki i szkolnictwa wyższego po Gowinie.
1812:  był kompletnym no-namem i miał niższy tytuł naukowy ode mnie.
1815:  Nie, żebym się fleksował, ale to jest trochę słabe, jeżeli minister nie ma przynajmniej doktoratu minister nauki.
1821:  No więc to jest czysto zagranie polityczne.
1824:  Ja od lat mam taką rodzinną tradycję, że głosujemy na tę partię, która się przejmuje naukowcami albo polską nauką.
1833:  I szczerze powiedziawszy, jeżeli miałbym dalej stosować to kryterium, to nie byłoby na kogo głosować.
1838:  Jakie anime polecam?
1839:  Zależy komu, ale zazwyczaj, jeżeli mam polecać jakieś anime, które mną wstrząsnęło i zostało ze mną na bardzo, bardzo długo, zawsze to będzie Fullmetal Alchemist Brotherhood, aczkolwiek ja zacząłem swoją przygodę z anime od Ergo Proxy, który współczesny polski pisarz jest najlepszy, pyta Flaman z Roomem.
1856:  Najlepszy?
1857:  Pod względem warsztatowym?
1860:  Bardzo trudne pytanie.
1863:  Ale powiedziałbym chyba, że
1868:  Na pewno ktoś ze stajni Powergraphu, nie wiem tylko, czy będzie to Orbitowski, czy będzie to Rack, czy będzie to Wegner, któryś z nich, chyba że mówimy o pisarkach wtedy, miałbym większą trudność, bo jeżeli chodzi o pisarki fantastyczne, to one bardzo długo były blokowane, nie oszukujmy się, w wydawnictwach i dopiero niedawno zaczynają zyskiwać swój głos za sprawą takiej antologii jak Harda Horda i zaczyna się troszeczkę ta scena polaryzować dzięki temu i pojawiają się też na niej kobiety.
1898:  Natomiast jeżeli chodzi o pisarki mainstreamowe, to szczerze powiedziawszy żadna nigdy mnie nie zaimponowała i jeśli chodzi o pisarzy mainstreamowych, nie fantastycznych, chyba najbardziej ze wszystkich współczesnych pisarzy, takich zupełnie najnowszych, zaimponował mi Andrzej Bartz, Fabryką Muchołapek.
1916:  To była dobra książka, muszę to powiedzieć i pod względem warsztatowym, i pod względem
1920:  narracyjnym.
1923:  Następnego trybutariusza mamy, bardzo za to dziękuję.
1926:  Sin of Wrath, przepraszam za mispronouncing.
1934:  Teraz przechodzę na koniec komentarzy, bo jest ich bardzo dużo.
1941:  Jak według mnie zapowiada się nadchodzący CMS, tak od strony wykładowcy, zapowiadają na AGH przynajmniej, że będzie wszystko stacjonalnie ze znajomymi w reżimie Góra 3 tygodnie.
1949:  Ja cały czas wszystkim swoim kolegom powtarzam jedną rzecz.
1953:  Jeżeli myślicie, że powrót do normalności, nawiasem mówiąc, nienawidzę tej frazy i możecie się spodziewać dla każdego coś przykrego rantu na jej akurat temat,
1961:  bo coraz bardziej mnie ona denerwuje, oznacza, że rzucimy całkowicie naukę zdalną, to znaczy, że nie myślicie.
1968:  I znajdźcie swoje mózgi, włóżcie je następnie do swoich czaszek i zacznijcie je wykorzystywać.
1973:  Tak mówię, albo w każdym razie bardziej białych rękawiczkach do swoich kolegów z bardzo prostego powodu.
1978:  To znaczy, wykłady w formie zdalnej są świetnym sposobem na promowanie uczelni za granicą.
1984:  są świetnym sposobem na łowienie studentów zagranicznych nie pustymi obietnicami, tylko konkretem.
1989:  I jest również świetnym sposobem dla takich ludzi jak ja na to, żeby mogli wykładać w sposób właściwy, to znaczy z wykorzystaniem tego sprzętu, który tutaj mam do gier wideo.
1998:  No nie muszę wam chyba mówić, że gdybym poszedł na uczelnię i powiedział
2003:  Pani dziekan potrzebuje 40 tysięcy na taki, no, świetny high-endowy komputer do gierek.
2009:  Będziemy sobie grać ze studentami.
2011:  No to co?
2011:  To robimy to, czy może będziemy wydawać te 40 tysięcy na jakieś tam bzdurne rzeczy związane z innymi zapo... No dobrze wiecie, jakby brzmiała odpowiedź, nie?
2021:  Więc dlatego też to jest najlepsze rozwiązanie, jakie można w tym momencie zaoferować.
2024:  I poza tym też myślę, że nauka zdalna powinna wszystkim uświadomić, że część wykładów jest do ogarnięcia w formie podcastowej.
2030:  Powinna w takiej formie zostać.
2032:  Zatem nie wiem, jak się zapowiada nadchodzący semestr, ale mam ogromną nadzieję, że będzie więcej ludzi takich jak ja, którzy będą chcieli, nieskromnie powiedział Krzysztof, którzy będą chcieli jednak zachować elementy edukacji zdalnej lub hybrydowej.
2044:  Witamy w gronie trybutariuszy Jimiego Jakoba.
2047:  Jaka ulubiona postać z Fullmetalla?
2051:  Może drogi, trudne pytanie.
2054:  Czemu zadajecie mi takie trudne pytania?
2056:  Któryś z antagonistów, tylko nie pamiętam żadnego imienia w tym momencie.
2060:  Dlaczego mi dźwięczy szklanka?
2063:  Witamy Red Angel.
2064:  Czasem wyłapie kogoś, kogo kojarzę jeszcze ze streamów growych, nie pogniewajcie się za to.
2069:  Zostałam pominięta, pisze Rebecca Cloud.
2072:  Przepraszam najmocniej.
2073:  Rebecca Cloud również jest w gronie Trybutariuszy, a Dominika szpanuje swoją własną emoji Jamnika Pirata.
2079:  Słusznie, że szpanujesz.
2080:  Czy egzystowanie cały czas w fioletowym świetle ledów dobrze wpływa na skórę?
2084:  Nie wiem, ale docencie to, bo fioletowe są wtedy, kiedy mamy live'a, a fiolet jest znakiem rozpoznawczym tego kanału, więc dlatego.
2092:  Czy jakieś rady dla osób przed rozszerzoną maturą z języka polskiego?
2096:  Onuru44 również witamy w gronie Trybutariuszy.
2100:  Ciężko czuć się pewnie, bo półtora roku na zdalnym, na którym nauczyciele sobie zupełnie nie radzili i rozszerzona matura z języka polskiego, choćbym chciał LSA, że to ci nie poradzę, bo ja miałem 20% z próbnej i przez to musiałem iść na Olimpiadę, więc ja nie mam problemu.
2117:  Pójęcie, jak się do tego pista przygotować.
2119:  Zielonego.
2120:  JoJo Bizarre Adventure dalej na pierwszym sezonie jeszcze tkwie.
2123:  Oczywiście, że oglądałem Stranger Things i czekam na następny sezon.
2128:  Arcanum ubolewa, że kilka dni temu skończył 30 lat.
2131:  Jak pogodzić sobie z uciekającą młodością?
2135:  Spierdalaj, nie będę rozmawiał na temat uciekającej młodości.
2138:  Żartuję oczywiście, ale ja już dawno mam za sobą ten moment.
2143:  Dzień dobry poza szlakiem, Monke, CEO również.
2146:  Ja bym bardzo chętnie jednak poznał ludzi na swoim roku, a nie siedział przed kompem, mówi Szymon.
2150:  I rozumiem cię Szymonie, absolutnie.
2152:  Tylko pamiętaj, że nie trzeba iść na studia na nudne wykłady, żeby poznać ludzi z roku.
2156:  No come on, umów się z nimi na piwo i idź na imprezę.
2159:  Od tego są studia.
2161:  AGH to dobrze wie, ponieważ mamy browar górniczo-hutniczy na kampusie.
2165:  Co sądzę o twórczości Głuchowskiego poza serią Metro?
2167:  Nie czytałem nic Głuchowskiego poza serią Metro.
2170:  Bakeno Mogatari jest cały czas niestety przede mną.
2174:  Co moim zdaniem powinien zrobić CD Projekt Red?
2176:  Naprawia bugów DLC, a może kolejny Wiedźmin 4 bez dwóch zdań?
2180:  Dominik pyta, co sądzę o profesor Łepkowskiej, mojej promotorce.
2185:  Poproszę o inny zestaw pytań.
2186:  Nie no, żartuję.
2187:  Profesor Łepkowska była jedyną osobą, która była w stanie i w mocy poprowadzić moje prace dyplomowe, to znaczy magisterium i doktorat, ponieważ jest specjalistką z zakresu teorii narracji, jedną z nielicznych w Polsce.
2199:  Więc dogadywaliśmy się na poziomie czysto teoretycznym.
2203:  O!
2206:  Szymon pisze z kolei, że wolałby zostać na nauce online i u niego się nic nie zmienia, nie musi jeździć na uczelnię i tutaj chciałbym zrobić szybki follow-up, to znaczy pamiętajcie, że tak bardzo dużo mówimy o tym, że o, Krzysztof, chcesz zlikwidować szkoły albo prowadzić naukę zdalną, co z wykluczeniem ekonomicznym,
2222:  że nie każdego stać na komputer internet.
2223:  A, czyli rozumiem, że każdego stać na to, żeby np.
2226:  wydawać 200 zł na kartę miejską co miesiąc.
2229:  A, i każdego rozumiem stać na to, żeby kupić podręczniki za 600 zł.
2231:  A, no i nie zapominamy, każdego stać na to również, żeby kupować jakieś sensowne ciuchy, ponieważ jeżeli nie będziemy mieć sensownych ciuchów, to będzie bullying w szkole.
2238:  A, i rozumiem, że każdego również stać na to, żeby kupować żarcie do szkoły, no bo trzeba jednak mieć... A, i rozumiem, że każdego stać na to... Wiecie, do czego zmierzam?
2245:  To nie jest argument słuszny, więc jeżeli chodzi o naukę zdalną, to ten...
2249:  Komfort nasz z tego, że możemy studiować w Szczecinie, będąc w Krakowie, jest naprawdę gigantyczny.
2254:  Ja, szczerze wam powiem od razu, ja bym w to szedł, a jeżeli chodzi o znajomych i tę część życia studenckiego, to bym sobie to aranżował poza tym.
2264:  Come on, jest Facebook, jest Discord, można się skrzyknąć, słuchajcie, idziemy sobie na piwo na miasto.
2270:  Co sądzę o książkach z serii Wielkich Płaszczy?
2273:  Nie znam, nie znam.
2275:  Witam Bartka również na czacie.
2278:  Nie sądzisz, że większość map w powieściach fantasy jest zrobiona dość leniwie, mówi Ameth i absolutnie myślę, że zgodziłby się z tobą niepraktyczny kartograf z profilu na fejsie, który gorąco polecam, to jest
2289:  Cudowny, absolutnie szalony człowiek, robiący najpiękniejsze mapy na świecie.
2294:  Mam absolutne marzenie, że w moim mieszkaniu, jeżeli się go w końcu dorobię, to będzie na całą ścianę taka mapa z uniwersum fantastycznego jakiegoś.
2303:  Czy debata z Kasią Babis o polskiej fantastyce miała sens?
2306:  Spotkałem się z Kasią Babis na Dniach Fantastyki, bardzo miło sobie rozmawialiśmy i bardzo chętnie ponowiłbym tę rozmowę kiedykolwiek.
2315:  Na maturę istota żyjąca doradza uczenia się pisania rozprawek, a reszta jest nieważna i być może jest to dobra rada.
2323:  Ile mam lat?
2323:  Pyta Anna.
2325:  32.
2325:  Jestem szalone pokolenie 89, na którym eksperymentowano w zakresie wprowadzania nowej matury wtedy, kiedy rzeczywiście ona była nowa, to znaczy myśmy byli
2335:  jednym z pierwszych pokoleń, które faktycznie nie miały już wolnego tematu i pisania rozprawek i dostały testy, takie w formie bardzo hardkorowej testy.
2345:  Mieliśmy nawet testowane umiejętność rozumienia tekstu ABCD, z czego chyba później zrezygnowano.
2352:  Witamy Monikę Czech w gronie Trybutariuszy i bardzo za to dziękuję.
2356:  Czy będą... Oj, oj, oj, teraz przeskoczyłem strasznie daleko.
2361:  Czy będą jakieś odcinki gameplay'a z Genshin'a?
2363:  Mam nadzieję, że kiedyś tak, ale cały czas powtarzam, że Genshin jest grą, która bardziej mnie denerwuje niż raduje.
2370:  Co sądzę o Ghost in the Shell?
2371:  Oglądajcie animkę, trzymajcie się z dala od filmu ze Scarlett Johansson, bo jest tragiczny.
2377:  Red Foxa mam nadzieję, że też przeczytałem, że jest w gronie Trybutariuszy.
2379:  Jeśli nie, to teraz czytam.
2381:  Dalekowschodnich powieści fantasy nie znam, a nie, przepraszam, znam i nawet mam tutaj na półeczce.
2388:  Lian Han, Posłowiczej Podłodze na posłaniu Strawej i kolejne tomy.
2394:  Co sądzę o Neon Genesis Evangelion?
2395:  Klasyka, którą warto znać.
2396:  Nauczyciele nie radzą sobie w żadnym medium, a wszelkie egzaminy można zdać, jeśli pouczy się samemu, dodaje Nadia i się z nią zgadzam.
