🔴 Studzimy nasz zapał, dmuchając na zimne | LIVE #14
🔗 https://www.youtube.com/watch?v=WL6pr7S-N1I

90:  Dziękujemy.
1724:  Teraz mam wrażenie, i to jest znowu taka moja próba namysłu nad tym, dlaczego dzisiaj są takie popularne gry retro, pixel arty, czerni i bieli i tak dalej, że jesteśmy tak bombardowani wizualiami różnymi, bodźcami wizualnymi, że po prostu chcemy sobie odpocząć.
1738:  Mnie wciąż te bodźce wizualne nie przeszkadzają, a tymczasem są ludzie, którzy włączają sobie celem walki z uzależnieniem od smartfonu monochromatyczny profil barw w telefonie.
1750:  I były badania, które pokazują, że w ten sposób nie jesteśmy tak bardzo bombardowani tymi bodźcami, żebyśmy mieli zastrzyki dopaminy, że telefon połyszczy się, ładne, ho, ho, ho.
1764:  I nasz mózg się cieszy, bo widzi kolorowe i chce więcej, a tymczasem jak to jest w skali szarości, podobno ten zastrzyk dopaminy jest wtedy niższy i łatwiej się oderwać.
1772:  No to jest pro tip dla wszystkich, którzy mają akurat taki problem.
1776:  Plus światło niebieskie i filtr światła niebieskiego też jest dobra rzecz.
1781:  Jak wspomniałem na te 90. w Polsce, okropieństwo, nie chcę, żeby to kiedykolwiek wróciło.
1785:  Nie rozumiem ludzi, którzy są nostalgicznie nastawieni wokół tych czasów.
1788:  Ja nie chcę wracać wspomnieniami do tamtego okresu.
1792:  Był straszny czas w Polsce, który się skończył na szczęście wraz z przystąpieniem do Unii Europejskiej i mam nadzieję, że w niej pozostaniemy wiekuiście, ponieważ doprowadzało mnie do absolutnego szału to, jak bardzo byliśmy zawsze na...
1805:  bocznym torze i jeżeli chodzi o kwestie naukowe i kulturalne i cywilizacyjne i to był taki moment, kiedy była nadzieja na to, że się rzeczywiście dużo rzeczy zmieni i się faktycznie zmieniło.
1816:  To jest story na VHSie.
1817:  Ja niestety, Karolu, wszystkie swoje VHSy już straciłem o zgrozo.
1821:  Czy nie lubię mang?
1822:  No właśnie, to jest problem z mangami dla mnie, czerni i biel, ale ja generalnie mam problem z komiksami, to znaczy nie mam w nich imersji, niestety.
1832:  Czy uważam, że pokazywanie Pytalikoja seksu w mediach wizualnych może nieść jakieś artystyczne walory, czy jest w większości wstawione dlatego, że się sprzedaje?
1838:  Oczywiście, że może nieść artystyczne walory.
1841:  Usiłuję szybko sobie przypomnieć, co byłoby takim przykładem dobrze przedstawionej sceny seksu i nie jest to łatwe.
1848:  ale paradoksalnie częściej się to zdarza w animacjach niż w filmach aktorskich, bo w filmach aktorskich albo jest strategia full frontal nudity, prawda, albo idziemy w kamera, kamera pokazuje lampkę na kastliku, na kastlik to jest stolik nocny, nie wiem, czy ktoś z was jeszcze mówi na kastlik, ale to jest podobno słowo lwowskie ze wschodu, więc jak ktoś mieszka na ścianie wschodniej Polski, to się mógł z tym spotkać.
1869:  Więc to jest jedno i drugie jest żenujące i...
1873:  Dobry smak każe to pokazać w sposób, który będzie interesujący i artystyczny i naprawdę też jest niewielu pisarzy, którzy potrafią to zrobić dobrze.
1881:  Swoją drogą Andrzej Sapkowski właśnie miał z tym zawsze problem i zauważcie, że Sapkowski za każdym razem idzie w satyrę.
1887:  Więc to jest trudne pytanie i nie wiem, czy jestem w stanie przywołać coś z pamięci, co byłoby dobre.
1893:  Przypomina mi się mgliście jeden z odcinków Love the Van Robots o takim lisie.
1896:  Nie pamiętam, jaki był tytuł, ale tam sfera seksualna była przedstawiona bardzo ciekawie.
1904:  Trzymam kciuki bardzo do siły człowieku za rozmowę kwalifikacyjną.
1910:  Tradycyjnie musi się stać zadanie, kiedy książki z 40, z uniwersum 40.
1915:  Niebawem.
1916:  Nie wiem, muszę naponadrabiać inne rzeczy, które są, niestety jeszcze.
1921:  Poleca jakie książki fanbazy?
1922:  Prośba od Mops44 z rozbudowanym wątkiem rebelii i nie ma to być science fiction.
1928:  Myślę, że trylogia Cindy Williams Chimy Ci się może spodobać.
1934:  Bardzo znana rzecz, wydana przez Galerię Książki swoją drogą.
1937:  Mam to niestety w sypialni, więc bardzo daleko stąd.
1941:  I zaraz sobie przypomnę, co w tym miejscu oznacza sprawdzę w Google'ach, jaki jest pierwszy tytuł.
1948:  Cindy Williams Chima.
1950:  O, to jest Siedem Królestw, moi mili.
1952:  Tak to się nazywa.
1953:  Siedem Królestw.
1953:  Akurat pokazuję w Empiku wam, więc o. Król Demon to jest pierwszy tom.
1959:  Won.
1960:  Żeby nie było.
1961:  Żeby nie było.
1962:  Proszę bardzo.
1963:  Dowód, że kliknąłem w link od Dominika Bossa.
1966:  Tak mówił o tych cholernych Letyshops, że w końcu kliknąłem i zainstalowałem.
1971:  Jest dowód.
1973:  Działa.
1974:  Więc polecam Króla Demona Cindy Williams Chimy.
1979:  Jakie mam rady do pierwszego kolokwium w życiu?
1981:  Próg zdawalności 60%.
1983:  Nie przejmować się progiem zdawalności.
1985:  Jeżeli próg zdawalności jest ważniejszą informacją od tego, co należy umieć na to kolokwium, to jest coś nie tak z tym kolokwium.
1991:  Druga rzecz, nie ucz się tuż przed.
1992:  Trzecia rzecz, jeżeli masz jakiekolwiek autoramentu i kalibru pytania, to jest paradoksalne, wiem, ale wbij do profesora na dyżur.
2001:  Bardzo często się zdarza, że ludzie, którzy poprawiają potem kolokwia, pamiętają osobę, która wpadła na dyżur i pamiętają ją dobrze raczej.
2009:  Więc zawsze można zadać jakieś pytanie dotyczące tego.
2012:  To jest coś, co ja robiłem bardzo często, bo to jest strategia psychologiczna.
2015:  Ja zawsze uważałem, że jeżeli nie jestem w stanie czegoś zagwarantować sobie na poziomie zdawalności, to muszę zagrać psychologicznie.
2022:  Merta, witamy w gronie Trybutariuszy.
2023:  Dziękuję Ci serdecznie za wsparcie.
2027:  Książki science fiction z rozbudowanym wątkiem społecznym, no to myślę, że chyba w największym stopniu Fundacja Izaka Asimowa, ale nie tylko.
2034:  Paradoksalnie książki Georgia A. Martina też są bardzo dobre i jeszcze dorzucę Ci Adriana Czajkowskiego.
2041:  Dzieci umysłu prawdopodobnie?
2043:  Tak to się nazywa?
2043:  Nie pamiętam, nie mam tego na półce.
2045:  Niestety.
2046:  Czy był oglądany drugi sezon Winx na Netflixie?
2047:  Oczywiście, bardzo lubię Winx Club przeznaczenie.
2050:  Trzy trybuty uciekły?
2051:  Jak to trzy trybuty uciekły?
2052:  Co wy mi mówicie, że uciekły?
2054:  Faktycznie, Boże, przepraszam.
2055:  Rebecca Cloud.
2057:  Witam i o nastrój pytam.
2058:  Nastrój dobry.
2060:  Mam nadzieję, że dobry był mój świetny, gdyż spotkałem dzisiaj dwa jamniki, chwali się, przechwala się Rebecca Cloud, ale słusznie, bo do jamnika mi należy, a jednego głaskałem, jego imię Ginger.
2068:  Czy ja mogę prosić o serdeczne jamniki dla jamnika Gingera?
2073:  Poziom naszego, wiecie, game within a game osiąga czwarty poziom gęstości.
2081:  O, to jest słowo, którego szukałem.
2083:  Skyler, dzięki za wsparcie od 13 miesięcy.
2084:  Jak dobrze napisać bohaterki swojej twórczości?
2088:  Rozmawiać dużo z kobietami, mówię całkowicie serio, to znaczy trzeba poznać kobiecy punkt widzenia i perspektywę, żeby dobrze napisać postać kobieco i generalnie to jest rada dla wszystkich pisarzy.
2099:  Ciężko jest debiutować w młodym wieku głównie dlatego, że człowiek nie zna wielu ludzi.
2104:  a najlepszy pisarz to jest taki, który po pierwsze ma nosa do ludzi, umie dobrze rozpoznawać typy osobowościowe i umie dzięki swej empatii wczuć się w to, co oni myślą, ale to wymaga rozmów, naprawdę, więc najlepsza rzecz, jaką można zrobić, to na przykład spytać parę dziewczyn w swojej okolicy, co najbardziej irytuje je w...
2124:  Zwłaszcza jeżeli są czytelniczkami, nie?
2125:  Ale nie tylko.
2126:  W przedstawieniach kobiecych bohaterek.
2128:  Jeżeli są graczkami, no to oczywiście co najbardziej irytuje w grach i tak dalej, i tak dalej.
2132:  Więc ja bym o to spytał, bo generalnie piszemy, o czym niestety zapominają pewni snobliści, dla ludzi.
2138:  Więc jeżeli ludziom się niektóre rzeczy podobają, a inne się nie podobają, no to w mojej perspektywy należy zrobić tak, żeby jak najlepiej ich zadowolić, prawda?
2148:  Żeby pokazać takich bohaterów, którzy wcześniej nie występowali i takich, którzy nie będą ich irytować.
2153:  Moje hobby poza graniem, czytaniem i YouTubem?
2155:  Nie mam hobby poza graniem, czytaniem i YouTubem.
2157:  To są główne moje hobby.
2160:  Jestem bardzo prostym człowiekiem, jeżeli chodzi o tego rodzaju zainteresowania.
2163:  Inne lubię, ale to nie są takie rzeczy, dla których rzucę wszystko, żeby to robić, a YouTube i zwłaszcza streaming i czytanie książek i...
2173:  granie w gry i oglądanie filmów co jakiś czas, to są rzeczy, dla których potrafię dużo rzeczy rzucić absolutnie na osobną ścieżkę i skoncentrować się wyłącznie na tym.
2184:  Potrafiłem na przykład, jak dawno nie oglądałem żadnego filmu, pójść do kina i obejrzeć cztery filmy pod rząd.
2191:  Dlatego też ja bardzo lubię binge'owanie.
2193:  Sprawdzam jeszcze, czy coś mi nie umknęło.
2195:  O bogowie, Mirwa podarowała pakiety wspierania dziesięciu osobom, teraz muszę wszystkich przeczytać przecież.
2201:  Dziękuję bardzo Mirwie za bycie jam nikołajką.
2204:  Pusia Otto, Red Jaga, Xavier, Uksoch, Ekipa Worldcraft, Julitka.
2212:  i One Eye King, jak również Seronox otrzymali wspieranie i Nyx od Jamnikołajki Mirwy.
2222:  Bardzo się cieszę, że są Jamnikołajki.
2224:  Co sądzę o tegorocznym festiwalu Konrada?
2226:  Pyta Java Guy.
2228:  Absolutnie nic.
2229:  Nie dzieje się tam kompletnie nic interesującego dla mnie.
2234:  Ponieważ moje zainteresowania są w dużej mierze zgodne z dużą częścią popularnych zainteresowań innych ludzi, myślę, że w dalszym ciągu moja teza zgodnie z tym, że Festiwal Konrada nie jest dla czytelników, tylko jest dla wąskiego grona bardzo specyficznie uwarunkowanych czytelników, jest do utrzymania dalej.
2257:  Czy próbowałem czytać jakąś książkę z uniwersum Starcrafta?
2260:  Tak.
2261:  To była książka o Jimmy Raynorze i Rekieterach i Raynora.
2265:  Zgoła nie pamiętam, jaki był tytuł.
2268:  Być może, jeżeli chytrze i sprytnie sobie teraz sprawdzę, to znajdę ją.
2275:  Ale wydaje mi się, już wiem, to był Flashpoint.
2278:  Flashpoint.
2280:  Albo Heaven's Devil, któryś z tych.
2282:  Chyba Flashpoint raczej.
2285:  Okej.
2286:  Książki, które są osadzone w uniwersach growych zwykle właśnie kwituje w ten sposób.
2291:  Okej, to jest coś, co mógłbym obejrzeć w formie animacji, szczerze powiedziawszy, i wolałbym, bo zużyłbym mniej czasu na to, a miałbym dokładnie takie same wrażenia.
2302:  Czekaj, że projekt mapa edukacji, to mówię, od tego zaczęliśmy ekipa Wargraph.
2306:  Chyba, że masz jakiś inny link, to chętnie przytulę go, jeżeli się podzielisz nim, zwłaszcza na Discordzie, możesz mnie wywołać wtedy w kanale edukacja.
2314:  K-pop?
2315:  Chyba nie znam praktycznie.
2317:  Znam oczywiście parę rzeczy k-popowych, ale pop to jest coś, czego najmniej słucham chyba z wszystkich gatunków.
2323:  Metal Barbarian pyta o śmierć Feliksa Kressa.
2326:  No niestety zdaję sobie z niej boleśnie sprawę.
2329:  Mogę tylko mieć nadzieję, że...
2331:  Tom dziesiąty, Jezus Maria, nie koła czasu, tylko Krzysztof, skup się, Księgi Całości, wyjdzie, bo były zapowiedzi na stronie Kresa, nie pamiętam gdzie, chyba to było w opisie jego pełnym Księgi Całości.
2349:  Już wam pokazuję, mianowicie tutaj jest na stronie autorskiej Feliksa Kressa całość tego wydania nowego i na samym samuteńkim końcu jest w przygotowaniu Sern i Scherer 2023 zapowiedziany.
2365:  Więc moja nadzieja jest taka, że wydawnictwo dostało to w takiej formie, która pozwala to na wydanie tego, bo jeśli nie, to jest tylko jedna osoba, która mogłaby to dokończyć, to znaczy Robert Wegner.
2378:  A nie wiem, czy Robert Wegner by się za to wziął.
2380:  Robert Wegner inspirował się intensywnie.
2384:  księgą całości, no ale nie ukrywam, że mój smutek jest bezbrzeżny, bo wiecie, pisarz jest unieśmiertelniany swoją literaturą, więc jeżeli uda mu się zakończyć jakiś projekt, no to wtedy, wtedy jest, to jest tak, by szył dalej z nami, nie?
2396:  A jak tak, to czujemy ten brak w dwójnasób.
2400:  Mam nadzieję, że rozumiecie, o co chodzi, nie?
2402:  Bo oczywiście te dziewięć tomów nam w zupełności wystarcza, ale ten dziesiąty za każdym razem będzie nam przypominał o tym, że Feliksa Kresa już z nami nie ma.
2410:  Zresztą powiedziałem, nawiasem mówiąc, na jednej z reklam festiwalu Konrada, która mi się wyświetliła, bardzo brutalnie, jak to ja mam w zwyczaju, że chciałbym im pogratulować tego, że ignorowali pisarzy fantastycznych, bo Feliksa Kresa już nigdy nie zaproszą.
2425:  Moje metody są brutalne, ale uważam, że należy tłuc ludziom do głowy tak długo, że jest duża grupa czytelników, którzy są niedoreprezentowani w festiwalach finansowanych z ich pieniędzy, aż dotrze, aż wsiąknie.
2439:  Rzadko się odwołuje do Dolores Umbridge, ale w tym przypadku trzeba.
2444:  Czy nie myślałem, żeby zrobić jakieś krótkie poradniki na przykład wiązania krawatu, jak zrobiono z aktorami Better Call Saul przy premierze?
2449:  Zrobił to o wiele lepiej ode mnie Tomasz Miller, Roman Zaczkiewicz, Macaroni Tomato, Mr. Vintage, nawet książkę wydał Mr. Vintage, też bardzo dobrą.
2459:  Wszystko praktycznie, co wiem na ten temat, wiem od nich, więc trudno, żebym wchodził im w kapustę i reprodukował coś, co zrobili lepiej.
2466:  Czy znam niezatapialną armadę?
2469:  Kolonasa Łozuna pyta Banuj.
2472:  Bawiam się, że nie.
2474:  Polecajki książkowe w stylu wojen makowych pyta Agata.
2476:  Wiesz co, Agato, myślę, że może ci się spodobać coś, co ja teraz czytam, coś zupełnie też takie egzotyczne, nazwijmy to.
2483:  Nie chcę użyć słowa orientalne, które są obarczone trochę taką kolonialną stygmą już.
2488:  Mianowicie powieści Chakravorty.
2490:  Też mam cholera jasna to akurat w sypialni, więc muszę wam znowu pokazać.
2495:  Chakravorty.
2497:  To się nazywa City of Brass i kolejne tomy.
2501:  Już pokazuję.
2504:  City of Brass, następnie jest Kingdom of Copper i ostatni tom to jest Empire of Gold.
2511:  Więc bardzo rzecz polecam.
2513:  Świetnie się czyta i jest to fanbazy wprawdzie nie...
2519:  chińska nazwijmy to, to znaczy nie osadzona w allotopii, która jest stylizowana na estetykę chińską, tylko osadzona jest w allotopii, czyli innym świecie, stylizowaną na estetykę arabską, czy semicką.
2532:  Częściowo tak, częściowo tak.
2534:  Więc bardzo ciekawa rzecz, świetnie napisana.
2536:  Tu muszę pochwalić, że jest znacznie lepiej to napisane niż trylogia Wojen Makowych, która rozczarowuje bardzo mocno przy ostatnim tomie.
2544:  W zasadzie już uważam, że tom pierwszy czy tom drugi powinny stanowić taką zamkniętą całość, tom trzeci niewiele wniósł.
2553:  Ja bym się czuł, jeżeli by ktoś ze Szkoły Chmurza chciał ze mną porozmawiać na kanale, co by było taką przestrzeń?
2558:  Tak.
2558:  Tak, Aleksandra.
2560:  Myślę, że może być wcześniej taka przestrzeń dla was, niż myślicie.
2564:  Tyle powiem.
2568:  Dynatik wysłał donate'a.
2569:  Dlaczego nie zauważyłem?
2570:  Przepraszam cię, Dynatik.
2571:  Jeżeli mi napiszesz, co tam było, to go odczytam automatycznie, ale musiało mi to umknąć, a nie mam teraz podglądu, niestety.
2580:  Czy znam literacką ulicę?
2582:  Nie znam, nie znam.
2583:  Stellaris stryje multiplayer?
2584:  Nie gram w multiplayery, Abelek, w ogóle, zdecydowanie nie.
2587:  Materiały odnośnie do tworzenia conlangów.
2589:  Jest jedna książka na ten temat, najlepsza.
2596:  I od razu wam pokażę dwie rzeczy, okej?
2597:  To znaczy po pierwsze, po pierwsze macie The Art of Language Creation, to jest ta rzecz.
