Brat Jeremiasz ogniomiot — Warhammer 40 000: Mechanicus Livestream #4
🔗 https://www.youtube.com/watch?v=wJxeLpUO9hA

2:  Witam wszystkich na streamie.
2160:  Dziękuję niesamowicie za recenzję Castlevanii, której nawet nie obejrzałem w całości, by nie spoilować czegokolwiek, bo dzięki temu dowiedziałem się o istnieniu tego niesamowitego serialu.
2167:  O, jak mi miło, jak mi strasznie miło!
2169:  Ja się bardzo cieszę, jak ktoś się dowiaduje o istnieniu pięknej sztuki i bardzo się cieszę, że to akurat dzięki recenzji.
2178:  Mega.
2185:  Będę się teraz przymierzał też do recenzji, ale to... O!
2188:  Spoilery na czacie!
2190:  Będę się przymierzał do recenzji serialu Lupin na podstawie tej... Znaczy, nie, to nie jest na podstawie powieści o Arseniu Lupin, tylko to jest wariacja na punkcie tego uniwersum, fantastycznie zrobiona zresztą.
2205:  Może jak tutaj się przesuniemy, to on wtedy... Nie, on cały czas atakuje naszego Magosa, nie możemy na to pozwolić.
2212:  To przesuniemy się tak po prostu, żeby osłaniać jak najwięcej.
2223:  Dobrze.
2225:  Świetnie, świetnie, świetnie, świetnie, świetnie.
2227:  Kończymy to.
2230:  Wprawdzie, z pewnym, nie bez strat.
2233:  Znaczy, strat.
2233:  Nie bez uszczerbku na zdrowiu, tak by należało powiedzieć.
2238:  Ojej, zablokowałem wszystkie... Cóż za kretynizm z mojej strony.
2244:  Tak, nie mam tutaj na niego... Ale za to brat Jeremiasz może uratować sytuację.
2250:  Brat Jeremiasz może kogoś uleczyć.
2253:  Bracie Jeremiaszu, pokaż na co cię stać.
2257:  O. O. Brat Jeremiasz leczy.
2262:  Mamy zagadka na czacie.
2264:  Co jest silniejsze, rekin czy niedźwiedź?
2268:  Ja nie umiem zagadki, jakby co.
2274:  Czat jest szansa na pokazanie swych umiejętności.
2280:  Brat Jeremiasz nawet uleczy Skitarriego.
2282:  Brat Jeremiasz jest tak szlachetny,
2286:  Czy my jesteśmy w stanie go haratnąć stąd?
2289:  To jest pytanie.
2291:  Dobrze, bratu Jeremiaszowi tak dobrze dzisiaj idzie, że damy mu szansę zabić.
2297:  Tak, o, odpowiedź to zależy, czy coś silniejsze jest rekin, czy niedźwiedź.
2301:  Faktycznie, na przykład pod wodą zdecydowanie przypuszczam silniejszy będzie niedźwiedź.
2309:  Hmm...
2312:  Nie, niedźwiedź, tylko rekin.
2316:  Tak, pod wodą zdecydowanie będzie silniejszy rekin, to chciałem powiedzieć.
2319:  Dlaczego, dlaczego giniemy?
2321:  Dlaczego, dlaczego nie jesteśmy w stanie zakończyć tej, tej walki?
2325:  Przecież... No nie, nie, nie, nie, nie, nie, nie, nie, nie!
2331:  O nie!
2334:  Straciliśmy turę.
2337:  Fatalna informacja.
2341:  Ooo...
2345:  Polarne niedźwiedzie sprawnie pływają.
2347:  Fakt, fakt.
2350:  Słuszna uwaga.
2352:  No i przypomina, jak już mówimy o niedźwiedziach i zagadkach, było kiedyś takie zadanie matematyczne, nie?
2358:  Układ równań, deska 8 metrów.
2361:  No i ja, w szkole będąc na on czas, czytałem wtedy Misia Paddingtona.
2366:  I Miś Paddington z podobnym wyzwaniem się mierzył.
2370:  No i generalnie ten układ równy był bardzo skomplikowany.
2373:  Pierwsza część tej deski była x plus 30 większa od drugiej, która była 60% większa od trzeciej i tak dalej.
2379:  I wiedzieliśmy tylko, że deska ma 8 metrów.
2380:  I pamiętam, że wtedy podszedłem do tablicy, zrzynając ten pomysł z Misia Paddingtona.
2385:  Powiedziałem, że no to w takim razie ja mam rozwiązanie.
2389:  Każda część ma 8 metrów.
2391:  I oczywiście matematyczka na to mówi, nie, źle, jedynka, nie umiesz, źle rozwiązałeś, ja mam w podręczniku inaczej.
2399:  No i wtedy trzeba było jej powiedzieć, że my kroimy te deski wzdłuż, więc niezależnie od tego układu równań, każda ma 8 metrów.
2407:  Przepiękna rzecz, poznana z Misia Paddingtona, którego bardzo lubię, swoją drogą.
2413:  Ojojojojojojojojojojo.
2425:  Kara Kara
2430:  Jeszcze jakby niedźwiedzie polarne miały płetwy, to wtedy dopiero by zapierdalały pod wodą.
2435:  Tak, zgadzam się w pełni.
2436:  One of the cohort has been infested with skin-chewer grubs.
2441:  To brzmi, łe, to są jakieś pijawki.
2444:  These creatures are native to silvatellebris and live of carrion, of which there is plentiful supply in the tomb of Ubdjaho.
2452:  Carriony to, swoją drogą, najgorsze jednostki w roosterze Tomb Kingsów w Warhammerze Fantasy.
2458:  The grubs burrow into his skin and damage the muscle tissue beneath and are both painful and demoralizing.
2465:  To, że są demoralizujące, to jeszcze bardziej.
2467:  Suffer!
2469:  Scorch support!
2481:  Ooo!
2482:  Proszę!
2484:  Proszę!
2485:  Witam serdecznie.
2486:  Również popołudnie mija cudownie, mija na wypalaniu nekronów.
2490:  Przepraszam, co może być piękniejszego?
2492:  Bardzo przykro mi, że alergia się daje we znaki, ale niestety taki już czas w ciągu roku, że alergia dopada.
2500:  Ja dlatego mam zamknięte wszystko, izoluję się kompletnie w moim lochu zielonym i wychodzi mi to na zdrowie.
2512:  Mmm...
2515:  Czemu, czemu jesteśmy doświadczani tak okrutnie przez grę?
2519:  O, jeszcze jem truskawki, polecam truskawki.
2522:  Mmm.
2524:  Truskawki są niedoszacowane.
2528:  Jedyne, jest jedna rzecz lepsza od truskawek, jeżeli chodzi o owoce.
2532:  Mianowicie truskawki w czekoladzie oczywiście.
2535:  Eeeem.
2538:  O, tutaj widzę materiał na palonko.
2541:  Tu będzie palonko, więc brat Jeremiasz już się szykuje, już zaciera rączki, już się wita z gąską.
2547:  To mi przypomina... Zawsze mi coś przypomina coś, ale to mi przypomina cudowną kwestię ze StarCrafta 2.
2557:  Jest tam taka jednostka, która ma radosną nazwę Wypalacz.
2560:  I wypalacz mianowicie mówi, moja gąska się już smaży.
2564:  Za każdym razem jak ma odpalić właśnie miotacz ognia.
2575:  Serwoczaszka pogardy.
2576:  Jeszcze widzę, że temat Battlestar Galactica wyszedł.
2581:  Wiecie, że nie widziałem Battlestar Galactica?
2583:  Jaki wstyd straszny.
2590:  Leonardo DiCampio ma okazję pieprznąć jak nigdy.
2597:  Brat Jeremiasz już się zbliża, już puka do mych drzwi!
2600:  Tak!
2600:  Zobaczcie, ile mamy już, ile mamy już twórczości związanej z Bratem Jeremiaszem.
2605:  Trzeba będzie zaraz zacząć to wszystko spisywać.
2608:  O!
2613:  Hahaha!
2614:  Ale ładny jest ten design Flayed Ones.
2620:  Mają ewidentnie problem ze skórą i z czaszką.
2624:  Deal one damage to target.
2626:  Oczywiście, że jeszcze go dobijemy jakoś.
2632:  Nie widziałem battle starań.
2634:  Wiem, wiem, hańba, absolutna hańba.
2639:  Ale nie widziałem.
2642:  Dobrze, strzelimy tutaj.
2645:  W ogóle nie widziałem i nowego i starego, nic nie widziałem z Battlestara Galactica.
2648:  Nie wiem dlaczego w zasadzie mi to przeszło koło... koło nosa.
2654:  Koło oczu w zasadzie.
2656:  Może sobie odpalimy tutaj jakąś ochronę, bo tak coś mi się wydaje, że się przyda.
2663:  Necroni to oni, teraz ich tura.
2670:  Uszanowanko, witam na streamie.
2673:  Z nowości palimy nekronów, ponadto palimy nekronów, ponadto palimy nekronów.
2679:  Eeeem... Eeeem... Scan or destroy.
2687:  Nie.
2690:  Strzelamy.
2691:  Nowy Battlestar jest cudowny i klimatycznie i pod względem ciężaru i tematyki.
2696:  Fantastycznie wiedzieć.
2697:  To jest dobra informacja.
2699:  Chociaż na przykład miałem bardzo duży problem z Expanse, ale teraz głównie nie jestem w stanie oglądać Expanse, dlatego że nie mam niestety Amazon Prime.
2709:  A ja już nie jestem w stanie przed komputerem siedzieć, bo wiem, że ekspans jest w źródłach podejrzanej proweniencji.
2715:  Ale nie, nie jestem w stanie siedzieć przed kompem.
2717:  Już za dużo.
2719:  Nawet ja nie jestem.
2721:  Jestem zrozpaczony.
2722:  Brat Jeremiasz nie może... Brat Jeremiasz może.
2727:  Brat Jeremiasz może... Ale musielibyśmy zużyć do tego naszą... Hmm... Zastanawiam się, czy to jest dobry moment.
2738:  Tak, to jest dobry moment.
2741:  To zrobimy tak, opóźnimy turę brata Jeremiasza i później użyjemy Miotacza Ognia.
2749:  O, świetnie, świetnie.
2751:  O, Cognition Points, to chcę widzieć.
2754:  Tak jest.
2756:  I teraz tak, strzelamy.
2758:  Skąd strzelimy?
2759:  Stąd strzelimy, żeby pozyskać jeszcze jeden Cognition Point.
2763:  O, strategia.
2767:  Stary Jeremiasz i morze!
2769:  A morze!
2772:  Dobrze, dobrze.
2775:  Aha, tu jeszcze musimy zeskanować.
2776:  Dwa do zeskanowania, czyli jest szansa obniżenia aktywności nekronów o jeden punkt, przynajmniej tyle.
2788:  Tak.
2799:  Okej.
2800:  I 3 punkty.
2805:  Brat Jeremiasz... Brat Jeremiasz nie ma skąd pozyskać Cognition Points.
2812:  Co ja zrobiłem?
2817:  Hmm... Niedobrze.
2820:  To nic.
2821:  Brat Jeremiasz będzie mieć szansę na strzał jeszcze później.
2825:  Na razie się osłonimy.
2828:  i walniemy z naszego pistoleciku maleńkiego.
2832:  No brzmi jak coś dla mnie, naprawdę.
2853:  Dobrze, mamy kogoś do uleczenia.
2857:  Tak.
2859:  Bracie Jeremiaszu, lecz!
2862:  Świetnie.
2868:  Brat Jeremiasz chroni.
2870:  Brat Jeremiasz radzi.
2871:  Brat Jeremiasz nigdy nas nie zdradzi.
2878:  Niesamowity serial, zwłaszcza biorąc pod uwagę, że to wczesne lata dwutysięczne były.
2883:  No ale właśnie mój problem standardowy, czy te wczesne lata dwutysięczne nie oznaczają, że serial jest nieoglądalny pod kątem efektów specjalnych?
2892:  Bo tego bym się martwił.
2893:  Ja mam straszny immersion break wtedy.
2902:  Hmm.
2907:  Cóż za dylemat, czy zniszczyć... O!
2912:  Tu strzelimy.
2922:  Jak to... Jak cudownie zdematerializować Necrona!
2926:  Opportunity!
2928:  Brat Jeremiasz Harad!
2932:  Wielkie nieba!
2936:  Wszyscy zyskali mądrość, ponieważ oberwali.
2939:  Proszę bardzo, brat Jeremiasz się broni, a brat Barbossa nawet nie... nawet nie ruszył toporem.
2945:  Cóż za skandaliczna gnuśność.
2951:  W Adept... w Admechu nie tolerujemy takiej gnuśności.
2956:  No właśnie, te na siłę robione efekty specjalne z okresu lat 2000 mnie troszeczkę martwią, nie ukrywam.
2964:  Więc jeżeli to jest w Battlestarze, to będę mieć trudność, ale czegoś nie robi dla sztuki.
2971:  Ooo nie!
2973:  Ooo nie!
2975:  Ten snajper ginie.
2978:  Oczywiście tchórzliwie się przeniósł na drugi koniec mapy, nie?
2982:  Eee... brat Jeremiasz, świetnie.
2986:  Aż nie mogę zdecydować, co zrobić.
2987:  Zobaczymy, czy jesteśmy w stanie wyeliminować śpiew tego nekrona za darmo.
2993:  Nie jesteśmy, bo brat Jeremiasz jednak został... pozostał w pewnych aspektach bratem Jeremiaszem.
3005:  Burn!
3006:  Burn, baby, burn!
3010:  Dobrze.
3012:  Wizualnie jest on bardzo dobry, bo poszli w realizm i retrofuturyzm, jest tam z efektów specjalnych, w zasadzie tylko wybuchy amunicji.
3018:  Okej, o, okej, to jest bardzo dobra informacja.
3022:  Skanujemy.
3025:  Brat Jeremiasz jest multi-purpose, bo brat Jeremiasz... Dlaczego brat Jeremiasz nie może tu przejść?
3033:  Ale zasmucająca informacja.
3039:  Albo... Albo wiem, co zrobimy.
3041:  Przecież ostatecznie, w tym momencie, kto jest następny?
3044:  Barbossa i Magos, który nic nie umie.
3047:  Raz się żyje.
3051:  Wprawdzie jest to overkill mocny.
3054:  A, my tutaj po prostu nie jesteśmy w stanie przejść.
3057:  Dobrze, ale to oznacza, że możemy haratnąć.
3064:  Brat Jeremiasz radzi sobie z wypalaniem nekronów, ale brat Jeremiasz pracuje jeszcze nad tym, żeby nauczyć się walczyć z obiektami nieożywionymi!
3078:  Dobrze.
3080:  Zeskanowali.
3086:  Brat Jeremiasz jest w czarnej dupie.
3091:  Wiedziałem, że pożałuję... po prostu wiedziałem, że pożałuję tego.
3098:  No nic.
3106:  Magos Barbossa nic nie zrobi.
3108:  Może co najwyżej się uleczyć.
3112:  Nie ma, nie ma w ogóle punktów, może tylko i wyłącznie zniszczyć tego nekrona już?
3117:  Znaczy, Flayed One.
3119:  Właściwie, jak to jest z Flayed One lore'owo w Warhammerze 40?
3123:  To znaczy, oni, czy oni są nekronami, czy oni są tylko i wyłącznie tymi nekronami, które jakby nie są w tych pełnych skorupach zapewnionych im przez katan?
3137:  To jest, oto, oto pytanie.
3140:  Musimy tu zrobić Harad, nie ma wyboru.
3142:  Chyba, że zrobimy... Chyba, że zrobimy tutaj Harad, tak.
3149:  Ewentualnie w Battlestar Galactica mogą razić projekty z Cylonów.
3153:  Design podobny do Cybermenów z Doktora Hula na serio zrobiony i CGI statków kosmicznych jest trochę gorszy niż zapamiętałem.
3165:  No cóż, nasz brat Cogitus niestety się do niczego nie nadaje na razie.
3174:  O nie!
3177:  O nie!
3180:  Ja oczywiście zapomniałem, że to jest Warhammer Mechanicus, że jest za prosto.
3185:  Że nie będzie tak prosto.
3190:  No nic, zbieramy punkty Cognition.
3195:  To jest jedyne, co możemy zrobić aktualnie.
3198:  Flayed Ones uciekają od brata Jeremiasza.
3203:  Fantastyczna informacja.
3210:  Dobrze, tych zniszczyliśmy.
3213:  Brat Jeremiasz tu się kuli ze strachu.
3217:  Ale Leonardo DiCampio teraz... teraz walnie.
3222:  I on tak walnie, że aż... aż wszyscy się zdziwimy, jak walnie.
3228:  Trzy kryty!
3232:  Cztery piki skurczybyki!
3236:  I to rozumiem.
3238:  Ignoamo!
3240:  Ledwoś Necronie wyszedł z grobu!
3243:  A już giniesz!
3244:  Ha ha ha!
3247:  Dobrze.
3248:  Jeszcze się uleczy.
3251:  Flayed Ones są jak nekroni, którzy zdegradowali się pod wpływem wirusa uwolnionego po tym, jak nekroni zabili jednego z katan.
3258:  Langu Gora Obdzieracza.
3259:  Uuu, podoba... O, jak mi się podoba ta historia.
3262:  Brat Cogitus, jak sama nazwa, głosi... Jest po to, żeby być.
3266:  Tak, dokładnie.
3268:  W punkt.
3269:  Tak jest.
3271:  To jest jedyne, co on potrafi, jak na razie.
3276:  Nie pokonasz brata Jeremiasza, on odnajduje mądrość przez ból.
3282:  Proszę bardzo, Damage Absorbed.
3286:  Proszę, zemsta brata Jeremiasza!
3291:  Jeremiah Curse!
3295:  No, to, co tutaj się dzieje, napawa mnie... napawa mnie radością, muszę powiedzieć.
3300:  Wiecie, co zaraz zrobimy z tymi nekronami?
3302:  Wszystkich spalimy.
3305:  Ale to absolutnie wszystkich.
3311:  BDMSM strikes back?
3313:  Gdzie?
3314:  Gdzie?
3315:  Nieintencjonalnie!
3318:  O nie!
3320:  Szkoda, że jesteśmy potężni i nie robi to na nas wrażenia.
3325:  Overwatch, to już, to gorzej.
3328:  To robi na nas... Czemu, czemu oni uciekają, jak brat Jeremiasz chce wypalać?
3336:  To jest niesamowicie niesprawiedliwe.
3339:  O, o, o, tutaj jest taki dobry materiał do wypalania, ale my znowu nie będziemy mieli cognition points.
3348:  Parafrazując okropny żart historyczny, opowiedziałbym wam żart o Necronach.
3352:  Ależ oczywiście!
3353:  Oczywiście!
3356:  Czekam z wytęsknieniem.
3359:  Dobrze, musimy zrobić w ten sposób, żeby on przestał być na Overwatchu.
3367:  Nie ma co się obawiać, że żart zostanie spalony.
3369:  Jedyną osobą, która cokolwiek spala, jest brat Jeremiasz.
3372:  Nie!
3375:  Dobra, trudno.
3376:  Mam potrzebę wypalania.
3381:  Będzie trzeba się zaraz uleczyć.
3388:  Aj, to był ten żart, haha.
3393:  O Boże.
3396:  Ojej, to straszne.
3398:  Przepraszam, ja tutaj mam walkę do nadzorowania.
3405:  Nie, czemu nie mogę używać w ogóle moich zdolności?
3412:  Cóż z tego, że brat Jeremiasz ma Pumiotacz Ognia, jak go nie może używać?
3417:  Zmartwiłem się.
3425:  No tak, teraz to mi nie są potrzebne te Cognition Points.
3434:  Dobrze, musimy coś zrobić przynajmniej z tym Necronem, który zaraz wstanie.
3439:  To nie jest dobra informacja.
3442:  Co tam?
3443:  Wypalamy nekrony.
3446:  Niestety tylko brat Jeremiasz potrzebuje na to aż czterech cognition points, w związku z powyższym jak dotąd udało mu się wypalić trzy razy.
3460:  Nikt nie powiedział, że będzie łatwo.
3467:  Absolutnie nikt nie powiedział, że będzie łatwo.
3473:  Ja już na pewno nie powiedziałem tego ja, ustawiając grę na poziomie trudnym.
3487:  Tak, potrzebujemy większej siły ognia już w tym momencie, nie ma żartów.
3493:  Potrzebujemy także Cognition Points, więc brat Cogitus będzie działał w tej sprawie.
3499:  Brat Cogitus... brat Cogitus nawet nie ma odzienia stosownego, to znaczy jedyne co mu wystaje to jakiś mechadendryt mały i tyle, więc jest pośmiewiskiem Ad Mechu aktualnie.
3514:  Hmm...
3518:  Finish him?
3519:  O!
3520:  O!
3521:  Cóż za dobre skojarzenia mortalowe.
3527:  Tak, siedem razy proponuję jeszcze Attack Opportunity.
3531:  Za mało było.
3540:  Co?
3543:  Nie, nie, nie.
3544:  Tak nie będzie.
3547:  O, tak będzie.
3553:  Świetnie.
3554:  Punkty cognition dla brata Jeremiasza.
3561:  Wszystkie nekrony uciekają od brata Jeremiasza.
3564:  To jest niewiarygodne.
3566:  Jak on ma wypalać?
3568:  Teraz jeszcze będą do niego strzelać.
3571:  Cóż za nieszczęśnik.
3580:  Same złe informacje.
3586:  O, bardzo dzięki, wrzucaj klipy z Battlestara na Discorda, absolutnie chętnie zobaczę.
3595:  Dobrze, mamy jeszcze osłonę, więc te obrażenia nie są dla nas problemem.
3610:  Jesteśmy w tym grobowcu tak długo, że nawet muzyka się już skończyła.
3615:  Dobrze, dobrze.
3618:  Przetrwamy to.
3621:  Ten Death Mag jest niesamowity, on jest tak żywotny.
3625:  Reanimation Protocol, nawet nie zdążyliśmy zdobyć Cognition Point.
3631:  Oj, oj, oj, oj, oj, oj.
3633:  Oj, oj, oj.
3638:  Co tu się dzieje w ogóle?
3640:  Nie przewidziałem tego nagłego ataku Flayed Ones.
3647:  Dobrze, że brat Jeremiasz mógł, że się w nieskończoność praktycznie uzdrawiać.
3653:  Okej.
3654:  Strzelaj, strzelaj.
3655:  Tak, tak, tak.
3658:  40 punktów.
3658:  Mój ty Boże.
3660:  Brat Jeremiasz ma wyjątkowego pecha.
3666:  No dobrze, niech się jeszcze raz uleczy.
3668:  Przynajmniej go ustawimy już do strzału.
3674:  Okej.
3679:  Obniżyliśmy przynajmniej Tomb Awake level troszeczkę.
3686:  Tak, wiem co zrobię.
3686:  Przejdę tutaj bratem Jeremiaszem i osłonimy wszystkich.
3691:  Tak właśnie.
3693:  Tak właśnie.
3699:  Potrzebujemy zdecydowanie więcej magosów z tą zdolnością Lex Mechanic, która pozwala na... Ojej, zapomniałem o tym.
3710:  Która pozwala na generowanie tych punktów Cognition.
3717:  To teraz?
