Błędne ognie w Ringed City — DARK SOULS 3 livestream #7
🔗 https://www.youtube.com/watch?v=E-h4kmG4OcA

4:  Wracamy.
2727:  Wygląda jak mapa do Vermintide.
2729:  No, coś w tym jest.
2732:  Czemu i anioły?
2733:  Dla odróżnienia od aniołów.
2738:  Wiecie, copyright strike copyright strike'iem, ale nie chcę mieć ABW w domu.
2743:  Skocz, nie umrzesz.
2745:  Ojoj, dziękuję!
2747:  Rychło w czas!
2748:  Nie wiem, czy jest sens skoczyć.
2759:  Czy będzie kiedyś Skyrim na streamie?
2760:  O, kto wie?
2762:  Kto wie.
2763:  Kusi mnie jeszcze wejście tam do środka, ale chyba tego nie możemy z tej pozycji zrobić.
2769:  Tam jest ognisko?!
2787:  Praise the sun.
2790:  Praise the sun.
2791:  Dobra.
2798:  Okej.
2800:  A teraz rzuć się w przepaść.
2802:  Cieszę się, że... Cieszę się, że mi sprzyjacie czaty.
2813:  Mam bardzo złe przypuszczenia.
2816:  Mam bardzo złe przypuszczenia.
2819:  Właśnie.
2820:  Mam bardzo złe przypuszczenia, to jest książę demonów.
2823:  To jest pieprzony książę demonów.
2827:  Powinniśmy wydać dusze.
2831:  Właśnie.
2832:  Tylko, że problem polega na tym, że potrzebujemy jakichś... Co?
2836:  Potrzebujemy jakichś 30 tysięcy dusz, żeby je wydać.
2841:  Ja już nie wiem, czy jesteśmy w stanie... Niestety wszystko, co my mogliśmy, to wydaliśmy już.
2848:  Niedobrze.
2850:  Bardzo niedobrze.
2853:  No nie no, możemy stracić 60 tysięcy dusz, możemy.
2857:  Anor Londo i grind!
2859:  Grind w sensie.
2864:  Dość wymagający boss dla Pyro.
2867:  Właśnie, zjedliśmy dusze wcześniej.
2869:  Poeksploruj tam, gdzie był anioł, były dusze.
2871:  Dobra, zrobimy sobie szybką eksplorację w takim razie z poprzedniego ogniska, bo teraz już nie będzie w nas napierdzielać.
2884:  Jak sam Wit pisze, że dość wymagający boss, to jest bardzo niepokojące.
2891:  No właśnie, zobaczcie, tutaj się coś świeci.
2893:  O, popatrzcie, jak się ładnie świeci.
2895:  Ja nawet nie umiem do tego dotrzeć.
2898:  Biedny, biedny Krzysztof, nie umie dotrzeć.
2901:  Uuuu!
2905:  Świeci!
2907:  Aaa!
2908:  Dajcie mi duszę, a nie dupkę Tytanitu!
2911:  Po co mi dupka Tytanitu?
2913:  Nie chcę!
2916:  Po co mi zbroja?
2917:  Coś tutaj rzęzi i charczy, a to mnie nauczyło, że jest przeciwnik.
2924:  Patrzcie!
2925:  Ktoś rzęzi!
2928:  Ktoś charczy!
2934:  Już nie rzęzi!
2937:  Już nie charczy!
2943:  Po co mi tyle grudek detali tu teraz?
2946:  Strój piromantki pustyni.
2955:  Zjedliśmy wszystkie dusze, które mogliśmy zjeść, wiecie?
2958:  Taki problem.
2968:  Co?!
2968:  Goddammit!
2986:  Nie skomentuję tego.
2988:  Nie skomentuję tego.
2989:  Czy widziałem nowy trailer Until Death Calls Six?
2994:  Nie.
2994:  Dlaczego nikt mi nie napisał na Discordzie, że jest nowy trailer?
2998:  Discordianie, gdzie wasz honor?
3006:  Książe demonów i piromanta nie lubią się.
3015:  Naprawdę.
3018:  Naprawdę.
3025:  Tam jest jakaś chatynka na uboczu.
3028:  Może w tej chatynce na uboczu są dusze.
3030:  Inna rzecz, że mamy już jakieś 70 tysięcy.
3034:  Do tego się nie da wejść.
3036:  Tu się nie da wejść.
3037:  Chatynka na uboczu beznadziejna.
3043:  Na dół na krawędź urwiska.
3047:  Mam bardzo złe przepuszczenia.
3053:  Tu też jest krawędź urwiska, tu też jest krawędź urwiska.
3058:  Uuu, ale tu jest konar.
3062:  Niżej krawędź, mówicie.
3064:  Aaaa... Aaaa... Obrzydliwy żuk-gnojarz zniszczony.
3083:  Ten gość... Gość umierając mówił... Pięć piw!
3089:  Przepraszam, co?
3094:  Tarcza ogromnych drzwi?
3097:  Co?
3102:  Co?
3106:  Co to jest tarcza ogromnych drzwi?
3113:  Wielka tarcza, para.
3115:  Nietypowo ukształtowane wielkie tarcze przypominające drzwi.
3119:  Nie, naprawdę?
3121:  Spadek po rycerzu znanym jako obrońca maluczkich, który jednak nikogo nigdy nie ocalił.
3141:  Co?
3143:  Co?!
3153:  Ja... Ja nic już nie mówię.
3157:  Czy to jest to, co mieliśmy wcześniej?
3158:  Chyba tak.
3160:  Teraz nas nie trafią, chyba że sobie otworzą!
3162:  A tu...
3167:  Dobra, idziemy.
3168:  Aha, tutaj się nie da wyjść.
3169:  Oczywiście, że się tutaj nie da wyjść.
3171:  Naturalnie, że tak.
3175:  Ostateczna forma odźwiernego.
3177:  On point.
3178:  Pies szczeka.
3181:  Dobrze, jeszcze sprawdzam, czy tutaj coś jest interesującego nas, ale chyba nie.
3185:  Chyba nic.
3186:  A jednak... Łuska z tytanitu.
3191:  Aaa!
3192:  To jest środek wieży.
3193:  Dobrze.
3199:  A jeszcze był strój piromantki.
3200:  Racja, był strój piromantki.
3202:  Gdzie jest kaptur czarodzieja?
3205:  Kaptur piromantki pust... Porność na klątwę.
3209:  Kaptur pustynnych piromantów?
3211:  Nie.
3212:  Którzy kiedyś przemierzali salę strażnicy żniwy.
3216:  Mówi się, że te cienkie, brrdowe warstwy wprost tchną magią.
3220:  Pustynni piromanci, czyli głównie kobiety, no może po prostu piromantki, znani byli głównie ze swoich wielkich, ognistych waklarzy i czarujących aparycji.
3230:  Cóż za piękne słowo aparycja.
3233:  Oto ładne Paweł Pasiałkę.
3235:  Jak nosimy tarczę będącą drzwiami, puk, puk, kto tam wpierdol.
3240:  Tak jest.
3243:  Tylną część bagna wyeksplorować.
3245:  Dobrze, taki jest plan.
3250:  Żuk, gnojasz!
3257:  Co za skandal.
3258:  Aaa!
3259:  Tutaj są!
3261:  Tylko wiecie co?
3262:  Musimy się zabawić w trebusz.
3268:  Musimy się zabawić celniej w trebusz.
3274:  Dobrze.
3277:  Dobrze.
3284:  Ten gest jest tak żenujący.
3289:  Wyobraźcie sobie przez moment, że wojownik w Dark Souls za każdym razem, jak skończy mu się mana, robi coś takiego.
3296:  Znaczy, stamina.
3299:  Czy to byłoby... Czy to by zachęcało do walki?
3302:  Czy to by sprawiało, że ktoś myśli... O, jesteśmy mężni, dobrze!
3307:  A za każdym razem, jak naszemu magowi kończy się mana... Boże, jakie to jest idiotyczne!
3319:  Boże, to jak się kończy stamina, to się kończy stamina.
3321:  Jak się kończy mana, to się skończy mana.
3323:  Można to ogarnąć jakimś, nie wiem, promptem, cokolwiek.
3326:  O!
3327:  Wreszcie!
3330:  Krzysztof wstał z krzesła z tego wszystkiego, tak.
3334:  Tak.
3340:  Dobrze, przeżyjemy.
3346:  Spódnica piromantki pustyni, no to już mamy cały butik.
3350:  Świetnie.
3353:  Dark Souls, edycja Zara.
3359:  Dobra, teraz tak, tam jeszcze rzeczywiście jest bardzo dużo świecących rzeczy, a jak wiemy z starannie zaprojektowanego interfejsu gry Dark Souls, świeci się znaczy, że cenne.
3377:  Bardzo dużo jest tutaj tych... Wyglądamy jak... Wiecie co?
3382:  To jest najgorszy koszmar smurfów.
3384:  To wszystko są smurfy, które najadły się tych muchomorów,
3390:  i zgniły.
3392:  I teraz będą przemierzać wiekuiście.
3394:  Duża dusza, świetnie.
3397:  Oh boy!
3399:  Będą przemierzać teraz wiekuiście świat Dark Souls i zastanawiać się, co robią ze swoim życiem.
3406:  Przepraszam, co tu się dzieje?
3409:  Czemu?
3410:  Dlaczego ten wróg się wycofuje?
3412:  Co?
3415:  Dobra, zabijmy wszystkich.
3418:  Mam diabli z...
3420:  Zatruciem, trudno.
3427:  Dobra, Chaos Bad Festiges będzie lepsze.
3434:  Co?!
3436:  Jednym ciosem?!
3441:  Jednym ciosem?!
3445:  Okej, rolę w bagnie?
3448:  Bardzo zły pomysł.
3451:  Bardzo, bardzo kiepski pomysł.
3454:  Wciąż nie wiem, jak się dostać do tej duszy.
3463:  Co za, co za kłamstwo i oszustwo.
3465:  Oczywiście, że mogę tędy przejść.
3467:  Oczywiście, że mogę tędy przejść.
3468:  Oczywiście, że mogę tędy przejść.
3473:  Aaaa!
3488:  Tylko wyobrażam sobie, jak mówił... Coś w tym jest!
3492:  Coś w tym jest!
3493:  Czy zagram na Steamie kiedyś w grze Paradoxu?
3496:  Gdyś grałem w Stellaris, ale gdy Paradoxu mają ten problem, że...
3501:  To jest troszeczkę tak granie... Znaczy przy całym szacunku dla Stellaris, które kocham, ale to jest troszeczkę tak uzupełnianie arkusza kalkulacyjnego na żywo.
3512:  Nie wiem, na ile to będzie ekscytujące.
3521:  Okej, tutaj jest ten... Wiecie co?
3524:  Wiecie co?
3532:  To jest, to jest przykład, to jest przykład desperacji.
3537:  To jest przykład skrajnej desperacji w momencie, w którym... O nie, nasze dusze.
3545:  Okej, teraz tak.
3550:  Czy nasza katapulta tam dostrzeli?
3552:  To jest pytanie.
3555:  Nie wiem, ale wpierw... Naprawdę?
3568:  Co?!
3568:  On idzie do nas, on idzie do nas.
3570:  Idzie do nas?
3571:  Idzie?
3575:  Chyba tak.
3590:  Dzięki za oglądanie!
3603:  Gość się przywiązał do swojego Tasaka.
3605:  Czy w tej grze można być innymi klasami magów?
3607:  Jest, jest jeszcze mag, który nie jest piromantą, tylko ma takie naprowadzane zaklęcia z dusz.
3613:  I one są, one są nawiasem mówiąc lepsze, ponieważ, pod wieloma względami, ponieważ, no, są samonaprowadzające się, a wiecie, co jest lepsze od pocisku ziemia-powietrze?
3621:  Samonaprowadzający pocisk ziemia-powietrze.
3628:  Rzysztof chce być tylko osłem, chce zagalić rozmową, a Shrekowi się to wybitnie nie podoba.
3633:  Dlaczego przyznaliście mi tak szybko i wspaniałomyślnie rolę osła?
3638:  Nie żeby to nie była najlepsza postać w Shreku, bo to jest najlepsza postać w Shreku, ale rozbawiła mnie szybkość skojarzenia.
3646:  Teraz zmieńmy sobie na kiepściejsze zaklęcie.
3659:  powrót nauki stacjonarnej.
3660:  Zobaczymy, wiecie, zobaczymy, bo to już się tyle odgrażają i cały czas sytuacja się zmienia.
3666:  Ja też jeszcze nie wiem, jak będzie u mnie na uczelni.
3671:  Ale jedno wiem na pewno, to znaczy, mnóstwo rzeczy będę wykorzystywał dalej.
3676:  Po prostu kwestia jest taka, że będzie trzeba zawnioskować o laptopy, żeby można było robić to, co się robiło z domu.
3686:  Na uczelni także.
3691:  Nie zdecydowali jeszcze o tym, czy stacjonarnie, czy nie.
3694:  Jest cały czas... Ech, walka o ogień trochę to jest.
3701:  Nomen omen.
3707:  Dobra, chyba mamy wszystko stąd wyczyszczone.
3710:  Teraz pytanie, ile jest tych dusz i czy one będą coś warte?
3713:  To jest jedna dusza.
3716:  Ta, walka o normalność, dokładnie.
3718:  O, tam coś się jeszcze świeci.
3724:  Dzieci lubią dusze.
3728:  Dusze lubią dzieci.
3737:  Jak tam dotrzeć?
3739:  O, tam też coś jeszcze jest.
3744:  Tu jest drugi żugnojarz.
3746:  I co my teraz zrobimy?
3749:  Oficjalnie od poniedziałku stacjonarnie jest na AGH.
3752:  Czy to się zmieni, to już zależy.
3754:  Oh boy.
3755:  Znaczy, ja w razie czego mam część zajęć i tak na szczęście zdalnie, no matter what.
3762:  No ale wiecie.
3764:  Dobra, tu chyba trzeba zeskoczyć, tak mi się... Tak!
3767:  To dlatego, to dlatego ten tchórz tutaj, tutaj... Dlaczego ten tchórz tutaj jest?
3775:  Czemu nie mogę w niego trafić?
3785:  Skadi pisze, u nas uczelnia krzyczy, że wracamy na stacjonarne, że będą ostre kontrole, przestrzeganie reżimu.
3790:  Kiedy oni nam dają takie sale, gdzie nie da się robić odstępu półtora metra.
3793:  Nie mówiąc już o wentylacji.
3794:  Musi być dobra wentylacja.
3796:  W szkołach w poniedziałek wraca, pisze Kuba.
3797:  Oh boy.
3798:  Martwicie mnie.
3804:  Dajcie spokój.
3806:  Albo laptop do podręczników, to jest jedna rzecz, którą uważam, że absolutnie można byłoby dać, albo czytniki.
3812:  Czytniki są zdrowsze dla oczu.
3816:  Ale laptop jest zdecydowanie bardziej uniwersalny.
3822:  Hannibal słucha sobie Steamu, pisze magisterkę, nie podnoszę na terminologię, bo specenie są zdecydowani.
3827:  A, to protip!
3829:  Jeżeli specenie są zdecydowani i terminologia się różni, zrób przypis, w którym pojedziesz po nich.
3834:  Nie dość, że zapełnisz trochę miejsca, będzie jakiś akapit pół, to jeszcze w dodatku pokażesz, że o, proszę, ile przeczytałem, a równocześnie będziesz mieć fajne schadenfreude, bo sobie pojedziesz po różnych ludziach, jak oni się ze sobą nie zgadzają.
3848:  To był mój sposób na ogarnianie objętości.
3850:  Dobra, ryzykuję.
3853:  Ryzyko popłaca.
3856:  Czy naprawdę dostaliśmy kość wiodącą do domu?
3861:  Na, na, na, na, na, na, na, na, naprawdę.
3875:  Nie wiem, czy zauważyliście, ale gwiazdka jest następna.
3879:  Mamy wcześniej gwiazdkę z 2022 roku.
3887:  Uwielbiam te momenty, w których można korzystać z przewagi terenowej.
3891:  Ale Krzysztof, to jest cheese!
3904:  Nie, to jest strategia.
3906:  To jest świetna strategia.
3908:  Mam wrażenie, że tam będzie można przejść.
3912:  Mam wrażenie, że tam naprawdę będzie można przejść.
3917:  Moje wrażenie było niesłuszne.
3920:  Znaczy nie, technicznie można było przejść, ale skończyło się to... ...epickim zatruciem.
3927:  Pokarmowym.
3929:  Dobra, idziemy dalej.
3931:  A!
3931:  Jeszcze jest jedno miejsce, w którym nie byliśmy.
3935:  Smurf Wypap.
3936:  To jest świat, w którym wygrał Gargamel.
3943:  Nie ten Gargamel.
3945:  Eee...
3952:  Dobrze.
3954:  Mam wrażenie, że tu... Ooo, tak!
3965:  Ja się uchyliłem!
3971:  Kościół, spokój się!
3988:  Dobrze, ostatni fragment przeklętego bagna i stąd idziemy.
3995:  Czy w tej grze zawsze musi być bagno?
3998:  To był wspaniały rol, prawda?
3999:  Wprost pod miecz.
4001:  Znaczy tasak, który wygląda jak miecz, ale nie jest mieczem.
4004:  Wiecie, o co mi chodzi.
4006:  Trzeba jakoś przezwać tego przeciwnika.
4008:  To nie był Freddy Krueger, bo był zdecydowanie za mało skoczny.
4015:  Chaos, bad vestige is your ass.
4023:  Teraz trzeba zmienić na miecz, ponieważ tylko mieczem daje się zrobić plan, że tak.
4030:  I... I ruszamy.
4036:  Po nasze dusze, bo dusze są najważniejsze.
4042:  Dobra, ważna rzecz.
4049:  Mamy tutaj za małą arenę trochę na uchylanie się przed nim.
4059:  Co jest?!
4061:  CO JEST?!
4067:  On atakuje tak jak Nameless King!
4069:  On atakuje tak jak Nameless King!
4071:  On atakuje z opóźnieniem!
4078:  Bardzo wolne.
4079:  Muszę znowu liczyć sekundy po atakach.
4082:  Ja pierdzielę!
4084:  Z jednej traumy w drugą.
4086:  Nazwijmy go Tasak.
4088:  Tasak Szczęsna Woń.
4091:  Był Tartak Szczęsna Woń w cudownym Tartaku Tortur Lemoniego Snicketa.
4095:  Małosłaby punkt na głowie, ale czarami trudno trafić.
4099:  Nowe nie znałem.
4100:  Opowiedzcie mi jeszcze o tym, co można... co jest trudne czarami.
4109:  Dobra.
4110:  Trzeba się wziąć na sposób.
4117:  Jak tam smyczka?
4122:  Naprawdę?
4124:  Dobrze.
4125:  Wzięcie się na sposób wygląda następująco.
4127:  Będziemy korzystać z przewagi dystansu.
4131:  O ty, o ty.
4136:  Jeszcze pułapka.
4139:  O, o, o, o, o, o, o, o, o, o, o. Czy miałem kiedyś udział w Larpie?
4146:  Nie.
4148:  Ale chciałem strasznie w tym potterowskim College of Wizardry.
4151:  Co to za chybianie?
4161:  Aaaa i smyczka zadziałała.
4164:  Czy nie?
4165:  Smyczka nie działa.
4171:  Szczęsna woń.
4173:  Pięknie szczęsna woń, bardzo dobrze.
4180:  Tak, Agiech robi teraz larpa takiego kryminalnego.
4184:  Ale College of Wizardry to jest taki larp na sterydach, znaczy światotwórczy bardzo.
4190:  Tylko strasznie drogi jest udział.
4199:  Pięknie!
4200:  Śliczna, szczęsna woń!
4202:  Bardzo dobrze!
4206:  Ja wam dam cheese, przecież on nas roznosił na strzępy.
4211:  Jeden, jedyny sposób wziąć się na inteligencję.
4215:  Podpalony kanhajko i aquarel.
4218:  Mac and cheese.
4220:  Najlepszy zestaw w Macu, jaki można kupić.
4229:  Jak się nazywają zestawy dziecięce w Dark Souls?
4231:  Unhappy Meal.
4232:  Ha, ha, ha.
4248:  Są i dusze.
4250:  Badum-tss.
4250:  Tak, brakuje tego dźwięku zdecydowanie.
4255:  Proszę bardzo!
4257:  Kongregacja martwych smurfów nad małą duszą.
4261:  Oto i ona.
4268:  No na pewno, na pewno trzy trafiłem.
4270:  Na pewno.
4276:  A w ogóle co robią te grzyby?
4278:  One nas nigdy nie zaatakowały, bo zawsze je dojeżdżamy z odległości.
4289:  Dobry dowcip z Fedorą i Kananą.
4290:  Podoba mi się.
4291:  Zatruwają gwazem i plują... Gwazem?
4294:  Krzysztof, ogarnij się.
4295:  Kwasy...
4297:  ewentualnie mogą ugryźć.
4299:  No to wszystko się zgadza ze smurfami.
4302:  Został nam ważniak.
4306:  Jak się pije przez kaptur?
4307:  Fantastycznie.
4310:  Myślę, że to jest temat, który chętnie podjęliby wszyscy zwolennicy noszenia maseczek z otworem na nos.
4320:  Dobrze.
4321:  Chyba w tym zatraconym, obrzydliwym miejscu już nie ma nic, co możemy znaleźć.
4326:  Takie mam przynajmniej nadzieje.
4327:  108 tysięcy dusz.
4329:  Elo!
4330:  Idziemy do Kapliczki Zjednoczenia od razu, momentalnie.
4337:  Picie Estusa przez kaptur jest jak lizanie ślimaków przez sukno?
4341:  Co?!
4342:  Skąd wybierzecie te porównania?
4345:  Boss time, absolutnie.
4349:  Piękna pani.
4359:  Ashen One, jeśli kiedyś przyjeżdżasz na pierwszą płynę, życzysz jeszcze na świat bez wody, to zapytaj mnie.
4368:  Jestem Wierzącym Wody, i czekam na płyn do końca.
4391:  Masz rację, Scuddy.
4393:  To wszystko przez tę piromantkę.
4396:  Piękna pani się prawie przewróciła.
4398:  Ale nie jest wrażenia, niestety.
4400:  Bawi za każdym razem.
4413:  Muszę powiedzieć, że wartości i witalności, które... Ja nawet nie będę tego komentował.
4417:  Dobra.
4418:  Zdecydowanie potrzebujemy więcej many.
4422:  Ale równocześnie potrzebujemy więcej zręczności.
4429:  Tak, potrzebujemy więcej zręczności.
4432:  Siła... He!
4436:  A obrona na ogień, ja już myślałem, że... Ja już myślałem, że siła nam da obrażenia od ognia.
4441:  Dostrojenie i zręczność, to jest coś, co idziemy.
4445:  Czemu siłę doradzacie?
4448:  Zręczność, zręczność.
4450:  Zręczność nam jest potrzebna do toporka jednego.
4452:  Ale z drugiej strony...
4454:  To strojenie jeszcze strasznie kusi, bo ta energia... Małomany mamy.
4459:  Małomany mamy.
4461:  Małomany mamy.
4463:  Małomany mamy.
4464:  Małomany mamy.
4464:  Małomany mamy.
4465:  Małomany mamy.
4467:  Nie.
4467:  Małomany mamy.
4468:  Trudne.
4469:  Wymyśliłem właśnie łamacz językowy.
4480:  Zręczność i dis.
4482:  10 tysięcy dusz.
4483:  Musimy to wydać.
4485:  To jest bardzo krakowskie z mojej strony.
4488:  To znaczy, nie może być tak, że się zmarnują pieniądze.
4491:  Coś musimy kupić, nawet jeżeli byśmy tego nie chcieli.
4494:  Żar?
4494:  Proszę bardzo.
4496:  Więcej żaru?
4497:  Świetnie.
4500:  Jeszcze więcej żaru?
4501:  Fantastycznie.
4502:  Nie ma innej rzeczy, którą chcę kupować w tej grze.
4505:  Tylko żar.
4507:  Żar uniesień.
4511:  Które zakończenie jest robione?
4512:  Pyta Julek.
4513:  Aaa, żebym to ja wiedział, nigdy nie grałem w The Ringed City.
4518:  Czemu nie mamy już fragmentu Kościół Nieumarłego?
4521:  Straszna, smutna rzecz.
4526:  No muszę powiedzieć, że From Software w którymś momencie napotkało poważny problem, to znaczy skończyły im się nazwy.
4534:  I stwierdzili, że jak wymyślili już Strażnicę Żniw, to następne ognisko będzie się nazywało Wśród Ruin Strażnicy Żniw, żeby się nie powtarzać z ruinami Strażnicy Żniw.
4544:  Wiecie, no coś innego.
4546:  Zależność będzie potrzebna, jak pokonasz księcia demonów i skraftujesz miecz do rzucania piromacji.
