🔴 Strategiczna środa — THE ALTERS oraz MECHABELLUM Livestream
🔗 https://www.youtube.com/watch?v=R_tSku77Wq8

201:  Dzięki.
2455:  Exploit!
2457:  Exterminate!
2458:  Patodeveloperka!
2461:  Tier one, tier two.
2463:  Mamy jeszcze tier listę.
2464:  Tier lista wszystkich tier list.
2467:  Workshop.
2468:  Aha, czy ja... Aaa!
2470:  Aaa, bo ja muszę sobie stworzyć workshop!
2476:  Teraz, moi drodzy, problem.
2478:  Gdzie będzie optymalnie?
2480:  Mogę tylko w trzech miejscach.
2483:  Czy chcę workshop koło mojej kwatery?
2485:  Czy koło Comancete?
2486:  Nie, koło Comancete będzie sterowanie wyrzutnią rakiet termojądrowych.
2491:  Umówmy się.
2493:  Warsztat, blisko łóżka, wstajecie z łóżka, idziecie do warsztatu, wygodnie.
2500:  Oczywista sprawa.
2503:  Cudo.
2508:  Czy to będzie Games Workshop?
2509:  Haha!
2512:  Nie no, to jest system, który mi się podoba, powiem wam.
2515:  Eee, skaner!
2517:  Stwórz!
2517:  Eeeem...
2551:  Okej, okej, okej.
2555:  Gdyby to była gra Blizzarda, to już bym stracił 5,99$ na przyspieszenie tego procesu.
2562:  Widzieliście, że w dodatku do Diablo 4 są... To jest chyba pierwszy raz, kiedy DLC ma trzy różne wersje cenowe.
2570:  Blizzard do tego stopnia upadł, że zrobił trzy wersje cenowe dla DLC-ka.
2576:  To jest po prostu niewiarygodne.
2578:  Teraz musimy znaleźć następny depozyt.
2580:  Cudownie.
2582:  Ja się gubię i nie wiem, gdzie jest airlock.
2593:  Coś tak czułem, że...
2601:  Tak?
2601:  Trzy wersje cenowe Diablo 4.
2603:  Nie żartuję.
2603:  Czekajcie, gdzie jest jakieś info na ten temat?
2605:  To było oburzające absolutnie.
2610:  Diablo 4 DLC.
2619:  Gdzieś była taka grafika ładna.
2624:  z której możemy się dowiedzieć wszystkiego praktycznie, jak to diabelstwo wygląda.
2631:  Ale oczywiście nie mogę tego znaleźć.
2633:  O jest, proszę bardzo, proszę bardzo.
2636:  Wersja Ultimate, masz dużo tłuszczu na brzuchu, jedz jajka.
2640:  Wersja Ultimate 89, wersja Deluxe 59, wersja Standard 39.
2645:  I tutaj macie oczywiście jakieś szpeje w ramach tego, nie?
2649:  Doskonałe, nie?
2650:  Znakomite, wspaniałe.
2652:  Ja teraz też żałuję, że kupiłem Diablo 4 Prismatic.
2655:  Absolutnie.
2656:  Boże, drogi, dlaczego moje adblocki nie zablokowały tego diabelska, to ja nie wiem nawet.
2661:  O, na Battle.net jest informacja bardziej szczegółowa.
2664:  Proszę, proszę bardzo.
2671:  żeton, karnet platinum, karnet kuźwa, nie wiem, fitness platinum, trzy tysiące platyny, zestaw pancerzy, o, zwierzaki, Wii, gram w Diablo po to, żeby mieć pety i element skrzydła anioła i skórka portalu, kod bojowy, kup wszystko, 89,99 euro za DLC.
2689:  Boże, drogi.
2695:  Blizzard.
2697:  Kiedyś najbardziej i najwyżej ceniona firma projektująca gry.
2703:  Jeszcze do tego wszystkiego jest to brzydkie, dokładnie tak, dokładnie tak.
2707:  A tutaj mamy niszową gierkę polskiego studia, która jest ładniejsza.
2714:  Przede wszystkim ona, nawet jeżeli to nie będzie jakiś, wiecie, banger, bo to nie będzie banger, nie oszukujmy się, to przynajmniej jest interesujący system.
2727:  Pograłem w Diablo 4 od siódmego levelu, gra mnie znudziła, pisze wampir.
2730:  Słuchaj, ja miałem to samo.
2731:  Ja w Diablo 3 mam ponad tysięczny paragon.
2733:  Tym Diablo 3, które podobno było takie strasznie nieinteresujące.
2737:  Teraz podążamy za niebieskim dymem.
2739:  Dobra.
2740:  A tymczasem w Diablo 4 nawet nie dotarłem do nowej gry plus, powiedzmy.
2745:  Czy jej wariantu nowej gry plus.
2746:  To znaczy nie odpaliłem gry ponownie.
2751:  Stanę w obronie jajek.
2752:  To jedyne pożywienie, o które można oprzeć monodiety.
2754:  Tylko witaminy ceny nie zawierają.
2755:  Jajuszka dobre.
2757:  Ale problem z nimi polega na tym, że na przykład nie chcę dostawać reklamy jajek w internecie.
2763:  Ta gra wygląda jak krzyżówka Factorio z mobilnym Falloutem.
2766:  Trochę tak.
2767:  A propos utułowania tych filmów, słyszałeś o tym oburzającym ruchu Battlestate Games w Escape from Taco w pakiecie zabaga dla 250$, który dodaje tryb PvE.
2778:  Znaczy, wiecie, brakuje bardzo tego, żeby recenzenci gier w takiej sytuacji nie poświęcali danemu tytułowi jakiegoś materiału, artykułu.
2788:  Nie.
2789:  Powinno się włączyć kamerę, powiedzieć o tym i zrobić... Debile!
2800:  Nie kupować.
2801:  Koniec.
2802:  Wyłączyć kamerę, puścić materiał na YouTube'a.
2805:  Tak powinien zrobić każdy szanujący się portal gamingowy.
2811:  Aha.
2813:  Obawiam się, że nie mogę tutaj wyjść.
2817:  Musimy znaleźć ścieżkę alternatywną.
2820:  Powiedział Krzysztof, kto jest mistrzem w znajdowaniu ścieżek alternatywnych, a tak naprawdę to nie.
2827:  Jakie jajka wolę jeść?
2828:  W formie jajecznicy.
2831:  A to co, Adobe odpierdala?
2833:  To ja już nie wiem naprawdę.
2834:  Już się gubię.
2836:  Ponieważ wycofali się z tego, co zrobili i teraz jakieś oświadczenia publikują.
2840:  Dziwne rzeczy, moi drodzy.
2842:  Ale tu się dzieją dziwniejsze rzeczy.
2846:  Rapidium!
2848:  Rapidium!
2849:  It's an Italian mineral!
2852:  If you take rapidium, you become rapid!
2855:  Rapido!
2856:  Mówię wam to, o to chodzi.
2857:  To jest przyspieszacz.
2861:  Lepszy od Rapidium jest tylko Anopteinum z Avatara, nie Wydobywalium.
2866:  Hahaha, musimy teraz mieć ścieżkę alternatywną, tak jest Wojtku?
2874:  Poproszę o czady jamnicze.
2876:  Świat mi się rozpadł, pisze Arcaka, pan Dziki Bobrów.
2878:  Co ty mówisz?
2880:  Co ty mówisz?
2881:  Wszystkiego jamniczego dla ciebie i wszystkiego dobrego.
2885:  Co się dzieje?
2886:  Zajamniczcie się, moi drodzy, dla arcykapłana dzikich bobrów.
2889:  Czy miałem wrażenie, że przez perspektywę kamery postać wydaje się dziwnie malutka?
2894:  A to trochę jest prawda, rzeczywiście.
2896:  Tutaj się nie da wyjść.
2898:  Tutaj się da wyjść za to.
2900:  Najlepsze są jajka na miękko.
2902:  Ja nigdy nie wiem, które to są na miękko.
2903:  Czy na miękko to są te twarde, czy na miękko to są te miękkie.
2907:  To jest nielogiczne.
2909:  No, mamy skaner.
2911:  Proszę, powiedzcie mi, że skaner się robi tabem.
2916:  A kto jest, jak się geologowie zabierają za projektowanie gier?
2930:  O, zróbmy tak, żeby było realistycznie.
2933:  No nie, niestety skaner to jest kum, moi drodzy.
2949:  Aha.
2957:  Co tu się dzieje?
2962:  Aha.
2970:  Czy ja mogę, mogę z tego jakoś wyjść?
2974:  A, mogę.
2977:  Aha, ja mam tylko jeden skaner.
2980:  Weź skaner!
2984:  O nie... O nie... Coś bardzo nie wyszło.
2998:  Czyli nagle działa?
3006:  Ja chcę anulować!
3007:  Anulować, anulować, tak?
3010:  Anulować chcę!
3013:  Karczaka, Pan Dzieci Bobrów jest ja, Mikołajem, Kazio Kanawska, otrzymuję wsparcie.
3017:  Dziękuję najserdeczniej.
3020:  Retrieve all?
3022:  Będę się nie działo, retrieve all.
3025:  A okej, trzeba być we wnętrzu tego.
3028:  Ale głupie, muszę najechać na to, żeby to wziąć.
3031:  O Boże, jakie durne.
3034:  O Boże, jakie durne.
3038:  Dobrze, to zróbmy tak.
3039:  Stwórzmy większy ten obszar.
3042:  To będzie logiczniejsze.
3044:  Tak uważam.
3048:  O!
3049:  Duży!
3052:  Duży obszar skanu.
3056:  Aaa!
3064:  Takie buty.
3077:  O, to jest duże.
3078:  Pylony!
3081:  Nie, a naprawdę trzeba przyznać 11-bitom jedno.
3085:  Umieją wymyślać nowe mechaniki, których nikt wcześniej na taką skalę w ten sposób nie rekombinował ze sobą razem, nie?
3093:  To jest troszeczkę tak jak z tym Reverse Tower Defense'em, no strasznie ciekawe.
3098:  Mamy pylony.
3100:  Nanomechaniki, absolutnie.
3103:  Pylon!
3108:  Mmm.
3108:  Mmm.
3110:  Kocham pylony.
3115:  Pylon numer jeden.
3119:  Czy pylon został wzniesiony?
3120:  Tak.
3122:  Cudo.
3123:  Pylon numer... Ej!
3126:  Jak brzydko.
3128:  Musisz się dać ładniej.
3130:  Pylon numer dwa.
3133:  Pylon.
3138:  są piękne, trzeba więcej plonów i minerałów, by wydobywać hajs.
3156:  O Jezus, tak.
3158:  Czy to jest dostatecznie estetyczne?
3161:  Czy będę bardzo starannie
3165:  Umieszczał pylon tak, żeby było 0,1 metra?
3167:  Oczywiście.
3170:  Ha!
3173:  Możemy nawet 0,0.
3176:  Moi drodzy!
3178:  Sustainability!
3180:  Ecology!
3182:  Stuff!
3183:  We must construct additional pylons!
3188:  No, a co, i to się tak ładnie nie połączy z bazą?
3193:  Ja bym chciał, żeby to się tak ładnie połączyło z bazą, bo jeżeli tutaj stworzymy pylon, zobaczcie, będzie brzydko.
3200:  Ooo!
3203:  Idealnie.
3204:  Optymalizacja.
3207:  Optymalizacja procesów i zasobów.
3210:  Właściwa alokacja zasobów.
3213:  Czy to kiedy przestaniesz używać słów, których nie rozumiesz?
3215:  Escape.
3218:  You have connected the mining outpost to the base.
3224:  Adrianie dzieli z atrybut.
3226:  Dwa lata.
3227:  Co dwa lata.
3228:  Według obserwacji meteorologicznej wynika, że mechanika wraz z warsztatem dostał wiązką pomniejszacza kwantowego, przez co utknął w szpryka od Jabi... Jabi... Co?
3237:  Kusanagi w wersji rowerowej Ariadna.
3240:  Co to jest za komentarz?
3242:  Od strony windy trzeba... Ja mogę jeszcze tutaj robić quick travel.
3246:  Jak zrobić quick travel?
3248:  Outpost.
3249:  Outpost.
3250:  Normal pylon.
3252:  Abnormal pylon.
3254:  No i dupa, jaka szybka podróż.
3257:  Nie ma żadnej szybkiej podróży.
3260:  Oszustwo!
3261:  Oszukaństwo!
3262:  Skandal!
3268:  Dobrze.
3269:  Mamy jeszcze rapidium.
3273:  A teraz tak pytanie, czy ta ekstrakcja dokonuje się automatycznie?
3277:  Nieee... Recharge?
3281:  Energy full.
3281:  Aha, dobrze, rozumiem.
3284:  No to w takim razie Rapidium.
3286:  Myśmy to Rapidium znaleźli w okolicy tamtej, zdaje się.
3292:  Nie lubię PKS-ów, przywitał się tylko i spada nadrobić furiozę.
3296:  Bardzo dobry wybór.
3297:  Ustawiłeś maszty 5G, teraz masz autyzm, Jezus.
3302:  Śmiej, jakieś rekordowe komentarze.
3305:  Podejdzie od drugiej strony wieża obok bazy.
3310:  Na razie.
3311:  Rapidium!
3313:  Rapidium!
3316:  The best Italiano mineralo!
3322:  Wiem, że to dziwne.
3323:  Muszę dostać się bliżej.
3324:  Zastanów się.
3325:  Muszę zbierać samolot.
3366:  O nie!
3367:  O nie!
3369:  O nie!
3370:  Teraz by się przydała szybka podróż!
3375:  Czy ja zginę w grze strategicznej?
3378:  To jest niemożliwe!
3381:  Aaaa!
3382:  Aaaa!
3382:  Ratunku!
3384:  Do pylonu?
3386:  Pylonem można podróżować?
3387:  Pylon nas uratuje.
3390:  Pylon!
3409:  To był najbardziej bezczelny ekran Game Over, jaki widziałem w całym swoim życiu.
3443:  Czy tam naprawdę nie było checkpointu?
3451:  Czy tam naprawdę nie było... Czy tam naprawdę nie było checkpointu?
3488:  Nawet nie pamiętam, gdzie tu się wychodziło.
3490:  Nie tędy.
3493:  Tak, wampir, nie było checkpointu, wiesz?
3494:  Zdumiewające.
3496:  Czyli wynika stąd, że trzeba za każdym razem, jak coś zrobimy, robić zapis.
3501:  Czy ja mogę zrobić tutaj zapis manualny?
3503:  NIE!
3510:  Teraz zrobisz to szybciej, przyszedł Ewikson.
3512:  Chyba mnie nie znasz.
3516:  Wiecie, co zrobię?
3518:  Zrobię chytrzeń.
3521:  To znaczy wpierw ogarniemy Rapidium, a potem pylony.
3528:  Muszę zbierać samolot.
3539:  Report your findings.
3540:  Dobrze.
3542:  Dobrze.
3543:  Uda się.
3545:  Moon był inspiracją, mówisz?
3548:  Konradzie?
3555:  Trzpanie kamienia, część druga.
3561:  Gracze w Fallout Shelter i Oxygen już zrobili to przed tobą, znaczy umierali w strategiach.
3566:  Nie pociesza mnie to.
3569:  Czy po ograniu zrobisz twórcom recenzję, by naprawić kredynizmy?
3572:  Moi drodzy, no specjalnie to ogrywam, chociaż na Pyrkonie się widzę z przedstawicielem Eleven Beatów, będziemy rozmawiać o tej Alters.
3578:  Nie, na razie nie jest źle.
3582:  Dobrze, teraz wiem, że... Widziałem to.
3588:  Widziałem, że tu jest dojebany, gigantyczny depozyt.
3602:  Okej.
3604:  Okej.
3611:  Aha.
3613:  To chyba jednak nie?
3615:  Dlaczego teraz jest w innym miejscu?
3621:  To jest niesprawiedliwe.
3626:  O mój Boże.
3629:  Widzicie?
3629:  Mówiłem, że nie będzie szybciej.
3635:  Eee... Jak to zrobić?
3639:  Rozumiem tak.
3642:  O, w tę stronę.
3648:  Okej.
3655:  Aha.
3660:  O mój Boże!
3667:  Czyli jednak nie.
3669:  Nie w tę stronę.
3672:  Aaa!
3674:  Czuję presję czasową!
3675:  To gra jest na czas, autentycznie!
3677:  Nie robi się takich rzeczy, tego nie robi się kotu.
3685:  No co jest?!
3689:  Chyba że... Teraz mogę... Nie no, nie mogę.
3693:  Przecież mam wrażenie, że teraz jest większy!
3705:  Czemu to musi być limitowany ten skaner tak swoją drogą?
3708:  Dobra, zróbmy inaczej.
3709:  Zróbmy inaczej.
3717:  Zeskanujmy jeszcze tutaj.
3723:  Teraz jest wie... No prawda, jest większy ten obszar.
3728:  Aaaa!
3732:  Stały 4 godziny w grze.
3734:  Gdzie wy widzicie ten czas?
3735:  18.32, okej.
3737:  Jezu, jak to szybko biegnie!
3740:  Dobra, to jeszcze tutaj, jeszcze tutaj, jeszcze tutaj.
3753:  O, jest!
3754:  Dobrze, dobrze, dobrze.
3756:  Tak, tak, tak, tak, outpost, outpost.
3759:  Dobrze, tu będzie ładnie, ślicznie.
3767:  Boże, czemu nic nie działa teraz?
3769:  Ja wiem czemu nic nie działa, wiecie dlaczego nic nie działa?
3771:  Bo teraz się spieszę!
3776:  Dziewiętnasta.
3777:  We must construct additional pylons.
3784:  W którą stronę jest baza?
3786:  Tam, dobrze, tam.
3788:  We must construct more pylons.
3791:  Pylon, pylon, pylon.
3793:  Dobrze, teraz trudno, teraz nie będzie estetycznie.
3796:  Siła tak zwana wyższa.
3798:  Siła wyższa, powiedział każdy krasnolud.
3801:  Shot!
3807:  Teraz wychodzi wszystko inaczej.
3812:  19.22.
3814:  Optymalizacja procesów jest teraz lepsza.
3818:  Biegusiem, biegusiem, biegusiem, biegusiem, biegusiem!
3827:  Szybko, szybko, szybko, szybko!
3829:  Radiacja, radiacja!
3830:  Straszne rzeczy!
3835:  Haha!
3836:  Tak!
3837:  Tylko ładnie, ładnie ma być, ładnie, ładnie ma... Ślicznie masz to post... Piękny ma być pylon!
3843:  Czy to jest piękny... Ja się pytam, czy to jest piękny pylon?
3848:  To jest pylon, który nam musi wystarczyć.
3852:  Haha!
3856:  A, i tu jest fast travel, okej.
3859:  Dobrze, ja chowam się, chowam się.
3861:  Ho, ho, skończo... Dobrze.
3866:  Po co mówiliście Krzysztofowi, że to jest na czas?
3868:  Dobrze, że miście to powiedzieli, dajcie spokój.
3870:  Co mamy zrobić?
3871:  Aha, mamy extract.
3873:  Gdzie jest ekstrakcja?
3879:  Może w storage jest ekstrakcja, nie, nie sądzę.
3884:  Może w workshop jest ekstrakcja.
3885:  No teraz, szybciej się zrobiło.
3887:  To jest plon na miarę naszych możliwości.
3893:  A to jest akurat fajne, że w logu jest baza.
3897:  Oh, what is Rapidium?
3898:  To mnie ciekawi.
3905:  Rapidium revolutionized the way we think about accelerated growth.
3908:  Mówiłem!
3908:  Mówiłem!
3909:  Przyspieszacz wzrostu.
3912:  Czy spanie, czy spanie myślicie zapisuję?
3916:  Może.
3928:  No dobrze.
3931:  Teraz tak, gdzie się robi ekstrakcję?
3935:  Chyba nie w workshop, ale sprawdźmy.
3939:  Pylon components, mining outposts, available items.
3945:  Czyli mogę tutaj konstruować, jeżeli bym potrzebował więcej pylonów na przykład.
3950:  I wcześniej mieliśmy gratisowe pylony, nie ma tak łatwo.
3955:  Bariera radiacyjna.
3956:  Fajnie byłoby, gdybyśmy mogli tę barierę radiacyjną troszeczkę rozszerzyć, nie?
3963:  Może tutaj w tym storage jest możliwość ekstrakcji.
3974:  Chyba nie.
3976:  Oczywiście, że słyszałem o World of the Rohirrim.
3978:  Śledzę sprawę na bieżąco i słyszałem, że Peter Jackson jest teraz Executive Producerem.
3984:  Trudniasz sobie grę skracając dzień o 6 godzin.
3988:  To jest zasada Darku.
3990:  Ja nie wstaję przed 12.
3991:  Więc może w Command Center się to robi?
3996:  Base Navigation System.
3997:  Nie.
3998:  Dlaczego to jest offline?
3999:  Dlaczego?
4000:  Haha.
4002:  Base Building.
4005:  O, można windę-pindę robić, świetnie.
4008:  Expand!
4010:  Mhm.
4011:  No ewidentnie nie tutaj.
4013:  To trzeba w Outpostie?
4015:  Łobozi, łobozi!
4019:  Ale czekajcie, jeszcze mieliśmy Report Our Findings, czyli musimy iść do Communications.
4026:  Dzień dobry, dzień dobry, dzień dobry dziwny panie.
4028:  Kontaktujemy się z Illuminati z Ziemi.
4036:  Czy zagramy tu kiedyś w Life is Strange?
4037:  Chciałbym bardzo Matt Fanica, ale najlepiej byłoby w całość zagrać serii, nie?
4042:  Jak już wyjdzie ostatnia część.
4051:  Rapidium, wow, panie.
4062:  Bardzo fajnie wygląda The Witch właśnie.
4070:  Wiem, wiem to, że nie da się zmienić kąta kamery tutaj.
4080:  Czemu w wakacje Disneyland Death of the Outsider?
4082:  Death of the Outsider jest niekanoniczny.
4084:  Odmawiam.
4085:  Who are you?
4093:  Aha.
4101:  Fajnie.
4103:  Mówiłem, że to są iluminaci.
4105:  Wiedziałem.
4108:  Build the womb module.
4110:  No dobrze, ale wpierw organiczna materia.
4117:  Czy ja mogę teraz...
4120:  Czy to była szybka podróż?
4121:  Ooo!
4122:  Kocham tę grę.
4124:  Good.
4125:  Dobrze.
4126:  Ekstrakcja.
4141:  To jest tak, ja sobie wyobrażałem pracę, jak byłem mały.
4148:  Radiacja, radiacja, radiacja, spierniczaj!
4159:  Zbuduj kuchnię.
4162:  Cudownie.
4162:  Boże, ja w takie gry mogę grać.
4165:  Zbuduj kuchnię.
4167:  Moi drodzy, kuchnia to jest najmniej potrzebna rzecz, która jest w ogóle w każdym domu, jak wiadomo, ponieważ istnieje matchfit, nie jest potrzebna kuchnia.
4174:  W związku z powyższym damy ją w podzie...
4178:  podziemiu.
4183:  Ja to zrobię.
4184:  Ja to autentycznie zrobię.
4186:  Tylko muszę znaleźć ładne miejsce.
4189:  Chyba, żebyśmy dali kuchnię tutaj, na górze, nad communication.
4192:  Nie, nie, nie.
4193:  Ja dobrze mówię.
4193:  Elevator.
4193:  Proszę bardzo.
4194:  I kuchnia.
4209:  Pod storage room na dole, nikomu niepotrzebne absolutnie.
4215:  Bardzo dobrze.
4215:  Jeszcze mieliśmy zbudować jakiś womb.
4219:  Connected to quantum computers.
4221:  Soundproof cell growth capture.
4224:  Co może być złego, jeżeli zbudujemy tuż obok kuchni jakiś multiplikator komórkowy?
4230:  Nic się złego nie stanie.
4233:  Chociaż z drugiej strony lore'owo byłoby fajnie, gdyby to było obok komputera kwantowego.
4240:  Nieoptymalnie jest ta baza zbudowana, nie macie wrażenia?
4243:  Te wszystkie pomieszczenia można przestawić?
4245:  Serio, California Freak?
4246:  Nie wiedziałem.
4248:  Jak?
4257:  No to to jest... Ale tego nie można przestawić.
4259:  To jest optymalne.
4262:  Optymalizacja procesów.
4264:  Optymalizacja zasobów.
4270:  Good.
4274:  Teraz to się zrobiło trudniejsze.
4278:  Airlock, już wiem co zrobię.
4284:  W ten sposób będzie nam wygodniej wychodzić, bardzo dobrze.
4288:  Maszyneria jest pod komputerem kwantowym, tak?
4291:  Idealnie.
4293:  Bo tu mam właśnie lepszy catering od Marci.
4295:  Cenowo wychodzi podobnie, mają ciekawsze dania.
4297:  Tyk, tyk, tyk, tyk, tyk, tyk, tyk, tyk, tyk.
4299:  Muszę wiedzieć jedną rzecz.
4300:  Czy będę mieć możliwość wyboru 20 posiłków na każdy slot?
4303:  To znaczy na śniadanie, obiad i kolację, bo tak muszę.
4306:  No i ten, i podwieczorek.
4307:  I drugie śniadanie.
4308:  I trzecie śniadanie.
4309:  I czwarte śniadanie.
4310:  Nie zapominajmy.
4311:  Dobrze, to w takim razie na razie zrobimy tak, że tutaj będzie winda.
4315:  A ten łumb, on mi się podoba.
4320:  Jak to mnie nie stać?
