Krowi poziom — BEASTMEN livestream (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=hjdWJ1H_3BU

2:  Witam wszystkich na streamie.
8706:  Uważam, że frakcja Beastmenów z najgorszej w grze awansowała tak na jakieś... 5 na 10.
8716:  Jest dobra, dobrze się nią gra, zwłaszcza wtedy, jeżeli ktoś ma ochotę na soczysty rozpierdol, ale... Skaveni wciąż lepszy, zdecydowanie.
8730:  Czy powiem coś więcej o tych youtuberach?
8732:  No bez schematu to mi się zdarza nawet czasem promować, to jest kanał, który ja od długiego już czasu śledzę, skoncentrowany generalnie na kulturze popularnej, natomiast jeżeli chodzi o napisy końcowe, to jest kanał prowadzony przez
8748:  Teraz, żebym się nie pomylił, ale... Chyba przez Łukasza Stelmacha, tak, dobrze sobie przypomniałem, tak, dobrze jest, okej.
8758:  I gościem to jest Radek Pisulony i właśnie Radek u nas czasem tam bez schematu w tych audycjach też bywa, szykujemy zresztą parę rzeczy niebawem.
8769:  O, ciekawa zdolność.
8772:  Jak to jest, że nasz potężny Saigor już ginie?
8781:  Dobra.
8791:  No tak, ja wiem, że przy Skavenach wszystko nie działa.
8793:  No dobra, to w takim razie porównam do innej frakcji, którą rzadziej gram.
8797:  Jeżeli miałbym porównać na przykład do Imperium Ludzi, no to Imperium gra mi się bardzo dobrze, a Beastmenami gra mi się średnio.
8805:  O.
8812:  Ale gdybym miał to porównać do innej frakcji Hordy albo do innej frakcji Chaosu, to w tym momencie Beastmeni są najlepsi.
8819:  To znaczy, Norseco gra się tragicznie, jest to po prostu źle zaprojektowana raca, natomiast... czy frakcja.
8828:  Natomiast jeżeli chodzi o Chaos, no to on będzie miał pełen i taki stuprocentowy rework na poziomie Warhammera III, więc trochę nieuczciwie jest oceniać to w tym momencie, co się dzieje.
8846:  Ja uważam, że nigdy nie jest szkodliwa dla autora, jeżeli autor osiąga sukces.
8848:  Zaczyna być szkodliwa w momencie, w którym... No nie wiem, na przykład autor ma straty finansowe, prawda?
8851:  Bo ktoś podrobił...
8867:  jego styl albo postaci, które on wymyślił, ale właśnie już nie jak ktoś osadzi fabułę w świecie wymyślonym przez innego pisarza.
8876:  Tu jest problem, że prawo autorskie jest totalnie niedostosowane do takiej sytuacji, jaką mamy w tym momencie.
8881:  Ktoś tworzy jakiś fenomenalny świat i pojawiają się fani, którzy stworzą sobie historię osadzoną w tym świecie.
8887:  Takimi fanami był swego czasu CD Projekt Red.
8890:  i stworzyli niewątpliwie świat, którego nie stworzył Andrzej Sapkowski.
8894:  Rozszerzyli go w miejsca, w które były zaniedbane.
8898:  Jak dla mnie to dobrze.
8905:  Musimy trochę zmodyfikować nasz... O nie, nie, nie, to nie jest coś, co chciałem zrobić.
8914:  O, to jest coś, co chciałem bardzo zrobić.
8919:  Ojej, tutaj są nasze dwie jednostki, których ja kompletnie nie zauważyłem, dlatego tutaj się wszyscy... Aaa... Krzysztof zjebał.
8937:  Lubuję się w historiach smutnych i tragicznych, ale z nutą fantasy i filozofii.
8940:  Co bym polecił?
8942:  W takiej sytuacji mam momentalnie polecenie Trylogia Rubieży Jeffrey'a Forda, zwana też Trylogią Dobrze Skonstruowanego Miasta.
8964:  Nasz biedny, nasz biedny mag jest uszkadzany przez wstrętnych łuczników, won!
8971:  Troszeczkę denerwuje to, że jest kamera zafiksowana w wypadku... w wypadku poziomu legendarnego, to jest kolejna cecha.
8981:  Tegoż, więc jeżeli się źle z tym czujecie, to nie polecam.
8984:  Zobaczymy teraz, jak sobie radzą minotaury.
8986:  Ooooj, dobrze!
8990:  Biegnął szybciusieńko!
8992:  Dobre Minotaury!
8994:  Dobre!
8995:  To jeszcze wam Gorgona pomoże.
8997:  I Taurox.
8999:  No, tak sobie myślę, że w momencie, w którym Taurox rzeczywiście będzie już miał całą armię Minotaurów, to sprawa będzie bardzo radosna.
9013:  No, zdecydowanie potrzebujemy, żeby ktoś się zajął Malekitem.
9018:  ale absolutnie nie powinien być to łucznik.
9037:  Dobra, Minotaury tutaj na tę flankę bardzo proszę w tym momencie.
9041:  Taurox sobie poradzi.
9042:  Ktoś ginie.
9043:  To są Rydwany.
9044:  Dlaczego mnie to nie dziwi?
9047:  Zmieniłem zdanie.
9049:  Armia Redvanów nie ma sensu przy tym bohaterze.
9051:  Ma sens, i to wielki, przy następnym.
9056:  Jakiś czas temu Games Workshop kazał Sodasowi, czyli twórcy animacji, usunąć swoje filmy, zabronił mu komentowania tego ze swoją społecznością i Sodas przestał tworzyć cokolwiek.
9065:  No i to jest... to jest straszne.
9066:  Mam wrażenie, że w sprawie tego jest teraz ten proces, ale mogę się... znaczy nie proces, tylko protest, ale mogę się mylić.
9073:  Potrzebujemy tu Saigora.
9076:  Nasze Minotaury zaczynają być uszkadzane ponad wszelką wątpliwość i bardzo mnie to martwi.
9084:  Saigor... Saigor zaraz przybędzie.
9090:  Dobrze, strzelać w Malekita.
9092:  Wszyscy.
9094:  A w szczególności ogrze pistolety.
9099:  Saigor już jest, świetnie.
9106:  Arcymagos zdecydowanie woli perty.
9111:  Niezwracanie się per pan zawsze uważałem za nienaturalne w internecie.
9117:  Anioł śmierci Paula Hoffmana też jest polecany, jeżeli chodzi o mroczny klimat.
9120:  No w mrocznym klimacie też, ale to już raz wam polecałem, Zmierzch i Świt Tima Lebona.
9127:  Ale to jest dark fantasy.
9130:  Widziałem na Spotify, że odsłuchiwałem przynajmniej część muzyki od Riot Games i jakie odczucia?
9134:  No, bardzo pozytywne.
9135:  Ja generalnie bardzo lubię muzykę z gier wideo.
9141:  Szczerze powiedziawszy, nawet częściej mi się zdarza słuchać muzyki z gier wideo niż jakiejkolwiek innej.
9147:  Malekith nie odpuszcza, widzę.
9154:  Ale te ogrzew pistolety nie są złe.
9156:  Okej.
9160:  No, powiem wam, że jak na turę, w której jesteśmy, pokonanie Malekita... Okej.
9174:  Nie jest źle.
9177:  Natomiast Taurox, o ile jest świetny przeciwpiechotnie, to nie radzi sobie dobrze z pokonywaniem lordów.
9185:  Malowanego Ptaka Kosińskiego nie znam i nie czytałem.
9190:  Ale słyszałem.
9196:  Wszystkie pytania zaczynające się od tego, czy przyjmę jakiekolwiek zaproszenie, zawsze brzmią tak samo.
9200:  To znaczy tak, ja nie odrzucam zaproszeń, jeżeli ktoś chce rozmawiać.
9204:  Nie jest tak, że ja mam jakąś czarną listę ludzi, z którymi nie będę rozmawiał.
9209:  Dziwiłoby mnie, jeżeli by ktokolwiek miał.
9212:  Bardzo by mnie to dziwiło i niepokoiło.
9218:  Okej.
9219:  Czyli jeszcze wyciśniemy z Malekita przynajmniej jedną walkę.
9223:  To jest dobra wiadomość.
9227:  Hmm.
9231:  Obrona dla jednostek minotaurów.
9233:  Tak, wydaje mi się, że to będzie konieczne.
9236:  Nieśmiertelność.
9237:  Świetnie.
9239:  Czy wreszcie możemy... Ach, to dopiero na poziomie piątym.
9242:  Poziom piąty kosztować nas będzie bardzo dużo.
9250:  Co myślę o świecie wykreowanym w The Last Airbender, Avatar, oczywiście chodzi o serial.
9255:  Bardzo lubię do tego stopnia, że nie przeszkadza mi kompletnie legenda Kory, wręcz przeciwnie, uważam, że jest fenomenalna.
9267:  Jak jest z naszą furią?
9270:  Ooo, z naszą furią jest dobrze.
9278:  Nie będziemy zaszczycać nawet walką.
9282:  Nie, absolutnie nie.
9286:  Zwierzęcy szał przyda się.
9289:  Och, tak.
9290:  Och, jakie tu się piękne rzeczy będą działy teraz.
9300:  Nagły atak.
9301:  Dziękujemy.
9306:  Na Prima Aprilis odcinek, potem wywiad z Olgą Tokarczuk, a w nim wykład na jej temat w skaweńskim stylu.
9311:  To jest ciekawe, to jest ciekawe.
9316:  Co uważam o Kuwirze z Legendy Kory?
9318:  Musicie mi przypomnieć, o co chodzi, czy to jest lokacja, czy postać?
9322:  Nie pamiętam!
9324:  Natomiast to, co pamiętam na przykład z Legendy Kory i to, co mi się w niej podobało i dlaczego mi się ona podobała, to w jaki sposób został rozwinięty świat po...
9333:  to jest minor spoiler, bo mówimy o pierwszym odcinku, po odejściu awatara Anga.
9338:  Bardzo doceniam mierzenie się narracji właśnie z takim przypadkiem deheroizacji, ponieważ fantastyka przez to staje się bardziej naturalna.
9348:  Mam na myśli to, że zbyt często w fantastyce jest tak, że mamy do czynienia z jakimś jednym wielkim bohaterem, który jest niesamowitym bohaterem, i wspomniałem, że jest niesamowitym bohaterem, i w związku z powyższym, że jest niesamowitym bohaterem, to jest faworyzowany przez narrację, to jest klasyczny kazus swojego drogu właśnie Himena chociażby.
9367:  I to jest pułapka taki bohater, bo wszyscy fani się będą zawsze nastawiali na to, że ten bohater będzie nic innego nie robił, tylko bohaterzył.
9377:  A w momencie, w którym nagle Avatar Aang znika, bo zostawia ludzi ze swoim dziedzictwem, pokazuje to taką ciągłość tego świata i jego trwanie w przestrzeni czasowej tylko.
9389:  Nie tylko przestrzennej, ale także czasowej.
9394:  Kuvira to ostatnia antagonista w serii.
9397:  Zaczynam troszeczkę kojarzyć.
9400:  Bardzo dobrze napisana postać.
9406:  W ogóle antagoniści właśnie są świetnie napisani w legendzie Kory, moim zdaniem.
9415:  Oj, tutaj widzę materiał na jakieś soczyste zaklęcie.
9422:  O tak.
9425:  I bardzo proszę Saigora.
9426:  Przepięknego, ślicznego Saigora tutaj.
9428:  O, o, o, o, tak.
9432:  W tym konkretnie miejscu.
9435:  Taurox powoli się robi bardzo silny.
9447:  Kuwira to postać magmetalu, która chciała zjednoczyć wszystkie terytoria magii i ziemi, czyli zniszczyć Republikę.
9452:  Tak, i z tego co pamiętam, właśnie rozwijała sieć kolei w tym celu.
9456:  Świetna sprawa, bardzo mi się to podobało.
9460:  Tylko potrzebowałem małej pomocy, jeżeli chodzi o przypomnienie, kto zaczął.
9469:  Sytuacja, którą mamy w tej chwili, jest perfekcyjna.
9477:  Osobiście mam wrażenie, że klątwa fantasy, pisze Sagano, to zbytnia eskalacja siły i znaczenia związanego z protagonistą.
9483:  Tak, nawet archiwum z burzowego świata Brandona Sandersona jest za to krytykowane.
9488:  Właśnie, że głównie protagonista przeżywa kolejne...
9495:  rozczarowania i zmierza się z przeszkodami, które mają trenować jego charakter i moce, które zdobywa są wynagrodzeniem niejako tych trudów.
9504:  Ale dzieje się tak to tylko i wyłącznie w jego przypadku.
9506:  A pozostali bohaterowie otrzymują w którymś momencie moce dlatego, że wymaga tego fabuła.
9510:  No i to jest właśnie jeden z przykładów na to, w jaki sposób trudno jest pisać jednak tego rodzaju historie i postaci.
9521:  Potrzebujemy jeszcze jednego Saigora, o tak.
9525:  Bardzo czekam na antologię anime z serii Star Wars, oj bardzo, absolutnie.
9532:  Mój ukochany uniwersum, jedno z wielu poza Warhammerem.
9535:  Co sądzę o Umbrella Academy?
9537:  Pokonało mnie, Pawle, to Ci przyznam szczerze całkowicie.
9540:  Nie byłem w stanie oglądać Umbrella Academy.
9542:  Nie moja stylistyka, not my cup of tea, jak mawiają anglosasi, co mi przypomina o herbatce.
9555:  Było parę takich seriali, które mnie kompletnie pokonały.
9558:  Uważam, że jeżeli chodzi o takie seriale dekonstruujące mit superbohaterski, to o wiele lepiej sobie radzi The Boys od Amazona.
9567:  Jak u mnie Stabletop AAPG?
9569:  Niezmiennie, niezmiennie nie gram, niestety.
9574:  Ciekawe jest to, w jaki sposób, wracamy jeszcze na moment do wątku Avatara, zaliczył przeskok znany nam świat, jeżeli chodzi o technologię miasta i uwolnienie spod tyranii Imperatora.
9583:  Bardzo mi się to podobało właśnie.
9585:  W ogóle eksperymentowanie ze steampunkiem w fantastyce jest bardzo interesujące.
9591:  bo w ten sposób mamy okazję do zastanowienia się nad spektrum problemów politycznych, które jest totalnie niedostępne dla tradycyjnego fantasy bohaterskiego, w którym mamy paladynów walczących z rycerzami, prawda?
9603:  Wtedy możemy sobie podyskutować o tematach, które były w średniowieczu grane, ale nie o takich, które by nas mogły interesować tu i teraz.
9614:  Czy my sobie poradzimy tutaj?
9616:  Oczywiście, że sobie poradzimy.
9620:  Taurox musi być jeszcze silniejszy.
9624:  Nasz Magus już nie wiem, jakie mu dać zdolności, bo wydaje mi się, że jest już wystarczająco wylewelowany.
9630:  Wporność na ostrzał się przyda.
9632:  Jak tam jest?
9633:  O, świetnie.
9634:  Po tej turze
9639:  Pyrtusowe zwycięstwo.
9641:  Łeż i wiarołomstwo.
9644:  Czy znam serię Aragona, Christophera Pauliniego?
9646:  Pewnie.
9647:  Nie wiem, dlaczego jest krytykowana.
9648:  To znaczy, trzeba sobie zdawać sprawę znowu z tego, że to jest fantastyka młodzieżowa.
9652:  To nie jest takie typowe high fantasy.
9655:  I w kategorii fantastyki młodzieżowej, moim zdaniem, jest to dobre osiągnięcie.
9659:  Jest to świetnie zaprojektowany świat.
9662:  Natomiast Aragon nie jest lubiany z tego względu, że Christopher Paulini bardzo mocno się właśnie inspirował
9669:  delikatnie rzecz ujmując, innymi powieściami fantasy, no i tam czuć w wielu miejscach te inspiracje bardzo bezpośrednie, na przykład w tym, że no kradł sobie najnormalniej w świecie nazwy wymyślane przez innych pisarzy, no i to się bardzo fanom nie spodobało i w sumie umiem to zrozumieć, ale mam wrażenie, że bardziej jest oceniany przez pryzmat filmu niż faktycznej jakości tej prozy.
9701:  Invincible.
9703:  Bardzo możliwe.
9704:  Jeżeli mówisz o niezwyciężonym filmie, to tak, tak, oczywiście.
9717:  The Expanse.
9719:  Zacząłem oglądać, jeszcze nie skończyłem.
9726:  O nie nie nie nie nie, co tutaj się dzieje?
9727:  Dlaczego nasz... Dlaczego nasz biedny, nieszczęśliwy mag ginie?
9733:  To jest niedopuszczalne.
9737:  Nasz biedny, nieszczęśliwy mag musi niszczyć.
9746:  Dobrze.
9748:  Myślę, że teraz może nasza chwacka armia minotaurów tutaj podejść, bez większego strachu.
9757:  I zrobimy dokładnie tak samo jak ostatnio.
9759:  Swoją drogą, przeciekawa sprawa, to jest pomniejsza forteca, a jej layout jest dokładnie taki sam jak Nagaron.
9765:  Invincible w sensie, że serial od Amazona, a to nie.
9769:  To nie widziałem.
9770:  Jeżeli jest animowane The Boys, to bardzo mnie zachęciliście.
9778:  Uuu, uuu, uuu.
9780:  Czaty, dziękuję.
9781:  To jest dobra informacja.
9785:  Ja bardzo cierpiałem z tego powodu, że nie ma czegoś tak pięknego jak The Boys dostępnego.
9794:  Wszystkie nasze bezczelne minotaury już są na miejscu.
9797:  Bardzo dobrze.
9799:  Nasz magus tymczasem będzie używał jedynego zaklęcia, które działa... O, świetnie.
9806:  ...które działa w tym oto radosnym miejscu.
9811:  Czy my możemy przejść już?
9812:  Tutaj możemy.
9813:  Nie ma sensu trochę niszczyć tej bramy.
9820:  Polemika na czasie, czy Invincible jest dekonstrukcją, czy nie jest.
9826:  Jak zawsze kwestia interpretacji.
9841:  Dobra, myślę, że to jest ten moment, kiedy możemy trochę podciągnąć Ungorów.
9847:  Jeden oddział damy tutaj na mur, żeby zajął wieżę, bo trochę nie podoba mi się ten ostrzał, który tutaj odchodzi.
9866:  Czy oglądałem Vampire Hunter Rządza Krwi?
9869:  Nie.
9871:  Jeszcze nie.
9873:  Gdzie można obejrzeć?
9874:  Na którym streamingu?
9880:  Oj, wydaje mi się, że tutaj potrzebujemy zaklęcia.
9887:  Tak, tak, absolutnie.
9889:  Proszę o zaklęcie.
9891:  Świetnie.
9896:  Przyglądam Majora Groma.
9898:  Widziałem to na Netflixie teraz i zastanawiałem się, czy obejrzeć nawet.
9903:  Ale jeszcze nie widziałem.
9909:  Nawet ja!
9911:  Z moim eskapizmem wdrożonym nie jestem w stanie wszystkiego nadrobić.
9914:  Nawet ja!
9918:  Już się poddają?
9921:  Nie poddają się jeszcze.
9923:  Bardzo duży błąd.
9925:  Zaraz się poddadzą.
9928:  Czy Julian z Bród Kosmosu będzie na Dniach Fantastyki?
9931:  No to jest pytanie do Juliana na pewno, ale biorąc pod uwagę, że jest z Wrocławia, chociaż nie wiem, czy dalej jest, ale jak go znałem, to był, to pewnie tak.
9948:  Gorgon.
9949:  Gorgon tutaj, bardzo proszę.
9952:  Czemu deweloperzy zmienili system oblężeń na przykład z Rome 2, bo ten w Warhammerze miło było toczyć bitwy w całych osadach, a nie tylko skrawkach z murem.
9959:  Tak, Warhammer 2 jest krytykowany za to i z tego co wiem, będzie zaadresowane w trójce.
9965:  Zmieni się system oblężeń i to tak radykalnie.
9968:  Znaczy, nie wiem, czy aż tak radykalnie jak z Rome Total War 2 do Warhammera 2, ale na pewno ma być pewna poprawa.
9985:  OK.
9993:  Czy czekam może na... Czytałem serię Droga Szamana... Nie, nie, obawiam się, że nie.
9999:  Co to jest?
10001:  Fantasy.
10001:  Czy to jest fantasy?
10002:  Jeśli tak, to... Ja generalnie, jeśli chodzi o moje preferencje czytelnicze, to w pierwszej kolejności jest fantasy, ale takie dobre fantasy, typu Sanderson.
10012:  Dopiero potem jest science fiction, a jeżeli chodzi o grozę i horror, to...
10017:  Klasykę grozy czytałem, a współczesnego horroru i grozy nie czytam.
10021:  I tak z wyboru, bo ja generalnie biorąc nie czytam wiele.
10027:  Raczej podchodzę do tego w ten sposób, że jeżeli już coś czytam, to chcę mieć gwarancję, że mi się spodoba.
10041:  Nasz Magus ewidentnie nie radzi sobie psychicznie.
10046:  Musimy naprawić ten problem.
10050:  Magusowi od razu będzie lepiej, jak sobie coś zniszczy.
10056:  Okej, tego brakowało.
10061:  Jakie korzyści będę miał jako content creator?
10064:  Korzyści będziecie mieć wy.
10066:  To znaczy, korzyść polega przede wszystkim na tym, że zamiast żebyśmy dwa tygodnie po premierze jeszcze ogrywali sobie Warhammera 2, to będziemy mieli na przykład możliwość pogrania na streamach 16 godzin, chociażby w Warhammera 3, jak już będzie dostępny, dla właśnie content creatorów.
10086:  I każde kolejne DLC będzie dostępne przedpremierowo na streamy właśnie.
10099:  Hmm.
10102:  Zastanawiam się, czy wykorzystać, ale właśnie może tego teraz nie zrobimy.
10105:  Doprowadźmy ten panel furii do najwyższego poziomu.
10112:  Odbierzemy sobie tę nagrodę jeszcze.
10115:  I dopiero wtedy użyjemy tej zdolności, która jest tak bardzo cudownie overpowered.
10123:  Nienawiść do ludzkości, co za wspaniała nazwa.
10128:  Podpisuję się pod tym w pełni.
10134:  I tak, potrzebujemy tego bardzo.
10140:  Drogo, drogo jest.
10142:  Przychody z łupów.
10145:  Chciałoby się, ale za drogo.
10152:  Jak klasyfikuję Kinga, jako klasykę czy nowość?
10155:  Znaczy, generalnie większość dorobku Kinga, którą wypada znać, podczytywałem, ale nie ukrywam, że preferowałem fantasy, czyli Mroczna Wieża czy Oczy Smoka.
10170:  Okej.
10172:  I może sobie skoczymy... Nie, jednak, jednak zrobimy, jednak chyba wykorzystamy, to tak myślę.
10182:  O tak.
10186:  Raz.
10189:  Dobrze.
10193:  Niszczymy i ruszamy.
10195:  Ok.
10197:  No właśnie, bo tu jest jeszcze wąwóz ragdo do zdobycia.
10209:  Ok.
10211:  Niszczymy.
10230:  Ale ryzykuję.
10232:  Niszczymy Stalomrus.
10236:  Jak jesteście zainteresowani tego, tym czego słucham, to generalnie biorąc mój Spotify jest, z tego co wiem, dostępny w sposób ogólny.
10246:  Przynajmniej ta jedna z playlist, którą mam, więc można obczaić z grubsza to, co tam jest, to jest to, co ja lubię.
10258:  Dostaliśmy drugiego Gorgona.
10261:  Bardzo mi się to podoba.
10265:  Okej.
10267:  Plan brzmiał tak, żeby zdobyć bardzo dużo... ...tejże łaski i to w zasadzie wystarczy nam w 100% do tego, co potrzebujemy.
10279:  Czy jutrzejszy live będzie obejmować tę grę, która ostatnim razem została zaczęta?
10282:  Tak.
10283:  Tak właśnie.
10284:  Więc gramy krasnoludami i patrzymy na ciąg dalszy.
10293:  O tak.
10294:  Taurox staje się coraz bardziej potężny.
10296:  To mnie cieszy.
10299:  To mnie bardzo cieszy.
10299:  Ja generalnie biorąc mam taką zasadę, że wolę kontynuować daną grę, niż rozpoczynać kolejną.
10307:  Zwłaszcza, że w Warhammerze akurat jest tak, że w zasadzie cały czas mamy to samo, nie?
10314:  Katastrofalna furia.
10319:  Uzyskano grozę.
10320:  Dobrze, dobrze.
10320:  Ciekawa sprawa.
10323:  Chcemy tę nagrodę.
10327:  Dobrze.
10330:  Impet.
10331:  Potrzebujemy jeszcze więcej tego impetu.
10333:  Zastanawia mnie, czy Stalomrus jest... Tak, tam jeszcze jest!
10337:  Tam jest jeszcze osada Nagarond.
10339:  O nie!
10342:  Najgorzej, bo to jest strasznie daleko.
10346:  Nic.
10347:  Mówi się trudno.
10351:  Planowany jest na streamie niejakiego Legend of Total War, twierdzi on, że Beastmanami da się wygrać kampanię w 14 tur.
10359:  To prawda, da się, jak się jest tak szalonym jak Legend of Total War, absolutnie.
10364:  Zgadzam się w 100%.
10365:  Zresztą widziałem ten jego stream, jest absolutnie niesamowity.
10368:  O, zasięg ruchu na mapie kampanii.
10369:  No bo generalnie, jeżeli chodzi o rzeczy, które my mamy zrobić, no to zobaczcie, jak jest tego niewiele.
10376:  My mamy zniszczyć frakcję duchów
10380:  pachłaks, czyli nową frakcję jaszczuroludzi.
10384:  To jest wszystko, co musimy zrobić.
10385:  Mieć 500 poziomu zniszczenia.
10388:  To jest trochę, bo musimy dojść aż tutaj, niestety.
10392:  I wygrać Bitwę Serce-Ziemność, która jest na samym końcu.
10396:  To jest do osiągnięcia w 14 tur.
10399:  Przy czym my jesteśmy na poziomie tury 36, więc już tego nie zrobiliśmy w 14 tur, ale to jest kwestia spełnienia pewnych bazowych wymogów.
10411:  Bugowanie mechaniki to jest specjalność Legend of Total War zresztą.
10420:  Co myślę o porzucaniu serii lub książki w połowie?
10422:  Regularnie mi się to zdarza.
10423:  Tradycjonaliści mówią, że trzeba odczytać od deski do deski.
10427:  A pewnie, że chcemy sojusz militarny.
10429:  A ja myślę, że jeśli coś nam przestaje się podobać, to po co się męczyć?
10432:  Mam dokładnie takie samo podejście.
10437:  A, jeżeli chodzi o frakcję duchów Pachwax, to została już zniszczona, więc to tyle w temacie, jeżeli chodzi o jedno z naszych zadań.
10450:  Chciałbym już móc mieć drugą hordę.
10452:  Mogę mieć drugą hordę!
10454:  Fantastycznie!
10458:  To oznacza, że jest dobrze.
10469:  Czy to również oznacza, że możemy zwiększyć... Nie, minotaury są dopiero później, ale tutaj są te rydwany.
10483:  Chcemy tego.
10485:  Zaraz, chcemy jeszcze szamana na pewno.
10488:  Szaman jest bardzo ważny.
10493:  O właśnie, nie możemy go mieć, a chcemy mieć szamana.
10497:  Więc zwiększymy sobie limit szamanów.
10514:  To jest o jeden, prawda?
10516:  Tak.
10519:  Dobrze, tyle wystarczy.
10521:  I teraz musimy zrekrutować, tak myślę.
10526:  dla naszego nowego przyjaciela.
10529:  O tak, potrzebujemy dużo rekrutowania teraz.
10535:  Mamy tutaj budynek, który pozwala rekrutować Rydwany?
10537:  Nie, ale możemy rekrutować Minotaury.
10540:  Dobrze, to plan jest taki.
10552:  Plan jest taki, że na pewno dajemy Rydwan,
10560:  Damy na razie tyle.
10562:  Tych się pozbędziemy, bo nie są nam potrzebni już na razie.
10566:  I Tauroxem zmierzamy sobie w stronę Nagaroth, a tutaj zostanie, zostanie Khazrak.
10573:  Może Khazrak też pójdzie w stronę Nagaroth, też pójdzie w stronę Nagaroth i tam będzie rekrutował.
10577:  Dobra.
10586:  Do zobaczenia con Bloodgod.
10588:  Będzie oczywiście stream dostępny, jak najbardziej.
10594:  Przy czym, jeżeli chodzi o Beastmenów, to nie nastawiajcie się na kontynuację, bo tak jak mówię, jest dobrze, ale nie aż tak dobrze.
10607:  Tak, wydaje mi się, że tutaj dopiero będziemy w stanie rekrutować te rydwany nieszczęsne.
10612:  Dobrze mówię?
10613:  Tak, są rydwany.
10615:  Tak jest.
10620:  O, chyba żebyśmy Tauroxa właśnie posłali tam.
10624:  Bo tutaj nie ma żadnej armii.
10625:  Tak, zrobimy odwrotnie.
10627:  Tauroxa poślemy tutaj.
10632:  Trzeba zniszczyć Nagaroth, do reszty.
10641:  Pierwotna furia.
10644:  Zwierzęca odporność, to się nam przyda.
10647:  Ile jeszcze do 19 bohaterów?
10649:  Bardzo dużo!
10651:  Jeżeli mam dość ruchu, by przejść w tryb obozowania, wejdź w tryb plądrowania i wtedy w obozowisko.
10659:  Okej.
10661:  Jeszcze raz muszę to przeczytać.
10662:  Jeżeli nie masz dość ruchu, by przejść w tryb obozowania... A, okej, teraz rozumiem.
10667:  Dobra.
10669:  Dlaczego nie dostajemy tej wspaniałego, wspaniałego marszu naprzód?
10678:  Chciałbym marsz.
10678:  Wystarczy nam to.
10683:  Gdzie tutaj jest jakaś wyspa niedźwiedzi, obozowisko Moongów?
10687:  O, widzę, że bardzo się tutaj rozbestwił Magaroth, będzie trzeba ich poskromić.
10703:  Nie potrzebujemy stąd nic.
10705:  Kazrak... O nie... A skąd tutaj się wziął... Chaos akurat bardzo dobrze, że mamy tutaj pod swoją kontrolą, ale niedobrze, że się pojawił tutaj klan Mulder, który jest jeszcze w dodatku z nami chyba w stanie wojny, co mi umknęło.
10738:  Ile restartów?
10740:  Restart był jak dotąd jeden.
10743:  Wstydliwy, ale był.
10746:  Czy jestem świadom tego, że w ostatnim update'cie został odkryty exploit, dzięki któremu teoretycznie można oblężenia wygrywać jednym magiem?
10753:  Jaki exploit masz na myśli?
10754:  To znaczy... Chyba go nie znam.
10758:  Znałem dotychczasowe inne exploity, które umożliwiają wygrywanie oblężeń jednym magiem, ale tego chyba nie kojarzę.
10770:  Okej.
10809:  Mmm... Boże drogi!
10818:  No, to jest nie do wygrania.
10821:  To jest absolutnie nie do wygrania.
10829:  Bo to jest... to jest mięso armatnie dla nich.
10835:  Dramat.
10838:  Bug, że mag nie może podejść, bo mur mu przeszkadza i tak rzuci zaklęcie?
10842:  Ojej, przepiękne.
10844:  Jak?
10844:  Gdzie tam?
10845:  Nie będziemy restartować przy czymś takim, to jest drobiażdżek absolutny.
10849:  Problem polega raczej na tym, że nam to troszeczkę, no, plany krzyżuje, ale nie uniemożliwia.
10860:  I istota rzeczy polega na tym, żeby dojechać do reszty Nagaroth.
10866:  O ile on już nie został dojechany.
10871:  Ach, tutaj się skonfederował.
10873:  A my jesteśmy na końcu świata.
10875:  Cóż za bezsens.
10878:  Wracamy.
10883:  O. Mmm.
10888:  Niedobrze.
10889:  Jeśli ma się nekromancera albo czarodzieja z tanimi spelami, które mogą zabijać jednostki, to idzie jak kaszka z mleczkiem.
10896:  Mmm.
10896:  Mmm.
10897:  Ciekawe.
10900:  Dobrze, potrzebujemy jakiejkolwiek osady dla kazraka i mamy aż dwa odłamki stada, co oznacza, że możemy natychmiast stworzyć tutaj jedną z osad.
10922:  Mam wrażenie, że to chyba jest dobre.
10926:  Zasięg ruchu na mapie kampanii minus 10% dla wrogich armii.
10930:  Wrogich armii jest za dużo w naszej okolicy, zdecydowanie.
10935:  I... wiatry magii tradycyjnie.
10947:  Gdzie jest obozowisko Moongów?
10949:  Ach, tu daleko jest obozowisko Moongów.
10951:  Zgubiło mnie to, że jest zupełnie inna mapa niż w Mortal Empires.
10955:  Pierwotna furia.
10958:  Może nam coś da.
10972:  Serio?
10982:  Spróbujemy.
10987:  Zobaczymy, jaką magię ma Khazrak.
10990:  Okowiru ma ciekawszą mapę?
10992:  Hmm.
10994:  Hmm.
10997:  Może dynamiczniejszą, ale czy ciekawszą, to zależy, jak definiujemy ciekawość mapy.
11003:  Mnie bardzo przeszkadza to, że są w różnych miejscach różne miasta.
11007:  Jest sytuacja do dupy, to prawda.
11010:  Jedyne, co możemy zrobić w tym momencie, to się schować.
11017:  Kazrak... A nie, kazrak nie lata jeszcze.
11020:  To fatalna sprawa.
11023:  Czy mamy jakąkolwiek jednostkę, która jest szybka?
11026:  Nie.
11027:  Mamy tylko rydwany.
