Zamek Drakenhof w drugiej turze — ISABELLA & VLAD VON CARSTEIN Livestream
🔗 https://www.youtube.com/watch?v=kDWWzVNoauY

2:  Witam czaty!
1882:  Kiedyś oglądałem Detektywa Monka bardzo dużo.
1884:  Temple Cove i Ziemie Przyległe to już pewnie mają PTSD.
1887:  Coś w tym jest.
1888:  Coś w tym jest, moi drodzy.
1889:  Dobrze, to w takim razie skorzystamy z soczystego uzupełniania trupów.
1896:  Uzupełnianie trupów jest zawsze miłe.
1898:  Kto chciałby, żeby...
1916:  On the first day of Christmas my true love gave to my... 40 wampirzy glory.
1920:  Tak, tak.
1922:  Śródziemie cień Mordoru był grany, był grany.
1925:  No właśnie, teraz zaczyna się festiwal wypowiadania nam wojny, to było do przewidzenia.
1929:  Total War 3 zamówiony, czy prawidłnie zasada no pre-orders?
1931:  Zawsze no pre-orders.
1932:  Zresztą ja Total War'a dostanę od Creative Assembly, więc... Ja muszę zamawiać.
1937:  Za to wy zobaczycie go wcześniej.
1939:  Hmm.
1942:  Wspaniałości.
1943:  Muszę tylko pamiętać, żeby... O, mamy zdobyć SN?
1948:  Po co nam SN?
1950:  Gdzie jest SN?
1950:  Tu jest SN.
1951:  Nie chcemy SN.
1952:  Dobrze, teraz powiedzcie mi, błagam, że będzie możliwa... Będzie możliwe to, co myślę.
1958:  Nie!
1961:  Czemu nie?
1965:  Chyba za 10 tur to będzie możliwe dopiero.
1968:  No nic, levelujemy dalej.
1971:  Vlad, świetnie, świetnie, dobrze.
1976:  Więc uważajcie na to bardzo.
1978:  To się opłaca, wykupić nie tylko dlatego, że mamy wzrost, ale także dlatego, że są nekromanci.
1989:  Właśnie, za mało sera, trzeba było do czterdziestej tury, absolutna racja.
1993:  Dobrze, Izabela dostaje dwa wampiry.
2001:  Dobrze, jakie mamy tutaj jeszcze wampiry?
2004:  Podstęp dalej jest kiepski, ale w zasadzie wszystko jedno, jakie będziemy mieli.
2008:  Mistrzostwo broni może być i... Dobrze.
2016:  I pozbędziemy się Strigoya za jedną turę.
2024:  Witamy Mateusa de Kujawie, witamy.
2026:  Kiedy wódzi Izabela von Karsztajn?
2028:  W Izabela von Karsztajn już jest.
2031:  O tak, o tak, o tak!
2035:  Dobrze.
2036:  O, mam wrażenie, że teraz jak lord jest powołany, to będzie można dokonać tego, co myślę, ale, ale za każdym razem, jak wygrywamy, to dostajemy krwawe pocałunki.
2046:  Dzięki temu możemy przebudzić naszą, naszego lorda i dzięki temu dostajemy jeszcze do tego wszystkiego
2055:  Obciżone o 50% koszt wszystkich wąpierzy.
2060:  Tak!
2061:  Znakomicie.
2063:  Izabela się może poruszyć daleko, mam nadzieję.
2068:  Mam nadzieję, do... Wla...
2075:  Zobaczymy, zobaczymy, jak to będzie.
2077:  Strigoi się jeszcze tutaj przemieści.
2080:  Okej.
2081:  Musimy tylko uważać, żeby ten Strigoi był w takim miejscu, żeby blokował wycofanie się Vlada.
2088:  Mam nadzieję, że to jest możliwe.
2095:  Obawiam się, że nie.
2096:  Musimy odczekać 10 tur, ale to się szybko stanie.
2100:  Okej, nasz Strigoi już jest nam niepotrzebny do niczego, won.
2105:  Zapewnia boost pasywnie.
2107:  Izabela von Karsztajn, świetnie, świetnie, dobrze, znakomicie.
2116:  Utrzymanie minus 100%, tak jest, zmierzamy do tego.
2120:  Tak właściwie, co się u mnie dzieje?
2121:  Nie pytałem, a spoko, by zapytać.
2123:  Czy mam top chat, czy chat na żywo?
2125:  Chat na żywo tym razem jest, chat na żywo.
2130:  Pozdrawiam starą masknę, skampa, skampa.
2135:  No tak, Borówko, dzisiaj stuknęło 30 tysięcy subskrypcji, dlatego cały czas wznaszam wasze zdrowie i zarówno tych, którzy są ze mną na czatach teraz, jak i tych, którzy subują i będą to oglądać później, wasze zdrowie kulajlą.
2149:  Ja, ulubiona whisky, absolutnie.
2151:  Dlaczego Vlad nie ma nosa?
2153:  Ponieważ nie jest tak piękny jak Izabela von Garsztajn, nie oszukujmy się.
2156:  Poza tym Vlad niestety gnije wewnętrznie.
2160:  Jest... Vlad jest po prostu zgniłym kapitalistą, to dlatego.
2170:  Dobrze, najważniejsze, że cały czas dostajemy nowe poziomy dla wampirów, to jest kluczowa sprawa.
2177:  Okej, czy możemy mieć nowe jednostki wampirze?
2181:  O tak!
2182:  Dyscyplina, świetnie!
2184:  Dyscyplina jest dobra, ponieważ daje nam plus do ataku dla wszystkich wampirzy, a my traktujemy tutaj wampiry jako jednostkę piechoty.
2194:  Tu mnie ta sytuacja troszeczkę niepokoi.
2197:  Tropinkę mnie ona niepokoi, tzn.
2199:  niepokoi mnie Luthor Hus.
2202:  Bardzo mnie on niepokoi.
2206:  Eee... okej?
2207:  I okej.
2213:  Czy jestem zainteresowany JoJo's Big Adventure sezonem szóstym?
2216:  Wciąż tkwię w sezonie pierwszym!
2219:  Kiedy zapytałem o von Karstein podczas kampanii Arkana Czarnego, miałem nadzieję na coś mniej serowego, pisze Nathaniel.
2226:  To nie na tych streamach.
2227:  Przeraża mnie to, co się dzieje teraz w Sejmie, pisze Palitka.
2230:  Ja nie mam zielonego pojęcia, co się dzieje teraz w Sejmie, ale jestem już zaniepokojony tym faktem.
2235:  Dzięki, Klosik, za gratulacje.
2236:  Cieszę się strasznie.
2238:  Vlad nawąchał się sera z początku streamu, dlatego mu odpadł nos.
2243:  Wasza teoria jest możliwa.
2245:  Wiecie, co sobie myślę?
2246:  Myślę sobie, że zdecydowanie ta prowincja imperialna i jej armia nie zasługuje na to, żeby istnieć, zwłaszcza, że podejrzewam, iż ma ogromną chęć podbicia naszej prowincji, która służy do tego, żebyśmy my ją niszczyli.
2262:  Nie ma takiej możliwości.
2266:  Nie, nie umarła horda.
2268:  Mejman, dzięki serdecznie za trybut.
2270:  Wlad nie ma nosa, bo nawąchał się sera przed 11 tur.
2272:  Plan był na to, żeby wąchał przez dłużej.
2276:  To zabrzmiało źle.
2278:  Dobrze, usprawnimy umiejętności bojowe wszystkich naszych wampirów.
2284:  Okej.
2285:  A, możecie też się zastanawiać, dlaczego akurat Fort Oberstein?
2288:  Z bardzo prostego powodu, to znaczy do tej prowincji, jak wiatry dobrze zawieją, nasze wampiry mogą wskakiwać od razu do Armii Izabelli.
2301:  Co to, co to, co to, co to?
2304:  Aaaa!
2308:  A z kim oni walczą?
2310:  Bądźmy sprytniejsi, bądźmy, bądźmy sprytniejsi.
2317:  Z kim walczy Ostenmark?
2319:  Walczą z... Po co mają nam rachowacze kości rachować kości, skoro możemy jeszcze dostać od nich troszeczkę pieniążków?
2332:  Takie sprzeczenie lub zmartwienie od Marcina.
2335:  Mianowicie, jak mówisz, żeby się z tobą nie zgadzać i tak dalej, to nie obajasz się, że twoja publiczność stanie się bardziej przytakująca?
2341:  Ja mówię właśnie, żeby się ze mną nie zgadzać, więc ludzie się bardzo często nie zgadzają i polemizujemy sobie radośnie, więc super.
2348:  Bob Nekromancer pisze, że ogląda dwóch miesięcy.
2351:  Pozdrowienia dla ciebie serdeczne.
2353:  Jaką frakcją i przywódco warto zagrać na początek?
2355:  Polecam Lawern, czyli frakcję wysokich elfów i kampanię Okawiru, wbrew pozorom, bo on jest troszeczkę mniejsza.
2362:  To jest kampania Mortal Empire, potrzebujesz do tego dwóch części Murhammera, na tamta jest bardziej kameralna.
2368:  I dobrze wprowadza we wszystkie mechaniki, które się dzieją w grze.
2377:  Witamy proroka Kaczk na czatach.
2380:  O nie, znowu projekt w Sejmie zaostrzający aborcje, przerażające.
2385:  Ciekawe jestem, kiedy ta biopolityka się skończy wreszcie.
2387:  Ikit dzwonił, jest bardzo zły, że grasz w Wampir Rzeczami.
2392:  Dlatego nadrabiamy serem, żeby Ikit się nie gniewał.
2396:  Chaos od wieku próbuje podbić Imperium Sygmarne, od wieku mu się nie udaje, nie uda mu się od dziś i dziś.
2401:  Nie chcę Cię martwić, Dragomirze, nie chcę Cię martwić, ale dzisiaj chaos ma po swojej stronie Izabellę i Lada von Karstein.
2411:  Wiecie co?
2414:  A nie, jeszcze nie mamy Wind of Death.
2417:  Dla wszystkich zastanawiających się, dlaczego nie było cały czas jeszcze bitwy, to dlatego, że nie mamy zaklęcia, które pozwala je wygrywać.
2424:  A, nie jestem w nastroju do niewygrywania bitew.
2429:  Dobrze.
2431:  Łupimy!
2435:  Aaa!
2435:  Dobrze.
2437:  I idziemy tutaj.
2438:  Świetnie.
2441:  Bardzo dobrze.
2444:  Czy to jest wszystko, co mamy zrobić?
2445:  Chyba tak, w tej turze?
2446:  Czy jeszcze w Templehof coś?
2449:  Możemy zwiększyć przychody.
2451:  Dobrze.
2452:  Grimgor?
2453:  Grimgor ma trudną kampanię.
2455:  Grimgor... nie zgadzam się, Szymonie.
2456:  Grimgor ma trudną kampanię, zwłaszcza zrozumienie mechaniki Ła nie jest proste, a poza tym ma Karazę Karak na swoim... swojej głowie.
2465:  Nie ma problemu, odbijemy to z łatwością.
2470:  Elfy są najnudniejsze, ale jeżeli ktoś pierwszy raz się styka z Warhamcem, moim zdaniem jest najprościej.
2477:  Witamy Klarę serdecznie i Norberta.
2482:  Oczywiście, że bierzemy 3000, zawsze bierzemy 3000.
2486:  Teraz tak, jeżeli myśleliście, że to jest cały ser, który mamy do dyspozycji, to absolutnie hold my skaven.
2499:  Bardzo dobrze jest mieć jakiegoś wampira, który jest już od razu na mapie.
2504:  W ten sposób szykuje się do tego, żeby wspomóc nas w naszych wysiłkach przeszłego przemierzania terytorium, w sytuacji, w której chcemy pokonać szybciej jakąś armię, która nie miała prawa nas zaatakować.
2517:  I żeby nadrobić to, to możemy wykorzystać radosny ser.
2522:  Dobrze.
2526:  Zbliżamy się, zbliżamy się!
2528:  O tak!
2528:  O tak!
2540:  Wiem, że mówiłem, pisze Jakub, że zagram dopiero jak remaster wyjdzie, ale wychodzi nowy mod do Gothika.
2545:  Zagram wciąż jak wyjdzie remaster.
2548:  Zawsze się boję tego, że z modem nie będzie coś działało i ja będę mieć z tym problem.
2553:  Ja bardzo nie lubię mieć problemów.
2557:  Czyżbyśmy mieli zniszczyć i zgładzić Wolframa?
2562:  Ktoś, kto się nazywa tak głupio jak Wolfram powinien drżeć z przerażenia.
2569:  Nie potrzebujemy na pewno... Tak.
2573:  I jeszcze jeden wampir powinien troszeczkę nam poprawić sytuację.
2580:  Okej.
2584:  Które elfy, bo są trzy różne rodzaje i różne mechaniki.
2588:  Ytayn, czyli frakcja Tyriona, nie Lannistera, ale Tyriona.
2593:  Tutaj się znajduje Ytayn.
2596:  Stolicą Ytayn jest Lothern.
2601:  Wiecie co, na tę okoliczność polewelujemy troszeczkę, myślę.
2607:  Tak.
2609:  Dobrze, dobrze.
2612:  Wysusanie życia zawsze.
2614:  Dobrze.
2617:  Tu jest troszeczkę niewiele, więc to trzeba nadrobić natychmiast.
2622:  Dobra.
2623:  Jak jest sytuacja u Izabeli?
2625:  Bardzo dobra jest sytuacja u Izabeli.
2630:  Wolfram pasuje na Maga Błyskawic, prawda?
2633:  To jest lore, który jest bardzo niedopracowany magicznie, jeżeli chodzi o Warhammera.
2638:  Mógłby być znacznie lepszy.
2639:  W stu procentach się zgadzam.
2641:  Karazza Karag na niższych poziomach trudności jest ultrapasywna i Grimgor na luzie się snowballuje na jedną armię crossnood, bo tu przypadają dwie armie zielonoskórych plus Wła.
2648:  Okej.
2649:  Ja też rzadko gram z zielonoskórymi, więc to trzeba wziąć pod uwagę.
2654:  Mówiłem, że będzie dla nas łagodniejszy auto-resolve w tym momencie?
2658:  Świetnie, świetnie.
2662:  I oto cała nasza prowincja jest z powrotem w naszych rękach.
2667:  Bardzo szybko uzupełnimy to wszystko, co zostało nam odebrane i możemy już się pozbyć wszystkich jednostek, które są kiepskie i przygotować na radosny spam szkieletami, ponieważ to już czaty troszeczkę zaspoilowały, ale w momencie, w którym gramy wampirami... No to cóż, szkielety są darmowe, tak.
2687:  Strażnik wiedzy, okej, to nie jest złe.
2694:  Krew i strach.
2695:  Dobrze.
2696:  Jeszcze jednego wampira.
2697:  Uuu.
2701:  Potrzebujemy nowego lorda.
2703:  Strażnik wiedzy.
2704:  Mistrz nekromancji.
2707:  Lord wampirów.
2708:  Weźmy strażnika wiedzy.
2711:  I będziemy levelować.
2714:  Które lore uważam za bardziej wciągające.
2716:  League of Legends Warhammera.
2718:  Warhammera.
2720:  Zdecydowanie Warhammera.
2721:  Witamy mi z jesionka i morcia.
2724:  Dobry wieczór, arcymagosie i adepci sztuk wszelakich, pisze mi z jesionka.
2727:  Przepraszam za spóźnienie, choć skończyłem pierniki piec.
2729:  Ale bym zjadł piernika, bogowie.
2733:  Wiecie jaki jest dobry piernik do whisky?
2735:  Dajcie spokój.
2736:  Rocket League nie był uprobowany.
2739:  Moja pierwsza, pisze Mateusz, do Kujawia.
2740:  Kampania w Warhammerze to była rozgrywka Lordem Mazda Młodnim wokół Wiru.
2743:  Lovern rzeczywiście nadaje się na początek.
2744:  W moim przypadku to widzieli się jeszcze ludzie.
2746:  Tak, to jest też dobra kampania.
2747:  Jeszcze ludzie są dość silni.
2749:  Okej, Izabella się przeniesie tutaj.
2754:  I to, moi drodzy, tyle.
2762:  Trzeba zatrudnić rycerzy Ortalionu z trzyma paskami.
2764:  Oni zawsze się pytają, czy ma się problem.
2766:  Strażnik jest trochę taka pani z biblioteki.
2768:  Strażnik jest dobry, bo w odróżnieniu od pani z biblioteki... Skaweński wódz Fisk rzuca nam wyzwanie rękawice.
2780:  Przyjmiemy tę wojnę, walkę.
2783:  To będzie piękna walka.
2784:  Skaweni są cudowni, ponieważ można z martwych wstać tam nieprawdopodobnej ilości jednostek.
2791:  Więc Strażnik Wiedzy sprawia, że można, jeżeli się nagromadzi odpowiednio dużo bohaterów i lordów z taką cechą, budować za darmo.
2799:  Ponieważ, tak, cecha Strażnik Wiedzy się stakuje.
2803:  Oj, to co się dzieje z wampirami, kochani, to są po prostu wspaniałe rzeczy.
2808:  Absolutnie wspaniałe.
2809:  Dobrze, Vlad myślę, że może się już tutaj udać, natomiast Izabela von Karsztajn będzie potrzebna w tym miejscu.
2818:  Z bardzo prostego powodu, to znaczy bardzo możliwe, że wkrótce zaczną nas atakować Skaveni.
2826:  I potrzebujemy być na to przygotowani.
2829:  Dobrze i tak, utrzymanie minus 100% dla szkieletów, to się zdecydowanie przyda.
2835:  I tyle.
2837:  Kiedy Baltasar Gelcem z plugawych wampirów będzie po Karazekarak, nie Karazekarak, tylko po tej kampanii krasnoludzkiej, którą mamy.
2849:  Granie wampirami to jest również granie w This is Total War.
2855:  Czy sądzę, jak zapiszą się, jak sądzę, jak zapiszą się młodsze pokolenia na łamach historii?
2860:  Odczuwam w kościarz, że będą postrzegane jako słabe i naiwne przez urazy do otoczenia, a myślę, że wręcz przeciwnie.
2867:  Okej.
2873:  Bardzo dobrze, bardzo dobrze, o to chodziło.
2876:  Myślę, że wręcz przeciwnie, to znaczy myślę, że współczesne pokolenia przynajmniej nie dadzą się tak oszwabić, jak pokolenie czasu transformacji, które teraz zapowodowało,
2886:  pierdziela 12 godzin dziennie i myśli jeszcze, że to jest fajne i że w ten sposób rozwija się jego kariera.
2892:  A młodzi ludzie zaczynają sobie zdawać sprawę z tego, że być może wzięcie fonfnastego etatu na umowę śmieciową nie jest najlepszym sposobem na życie i być może nie potrzebujemy mieć dwóch mieszkań i czterech SUV-ów, ponieważ nasza planeta w międzyczasie umiera, więc nie.
2907:  Myślę, że jest dokładnie odwrotnie, jak piszesz.
2909:  To znaczy, że młodzi ludzie właśnie będą mega świadomi tego, co się dzieje.
2913:  Tutaj się pozwolę nie zgodzić.
2916:  mistrz nekromancji... Weźmy kogokolwiek, żeby zyskał level.
2930:  Jakub Poleca krok gara na pierwszą kampanię ok.
2932:  Wiry.
2932:  Na początku jest tylko klan Morse, z którym jażdżymy w dowolnej bitwie.
2935:  Świetna pozycja obronna do walki z chaosem.
2937:  To prawda, to prawda.
2938:  Coś w tym jest.
2939:  Klara, dziękuję za motywację do reagowania.
2941:  Będzie poważnie, ale w końcu zapraszam policję do reakcji po wielu miesiącach martwienia się, co się dzieje u sąsiadów.
2948:  Gratulacje, serio.
2949:  Naprawdę.
2949:  To jest kolejna rzecz, która spadła na nas po PRL-u.
2952:  Wiecie, takie przekonanie, że zgłoszenie przestępstwa albo nieprawidłowości
2963:  No, więc to jest głupota absolutna.
2968:  Wspomniałem o nadchodzącym dodatku do Gothic'a, czy mam na myśli kroniki matane dla Gothic 2?
2972:  Nie wiem, mam na myśli remaster pełen, który jest zapowiadany, chyba.
2976:  Czy poleciłbym jakiś program do tworzenia map myśli?
2978:  Easy, Michale.
2979:  Miro, najlepszy program do map myśli, absolutnie.
2982:  Jest to świetna rzecz, masz za darmo do trzech map myśli dostępnych, ale on ma nieograniczoną powierzchnię.
2988:  Ja cały wykład, jeden już od kilkunastu, robię na jednej mapie myśli, ona się coraz bardziej rozbudowuje.
2995:  Jeśli będziesz ciężko wywalczyć, pisze Michał, wypiję sobie kolejny kielich krwi Brytończyka, powiedział Vlad von Karsznej do szkieleta.
3002:  Tak.
3003:  Czy nie boję się przyszłości w sensie globalnego ocieplenia?
3005:  Bardzo.
3005:  Bardzo się obawiam tego.
3006:  To jest jedna z nicznych rzeczy, o których się obawiam.
3014:  Przepraszam, przepraszam, nie mogę się powstrzymać.
3021:  Tak.
3023:  6 jednostek, po co mieć 20, skoro można mieć 6?
3029:  Będą służyć.
3034:  Co?
3034:  Będą wiedzieć o śmierci.
3059:  Vlad już jest potężny.
3060:  Vlad już jest potężny, o to chodziło.
3062:  Och, czyżbyśmy mieli 10 tysięcy?
3065:  Czy oglądałem serial Hawkeye przed przerwałem po drugim odcinku?
3067:  Nie dla mnie kompletnie.
3068:  Przerażająco wprost nudny.
3072:  Czy jest jakaś opcja, żeby nie było limitu 200 znaków?
3074:  Marcinie, to nie ja wymyśliłem niestety.
3076:  YouTube.
3076:  Tak samo jak łapki w dół wymyślił YouTube, że ukrywa.
3079:  Nie ja!
3079:  Na wszelki wypadek.
3080:  Czy używałem freemind do map myśli?
3081:  Tak, tak, dużo używałem.
3083:  Mindmapa też używałem.
3086:  Czego używałem?
3087:  Jeszcze paru, nie pamiętam, gdzieś mam listę.
3090:  Ale głównie używam Miro.
3091:  Witamy z Gretka.
3094:  I witamy Witama oczywiście.
3096:  Czy przeczytałem książkę, która zmieniła mi światopogląd o 180 stopni?
3106:  Widzicie, przy całym moim zachwycie bardziej tradycyjną filozofią kiedyś, przeczytałem Foucaulta i konkretnie przeczytałem właśnie Nadzorować i Karać.
3121:  I to mi zmieniło rzeczywiście światopogląd o 150 stopni, ponieważ Krzysztof w czasach przedstudenckich był raczej po stronie centroprawicowej, o dziwo.
