Total War: Warhammer II — CYLOSTRA DIRELFIN livestream
🔗 https://www.youtube.com/watch?v=R6IbYz1NgRM

3:  Witajcie na streamie.
9349:  Kohortas Kingów to jest coś, co dopadniemy.
9351:  Dobrze i teraz tak.
9353:  Raz i dwa.
9356:  Bo on będzie celował w naszego trupa, wiedząc kto jest MVP tej armii.
9362:  Co to było?
9365:  Nie taki był plan.
9369:  Dobrze, ten trup... Ten trup ma być dobry.
9376:  Bardzo potrzebujemy tych jednostek, one absolutnie nie mogą zostać... Absolutnie się nimi nie może nic stać.
9383:  Dobrze, jeżeli... jeżeli on zabije... ...dwa oddziały, to będzie dobrze.
9392:  Tak, tak, tak, tak, tak, tak, tak, tak!
9398:  No, nie jest źle.
9402:  Udało nam się uciec też, świetnie.
9408:  Tak, udziału dzikich zimnokrwistych nie przewidziałem.
9413:  Dobra, może to się niestety nie udać, tak jak przypuszczałem.
9416:  Strasznie są wytrzymałe te dinożarły.
9426:  Problem jest też taki, że jednostki latające w tej grze nie są dobre, gdyż nie trzymają pola bitwy.
9437:  Skąd ci włócznicy są tacy... szybcy?
9449:  Dobra, spróbujmy inteligentnie teraz do nich strzelać.
9457:  Niestety, cripple fights garnizonowe są najmniej ekscytujące.
9464:  Uciekajcie!
9472:  Dobra, to się nie uda niestety.
9477:  Teraz idea moja jest taka, brakuje nam jednego trupa.
9481:  Gnijącego.
9488:  Tak, gdyby nie to, że mieli te dzikie zimnokrwiste, to jest wszystko ten pieprzony Rite of Primeval Glory, który niestety działa w ten sposób, że nie tylko przywołują sobie ileś jednostek, tylko właśnie mają taką zdolność przywoływania trzech do czterech, z tego co pamiętam, tych nieszczęsnych jaszczurek na pole bitwy, no i to powoduje problemy.
9506:  Najgorsze właśnie jest też to, że Ride of Primeval Glory kosztuje jakieś 17 tysięcy bodajże i uzbieranie przez gracza takiej sumy na poziomie 20 tury jak gramy jaszczuro ludźmi jest niemożliwe, ale oczywiście przez rozliczne cheaty, które otrzymuje SI legendarna, no to się dzieje.
9525:  I mamy tutaj przeciwnika jednak, czyli on oblegał to, ale od drugiej strony.
9530:  Dobrze, ale myślę, że i tak Exoatl jest w tej chwili do wyeliminowania łatwego.
9534:  Ten będzie się starał tutaj robić jakieś małe nam cripple fights.
9538:  Doświadczenie spokojnej wody.
9539:  Zasięg ruchu na Kampa... Oczywiście, że zasięg ruchu.
9545:  Mhm, tak, tak, uciekaj, uciekaj.
9548:  Teraz będzie uciekać oczywiście.
9551:  Zaraz, zaraz, zaraz, Sylostra ma jeszcze... Nie, nie, kurczę.
9556:  Dobrze.
9559:  Tutaj zbudujemy sobie... Co tutaj możemy zrobić?
9562:  Nic nie możemy zrobić.
9563:  Tutaj zbudujemy sobie garnizon jednak.
9566:  Tak, bo coś mi mówi, że go będziemy potrzebować.
9571:  I rozwój.
9574:  Tyle?
9574:  Tyle.
9575:  Co możemy?
9576:  Lojalność nie zmniejszy się, niepotrzebne nam.
9578:  Dalej.
9579:  Palimy przez tury.
9581:  Mam ambicje, żeby przynajmniej skończyć na dwóch prowincjach stream, bo wstyd, żeby była jedna.
9588:  Zwłaszcza, że potem przecież jest cały świat do podbicia, nie wspomnę już o tym, że można pływać sobie radośnie po... Co, co tu się dzieje?
9596:  Co, co tu się dzieje w ogóle?
9603:  Tak, on będzie teraz, on teraz ucie... Dobrze, bo czasami jest tak, że stąd postać ucieka tutaj gdzieś, gdzie w ogóle nie można jej dojechać już później.
9613:  Nawet, nawet nie zaszczycę walką tego przeciwnika.
9617:  Eee...
9620:  Czy my możemy się włączyć w tę walkę, czy nie bardzo?
9623:  Nie bardzo.
9624:  O, ale możemy mieć... Jedną?
9628:  Jedną.
9629:  Dobrze, wystarczy.
9631:  On dostał level.
9633:  Świetnie.
9634:  O Boże, jeszcze Dark Elfy, naprawdę?
9638:  Faktum nieagresji.
9639:  Świetnie.
9643:  Z Dark Elfami nie chcemy teraz ataku.
9645:  O nie, absolutnie nie chcemy.
9646:  To by nas wykończyło.
9650:  Co się tu dzieje?
9657:  Posąg księżyca?
9658:  Mam przeczucie, że on może zostać zaatakowany, więc lepiej nie.
9666:  Lord Mazdamandi się znowu tam pojawił i rekrutuje, ale on nie ma już dostępu do tych zaawansowanych jednostek, dlatego kluczowe było podbicie Exoatl.
9675:  Działa w tej grze to tak, że Esi ma dostęp do zaawansowanych jednostek tylko wtedy, kiedy ma prowincję.
9680:  Jak jest z miastami, jak np.
9681:  elfy podbijają nieumarłych, szczury itd., to populacja się zeruje.
9685:  Nie, populacja się zeruje tylko i wyłącznie wtedy, jeżeli miasto zostanie zrównane do ziemi.
9691:  Pakt o nieagresji, świetnie, dwie tury później, ale jak to?
9694:  Tak, wiem, wiem, ale trzeba próbować.
9699:  Jest taki...
9701:  Jest taka encyklopedia, jedna z pierwszych, która została kiedykolwiek na ziemiach polskich opublikowana.
9707:  Encyklopedia ta nazywa się Nowe Ateny Benedykta Chmielowskiego.
9711:  Tam pochodzi oczywiście to słynne hasło, koni jaki jest, każdy widzi, ale nie o tym.
9716:  O tym, że mianowicie tam się pojawia w którymś momencie hasło dotyczące czegoś o wiele fajniejszego niż konia, mianowicie smog.
9723:  Jest taki podpis, smoga pokonać trudno, ale próbować trzeba.
9726:  I to jest najmądrzejsza uwaga na temat smoków, jaką usłyszałem w całym swoim życiu.
9732:  Pokonamy go, nie?
9733:  Pokonamy go.
9734:  Oczywiście, że wypowiadam wojnę.
9738:  Walczymy.
9741:  Bo w auto-resolve byśmy dostali za duże cięgi.
9746:  Po czym pięć minut później dlaczego przegrywam?
9751:  Ale teraz mamy trzy armaty, więc raczej nie powinno być problemu.
9757:  Zaryzykuję i oczywiście skrupi się to na mnie.
9760:  Naturalnie, że tak.
9766:  To nie jest dobra mapa.
9773:  Tak, miasta mogą być multirasowe, tak.
9776:  Chociaż nie chciałbym być w skórze tego, kto mieszka razem ze skavenami.
9780:  W sumie jest taka bardzo zresztą sympatyczna historia w lore miasta Skavenblight, które na początku było miastem imperialnym, no ale potem się okazało, że
9791:  Potrzebowano pomocy w wybudowaniu jakiejś dużej wieży, jeśli mnie pamięć nie myli.
9796:  No ale problem polegał na tym, że nikt nie był w stanie z deadline'em skończyć, się wyrobić.
9801:  No i był problem, bo oczywiście władca się nad tym upierał i tak dalej, i tak dalej, ale w którymś momencie rozpoczni bitwę, dobra, myślę, że... Nie, ten jeszcze, tego potrzebujemy tutaj.
9811:  No i pojawił się pewnego dnia jakiś tajemniczy przybysz w okolicach Miraliano, to jest miasto, które sąsiaduje z dzisiejszym Skavenblight, które wtedy się inaczej nazywało, i powiedział, że spoko, ja to zrobię przez jeden wieczór.
9826:  I sobie myśleli, no ale gdzie, nie?
9828:  Niemożliwe.
9830:  ale nie zaszkodzi spróbować.
9834:  Rzeczywiście, Przybyszowi Tajemniczemu udało się to wszystko zrobić, miał tylko jeden warunek, mianowicie, żeby zawisł wielki dzwon na szczycie wieży.
9843:  Dzwon rzeczony zawisł i zdziwieni mieszkańcy zaczęli obserwować, jak w miarę kolejnych nocy, po 13 uderzeniach, co ciekawe dzwonu, nie 12, zaczęli znikać z ulicy tegoż miasta ludzie.
9857:  W którymś momencie zaczęło znikać ich tak dużo, że posłano po pomoc do garnizonu Dawii, czyli krasnoludów w Warhammerze,
9865:  I dawi, jak się dowiedzieli o tym, że ludzie znikają z ulic miast, to już wiedzieli, co się święci, w związku z tym zabarykadowali się w forcie i stwierdzili, że niech ludzie se sami radzą.
9875:  Minęły dwa tygodnie, ludzi zaczęło znikać jeszcze więcej z ulic miast, no i w końcu zdesperowani stwierdzili, że będą szturmować te barykady krasnoludów.
9883:  Jakież było ich zdziwienie, jak odkryli, że tam nie było już żadnych krasnoludów, ale same ich szkielety, na wszędzie się kłębili szczuroludzie.
9891:  Tak, powstało Skavenblight, miasto Skavenów właśnie.
9894:  I to chodzi, zresztą jest taki mem Warhammerowski, że przecież imperialni zawsze uważają, że jaszczuroludzie nie istnieją.
9901:  Oczywiście do momentu, w którym nie zginą.
9905:  Wiemy już, że... Griblitz Butolis... Butolis brzmi ciekawie, jest niebezpieczny.
9915:  Bo już parę razy nas dojechał.
9918:  O, o, o, o, o, właśnie.
9926:  Ale ta pozycja obronna nie jest zła.
9934:  No ale właśnie takie drobne historie jak ta historia tego Skaven Blights sprawiają, że jakoś inaczej się mi gra w Warhammera Total War niż jakiegokolwiek innego Total War'a, bo ja jednak uwielbiam lore warhammerowski.
9947:  Co by o nim nie mówić, to tworzą go zdolni ludzie, a też Creative Assembly bardzo dba o to, żeby te mapy i cała reszta była lore-wise dobrze projektowana.
9962:  Dobrze, nasza artyleria musi napieprzać uczników dzikich orków.
9967:  Queen Bess też.
9969:  A ty... doładuj.
9976:  Czy wszystkie oblężenia są takie, że miasto jest dostępne z jednej strony?
9978:  Tak.
9980:  Bardzo krytykowana rzecz ma być... ma być rework tej mechaniki w trzeciej części.
9987:  Bo wszyscy podkreślają, że albo powinno być tak, żeby było właśnie trójwymiary jakieś, albo żeby przynajmniej były jakieś warianty.
9997:  Bo czasem też się dzieje tak, że... U, u, u, tu jest niedobra sytuacja.
10002:  Czasem się dzieje też tak, że miasta są tak skonstruowane, że się nie da ich obronić, niezależnie od umiejętności.
10013:  O nie!
10013:  Zostaliśmy... Zostaliśmy przepisowo onflankowani.
10020:  Sajlostra, jesteś potrzebna na flankach.
10023:  Zapomniałem, że greenski nie uwielbiają flankować.
10029:  Dobra, ta flanka jest bezpieczna, ta jest niebezpieczna.
10037:  Okej, nasza artyleria widzę, że ma problem.
10042:  Bierzcie się za armaty z powrotem, powiadam.
10045:  Dobrze, mają armat.
10048:  Sajlostra.
10050:  Dobrze.
10057:  Natomiast bardzo bym chciał ich jak najbardziej dojechać, bo istnieje szansa, że oni po prostu uciekną.
10074:  Dobra.
10078:  Nie.
10081:  Więc tak, oblężenia wymagają, ojej, straciliśmy tę jednostkę, oblężenia wymagają reworku zdecydowanie, ale ona jakoś, nie wiem, nie pasuje mi.
10090:  To znaczy, teoretycznie powinna być dobra, nie jest, ale chyba i tak mamy ją w pulu, w razie czego, nieumarłych do wskrzeszenia.
10104:  Ale tak, jesteśmy złapani w pole tego miasta, co nie jest złe.
10113:  Tu będzie nam potrzebny, wbrew pozorom, trup wzdęty.
10119:  I... i... oblężonko.
10123:  Znaczy tutaj złupimy.
10126:  Zew przypływu zdecydowanie potrzebujemy, żeby był lepszy, bo na razie zadaje... naprawdę troszeczkę więcej niż chusteczka do nosa.
10134:  Co to jest?
10134:  Ataki stają się płonące.
10136:  Premia do szarży, co brzmi jak coś dla naszego... specjalisty od spraw walki w zwarciu.
10159:  Dawno Sylostra czegoś nie wpiewała, już się za nią stęskniłem.
10164:  Ziombis!
10169:  Dobra.
10171:  Ci idą... A czy tak?
10175:  Ci idą w dwóch rzędach, ponieważ Skaveni też mają taką cudowną właściwość, że czasem przywołują jednostki spod ziemi.
10185:  No, logiczne, szczury i te sprawy.
10189:  Więc na wszelki wypadek tego naszego wzdętego trupa schowamy głęboko, żeby był niewidoczny.
10196:  Wrzeszcząca Silostra pójdzie tutaj.
10198:  To są... Okej, oni mogą zostać tutaj i ci mogą zostać tutaj.
10212:  Dobrze.
10213:  Queen bez... Gdzie?
10216:  Queen bez tutaj.
10217:  Oj, tu zdecydowanie tu.
10225:  Ooo!
10226:  Ooo!
10226:  Czyżbyśmy mieli już wyłom?
10228:  Jak cudownie!
10229:  Jak cudownie!
10233:  Od wyłomu jest lepszy tylko i wyłącznie gratisowy wyłom.
10244:  W co strzela tam?
10245:  Aaa.
10247:  Dobrze.
10250:  Psylostra może użyć już tego ulubionego mojego czaru.
10257:  Dobrze.
10259:  Queen Bess już strzela.
10262:  No, w przypadku skawenów to powinna być... To powinien być drobiazg absolutny.
10278:  W ogóle klucze tak przed tymi wieżami z tego względu, żeby nie strzelały oczywiście w artylerię, nie?
10284:  Dobra.
10285:  I teraz zrobimy sobie tutaj wyłom.
10289:  Queen bezdalej niech strzela.
10294:  I zaklęcia.
10305:  Dobra.
10311:  Fortyfikacje są oficjalnie napieprzane.
10314:  To jest dobra informacja.
10315:  Zła informacja jest to, że w Silostra ktoś usiłuje ostrzeliwać.
10322:  Ale to są tylko procarze, więc... No, ile?
10336:  Dobrze, jeden wyłom jest.
10337:  Potrzebujemy jeszcze drugi, bo tutaj będziemy prowadzić obfity ostrzał.
10347:  A Sailostra niech w sumie... A, ta brama jest otwar... Brama jest otwarta, mmm.
10352:  Mmm!
10357:  Brama jest otwarta, to jest dobra informacja.
10364:  Dobrze, potrzebujemy jeszcze prochu dla Queen Bess.
10369:  No Queen Bess już jest na najwyższym poziomie, jakim może być.
10382:  Dobra.
10384:  Trzeci wyłom.
10386:  I ruszamy ze strzelcami.
10400:  Okej.
10403:  Nie ma już tutaj strzelców?
10406:  Jest niewiele.
10408:  Gwyn bez niej ma amunicji tylko.
10418:  Hmm.
10426:  Wzdęty trup.
10427:  Twój czas teraz.
10432:  Wzdęty trup.
10434:  Tutaj idą nasi strzelcy.
10437:  I wygrana jest w kieszeni.
10440:  Tego się nie martwiłem, że Skaveni zajęli to miasto.
10447:  Bo nie są zagrożeniem.
10455:  O kurczę, trochę za wcześnie z tym eliksirem, ale co tam.
10457:  Nie.
10465:  Poczekamy aż tutaj się ktoś zgromadzi jeszcze.
10468:  Silostra, idziesz tu.
10471:  Queen bez znowu nie ma amunicji.
10478:  Wzdęty trup is the chosen one.
10490:  Dobra.
10491:  Musimy poczekać na odpowiedni moment.
10499:  W sumie Sajlostra może rzucić zaklęcie, czemu nie?
10507:  Dobra, trup poleci tam w takim razie.
10510:  O, o, o, o, o, o, o, o, o, o, o, o. Te dwie jednostki bym chciał.
10516:  Żeby się ładnie zgrupowały.
10519:  Psylosta może coś jeszcze rzucić?
10520:  Nie może.
10522:  Ale ona przecież jeszcze ma Simpów.
10527:  Pokemony to swoją.
10528:  Ojej.
10529:  Swoją drogą był taki teraz film niedawno.
10532:  Znaczy niedawno.
10535:  Detektyw Pikachu.
10536:  Nie widziałem go jeszcze.
10546:  Dobrze.
10547:  Jedna jednostka to wprawdzie niewiele, ale... Co, co?
10555:  Gdzie jest, gdzie jest nasz... O, tutaj jest... Dobra.
10558:  O!
10559:  Czarownik z kawenów.
10562:  Ten mianowicie ma najbardziej uroczą nazwę, jaką sobie można wyobrazić, znaczy po prostu wrzodziarz, jakby po co się zastanawiać nad jakąś nazwą ambitną, skoro można nazwać wrzodziarzem, no jakby... spoko.
10580:  Jak tamta Staunch Line of Spears?
10586:  Pierwszy, pierwszy zanotowany przypadek w historii, w którym szarża kawalerii została powstrzymana przez zbieraninę szczurów z mieczami.
10598:  Celosta ma jeszcze wiatry magii, czy nie?
10605:  Dobrze, tutaj sobie wkroczymy.
10607:  Queen Bess znowu nie ma amunicji.
10610:  Boże, co ja zrobiłem?
10611:  Queen Bess...
10617:  Okej.
10619:  No, Sylostra się robi coraz potężniejsza magicznie, to jest to, co lubię widzieć.
10632:  Lecimy.
10635:  Myślę, że zaraz powinni mieć już...
10638:  Spadek dyscypliny.
10639:  To jest dziwne w sumie, bo... Gdyby to był nasz garnizon, to ten spadek dyscypliny w przypadku Skavenów by nadszedł na początku tego oblężenia.
10649:  Ora.
10654:  Decisive Victories to jest to, co chcemy widzieć.
10657:  No nie no, Wzdęty Trub miał 113, no ale Queen Best 905.
10662:  Na koncie swym.
10665:  Wrzodziarz przegrał nie tylko z wrzodami, jak widać.
10675:  Tak, okupacja.
10679:  Jak z tym?
10679:  On jeszcze nam będzie troszeczkę bruździć, tutaj widzę.
10685:  Dramat.
10686:  Nawet nie rozwój, ruch na mapie kampanii zdecydowanie.
10691:  To jest to, czego potrzebujemy w tym momencie.
10694:  Exoatl jest już względnie broniony, to znaczy ma sensowny garnizon.
10698:  Chcemy większy, ale niczego się nie da mieć naraz.
10702:  Gdzie jest bunt?
10705:  Gdzie jest bunt?
10705:  Gdzie jest bunt?
10706:  Chcę wiedzieć, gdzie jest bunt.
10709:  Nie.
10713:  Nieuchronny bunt.
10715:  Istmus lustri.
10718:  Tu będzie rebelia.
10722:  Potrzebujemy tutaj... Potrzebujemy... O nie, brak funduszy.
10728:  Musimy zwolnić gdzieś fundusze.
10730:  Gdzie możemy zwolnić fundusze?
10734:  Nigdzie.
10734:  Możemy.
10735:  Musimy tutaj zwolnić fundusze, obawiam się.
10738:  Potrzebujemy tutaj mieć... Wampira.
10745:  Tak, czemu mieć wampira?
10758:  Okej.
10763:  Tak, bo tam jest jeszcze w dodatku chaos.
10766:  Więc to jest dość silna rebelia.
10770:  A nie będziemy mieli już szansy... No!
10776:  Tak mi przykro.
10778:  Okup czy okup?
10787:  Jaka tutaj jest sytuacja?
10788:  To są grasanci chaosu z wielką bronią.
10798:  Na wszelki wypadek.
10804:  Wiemy, Silostro, że tak się nazywasz.
10808:  Huhuhu, tu się dzieje.
10814:  Dobrze, dostaliśmy troszeczkę pieniędzy.
10817:  Już nie mamy troszeczkę pieniędzy.
10823:  Ona cały czas powtarza I need an audience w nawiązaniu właśnie do tej audiencji u króla Feniksa, na którą płynęła.
10832:  Też ładny mały ludki akcent.
10840:  Okej.
10842:  Z researchem jest u nas tylko troszeczkę niefajnie.
10847:  Ooo... Rekrutują.
10850:  Niedobrze.
10851:  Nie lubię jak rekrutują.
10853:  Wbrew pozorom... To wszystko... Ooo!
10859:  A to akurat dobra informacja.
10863:  Aaaa!
10868:  Myślę, że się uda nawet na... Na auto-resolve, tak sądziłem.
10878:  Ojojojoj, tak mi przykro, że nie pozostało nic poza śmiechem głodnych bóstw.
10887:  Bardzo dobrze.
10890:  Bardzo dobrze, tak to jest mnie rozgniewać w pierwszej turze.
10893:  Wiesz co, dosłownie oni nas, oni nas dojechali w jakiejś, która to była tura, nie wiem, piętnasta?
10900:  Coś takiego.
10902:  Sajlostra wbrew pozorom,
10905:  na gnijącym lewiatanie jest dobra i dlatego ją weźmiemy.
10912:  Gnijący lewiatan, mój Boże.
10917:  No teraz ten chaos wbrew pozorom jest dla nas problemem, więc ja jeszcze tutaj... Jednostka przeciwpiechotna.
10928:  Ona się przydaje w oblężeniach.
10932:  Coś jeszcze możemy?
10934:  Im więcej wyzdętych trupów, tym lepiej.
10936:  Dobra.
10938:  To jest już tylko po to, żeby nam chaos nie zagrażał tam, bo te armie rebelianckie są niewypowiedzianie wprost silne, niestety.
10946:  To jest kwestia dwóch, trzech tur i mamy do czynienia z gorszą armią, niż te, które nas atakowały.
10953:  Głupi ma zawsze szczęście, więc jakimś cudem nas jeszcze nie zaatakował Markus Wolfhard.
10961:  Potrzebujemy tutaj jeszcze więcej... Teraz pytanie, czy to jest ten moment, kiedy dojeżdżamy z Kegi?
10970:  Tak, to jest ten moment, kiedy dojeżdżamy z Kegi, tylko pytanie, czy oni są z kimś skonfliktowani?
10978:  Świetnie, są skonfliktowani z High Elfami.
10980:  Czy my znamy któregokolwiek z High Elfów?
10983:  Nie.
10985:  To niedobrze, ale High Elfy i tak będą nas kochać za to, że dojechaliśmy z Kegi.
10991:  Na tym etapie High Elfy z Dark Elfami mamy pakt, ale to oznacza, że High Elfy się z nami tak czy siak w którymś momencie zainteresują.
11002:  Teraz już mamy prostszą sytuację.
11004:  Jeżeli tutaj będzie...
11008:  No nic, trzeba okupować.
11011:  Ooo, dostaliśmy najlepszy talizman jaki istnieje.
11016:  Ten talizman bowiem, moi mili, daje nam możliwość zwiększenia ochrony Silostry o 17% przed wszystkimi obrażeniami.
11025:  To jest dobra informacja.
11029:  Nie chcę tego.
11031:  Musimy jakieś małe porządki sobie zrobić.
11033:  Koszt budowy dla wszystkich budynków.
11034:  Zasięg na mapie kampanii oczywiście.
11037:  Koszt budowy też się przyda.
11041:  To są takie małe rzeczy wbrew pozorom, ale one dużo dają.
11044:  Sumują się powolutku.
11050:  Mieszkańcy głębiny.
11051:  Przyzywa jednostkę gnijących prometean.
11054:  To... Nie, to nic nie daje.
11055:  Jednostka gnijących prometean lepsza.
11060:  Okej.
11063:  Chaos się zrobił bardzo silny, więc jeszcze jedna jednostka gnijących trupów nie da szkodzi.
11068:  Rozdętych trupów, nie gnijących.
11073:  Więc w momencie, w którym dojedziemy z Kegi, to już mamy całą prowincję wtedy i można ją zabezpieczać powolutku, a potem to już będzie kwestia... A, wiedziałem!
11082:  To już będzie kwestia kolejnego streamu, przeniesiemy się na wschód, ponieważ tam musi być jakaś cywilizacja.
11090:  Dobrze, chcemy więcej pieniędzy.
11092:  Pytanie, czy to się uda?
11097:  Nie będę ryzykować.
11101:  Potrzebujemy tutaj lostry.
11108:  Teraz.
11109:  No, nie wygralibyśmy inaczej.
11113:  Okej, to oznacza, że ten jest nam niepotrzebny już.
11122:  I podróżujemy do Skegi.
11129:  Dobrze.
11132:  Silostro nie będzie już tak ładnie lawirować po polu bitwy, a to z tego prostego względu, że jest na gigantycznym krabie.
11143:  Przepraszam, lewiatanie.
11145:  I... ktoś ma upgrade.
11149:  Świetnie.
11150:  A w ogóle...
11154:  Podnieciłem się tak dlatego, że to jest lore wampirów, czyli najlepsze istniejące i wiedza, czyli to, co na początku ktoś pytał, w jaki sposób właśnie można zwiększyć ten pool many, który mamy, to jest jedyny, jedyny sposób, w jaki można to zwiększać, więc jest taka praktyka, że się rekrutuje głównie magów właśnie z tą opcją.
11173:  A teraz będziemy musieli ją mozolnie rekrutować.
11176:  Dobra.
11180:  Rośniemy w siłę.
11189:  żeby prawdopodobnie w momencie... Really?
11198:  Ktoś tu jest zdesperowany bardzo.
11200:  Konkretnie Karunor z Mora Południa.
11205:  To mechanika wigoru chyba też jest wzięta z innych Total Warów, to znaczy w momencie, w którym jakaś jednostka, głównie chodzi o konnicę, zbyt dużo biega po polu bitwy, no to staje się zmęczona.
11214:  Dlatego najbardziej elitarna kawaleria ma atrybut perfekcyjny wigor, który sprawia, że właśnie tego zmęczenia nie ma.
11221:  Myślę sobie, że tu będzie bardzo dobre przewężenie, bo ta pozycja ostatnio nam, co zboleśnie pamiętam, nie przysłużyła się.
11234:  Piękny, swoją drogą, akcent z tymi nietoperzymi skrzydłami na Queensbess.
11243:  Raz.
11245:  I... I dwa.
11250:  Trzy.
11255:  I troszeczkę się przesuniemy.
11257:  O, tutaj.
11261:  Bo oni tak czy siak nas zaatakują, więc teraz jest kwestia tego, żeby ich troszeczkę przytrzymać.
11268:  I do tego się świetnie nada nasza kawaleria.
11273:  A oprócz tego jeszcze więcej naszej kawalerii.
11282:  Przebicie pancerza.
11287:  I teraz nasza D.Va ma rzucić zaklęcie życia.
11299:  Dobra.
11301:  Taktyczny odwrót.
11302:  Nasza ar... Dobrze, artyleria już działa.
11304:  Świetnie.
11306:  Poprawimy tylko jej celność.
11310:  Queen bez... Też, dobrze.
11314:  Bardzo dobrze, bardzo dobrze.
11323:  Zrobimy sobie taką szachownicę, to jest zresztą bardzo skuteczna taktyka, najlepiej się sprawdza przy armiach wysokich elfów, które mają najlepszych łuczników, zresztą zgodnie z lore chyba wszystkich istniejących gier i światów fantasy.
11349:  że gigantyczny wielki krab, na którym podróżuje nasza D.Va, ma pewien problem egzystencjalny z poruszaniem się.
11360:  To minie bardzo szybko.
11362:  Dobra.
11368:  Tutaj poprosimy.
11369:  Artyleria też w tych...
11378:  I ponieważ możemy, to przyzwiemy sobie jeszcze raz tę jednostkę.
11383:  Ona jest świetna do przytrzymywania i tankowania wrogów w momencie, w którym artyleria napieprza ze wszystkich stron.
11401:  Dobrze.
11407:  Dobrze, dobrze, dobrze, dobrze.
11415:  W sumie... Dobrze, tu już mamy zasięg.
11443:  Właściwie, tak, tak to ma wyglądać, właśnie tak to ma wyglądać.
11461:  Radość z czarnego prochu.
11465:  Szkoda, że tutaj nie mamy magów prochowych, tak jak u McClellana, bo można byłoby jeszcze poszaleć wtedy.
11471:  Dobrze, ja tutaj zachwycałem się prochem, a tymczasem... ...Sylostra została... ...przydybana przez jakichś grasantów tutaj nieprzyjaznych.
11499:  Ale to już są ostatnie podrygi.
11500:  Ktoś nie ma zasięgu, ci nie mają zasięgu.
11505:  Dobra.
11510:  Widzę, że nasz paladyn głównie ucierpiał, widzę, od Friendly Fire.
11515:  No, no, no, no, no, no, no, no, no.
11517:  Aaa, nie, bo tu jest jeszcze wódz.
11520:  Zapomniałem, że w przypadku tych armii wodzowie są najgorsi.
11527:  Tamci nawet dotrzeć nie zdołali.
11531:  No my... Tak wygląda porządna bitwa polowa z udziałem artylerii.
11540:  No to była dobra decyzja, żeby jednak były jeszcze dwie armaty.
11543:  Zresztą cóż to za statek piracki bez mnóstwa armat?
11548:  Plusem rozwinięcia statku Silostry będzie to, że będziemy mogli rekrutować jednostki z każdego miejsca na...
11557:  Straciliśmy jakąś jednostkę?
11559:  Zdziwiłem się, nawet nie zauważyłem.
11562:  Będziemy mogli wyrekrutować każdą jednostkę z dowolnego miejsca na planszy bez konieczności zawijania do portów.
11570:  Dobra, i... W sumie nawet nie potrzebujemy.
11577:  To jest na tyle beznadziejna jednostka, że... O, Sojlostra ma mobilność, mobilność jej się przyda.
11587:  See this one in my mirror.
11589:  Nie chciałbym... Świetnie.
11597:  Uzupełniamy jednostki.
11600:  I to sobie zajmiemy potem, ale wpierw idziemy do ich stolicy.
11610:  Dostaliśmy Tarczę Uroku.
11612:  Co to nam daje?
11613:  Co to nam daje?
11614:  Utrzymanie dla wszystkich jednostek.
11616:  Okej.
11618:  To się przyda.
11620:  Silostra dostaje... No i to jest ta przepiękna, przepiękna umiejętność Zemsta Van Geista.
11628:  To jest najpotężniejsze zaklęcie w Lore of Deep.
11633:  O, dostaliśmy dwa poziomy nawet.
11635:  Kto to by pomyślał?
11641:  I nasz Wąpierz.
11643:  Świetnie.
11650:  Poziom werbowanych bohaterów teraz się bardzo przyda.
11655:  No tutaj widzę, że wysokie elfy przegrywają z mrocznymi i to jest dobra informacja.
11660:  Tego potrzebowaliśmy.
11664:  Mam nadzieję, że mroczne elfy nie... Okej, mają do nas stosunek ambiwalentny.
11670:  To wystarczy jak na razie.
11674:  Port łupieżców, budujemy port, tu budujemy nic, bo już nie mamy pieniędzy.
11679:  Gdzieś znowu mamy rebelię.
11681:  Gdzie mamy rebelię?
11683:  Na szczytach maku na odmianę, dobra.
11687:  Te rebelie się skończą w którymś momencie, jak ustabilizujemy te prowincje dwie i jak ustabilizuje się również poziom spaczenia.
11693:  To są dwa warunki, które muszą zostać spełnione bezwzględnie.
11700:  Oho.
11707:  Oczywiście, że chcemy dużą nagrodę.
11712:  A tu jest ten przewoźnik dóbr egzotycznych.
11715:  Dobrze wiedzieć, że się zespawnował zaraz koło nas.
11718:  Okej.
11720:  Damy radę.
11721:  Zwłaszcza, że... Zwłaszcza, że... A zróbmy sobie tak.
11735:  Co jest lepsze od dwóch dział?
11738:  Trzy działa.
11743:  I w szczytach maku, gdzie mamy przynajmniej pełen, jaki garnizon jest, no taki średni, potrzebujemy wysokopoziomowego wampira.
11758:  Na przykład tego.
11762:  Dlaczego?
11763:  Bo on ma powiew śmierć.
11766:  A on powinien uczynić nam tę walkę ciut łatwiejszą.
11797:  Przewoźnik dóbr egzotycznych spieprza przed nami tak szybko, jak tylko ile mu fabryka daje, ale myślę, że dojechanie przeciwnika... przeciwnika... przeciwnika dóbr egzotycznych będzie dobrym pomysłem.
11822:  To łatwe nie będzie.
11838:  Czegoś nie robi dla misji z dużą nagrodą.
11845:  Okropna mapa.
11849:  To jest fatalna mapa dla artylerii.
11854:  Koszmarna wręcz.
11856:  Ale poradzimy sobie.
11858:  Będzie trzeba tylko zrobić to troszeczkę bardziej.
11865:  No właśnie tak.
11875:  Koronkowa robota troszeczkę, ale co zrobić.
11878:  Tu potrzebujemy... Nie, tu potrzebujemy dwóch na tyły.
11884:  Później ich przesuniemy.
11890:  Tu.
11896:  Wampir tu.
