Nie ma ognia bez maga ognia — BALTHASAR GELT Livestream #2
🔗 https://www.youtube.com/watch?v=M4K_9rqOrJc

2:  Witajcie w świecie Warhammera!
1657:  Znaczy, nie chcę oczywiście spoilować, ale tam jest taki jeden moment, że wykorzystują także taki worek, który odsysa z człowieka wodę, tylko że to nie jest w żaden sposób wytłumaczone.
1670:  Dobra, walniemy jeszcze raz Searing Doom tutaj, a tymczasem Helmstone Rocket Battery tutaj strzela.
1679:  Grecy nie są biali?
1681:  Nie.
1683:  Nie.
1684:  Znaczy historycznie nie.
1689:  Czy miałbym jakieś porady, jak nie wprowadzać postaci do opowiadania, żeby nie były pchane na siłę jak w Granicy Naukowskiej?
1697:  Zatarać się za każdym razem, jak wprowadzimy, wymyślimy jakąś postać, uczynić ją maksymalnie żywą i zadać sobie następujące pytanie.
1705:  Czy moją postać da się zmienić na rolę, którą pełni?
1709:  Zobaczcie, jak to jest z M albo z Q w Bondzie.
1713:  To znaczy, nie ma żadnego znaczenia, kim jest M czy Q, nie ma znaczenia ich osobowość, prawda?
1718:  Ponieważ to jest M lub Q. I pełni pewną funkcję.
1723:  Tak samo jest w Gwiezdnych Wojnach.
1727:  Większość postaci, która była w oryginalnej trylogii pełni pewną funkcję.
1731:  Na przykład Leia jest bardzo bez taką mdłą postacią, ona jest po prostu księżniczką, którą trzeba uratować, jest to strasznie słabe.
1738:  I dzisiaj może razić i nie dziwię się.
1743:  Witamy serio życie i całą resztę przybywających, witamy Frasuna.
1748:  Wieczór mija fantastycznie moi drodzy, jak żeby inaczej, skoro gramy w Warhammera.
1752:  Zwykle po wykładach sobie gram sam w Warhammera, ale pomyślałem sobie, że ponieważ w soboty nie ma streamu, bo jadę do przyjaciół, to pomyślałem sobie, że fajnie byłoby z wami dzisiaj spędzić wieczór.
1767:  Kusznicy nie są lepsi z możliwością strzelania.
1770:  Tak, oczywiście są lepsi, ale nie na tym poziomie rozgrywki, to znaczy na tym poziomie atakują już nas takie straszne siły wampiryczne.
1777:  Tu akurat walczymy cały czas z garnizonami, ale w momencie, w którym zaczniemy walczyć z poważniejszymi przeciwnikami, zobaczycie, że muszkieterzy są znacznie ważniejsi, ale rzeczywiście w oblężeniach łatwiej jest poradzić sobie z łucznikami.
1795:  No, Grecy są śniadzi, dokładnie.
1798:  Chyba zależy, co się lubi, pisze Erin, są różne rodzaje anime.
1801:  Jednemu się będzie podobać szkolna obyczajówka, innemu nawalanka z mechami.
1803:  Tak, no trzeba też wyczuć, który gatunek jest dla was, ale ja zwykle polecam Full Metal Alchemist Brotherhood, ponieważ tam jest najwięcej charakterystycznych motywów dla anime i tropów i można dzięki temu zapoznać się z gatunkiem.
1817:  Chociaż ja na przykład zaczynałem przygodę z anime od Ergo Proxy.
1824:  Dobry wieczór, Wolf.
1829:  Pana Marudę witamy.
1833:  Jak wiadomo, klasyczny tekst.
1836:  Niszczyciela uśmiechów dzieci.
1839:  Boże, Dem się nigdy nie zestarzeje.
1842:  Żeby to... Kto w nas strzela?
1846:  Nie, wykluczone.
1851:  Już sam wygląd planety delikatnie sugeruje, jaką wagę ma woda, pisze Nadia Lewi w odniesieniu do Dune'y.
1855:  Z tego, co mówicie, dochodzę do wniosku, że dla przeciętnego zjadacza popcornu, jak coś nie jest wyłożone łopatą, to nie istnieje.
1859:  No tak, no słuchajcie, dlatego funkcjonują przecież te rozbudowane opisy w ekspozycji.
1867:  Szybki kurs teorii narracji od Krzysztofa.
1872:  Macie coś takie jak...
1873:  Piramida Freytaga, pisane przez Y. Na początku ekspozycja, potem punkt kulminacyjny, a na samym końcu jest rozwiązanie akcji.
1882:  Niestety w szkołach zostało to zidentyfikowane, moim zdaniem, błędnie, wyłącznie ze schematem noweli.
1888:  Bodajże Sokół Boccaccia.
1892:  O tak, o tak.
1893:  Przepiękny czar.
1895:  Wspaniały czar.
1896:  Gehenna z Golden Hounds.
1898:  Złote ogary Gehenny.
1901:  Czy może być coś piękniejszego?
1908:  Dobra.
1910:  Bam.
1913:  Nareszcie Warhammer cieszy się kumak.
1915:  Cieszę się również.
1916:  Nie Evangelion wcześniej.
1917:  Wiecie, Evangelion już jest trochę stary i, szczerze powiedziawszy, ja bym brał to pod uwagę.
1922:  Jak ktoś nigdy nie miał do czynienia z anime, no to może się zrazić do Evangeliona, bo tam jest kreska, która, no wiecie no, przy takim Unlimited Blade Works wypada słabo.
1932:  Death Note jest bardzo dobry jako anime.
1935:  Jestem zapoznany z twórczością mas i słyszałem co odwalał Uroboros przy wydaniu nowej części Dworów.
1940:  Nie, nie, nie jest w szampando, absolutnie.
1943:  Półmetal Alchemist mnie osobiście znudziło comic reliefami.
1946:  Nie no, sorry, no!
1947:  Przecież, przecież, Admirał... Boże, nie Admirał.
1951:  Jak on się nazywa?
1953:  Nie, to nie jest Admirał, pomóżcie mi.
1956:  Anderson, Kapral Anderson.
1957:  Przecież on jest wspaniały!
1959:  Kapral?
1960:  Anderson!
1961:  Major!
1962:  Major Anderson!
1962:  Boże, Kapral, Admirał, Major, Krzysztof.
1965:  Armstrong, nie Anderson.
1966:  Dobrze.
1970:  Nie strzelajcie.
1971:  Ja nie pamiętam niczego.
1975:  Nie bez powodu uczyniłem z tego mem na tym vlogu.
1980:  Mnie też uczyli o nowelach na podstawie sokoła.
1982:  Słuchajcie, to nie jest dziwne, ponieważ poloniści od 80 lat uczą na podstawie tego samego, a tymczasem to jest głównoprawda z tym sokołem, że to jest taka trójkątna budowa, ponieważ każdy, jak zobaczycie na każdy film kiedykolwiek nakręcony, to on jest robiony na zasadzie piramidy Freitaga.
1996:  To jest pisanie wypracowania tylko po to, żeby się go nauczyć na pamięć?
1999:  Umieć werycytować ma szansę w nauce języka obcego.
2002:  Nie ukryty smoku nie ma żadnego sensu, jest to kretynizm.
2006:  Czy Baltazar zmienia także więźniów w złoto?
2008:  Tak absolutnie... Co tu się stało?
2011:  Zostawcie!
2013:  Zostawcie naszą artylerię!
2018:  Boże, żeby przeżyła.
2020:  Umknęło mi to w ogóle.
2023:  wstrętne wambiry.
2025:  Dlaczego główny komendant z Fullmetal Alchemist kojarzy mi się z Matoushem?
2029:  Nie mam pojęcia.
2030:  Jeśli chodzi o anime, to Uiku poleca JoJo Bizarre Adventure.
2036:  Okej, ale ja będę zaznaczał, że jeżeli ktoś nie miał styczności z anime, to może dla niego być ono dopiero bardzo dziwne.
2044:  Armstrong ma silne ręce.
2045:  Tak jest Alex Louis Armstrong.
2049:  Legendarna pamięć do imion Krzysztofa Strikesback.
2053:  Nie da się ukryć, moi mili, nie da się ukryć.
2056:  Zresztą nie próbuję tego ukrywać.
2058:  A co się dzieje z drugą naszą... Wiecie co, jeżeli stracimy tę artylerię, to jest naprawdę bardzo zła wiadomość.
2067:  Okej.
2069:  Castlevania jest też dobra na początek.
2071:  Tak, ale znowu, wiecie, jest dużo osób, które, gatekeeperów anime, którzy powiedzą wam, że to jest nietypowe anime, bo ono jest zachodnie i tak dalej, i tak dalej.
2080:  Przeczytałem książkę Songs of Achilles, Retelling Eliady, nie Hephaestion, ale czytałem Ilion Dana Simonsa, też Retelling Eliady.
2088:  Retelling dla tych z was, którzy nie wiecie, co to jest, to jest opowiedzenie na nowo, najczęściej w taki realistyczny, nazwijmy to, sposób jakiejś baśni albo mitu.
2096:  Oczywiście, że gramy Bazaltem Geltem.
2098:  Oczywiście, że tak!
2100:  Najlepsza postać.
2102:  Dobra, czas podprowadzić wreszcie naszych strzelców.
2107:  Powiedzcie mi, że nasza wyrzutnia przetrwa.
2111:  Wiecie co?
2112:  Wycofajmy ich na wszelki wypadek.
2114:  Jest pięciu, więc zasada w Warhammerze mówi, że jeżeli czterech przynajmniej zostało, to powinni przeżyć.
2120:  Ale zobaczymy.
2124:  Oni nigdy się nie zmierzą!
2154:  Kirkę nie czytałem.
2155:  Czy jest szansa zobaczyć Hadesa na streamie?
2157:  Planuję.
2158:  Bo nie grałem jeszcze, a chciałem zagrać.
2160:  A teraz generalnie mam tak, że jeżeli w coś gram, to zwykle robię to na streamie.
2164:  To polubiłem.
2165:  Uzależniająca rzecz, moi mili.
2168:  A dobre uzależnienie nie jest złe.
2172:  Dobra, teraz... Przepraszam, co się dzieje z naszym Magusem?
2175:  Dlaczego wszyscy... Dlaczego wszyscy tracą żywotność u nas?
2179:  Oburzające.
2182:  Dobra.
2183:  Polecam dwa razy włączać magiczne przewodniki, czyli Arcane Conduits, bo wówczas macie większą szansę na to, że szybciej będą się regenerować wiatry magii.
2195:  Red Dead Redemption 2 będzie po Wiedźminie, tak?
2197:  Obiecałem.
2201:  Tu się nie zmienia.
2204:  Imperialne Katiusze.
2205:  Best unit ever.
2206:  Change my mind.
2208:  Chyba nie ma ich w Warhammerze Total War.
2210:  Czy czytałem coś Mass?
2211:  Sorry, Jane Mass?
2212:  Nie.
2213:  Jeszcze.
2213:  Czy oglądałem Doro Hydro?
2215:  Zarówno Świat Magów, jak i sama magia jest ciekawie przedstawiona.
2217:  To znaczy jak?
2218:  Chętnie się dowiem.
2221:  Deśleć się przekobywać przez antyki polskich wydawnictw mangowych i dokończyć doktora Slumpa.
2225:  Wspaniałego wieczoru.
2228:  O, Król Szamanów też oglądałem, ale to dawno, strasznie dawno.
2238:  Wampiry wysusają życie z jednostek?
2240:  Nie w tej grze.
2243:  Dobra, jeszcze raz.
2246:  Widzę, że nasi strzelcy sobie świetnie radzą.
2248:  Może skoncentrujmy się na Hermanie Dietrichu.
2251:  Z frakcjami wampirycznymi jest tak, że jeżeli ustrzelimy Lorda, to w zasadzie jest taka kara do dyscypliny, zobaczcie, że jest rozpad.
2261:  Dezintegracja, innymi słowy.
2264:  To jest największa słabość wszystkich jednostek wampirycznych.
2268:  W ile czytam tak średniej wielkości książek?
2270:  W ile czytam średnią wielkość książkę?
2274:  Ja czytam mniej więcej 100 stron na godzinę.
2278:  Polecam Oblubienicy Czarnoksiężnika od Anuki.
2281:  Fantazy, dziewczyna, która chce być czarnoksiężnikiem.
2283:  O!
2284:  Czarnoksiężnikiem?
2286:  Czarnoksiężniczka?
2288:  I żyć w tym świecie i według mnie pełne spektrum emocjonalne, to już osobiste.
2292:  Ja się naprawdę nie obrażę za przypomnienie o tym na Discordzie naszym.
2296:  Wpadajcie, holistyczna agencja, eskapistyczna.
2298:  Jest link w opisie.
2299:  Przetrwał, przetrwała mam artyleria!
2313:  Utrzymanie dla jednostek kuszników i włóczników.
2316:  Hmm, okej.
2317:  To jest nam kompletnie niepotrzebne.
2320:  Dobrze, dobrze.
2322:  Wzrostu potrzebujemy.
2325:  Bardzo niepokoi mnie to, co się stało z naszym Magusem.
2328:  Drugim Magusem zrobimy sobie zwiad, bo podejrzewam, że w Drakenhof mamy naprawdę duże szczęście.
2333:  Wampiry musiały być zajęte walką gdzieś indziej.
2336:  Wampiry mają genialnych bohaterów, tak, tylko, że AI ich nigdy nie rekrutuje.
2343:  Planuję bardziej zaangażować się, pisze Barczyński, w holistyczną społeczność na Discordzie.
2346:  Ostatnio korzystam z polecanych ci narzędzi ze światowca, pisząc książkę.
2349:  Ojej, jak się cieszę!
2350:  Bardzo się cieszę.
2351:  Wspaniała wiadomość.
2356:  Mmm.
2358:  W 100 na godzinę to idzie mandat.
2359:  Nie wiem, czy doszła do ciebie informacja, pisze Paweł, ale Dawid myśliwiec w ostatniej przegadanej godzinie polecał nie na kanale i stwierdził, że gdyby wrócił na uczelnię, to by zmienił podejście do nauczania.
2366:  Tak, słyszałem to.
2368:  Nawet mu zadążyłem już podziękować, ale nie zaszkodzi jeszcze raz.
2370:  Dzięki Dawidzie.
2371:  To jest właśnie bardzo miłe to jest.
2373:  Uuuu.
2377:  Stosunki dyplomatyczne.
2381:  Stosunki dyplomatyczne są za słabych.
2383:  Oczywiście, że skrócenie czasu przeładowania dla artylerii.
2387:  Fort Sol?
2388:  Uuu, Fort Sol jest na czwartym poziomie, to znaczy, że już nie będziemy mieć trudności z obroną.
2393:  Sprawdźmy, czy jest... Nie możemy już rekrutować magów.
2395:  Najgorzej.
2398:  Najgorzej, absolutnie.
2400:  A propos Iliady, czy mnie też męczy zheterowanie i uzachodnienie mitów greckich, zwłaszcza to, co omawiamy w szkole i tak okropnie spłyca przekaz utworu?
2406:  Tak, bardzo.
2408:  Zwłaszcza, że naprawdę interesujące, przeinteresujące mity to są te, które są rzadziej czytane i to tak zdecydowanie rzadziej czytane.
2415:  Dwie tury do buntu, świetnie.
2419:  Moi drodzy, możemy już elektora nulln wyznaczyć.
2422:  Wyznaczanie elektorów się opłaca.
2424:  Dlaczego?
2425:  Dlatego, że możemy mieć Gniew Imperatora, czołg parowy, tak, tak.
2434:  Zaraz nadrabiam czaty.
2435:  Słuchajcie, kochani, to oznacza jedno.
2437:  Pozbywamy się, wiem, zanim wrzaśniecie.
2439:  Krzysztof, co ty robisz?
2441:  Wierzcie mi, wiem, co robię.
2443:  Gniew Imperatora, czołg parowy numer jeden.
2449:  Czy myślałem, żeby grać modem Grimhammer?
2452:  Dodaje dużo jednostek i zmienia balans gry.
2454:  Boję się zmienienia balansu gry bardzo, bo ja muszę... Pamiętajcie, że ja muszę mieć dostęp do wersji Vanilli z uwagi na to, że... No właśnie, badam gry, nie?
2462:  Zawodowo.
2464:  Nie chce mi się nigdy później odinstalowywać modów.
2467:  Witamy w Sylwanii, Niemcy wschodnie.
2468:  Absolutnie.
2471:  Dobry wieczór, Palitko, dobry wieczór.
2474:  Pora zdobyć Drakenhof?
2476:  Trudno się nie zgodzić, Dragomirze, absolutnie.
2479:  Nie zawsze ciekawi, pisze Panda, podział na Czarownicy, Wiedźmie Czarodziejki, Czarnoksiężników i Czarnoksiężniczki itd.
2483:  Często mnie irytuje, jak ludzie używają tego, jak są synonimów.
2485:  To absolutnie nie są synonimy!
2487:  W życiu!
2490:  Anime zdecydowanie jest dziwne, pisze Nyx.
2492:  Mój znajomy zachęca mnie do obejrzenia Attack on Titan.
2494:  W pewnym czasie mnie złamał i szczerze nie żałuję.
2496:  Potem obejrzałem nawet JoJo Castlevania i B&I... B&A?
2498:  B&A?
2498:  B&A?
2499:  B&A?
2499:  Nie wiem, co to jest B&A.
2502:  Wiecie, dlaczego tak postrzegamy anime?
2505:  Wiecie, prawda?
2506:  Ono jest postrzegane tak z bardzo prostej przyczyny.
2509:  To znaczy, warunkuje się nas do negatywnego postrzegania komiksów i pochodnych utworów i animacji od samej szkoły przecież.
2521:  Myślę sobie, że jeszcze jedną rzecz zrobimy.
2524:  Będziemy tracić straszliwą liczbę kuszników, ponieważ wolę mieć następnego maga.
2530:  I tutaj potrzebujemy murów.
2532:  Tak, zdecydowanie potrzebujemy murów.
2534:  Fildorf ma chyba już dobre mury.
2536:  Tu jest jakaś sytuacja.
2538:  I wzrost.
2539:  To jest budynek wzrostu, to jest budynek, który daje nam przykłód, a to jest budynek, który daje nam jeszcze więcej przychodu.
2545:  Dla tych, którzy nie znają Warhammera, staram się jeszcze dawać jakieś protipy.
2554:  Czy oglądałem Invincible?
2556:  Jeżeli chodzi o niezwyciężonego, starego Christophera Nolana, to tak i kocham, a jeżeli chodzi o serial, to mi się niezbyt podobał.
2564:  Blitzkrieg, tak jest, mamy Blitzkrieg.
2567:  Doomstack za 360 tur, prawda?
2569:  Jesteśmy bardzo blisko.
2572:  Na wykładach online pisze Kratus Bóg Wojny.
2574:  Och!
2575:  Proszę, proszę.
2576:  Wykładowca ma słaby mikrofon i po kilku wspomnieniach o tym uznał.
2579:  No trudno, trzeba to przetrwać.
2580:  Mam nadzieję, że wrócą stacjonarne wykłady.
2581:  Ja nie chciałem online.
2582:  Wkurza mnie to, bo profesor powinien zaakceptować nowe sposoby dydaktyczne i je usprawniać, zamiast próbować przetrwać zdalne i iść na powrót do komfortowej przeszłości.
2589:  Nie mógłbym się bardziej zgodzić.
2590:  Ja kupiłem swój pierwszy mikrofon na wykłady zdalne.
2594:  Jeszcze możecie go zobaczyć na moich archiwalnych firmach na kanale.
2598:  A teraz ten mikrofon ma moja mama, która z jego pośrednictwem robi wykłady, więc wiecie.
2603:  Są tacy wykładowcy, którzy są ogarnięci i takich, którzy nie są ogarnięci, trzeba wyśmiewać regularnie.
2608:  Tak uważam.
2610:  Wiecie co, na wszelki wypadek, bo tu jest konnica, ja się jej troszeczkę boję, więc na wszelki wypadek stoczymy tę bitwę manualnie.
2619:  Duża część anime jest na żenującym poziomie?
2621:  Tak, El Gioni jest, ale duża część w ogóle sztuki jest na żenującym poziomie.
2626:  Wystarczy pójść do muzeum na wystawę sztuki współczesnej, a zauważ, że nikt nie mówi, o, ja nie oglądam, nie chodzę do muzeów, bo duża część muzeów jest na żenującym poziomie.
2635:  Nie, tego nie robimy, więc...
2636:  Ja z tym tylko walczę, żeby nie patrzeć na medium tak całościowo, tylko po prostu oceniać.
2641:  To jest kiepskie, mi się nie podoba, a tamto mi się podoba, tak?
2645:  Samo medium, no ja szczerze powiedziawszy, znam niewiele, naprawdę niewiele takich utworów, które by mnie tak ucieszyły i tak wgniotły w fotel, jak na przykład właśnie Ergo Proxy.
2660:  No nie widziałem.
2661:  Protip numer dwa.
2663:  Jak macie artylerię imperialną, to ona lubi chybiać, więc lepiej jest tak się ustawić.
2669:  Legend swoją drogą w Total War też zaczął to testować ostatnio w swoich bitwach, chociaż brakuje mi jego streamów.
2676:  Ja tylko daję jeszcze za artylerią linię wojsk.
2680:  Dobrze.
2682:  Nadrabiam czaty w tak zwanym międzyczasie.
2685:  Kiedyś wspomniałem o tym, że nie przepadam za incantatio zaklęć.
2687:  We wszelkich uniwersach, pisze pan Maruda, czy pod tym słowem rozumiem tak, że gestykulację wyrzucić zaklęcie?
