Wielka ucieczka — THOREK IRONBROW livestream #2 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=J7t_63q-mDg

2:  Witam wszystkich!
1865:  Nie możemy sobie na to pozwolić.
1867:  Rozegraliśmy jedną bitwę, w której rzuciliśmy się na jednego dziadka na wózku, jak dotąd.
1873:  Oj, powiedziałbym paladyn miłej pracy, ale raczej powiem szybkiego jej skończenia.
1878:  Szukam inspiracji jak można nazwać magów, którzy wykorzystują magię na sobie, coś w rodzaju wzmocnienia.
1882:  Wymyślam podział na różne kategorie, coś jak z angielskiego Reinforcer Enhancer.
1888:  No wzmacniacz brzmi bardzo źle, więc liczę na inwencję czatu.
1893:  Ja wymyśliłem jeden rodzaj nazwy dla maga, to znaczy czasodziej dla maga, który ma możliwość manipulacji linią czasową.
1903:  Ale to jest wszystko, co kiedykolwiek mi się udało wymyślić.
1908:  Mamy?
1908:  O, tak, tak, tak, mamy bombowiec.
1910:  Bombowiec zostanie użyty.
1915:  Dobra.
1917:  Zobaczycie też, jak funkcjonują runesmiths.
1920:  A funkcjonują dobrze.
1923:  Wzmacniacz operacyjny odwracający fazę.
1926:  Nie ma to jak krótka nazwa.
1928:  Wyobraźcie sobie, jaką trwogę musi wzbudzać na polu bitwy.
1932:  Och, jak piękne sfinksy.
1936:  Ach, wspaniałości.
1940:  Bombowce krasnoludzie mają tę właściwość, że mogą napierdzielać takimi bombami zapalającymi.
1945:  Zobaczymy.
1947:  O, Augmentyk, to jest świetna propozycja.
1953:  Oj, oj, oj, oj, oj, oj, oj, oj, oj, oj!
1957:  Czyżby była bomba, czyżby bomba, boooombaaaa!
1962:  Tak.
1964:  Nasze bomby całkiem niezłe obrażenia zadały już.
1971:  Skupiamy się na jednostkach dystansowych.
1976:  One nam zagrażają najbardziej.
1982:  Ojej, ojej, ojej.
1984:  Niestety bardzo oberwaliśmy.
1986:  Wzmak!
1987:  Wzmak też jest piękny, podoba mi się.
1991:  Ale jak na Młot, Niebios i Żyrobombowiec, to muszę powiedzieć, że te... No, zostały bardzo te kameleony z Kingów usprawnione.
2002:  Dawniej nie były tak mocne, bo Jastroludzie też mieli duży buff w tym dodatku.
2009:  Co sądzę o filmach Wes'a Andersona?
2011:  Musisz mi podać jakiś tytuł, bo nie kojarzę.
2015:  Uuuu!
2016:  Czas na runę!
2019:  Czas na runę!
2021:  Rrrrrruna gniewu i ruiny!
2027:  Fas-spaniałości.
2030:  Ale... Tępy krasnolud, wycofaj się!
2035:  Za dużo piwa w browarze Bugmana!
2039:  Wycofaj się!
2041:  Nędznik.
2042:  Trzeba go jakoś wzmocnić, ale niestety mamy ograniczone możliwości, więc jedyne, co nam zostaje, to napierniczać z naszych wymazywaczy urazy.
2051:  Czy będę ogrywać w Beastmenów?
2052:  Myślę, że tak.
2053:  Beastmeni są dobrą opcją do pogrania tuż albo zamiast skavenów, albo tuż po nich.
2059:  Swoją drogą, też informacja szybka, nasze katapulty mają ataki ogniowe, to nie jest domyślna rzecz.
2069:  Wiecie, to jest nawet dobra sytuacja to, co tu się stało.
2073:  Tak, to jest dobra sytuacja wbrew wszelkim pozorom.
2082:  Dobrze, dobrze, dobrze, dobrze, bardzo dobrze.
2084:  I teraz na ramieżnik wali jednostki.
2090:  O tak, o tak.
2093:  Na ramieżnik to jest specjalna piechota z miotaczami ognia, którzy wyrzucają parę sprzężoną.
2099:  Sprężoną.
2102:  Aaa, Grand Budapest i Wyspa Psów, bardzo cenię.
2104:  Grand Budapest chyba zwłaszcza.
2111:  Oj, oj, oj, oj, niedobrzy... Niedobre rzeczy się dzieją z naszym bohaterem.
2115:  Musimy go wycofać.
2117:  Albo...
2128:  A, już wiem dlaczego, bo atakuje go Takal.
2132:  Jeszcze do tego pewny siebie.
2134:  Zniszczyć Takala natychmiast.
2141:  I może wyruszymy, wyruszymy naszymi... O, o, o, o, bardzo dobrze, bardzo dobrze, bardzo dobrze.
2152:  Tu się coś dzieje, co wymaga naszej interwencji.
2158:  Dzień dobry, dzień dobry.
2159:  Iron Breakers mają cudowny atak dystansowy jeszcze do tego wszystkiego.
2165:  Wszystkie jaszczurki zniszczyć.
2167:  Świetnie!
2169:  Prymitywne organizmy pieszkają przed mężnymi Dawii.
2173:  O to chodzi.
2174:  O to chodzi.
2178:  To jest powód, dla którego my używamy tych zabójców.
2180:  W ogóle to jest pierwszy raz, kiedy ja używam zabójców, bo zwykle tego nie robiłem, no zwróćcie uwagę dlaczego, znaczy mają niesamowite straty.
2188:  Ale póki nie mamy naszego Doomstaka, to będzie ciężko.
2191:  Kogo dzisiaj gromimy?
2193:  Myślę, że w pierwszej kolejności właśnie ostatni obrońcy, Last Defenders na ich czele, Kroggar.
2198:  Rzeź Reptilian, absolutnie.
2199:  Dzisiaj w menu mamy jaszczurki.
2202:  Tak, tak.
2206:  Jako, że kanał znam od niedawna i trochę nadrobiłem, naszło mnie, że równie niedocenione jak nie bardziej.
2211:  Jak duka jest Krzysztof Piskorski, Cienioryt i 44.
2213:  Absolutnie się zgadzam, znakomite powieści.
2216:  Cienioryt dostałem kiedyś od taty.
2220:  A może to było 44, coś takiego.
2222:  No, znakomita rzecz.
2225:  I pięknie, w ten sposób, choto chytry, mamy... Proszę bardzo, mamy jeszcze zbudowaną tu jedną rzecz za darmo przez te prymitywne organizmy.
2233:  Bardzo dobra wiadomość.
2236:  I, i, i, i, i, i... Zmocnienie pancerza.
2241:  Coś możemy tutaj dorekrutować jeszcze.
2245:  No... Tak, zrobimy w ten sposób.
2251:  Żeby nie płacić za dużo.
2253:  Krasnoludy nie lubią dużo płacić.
2262:  Tak jest, walka szybka.
2263:  Ostatni re... Drrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
2275:  Ostatnio zacząłem kampanię tym lordem i na starcie zdobyłem orkowych najemników.
2279:  Wybrałem kawalerię Karnozaura.
2280:  Szarża tych jednostek działa jak runa gniewu i runy na jedną jednostkę.
2283:  Ło!
2283:  Oho!
2284:  Nieźle!
2288:  Dlaczego imiona bogów chaosów są tak trudne do zapisania?
2290:  Żeby nie można było ich łatwo wezwać?
2295:  Zmierzamy do standardowego Doomstacka Krasnoludów, to znaczy na początek będziemy mieli na pewno Doomstack Kuszników i Mścicieli z uwagi na boost Toreka, to absolutnie, tylko że niespodzianka, niespodzianka, my wciąż nie mamy możliwości rekrutacji tych jednostek za bardzo.
2308:  Tu będziemy mieli taką możliwość, ona nam się tutaj dopiero otworzy, więc musimy niestety się wstrzymać.
2313:  Jak to jest sytuacja, bo nam chodziło o to bardzo dobrze, bardzo dobrze, żeby tutaj mam być bunt w tym miejscu, o to nam chodzi.
2322:  O to nam chodzi.
2322:  Teraz tak, teraz tak, co powinniśmy uczynić?
2328:  Kiedy twoja rasa wymyśliła broń, proch palny, miotacze ognia, żyrokoptery, bombowce armaty i cały nowy dział magii, jakieś naćpane jaszczurki walczą z tobą za pomocą kamieni i ostrych patyków.
2338:  Bardzo się cieszę, że na czacie mamy resentymenty w kierunku jaszczur ludzi.
2344:  Podzielam je.
2349:  Chyba zrobimy tutaj to samo, ten sam trik, jeżeli chodzi o podbicie Lybarasu, bo nie chcę stracić znowu całej armii.
2357:  Jak rozpocząłem przygodę z fantastyki od malowanego człowieka wypożyczonego z biblioteki miejskiej za kartę, którą wyrzuciłem od ludzi z ulicy.
2363:  Ojej, no proszę.
2365:  Ale w ogóle cud, że był w bibliotece malowany człowiek, bo bardzo jest dużo bibliotek w Krakowie także takich, gdzie po prostu fantastyki nie ma.
2372:  Marek zaczął kampanię jako Kateb Grant.
2375:  HAIROFANT KATEB!
2377:  I postanowił, że utrzyma przy życiu leśne bliźniaczki.
2380:  Ujujuj!
2381:  Dlaczego one wypowiadają wojnę wszystkim na potężniejszą mocarstwom naraz?
2384:  Bo to są strasznie pizdowate elfki, taka prawda.
2393:  Nie, nie będziemy tutaj mieć tego.
2395:  Potrzebujemy lorda.
2400:  Stratek, o!
2404:  W sumie im więcej będziemy mieli tych, tym lepiej.
2408:  A tymczasem przemieszczamy się w kierunku, tutaj, Polany Zagłady.
2420:  Michał pisze, idą dwa krasnoludy, jeden pyta drugiego, skąd masz taki piękny topór, na co drugi odpowiada, ojciec mi sprzedał zanim umarł.
2429:  Cali daui.
2436:  Te jaszczurki są mięsnymi dronami zaprojektowanymi przez pradawnych jak najbardziej.
2440:  Taki jest lore jaszczuroludzi tutaj.
2443:  I mają niewątpliwie jedną z najpotężniejszych magii dostępnych dla siebie.
2449:  No, z tą ponurą różnicą.
2452:  Tutaj się zasadzimy w zasadce, jak to z zasadzkami bywa, a potem nasz niejarra niszczyciel klanów.
2459:  Absolutnie nie, to jest zła nazwa.
2463:  To będzie Jatra Zasaćca, ponieważ Jatra Zasaćca będzie robił lokację miast na prawie, może nie magdeburskim, ale alefdorwskim.
2480:  Autonomia twierdz, nie.
2481:  Koszty działania bohatera, nie.
2483:  Stosunki, nie.
2484:  Wymienne części, utrzymanie dla jednostek artylerii, tak, to się nam przyda.
2489:  Gdzie znowu bunt?
2498:  Tyle w temacie buntu.
2500:  Te garnizony robią się coraz lepsze, chociaż jak widzicie bunt jest za buntem tutaj.
2505:  Zaraz będziemy mogli rozbudowywać nasze fortece tam.
2512:  Czy granie elfami to grzech śmiertelny czy tylko grzech?
2515:  Zależy którymi elfami.
2516:  Jeżeli high elfami to jest to grzech.
2519:  Jeżeli wood elfami to jest to grzech śmiertelny, ponieważ z tymi cholerami się nie da wygrać nigdy.
2526:  Nie, ale teraz po patchu Wood Elfy mają bardzo ciekawą... Elfe leśne.
2530:  Mają ciekawszą kampanię, to znaczy muszą się teleportować między swoimi drzewkami, je podlewać.
2536:  Tych drzewek jest kilka, tu jest jedno drzewko, tu jest drugie drzewko, tutaj jest gdzieś, tu jest drzewko bliźniaczek.
2544:  Tu jest trzecie drzewko w środku Middellandii.
2549:  I tu jest czwarte drzewko, które zasiedla sobie Draika.
2554:  I tu jest piąte drzewko.
2555:  Niezasiedlone.
2558:  Tu brakuje trochę, w tej puszczy moim zdaniem drzewa... lew... elfów leśnych!
2563:  Dobrze.
2564:  Nasz Jatra Zasaćca kolonizuje osadę.
2568:  Dzielny Jatra Zasaćca poradził sobie z tym trudnym zadaniem, a my tymczasem podróżujemy dalej.
2574:  Jak widzicie, ta nasza podróż jest długa.
2580:  Czy streamy są codziennie, czy jest jakiś grafik?
2582:  Grafik streamów jest u nas na Discordzie, generalnie jest tak, że zwykle są streamy w weekend, akurat teraz w sobotę nie będzie, ale zwykle to jest sobota, niedziela, osiemnasta, a jak są takie wyjątkowe okoliczności, jak na przykład, no nie wiem, urlop, czyli w moim przypadku ten czas, który jest obecnie, no to pojawiają się na przykład w środy.
2602:  Akurat w środę teraz kontynuowałem z tego względu, że nie ma w sobotę i zaczęliśmy sobie w środę ostatnią
2609:  tym właśnie kampanii, więc pomyślałem czemu by nie.
2617:  Mroczne elfy, o, mroczne elfy, twoi ulubieńcy Hannibal, o, ja szczerze powiedziawszy, jeżeli chodzi o mroczne elfy, to mam z nimi Zadrę.
2628:  Oj, straszną.
2629:  Ale Zadra bierze się głównie z tego względu, że zawsze gram przeciwko nim, natomiast jeżeli ja gram mrocznymi elfami, to zwykle wybieram albo...
2641:  Mój ty Boże, jak się nazywa... Teraz sobie przypomnę.
2644:  Jeżeli go zapotkaliśmy już... Nie, nie spotkaliśmy go jeszcze.
2648:  Może i dobrze!
2651:  Darkblade.
2652:  Tylko nie pamiętam, czy Malus... Malus Darkblade, tak.
2655:  To nim gram zazwyczaj, albo... Albo Morathi.
2661:  Bo ona rozsiewa spaczenie chaosu.
2666:  To jest ten moment...
2670:  kiedy mogliśmy trochę przesadzić.
2675:  Tak, to jest zdecydowanie ten moment.
2679:  Będzie... będzie wyzwanką.
2691:  Nie!
2692:  To niemożliwe!
2695:  To niemożliwe!
2699:  Wzmocnimy sobie pancerz.
2701:  Coś nam to da.
2704:  Cóż to jest?
2705:  Koatl.
2705:  Ach, to jest ta nowa jednostka.
2709:  Malus Darkblade, tak.
2712:  Ciekawe w Lore Astrology jest jego rozmnażanie, mianowicie wynurzają się z bagna i całe rodzeństwo z danego wyględu, to w zasadzie klony.
2721:  Jedyny słuszny Lord Dargavu to Kraken Lord.
2723:  O tak, Lim też lubię grać.
2725:  Bardzo nawet.
2726:  Gdzie, tu jest pytanie, loteria, gdzie wybuchnie bunt?
2729:  Natomiast podejrzewam, że dostaniemy straszne bęcki w tej chwili.
2733:  Czy jesteśmy w stanie jakkolwiek się wzmocnić?
2735:  Chyba nie.
2736:  Dobra, trudno.
2738:  Nie jest dobrze, powtarzam, nie jest dobrze.
2740:  No stanowczo nie jest dobrze.
2743:  Tu się wycofamy trochę.
2746:  Teraz mamy większe szanse.
2748:  No tak, teraz mamy większe szanse i o to chodziło.
2755:  Czy ja dobrze widzę?
2756:  Tak, to jest Lord Croak.
2759:  Jakie to szczęście, że sztuczna inteligencja nie potrafi nim grać.
2762:  To jest jeden z najpotężniejszych, w ogóle nie tylko jednostek w tej grze, ale bytów w tym lore.
2770:  Lord Croak jest legendarnym magiem kapłanem Slanów, który ma zaklęcie wybuchające cały gigantyczny obszar.
2779:  Dobry wieczór, dobry wieczór.
2782:  Hmm... Niedobra mapa.
2788:  Znaczy, ja wiem, czy niedobra.
2791:  Dla krasnoludów może i dobra.
2794:  Potrzebujemy pilnie gromowładnych.
2799:  Pilnie, powiadam.
2805:  Dobrze, tu w rezerwie będziemy trzymać jeszcze, bo nigdy nie wiadomo, co się dzieje.
2812:  Okej.
2815:  Jak jest tutaj... Niepokoi mnie ten Coatl.
2818:  Przeciwko niemu nigdy nie grałem jeszcze.
2822:  Lord Kumkum!
2824:  Tak jest!
2826:  Ale ja wiem, czy Lockhear ma niewykorzystany potencjał.
2829:  Lockhear Felhal był właśnie całkiem niedawno boostowany i to tak znacząco.
2833:  Go!
2833:  Go!
2835:  Nothing can stop us!
2839:  Right!
2847:  Oczywiście ciekawe rzeczy mogą dziać taktycznie, spróbujemy.
2853:  Trochę mnie martwi ta kohorta skinków, to znaczy oni są w stanie, przez to, że to jest dość szybka jednostka, mogą zrzucić nasz helikopter.
2864:  Będziemy mieli wtedy helikopter w ogniu, haha, haha, haha, przedni dowcip.
2872:  Dobra, spuszczamy bomby.
2878:  Dobrze.
2881:  Tak jest.
2883:  Jeszcze jedna bomba.
2885:  Nie ma to jak bombować... Bombować?
2887:  Bombardować raczej.
2888:  Krzysztof, ogarnij się.
2889:  Jaszczurki.
2890:  Świetnie.
2892:  Bardzo dobre cele zostały wybrane przez naszą artylerię.
2895:  Pochwalam.
2896:  To... Flanka mnie niepokoi.
2898:  Bardzo mnie niepokoi flanka.
2906:  Zdrowie, dobrze, witam również jeherys pierwszego lub pierwszą na czacie.
2912:  O, jeden koatl złapał przynętę, świetnie, prymitywny organizm.
2919:  Może zdołamy do niego trochę postrzelać.
2922:  Grab widzę, że faworyzuje mocno koatle.
2926:  A teraz będzie śmieszna rzecz, to znaczy krasnoludy, które są szybkie.
2936:  Nie, nie, nie użyjemy runy szybkości, a może użyjemy runy szybkości.
2941:  Tak, użyjemy runy szybkości.
2946:  Szybciej, głupi krasnoludzie!
2951:  Dobrze.
2955:  Tu się sytuacja niedobra robi, bo jeden z naszych bohaterów bardzo mocno jest raniony już.
2962:  Czy ktoś nas rzucił
2964:  Cóż za... Cóż za chamstwo.
2966:  Ktoś w nas ośmiela się rzucić... Zaklęcie.
2970:  Ten koatl mnie niepokoi.
2972:  Zniszczyć go.
2977:  Wszyscy na koatla.
2979:  Czymkolwiek jest to diabelstwo.
2987:  Oj, oj, oj.
2987:  Tu jest niedobra sytuacja.
2989:  Musimy wycofać Toreka.
2991:  Bezwzględnie i błyskawicznie.
3000:  Jaką rasę polecałbym na początek?
3001:  No zdecydowanie High Elf.
3003:  Tak będzie najprościej.
3010:  High Elfy są tak potężne, że ciężko jest być tak obezwładnionym jednak ogromem tej gry.
3020:  i różnymi mechanikami, bo dużo ma się ułatwione.
3023:  I też nie szarżowałbym od razu z na przykład poziomem legendarnym czy coś, bo po co, nie?
3028:  To chodzi o to zawsze, żeby się dobrze bawić.
3031:  Ja już sobie daję pewne wyzwanie z uwagi na 2000 godzin spędzonych w Warhammerze, więc to w którymś momencie trzeba.
3039:  Ale dziwne są te koatle, nie podobają mi się, powiem wam.
3043:  Jestem skonfundowany, nie wiem jak je atakować i czym jeszcze.
3049:  więc postawimy na starych, dobrych kuszników.
3054:  Jaka jest tu sytuacja z naszym lordem?
3056:  No jakoś sobie radzi.
3059:  Runesmith, zdarzyliśmy go wycofać, dobrze.
3062:  Czy on jest w stanie strzelić w koatla swoim zaklęciem?
3068:  Czy grałem w Warhammer Table Top Role Playing?
3071:  Nie.
3077:  O nie, niedobrze, nasze katapulty są atakowane.
3082:  Tyrion, tak, Tyrion zdecydowanie na początek, absolutnie.
3084:  O, tutaj widzę, że Lord Coatl się bardzo dobrze bawi.
3095:  No, prosto nie jest, ale nikt nie mówił, że będzie.
3100:  Mamy pewien bałagan w szeregach.
3103:  wszystko przez te koatle wstrętne.
3105:  Mam wrażenie, że one są o ciupinkę zbyt potężne, to znaczy z tego względu, że ich animacja jest taka, że nie wiadomo, czy on, o właśnie, właśnie wyląduje, czy też leci.
3115:  To jest strasznie konfundujące.
3123:  Oj, oj, oj.
3124:  No właśnie, funderers, potrzebujemy ich bardzo i wciąż ich nie możemy mieć, to jest niedobra sytuacja.
3131:  Co tu się dzieje jeszcze?
3138:  Ojej, nasz bombowiec, czemu ja o nim zapomniałem?
3142:  Bombowcu wracaj, będziesz strzelać do koatli.
3148:  Oberwaliśmy mocno, ale wybroniliśmy się.
3155:  To jest ten moment, kiedy trzeba było wziąć... O, jest jeden koatl zniszczony.
3160:  Dobrze, już będziemy wiedzieć, jak z nim walczyć.
3162:  To znaczy, strategia walki z koatlami brzmi następująco.
3166:  Napierdzielać wszystkim, co się ma.
3171:  Nie będzie żadnego restartu!
