Na wieki wieków Spaczeń 🧀 — IKIT CLAW livestream #7
🔗 https://www.youtube.com/watch?v=QrxKMNCBoWE

6:  Kevin!
1912:  Zobaczymy, czy sobie zasłużą na dłuższy czy krótszy.
1918:  Jakby kompletnie mnie to nie zdziwiło, co się tam dzieje.
1921:  Wszyscy się tego spodziewaliśmy, prawda?
1922:  Chyba nie jest tak, że ktokolwiek się tego nie spodziewał.
1931:  Słam się.
1934:  Zrobimy sprytnie.
1938:  Oni prędzej czy później zaczną nacierać też z tej strony.
1941:  I nigdy nie ma czasu, żeby przesunąć balistę.
1955:  Dobrze, dostaliśmy wiatry magii, to zawsze coś.
1959:  Teraz tak, ważne jest to, żeby wyeliminować te dwie wieże.
1962:  Jeśli to się nam uda zrobić, te siły powinny na nas ominąć.
1967:  Najbardziej niebezpieczne dla nas są hydry, po prostu nie mamy ich czym zabić.
1974:  Duke de Pouce!
1975:  Cóż za honorable mention!
1979:  Oczywiście, że Duke de Pouce, zupełnie o nim zapomniałem.
1988:  Ciężka sprawa.
1989:  Dobrze, spróbujemy... Spróbujemy tak.
1993:  Na pewno potrzebujemy utrzymać linię, to nie jest łatwe.
1996:  W ogóle trzymanie linii po świętach nie jest łatwe z definicji, ale trzymanie linii szczurami... Jeszcze gorzej.
2006:  Te najbardziej beznadziejne jednostki idą na mury, ponieważ wbrew pozorom, jak się broni osad skaweńskich, mury mają większe znaczenie niż cokolwiek innego.
2016:  Procarze... Tu dajmy jeden oddział Procarzy.
2022:  Globadiers zostaną tutaj, żeby niszczyć Hydry.
2025:  To jest nasza jedyna szansa, żeby zniszczyć Hydry, tak myślę.
2030:  I Clan Rats pójdą tutaj.
2036:  Najlepsza książka, jaką przeczytałem w tym roku?
2038:  Easy.
2039:  Sanderson.
2040:  Może dlatego, że jedyna.
2044:  Ale z fantasy tak.
2047:  Czyli Rytmy Wojny.
2054:  Myślicie, że Arkane ma szansę się stać przełomem w takim postrzeganiu animacji?
2058:  Mam taką nadzieję.
2059:  Ogromną.
2061:  Tak zrobimy.
2062:  Dobra, wszystkie wieże obsadzone i teraz tak.
2065:  Podstawowa kwestia.
2067:  Wycelować tą wieżą.
2069:  Szybko, szybko, szybko, szybko, szybko.
2073:  I strzeliła niedobrze.
2074:  Dobra, w hydrę.
2082:  Dobrze!
2083:  Celne wieże!
2084:  Tak, tak!
2087:  Świetnie.
2092:  Myślę sobie...
2095:  że teraz ruszymy naszymi pracarzami.
2098:  Dlaczego nikt nie robi filmu na silniku gry?
2100:  Wbrew pozorom nie jest to takie tanie.
2104:  Robienie animacji nie jest tanie, zwłaszcza takich animacji.
2108:  I dlatego dużo studiów się na to nie decyduje.
2115:  Dobra i teraz tak, spróbujemy zrobić jedną chytrą rzecz.
2120:  Chytra, chytra!
2121:  Tak, tak!
2123:  Palisty potem!
2125:  Teraz, teraz tak.
2126:  Wbrew pozorom, chodzi o to, żeby jak najszybciej nas zabili.
2135:  Uuuu.
2137:  To nie była dobra spatchbomba.
2140:  Będzie trzeba pieprznąć bombą tam.
2143:  Z drugiej strony powstało dużo produkcji amatorskich.
2146:  Tak, tak, jak najbardziej.
2147:  Ale zauważcie, że często mają taki los potem, że no owszem, niby jest wszystko pięknie, jest produkcja amatorska, ale przyjmuje ją takie Games Workshop i tak było chociażby z fenomenalnym skądinąd.
2161:  Astartes.
2162:  Jak nie widzieliście Astartes, naprawdę bardzo warto.
2168:  Dobrze, katapulty dają nam popalić.
2175:  Teraz tak, 1K, włączamy tryb dystansowy.
2183:  To zdecydowanie nie był dobry pomysł.
2186:  Wyłączamy tryb dystansowy, wycofujemy się.
2192:  Redzi mogliby zrobić animowany serial, to byłoby cudowne.
2195:  Dobrze, obrywają mocno i dobrze, i dobrze.
2209:  Tak.
2211:  Dobrze, dobrze.
2212:  Hydra II się tutaj kryje przed nami.
2219:  Mamy szansę ustrzelić Lorda.
2222:  To by dużo zmieniło.
2230:  Dlaczego my nie mamy bomby?
2232:  A my nie mamy atomówki żadnej.
2236:  Niedobrze.
2240:  To bardzo niedobrze.
2250:  Okej, może ta spatchbomba będzie trochę lepsza.
2253:  Ona musi być perfekcyjna.
2259:  Nie, nie będzie perfekcyjna, już widzę.
2264:  Ale za to spełnia swoją funkcję, to znaczy nasze wieże dalej napieprzają we wrogów i to jest dobra wiadomość.
2274:  Niedobra wiadomość jest taka, że elfy się wdzierają do naszego zamku.
2280:  Wojownicy wdarli się do zamku.
2283:  Balisty rozpluwacze marnują amunicję, świetnie.
2287:  Zakupy przed sylwestrą jest zrobione.
2289:  Trójniak, a fajnie bij Gomeza, fajnie.
2297:  Witamy Urszulę na czatach.
2303:  Nowy Sanderson czeka na półce i na swoją kolej.
2306:  Oj, to jeżeli mówisz o rytmach wojny, to się naprawdę nie rozczarujesz.
2309:  Fantastyczna rzecz.
2311:  Byłem autentycznie zachwycony.
2314:  Dobra, teraz myślę, że możemy powoli szykować się do totalnej anihilacji.
2324:  Nieładnie.
2326:  Dobra, dobra.
2327:  W Hydrę, cały czas w Hydrę.
2328:  Świetnie.
2334:  Niedobrze.
2337:  Niedobrze.
2338:  Hydra może mieć problem z pokonaniem takiej liczby piechoty.
2346:  Skierujmy Globadius tutaj.
2352:  Okej, wieżę, jak mówiłem, najlepiej w ogóle radzą sobie tutaj wieże w tej potyczce.
2358:  Co do tego nie było żadnych wątpliwości.
2367:  Ale Hydra, Hydra jest problemem.
2371:  Hydra jest dużym problemem.
2376:  Musimy zadać, musimy zadać im obrażenia tak duże, żeby się wycofali.
2382:  To jest jedyny sposób w takich sytuacjach.
2392:  Uuu, jest jeszcze trzecia Hydra.
2393:  Fata... Oj, oj, oj, oj, oj, fatalnie.
2399:  To jest niby najlepsza piechota, jaką mają szczury, to znaczy... Plague Monks, mnisi zarazy, ale... I tak to jest niewiele.
2412:  9 sekund na scenie w Duskawicy.
2419:  Na poziomie legendarnym niestety nie ma żadnego znaczenia, czy to jest postać przeznaczona do bicia piechoty, czy do potworów, nie ma to żadnego znaczenia niestety.
2431:  Chciałbym, ale niestety nie ma.
2439:  Dobra, ta katapulta się nam troszeczkę marnuje.
2443:  jak tutaj sytuacja, kiepsko, kiepsko.
2446:  Możemy stracić tę fortecę, teraz to widzę.
2450:  Aczkolwiek miałem nadzieję, że te obrażenia są wystarczające.
2458:  Droga Królów, no tak, tak, jak czytałem Rytmy Wojny, to musiałem wejść na Drogę Królów.
2462:  Całe Archiwum Burzowego Świata jest absolutnie jedną z ulubionych rzeczy, jakie wyszły spod ręki Sandersona w moim przypadku.
2476:  Co myśli ta alkoholna studniówka, w której się pyta Palitka, bo nasza wybrawczyna powiedziała, że jakby do procentu, to nie przyjdź.
2481:  To jest zawsze półalkoholna studniówka, to jest jakiś kompletny nonsens.
2487:  Dobra.
2489:  Część z naszych oddziałów sobie jeszcze jakoś radzi, ale niestety dyscyplina wśród skawenów nigdy nie była ich specjalnością.
2500:  Absolutnie nigdy.
2503:  Dawid się z mojego polecenia wziął za rachunku dużego świata.
2505:  Jestem po drodze królu w słowach światłości i tancerce krawędzi.
2508:  Jestem otycznie zachwycony.
2509:  Cieszy się, Dawidzie, to rytmy wojny cię nie rozczarują.
2511:  Jest naprawdę równie dobrze, o ile nie lepiej.
2518:  Dobra.
2520:  Okej, prawie złamaliśmy... Prawie złamaliśmy hydrę.
2525:  Dobrze.
2533:  Hydry są bardzo silne, niestety.
2538:  Dobra, jedna.
2539:  Musimy ją... Musimy gonić Hydrę.
2542:  W ten sposób jest szansa, że... że wycofa się z pola bitwy.
2553:  Pełen chaos.
2555:  Pełen, absolutny chaos.
2557:  Dlaczego mnie to kompletnie nie dziwi?
2564:  Zawsze jest tak, jak się gra z kawenami, jest pełen chaos.
2572:  No jak ingerowanie imprezy w szkołę, za którą nic nie płaci, prawda?
2575:  Nie no, idiotyzm kompletny z tą studniówką, dajcie spokój.
2580:  Strasznie... Szkolnictwo jest absolutnie mistrzowskie w robieniu problemów tam, gdzie ich nie ma.
2589:  To jest, muszę powiedzieć, szczególna umiejętność.
2603:  Okej.
2604:  Tu możemy pieprznąć z patch błyskawicą.
2607:  Generalnie zadaliśmy dość duże straty jak na jeden garnizon, ale niewystarczające.
2612:  Ja nie byłem na studniówce, powiem wam, nigdy.
2615:  I kompletnie tego nie żałuję.
2620:  Dwie armie to jednak za dużo, chociaż, no nie powiem, wybicie 2300 elfów tylko garnizonem to dużo.
2630:  Na pewno w lutym przed premierą.
2631:  To na pewno.
2631:  Nie wiem, czy w styczniu.
2632:  Chciałbym, żeby to było w styczniu.
2633:  Jak mogę sprawdzić, czy ser pleśniowy jest przy terminu?
2634:  Spróbować.
2635:  Tak, ma...
2652:  Ale głupa, ale głupota kompletna.
2655:  Dobrze, tutaj sobie poradzimy już bez problemu.
2658:  Chociaż problemem jest oczywiście malus.
2667:  Ciekawi mnie, co by było, pisze bardzo złośliwy człowiek, co by było, gdyby ludzie, którzy pisali dialogi do gier z Monkey Island połączyli siły z redami.
2673:  Dobra gra, to na pewno.
2675:  Utrzymanie fortecy nie było łatwe.
2681:  Co dzisiaj w kieliszku?
2682:  Dzisiaj Glenn Farkless.
2687:  Omijanie studiówki szanuję, po co wydać kasę na średnią w najwyższym wypadku imprezę?
2690:  Psz, psz, iść na własną, proste!
2692:  Mnie jeszcze doprowadziło do absolutnego szału i frustracji to, że z jakiegoś powodu uparli się, a ja studiowałem w dwójce w Krakowie, więc w ścisłym centrum, więc pomyślałem sobie, super, jest mnóstwo klubów w centrum.
2706:  Nieee, tam kluby.
2708:  DZIE? !
2710:  Nie, oczywiście, że stwierdzono, że pójdziemy na jakichś wypizdów, nie wiadomo gdzie, strasznie daleko i efekt tego był taki, że no mnie się nawet po prostu nie chciało, nawet gdybym chciał, to by mi się nie chciało.
2726:  Myślę, że pewnym błędem było wcześniej wysforowanie się naszymi siłami.
2733:  Tak, to był zdecydowanie błąd.
2736:  Zwykle to działa, ale nie wtedy, kiedy jest konnica wroga i artyleria.
2740:  To była niepotrzebna strata.
2743:  Mogli zdać zdecydowanie więcej obrażeń.
2746:  Dobrze.
2746:  Natomiast strategia pozostawienia siewców morowego wiatru na bramie jak zawsze popłaca.
2754:  I... Okej.
2761:  bliźniacze oblężenie będziecie mieli.
2764:  Ale co poradzić?
2765:  Gdzie się najbardziej przyda mag?
2767:  Chyba tutaj.
2771:  Teraz najbardziej irytująca rzecz, to znaczy przekonanie wież, żeby strzelały we właściwą stronę.
2780:  Dobrze.
2785:  Świetnie, udało się.
2797:  czy czizowanie z otwarciem bramy, szczerze powiedziawszy, nie wiem, to jest akurat ta strategia, której niekoniecznie lubię, bo ona czasem wychodzi, czasem nie, to znaczy AI jest nieprzewidywalna w tym zakresie.
2813:  Dobrze i teraz tak, najważniejsza rzecz, wybić łuczników.
2818:  Myślę, że kluczem tutaj jest zadanie wystarczającej dużej liczby strat, żeby padła dyscyplina wśród elfów.
2829:  O tak.
2832:  To jest jedyna rzecz, którą widzę.
2836:  Okej, Malus już zaczyna szaleć.
2839:  O nie!
2841:  Jak to się stało?!
2844:  Jedna wieża!
2845:  O nie!
2849:  Dobra, to się da jeszcze jakoś wykorzystać.
2855:  Ale to nie jest dobra wiadomość.
2860:  To na pewno nie jest dobra wiadomość.
2863:  Dobrze, robi się to w ten sposób, że... Tak!
2868:  Tu!
2869:  Tu!
2870:  Bum, bum!
2877:  Dobra, Malus jest tutaj, będzie atakował bramy, nie ma problemu.
2887:  Zrobimy sprytnie.
2890:  Widzę, że... że... no, niewypowiedzianej... Dyscyplina Skavenów nie zawodzi.
2900:  O, o, o, o, o, o, o, o, o, o, o, o, o!
2903:  Tak!
2904:  TAK!
2905:  BOMBOM!
2908:  Nie ma dwóch oddziałów łuczników.
2910:  Świetnie!
2913:  To chcę widzieć.
2928:  Umieranko w Sylwestra?
2929:  Dlaczego Julio?
2932:  Mika pisze, że miał studniówkę na trzecim największym zamku w Polsce i było okej.
2935:  Okej.
2936:  Chociaż oczywiście część pieniędzy ze składek tych zorganizatorów sobie przygarną.
2941:  Witamy Grabkę na czatach.
2945:  Doflare zostało zmuszone do studniówki.
2948:  Nie dość, że stać u stuka, to jeszcze poszedł sobie na minikonwent anime.
2952:  Nie poszedł sobie na minikonwent anime, a więc najgorzej absolutnie.
2957:  Dobra, tutaj widzę, że jest jakiś problem, to znaczy ktoś w niewyobrażalnie podły sposób usiłuje zająć nam naszą bramę.
2965:  To jest niedopuszczalne.
2969:  Trzymujemy odzyskać wszystkie wieże.
2976:  Dobrze, clobadiers sobie radzą.
2978:  Okej, to jest dużo łatwiejsze oblężenie wbrew pozorom.
2995:  Czy będzie uroczysty stream sylwestrowy dla ludzi bez planów sylwestrowych?
2998:  To właśnie zależy od tego, czy mój Sylwester się powiedzie, czy się nie powiedzie, bo mój problem polega na tym, że nie wiem, czy zdołam się ozdrowić, a jak ja się nie zdołam ozdrowić, to mam taki zwyczaj, że się nie ruszam z domu.
3012:  Więc wtedy kto wie?
3014:  Kto wie?
3015:  Eee...
3021:  O nie, leci Malus do nas.
3023:  To niedobrze.
3024:  To bardzo niedobrze.
3027:  Malusa jesteśmy w stanie pokonać tylko w jeden sposób, to znaczy strzelcami.
3031:  Nie ma innego sposobu na pokonanie Malusa.
3044:  Malus jest najlepszym szermierzem w grze.
3047:  No pressure.
3055:  Boję się, że będziemy ostrzeliwać w ten sposób nasze jednostki.
3060:  Tak właśnie, nie możemy, nie możemy użyć.
3063:  Glow Buddy jest, absolutnie.
3068:  Ok.
3069:  Najważniejsze, żeby... żeby walczył mnich z nim.
3086:  Właśnie nie wiem, co to jest za choróbko, wiecie?
3088:  I boję się, boję się... TAAAAK!
3091:  Dobra, i teraz ważna rzecz, nie wy... nie wy... nie wypuścić Malusa.
3096:  Czy jesteśmy w stanie zadać mu jakiekolwiek obrażenia?
3099:  O Boże, nie jesteśmy.
3103:  Hahaha!
3104:  Nie zadajemy mu żadnych obrażeń!
3106:  Hyhyhyhyhyhyhy!
3112:  Potężna piechota, potężna piechota, tak, tak.
3115:  Nie no, muszą coś zrobić z piechociarzami naprawdę w trójce, bo jest to niepoważne.
3121:  Macie dowód, dlaczego ja cały czas gram strzelcami?
3124:  To znaczy otacza go, ja wiem, że to są skaweni, ale otacza go taka liczba oddziałów, że mimo wszystko, no mimo wszystko,
3134:  Idź do ministerstwa MSWiA, to jest jakimiś sprawiedliwości?
3140:  Nie, nie.
3141:  Sztraf wewnętrznej administracji, zostaniesz oto zdrowieńcem.
3145:  Boże, nie znam się na ministerstwach.
3148:  Ale z drugiej strony, to chyba dobrze.
3151:  Dobra, musimy zabić Malusa, nie ma opcji, ja będę nadrabiać czaty w tym zasięgu.
3157:  Ja miałem na Legii studniówkę, to było dość zapewne doświadczenie, ale wyszliśmy z koleżanką ostatnio przed swoim kłopacem, także fajnie.
3162:  Ja miałem też ten problem, że myśmy jako klasa, że tak to ujmę, byli niespecjalnie ze sobą zżyci i to było bardzo sztuczne.
3171:  Wszyscy mieli znajomi raczej poza szkołą i nie do końca rozumieliśmy, dlaczego się mamy tam pojawić.
3177:  Znaczy, mamy.
3178:  Oczywiście to nie było obowiązkowe, ale to jest jedna z tych rzeczy, które mnie denerwują.
3184:  Które mnie denerwują.
3184:  Dobra.
3187:  Idzie, idzie.
3200:  Można spędzić Sylwestra w Red Dead Redemption Online przy ognisku, albo w ogóle w Red Dead Redemption, bo to jest taka gra, która by mnie kusiła w Sylwestrowo rzeczywiście.
3215:  Ciekawostka, pisze Michał Ciechański, Czarnek nie zasługuje na honoryfikatywy, w swojej podstawie określa rozdział państwa od kościoła jako komunizm.
3227:  Ale tu wiecie dlaczego to jest, to jest skrót myślowy, dzięki któremu on zdobywa ten elektorat, który ma.
3234:  To znaczy, chodzi o bardzo prostą rzecz.
3237:  Za tak zwanych czasów komunizmu, bo w Polsce nigdy komunizmu na dobrą sprawę nie było, przynajmniej takiego w sensie filozoficznym, czyli w Polskiej Rzeczypospolitej Ludowej było tak, że
3250:  była w sokach katachetycznych w kościołach, czyli tam, gdzie jest jej miejsce.
3254:  Bo pamiętajmy, że są różne wyznania.
3256:  I dlatego jest to prawda, to, co mówi.
3260:  Dla ludzi, którzy nie myślą, oczywiście jest to prawda.
3263:  I którzy nie są zainteresowani szczegółami.
3266:  Natomiast dla wszystkich innych jest to oczywiste kłamstwo.
3276:  No właśnie, wiecie, dlaczego nie ma muzyki?
3278:  Dlatego, że zawsze jak się kończy oblężenie, to wtedy znika.
3283:  W Red Dead Redemption dwa gram tylko na streamie, tylko na streamie.
3286:  Offline nic nie patatajuje.
3288:  Idea jest taka, żeby to było doświadczenie pełne takie, jakie jest i nie zmącone w żaden sposób.
3295:  Czy te pozostałe prawie 52 minuty bitwy starczą na zabicie tego dziada?
3300:  Bardzo możliwe.
3300:  Przypominam, że on się nie broni.
3302:  Gdyby on się bronił do tego wszystkiego, to byłoby jeszcze gorzej, ponieważ Malus jest najlepszym szermierzem w tej grze w ogóle.
3309:  Jeszcze, żeby było śmieszniej, zwykle jak się z nim walczy, w momencie, w którym się go pokona, to tak, tak, zgadliście, Malus przekształca się wtedy w Zarkana, demona, którego trzeba zabić po raz kolejny.
3322:  Jedi Fallen Order myślę, że może być kiedyś ogrywane, bo przymierzałem się do tego z uwagi na...
3332:  Na to, że dużo ludzi mówiło, że to jest rozgrywka soulsowa, w tym sensie, że walki z bossami, mechaniki są soulsowe, a dla mnie to był straszak.
3341:  Do momentu, w którym zagrałem w Dark Souls 3.
3343:  Teraz dla mnie to jest zachęta.
3345:  Ponieważ bardzo mi się klimat Dark Souls spodobał, jak pewnie zauważyliście.
3349:  Do której live?
3350:  Nigdy nie wiem, do której.
3351:  Zobaczymy.
3354:  Onigrisawago przeze mnie kupił Red Dead Redemption na promocji, 50% na Steamie.
3358:  To dobrze, dobrze, że na promocji.
3362:  Nie śmierzą terminy, pisze Kamil, propagowane przez nową podstawę programową typu neomarksizm, ekologizm, no bo to są wymyślone terminy oczywiście, pamiętajmy o tym.
