Organki szatkują organy — THOREK IRONBROW livestream #3 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=3Z1ESWSjGbE

2:  Kazukan Kazakit!
8920:  Stale mnie chłop irytował.
8921:  No to mamy bardzo podobne odczucia, bo ja nie byłem w stanie absolutnie znieść Connora.
8928:  Źle napisana postać, aczkolwiek początek Assassin's Creed III... Wspaniałość.
8935:  Od strony fabularnej czysto.
8936:  Dobra.
8938:  Walka wreszcie.
8953:  Wszystko w porządku?
8976:  To jest piękny model tych rydwanów chaosu za to.
8979:  Szkoda, że są takie beznadziejne.
8983:  Ale popatrzcie, nie strzelają.
8985:  Mają zablokowany strzał.
8986:  Nie mogą strzelać.
8987:  Nawet nie mogą strzelać tutaj.
8992:  Przeciekawe.
8993:  Chciałem to przetestować.
8996:  No to bym przetestował.
8998:  Wycofać się.
9004:  Jeden oddział straciliśmy.
9007:  Ale to jest nieuchronne przy utrzymywaniu murów.
9015:  Widzicie, te polaryzacje, które mamy, jeżeli chodzi o oceny poszczególnych Assassinów, bardzo dobrze pokazują, jak cholernie ciężko jest zrobić naprawdę grę wideo, która będzie wszystkim odpowiadała.
9026:  Mimo że gry wideo jako medium mają największe właśnie warunki ku temu, żeby być takim produktem, który będzie adresowany praktycznie do każdego.
9042:  Na pewno, czego bardzo brakuje, to gier dla ludzi, którzy uwielbiają grać magami.
9047:  I to magami FPS-owo, prawda?
9050:  FPS-y zawsze, zgodnie zresztą z nazwą, oznaczają, że będziemy strielać.
9058:  A ja czasem bym chciał palić.
9060:  Znaczy, czasem.
9063:  Łaaa!
9065:  Ktoś tutaj zrobił łaaa!
9072:  No fantastyczny zasięg ruchu jest tutaj, na tych ziemiach.
9077:  Widzicie, nawet mimo, że mamy ten browar, to ładem publicznym jest w dalszym ciągu beznadziejnie.
9085:  Magowie są niedobilansowani w stosunku do innych ras, dlatego zawsze gram łukiem.
9089:  No to prawda, ja gram magiem dlatego, że jestem wierny swoim przekonaniom, ale przez to tak strasznie cierpię zawsze.
9097:  Good lord, jak ja bardzo cierpię.
9100:  Organki R2, działo ogniowe.
9104:  A w globalnej będziemy mieli... No, to tyle, jeśli chodzi o rekrutację.
9113:  Jak tutaj pozostała sytuacja?
9114:  Tu ktoś nas atakuje jeszcze?
9116:  Nie, damy im czas.
9118:  Z tą rebelią się możemy już rozprawić w ten sposób.
9125:  I zwiększamy przychody.
9128:  Ile mamy do...
9132:  Widzicie to, co ja widzę?
9135:  32 tury do osiągnięcia nadwyżki.
9138:  Już mam nadzieję, że jaśniejsze jest to, dlaczego jesteśmy w tym momencie na turze 198.
9143:  Tak bardzo krasnoludzkie twierdze zostały zubożone.
9147:  Jasne, moglibyśmy wszędzie wybudować spichle, żeby mieć plus 30 do rozwoju, no ale równocześnie trzeba mieć gdzieś mury.
9154:  No i to właśnie jest taka rozmowa.
9159:  Są takie prowincje, w których mamy full, na przykład tutaj, i ten rozwój jest na bardzo podobnym poziomie.
9165:  W prowincji trzyczęściowych jest bardzo podobnie.
9177:  FPS, First Person Sorcerer, potrzebujemy takiej gry.
9182:  Tak, znaczy nie, jeżeli się podbija miasta piątego poziomu, niestety, to automatycznie spada poziom na czwarty.
9190:  To jest jedna z najbardziej krytyńskich rzeczy, jaka jest w Warhammerze.
9193:  Nie umiem jej zrozumieć.
9194:  Powinno być tak, że trudniej na przykład takie miasto jest zniszczyć, albo że chociażby, nie wiem, jest to związane z na przykład koniecznością wybudowania murów od nowa.
9205:  To rozumiem.
9215:  Walczymy.
9220:  To jest idealny moment do walki dla krasnolubów.
9222:  O, mówiłem, że będą goblińskie głazocizki.
9229:  Jest to dobre i... Czy ja dobrze widzę, że... A nie, tam jest.
9235:  Okej.
9241:  They have wronged us!
9244:  They did.
9247:  Indeed they have.
9251:  Ion Drakes tutaj.
9253:  Ion Breakers tu.
9256:  Tym razem damy wsparcie ze strony... Runesmithów w tym miejscu.
9266:  Rozpoczynamy.
9269:  Magicka ma dobry system magii, to prawda.
9272:  Była taka gra RPG, gdzie grały się samymi magami.
9275:  15 szkół magii.
9276:  I co ciekawe, im więcej się używało danej szkoły, tym bardziej postać mutowała w element charakterystyczny danej szkoły.
9281:  Jak przypomnisz sobie nazwę, to bardzo będę wdzięczny.
9286:  Bo brzmi jak coś, co mogłoby mnie zachwycić.
9290:  Ależ mnie denerwuje ta zafiksowana kamera.
9294:  To jest jedna, jedyna wada poziomu legendarnego, którą mam, która mnie bardzo przeszkadza.
9304:  Dobrze, grognok będzie do wyeliminowania.
9307:  Tysiąc... dziesięć tysięcy punktów zdrowia, dobra.
9310:  Damy radę.
9312:  Postrzelamy do niego w międzyczasie.
9314:  Tymczasem 42-funtówka z Zoof Baru.
9317:  Czas, żeby się przywitała z naszymi wrogami.
9329:  Ile zeszło?
9330:  No, całkiem, całkiem, całkiem... całkiem dobrze sobie radzi ten nasz żrobombowiec.
9344:  Zostaje mniej... Czy oni mają możliwość oflankowania nas jakiegoś strasznego?
9351:  Ale chyba nie.
9353:  Toż jest Lichdom Battlemage, jeżeli trzeba.
9355:  Tak, widziałem Lichdom Battlemage, ale...
9361:  Nieidealny dla mnie.
9363:  Wczoraj skończyłem słuchać audiobooki z serii o Wiedźminie, czuję pewien niedosyt.
9366:  Niemniej wiedząc, co działo się w późniejszych książkach, straciłem resztki szacunku do reżyserii seriali Netflixa.
9372:  No właśnie.
9374:  No właśnie.
9377:  Dobra, zbombardujemy po prostu te siły tutaj.
9382:  Bo robią taki ładny blob.
9385:  A jak ja widzę taki ładny blob, to się nie mogę powstrzymać.
9392:  O, o, o, o. Dobra.
9397:  I jeszcze tutaj.
9406:  Jeszcze jedna bombka.
9408:  O, o, o, o!
9409:  Zatrzymali się!
9410:  Czekają na bombę!
9413:  Nie możemy ich rozczarować.
9415:  I lawowy pająk, on jest niebezpieczny.
9438:  Ależ mi się podobają te zdolności, no szkoda tylko, że żeby mieć full tych zdolności to trzeba zwiedzić pół mapy.
9448:  Na poziomie legendarnym bitw jest zablokowana, ale ja nie mogę grać na poziomie legendarnym bitwy, ponieważ najwyższy poziom jest bardzo wysoki.
9464:  No cóż, wódz właśnie ginie.
9468:  To dobra wiadomość.
9471:  A nie, to jest lawowy pająk.
9472:  Na jedno.
9473:  Dawaj, dawaj!
9473:  Chodź do niego!
9481:  Okej.
9490:  Teraz tak, wszystkie działa w grognoka.
9499:  Czemu oni nie mają strzału dostępnego?
9503:  Niedobra rzecz.
9504:  Witamy, witamy na czacie.
9506:  W Netflixowym Wiedźminie Boli, co zrobili z Jaskrem.
9508:  A to jest ciekawe... Właśnie, wiecie, co jest najciekawsze?
9510:  To, że... Właśnie wszyscy, którzy lubią Jaskra, to nie czytali... Nie czytali książek, albo nie grali w grę wideo.
9518:  Częstszy przypadek.
9525:  Oczywiście są wyjątki, ale... Ja... Ja... Growego Jaskra kocham.
9530:  Uważam, że jest doskonały.
9533:  Nie wymagał zmiany, absolutnie.
9536:  I to jest ciekawe, bo wbrew temu oczywiście, co Lauren Fistech mówiła, oczywiście, że się zainspirowano, i to wiele razy, tym, w jaki sposób wygląda gra wideo, chociażby w wyglądzie samego Geralta, nie?
9548:  Więc to nie jest tak, że nie zrobili tego, bo ohoho, bo nie chcieli, żeby to była adaptacja gry.
9555:  Nie.
9556:  Po prostu chcieli zrobić to po swojemu i zrobili to źle, dokładnie tak samo, jak było z Nilfgaardem, nie?
9562:  Wycofali się zresztą rakiem z tego, jak wyglądał Nilfgaard i trudno się dziwić.
9575:  Dobrze, wszyscy... Znaczy nie wszyscy, aż tak.
9582:  Nie chcę absolutnie stracić... ...wypalaczy.
9586:  Wypalacze są kluczowi.
9590:  Nie no, Zamachowski, Jaskier też ja absolutnie nie lubię.
9594:  Uważam w ogóle, że tamten serial jest tak zły, że to już nie warto komentować, no serial Netflixa jest taki, że można jeszcze w nim dużo poprawić i mam nadzieję, że się tak stanie, ale serial polski był Beyond Repair, no to umówmy się.
9623:  A widzicie, mamy na czacie ludzi, którzy czytali książki, a lubią Nowego Jaskra, więc to jest ewidentnie kwestia indywidualna.
9631:  Co się dzieje?
9633:  Czy mamy jeszcze kogoś do pokonania?
9636:  Co się dzieje?
9640:  Czemu nagle tracimy... Czemu tracą zdrowie?
9649:  Wycofajmy ich jak najszybciej.
9660:  Co tu się dzieje?
9666:  The fuck?
9672:  To musiał być jakiś bug.
9674:  Przerażająco dużo zdrowia nam było.
9680:  Avencast Rise of the Mage.
9682:  Też nie znam tej gry.
9684:  Czy ktoś z was będzie tak dobry, żeby zrzucić tę nazwę na naszego Discorda do działu gry i mnie tam wypingać, żebym o tym pamiętał, bo jak mówimy o grach o magach, to jest to poważna sprawa.
9698:  Patrzcie, to był jakiś bug, bo żelazne smoki mają pełne zdrowie.
9704:  Ciekawe.
9711:  Jedyna rzecz, którą polski serial zrobił lepiej od netflixowego, był Złoty Smok.
9716:  I to nie dlatego, że Smok w polskim serialu był dobry, bo był okropny, ale ten pokurcz, jaki on nam sprezentował na netflixowym, to był jakiś przerośnięty, skubany kurczak.
9724:  No tak, albo w najlepszym wypadku wiwerna.
9729:  Oczywiście, że czytałem trylogię Czarnego Maga.
9732:  W ogóle od tego bardzo polubiłem prozę Trudy Canavan.
9735:  Przeczytałem następnie, o niej na pewno nie chcemy spaczenia chaosu, przeczytałem następnie tę trylogię sequeli, która jest, ona się zaczynała od książki Misja Ambasadora i też Uczennice Maga, znakomity prequel opowiadający o tym, jak powstała magia uzdrowienia.
9751:  Och, wspaniałości.
9753:  Każdy, kto uważa, że to jakieś, nie wiem, złe powieści albo prymitywne i tak dalej, jestem gotów walczyć.
9759:  I to długo.
9762:  Argumentując właśnie, że światotwórczo są znakomite.
9771:  Ech, wciąż... Wciąż nam roś... I tutaj mamy 10 tur do nasienienia nadwyżki, no, ale to będzie nadwyżka na poziomie trzecim.
9780:  Koszmar.
9782:  Koszmar mój, nigdy nie dochrapiemy się tego piątego poziomu.
9787:  Tu jeszcze nas czeka walka.
9791:  Jak tam przydadzą nam się przedmioty magiczne na pewno.
9797:  Kalibracja balistyczna, absolutnie tak.
9811:  Musimy manualnie toczyć te bitwy, bo tutaj jest bardzo zły replenishment.
9819:  Ciekawa magia była w Two Wars 2.
9820:  Wymieniłeś właśnie jedną z moich ulubionych gier pod tym względem, ponieważ tam był ten system magiczny polegający na tym, że łączyło się karty w różne efekty i kombosy i to było genialne absolutnie.
9837:  The Dawi are ready!
9840:  Oh, they are.
9842:  Oh, they are.
9863:  Czytałem Robin Hobb wszystko, bardzo lubię.
9867:  Specyficzna proza, trzeba się było przyzwyczaić do tego, że tam każda postać się nazywa wedle cechy charakteru.
9873:  Księżna cnotliwa, rycerz rycerski, to jest irytujące, ale jeśli człowiek już się przestanie tym irytować, to można się cieszyć.
9892:  Prymitywne są tylko powieści polskich celebrytów z Fabryki Słów.
9895:  Change my mind.
9896:  Nie wszystkie powieści, ale jest taka fama.
9903:  Fabryce się zdarzało też parę fajnych rzeczy wydać.
9905:  No na przykład Panodowego Ogrodu, nie?
9913:  Ten lawowy pająk do nas strzela.
9915:  Popierduje jakimiś dziwnymi rzeczami.
9919:  Nie wiem, czym pająk może popierdywać, ale on ewidentnie to robi.
9932:  Przeskoki czasowe w Netflixie były faktycznie problematyczne.
9937:  Ja jestem akurat typem człowieka, który, mimo że czytał książki, to i tak ich nie pamięta.
9941:  W związku z powyższym, no... Ja po prostu fabuły nie śledziłem.
9948:  Trochę spaprałem bombę.
9952:  Wbrew pozorom nie jest tak łatwo nimi celować, zwłaszcza w przemieszczające się oddziały.
9973:  Ok.
9973:  42-funtówka z Zoof Baru ponownie zagrzmi.
9979:  Czy jeśli wampir jest niewidzialny w odbiciu w lustrze, to jak przyłożę sobie kawałek lustra do oka, to może patrzeć za siebie?
9985:  To są zagadki logiczne jak z Genshin Impact.
9988:  Powyżej mojej pokrywki.
9990:  Nawet mi nie mówcie o Bitwie pod Sodden w Netflixie, bo ona była tak spaprana, tak spierdzielona, że to jest aż wstyd mieć tego rodzaju genialny... genialną rzecz, która nie została opisana w książkach.
10002:  Pełen potencjał.
10003:  Nikt nie powie, ooo, zła adaptacja.
10006:  Nie.
10006:  Jest wzmianka.
10008:  Niewiele.
10010:  Znamy tylko jej konsekwencje w zasadzie.
10012:  O konsekwencjach Bitwy pod Sodden mówi się cały czas w sadze.
10016:  Jak można było to tak spaprać?
10017:  Nie mam pojęcia.
10019:  Za bardzo oni są rozłożeni w zbyt dużą tyralierę.
10026:  Musimy dostosować się do tego.
10029:  Kazuken kazaken ha!
10032:  Tak jest.
10042:  Oczywiście, że damy zaraz runę gniewu i ruiny.
10046:  Nie myślcie sobie.
10047:  Będzie.
10049:  Nie mamy niestety tych wielkich run, które się zdobywa dzięki tym questom, no ale co zrobimy?
10055:  Są za daleko.
10057:  To jest rzecz, która mnie wyjątkowo denerwuje w Warhammerze Total War.
10062:  Ale tak naprawdę wyjątkowo.
10066:  Ja rozumiem, że gra zachęca do eksploracji, ale przy Mortal Empires to jest przesada.
10087:  Dobra, czas użyć naszej runy gniewu i ruiny.
10093:  Rough and ruin, tak?
10096:  Dobrze.
10109:  I teraz tak, wszyscy napierdzielać w tego wodza.
10113:  Proszę uprzejmie.
10120:  Okej.
10123:  Praktycznie zerowe.
10127:  Straty.
10127:  O to chodziło.
10131:  Ściorkowie w czterdziestce uwierzyliby, że Tokarczuk może dobrze pisać, to Olga napisałaby coś sensownego.
10136:  Tak by było.
10138:  To jest jeden z nielicznych warunków.
10142:  Tarell pisze w wątku naszym o Robin Hobb, chodziło o te imiona cnotliwa, rycerski i tak dalej, że to fajny zabieg ksenolingwistyczny.
10152:  Ksenolingwistyka to jest nauka o językach sztucznych, tak dla wszystkich, którzy nas śledzą.
10161:  wyciągający na wierzch zapomniane treści znaczeniowe, jakie noszą imiona.
10166:  Tak, to prawda, chociaż wciąż wolę, jak to zrobiła Leguin, wiążąca imiona z prawdziwą magią.
10179:  Albo raczej inaczej, wiążąca imiona z nazwą prawdziwą dla danego zjawiska.
10187:  O!
10190:  Zgodnie z tym staropolskim znaczeniem, zresztą słowa imię, które po prostu znaczyło nazwę,
10203:  A może nam to skradanie będzie nawet dobre?
10205:  To jest ciekawe, że dodali skradanie dla inżyniera.
10210:  Amunicja typu strzelec, zwiększony zasięg i skuteczność przeciwko piechocie.
10214:  Dobrze.
10214:  Powitanie z Barag Var.
10216:  Ładna nazwa.
10219:  Jak tutaj sytuacja?
10220:  Czy możemy dalej rekrutować?
10221:  Możemy dalej rekrutować.
10222:  Potrzebujemy... Nie, nie możemy dalej rekrutować.
10226:  Dopiero za jedną turę.
10228:  Co stąd potrzebujemy?
10232:  Niestety nic.
10233:  Zostaną nam tylko i wyłącznie jeszcze oddziały do zrekrutowania w globalnej puli.
10242:  Tutaj możemy Tana natomiast zrekrutować i tak zrobimy.
10255:  Niedobrze.
10261:  Potrzebujemy jakiegoś lepszego, lepszej cechy.
10269:  Tak, i to jest bardzo mądry system magiczny, podoba mi się niesamowicie.
10276:  I tak samo zrobił zresztą Garth Nix w Tetralogii Abhorsena, gdzie były dwa rodzaje magii.
10284:  Magia
10285:  Dzika, która wymagała tego, żeby czuć magię.
10288:  Trochę tak, jak jest u Rowling w systemie magicznym w Potterze.
10291:  I druga magia, magia kodeksowa, która właśnie wiązała jakieś zjawiska imieniem.
10306:  Co pobijam dobrego?
10307:  Herbatkę zieloną z suszonymi czarnymi porzeczkami.
10312:  Wspaniałość.
10318:  Absolutna wspaniałość.
10319:  Ładnie, ładnie.
10322:  Co możemy tu zrobić interesującego?
10323:  To nie jest dobry layout twierdzy dla krasnoludów.
10325:  To jest fatalny layout twierdzy dla krasnoludów.
10327:  Jestem zaniepokojony.
10349:  Dobra, organki to my możemy dać tutaj, moi mili.
10352:  To jest chyba najlepsze, co możemy zrobić, tak.
10356:  Tak chyba to robiłem zwykle.
10360:  W ten sposób będziemy mieli zasięg prawie na całość.
10365:  Dobrze.
10368:  No to teraz tak, funderers.
10375:  Trzeba bardzo uważać, żeby był zawsze ten... żeby zawsze był dobry zasięg, w tym sensie, żeby nie było żadnego pagórka tutaj.
10382:  To mnie trochę niepokoi, bo on jest.
10386:  Więc spróbujemy się rozstawić tu.
10399:  Tutaj damy posiłki konkretniejsze.
10405:  Nie, ci niestety muszą zostać do obstawienia murów.
10409:  Skąd będzie najwięcej piechoty?
10415:  Stąd.
10418:  Czyli tutaj potrzebujemy ten oddział?
10423:  To zrobimy troszeczkę inaczej.
10424:  O, tak.
10442:  Tam na tę stronę.
10450:  Okej.
10450:  Chyba jesteśmy już przygotowani.
10453:  Zastanawiam się, czy potrzebujemy na wszelki wypadek osłonę dla artylerii i chyba tutaj zostawię kogoś w odwodzie.
10459:  Chociaż nie, tutaj nikt nie przejdzie.
10467:  Dobra, na wszelki wypadek damy tutaj jeszcze jednostki.
10470:  Miejmy ich w odwodzie, o, w tym miejscu.
10473:  Dobra.
10474:  Dużo trzeba się teraz namyślić, bo teraz jest faza taktyczna, moi drodzy, więc od tego, co zrobimy, zależy to, czy przetrwamy.
10483:  A nie fajnie byłoby, gdybyśmy nie przetrwali.
10490:  Ooo.
10491:  Widzę, że weszła muzyka chaosycka.
10504:  Vilgefortz, final boss całej serii pobity przez nierozgarniętego Nilfgaardczyka.
10508:  To był skandal absolutny, który zresztą się ze strachu na widok Wiedźmina.
10511:  No, Wiedźmina, którego owy boss poniewierał od niechcenia.
10514:  Mhm, tak.
10517:  Tak jest.
10518:  W przymierze krasnoludów wracamy do Warhammera, z ludźmi byłoby genialne krasnoludy na froncie z poporami, a ludzie mogliby ich nagłowami swobodnie strzelać.
10524:  200 IQ.
10525:  Dokładnie.
10526:  Tak chyba zresztą parę razy było w lore.
10531:  Wdziała!
10531:  Wdziała!
10534:  Niestety, zanim człowiek zdąży... ...to wie, że strzelają już, wybierając durne cele.
10555:  Zobaczymy, czy je zniszczymy, bo możemy tym razem wieżę nie zniszczyć.
10561:  Ostatni strzał.
10562:  Proszę cię, wieżo.
10563:  Zniszcz.
10568:  Kurczę.
10570:  Nie udało się.
10572:  To się zdarza.
10575:  Częściej niż bym chciał.
10588:  Dobra, tutaj wieża padła jedna.
10590:  Świetnie.
10596:  Ale ta nie padnie.
10599:  Interesujące.
10600:  Dobra.
10602:  To niewiele zmienia.
10604:  Ponad to, że... Wycofujemy się z murów w tym momencie.
10610:  Potrzebujemy tutaj wojsk.
10611:  Absolutnie.
10613:  I to samo zrobimy tu.
10614:  Chociaż... Chociaż nie.
10617:  Tu zostańmy.
10620:  Stąd możemy się wycofać.
10624:  Oj.
10628:  Główną trylogię Gedda nadrajałem czat od Leguin Kocham, ale Tehanu zmęczyło mnie potwornie.
10634:  To jest ciekawe, bo nie miałem specyficzne podejście do Tehanu, to znaczy dałem szansę tej powieści, dałem szansę jej opowiedzieć zupełnie inną historię.
10643:  Tehanu jest ważne z perspektywy systemu lore, wiedzy o tym świecie, to znaczy właśnie w Tehanu się dowiadujemy, że jest jeszcze alternatywny system magii, kobiecy nazwijmy go w ten sposób.
10656:  Ale wiem, że kogoś mógł być bardzo rozczarowany tym, jak Leguin potraktowała Gedda.
10659:  A potraktowała go paskudnie w tej książce, to trzeba przyznać.
10666:  Tylko, że celowo.
10669:  Dobra, uciekamy nimi, tak jak się da.
10675:  Jak tutaj sytuacja?
10677:  Pozytywnie.
10680:  Interesuje mnie, czy ta... czy nasza artyleria w ogóle strzela, czy nie.
10684:  A nie, nie ma zasięgu.
10686:  Przesadziłem trochę z... odległością.
10690:  Nie martwcie się, wyrżniemy wszystkich, krasnoludzi nie biorą... nie, nie... Niemców.
10695:  Ha!
10696:  Jeńców.
10699:  Niemców też nie biorą!
10706:  Okej, nastawiamy się na małe wypalanie.
10711:  Mam nadzieję, że nie macie nic przeciwko, bo będzie teraz łamana konwencja genewska.
10716:  Miasta jaszczuroludzi są najpiękniejsze.
10719:  Zgadzam się absolutnie.
10721:  Chociaż ja jeszcze bardzo lubię miasta z kawenów.
10723:  Tak, tak.
10724:  Klany.
10725:  Domy.
10726:  Siedziby.
10727:  Dobre.
10728:  Skuteczne.
10729:  Spaczeń!
10740:  Ale zabawna rzecz, Long Beach co tutaj, ale znacznik mają tam.
10746:  Vivat.
10753:  Tak jest, właśnie ta sama konwencja genewska, która jest tak przez wszystkich przestrzegana.
10758:  Bardzo.
10762:  Kto tu zacznie wypalać?
10764:  Pięknie wypalacie!
10767:  Palić!
10771:  No i co, mają za... Strzelają?
10773:  Strzelają, dobrze.
10776:  Ci nie strzelają.
10777:  Trzeba to naprawić.
10783:  To, co tutaj się dzieje, to jest po prostu czyste piękno.
10792:  Za to chaosy ci...
10795:  w Warhammerze wyglądają bardzo podobnie do tego, jak sobie zawsze wyobrażam żołnierzy w Archiwum Burzowego Światła Sandersona.
10810:  Biedna pierdolona piechota, cytując klasyka.
10819:  Ha, sugestia genewska.
10822:  To jest tak, to jest ta lista sidequestów, które można wykonywać, ale nikt tego nie oczekuje.
10831:  Jak ta flanka?
10835:  Okej, nie jest źle.
10853:  Pa pa!
10861:  Jest też gra Seven Mages, oparta na koncepcji siedmiu wspaniałych i siedmiu... ojoj, samurajów, zachwycacie mnie.
10876:  Czy lubię gry typu Olimpiada Lekka Atletyka?
10879:  A, gry wideo.
10880:  Nie, nie, nie.
10881:  Sport w wersji elektronicznej jest dla mnie równie mało interesujący, jak sport w wersji analogowej.
10887:  Chyba, że to jest StarCraft.
10889:  To wtedy co innego.
10891:  Czasem... Z jakiego ja sportu w ogóle kiedykolwiek... Od jakiego nie stroniłem, nie?
10898:  Zastanawiam się.
10900:  Musiałbym pomyśleć.
10903:  Ale tak samo bardzo nie lubię na przykład wszelakiego autoramentu, wyścigów samochodowych i tak dalej.
10909:  W ogóle też nie lubię gier kompetytywnych bardzo.
10914:  Plus 20 do stosunków z innymi frakcjami do pierwszego użycia Doom Rocket.
10918:  Everybody dislikes that.
10920:  Tak, to prawda.
10924:  Odbijamy twierdzy krasnoludzkie, moim zdaniem.
10927:  Teraz tak.
10928:  Klad brakak will be tested!
10934:  Dostaliśmy artefakt, moi mili.
10937:  Jakiż to artefakt?
10939:  Ten.
10940:  Gdzie jest... O, jest niedaleko.
10946:  Jakie to szczęście, że wymaga zaatakowania frakcji, z którą nie jesteśmy w stanie wojny.
10950:  No cudownie.
10954:  Vengeful Runerold.
10958:  Zrobimy inaczej.
10961:  Potrzebujemy tego slotu.
10965:  Dobrze.
10967:  Jak tam z Thunem?
10970:  Jest!
10970:  Valaya!
10973:  Dobrze.
10974:  Chodź do nas Thunie.
10976:  Chodź w Thuny!
10977:  Thunie.
10982:  Potrzebujemy bardzo tego slotu.
10990:  Tak i zrobię to, bo już mamy Thuna.
10994:  Nie potrzebujemy tego.
10995:  Prace budowlane, koszt budowy minus 10% dla wszystkich budynków.
10998:  Utrzymanie.
11001:  Instynkt górnika.
11003:  Dobrze.
11004:  Tutaj nie wiem, kiedy będzie to oblężenie, ale nieprędko mam wrażenie.
11008:  Tu musimy pamiętać, żeby ponaprawiać wszystko.
11012:  Kiedy jakiś gryzipiórek insynuuje, że nie wolno gwałcić, palić i mądrować na wszelkie sposoby, a te dzieci tak śmiesznie wylatują na minach.
11019:  Wielkie nieba.
11020:  Ale to brzmi jak opis tego, co się dzieje w naszym świecie, niestety.
11025:  Przypominam też, że te zbrodnie, o których bardzo nie chciano, żeby odbiorca szerszy się dowiedział, to znaczy chodzi mi o użycie białego z fosforu, chociażby w wojnie na Bliskim Wschodzie miała być gra Six Days in Fallujah i została prawdopodobnie permanentnie, ale nie wiem, nie czytałem o losach, zbojkotowana przez dużo środowisk.
11047:  O, możemy tutaj inżyniera zrekrutować, świetna wiadomość.
11051:  To jest nam niepotrzebne.
11061:  W Warhammer 40K, by zakląć demona, trzeba znać jego pełne imię.
11065:  To też jest rzecz, którą wykorzystywano w Law of Dungeons and Dragons.
11070:  Tam był taki piękny wątek zamykania dusz magów i demonów w filakteriach.
11075:  W ogóle filakterium jako słowo jest przepiękne.
11078:  Od razu się kojarzy z alchemią, z magią wysoko.
11080:  O, wspaniałości.
11082:  Pojemnik na duszę.
11085:  Dobrze, chcemy... Jesteśmy w świetnych stosunkach z mumiami.
11090:  Myśmy tylko i wyłącznie chcieli wypalić tą... Wielką Królową Kalidę, ale z tego co wiem, ona nie miała dobrej prasy i tak u Królów Grobowców.
11104:  To się przyda.
11105:  I teraz tak, czy my tutaj możemy zrekrutować inżyniera?
11112:  Tak, i to dobrego.
11117:  Bierzemy go.
11121:  Bierzemy go i będziemy nim się przemieszczać w tę stronę, bo potrzebujemy go do drugiej armii.
11129:  Six Day in Fallujah, ostatnio były plotki, że jednak będzie wydane.
11132:  Świetnie, bardzo dobrze.
11138:  Tańcowały tany, panie, tańcowały będąc w stanie i nie w stanie, pany tany, tak jak jeden ten zachlany.
11145:  Piękne, tan zachlany.
11149:  Szkoda tylko, że... Wiecie jak jest z tym Six Days in Fallujah, że zostanie to wydane w formie okrojonej.
11161:  No to mnie bardzo martwi, nie ukrywam.
11163:  Nie podoba mi się to specjalnie.
11165:  Więc to jest wojna!
11166:  Dobrze!
11166:  Zrób to dobra dla Dawii!
11197:  Dobra.
11202:  Okej.
11205:  A tutaj dalej idziemy na zwiad.
11208:  Grałem misję Sionko w Neverwinter Nights, jedynkę i dwójkę.
11212:  Lubię najbardziej jedynkę, przyznaję.
11218:  O, nieznaczne zwycięstwo, biorę to.
11221:  Absolutnie biorę to.
11224:  Świetnie.
11225:  To nam rozwiąże problem tych rebelii tu częstych.
11230:  Sytuację tutaj też myślę możemy rozstrzygnąć szybko.
11233:  Dobrze.
11236:  Bardzo dobrze.
11238:  Naprawiamy.
11243:  Okej.
11244:  Tu też myślę, że możemy się pozbyć już tego budynku, chyba że on coś nam daje.
11248:  Nie, on nam nic nie daje.
11252:  Bo chciałbym zbudować tutaj te beczkowodzy i tawerny, żebyśmy nie mieli takiego problemu akurat tam już z rebeliami.
11261:  I teraz tu potrzebujemy bardzo tego budynku dla kowala run.
11266:  I potrzebujemy go w trybie nagłym.
11272:  Może na wszelki wypadek jeszcze nie będę tego burzył, mam złe przeczucia.
11275:  A może zburzę?
11277:  Burzę.
11279:  Tam...
11282:  Czy wolałbym Disney+, czy Bilibili, to nie kojarzę w ogóle w Polsce, no bardzo bym chciał, żeby Disney+, wreszcie wyszło.
11290:  To jest coś, w co bym zainwestował z uwagi na dużą liczbę filmów Disneya, o których mam sentyment, który bym chętnie oglądał.
11297:  No ma to sens w moim przypadku, duży.
11300:  O wiele większy sens niż Amazon Prime, który kupiłem.
11333:  Co?
11334:  Grimgor oblega lamie.
11339:  Mówiłem wam, że będzie atakować.
11347:  Szlachetna porażka?
11350:  Chyba to jest jakiś żart kiepski.
11353:  Najbardziej martwię się jedną rzeczą, że stracimy tę rekrutację.
11359:  Chyba.
11361:  Ale dobrze, że tego Tana zdołaliśmy wkomponować.
11365:  Jaka jest tu sytuacja?
11365:  Tu jest po prostu rebelia, dobrze.
11380:  Tak.
11382:  To się nam bardziej przyda.
11386:  Okej.
11387:  Gdzie podróżuje Torek teraz?
11391:  Bo są dwie opcje.
11392:  Albo żal Valii.
11395:  Myślę, że to jest dobra opcja.
11401:  Okej.
11402:  Bardzo ryzykuję, bo powinienem scoutować, ale teraz będziemy scoutować, bo mamy czym, a raczej kim.
11408:  W Forcie Krzywego Qua w zasadzie możemy zacząć próbować budować... Nie, nie ma sensu, myślę.
11415:  Mury i tak nic nie zmienią.
11418:  Czy oglądałem Teheran na Amazon Prime?
11419:  Nie.
11419:  Warto?
11423:  Tutaj jest po prostu rebelia.
11425:  Dobrze, dzień jak co dzień, tak do rebelii się przyzwyczailiśmy absolutnie.
