🔴 RINGS OF POWER — odcinek 5 i 6 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=YVcxr00_RQc

233:  A, jesteście!
1914:  A tutaj macie problem podstawowy, jaki ma ten serial, a mianowicie zauważcie, że jest bardzo dużo postaci, które podróżują tutaj tylko po to, żeby zrobić nam wycieczkę turystyczno-krajoznawczą.
1925:  Znaczy ja nie mam nic przeciwko, to są ładne kadry, tak?
1928:  Ale to wciąż jest wycieczka turystyczno-krajoznawcza, która absolutnie niczemu nie służy, ponadto żeby pokazać mapę, o może tutaj to będzie, czegoż poszukiwałem, ale chyba nie, ponadto żeby pokazać mapę i żeby pokazać jak Harfuty się cieszą po drodze i w zasadzie nic ponadto.
1942:  Mamy wycieczkę turystyczno-krajoznawczą.
1944:  A potem, potem, moi mili, pojawia się scena z trailera.
1947:  Sceny z trailera są bardzo cenne.
1950:  Wszystkie zostały wykorzystane w 100% w tym serialu, ale to absolutnie wszystkie.
1953:  Ja liczyłem, że przynajmniej ta zostanie jakoś rozbudowana, bo tutaj nam się pojawiają mroczni...
1962:  Ludzie w białych szatach.
1964:  I mroczni ludzie w białych szatach w mroczny sposób spoglądają znad mrocznych rzęs, którymi w mroczny sposób trzepoczą, ponieważ odkryły mroczny znak, jaki pozostawił po sobie mroczny hodor z mrocznego kosmosu.
1978:  Na szczęście trzymają mroczny talerz zagłady i po drugiej stronie mrocznego talerza zagłady jest mroczna runa śmierci, za którą podąża mroczny hodor z mrocznych przestworzy.
1991:  Eminem, jak go nazywacie i poniekąd słusznie, jest również mroczny i wiemy to dlatego, że się nie uśmiecha.
1997:  A więc pochodzi z długiej szkoły aktorskiej z Twilight i Christine Stewart, która jak wiemy powszechnie jest w stanie wykonać absolutnie jeden grymaz mimiczny i niestety z jakiegoś powodu wszyscy później po niej to małpowali.
2012:  Ja liczyłem, że tutaj coś zostanie mi wyjawione.
2015:  Nic bardziej mylnego.
2016:  Mamy znowu to, co jest problemem tego serialu dla mnie od początku, to znaczy cięcie
2021:  Zmiana wątku i lecimy dalej.
2022:  Nawiasem mówiąc, w najlepiej dotąd ocenianym odcinku, czyli szóstym, tego jest mniej.
2027:  I to jest jeden z powodów, dla których po prostu się to lepiej ogląda.
2031:  Macie cały czas tutaj taką tanią strategię narracyjną, że jest to tajemnicze pudełko, tak?
2037:  Mystery Box.
2038:  I w pierwszym Mystery Box był Mithril.
2041:  Do Mithrilu jeszcze powrócimy.
2044:  A teraz mamy kolejny mystery box.
2046:  O, kto jest mrocznym Eminemem z mrocznym, mrocznym znakiem na mrocznym talerzu?
2051:  Kim on może... Czy to jest Sauron?
2053:  Generalnym, myślę, takim konceptem narracyjnym, jaki stoi za Rings of Power jest założenie, że fani, zamiast współtworzyć, tak jak czytaliśmy sobie w tekstach przed omówieniem
2064:  jeden świat i robić sobie teorie fanowskie, wiecie, czyli to, co napędza bardzo nie tylko sam marketing serialu, ale także kanały commentary na YouTubie, lore video z różnego rodzaju, nie ma nic piękniejszego niż oglądanie fanowskich teorii do i Władcy Pierścieni, i Gry o Trot, i nie wiem, Doktora Hood do pewnego momentu także, i tak dalej, i tak dalej.
2085:  To jest bardzo interesujące, czasami nawet bardziej interesujące od materiału źródłowego.
2089:  A co tutaj, do czego tutaj nas się zachęca?
2091:  O, może on jest Sauronem?
2094:  On jest Sauronem, on jest Sauronem, mówię, nie, nie, on jest Sauronem.
2097:  Może on jest Sauronem?
2100:  A może on jest Sauronem?
2103:  Może ja jestem Sauronem?
2107:  To byłby plot twist czaty, jakby się okazało, że ten hejtujący Krzysztof jest Sauronem tak naprawdę.
2118:  Prawda była przed naszymi oczyma przed tyle czasu.
2122:  Wszyscy jesteśmy Sauronami.
2124:  wiecie, no ileż można, tak?
2125:  Ja już się dlatego w to szczerze powiedziawszy nie bawię.
2128:  Mam szczerze też mówiąc dość wszystkich recenzentów, którzy mówią, o, Halbrand a Kasauron, Halbrand a Kasauron, Halbrand a Kasauron, to co?
2136:  Rozumiem, że jeżeli się okaże, że zrobią znowu unexpected plot twist, tak?
2142:  I będziemy mówić subverting expectations, to wtedy wszyscy ci youtuberzy i recenzenci będą mówić, a przepraszam, to jednak nie był Sauron, przepraszam, to nie był Sauron.
2155:  Tutaj ta scena jest w zasadzie tylko po to, żebyśmy mieli kolejny kamyczek do ogródka definiującego nam postać Adara.
2164:  Adara, pamiętałem to imię, który troszeczkę więcej ujawni o swoim pochodzeniu w odcinku szóstym, ale na pewno wiemy, że nie jest takim typowym orkiem, czyli typowym urukiem.
2176:  Z tego to względu, że nie musi nosić kaptura.
2180:  To jest wielka szkoda, moi drodzy, tak swoją drogą, ponieważ kaptur jest świetnym narzędziem do pokazywania, że ktoś jest mroczny.
2187:  Nie wiem, czy pamiętacie tę scenę, jest ona bardzo kluczowa, ponieważ dzięki kapturowi mroczny Eminem jest bardziej mroczny.
2194:  W momencie, jak założycie kaptur, to jesteście mroczni, natomiast jeżeli macie kaptur po prostu położony na pleckach, to trzeba go ładnie wyprostować, nic więcej.
2201:  Ale w innych okolicznościach jesteście mroczni.
2204:  I no...
2206:  Tyle jest ważnego w tej scenie, nie wiem szczerze powiedziawszy po co ona była, bo my już wiemy, że orkowie się muszą chronić pod plandeką z Obi, jak drążą korytarze nie wiadomo po co, w szóstym odcinku się okaże po co.
2217:  I wiemy już, że Adar wcale nie, więc nie ma pojęcia po co, ale idziemy dalej.
2227:  Dalej mamy sceny, które będą się działy w Southlands, które jak już wiemy dobrze, nie są na południu zgodnie z nazwą.
2234:  Southlands to jest ląd południowy, ale w ramach
2239:  Podważania naszych oczekiwań, chyba taki będzie najbliższy ekwiwalent subverting expectations, okazuje się, że są na północnym wschodzie, jeżeli patrzymy oczywiście od Rowanionu i całej reszty ziem na zachód od Mordoru.
2258:  Na wschód od Ededu jesteśmy w tej chwili i dzieją się, naprawdę tutaj się rozstrzygają losy ludu z Southlands, które są na północy, z tego względu, że z jednej strony Bronwyn, która zaczyna być coraz sympatyczniejszą postacią, nawiasem mówiąc, i Arondir, i ich pamiętam, dlaczego ich pamiętam?
2275:  Fascynujące, dlaczego ich pamiętam.
2276:  Może dlatego, że są oryginalnie wykreowanymi postaciami, które faktycznie coś z sobą reprezentują.
2282:  I usiłują przeciągnąć na swoją stronę.
2284:  Troszeczkę to jest taka paralela względem tego, co się dzieje w Numenorze, gdzie mamy albo wiernych, albo wręcz przeciwnie, tych, którzy są niewierni.
2293:  Prawda?
2294:  Niewierni?
2296:  Więc tych właśnie.
2297:  I tutaj mamy podobną dychotomię, dwoistość.
2301:  Mianowicie z jednej strony są ludzie, którzy chcą sprzyjać, i to tak bardzo ewidentnie, Sauronowi oddać mu pokłon.
2307:  Tutaj będzie jeden z...
2310:  Jedna z ważnych postaci, której imienia niestety nie pamiętam.
2313:  Waldrek!
2313:  Pamiętałem imię tej postaci.
2316:  Pamiętałem imię tej postaci.
2318:  Więc Waldrek będzie sługą Sauronu.
2320:  To jest Waldrek, moi drodzy.
2321:  Innymi słowy Waldek.
2323:  Więc Waldek Kiepski będzie chciał oddać pokłon Sauronowi, natomiast reszta nie.
2330:  Więc już wiemy, ci są dobrzy, on jest źli.
2332:  Dlatego macie też taką, wiecie, żabią perspektywę.
2334:  Tu wiadomo, po stronie, już wiemy, że żabka jest niedobra, że tylko słoń, więc ten to jest po stronie żab, niedobrzy, niedobrzy, natomiast tamci w przestworzach, dobrzy, oni chcą na nas lepiej.
2345:  Wszystko wiemy.
2347:  Tarael pyta, czy orkowie topią tunele, bo się bawią w fedrowanie węgla.
2351:  Okaże się to w szóstym odcinku Taraelu.
2354:  FRS jeszcze pyta, czy imię Eru Ilevatara nie pada w appendixach.
2357:  Tutaj są inne rzeczy, które padają, a nie powinny paść i do tego zaraz dojdziemy, moi drodzy.
2363:  I to wszystko staje się asumptem do długi debat oczywiście i dyskusji, które prowadzą moim zdaniem absolutnie donikąd, a przepraszam, prowadzą do Numenoru.
2372:  Oczywiście tamten wątek wróci, on jest dość istotny z tego względu, że będziemy mieli dzięki temu w zasadzie jedną, jedyną bitwę, która jak na razie się w tym sezonie zdarzyła.
2381:  Wątek Numenoru w odcinku piątym jest absolutnie katastrofalny w moim przekonaniu.
2385:  To znaczy, nawet nie wiem, czy my będziemy go przewijać w tej chwili, streszczę wam o co tutaj chodzi.
2390:  Chodzi mianowicie o to, że cały czas Galadriela chce, no nie zgadniecie,
2396:  wyruszyć do Śródziemia.
2398:  W związku z powyższym musi mieć, nie zgadniecie, łodzie.
2402:  I dlatego, że musi mieć łodzie, musi również, nie zgadniecie, przekonać Numenorejczyków do tego, żeby wyprawili łodzie.
2412:  żeby ona mogła tam przepłynąć.
2413:  Ponieważ, jak wiadomo, Galadriela swojej supermocy pływania kraulem używa oszczędnie.
2420:  Zgodnie z Lord Olkienowskim.
2422:  Tak Gandalf nie robił tego, co Andrzej Sapkowski wyśmiewał w kiepskich fantazyrze, pluł kulami ognia na wszystkie strony.
2429:  Gandalf używał magii.
2430:  to Gandalf jej używał oszczędnie i wtedy przynajmniej ginął jeden Balrog.
2435:  I tak samo Galadriela.
2437:  Ona swojej mocy kraula używa oszczędnie.
2439:  I jeżeli jej użyje, po, panie, Michael Phelps się chowa i ona przepływa na drugi kraniec świata.
2445:  Więc dlatego potrzebuje łodzi.
2447:  Skoro to już wiemy, tak, Galadrieli się skończyła mama, ewidentnie,
2453:  No to musimy je zabezpieczyć.
2454:  I oczywiście wiąże się to z całym problemem dynastycznym, który przepełnia Numenor.
2462:  To znaczy Tal Parantil jest niezbyt dysponowany, jak dobrze wiemy, a Muriel z kolei nie za bardzo chce wyruszyć do tego śródziemia i cały czas bawią się w przeciąganie liny.
2471:  To znaczy Galadriela z jednej strony mówi, że bardzo chcą, a z drugiej strony Muriel bardzo nie chce.
2476:  I...
2478:  Nie żartuję, trzy razy w ciągu jednego odcinka zmienia się, trzy razy zmienia się decyzja w tej kwestii.
2485:  I w którymś momencie nawet Tar-Palantir, do czego wrócimy, mówi, że on się boi tej wyprawy do Śródziemia, ale finalnie do niej dochodzi.
2491:  To naprawdę nie jest spoiler.
2492:  Wiadomo, że Galadiela musi dotrzeć do Śródziemia.
2496:  Natomiast jest to niewątpliwie wątek, który nazwalibyśmy niepomnym z tego względu, że będzie tam fantastyczna scena machania mieczem, ale zanim to macie Harfutów, o których wspomniałem, że znaleźli się na martwych bagnach.
2512:  Bo jak wiemy, zasadą narracyjną tego serialu jest to, witamy przy okazji Dominikę Jamniko, twórczynię Klimczak na czatach i bardzo proszę o zajemniczenie na jej okoliczność.
2521:  Jak wiadomo powszechnie, zasadą narracyjną Rings of Power jest to, że jeżeli się pojawia jakiś interesujący wątek i już macie ochotę, dobrze, już niech przejdą do sedna,
2530:  A, cięcie!
2531:  Wiecie, więc ja myślę, że twórcy Rings of Power by się świetnie odnaleźli na YouTubie, gdzie wiecie, nie ma po prostu, zwłaszcza polskim YouTubie, gdzie uznaje się, że człowiek nie jest w stanie w żaden sposób skupić uwagi, jeżeli nie ma przynajmniej siedemnastu cięć, prawda?
2545:  A, i co więcej, jeżeli ktoś na przykład nie mówi...
2549:  z daniami podrzędnie złożonymi.
2550:  To nie, to trzeba to pociąć tak, żeby to brzmiało jak zdanie podrzędnie złożone.
2553:  Więc myślę, że świetnie by się sprawili twórcy na YouTubie.
2556:  Nie znoszę tego rodzaju cięć, no nic na to nie poradzę, moi drodzy.
2560:  Albo w Polsacie z cięciami na reklamę, absolutnie.
2563:  I ta scena jest ciekawa.
2564:  To jest pierwsza scena z udziałem Harfutów, która jest interesująca.
2568:  To znaczy jest wprowadzony bardzo prosty i podstawowy wróg, którego już znamy.
2572:  Przepraszam, przepraszam, nie wróg,
2574:  Varg.
2575:  I rzeczony Varg prawdopodobnie, mam taką przynajmniej nadzieję, rzeczony Varg ściga Harfuty.
2583:  Harfuty uciekają przed Vargiem, który wygląda jak spocony guziec i nic na to nie poradzimy, ale pamiętajmy, efekty specjalne są efektami specjalnymi i w zasadzie dopiero w momencie, w którym wkracza do akcji Hodor z przestworzy, mamy okazję przekonać się, jakie są jego moce.
2601:  I teraz teoria Krzysztofa, dobrze?
2604:  To znaczy, Hodor z przestworzy używa force pusha.
2608:  I moja ocena tego jest taka, że Gandalf nie miał tego rodzaju umiejętności.
2615:  Chyba.
2615:  W każdym razie nie pamiętam.
2617:  Gandalf zawsze potwierdzał i mówił, że jest władcą sekretnego płomienia.
2624:  Co też było aluzją do tego, że moc swoją otrzymał od prawdopodobnie Eru Iluvatara samego, a na pewno w każdym razie pochodzi ona z Amanu, czyli nie ze Śródziemia.
2637:  Więc to nie jest taka prosta magia.
2639:  Mam nadzieję, że to oznacza, że mamy do czynienia faktycznie albo z Romestamą, albo Morimetarem.
2644:  Mam nadzieję.
2645:  Błagam wszystkich bogów i Eru Iluvatara zarazem, żeby to się okazało albo Romestamą, albo Morimetar.
2651:  Ale o tym, że oni mieli moce związane z żywiołami powietrza i wody, wiem wyłącznie z gry Battle for Middle-earth.
2660:  dwa, zresztą świetnej gry strategicznej.
2662:  No nic na to nie poradzę.
2663:  Tomaszu, dziękuję Ci serdecznie za trybut.
2664:  Gdzie jest merch Wings of Power?
2665:  Gry, figurki, LEGO, etc.
2667:  Zobaczymy, zobaczymy.
2669:  Może wyprze, moi drodzy, merch starej franczyzy i wtedy, całkowicie poważnie mówiąc, oczywiście będziemy mieli do czynienia z nową franczyzą.
2677:  Tutaj też uśmiecham się dla wszystkich, którzy w komentarzach słusznie pisali to pod poprzednimi recenzjami.
2681:  Tak, jak najbardziej.
2682:  Jeżeli to się okaże na tyle,
2685:  Dobry utwór, że buduje się wokół niego cała franczyza, że ludzie będą chcieli do tego robić fanfiki, masinimy, własne animacje fanowskie, fanarty, jeżeli rzeczywiście będą chcieli kupować płatki śniadaniowe z podobizną Galadrieli, chociaż ja nie wiem, czy ja bym chciał jeść płatki śniadaniowe z kimś, kto wygląda tak.
2705:  Ja bym pomyślał, że ma konstypację od zjedzenia tych płatków śniadaniowych i bym ich nie kupił.
2710:  Ale może, może, nie przesądzajmy, może będzie z tego jakaś duża franczyza, zobaczymy.
2716:  W każdym razie, moja ocena tego jest taka, że nie mamy do czynienia z Gandalfem i mam ogromną nadzieję, że tak jest, ale czas pokaże, czy mam rację.
2724:  W każdym razie, dobra scena, po której później się będzie działo jeszcze coś ciekawsze, ale zanim, ale zanim, zanim będą się działy ciekawe rzeczy.
2731:  Moi drodzy, jak ja żałuję, że nie mogę wam puścić tej sceny w całości.
2734:  Mamy tutaj scenę walki mieczem, która autentycznie wymaga tego, żebyśmy niezwłocznie, ale to absolutnie niezwłocznie, wybrali do niej stosowną muzykę.
2746:  Znaczy musimy ją natychmiast zmienić.
2755:  No więc to jest scena, w której Galadriela, która jak wiadomo jest dowódczynią północnych oddziałów Noldorów, Galadriela mianowicie uczy Numenorejczyków, jak być dobrym szermierzem.
2773:  No i Galadriela ich uczy w sposób, który ja bym określił najbliżej komedią slapstickową, czyli taką komedią, w której macie dużo gagów, popierdywań, dziwnych reakcji tłumu i autentycznie przy każdym ruchu, który wykonuje Galadriela, zebrany wokół tłum robi coś takiego...
2792:  oooo, oooo, jak w Bobatą, prawda?
2797:  Pamiętacie tę scenę z czwartego Pottera, jak przybyły z Bobatą akademiczki i uczennice i one robili takie oooo, oooo.
2810:  I lecimy, moi drodzy, i lecimy.
2816:  Wywijanie mieczami jest.
2819:  Dziwne ruchy są.
2820:  Mało tego, nawet w którymś momencie, tłum naturalnie również, w którymś momencie nawet Galadriela stwierdza, że żeby lepiej nauczyć wojaka, który śmiesznie, patrzcie jak on się śmiesznie zaplątał w sieci rybackiej, jakiś żenujący wojak, śmieszny jest, o, i w którymś momencie Galadriela blokuje swoim ramieniem miecz, bo potrafi, tak, i nie tnie się tym swoim, bo to wiecie, taki specjalny miecz, nietnący.
2847:  I potem klepie wieczem jeszcze po tyłku żołnierza, bo wiecie, trzeba go tak spank.
2854:  Galadriela tutaj wchodzi w taki tryb nieco shady, BDSM, spanky.
2864:  Nie ma dobrych słów polskich określających to.
2866:  W każdym razie go to horny jail.
2894:  No, wracając do Śródziemia, bo wiecie, to jest taka jedna z tych scen, która mi przypomniała, zresztą na Discordzie to napisałem, słynne Spaceballs.
2904:  Haha, haha.
2908:  I w Kosmicznych Jajach jest taka scena przeczesywania, na pewno ją pamiętacie, przeczesywania pustyni w poszukiwaniu, nie pamiętam czego, jakiegoś artefaktu.
2918:  I jest taki piękny moment, gdzie kamera pokazuje jednego ze szturmowców, który razem z drugim szturmowcem ma wielki grzebień, którym przeczesuje dosłownie pustynię.
