#229 Jak Nie Pozwolić Swojemu Wku*wowi Pójść Na Marne? Wiedźmin, Gra o Tron - dr Krzysztof M. Maj
🔗 https://www.youtube.com/watch?v=q4AycNpVEQg
PG (Przemysław Górczyk)
KMM (Krzysztof M. Maj)

0:  PG - Jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
1344:  KMM - Ale stworzenie nowego liścia wymaga stworzenia nowego ekosystemu.
1347:  KMM - przemyślenia tego, czy na planecie jest tlen, czy będzie również dwutlenek węgla przetwarzany itd., itd., cały nowy ekosystem, zwierzęta, nowe istoty, że to jest coś, za co by się zabrał Jacek Dukaj z radością, ale polecanie tego np.
1362:  KMM - początkującym pisarzom fantasy czy światotwórcom może być o tyle ryzykowne, że poczują się przyciążeni tym wszystkim i stwierdzą, że to nie ma sensu, w takim razie to napiszę jakieś prostsze opowiadanie,
1375:  KMM - bo tego rodzaju trud światotwórczy jest dany tylko nielicznym do udźwignięcia.
1380:  PG - Właśnie jak opowiadasz o tym Tolkienie, to jestem aż zaskoczony.
1383:  PG - Po pierwsze nie wiedziałem, że on był lingwistą, a po drugie jak zastanawiam się nad tym, jak skomplikowane jest tworzenie całego tego świata, tych wszystkich języków, tej całej historii, tych wszystkich różnych trajbów, które są w Władcy Pierścieni, to jest ogromna ilość czasu.
1396:  PG - To jest prawdopodobnie praca na całe życie.
1399:  KMM - Ja się śmieję, że gdyby Tolkien żył dzisiaj, byłby narrative designerem w jakiejś firmie projektującej gry wideo, bo on miał ewidentny problem z utworzeniem fabuły, męczył się nad tym niesamowicie.
1409:  KMM - Wcześni redaktorzy zresztą usiłowali na nim wymóc, żeby pisał dla dzieci, no bo skoro to są elfy i smoki i tak dalej, to ma to być dla dzieci.
1417:  KMM - No więc wymęczył się z Hobbitem, żeby to tak zeskalować, ale on chciał czegoś nowego.
1422:  KMM - Cały czas powtarzał, że chce stworzyć nową mitologię dla Wysp Brytyjskich, której nigdy nie było, taką uniwersalną dla świata Zachodu.
1429:  KMM - No i zaczął pisać to w swoje fantazy.
1430:  KMM - Początkowe recenzje Władcy Pierścieni dla tego, na które kiedyś natrafiłem w prasie starej, były strasznie negatywne.
1436:  KMM - Ludzie mówili, że nie wiadomo dla kogo jest.
1438:  KMM - To nie jest ani dla dzieci, ani dla dorosłych.
1440:  KMM - Początkowe recenzje Władcy Pierścieni były negatywne?
1442:  PG - Tak.
1443:  PG - Tak, autentycznie.
1443:  KMM - To jest niesamowite.
1444:  KMM - Ludzie nie rozpoznali po prostu nowego gatunku, który Tolkien stworzył.
1448:  KMM - On go opisał w latach trzydziestych, ale to był wykład na Uniwersytecie Oksfordzkim, właśnie pod tym drzewo i liść, albo o baśniach.
1454:  KMM - Zresztą wydane teraz jest wszystko już w tej nowej serii.
1458:  KMM - Wcześniej był przekład Roberta Stillera.
1459:  KMM - W każdym razie jest dostępne, więc pod obydwoma tytułami.
1463:  KMM - I on tam tłumaczył, że chodzi mu o to, żeby nie tworzyć baśni, tylko właśnie opowieść fantasy.
1468:  KMM - I zdefiniował sobie to w ten sposób, że opowieść fantasy właśnie będzie miała się traktować poważniej, bardziej wiarygodnie niż baśń, którą zawsze możemy sprowadzić do alegorii.
1477:  KMM - I późniejsi twórcy różnych definicji nurtów fantasy właśnie podkreślali bardzo to, że fantasy nie może być prostą alegorią.
1484:  KMM - To nie chodzi o to, żeby znaleźć do tego kluczyk i wyjaśnić, a przecież gra o tron to jest tak naprawdę wojna dwóch róż, więc my już wszystko wiemy.
1493:  KMM - No nie, to jest znacznie więcej.
1495:  KMM - Pieśń Lodu i Ognia jest o zupełnie innych rzeczach.
1497:  KMM - Oczywiście, że jest inspirowana Wojną Dwóch Róż, no i tutaj mamy Lannisterów i Starków, ale oprócz tego jest wiele, wiele innych rzeczy.
1504:  KMM - Dokładnie to samo chodziło Tolkienowi, ale co zabawne i mało osób też o tym wie, że Tolkien od samego początku robił co innego, to znaczy nie pisał fabuł, tylko robił te swoje notatki światotwórcze.
1515:  KMM - I prawdopodobnie on to robił dla zabawy, ale równocześnie podchodził do tego niesamowicie poważnie i naukowo.
1521:  KMM - Dokładnie.
1522:  KMM - I powiedział w którymś momencie, w liście do najomi Mitchinson, też jest strasznie wyświechtany przeze mnie cytat, studenci będą się ze mnie śmiać, że bez przerwy to samo mówię, w każdym razie powiedział, że zaczął od mapy i dopiero do opinii dopasował historię.
1534:  KMM - I started with a map made with a story feed.
1536:  KMM - I to jest ciekawe bardzo, bo pokazuje dokładnie tę samą strategię, którą dzisiaj wykorzystują twórcy gier wideo, więc najpierw tworzysz mapę... Najpierw się robi mapę?
1544:  KMM - Możesz, przynajmniej wedle tej strategii.
1547:  KMM - W grze musisz wręcz, no bo mapa to jest twój świat, po którym się poruszasz, więc jeżeli nie zaprojektujesz swojego świata, to nie wpuścisz tam bohatera z fabułą i nie umedlujesz tego świata przedmiotami.
1557:  KMM - No to jest podstawa absolutna.
1558:  PG - Tak właściwie my tak samo się wylądowaliśmy na Ziemi, ta Ziemia była już utworzona i musieliśmy się dostosować do tego, jak ona wygląda, więc to by się zgadzało z tym, jak wyglądała nasza ewolucja.
1567:  KMM - Poza tym my lubimy mapowanie jako taką aktywność, ale jest jeszcze jedna ciekawa rzecz związana z mapami światów fikcyjnych, no bo nasza mapa jest odwzorowaniem dwuwymiarowym świata trójwymiarowego.
1577:  KMM - Oczywiście w pewnej skali, z uproszczeniami kardograficznymi i tak dalej.
1580:  KMM - Ale jak tworzysz mapę świata, którego nie ma,
1583:  KMM - to ty nie odwzorowujesz żadnej rzeczywistości, tylko ją wytwarzasz.
1586:  KMM - I to jest piękne, bo tworzysz sobie jakiś zarys lądu i on nagle powstaje.
1590:  KMM - I umiejscawiasz tutaj sobie stolicę i tam prowadzisz do niej rzekę i to już wiesz, że tam będzie port i może być wokół tego jakaś stworzona fabuła o wyprawie do nowego lądu.
1599:  KMM - Jest nawet taka bardzo prosta technika mapotwórcza, że wysypujesz sobie ryż na kartce, obrysowujesz ryż i powyższy ci się zarys lądu i później
1607:  KMM - Uruchamiasz wyobraźnię, żeby umeblować to jakoś, ale jest wprowadzony ten element przypadkowości, kontyngencji w postaci zarysu lądu, który jest zależny od tego, jak się ryż rozsypie.
1616:  KMM - Oczywiście kartografowie profesjonalni, a są tacy, na przykład niepraktyczny kartograf jest jednym z nich.
1622:  KMM - Prowadzi swój fanpage na Facebooku i rysowuje mapy fantastycznych światów.
1627:  KMM - Byliby bardzo rozgniewani widząc tego rodzaju filmy.
1629:  KMM - strategia, ale ona jest dobra, żeby sobie uświadomić jaka potęga przed nami stoi w zasadzie.
1634:  KMM - Jeżeli tylko jesteśmy w stanie podołać temu kreatywnie, to jest to niesamowite doświadczenie wytwarzania rzeczywistości, której nie ma totalnie.
1642:  KMM - No i druga rzecz, którą zrobił Tolkien, no to oczywiście stworzenie tej całej
1646:  KMM - Kroniki, mitologii, encyklopedii, wszystkiego naraz, czym jest historia Śródziemia.
1651:  KMM - Ona teraz jest wznawiana przez Zyski Spółkę, co jest ciekawe, ponieważ to jest jedna z nielicznych w ogóle edycji kompletnych w języku polskim się ukazujących po edycji angielskiej.
1660:  KMM - W żadnym innym języku nie ma wszystkich wydanych tomów historii Śródziemia, więc Zyskowi się udała duża rzecz.
1667:  KMM - I jak się czyta to, to wiesz, to możesz się potężnie rozczarować, no bo ty oczekujesz fabuły takie jak we Władcy Pierścieni, a dostajesz na przykład sześć różnych opisów jednego wydarzenia składającego się na upadek gondolinu.
1679:  KMM - I czytasz to i tam są różne właśnie różnice pomiędzy na przykład opisem poszczególnych faktów albo takie, jakie byś miał między różnymi kronikami.
1687:  KMM - Weźmy biskupa Tittmara i Galeonima na przykład.
1690:  PG - Ale z jakiegoś powodu to jest interesujące.
1692:  PG - Ja się łapię czasami na YouTube, że oglądam sobie jakąś historię, dlaczego Prometeusz był zrobiony w ten sposób, dlaczego obcy powstali, z czego powstali, dlaczego wyglądają tak, a nie inaczej, dlaczego jest tyle różnych rodzajów obcych.
1702:  PG - Ja oglądam takie rzeczy i to też jest w pewnym sensie taka Wikipedia odnośnie tej całej sagi obcego.
1707:  KMM - Jest cały gatunek lore videos, czyli tych lore'owych wideo.
1711:  KMM - Lore to jest takie wspylne, stare słówko, które zachowało się w naszym folklore tylko.
1718:  KMM - Ale co ciekawe, nie mamy słowa lore po polsku pisanego L-O-R-E.
1722:  KMM - Czyli to nie lotr.
1723:  KMM - Nie, nie, nie.
1723:  KMM - Więc mamy lore pisane przez L-O-R-E i to jest właśnie ta wiedza o fikcyjnym świecie i możesz też mieć książki lore'owe.
1730:  KMM - Ale ja na przykład cały świat Warhammera 40 tysięcy poznawałem w ten sposób, że odpalałem na YouTubie kolejne filmy, czterogodzinne na przykład The Emperor of Mankind i wiesz, lecisz, prasujesz, sprzątasz sobie i słuchasz o imperatorze i jego panowaniu przez kilka tysięcy lat.
1746:  PG - I zapamiętujesz to wszystko.
1747:  KMM - I tak, to zapamiętujesz o wiele lepiej niż jakiekolwiek dane historyczne, bo właśnie wchodzi ta imersja.
1753:  KMM - I dla mnie to było też niesamowite doświadczenie, bo i w jednym i w drugim przypadku, to znaczy w przypadku w sumie Tolkiena i w przypadku Warhammera, przynajmniej na początku w przypadku Tolkiena, zauważ, że nie mamy żadnej takiej klasycznie rozumianej właśnie fabuły.
1765:  KMM - Masz notatki rozproszone, właśnie takie wpisy encyklopedyczne, jak z Wikipedii, ale nie masz jakiejś historii, która by to spajała.
1771:  KMM - Musisz dopiero stworzyć tę historię, ale tworzysz ją w oparciu o konkretne dane.
1775:  KMM - Więc
1776:  KMM - W zasadzie parasz się pracą historyka, który kompiluje różnego rodzaju dokumenty i musi stworzyć przekonującą opowieść.
1783:  KMM - Łączy to w jedną spójną historię.
1785:  KMM - Więc musisz mieć do tego talent narracyjny, żeby też to dobrze zrobić.
1788:  KMM - I wiesz, znowu analogia do projektowania gier współcześnie, mianowicie to muszą zrobić właśnie projektanci i świata, i projektanci narracji, żeby mógł wejść na przykład ktoś, kto projektuje określoną fabułę, bo gra to jest trochę taki pojemnik, w którym możesz tę fabułę...
1803:  KMM - I później będziesz mieć dodatek do tej gry, będziesz mieć kolejny fragment fabuły, ale bez tego pojemnika niewiele zdziałać.
1809:  KMM - Trochę tak jest z tymi światami różnymi fikcyjnymi i też z tym, że fani bardzo poważnie traktują te dane wyjściowe i jak zmienisz coś, to wtedy jest tumult.
1820:  PG - Ja nie wiedziałem, o co chodziło z ostatnim sezonem Gry o Tron.
1823:  PG - Czemu ludzie byli tak bardzo obrażeni o ten ostatni sezon?
1825:  PG - Jak dla mnie on był tak samo super, jak wszystkie inne.
1828:  PG - Cały odcinek tej wojny pomiędzy Night Kingiem i jak się nazywało to miejsce, gdzie oni walczyli?
1836:  PG - Winterfell.
1837:  PG - Więc to było kozackie.
1838:  PG - Później to, jak Daenerys spaliła całe miasto, to było trochę sketchy.
1840:  PG - Ale tak poza tym, moim zdaniem, całkiem normalny...
1844:  KMM - I właśnie to jest bardzo charakterystyczne, bo też jak rozmawiam z ludźmi, którzy na przykład zaczęli od samego początku, od pierwszego sezonu oglądać i już bez tego hype'u, który był przed ósmym sezonem, to też postrzegają to jako spójną, sensowną historię.
1856:  PG - Ja oglądałem to trzy razy całość.
1857:  KMM - No właśnie, ale ludzie, którzy po pierwsze czytali książkę, po drugie przeczytali wszystkie teorie fanowskie na temat tego, jak może wyglądać zakończenie, zbudowali sobie nierealistyczne oczekiwania.
1867:  PG - Oczekiwania, czyli... To jest raz.
1869:  KMM - Dwa...
1870:  KMM - Tam są pewne elementy, które denerwują ludzi, którzy przykładają uwagę do światotworzenia.
1875:  KMM - No na przykład fakt, że w którymś momencie bardzo ci przyspiesza tempo narracji.
1879:  KMM - I to czuć, że nagle jest cięcie i pokazują ci nie przemarsz wojsk, tylko o, tak w międzyczasie to podbiliśmy już 17 różnych królestw i tutaj akurat smok jest na horyzoncie.
1890:  KMM - I ludzi to bardzo denerwowało i śmiali się z tego, że Daenerys się teleportuje z jednego miejsca na drugie.
1895:  KMM - I to tylko jest dowód na to, że po prostu przyspieszono zakończenie serialu.
1900:  KMM - Moim zdaniem, gdyby był sezon ósmy i dziewiąty na przykład i gdyby spokojnie pokazali podbój wszystkich siedmiu królestw, to zupełnie inaczej by to wyglądało, bo zauważ, że na początku ta akcja się rozwija bardzo powoli.
1912:  KMM - Samo wyjście całej drużyny Neda Starka z Winterfell zajmuje się pół pierwszego sezonu, więc jak skonfrontujesz sobie... Ciarki mi przechodzą, ja się tak jaram grą o trądy.
1921:  KMM - To jest też wspaniałe.
1923:  KMM - Jak skonfrontujesz sobie ten pierwszy sezon i ten ósmy, no nagle widzisz, że kurczę, że chciałbyś jeszcze czegoś więcej, więc ja sobie dużo obiecuję po tym prequelu, który ma być, znaczy to nie będzie prequel, to będzie sequel konkretnie, o... Ari?
1936:  KMM - Nie, o Starku.
1937:  KMM - O Ari też ma być podobno.
1939:  KMM - I jeszcze miał być właśnie prequel o podboju Westeros przez ludzi i o walce z dziećmi lasu, Children of the Forest, ale finalnie chyba się z tego wycofano i wielka szkoda.
1951:  KMM - Natomiast znowuż z kolei to, co mamy teraz, czyli House of the Dragon pokazuje, jak zmieniło się zupełnie podejście do opowiadania historii, no bo znowu nie mamy kontynuacji serialu z rewelacyjnymi postaciami, tylko mamy nową opowieść osadzoną w tym świecie.
1965:  KMM - I to jest też ciekawe.
1966:  PG - Ale im się to udało, pomimo, że nie znałem tych postaci, bo dla mnie to było trudne pod tym względem, że właśnie nie znałem tych postaci, więc musiałem jakby znowu wskoczyć w nowy świat i nauczyć się go od nowa, poznać tych wszystkich ludzi, więc nie oglądało się tego tak fajnie.
1978:  PG - Pewnie drugi i trzeci sezon byłoby dużo łatwiej oglądać, ale to, co zrobili z władcą pierścieni nowym, to jest kompletnie... Ja nawet nic nie będę mówił.
1988:  KMM - Ale popatrz, tutaj...
1989:  KMM - Klasycznym problemem nie jest właśnie historia i to, jak ją opowiadasz.
1993:  KMM - Zwykle jak usiłuję ludziom wytłumaczyć to, dlaczego ktoś może mieć pretensje co do tego, że Galadriela wygląda inaczej.
1999:  KMM - No to jeżeli byśmy na przykład mieli pretensje co do innego wyglądu Bonda...
2004:  KMM - to ona jest nieuzasadniona o tyle, że się... On wygląda inaczej.
2006:  KMM - No tak, właśnie, ale zauważ, że to jest restart za każdym razem trochę franczyzy, prawda?
2010:  KMM - Masz nowego aktora i nowe podejście do opowiedzenia jego historii.
2013:  KMM - I to samo byłoby z Batmanem, z Supermanem, z tymi wszystkimi narracjami, które są sfokusowane na jednej postaci wiodącej.
2020:  KMM - Jesteśmy przyzwyczajeni, że jest nowy aktor, ale on przywdziewa stare szaty.
2024:  KMM - A tutaj jest troszeczkę inna sytuacja, to znaczy akcent nie jest położony na postaci, tylko jest położony na świecie, więc ty oczekujesz, że ten świat będzie realistyczny,
2032:  KMM - A zatem, jeżeli pojawia się na ekranie jakaś postać, to chcesz mieć to takie Leonardo DiCaprio, poznaje, poznaje, to ja, tak?
2041:  KMM - Albo względnie z Kapitana Ameryki, I understood that reference.
2045:  KMM - Potrzebujemy tego na takiej samej zasadzie, jakbyś potrzebował, na przykład jak wracasz do rodziny na wieś, żeby wszyscy wyglądali tak samo.
2053:  KMM - Jak ostatnim razem.
2054:  KMM - Jak ostatnim razem.
2054:  KMM - Tylko trochę starsi.
2055:  KMM - Tylko trochę starsi, na przykład.
2057:  KMM - Ale oczekujesz tej dozy realizmu, więc na przykład gdyby Elrond był młodszy albo Galadriela starsza, wszystko jedno, jesteśmy w stanie to wytrzymać, ale jeżeli nagle oferuje się nam zupełnie inne postaci i jeszcze zupełnie inaczej wyglądający świat, to można mieć pewnego rodzaju problem z zorientowaniem się, że to jest świat Władcy Pierścieni.
2076:  PG - z poznaniem tego.
2077:  PG - Dla mnie ten świat był przede wszystkim za ładny.
2079:  PG - Tam to wszystko było ładne.
2080:  PG - W Ładcie Pierścieni wszystko było brudne, zniszczone.
