Znęcamy się nad Harrym Potterem - czekając na Hogwart's Legacy, Krzysztof M. Maj, ZMIANA PERSPEKTYWY
🔗 https://www.youtube.com/watch?v=S1o0R985PvI
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)

0:  DS - No ale chciałbyś mieć koedukacyjną sypialnię?
5260:  DS - Ja jestem, bo nie śledziłam dokładnie twórczości Rowling po Harrym Potterze.
5265:  DS - Mam wrażenie, jeśli kojarzysz, to mnie popraw, że ona chyba już nie pisze nic fantastycznego.
5271:  KMM - Nie wydaje mi się, żeby pisała coś fantastycznego.
5274:  DS - I ja jestem ciekawa, czy ona się nie zraziła trochę po Harrym Potterze, bo nie zorientowała się, że fantastyka jest taka trochę problematyczna.
5283:  DS - Bo niby możemy wymyślić wszystko, ale jak już coś wymyślimy, typu taki zmieniacz czasu albo milion innych rzeczy, to potem musi się nam to jakoś skleić.
5290:  KMM - Ja myślę, że Rowling przede wszystkim się przekonała, że Twitter jest problematyczny, zwłaszcza po tym, jak zaczęła wykorzystywać Twittera do tego, żeby dokonywać korekt wstecznych światotwórczych w swojej twórczości i być bardziej poprawna politycznie, po czym okazało się, że to zjadło ją później i to bardzo.
5306:  KMM - I to jest właśnie przykład tego, jak fantastyka nie powinna nigdy wychodzić poza swój obręb po to, żeby wykorzystywać autora do tego, żeby głosił kazania na temat swojego świata z pozycji autorytetu.
5318:  KMM - Kiedyś to był chyba Lance Parkin tak powiedział, że
5322:  KMM - Rowling zachowywała się jak papież w obrębie swojego własnego kościoła i wygłaszała tezy, które miały prawo kanoniczne.
5331:  KMM - To, co ona głosiła, stawało się kanonem automatycznym.
5333:  DS - Ja myślę, że to jest bardzo trudne tego nie robić, bo jesteś autorem, masz ten swój świat w głowie, on dla ciebie żyje, a równocześnie
5341:  DS - Nie masz tego, co mają pisarze, którzy wydali na przykład tylko 2000 sztuk egzemplarzy, czyli masz tych słuchaczy, masz bardzo dużo słuchaczy, którzy chcą, którzy cię o to pytają.
5351:  KMM - Fakt, Tolkien też to robił w swoich listach, tylko że miał to lepiej przemyślane światło.
5355:  DS - Nie było jeszcze Twittera.
5356:  KMM - I nie było Twittera, też prawda.
5359:  KMM - Ale druga rzecz, to przypomina mi się znowu też Sanderson, który też ma bardzo dużo czytelników w tej chwili.
5364:  KMM - Zresztą Sanderson w tej chwili ma też na koncie rekord na Kickstarterze, jeżeli chodzi o liczbę z wybranych pieniędzy na projekt książkowy.
5371:  KMM - I jednak takich pytań do niego nie ma.
5373:  KMM - Rowling jednak byłaby takim pewnym fenomenem, że ludzie do niej przychodzili na konwentach, pytali o różne rzeczy i ona chętnie odpowiadała.
5379:  KMM - I myślę, że to była taka samonakręcająca się spirala, że ludzie się pytali, aha, czyli Rowling często chce o tym opowiadać, to my będziemy dopytywać.
5385:  KMM - I dopytywali o takie najmniejsze szczegóły.
5388:  DS - No też trudno się w końcu nie wykrzaczyć, nie?
5390:  KMM - I trudno się w końcu nie wykrzaczyć, tak jest.
5392:  DS - Tak, jakby to był świat bez magii, to jeszcze byłoby trochę prościej, no bo trochę się sam ograniczasz, a jak to już jest magia, to... Zresztą, no nikt tak naprawdę...
5405:  DS - Bardzo ciężko jest stworzyć spójny świat samemu, który ma być właśnie tak duży i w takich szczegółach.
5410:  DS - Nawet Sanderson, przecież jak on opowiada, ile on ma pomocy i redakcyjnej i właśnie też od wydawnictwa takiego pilnowania spójności jego tomów kolejnych.
5421:  DS - Tam jest ktoś, kto sam robi jego Wikipedię całą.
5424:  KMM - No Rowling też, powiem Ci, stworzyła Potemmo, ale to nie było tak atrakcyjne już jak te jej wyjaśnienia, które ona sama robiła, bo to przejęli potem redaktorzy i tak dalej.
5434:  KMM - Tam właśnie był problem, czy to jest kanoniczne, czy to jest fanowskie.
5437:  KMM - Generalnie to jest świat, który generuje problemy, ponieważ nie są w nim wyjaśnione absolutne podstawy, jak na przykład zasada funkcjonowania magii.
5445:  KMM - Dlaczego to cholerstwo, które jest przykrótkie, jest katalizatorem energii magicznej?
5449:  KMM - Jak działa to, że Voldemort może tego nie używać?
5451:  KMM - W zasadzie, dlaczego jest tak, że różka wybiera czarodzieja?
5455:  KMM - Dlaczego niektóre zaklęcia się ze sobą łączą, a inne nie?
5457:  KMM - Po co potrzebujemy słów?
5459:  KMM - Dlaczego akurat to jest łacina?
5460:  KMM - Jest za dużo pytań.
5461:  DS - I mogłoby tak być, gdybyśmy nie drążyli, gdybyśmy napisali ileś opowieści, zamknęli to w tym, magia jest tajemnicza, to ma swój urok i koniec, nie?
5470:  S06 - Tak jest.
5472:  DS - Dlatego właśnie, niestety, trzeba docenić fantastykę jako gatunek i trzeba docenić to, że ona ma pewne reguły i pewne warsztatowe rzeczy, których trzeba umieć, zanim się ją zacznie pisać.
5487:  DS - Bo można to zrobić odwrotnie, ale wtedy są takie problemy, jakie napotykamy tutaj.
5493:  DS - To nie znaczy, że ktoś kto zna te zasady również, że mu zaraz wszystko wyjdzie idealnie od razu, no bo to też jest proces nauka, można popełniać błędy tak jak we wszystkim tak naprawdę co robimy.
5506:  DS - Ale jest trochę łatwiej, bo na przykład kiedy chcemy wprowadzić coś co zmienia czas, to od razu nam migocze taka czerwona lampka w głowie, że trzeba to obłożyć naprawdę solidnymi ograniczeniami, żeby to się zaraz nie wykrzaczyło.
5517:  KMM - Tak, tak, absolutnie.
5518:  KMM - Morał jest taki, że fantastyka światotwórcza to jest taka skala, a taka typowa literatura to jest taka skala.
5524:  KMM - Zawsze powtarzałem, że gdybyśmy mieli porównać ze sobą dwie wybitne książki, jedna jest wybitną książką, powiedzmy reportażem, a druga jest wybitną fantastyką, to pisarz się nabiedzi przy tym drugim.
5533:  KMM - Bo będzie musiał właśnie przemyśleć tego typu kwestie, przemyśleć spójność świata, zastanowić się, czy się w ogóle pakować w rysowanie mapy, w tworzenie języka itd.
5541:  KMM - I Ronik wielu tych rzeczy nie zrobiła i widać, co może z tego być na czym.
5545:  KMM - Można mieć majątek, jasna sprawa, ale można się również wpakować w kontrowersje, z których się później trudno jest wypakować, bo się zaczęło właśnie z pozycji papieżycy własnego uniwersum głosić różnego rodzaju tezy kanoniczne.
5558:  DS - Pytanie od patronów.
5560:  DS - Cześć, że już poruszyliśmy.
5561:  DS - Cześć, poruszyliśmy poza kadrem, ale chętnie Wam o nich opowiemy jeszcze raz.
5565:  DS - Czy podział na domy ma tak naprawdę sens?
5567:  DS - Jak rywalizacja między domami może wpływać negatywnie na życie w szkole, tworząc atmosferę nastoletnich kiboli?
5572:  DS - To chyba pytanie bardziej
5573:  DS - do ciebie.
5573:  DS - Ja sobie zostawię tutaj podkładkę, bo troszkę już o tym mówiliśmy, więc w sumie mam takie podsumowanie.
5578:  DS - Każda rywalizacja jest zła.
5579:  KMM - Quod erat demonstrandum.
5581:  KMM - Do niczego dobrego nie prowadzi.
5583:  KMM - Rywalizacja może jest dobra w sporcie, więc niech sobie zostawią do swojego kwiktycia, znaczy przepraszam, kwidicza.
5588:  KMM - Bardzo ważny sport, istotny, kluczowy, bezwzględnie.
5592:  KMM - Nie wyobrażam sobie żadnego uniwersytetu ani szkoły bez sportu.
5595:  KMM - Absolutnie to jest konieczne, zwłaszcza w UEF.
5597:  DS - Sport jest ważny, tylko trzeba go robić fajnie.
5600:  KMM - To prawda, ale ja wolę, żeby to było w obrębie dbania o kondycję psychofizyczną, tego potrzebujemy.
5606:  KMM - W szkolnictwie, jeżeli chodzi o sport, on ma przestrzeń niezależnie i ma nakłady finansowe niezależnie od edukacyjnych.
5613:  KMM - Tak czy inaczej, jeżeli chodzi o ten podział na domy, wiemy, że to funkcjonuje tylko w Hogwarcie.
5618:  KMM - I niech to tak zawiśnie, że to funkcjonuje wyłącznie w pieprzowieprzym Hogwarcie, natomiast nie funkcjonuje zasadniczo w innych domach i w innych szkołach magicznych.
5628:  KMM - Nie wydaje mi się.
5628:  KMM - W Bobatą to dodatek było.
5630:  KMM - W Durmstrangu też, znaczy w Durmstrangu był podział na domy.
5635:  DS - Szczerze mówiąc nie wiemy, bo to jest to, co mi przeszkadzało na przykład w czwartej części, że przyjeżdżają ci uczniowie z wymiany, po czym oni jedni idą na swój statek, a drudzy do swojego powozu, siedzą tam przez cały rok, nie nawiązują żadnych relacji z uczniami z Hogwartu, nic o nich nie wiemy, a potem wyjeżdżają, jak turniej zostaje skończony, więc być może mają podział na domy, ale...
5654:  KMM - Ale o tym nie wiemy.
5655:  KMM - W każdym razie na podstawie znowu tych ograniczonych danych, które mamy.
5658:  DS - Oddam to, bo będziesz gadał przez tysiące minut.
5659:  KMM - Ja już przestałem gadać.
5660:  KMM - Znaczy uważam to za złe i nie podoba mi się ugruntowywanie tego rodzaju stereotypów, ale jest to atrakcyjne wizualnie.
5669:  KMM - Można odróżnić uczniów od siebie, ubrać ich w inne mundurki i to ładnie wygląda, ale to wszystko.
5677:  DS - Dobrze, następne.
5679:  DS - Czy uważacie to za zmarnowany potencjał, że w całej serii książek nie odwiedzamy żadnej innej szkoły?
5684:  DS - To też już odpowiedzieliśmy.
5685:  DS - Tak, uważamy to za bardzo zmarnowany potencjał.
5688:  DS - Krzysztof chce jeździć na tankach w Turmstrangu.
5692:  KMM - Tak, i ciskać równocześnie śmiertelne klątwy.
5694:  KMM - To byłby najlepszy obraz.
5696:  DS - Chce zostać wielkim, mrocznym magiem i rządzić naszą rzeczywistością.
5700:  DS - Zawsze, żadna gra mi na to nie pozwoliła.
5701:  DS - W każdym słowie wychodzi to, że on chce się uczyć czarnej magii, mieć przerażający kostur, najbardziej lubi Lucjusza Malfoja, kibicuje złym w Harrym Potterze.
5710:  KMM - Lucjusz Malfoy był najlepiej ubraną osobą w całym uniwersum Pottera, umówmy się.
5714:  KMM - Sama powiedziałaś, że Alastor Moody wyglądał tak, by się urwał z wariatkowa.
5718:  KMM - Więc umówmy się, nie?
5720:  KMM - O Hagridzie też powiedziałaś, że miał włochaty garnitur z fioletowym krawatem, a o Dumbledore'ze nawet się nie wypowiadajmy.
5726:  KMM - No i jeszcze oczywiście Potter, tak?
5728:  DS - McGonagall miała bardzo stylowe ubrania.
5730:  KMM - O, McGonagall miała... Znaczy generalnie nam kobiety się lepiej ubierały.
5733:  KMM - Zresztą ten Narcyza Malfoy też... No Malfoyowie to jest ciekawe.
5737:  KMM - To jest ciekawa rodzina, umówmy się.
5739:  KMM - Inaczej, zadam tak pytanie.
5740:  KMM - Macie wybór.
5742:  KMM - Udać się w odwiedzinie do dwóch domów.
5744:  KMM - Czy wybieracie dom Potterów, czy wybieracie dom Malfoyów?
5746:  KMM - Albo dom Blacków?
5747:  KMM - O Boże!
5748:  DS - Ja bym poszła do Wesleyów, bo tam jest bardzo dużo cen.
5750:  KMM - Dlatego celowo nie podałem, bo każdy by powiedział, że ta, ta, no, do Nory, bo wszyscy znają Norę.
5755:  KMM - Nora jest przyjemnym miejscem.
5756:  DS - Ale dom Potterów, to masz na myśli tą ruinę?
5758:  KMM - No nie.
5760:  KMM - Na przykład.
5761:  KMM - W naszym charakterze zwiedzania można było sobie pójść zobaczyć, czy jeszcze gniją tam trupy, czy już nie.
5769:  DS - Ja myślę, że babcia Neville'a mogłaby być śmieszna.
5771:  DS - Mogłabym tam pojechać na wakacje.
5773:  KMM - Do babci Neville'a bym pojechał absolutnie, bez dwóch zdań.
5777:  KMM - Niemniej, zwiedzenie sobie Villi Malfoni mogłoby być ciekawe, bo ileż tam jest artefaktów czarnomagnicznych przecież.
5782:  DS - No i tajemna piwnica pod podłogą, gdzie są właśnie wszystkie jakieś sekretne, nielegalne magiczne artefakty.
5789:  KMM - Dlatego to jest interesujące.
5791:  DS - No ale jednak patologiczna rodzina.
5793:  KMM - Oczywiście, że to jest patologiczna rodzina, naturalna sprawa.
5797:  KMM - Ale mamy też patologiczne rodziny w rzeczywistości, którą znamy, a czego nie mamy, to patologicznych rodzin, które dysponują czarnomagicznymi artefaktami i dlatego to jest interesujące.
5809:  S01 - Dobrze, trzymajmy się to zanim powiemy, że przeszedłem.
5812:  KMM - Nie mówiąc o tym, że chciałem zauważyć, że ta różdżka, jak zademonstrowałaś przed chwilą, ma dokładnie taki sam dynks, jak różdżka Malfoya, czyli też ma taką oprawkę specjalną.
5822:  DS - Dlatego cię wybrała.
5823:  KMM - Tak.
5826:  S06 - Dziękuję, że rozstrzygnęliśmy, że to z tego względu.
5830:  DS - Słuchaj, kolejne pytanie, przedostatnie.
5835:  DS - Czy podzielacie opinię, że najlepsze są pierwsze trzy części, póki jest jeszcze miło i bajkowo?
5839:  DS - Nie.
5841:  DS - No to mówiłaś, że ty chcesz, żeby było ponuro, bo chcesz być złym magiem, który zdarza nam znaczny świat.
5846:  KMM - Wszystko zmierzamy.
5847:  DS - Pierwsze trzy części są ekstra.
5850:  DS - Najlepsze.
5852:  DS - Tam jeszcze zajmujemy się przyjemnymi i bardzo ważnymi rzeczami, jak na przykład zmienianie żółwi morskich w te imbryczki do herbaty.
5861:  KMM - Bardzo praktyczne zaklęcie.
5862:  KMM - Jak macie na przykład konfrontację z Gellertem Grindelwaldem, to zamiast podstawowych zaklęć obronnych...
5868:  KMM - Ten żółw mógłby być świetnym imbryczkiem morza herbatki.
5872:  DS - I widzisz, i wtedy bez przemocy dogadalibyście się i znaleźli jakieś rozwiązanie.
5877:  KMM - To jest możliwe, to jest oczywiście możliwe.
5878:  DS - To jest w ogóle fantastyczne, że w Hogwarcie do tej siódmej czy tam ósmej, ostatniej klasy uczymy się właśnie takich pierdół, ale potem oni nagle wychodzą ze szkoły, nie ma żadnych studiów magicznych,
5891:  DS - tylko od razu idą do roboty na przykład w Ministerstwie Magii i potem nagle mają robić jakieś poważne zadania typu, nie wiem, powstrzymanie katastrofy pogodowej gdzieś tam.
5900:  KMM - W ogóle jeżeli chodzi o ekonomię w podterze, to jest ciekawy wątek, bo nie wiem czy wiecie, ale jest wiadomo dlaczego, znaczy wiadomo jest dlaczego podterowie mają taki majątek, znaczy wzbogacili się na eliksirach.
5908:  DS - No właśnie nie, nie czytałam jeszcze teorii spiskowych.
5910:  DS - Na eliksirach się wzbogacili.
5911:  DS - Czemu na eliksirach?
5913:  KMM - Nie mam pojęcia, czemu akurat na eliksirach, ale to jest ironiczne, biorąc pod uwagę fantastyczną umiejętności pod teraz w tym zakresie.
5919:  KMM - Robili super eliksiry, dlatego mieli ten majątek.
5921:  S01 - Dlaczego Snape nie jest superbogaty?
5924:  KMM - Dobre pytanie.
5925:  KMM - Prawdopodobnie wszystko wydaje na grimoiry.
5927:  DS - Ja uważam, znaczy może to są jakieś dowody, które są w książkach, ale ja uważam, że to bzdura, moim zdaniem, oni po prostu są z bogatej rodziny.
5934:  DS - Tak jak wszyscy Brytyjczycy.
5939:  DS - Ja to zawsze tak odbierałam, no bo Harry był z tego super rodu z czystej krwi, no nie?
5943:  DS - A czystej krwi są w sumie bogate, więc to by pasowało, nie?
5946:  KMM - No taka typowa hipokryzja Gryfonu, nie?
5947:  KMM - Że niby Slytherin, ale nie, nie, nie, tak my jesteśmy mężni.
5951:  KMM - W związku z powyższym to jesteśmy takimi innymi czystokrwistymi.
5954:  DS - No ale on już jest zmieszany, nie?
5956:  DS - W sensie jego ojciec złamał tradycję, no i ożenił się z tą... To prawda, to prawda.
5960:  DS - ...Mugolką.
5961:  DS - Znaczy nie Mugolką, tylko Czardziejką z rodzin Mugoli.
5963:  KMM - Ona też była na Bogopu, czyli tak, tak, tak.
5965:  KMM - W każdym razie ekonomia świata pod teraz ciekawa, bo praktycznie nigdy się nie dowiadujemy, dlaczego w ogóle ktokolwiek ma pieniądze, a ktoś inny nie ma, skoro jest magia w tym świecie.
5974:  DS - No właśnie to jest problem.
5975:  DS - Jeśli magia nie ma żadnych ograniczeń, no to pojawiają nam się te pytania, dlaczego niektórzy są bogaci, a dlaczego inni są biedni.
5981:  DS - Dlaczego w ogóle ktokolwiek tu musi pracować, skoro jak na razie wszystkie rzeczy da się załatwić za pomocą magii i po prostu zautomatyzować pracę.
5987:  DS - No weźmy po prostu urządzenia Mugoli, zautomatyzujmy je za pomocą magii i leżmy wszyscy na Bahamach, pijmy drinki z palemką.
5994:  KMM - Ale nie wiemy wiele na temat przedmiotów magicznych, artefaktów magicznych, ponieważ albo są one zamknięte wszystkie w skarbcu Lestrange'ów.
6001:  DS - Albo w Ministerstwie Magii w tym Departamencie Tajemnic, bo nie będziemy się nimi dzielić.
6005:  KMM - A tymczasem rzeczywiście najlogiczniejszym rozwiązaniem byłoby wykorzystanie technologii Mugoli i zastąpienie elektryczności jakimś zaklęciem magicznym czy czymkolwiek innym.
6013:  DS - Po prostu patrzymy na zasadę, co ma robić to urządzenie, wymyślamy analogiczne coś, po prostu zaklęcie albo...
6019:  KMM - To robi Martha Wells w Upadku Illerian, który jest książką, którą każdy powinien przeczytać, uważam, kto lubi fantasy, gdzie są gesty magiczne nakładane na określone przedmioty i one przez to działają.
6031:  KMM - To jest powiedzmy coś w rodzaju run albo jakiś zaklęć o dłuższym czasie działania.
6037:  DS - No to podobnie jest w książce, której tytułu nigdy absolutnie nie pamiętam, dlatego napiszemy ją tutaj na ekranie, która jest cała o tym, że magia z jakiegoś tam różnego powodu jest zaginiona, ale nasz główny bohater, który zupełnym przypadkiem jest również szlachcicem, w każdym razie nieważne, odkrywa magię z powrotem, ale musi kombinować, ponieważ właśnie nie ma żadnych książek magicznych, niczego, ale odkrywa pewne proste zasady w stylu, nie wiem, że jak zrobię taki run, to to obiekt, na którym go zrobiłam, napełnia się ciepłem na przykład.
6067:  DS - No i potem z tego właśnie kombinuje różne bardzo skomplikowane magiczne artefakty, właśnie bazując na prostych runach i robi z nich coraz bardziej złożone urządzenia.
6078:  KMM - Podobny koncert był w Teatrze Węży Agnieszki Hałas, to jest moim odkryciem 2022 roku, jeden z lepszych cykli, nie wiem, czy nawet nie lepszy od Roberta Wegnera miejscami, a na pewno on par, coś wspaniałego.
6089:  KMM - Tam też właśnie główny bohater stopniowo odkrywa umiejętności magiczne, dobrze jest to zrobione bardzo.
6094:  KMM - Generalnie jest dużo koncepcji, jak to ogarnąć sensownie, natomiast mam wrażenie, że właśnie ta baśniowość u Rowling została w jednym, w jednej rzeczy, w której jej nie powinno być, to znaczy właśnie w magii.
6105:  DS - Dlatego fajnie, kurczę, niestety,
6108:  DS - zaczynając cykl, mieć pomysł na to, jak on ma wyglądać przez całość.
6113:  DS - Nie trzeba mieć konkretnych wydarzeń jakoś bardzo, tylko wiedzieć, czy do końca będziemy szli w taką bajkowość, czy jednak to ma być poważne, no bo jeśli ma być poważne, no to jednak są trochę inne standardy i trzeba się na to przygotować.
6126:  DS - Mnie zawsze wkurzało to, zmieniając temat, no wciąż Harry'ego Pottera, ponieważ dzisiaj nie ma dygresji.
6132:  DS - Nie, nie, nie.
6132:  KMM - Nie było ani jednej dygresji.
6134:  DS - Była jedna, z Narni i Susan.
6136:  KMM - To prawda.
6137:  DS - Ale taka pycia, że w zasadzie się nie liczy jako dygresja, to co ja miałam powiedzieć, to teraz muszę przypomnieć.
6143:  DS - A, to co mnie zawsze strasznie wkurza, to to, że Harry nazwał syna imieniem Snape'a.
6149:  DS - Ponieważ ja rozumiem, że Harry docenia to, że Snape jest odważny.
6155:  DS - Harry docenia to, że Snape narażał swoje życie, żeby Voldemort został pokonany i że Harry docenia to, że Snape w efekcie dużo dla niego zrobił, ale mimo wszystko Snape gnoił go przez 7 lat jego życia.
6168:  KMM - który powinien zostać zwolniony ze szkoły.
6171:  DS - Harry na dobrą sprawę powinien mieć blizny psychiczne na resztę życia po takim traktowaniu.
6176:  DS - Chociaż może to właśnie przez to nazwał tak swojego syna.
6178:  KMM - Jest właśnie syndrom sztokolmski, absolutnie.
6182:  KMM - Ja tego strasznie nie kupiłem, jak jeszcze byłem w stanie zrozumieć.
6186:  DS - Z tymi dzieciakami to nawet mi to tam znowu ta bajkowość weszła, więc okej, no nieważne.
6191:  DS - Wszyscy są sparowani, mają swoją idealną, wymarzoną ilość dzieci.
6194:  DS - Tyle chłopców i dziewczynek, ile sobie wymarzyli razem, jak brali ślub i się zastanawiali.
6198:  DS - Nie wiem, magia, więc może mogli to sobie zaprojektować.
6201:  DS - Więc jeszcze okej.
6202:  DS - I nazywamy ich po wszystkich ludziach, którzy umarli.
6204:  DS - Ale... Severus...
6207:  KMM - Jest gorsza wersja tej sceny.
6209:  KMM - W filmie.
6211:  KMM - Daniel Radcliffe postarzony, który był już... Daniel Radcliffe był już wtedy taki męski, bo Daniel Radcliffe był już tuż pod tej swojej sztuce Equus, gdzie grał nago i był strasznie wielki skandal, bo nago.
6224:  KMM - I w związku z powyższym Radcliffe był taki męski i jeszcze tą biedną Hermionę postarzyli.
6228:  KMM - Boże, jak to wyglądało źle!
6230:  KMM - Jezus Maria!
6231:  KMM - No nie dało się tego oglądać.
6232:  KMM - Strasznie się śmiałem na tej scenie.
6234:  KMM - Chyba nie powinienem był.
6235:  KMM - A to było tuż po tym, jak przeżyłem traumę.
6239:  KMM - W pierwszej kolejności byłem na 3D niestety.
6241:  KMM - Takim kiepskim 3D kameronowym.
6242:  DS - Psułeś imersję wszystkim innym widzom, którzy wtedy płakali ze wzruszenia.
6246:  KMM - Psuł imersję do David Yates, który zapłacił ją dwoma decyzjami.
6249:  KMM - Pierwsza decyzja to była właśnie ta z postarzonymi aktorami, a druga decyzja to była ta, że Voldemort, który zostaje trafiony w którymś momencie zaklęciem podczas ostatecznego pojedynku,
6260:  KMM - Rozsypuje się w pył.
6263:  KMM - I na mnie się ten pył zaczął osadzać w kinie, bo to było 3D.
6267:  KMM - Najobrzydniejsze doświadczenie, jakie miałem kiedykolwiek.
6270:  KMM - Wiesz, że to nie było 4D?
6273:  KMM - Właśnie, wliczając w to pobyt mój w kinie 4D na Noe wybrany przez Boga, kiedy, ponieważ Noe potop, wiecie, strzykała mi jakaś woda w twarz, bo to miało być doświadczenie.
6283:  KMM - Miałeś okulary?
6284:  KMM - Tak, były okulary 3D i strzykami woda w to.
6287:  DS - Świetnie się bawić.
6288:  KMM - Genialne, prawda?
6289:  DS - Powinny być takie wycieraczki zamontowane.
6293:  KMM - David Yates strasznie mi... Zresztą to jest nie jedna postać, która została rozpęknięta w ostatniej części, bo przypominam, że Bellatrix Lestrange, jedna z w ogóle fantastyczniejszych postaci, genialnie zagrana przez Elenę Bonham Carter, została też rozpuknięta przez Molly Wesley z jakiegoś względu.
6309:  KMM - Gorset jej ściśnięty, potem zdawał puf i zginęła zła czarownica ze wschodu.
6312:  DS - No bo oni nie mogli ginąć w taki sam sposób, jak giną dobrzy, no bo wtedy...
6317:  DS - by wychodziło na to, że nasi dobrzy używają takich samych złych kląt.
6321:  KMM - Albo, że to też są ludzie.
6323:  KMM - Jeszcze by wyszło, że na przykład biali ludzie mogą być źli.
6327:  KMM - Bo jeszcze by wyszło, że Brytyjczycy mogą być źli i że nie są kolonistami.
6330:  KMM - O nie!
6332:  DS - Oglądałeś Ratcliffa z rogami w tym filmie, którego tytułu nie pamiętasz?
6335:  KMM - Całe 30 sekund pierwsze wytrzymałem.
6337:  DS - to wytrzymaj dłużej, bo ten film jest dziwny.
6339:  DS - Ja na początku chciałam go wyłączyć i stwierdziłam, że to jest jakieś dziwne, ale po połowie to, znaczy wcześniej, ale jak skończyłam go oglądać, to stwierdziłam, no, zachowa się to w mojej pamięci na długo.
6353:  KMM - Czyli Radcliffe umie grać nie tylko Harry'ego Pottera.
6356:  KMM - Tak.
6357:  KMM - Dobrze wiedział.
6358:  DS - No i w Miracle Workers był super.
6360:  DS - Tego też nie znam.
6362:  KMM - Bo ja generalnie omijałem wszystkie rzeczy, w których grał Radcliffe, bo ja cały czas widziałem Pottera, a co gorsza cały czas widziałem Ekfusa.
6370:  DS - Ja Ekfusa nie widziałam.
6371:  KMM - Cieszę się.
6374:  DS - Ale to zobacz sobie, jak będziesz miał czas.
6377:  DS - Zwłaszcza Miracle Workers, bo ono jest w ogóle bardzo śmieszne, pozytywne, lekkie, przyjemne do oglądania.
6383:  KMM - W odróżnieniu od większości rzeczy.
6385:  DS - I Radcliffe tam naprawdę dobrze gra moim zdaniem.
6389:  DS - Ostatnie pytanie od Patronów, a potem będziemy się zawijać, bo nie wiem, będę to montować potem 10 godzin.
6398:  DS - Jak dla mnie, powiedział Patron, możecie jeszcze podyskutować o podróży w czasie fantasy w kontekście Harry'ego Pottera, to już w sumie też było, bo ten Time Turner wprowadził takie dziury fabularne, ale mimo wszystko trzecia książka film wciąż jest ulubieńcem wielu fanów.
6412:  DS - No już wiem, że to nie jest twoja ulubiona, ale podobała ci się?
6416:  KMM - Tak, ale nie światotwórczo.
6418:  KMM - Inaczej, to jest najbardziej zwarta fabularnie część.
6421:  KMM - Ma najsensowniejszą historię, ciekawie przedstawioną i tak dalej, ale jest trochę za dużo tam jednak tych bzdur, które ja widziałem, jeżeli chodzi o topografię świata i zmianę kompletną stylu.
6433:  DS - No dobra, ale w książce nie masz tego, nie?
6435:  KMM - W książce nie książka, uwielbiam trzeci tom.
6438:  KMM - Zdecydowanie tak, jak mówiłem, od trzeciego tomu się datuje moje rosnące uwielbienie dla Pottera, które finalizuje na tomie szóstym.
6445:  KMM - Tom siódmy zdecydowanie nie, więc tu się zgadzamy.
6448:  KMM - Ale trzecia część to jest ta, w którą pamiętam do dzisiaj, że czytałem to w rodziców przed komikiem, jak jeszcze mieszkałem z rodzicami.
6455:  KMM - Siadłem na kanapie i wstałem dopiero jak skończyłem, po czym poszedłem coś zjeść, wróciłem na rzeczoną kanapę i zacząłem czytać od nowa.
6466:  KMM - To było do tego stopnia fantastycznie napisane, głównie z uwagi na wprowadzenie postaci Syriusza,
6471:  KMM - Co ciekawe, Syriusz jest właśnie ciekawiej wprowadzony i lepiej moim zdaniem w książce niż w filmie, mimo że w filmie gra go najlepsza osoba, jaka mogła go grać Gary Oldman, ale ma strasznie mało czasu ekranowego i mało się w sumie o nim dowiadujemy i nie ma tej chwili na zafascynowanie się tą postacią, którą miał w książce.
6488:  DS - Ja pamiętam to rozczarowanie, które rozdarło moją duszę, bo ja przez moment, niczym Harry, autentycznie się ucieszyłam, że Harry zamieszka z Siriuszem, a potem moje serce zostało złamane i podeptane.
6502:  DS - Więc nie, Harry dalej będzie skrewny, niektórzy się nad nim znęcają, ale ani profesor McGonagall, ani Dumbledore'owi to nie przeszkadza.
6509:  DS - Ale Dumbledore w sumie wie, że Harry będzie musiał umrzeć, więc to nieważne, jeśli będzie miał jakieś blizny na psychice.
6514:  KMM - Ale właśnie, gdyby ta część została napisana bez w ogóle zmieniająca czasu, nic by się nie zmieniło.
6520:  DS - No tylko musieliby rozkmięć w jakiś inny sposób, żeby go uratować, ale myślę, że by się dało.
6524:  KMM - No, ale narracyjnie nic się nie zmienia, światotwórczo nic się nie zmienia, co tylko pokazuje, że był to gimmick, który jak każdy gimmick służy do tego, żeby być i nic więcej.
6532:  KMM - Albo Matt Guffin, jeżeli użyjemy terminu z teorii narracji.
6536:  KMM - Mogłoby tylko kompletnie nim być i nic by się nie zmieniło.
6539:  DS - Ty nie lubisz Hermiony?
6541:  KMM - Hermiona mnie drażni.
6542:  DS - Nie, że mnie jej nie lubił, bo rozumiem z drugiej strony... Hermiona w filmie jest trochę inną Hermioną też niż Hermiona w książce, to należy podkreślić.
6550:  KMM - I to nawet było powiedziane, że tam któryś z tych reżyserów... Hermiona w filmie jest o wiele bardziej likable niż w książce.
6556:  DS - Nie, odwrotnie.
6557:  KMM - Tam absolutnie inaczej.
6558:  DS - Ona właśnie w filmie robi się nagle taka mądralińska i wszystko wie i zawsze jest taki kontrast, że jakby zabrano Ronowi, że tak powiem, i dano Hermionie.
