Żegnamy SUKCESJĘ | Zakończenie na jakie czekaliśmy?
🔗 https://www.youtube.com/watch?v=L3wb8Qgr4Tc
MG (Marcin Giełzak, Dwie Lewe Ręce)
GW (Grzegorz Wątroba, Okiem Deva)
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

9:  BFP - To już jest koniec.
1682:  BFP - Zobacz, jak to bardzo było przewrotne, to znaczy Tom zostaje CEO...
1688:  BFP - Ja nie wiem co tam Marcin robi.
1689:  GW - To jest marionetką.
1690:  BFP - Przepraszam, jakby zaadresujmy to, co się dzieje w tym pomieszczeniu, okej?
1693:  BFP - Jakby nie udawałem z adresu.
1695:  BFP - O, cześć Marcin.
1696:  BFP - Cześć.
1697:  BFP - Miło, miło, że nas dołączasz.
1700:  BFP - Cieszę się, że na moment wyszedłeś z słuchawkami, ale jesteś z powrotem.
1705:  BFP - Tak, przewidywaliśmy, że to by było niesamowite, jakby Tom i Greg
1708:  BFP - przejęli stery, ale nawet to jest przewrotne, tak?
1712:  BFP - Matson mówi, ten gościu pasuje idealnie, to jest pusty garnitur, nim można manipulować.
1718:  BFP - Jego własna żona o nim mówi, he will suck the biggest dick in the room.
1723:  MG - Owszem, ale jedna rzecz, zauważcie, wszystkie imiona i nazwiska, albo większość,
1729:  MG - w sukcesji są znaczące.
1732:  MG - I mamy na przykład, no sam fakt, Logan Roy.
1737:  MG - Logan pierwotnie miał pochodzić z Quebecu.
1739:  MG - Dopiero zatrudnienie do tej roli szkockiego aktora sprawiło, że umieścili go w Dundee.
1746:  MG - Roy znaczy tyle, ile Roi, czyli król.
1751:  MG - Natomiast Tom Wamsgans
1754:  MG - otrzymał nazwisko na cześć Billa Websgensa, amerykańskiego bejsbolisty, który zasłynął tym, że jako jedyny w pojedynkę wykonał tak zwany, nie wiem jak to się tam dokładnie nazywa w języku bejsbolowym, ale generalnie triple out, triple out assist, coś co sprawia, że eliminujesz trzech zawodników drużyny przeciwnej w jednym zagraniu.
1778:  MG - Ciekawe.
1779:  MG - On wyeliminował trzech zawodników jednym zagraniem.
1782:  BFP - A to też jest tak, bo będziemy o tym więcej mówili w wątku Shiv i Toma,
1789:  BFP - Ale bardzo podoba mi się konkluzja i rozwiązanie tej relacji.
1793:  BFP - To jest troszkę zmiana pozycji i jasne, tam już nawet nie ma żadnych pozorów.
1800:  BFP - Oni już powiedzieli sobie, tak jak powiedziała Szyf w ostatnim odcinku, co może się gorszego zdarzyć?
1804:  BFP - My już powiedzieliśmy sobie wszystko i bardzo mi się podobało to, co powiedział Krzysztof, że rodzina jest najcenniejszym IP, jakie miał w swoim portfelu Logan.
1813:  BFP - Zauważcie, co mówi Szyf do Toma.
1815:  BFP - Mówi, czy w sumie możemy się nie rozwodzić, bo teraz to będę miała taki konflikt w kalendarzu ze spotkaniami itd.
1822:  BFP - Zróbmy może, wiesz, zróbmy tak, żeby zachować pozory.
1826:  BFP - Ta ostatnia scena, która przywodzi na myśl absolwenta z Dustinem Hoffmanem, kiedy odjeżdżają autem i Tom zostaje marionetkowym CEO, kładzie dłoń, ona kładzie dłoń na jego dłonie i nie ma tam żadnej czułości, ale jest wspólnota interesów.
1843:  BFP - Wciąż jest wspólnota interesów.
1845:  GW - Ale wszystko w ogóle w tej rodzinie jest tak naprawdę mierzone pieniędzmi jakąś... I władzą.
1852:  GW - Władzą.
1853:  GW - W sensie tam nie ma ludzkich uczuć, wszystko jest transakcyjne.
1859:  GW - Właśnie to jest to, że wszelkie działania jest...
1864:  GW - Po prostu quid pro quo, tak?
1865:  GW - Coś za coś.
1867:  GW - Jeżeli ojciec w jakiś sposób właśnie zauważa cię, to znaczy, że czegoś od ciebie chce.
1875:  GW - Jeżeli chcesz jakąś przysługę, to muszę dostać coś w zamian.
1880:  GW - Tam nie ma miejsca na sentyment, nie ma miejsca na uczciwość.
1887:  GW - Ale jednocześnie podejmuje się decyzje na zasadzie właśnie żalów i jakiś ułomnych alianców po prostu pomiędzy postaciami.
1900:  GW - Że na zasadzie jakiejś tam umowy moja rękę myje twoją na ten moment, ale jak mnie wkurzysz albo mi coś powiesz to cię dojadę.
1907:  GW - No i to jest na takiej zasadzie po prostu działa cała mechanika pomiędzy tymi postaciami.
1912:  MG - Ale ciekawa jest też dynamika, która się zmieniła pomiędzy Tomem a Shiv.
1917:  MG - Przez cztery sezony jest tak, że to Shiv dominuje nad nim.
1922:  MG - Ona jest jedną z rodziny Royów, on tam jest turystą i on jest punchlinem każdego żartu, który rzucają ich bracia.
1931:  MG - Na koniec to on jest silniejszy i potężniejszy od niej.
1935:  MG - Bo ono musi przełknąć swoją dumę, kiedy podchodzi do niego i mówi gratuluję.
1942:  MG - I jeszcze jedna rzecz jest bardzo ciekawa.
1945:  MG - To, co powiedział Roman do Kendala, gdy chciał użyć rozstrzygającego argumentu za tym, że to nie on jest optymalną osobą, żeby odziedziczyć firmę.
1955:  MG - Mówi the bloodline
1957:  MG - Twoje dzieci nie są rojami.
1960:  MG - Jedno twoje dziecko jest adoptowane, jedno twoje dziecko narodziło się z in vitro.
1967:  MG - Jest oddawcy spermy.
1971:  MG - Jedyne dziecko w tej rodzinie, w kolejnym pokoleniu, które ma w sobie krew rojów, to jest dziecko Szczew i Toma.
1978:  MG - Co prowadzi nas do jeszcze jednego, niezwykle cynicznego i smutnego zakończenia.
1985:  MG - Szyew zostaje zredukowana do roli siostry, żony i matki.
1991:  MG - To z czym walczyła cztery sezony.
1992:  MG - A dlaczego?
1994:  MG - ponieważ wszyscy w jej otoczeniu byli domyślnie seksistowscy.
1997:  MG - Jej bracia, którzy ją wyoutowali, Madson i jego przemówienie na temat tego, dlaczego Szyf nie może zająć najwyższego stanowiska i milczące porozumienie między nimi, że jeśli kogoś trzeba wyoutować z tego dealu, to właśnie Szyf.
2014:  MG - I co jej pozostaje?
2016:  MG - Wziąć Toma za rękę i urodzić jego dziecko.
2019:  KMM - Krzysztof?
2020:  KMM - Ja tylko dorzucę ad vocem tego, co powiedział Filip, że ewidentnie Siobhan Roy nie oglądała Davida Finchera i filmu Gone Girl, ponieważ ona nie wie, że jeszcze może się bardzo, bardzo dużo złych rzeczy zdarzyć w jej związku z Tomem, zwłaszcza biorąc pod uwagę to, w jakich kordialnych stosunkach opuścili siedzibę Waystar.
2044:  KMM - i gdzie Tom władczym gestem położył w ten sposób swoją dłoń, żeby ona mogła przyklepać jego władzę patriarchalną.
2053:  KMM - I przypomnę jeszcze drugą rzecz odnośnie do Toma, to znaczy zauważcie, że on od samego początku
2059:  KMM - był żołosny, to znaczy on w tym swoim umizgiwaniu się do rojów był przez wszystkich wzgardzony praktycznie.
2066:  KMM - Wprost do niego Logan powiedział, że ty jesteś outsiderem, nie jesteś częścią rodziny.
2071:  KMM - Wielokrotnie te złośliwości i te szpile, które były... I które przenosił na Grega.
2077:  KMM - W słabiznę i w pudendę, tak.
2079:  KMM - On je później przenosił na Grega, bo jak wiadomo, zawsze mobbing jest dziedziczny i później przechodzi na następne pokolenie, oczywista sprawa.
2086:  KMM - Ale on do samego końca wiedział, że jest tym outsider, do samego końca wiedział również, że Royowie nim gardzą.
2093:  KMM - No i przecież pamiętajcie, że jeden z pierwszych gestów, tych wielkich gestów, po których poznajemy Toma, to jest moment, w którym on stwierdził,
2101:  KMM - że dzięki temu, że Logan jest poza spotlightem, ponieważ jest na intensywnej terapii, to on teraz wybierze akurat moment, żeby się oświadczyć z SHIFT po to, żeby Logan nie odrzucił jego konkurów.
2114:  KMM - To jest nieprawdopodobne absolutnie.
2116:  KMM - To jest człowiek tchórzliwy, to jest zero, który tylko potrafi się piąć po drabinkach korporacyjnej kariery,
2123:  KMM - Absolutnie nie jest zdolny do podejmowania takich decyzji, nawet jak Kendall, cóż dopiero jak Logan, więc paradoksalnie jest tak, że moim zdaniem on jest pozornym zwycięzcą, cóż z tego, że jest na samym szczycie, jak będzie i tak marionetką czyjąś.
2137:  MG - Oczywiście, tak.
2139:  MG - Co zresztą widzimy doskonale po tym, że nie tylko Royowie go poniżają na każdym kroku.
2143:  MG - Matson go poniża, kiedy podczas kolacji z nim mówi, że w gruncie rzeczy miewa takie myśli, żeby uprawiać seks z jego żoną i matką jego dziecka, na co Tom odpowiadał, we're all men, nie ma sprawy.
2159:  MG - I widząc to, jak łatwo jest mu go poniżać, jak on się przed nim płaszczy, Matson wie, że znalazł swojego człowieka.
2166:  MG - Dokładnie tak.
2167:  KMM - Tak.
2167:  KMM - Zresztą pamiętacie może to, co mówiłem zanim weszliśmy na live, co Caroline Collingwood, moja ulubiona postać praktycznie całego serialu, przezłośliwa… Jesteś snobem.
2179:  KMM - Matka Rodzeństwa Rojów.
2180:  KMM - Tak, matka Rodzeństwa Rojów, przywitawszy Toma, pierwsze co powiedziała to, you're so plausible, na co Tom odparł, thank you, a ona na to, exactly.
2194:  KMM - To była najzłośliwsza charakterystyka Toma, w białych rękawiczkach uczyniona, zresztą tak jak później Marcin słusznie powiedział, bardzo w stylu Downton Abbey.
2202:  KMM - Więc tak, to jest znienawidzona przeze mnie postać, to znaczy ja zbyt dużo takich ludzi widziałem.
2209:  KMM - w polskim środowisku akademickim, żeby przez jeden moment bodaj kibicować Tomowi i żeby przez jeden moment bodaj docenić w nim tę jedną cechę, którą on ma, to znaczy nieprawdopodobną cierpliwość jednak i nieprawdopodobny brak jakiegokolwiek szacunku do samego siebie.
2227:  KMM - To znaczy on jest w stanie obciągnąć każdemu pod warunkiem, że dostanie za to 2,50 więcej.
2233:  BFP - To ciekawe co powiedziałeś i nie mówię o tym ostatnim zdaniu.
2240:  BFP - Przy zachowaniu sympatii do Szyw, najbardziej, ze wszystkich rojów, może poza Romanem, który po prostu wzbudzał naszą litość często, ja bardzo lubiłem postać Toma.
2254:  BFP - Ona wzbudzała moją sympatię.
2255:  BFP - Ale wiesz dlaczego?
2256:  BFP - Bo wyłączyłeś z tego wszystkiego, co powiedziałeś, rantując na niego jedną ważną rzecz.
2260:  BFP - Ten człowiek autentycznie kochał swoją żonę.
2265:  GW - To była jedyna osoba z tego kręgu, która była w stanie mówić o emocjach.
2273:  GW - To jest bardziej precyzyjne określenie jego postaci.
2279:  GW - Zresztą wiesz, łatwiej się przeżywa pomiędzy twardymi, ciężkimi miejscami, w momencie kiedy się nie ma kręgosłupa, zresztą jak Greg.
2287:  GW - Natomiast...
2289:  GW - Natomiast z Tomem jest faktycznie to, że on jest takim dorobkiewiczem, który w momencie, kiedy dołapie się tylko kawałeczek lepszego życia, to musi nim epatować i wciskać się w twarz klasie niższej z potrzeby odegrania się.
2306:  GW - I tak samo jest z mobbingiem, który spływa na Grega.
2312:  MG - Nie tylko na Grega, czy on tam naprawdę pomiata jak pruski sierżant wszystkimi swoimi podwodnymi.
2316:  GW - Zrobił sobie ludzi stoliki, no to sorry.
2319:  GW - Do jakiego stopnia zepsucia?
2321:  BFP - Greg zbiera skalpy, jak to powiedział Matsonowi.
2323:  BFP - Przepraszam, ale ja i Krzysztof my po prostu płaczemy w tym momencie.
2326:  BFP - Musimy powstrzymać śmiech, ponieważ Lambedziara, którą pozdrawiamy w tym momencie, napisała na czacie Tom wygrał na każdym froncie.
2333:  BFP - Został ojcem, CEO, wykastrował Grega i się z nim ożenił.
2337:  MG - To jest dokładnie scenariusz... Tom zrealizował kambelowski ideał save the castle, screw the princess.
2343:  BFP - Tak, to jest jakby neon sporus achievement unlocked.
2347:  BFP - To jest dokładnie to, co zostało zajawione bodajże w drugim sezonie i pięknie zostało pociągnięte teraz.
2353:  BFP - Zamykając ten wątek rodzinny i przechodząc do pieniędzy, a może nawet, wydają mi się te dwa słowa jednak ze sobą nierozerwalne w tym serialu i one koegzystują, albo otwierają do siebie drogę nawzajem.
2364:  BFP - To jest pieniądze i władza.
2366:  MG - A mogę powiedzieć ostatnią rzecz w temacie rodzinnym?
2368:  MG - Proszę, bardzo proszę.
2370:  MG - Otóż powinniśmy powiedzieć chociaż zdanie o Kenie i jego żonie, byłej żonie Ravie.
2376:  MG - Ravie.
2377:  MG - Rava jest naprawdę ciekawą postacią, która stara się wnosić coś w rodzaju zdrowego rozsądku w życie rojów i jest scena, którą uwielbiam z jednego z ostatnich odcinków, kiedy Rava
2390:  MG - ewidentnie przesadzając, mówi, że nie czuje, że jej dzieci są bezpieczne w sytuacji, która wykreowała się w momencie, w którym Menken, nie mylić z Mencenem, wygrywa wybory prezydenckie, bo zdaje się wygrywać wybory prezydenckie za sprawą tego, co wyprawia stacja ATN i uniemożliwia tym samym to, żeby jej dzieci wzięły udział w pogrzebie swojego dziadka, w pogrzebie Logana Roya.
2417:  MG - No i Ken
2418:  MG - Próbuje ją powstrzymać, próbuje powiedzieć, że to jest niemożliwe, żeby nie pożegnały swojego dziadka i wygrażając jej mówi, w tej chwili jadę do sądu i zdobędę nakaz sądowy, który zakaże ci wyjazd z miasta, a kiedy ona jednak wsiada do samochodu mówi, położę się pod kołami i nie pozwolę wam przejechać.
2437:  MG - po czym nie robi jednego ani drugiego, ponieważ jest zbyt zajęty firmą.
2442:  BFP - Tak i co prawda przechodzimy już teraz do wątku pieniędzy i władzy, ale cieszę się, że zarzuciłeś tę kotwicę przy tym wątku, bo będę chciał do niego wrócić, kiedy przypomnę, w drugiej części będziemy omawiali każdą z postaci, z osobna.
2453:  GW - Tak jak Ken staje się swoim ojcem.
2456:  GW - Bez tej charyzmy.
2458:  BFP - Ja uważam, że jeżeli pośród wielu żałosnych postaci i okropnych w tym serialu, najbardziej żałosną jest Kendall.
2465:  BFP - To jest najbardziej żałosna postać tego serialu.
2467:  BFP - Znacznie słabsza niż Roman.
2469:  BFP - I wielokrotnie daje temu dowód, ale co ciekawe, to Shift to dostrzega, dostając ataku paniki i mówi, to nie możesz być ty.
2478:  BFP - Po prostu to nie możesz być ty.
2479:  BFP - Ja pod tym się całkowicie podpisuję.
2481:  BFP - Czy zgodzicie się ze mną, przechodząc do pieniędzy i władzy, że pomimo
2486:  BFP - tonów, czy ton, ton, ton, ton pieniędzy, które przewijają się przez ten serial, miliardów, pieniądze są niewidzialne?
2496:  GW - Znaczy pieniądze się przebijają wszędzie tam i to w olbrzymich sumach, tylko że zważywszy na to, że oni mówią o tym w tak lekceważący sposób, to po pierwsze jakby tego tak nie odczuwamy, po drugie też kamera często prowadzi nas od kuchni, przez co też tego bogactwa często nie widzimy, bądź jest tak subtelne,
2517:  GW - I ciche.
2518:  GW - I ciche, że właśnie tego nie widać.
2520:  GW - To odróżnia już pod koniec trzeciego sezonu, jak omawialiśmy sukcesje, to odróżnia właśnie ten serial od Billions, gdzie jest epatowanie tym bromiliarderstwem bardzo, a tutaj jest to bardzo wysmakowane i delikatne zresztą.
2537:  GW - widać właśnie nawet po strojach, jakie oni noszą, że one nie są bardzo krzykliwe, ale po prostu każdy, każdy bogaty wie, że te stroje kosztują powiedzmy tam 200, 300, 500 tysięcy dolarów, tylko
2554:  GW - One jakby niczym się nie odróżniają.
2558:  GW - To jest właśnie już ta granica, powiedzmy, majątności.
2563:  GW - I faktycznie te pieniądze tutaj nie grają roli, bo to też nie jest serial o pieniądzach, tylko bardziej właśnie o władzy i rodzinie.
2570:  BFP - To prawda, oni nie są tacy jak raper Lil Uzi, który umieścił w swoim czole diament, który następnie jeden z fanów, kiedy robił crowdsurfing, wyjął mu prosto z czoła.
2581:  BFP - Tak, to jest przeciwieństwo Quiet Luxury.
2584:  KMM - Ja myślę, że różnica polega po prostu na tym,
2588:  KMM - że są ludzie bogaci i są ludzie nowobogaccy.
2592:  KMM - No więc najczęściej pokazują się nam w kinie czy serialach nowobogacki, bo jest ten okropny kambelowski monomid, że trzeba pokazać jak bohater albo jak ktoś woli Bildung lub Entwicklungsroman.
2604:  KMM - Jeżeli chcemy się bardzo przejmować nazwami powieści rozwojowych niemieckich, XIX-wiecznych, chcemy pokazać rozwój postaci, no więc siłą rzeczy widzimy bardzo często i obserwujemy postaci, które właśnie dostały majątek, właśnie stały się bogate, właśnie wkroczyły do świata luksusu, więc wtedy widzimy ten krzykliwy luksus, więc bardzo dobrze, że w sukcesji się zdecydowano na pokazanie realistycznym życia ludzi, dla których nie jest problemem wzięcie helikoptera, kiedy trzeba pojechać po ciepłe bagietki.
2632:  KMM - I oni kompletnie nie rozpatrują tego w kategoriach kosztu albo w kategoriach, nie wiem, to trzeba wziąć na fakturę.
2639:  KMM - Po prostu oni o tym nie myślą.
2640:  KMM - I dobrym tego dowodem jest to, w jaki sposób Greg V. Egg przeszedł na przestrzeni trzech odcinków od, to jest moje ostatnie 20 dolarów, do kupna Crockett & Jonesów za 2 tysiące dolarów.
