🔴 Uruchamiamy wsparcie Bez/Schematu! || Q&A Bez/Schematu #2
🔗 https://www.youtube.com/watch?v=tdBwISPwGLU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  KMM - Bikłeś, jestem już w telewizji.
1483:  BFP - To jest tak, to poznaję, flora, fauna, wszystko się zgadza.
1486:  KMM - I w odróżnieniu od Eskimosów nie ma jakiejś pracy językoznawców nad tym, żeby rugować to pojęcie z dyskursu, tylko ono funkcjonuje.
1493:  KMM - W Stanach, nie oczywiście, w Stanach powiedzą, że to jest ludność indygeniczna albo natywni Amerykanie, Native Americans, to jest standard.
1501:  KMM - Natomiast u nas nie, w Polszczyźnie jeszcze to się nie zmieniło, nie tylko w Polszczyźnie, w językach słowiańskich generalnie.
1508:  KMM - Indianie to piękny pomnik głupoty białego człowieka, pisze Weggary.
1511:  BFP - Czy nie może być większego monumentu
1515:  BFP - bezwzględności szowinizmu i takiej bigoterii,
1523:  BFP - kultury zachodniej albo europejskiej niż podtrzymywanie przez 500 lat tego, jak to się mówi, misnomer, to się ładnie po angielsku mówi, misnomer, czyli złe nazwanie, żeby mówić do ludzi, którzy nic nie mają wspólnego ani z kontynentem azjatyckim, ani z prawdziwymi Indianami, Indusami, Hindusami i mówić do nich Indianie przez 500 lat.
1550:  BFP - To jest prawdziwy, za każdym razem, kiedy to robimy, to jest objaw werbalnego rasizmu.
1556:  BFP - Tylko tak to chciałem powiedzieć, ale już tak nam to wyszło w krew, że trudno jest to wyrugować, więc to też nie jest zarzut do autora tego pytania.
1563:  KMM - Ja bym dokończył to zdanie w podobnie polemiczny sposób, to znaczy jakby spotkał natywne Amerykanin czy Indianin obcych, to ja bym natychmiast pomyślał o czymś rodzaju, czy chcecie porozmawiać o naszym panu izbawcy ksenocydzie i wtedy moglibyśmy sobie porozmawiać o tym, dlaczego ludobójstwo nie odnosi się do ludobójstwa.
1587:  KMM - obcych, do zwierząt, tylko odnosi się do człowieka, prawda?
1590:  KMM - I w zasadzie nie jestem tutaj specjalnie nowatorski, ponieważ taką narrację napisał Orson Scott Card i to jest cała saga o Enderze, gdzie się pojawia kategoria ksenocydu, czyli zabójstwa obcej, rozumnej rasy.
1601:  KMM - Ale zauważcie, że...
1604:  KMM - To zadanie, które zadał nam Krzysztof jest fajne, ponieważ to jest dokładnie ten sam mechanizm i ludzie, którzy zachwycają się prozą mainstreamową, która mówi np.
1613:  KMM - właśnie o zagładzie jakiejś społeczności indygenicznej, a równocześnie dezawuują i potępiają fantastykę, która mówi o dokładnie tym samym, tylko w odniesieniu do obcych, zdradzają snobizm.
1625:  KMM - bo rzekłbym nawet, że o wiele ciężej jest dostrzec w takich obcych, którzy wzbudzają w nas wstręt i obrzydzenie, bo nie są z naszego gatunku, więc to jest bardzo pierwotny wstręt i obrzydzenie, atawistyczny.
1638:  KMM - Jesteśmy przyzwyczajeni, że pająki nam zagrażają i tak dalej i inne tego rodzaju stwory, bo tak było przez wiele, wiele lat, więc jeżeli są jakieś pająkopodobne istoty, które przyjeżdżają na spotkach, to czujemy momentalnie zagrożenie.
1649:  KMM - Ciężej jest nam się przekonać do tego, że to jest przecież istota rozumna, z którą należy współpracować, tylko chcemy w nim widzieć
1655:  KMM - to, co science fiction lat 80. widziała, czyli no, taką ładną tarczę, do której możemy strzelać.
1662:  BFP - Ja bym jeszcze dorzucił taką wersję, że Indianin spotyka obcych, ale już w tym innym rozumieniu i mówi, jesteście pewni, bo z predatorem poszło nam z górki.
1671:  BFP - A to nie jest zupełnie bez sensu, dlatego, że polujcie na film w przyszłym, albo w 2022, albo w 2023 będzie, który nazywa się, uwaga, Prey.
1683:  BFP - I Prey, znakomicie zatytułowany, jest kontynuacją Predatora.
1689:  BFP - I będzie opowiadał o natywnym, natywnym, Jezus, na ordzennym Amerykaninie, Indianie, w cudzysłowie, który walczy z Predatorem w lesie.
1699:  BFP - Brzmi banalnie, tak, no bo to jest film o Predatorze, ale to też stąd to skojarzenie i bardzo mi się podoba ten tytuł filmu Prey, ale czcionką predatorową zapisane, więc...
1710:  BFP - I dzięki Tommy Lee Tom za wsparcie i za zostanie jednym z naszych protektorów.
1714:  BFP - Czekam na serial z tobą, Pam and Tommy, nie mogę się doczekać.
1719:  KMM - Michał Wolański dopytuje, czy na podstawie gry jest ten Prey?
1723:  BFP - Nie, nie, nie, to nie jest ten prey, to jest jeszcze raz predator and prey.
1728:  BFP - Predator to jest łowca czy drapieżnik, a prey to jest ofiara.
1733:  BFP - Więc tym razem jest to odwrócenie.
1734:  BFP - Predator zawsze łowca, drapieżca, a prey tym razem ofiara.
1738:  BFP - Więc tak jakbyś oglądał to, znaczy zawsze predator oglądasz z perspektywy ofiary, ale jakby przełożenie trochę tego akcentu tym razem, co jest moim zdaniem dość oryginalne.
1747:  BFP - Często jest tak, że słyszysz predator i już chcesz automatycznie dopowiedzieć prey.
1751:  BFP - Jak jest predator, to musi być prey.
1754:  KMM - Zgredek pisze, że chętnie by zobaczył Janosika vs Predatora, ale oczywiście, ponieważ ja mam Mugławicę Jamniczaną na oczach, przeczytałem Jamnik vs Predator i bardzo mi się ten koncept spodobał.
1765:  KMM - Moi kochani, idziemy dalej.
1768:  KMM - Marek Kacperiusz pyta, czy byliście kiedyś na siłowni i jakim cudem udało wam się wyjść stamtąd w jednym kawałku?
1775:  KMM - Ja nie miałem tyle szczęścia.
1779:  KMM - Tym razem ja zacznę, bo ja historia jest bardzo prosta, to znaczy, niestety ja chyba mogłem ją opowiedzieć na którymś z moich streamów growych, ale na wypadek, gdyby społeczność bez schematu nie słyszała, to jej skrót.
1792:  KMM - Mianowicie, kiedyś bardzo paskudnie złamałem rękę i wiązało się to z walką Arcy Magosa z potężnym potworem.
1800:  KMM - lewiatanem.
1802:  KMM - Lewiatan zstąpił ze swoimi mackami, ze swoimi trzewiami, chciał wyrzucać stamtąd zerglingi nadrządców, szczepu.
1810:  KMM - Ja jako mężny Reynor oczywiście usiłowałem się przeciwstawić, znaczy Reynor, który jest mutacją Reynora i Marta Nisa, nie udało się, mój łokieć nie wytrzymał, ramię się wbiło w staw ramienny i było niedobrze.
1822:  KMM - A tak naprawdę to był sklep lewiatan.
1825:  KMM - I niestety w związku z powyższym nie mogłem chodzić na siłownię nigdy,
1829:  KMM - co bardzo mnie oczywiście martwiło, ponieważ w całym swoim życiu nigdy nie chodziłem na siłownię, ale zyskałem bardzo dobry argument i od tego czasu trenuję wyłącznie na EMS-ach w elektrostymulacji mięśni, więc nie byłem na siłowni, ale nie udało mi się równocześnie wyjść z jednym kawałkiem z tego wszystkiego.
1844:  BFP - Znaczy, jeżeli to, że dostajesz wpierdolę od sklepu nie skłoniło cię do tego, żeby jednak zacząć budować masę, to nie wiem, co cię do tego skłoni, ale odpowiadając na pytanie, no ja chodzę na siłowni od 19 lat,
1859:  BFP - Z przerwami, może miałem kilka trzy miesięcznych przerw, ale chodzę na siłownię i uprawiam treningi ogólnorozwojowe od 19 lat, więc tak, wyszedłem całą i nawet udaje mi się wychodzić całą regularnie.
1878:  KMM - Tymczasem widzę super czat od Tomasza.
1882:  KMM - Filip czyni honory.
1883:  KMM - Ale ja mam czynić honory.
1884:  KMM - Oczywiście, że tak.
1885:  KMM - No bo ja czytam od Q&A.
1887:  KMM - Zrób coś wreszcie.
1891:  BFP - Zrobił shorta, który ma 5 tysięcy wyświetleń i teraz się wozi.
1895:  BFP - No dobrze.
1896:  BFP - Tomasz.
1898:  BFP - Tomasz nas tutaj... Nie wiem, czy poprawił, bo to już się pojawiało, ale faktycznie to jest warte zaznaczenia, że Dackel, to po niemiecku jamnik, była czytanka taka.
1908:  KMM - Tak.
1909:  BFP - I płacił też nam 10 zł.
1910:  BFP - Dziękujemy.
1911:  KMM - Dziękujemy serdecznie.
1912:  KMM - Jeszcze widzę pytanie do Krzysztofa odnośnie ostatniego pytania.
1916:  KMM - Kiedy mamy takie pytanie z nawiasami, tak, gramatycznie powinno być pytanie, nawias, czy pytanie, a okej, pytajnik zawsze przed znakiem cudzysłowu na końcu, a wcześniej nawias.
1928:  KMM - Fun fact, jeżeli mamy cudzysłów do cytatu, który kończy się znakiem zapytania, to potem dajemy znak zapytania, znak cudzysłowu i kropkę.
1938:  BFP - Pometo zapytał mnie, od 19 lat chodzisz na siłą i zacząłeś chodzić w podstawówce?
1943:  BFP - Bardzo się cieszę, że możemy zarzucić zasłonę milczenia na mój wiek i to znaczy, że wszyscy myślą, że ja mam jakieś 25-27 lat.
1951:  BFP - Niech tak pozostanie.
1953:  BFP - Poproszę, aż sobie dam u niego.
1956:  BFP - God damn it.
1957:  KMM - Ja tylko zdradzę, że to ja jestem tym młodszym.
1963:  KMM - Ale nikt nie wie, jaki jest mój wiek dokładnie.
1965:  BFP - Dlatego na ciebie zwalam pracę.
1966:  BFP - Dobrze, dobrze.
1968:  KMM - I jeszcze widziałem, ja muszę przeczytać to pytanie z czatu, bo to jest pytanie, które rozsierdzi Filipa.
1972:  KMM - Pytanie z innej beczki.
1973:  KMM - Skąd zamiłowanie u obu panów?
1975:  KMM - Ja tu polemizuję.
1976:  KMM - Do natrętnego wrzucania tych wszystkich ponglishowych wstawek w stylu You've Got The Point.
1980:  KMM - Przyznam, że to czasami wyjątkowo drażniące, a
1982:  KMM - Zadresowaliśmy to na ostatnim Q&A, ale czekam na reakcję Filipa.
1988:  BFP - Skąd nasze zamiłowanie na Ponglishu?
1991:  BFP - Nie wiem, to jest takie pytanie, jakbyś zapytała, czemu jesteś blondynem.
1997:  BFP - Nie wiem, po prostu obracamy się w środowisku naukowym i w dydaktyce, gdzie prowadzimy zajęcia czy szkolenia w języku angielskim, konsumujemy popkulturę, która w 90% powstaje w świecie anglosaskim,
2012:  BFP - czytamy artykuły, szukamy inspiracji w języku angielskim, który jest językiem podstawowym, to tam powstaje masa wiedzy, z której korzystamy.
2023:  BFP - No nie wiem, co mam powiedzieć.
2025:  BFP - To jest tak, jakby ktoś wyciął kilka fragmentów naszego DNA i uzupełnił je anglosaskim DNA i po prostu...
2032:  BFP - Raz na jakiś czas następuje zwarcie i wychodzą nam takie słowa z ust, bo są dla nas czymś normalnym.
2038:  BFP - Może, o, to jest jedna rzecz, której nigdy nie mówiłem.
2040:  BFP - My nie tylko mówimy także po angielsku, my też myślimy po angielsku.
2044:  BFP - U mnie to jest coś zupełnie normalnego, że w mojej głowie pojawiają się angielskie zwroty i nie mogę znaleźć polskiego odpowiednika.
2049:  BFP - Więc naprawdę nie mogę tego określić jako coś bardziej naturalnego niż to, co właśnie powiedziałem.
2056:  KMM - Ja myślę, że naturalność jest kluczowa.
2058:  KMM - Ja przyznam, że wiele razy mi się zdarzało odwrotnie.
2061:  KMM - To znaczy, jak miałem mówić po angielsku na przykład półtorej godziny, no to mi się narzucały wtręty po polsku.
2065:  KMM - Tylko, że różnica polega na tym, że słuchacz angielski nie zrozumie polskich wtrętów, a słuchacz polski zrozumie angielskie.
2072:  KMM - Proste.
2074:  KMM - Krzysztof, mrugnij trzy razy, jak trafiłem.
2077:  KMM - Nie ma problemu.
2078:  KMM - Ja zawsze wykonuję polecenia z czatu i czasami mnie to doprowadza do bardzo mrocznych ścieżek i różnych załóków, z których później nie wiem, jak się wykaraskać.
2087:  KMM - Moi drodzy, lecimy dalej z pytaniami, bo jest dużo...
2097:  KMM - Michał Szkopiński, mam nadzieję, że dobrze czytam, pyta, jak duże znaczenie w filmie ma dla Was soundtrack?
2102:  KMM - Jak ważną częścią filmu jest?
2104:  KMM - Co sądzicie o koncepcji, że dobrze stwarzany soundtrack żyje sam, nawet bez filmu?
2109:  KMM - Co potwierdza, in my humble opinion, tak a propos angielskich trendów, większość kolaboracji Nolan Zimmer.
2118:  KMM - Ja powiem od razu to, co mnie niesamowicie triggeruje, to znaczy powiem tak, że nie znoszę filmów, które są pozbawione muzyki.
2128:  KMM - Uważam, że film i rdzenną częścią filmu jest warstwa dźwiękowa i to w jaki sposób można malować muzyką, udźwiękowieniem,
2137:  KMM - Obraz jest bardzo niedoceniony na przykład w polskim kinie, które szczerze w moim przekonaniu nie różni się często od pokazu slajdów i to takiego pokazu slajdów na boomerowskim wykładzie z powerpointem, z animacjami, z world artem.
2152:  KMM - Ja muszę mieć doświadczenie, które jest audiowizualne i w filmie i w grze wideo.
2158:  KMM - Bardzo źle znoszę gry, w których nie ma muzyki.
2161:  KMM - rozumiem, jeżeli to jest decyzja artystyczna, ale jak na przykład grałem w Solsy, to po prostu ja się cieszyłem w momencie, jak była walka z bossem, ja słyszałem te epickie dźwięki, ja wtedy odżywam.
2173:  KMM - I momenty wzruszenia, które przeżywałem w kinie, zawsze były stowarzyszeniem muzyki.
2181:  KMM - Czy to wyjazd samurajów z wioski przy dźwiękach,
2185:  KMM - Hansa Zimmera w Ostatnim Samuraju, czy słynne No Time for Caution, czy Docking Scene w Interstellarze, czy muzyka genialna Daft Punku i Harry'ego Gregsona Williamsa do jednego z moich ulubionych w ogóle filmów, czyli Throne Legacy, w całości praktycznie, no to to są rzeczy, które się wryły w moją pamięć niesamowicie.
2206:  BFP - Daft Punk robił muzykę do Tron Legacy.
2208:  BFP - Tak.
2209:  BFP - Natomiast całkowicie się nie zgodzę z tym, co powiedział Krzysztof.
2213:  BFP - Po pierwsze, nie można postawić znaku równości między doświadczeniem audiowizualnym a muzyką, ponieważ można stworzyć doświadczenie audiowizualne z naciskiem na audio całkowicie bez muzyki.
2222:  BFP - Uważam, że są ciekawe dzieła i ciekawe eksperymenty, w których specjalnie zrezygnowano z muzyki po to, żeby wybrzmiało to, co jest najważniejsze w sferze audio.
2231:  BFP - I podam jeden znakomity przykład Damiana Szezela.
2234:  BFP - Tegoż samego Damiana Szezela, który zrobił dwa filmy o muzyce.
2238:  BFP - I to będzie dzisiaj w jednym z pytań.
2240:  BFP - Będzie pytanie o Whiplash.
2242:  BFP - Drugim jego filmem był La La Land, który jest musicalem.
2245:  BFP - A trzecim jego filmem był First Man o Neil Armstrongu i locie na Księżyc.
2251:  BFP - I teraz jak sobie obejrzycie ten wybitny film, wybitny film, jak każdy Damiana Szezela, to zobaczycie, że w scenach, w których udają się w przestrzeń kosmiczną, celowo nie ma muzyki.
2264:  BFP - Wiecie dlaczego?
2265:  BFP - Bo musicie słyszeć, jak trzęsie się cały sprzęt, jak kurczy się, macie wrażenie, że kurczy się metal pod wpływem temperatury, jak wszystko trzeszczy i macie wrażenie, że zaraz się rozsypie.
2278:  BFP - Bo tezą tego filmu jest to, że na księżyc pod wpływem presji, jaką wywierała zimna wojna i wyścig ze Związkiem Radzieckim Technologicznym,
2288:  BFP - Na Księżyc chcieli lecieć ludzie, którzy w ogóle nie mieli do tego dobrego sprzętu, że było to tak ryzykowne.
2292:  BFP - Ryzykowali swoim życiem za każdym razem, kiedy siadali za sterami statków.
2299:  BFP - Źle to brzmi, statków, no ale wiecie o co mi chodzi.
2301:  BFP - I straciłoby to swoją wymowę, gdyby wchodziła tam wtedy muzyka.
2306:  BFP - Więc nie zgodzę się z tym, że muzyka zawsze musi podbijać warstwę audiowizualną.
2311:  BFP - Natomiast czasami jest ona nieodłączna od filmu i tak dla mnie jest z Dune'ą i nie jestem w stanie słuchać soundtracku Dune'y niezależnie od filmu.
2318:  BFP - Nie podoba mi się.
2319:  BFP - Tak samo z Dunkierką.
2321:  BFP - i nie wychodzi, ale z drugiej strony... Nie lubimy sonoryzmu.
2324:  BFP - Ale z tego samego Zimmera słuchałem na przykład Interstellar, który uwielbiam jako ścieżka dźwiękowa niezależnie, więc jakby ja jestem wielkim fanem soundtracków, kocham je, uważam, że odgrywają bardzo ważną rolę, ale uważam, że również bardzo dużym wyczynem artystycznym, ryzykownym jest umiejętność wyjęcia muzyki z momentu, w których normalnie wszyscy inni reżyserzy umieściliby tam muzykę.
2346:  BFP - Bo muzyka jest bardzo prostym narzędziem manipulowania emocjami, czasami zbyt banalnym.
2351:  KMM - Nie jest tak z cichym miejscem, pisze Kamil Szymura.
2354:  BFP - Właśnie też miałem to przywołać.
2355:  BFP - Bardzo dobre porównania.
2357:  KMM - Przy okazji Grzegorza Wątroby witamy naszego stałego rozmówcę i członka ekipy Bez Schematu.
2365:  KMM - Grzegorz pisze, jak się wam podobają starania CD Projektu Red, by zrewitalizować CB 2077?
2370:  KMM - Dzisiejszy stream był... Grzegorz, ja ci odpowiem w ten sposób.
2375:  KMM - Oh no!
2377:  KMM - Anyway!
2378:  KMM - To jeżeli chodzi o mój komentarz do Cyberpunka.
2381:  KMM - Ja ożywię się w momencie, w którym wyjdzie wreszcie jakiś content fabularny, bo w tej grze było fabuły tyle, co kot napłakał.
2389:  KMM - Natomiast jeszcze co do tego wątku ciszy, no to przecież są słynne eksperymenty na przykład, nie wiem, Cage'a, prawda?
2395:  KMM - 4.53 czy coś takiego.
2398:  KMM - To jest po prostu cisza przez 4 minuty 53 sekundy.
2402:  KMM - Więc jak najbardziej można to artystycznie ująć w ten sposób.
2405:  KMM - Ja mówiłem o emocjach swoich, to znaczy dlatego zapamiętuję fragmenty, w których jest jednak muzyka, że ona tam jest.
2411:  KMM - I to jest moja właściwa cecha i indywidualna bardzo.
