Kulturalny roast RINGS OF POWER | Co nie wyszło i dlaczego?
🔗 https://www.youtube.com/watch?v=mik_Its55To
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)
WB (Wojciech Bryk, RuBryka Popkulturalna)
MK (Marcin Kończewski, Koń Movie)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  Dziękuję.
1535:  WB - zaśmiałem się całkiem szczerze w taki sposób, jaki założyli to twórcy,
1539:  WB - i relacja Elrond-Durin.
1541:  WB - I tutaj tkwi, wydaje mi się, największy potencjał, że oni potrafią, udaje im się napisać fajne rzeczy.
1546:  WB - No i pod koniec jeszcze dorzuciłbym do tego Nori i nieznajomy, który już się ogarnął i oczywiście, bo to jest Gandalf, gdy już odzyskał część pamięci, zaczął już składnie mówić i pokazał się całkiem sympatycznym kolesiem i myślę, że w drugim sezonie to będzie jeden z takich najfajniejszych, najbardziej cieplutkich wątków, które będziemy mogli obserwować w tym drugim sezonie.
1570:  BFP - Michał, jakieś pozytywy?
1572:  ML - Wszyscy zaczęli ładnie od ciśnięcia po Filipie, więc ja powiem, że bardzo ładnie ci w tych oprawkach Filip.
1578:  BFP - Myślałem, że powiesz... Żeby trochę skontrować.
1580:  ML - To ja nie będę inny.
1582:  ML - Ale proszę bardzo.
1583:  ML - Nie, to właśnie ja będę inny.
1585:  ML - Nie, no a co do pozytywów, no bo już tak do negatywów zaraz przyjdzie.
1589:  ML - Nie, co do pozytywów, mi się podobały pierwsze dwa odcinki.
1591:  ML - To mnie postawiło w dużej mniejszości.
1594:  ML - I oczywiście one mi się podobały głównie dlatego, że jeszcze nie było w nich widać tak naprawdę scenariusza i gdzie historia pójdzie, a w zasadzie, że nigdzie nie pójdzie.
1601:  ML - Tylko właśnie to, że...
1604:  ML - Rzucili dużo pieniędzy i mi się podobały i zdjęcia i reżyseria Bajony.
1608:  ML - Notabene ani reżyseria potem mi się nie podobała od trzeciego odcinka, ani też muzyka.
1612:  ML - To jest ciekawe, że w pierwszych dwóch odcinkach miałem wiele momentów, gdzie sobie myślałem, wow, ale fajny utwór, jakiś tam główny motyw, tam kogoś wchodzi.
1619:  ML - I teraz jak o tym pomyślałem, to od trzeciego odcinka nie pamiętam, żebym słyszał muzykę.
1623:  ML - Czyli chyba mi nie przeszkadzało, ale to znaczy, że właśnie weszła w jakieś takie, że przeszła mi gdzieś nad głową, nie?
1629:  ML - No ale generalnie mi się podobały zdjęcia, reżyseria, ogólnie production design.
1635:  ML - Ja też nie mam problemu na przykład ze strojami.
1636:  ML - Ja wiem, widziałem wszystkie te memy.
1639:  ML - Ja nie widzę plastikowych strojów tutaj.
1640:  ML - Ja to mówię wprost.
1643:  ML - Dla mnie serial wygląda dobrze od początku do końca.
1647:  ML - Tylko jest debilnie napisany, ale do tego przejdziemy.
1652:  ML - Taki szczegół.
1653:  ML - No właśnie to jest ten najważniejszy szczegół.
1657:  BFP - Marcin?
1658:  MK - Ja przekornie zacznę od ogromnego moim zdaniem, gigantycznego wręcz pozytywu, to znaczy tego, że przed kolejnym sezonem w ogóle nie będę musiał powtarzać sobie jego treści, bo skupia się ona do pięciu...
1674:  MK - na dobrą sprawę takich najważniejszych punktów, czyli Galadriela szukała Saurona, znalazła Saurona i drugi był Mithril, który nie wiadomo, czy był Mithrilem, znalazł się Mithril i trzeci Numenor pojechał i wrócił, czyli tam i z powrotem.
1694:  MK - To jest duży pozytyw, a tak poza sarkazmem i ironią, to ja jestem w stanie obronić pewnego rodzaju emocje, które doświadczyłem, na przykład
1704:  MK - w odcinku Udum czy w finale, kiedy było już jakieś tam tempo na tej zasadzie.
1711:  MK - To tempo nie było już takim mordowaniem mojej uwagi, kiedy naprawdę realnie zdarzało mi się rozkładać seans na przykład na dwa razy jednego pojedynczego odcinka, bo ilość rzeczy, fatalny montaż powodował, że moja uwaga gdzieś tam uciekała.
1732:  MK - Totalnie, cały czas była rozpraszana, nigdzie to nie wędrowało.
1738:  MK - No i ta rzecz, która jest bardzo, bardzo fajna, to rzecz jasna Durin i Elrond.
1745:  MK - To znaczy tak, sam Elrond nie jestem w 100% jeszcze tak jakby kupiony tą postacią, ale uważam, że na tyle została dobrze napisana sama relacja, rzeczywiście tutaj to chemię się czuję, jest ona jakaś tam namacalna dla mnie.
1758:  MK - i bardzo, bardzo to lubię i dlatego wiem już, że zostanie to najprawdopodobniej spaprane w drugim sezonie.
1765:  MK - Dlaczego?
1765:  MK - Bo wiedząc, jaki był wylew w internecie pozytywnych komentarzy, oni się skupią na tym i dopiszą pewnie jakieś zbędne buble, które spowodują, że i ten wątek będzie można było spaprać, ale to miałem mówić pozytywnie i jadę z pozytywami w takim razie.
1782:  MK - Z pewnością to, co mi siadło, to były na przykład elementy wizualne, szczególnie te, kiedy były takie szerokie plany, wysokie plany, kiedy bawiono się troszeczkę perspektywą.
1796:  MK - I na przykład pokazywano ujęcia z lotu ptaka, na przykład wędrówki Harfutów, te pogranie takie z mapą iście Indiana Jonesowskie, w którym jest nałożenie mapy i realnych tak jakby widoków.
1808:  MK - Fajne to było, mi się to podobało.
1810:  MK - Takich rzeczy chciałbym więcej.
1813:  BFP - W trylogii Jacksona było o ile...
1815:  MK - Tak, jasne, było, ale było tutaj to ograne, wiesz co, troszeczkę mimo wszystko inaczej.
1820:  MK - Uważam, że bardzo tanie i ckliwe było oczywiście to nawiązanie w samym finale, bezpośrednie zacytowanie tak jakby słów Igan Dalfa z drużyny Pierścienia.
1832:  MK - i bezpośrednio Galadrieli, która mówi na temat tego, że będziemy mieli tą panią mroczną, kiedy z frodem zagląda do zwierciadła z wody.
1846:  MK - Tutaj zostaje to zacytowane przez Halbranda czy tutaj Saurona.
1851:  MK - I to troszeczkę niby pogłębia, jest oczywiście takim bezczelnym cięciem na nostalgii naszej, ale mimo wszystko mi to jakoś tam kliknęło.
1860:  MK - Nie uważałem, że to jest totalnie zła rzecz, bo dodało tak jakby jakieś tam drugie dno do tych bohaterów.
1868:  MK - I to jest w porządku, bo pewne rzeczy w Drużynie Pierścienia można by było właśnie rozbudować tak jakby o tą głębię.
1878:  MK - Także jak najbardziej tutaj mi to w jakiś tam sposób siadło.
1882:  MK - Kolejną taką rzeczą, która jest według mnie pozytywna, to jest właśnie ścieżka dźwiękowa, chociaż tak, zgadza się, szczególnie w momentach, kiedy jest absolutna mielizna i monotonia fabularna, to również muzyka dostosowuje się tak jakby tempem i poziomem do tego, co się tam dzieje i rzeczywiście ten keyman przysypia troszeczkę przy keyboardziku.
1906:  BFP - To idealnie odzwierciedla to, co się dzieje przez większość serialów, prawda?
1909:  MK - Tak, to się nazywa psychizacja krajobrazu i chyba dźwięku w takim razie.
1914:  MK - Więc tak, próbuję, wiecie co, już tak bardzo usilnie znaleźć jeszcze coś pozytywnego i musiałbym mieć chyba jedna kartka.
1921:  BFP - Nie zmuszaj się, Marcin, nie zmuszaj się.
1923:  MK - Kiedy zaczynamy roasta?
1924:  BFP - Dawajcie mi to.
1926:  BFP - Nie, nie, jeszcze Krzysztof o pozytywach.
1930:  MK - Pa Krzysztof Krótko, znam cię.
1933:  KMM - Ujmę to w ten sposób.
1935:  KMM - Muszę podbić te wątki, które słusznie wydobyliście, to znaczy Kazadum, relacja Durina, chociaż niepotrzebnie dwóch Durinów jest, ale już zostawiam to.
1946:  KMM - Durina z Elrondem, ja byłem bardzo sceptycznie nastawiony do Elronda, aktor się wybronił finalnie, więc nie mam żadnego problemu, wciąż nie wiem dlaczego był Barbera.
1955:  KMM - Natomiast jeżeli chodzi o production design i tak dalej, tutaj mam pewne wątpliwości.
1959:  KMM - Na przykład na początku była mapa, jako właśnie ten środek storytellingowy, bardzo znany po to, żeby pokazać, że ludzie się przemieszczają z miejsca na miejsce.
1967:  KMM - Potem z tego zrezygnowano i stwierdzono, że będzie PowerPoint z Southlands zmieniającym się w Mordor.
1971:  KMM - Albo nagle, że podpisywano niektóre lokacje, a wcześniej nie podpisywano.
1975:  KMM - Nie ma w tym serialu konsekwencji.
1977:  KMM - Autentycznie mam coraz większe wrażenie, że był on realizowany przez zupełnie dwie różne ekipy.
1983:  KMM - I to nie jest dobre wyrażenie.
1984:  BFP - Kilka, bo tak było.
1986:  BFP - Byli różni reżyserzy.
1987:  KMM - Najwyraźniej jest właśnie tak, że mieli też różną filozofię i prowadzenia postaci, prowadzenia aktorów, bo czasem mi się wydawało, że jest wszystko w porządku, a czasem miałem do czynienia z żenadą, której naprawdę nie ma w spektaklu robionym przez ludzi z filmówki na pierwszym roku studiów przy zerowym budżecie.
2006:  KMM - Nie spodziewam się czegoś takiego.
2007:  KMM - Jednak...
2009:  KMM - Powiem tak, że widziałem różne seriale, które miały następujące założenie.
2016:  KMM - Nie przedstawimy nic specjalnego.
2018:  KMM - To będzie po prostu dobra rozrywka.
2021:  KMM - Jest takich w seriali naprawdę sporo.
2023:  KMM - Ja mogę na przykład wymienić chociażby Przeznaczenie Winx.
2026:  KMM - Naprawdę obejrzałem to.
2027:  KMM - Nie miałem niesamowitych oczekiwań.
2029:  KMM - To jest young adult.
2030:  KMM - Tak samo wczoraj obejrzałem Akademię Dobra i Zła, fantasy, Young Adult, w którym swoją drogą to fantasy Young Adult zagrało więcej wysokoprofilowych aktorów niż w całym Rings of Power, bo był Laurence Fishburne, była Cate Blanchett, nawiasem i Charlize Theron.
2045:  KMM - Czy miałem niesamowite oczekiwania wobec tych?
2047:  KMM - Absolutnie nie.
2048:  KMM - Czy bawiłem się dobrze?
2050:  KMM - Tak.
2050:  KMM - Więc tylko te momenty, przy których rzeczywiście czułem, że bawię się dobrze, mogły być tymi, które bym wydobył na plan pierwszy w Rings of Power.
2060:  KMM - I były to, oprócz wątku Elronda i Durina, moment, w którym faktycznie zaczęło coś iskrzyć między Harfutami a Hodorem z przestworzy, którego tak ochrzciłem, a który prawdopodobnie będzie Gandalfem.
2072:  KMM - Oprócz tego bardzo drobne sceny i fragmenty.
2076:  KMM - Sceny z Halbrandem, wtedy kiedy zaczął się rzeczywiście przemieniać w Saurona, to były mocne sceny, ładne.
2083:  KMM - Czasem ładnie się udał cytat wizualny, jak z tą Tratwą Meduzy, chociażby Eugène de la Croix podczas jednego z kadrów.
2090:  KMM - Były takie momenty, ale to są niestety momenty wyłącznie, a dla samych momentów serialu się nie ogląda.
2097:  KMM - I to chyba będą te moje momenty, które bym wskazał faktycznie za najlepsze.
2101:  KMM - Jeżeli chodzi o grę aktorską, to zdecydowanie Halbrand, Księżniczka Disa, Arondir,
2106:  KMM - Być może Elrond, ale to już z pewnym wahaniem, a potem długo, długo nic.
2111:  KMM - Więc nie jest to zdecydowanie dużo.
2113:  KMM - I największy problem, o którym pewnie będziemy mówili dalej, no to to jest reżyseria i scenariusz i dialogi.
2119:  KMM - Spośród dialogów muszę powiedzieć, że ani razu przez cały serial
2123:  KMM - Nie usłyszałem żadnego dialogu, który byłby albo dobrze napisany, albo brzmiałby ambitnie, albo chociaż nawiązywałby do śródziemia.
2131:  KMM - Wyjąwszy te, które zostały reskinowane, dosłownie zładcy pierścieni i zmienione w taki sposób, żeby pasowały do nowego otoczenia.
2138:  KMM - I to było najzabawniejsze, bo one się wybijały pozytywnie.
2142:  KMM - Zostały mi się znaleźć pozytywne elementy, ale one nie zostały napisane przez twórców.
2148:  BFP - No i masz rację a propos tego, że pomimo tego olbrzymiego budżetu ma się takie wrażenie, jakby różne ekipy kręciły ten serial i zajmowały się jego produkcją, a jest to szczególnie odczuwalne nie w poszczególnych odcinkach, tylko...
2167:  BFP - w poszczególnych wątkach, one są tak nierówne, tam gdzie się przenosimy, już pomijając fakt, że ich jest totalnie za dużo, a do tego obracają się wokół postaci, których imion nie jestem w stanie spamiętać, bo nie chcę, bo nie mam motywacji do tego, żeby ich pamiętać, to część z nich naprawdę, a przykro mi, że to mówię, ale a propos Harfutów, do których może jest jakaś sympatia,
2188:  BFP - Pomijając już fakt, że to jest jedna z najbardziej niepotrzebnych rzeczy w tym serialu i nic nie wnosi scenariuszowo, to emfaza, z jaką grają aktorzy Harfutu w pierwszych odcinkach, to potem znika pod koniec, ale emfaza teatrzyku dla dzieci, gdzie mówią teraz drogie dzieci uważajcie, bądźcie bardzo, bardzo uważne, bo nie wiecie co spadnie z nieba.
2209:  BFP - I oni grają tak przez cały czas.
2212:  BFP - I faktycznie spada z nieba, więc może coś tutaj jest na rzeczy.
2215:  BFP - Ale...
2216:  BFP - Do rzeczy.
2217:  BFP - Chciałbym, żebyście, bo będziemy rostowali oczywiście, no po to się też widzimy, chociaż jak najbardziej, jeżeli wpadniecie jeszcze na jakieś pozytywy, to zapraszam.
2225:  BFP - Ja wpadłem.
2227:  BFP - Tak, jeszcze jeden pozytyw?
2228:  BFP - No to zaraz ci oddaję głos i mam nadzieję, że powiesz, ale będę chciał, żebyś również przeszła i tak jak wszyscy pozostali z was do jednego najważniejszego zarzutu, który macie.
2239:  BFP - Jeden konkretny najważniejszy, potem sobie możemy rozwijać mówiąc o reszcie, ale taki największy zarzut.
2245:  BFP - Mój największy zarzut jest taki, że ten serial robi niezwykle dużo, żeby osiągnąć tak mało.
2252:  BFP - Znaczy ilość pieniędzy, która została przemielona przez ten serial.
2255:  BFP - Ilość efektów specjalnych, które w to włożono, które po prostu Rud Smoka rozkłada na łopatki w scenach, które mogłyby równie dobrze być teatrem.
2264:  BFP - To mógłby być spektakl, a tam się dzieje więcej, jest więcej emocji niż z całej tej muzyki, którą oni skomponowali, niż z tych wszystkich slow motion, niż z tych wszystkich kamer, które użyli, niż z tych wszystkich statystów, którzy się pojawiają w tak wielu scenach.
2279:  BFP - Robią tak dużo, żeby osiągnąć tak mierny efekt,
2282:  BFP - A ten efekt można było osiągnąć przez wiele innych środków, a przede wszystkim, i to może im się wydawać nie do pojęcia, może dlatego to jest zmora tego, że ma się za dużo pieniędzy.
2293:  BFP - Redukując.
2295:  BFP - Redukując można było osiągnąć lepszy efekt, a może przynajmniej nie tak katastrofalny.
2300:  BFP - I o tym zaraz też będę więcej mówił jak...
2303:  BFP - kółko zawróci i będziemy mogli rozwinąć te nasze zarzuty i podzielić je na mniejsze, ale na razie chciałbym poprosić o taki dla Was po prostu grzech kardynalny, najważniejsza rzecz, która nie podoba Wam się w tym serialu.
2314:  BFP - Dominiko.
2314:  BFP - Chyba, że chcesz zacząć od tego jednego pozytywu.
2318:  DS - Mogę zacząć od tego jednego pozytywu, żebyśmy już zamknęli tę część.
2320:  BFP - Pierw słodkie, potem gorzkie.
2322:  DS - Z tym sumieniem pójść dalej.
2324:  DS - Mi się przypomniało, że mi się bardzo podobały w ostatnim odcinku efekty specjalne, które były użyte w czasie walki magów.
2335:  DS - Dla mnie to było bardzo ładnie zrobione, bardzo estetycznie zrobione.
2338:  DS - Tak jak mówiłam na moim kanale, ja się nie znam jakoś super na lore Władcy Pierścieni, więc to pytanie do was, nie wiem, do Krzysztofa, bo mi się wydawało zawsze, co prawda, że czarodzieje we Władcy Pierścieni bardzo oszczędnie używali swojej magii, więc to mi trochę nie grało, ale pod kątem estetycznym było to bardzo ładne.
2359:  DS - Tak, także nie wiem, czy wam się podobało, czy nie.
2362:  MK - Wiesz co, ja ci powiem, że w ogóle ten wątek w finale był jednym z tych elementów, które w jakiś tam sposób zaskoczyły, bo tutaj emocjonalnie w ogóle cokolwiek poczułem w postaci Gandalfa, tego, nie wiem, człowieka z gwiazd, brodacza z gwiazd.
2379:  MK - Jak mówiłeś, Krzysztof, jak ty go nazwałeś fajnie?
2381:  MK - Hodor Przestworzy.
2382:  MK - Hodor Przestworzy, dokładnie.
2384:  KMM - No to Hodor...
2385:  KMM - Tak, tylko że... Ale potem zepsuli tym Adarem, Hodorem, tak?
2390:  KMM - No więc metaforę szlak trafił.
2392:  MK - Problem polegał u mnie na tym, że to mogłoby jeszcze lepiej kliknąć i w emocje, i w element zaskoczenia.
2400:  MK - Wiesz co, Dominiko, gdybym tego na przykład nie przewidział już w odcinku drugim czy trzecim, kim jest...
2406:  DS - To jest duży problem, że tam nic nas nie zaskakuje.
2408:  DS - Wszystko jest przewidywalne.
2409:  MK - Wszystko jest bardzo mocno przewidywalne.
2410:  MK - To jest jakiś tam kłopot A2.
2415:  MK - Ciężko mi było uwierzyć tej scenie po prostu.
2418:  MK - Ja zawieszając niewiarę,
2421:  MK - Mówiłem, że jest to całkiem przyjemne, ten pojedynek z tymi magami, którzy myślą, że to jest Sauron, a okazuje się, że figa z makiem.
2431:  MK - Tutaj, no, ja nie mogłem uwierzyć.
2434:  MK - Jedyny plot twist, jaki ma ten serial, tak naprawdę.
