THE LAST OF US odc. 3 | Omówienie i Analiza
🔗 https://www.youtube.com/watch?v=1oQD0C7QyGs
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
TN (Tomasz Nowakowski, Ubieram Się na Czarno)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

8:  BFP - Mili, witajcie na naszym... Mili, witajcie... O, przepraszam, bo mam pogłos siebie.
6246:  BFP - Za co mogę tylko wyrazić wdzięczność.
6249:  BFP - Chciałbym, żebyście jeszcze tylko szybko, pokrótce na koniec każdy z Was powiedział, czego spodziewać się u Was teraz, na Waszych kanałach, bądź w najbliższym czasie.
6258:  BFP - Grzegorz.
6260:  GW - O jest, ja w końcu będę nadrabiał dwa tygodnie nie wypuszczania żadnych materiałów, także na start oczywiście 1 lutego będzie do zagrania z Okiem Dava, czyli jakie premiery czekają nas w lutym, poza tym będziemy się w czwartek widzieć na omówieniu popkulturowym właśnie lutego.
6279:  GW - Nadrobię dwa tygodnie niewypuszczania wiadomości, bo się działo bardzo dużo.
6284:  GW - W niecodziennikach wypuszczę, zalewuję newslettery, a potem zobaczymy.
6290:  GW - Także będzie praktycznie codziennie, co drugi dzień jakiś materiał.
6294:  GW - Tak więc zapraszam.
6295:  TN - Tomek?
6297:  TN - Ja na TikToku ubieram się na czarno, będę na pewno dalej analizował The Last of Us i na pewno będą jakieś TikToki odnośnie trzeciego odcinka.
6307:  TN - Nie zrobiłem też jeszcze recenzji całego serialu, a już widziałem, więc też można się spodziewać tego na moim TikToku.
6313:  TN - Miałem taką nadzieję, że powiesz, a ja na TikTok ubieram się na czarno, kropka.
6317:  BFP - I z tym nas zostawisz.
6319:  TN - Tak się nazywa TikTok.
6321:  BFP - Krzysztof.
6322:  KMM - Ja jak zwykle nie mam planów poza tym, że wychodzi Hogwarts Legacy w związku z powyższym na pewno, na pewno będzie u mnie ogrywana.
6329:  KMM - A co do odcinków, to trzeba śledzić, żeby wiedzieć, ponieważ ja sam nigdy nie wiem.
6335:  TN - Odnośnie Hogwarts Legacy też będę grał na pewno.
6338:  KMM - O, nie no, bo to jest ważna premiera.
6340:  BFP - Tylko ja i Grzegorz mamy obawy chyba w takim razie.
6344:  GW - No ale to jest na innym względzie.
6346:  GW - Tak, to jest studia.
6347:  GW - Nieistotne.
6348:  GW - A właśnie, bo pojawiały się jakieś pytania w ogóle w komentarzach, jak się nazywa utwór Taki Asiaki.
6353:  GW - Jest serwis tunefind.com, na którym możecie znaleźć wypisane ścieżki dźwiękowe z wszystkich filmów i seriali.
6364:  TN - Nazywa się tak samo jak tytuł odcinka.
6367:  GW - Tak, tak.
6368:  GW - Ale to też było pytanie o scenę na przykład zaślubin i tam był inny motyw muzyczny.
6374:  GW - Tak więc te wszystkie motywy, jeżeli był jakiś skor nagrany oryginalnie, to też będzie wskazany, więc wejdźcie sobie tam na stronę i będziecie mieć wszystko wylistowane.
6385:  BFP - Panowie, dziękuję wam raz jeszcze, dziękuję wszystkim, którzy z nami byli na czatach.
6388:  BFP - Będzie nam bardzo miło, jak zostawicie też jeszcze jakiś komentarz, nie tylko na czacie, ale także już pod samym filmem, bo to zawsze pomaga znaleźć ten film innym, którzy do nas dołączą już nie na żywo, tylko w samym nagraniu, który pozostanie na YouTubie.
6403:  BFP - Dzięki jeszcze raz.
6405:  TN - Dzięki.
6406:  S01 - Dziękujemy.
