Czy serialowy SANDMAN dorównał komiksowi? | Dyskusja
🔗 https://www.youtube.com/watch?v=wl8JYeE5JbY
KMM (Krzysztof M. Maj)
RC (Ryszard Chojnowski, Rysław)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  GW - Pożyłem kawałek jądra tego Maca, co ty mi pierdolisz tutaj?
6271:  GW - Miałem wrażenie po prostu pasywnej agresji u niej po prostu w niektórych wypowiedziach.
6274:  KMM - Coś w tym nie ma.
6275:  KMM - I to mnie gryzło.
6276:  KMM - To mnie gryzło.
6277:  GW - Powiedzmy.
6278:  GW - Reszta była spoko, naprawdę.
6279:  GW - To jest
6279:  KMM - Kwestia prowadzenia przez reżyserów postaci kobiecych, które to aktorki są po prostu źle prowadzone przez reżyserów, to reżyser wymyśla.
6289:  KMM - Niestety, to w jaki sposób ma zagrać jakaś postać i moim zdaniem to jest właśnie jakiś problem ogólny, który mamy.
6297:  KMM - Natomiast ja też bym się tutaj skłaniał ku temu, co mówił Filip, że generalnie byśmy rozpatrywali poza tym,
6304:  KMM - autorażem aktorskim i charakterologicznym Lucien, to ona była tą postacią, która pozostała wierna i zresztą ten wątek lojalności wobec Sandmana powraca, czy wobec onej romanty, wobec Mistrza Snów i tak dalej, w całym serialu, bo jeszcze w samym ostatnim odcinku postać Stevena Prawra, ja cały czas zapominam, Green Fiddler prawdopodobnie.
6327:  RC - Fiddler Green, tak, Zielony Zakątek.
6329:  KMM - ileż razy jeszcze to przekręcę.
6331:  KMM - Mówi, że nie, ale ja też pozostałem przy Tobie wierny, tylko że po prostu stwierdziłem, że wybędę w świat.
6339:  KMM - Podobna motywacja jak u Korączyka, bo jeden i drugi eksplorował, tylko że Korączyk eksplorował naturę ludzką zgodnie ze swoją naturą jako koszmaru.
6349:  KMM - Natomiast Fiedler Green też eksplorował świat, tylko że zgodnie ze swoją naturą, bo on odpowiadał za coś
6359:  KMM - życiodajnego, radosnego, trochę jak Nergl w Warhammerze, tylko że bez gnicia i chorób i zarazków.
6366:  KMM - Więc myślę sobie, że to jest zasadne zupełnie, chociaż taki nerglowski Fiedler też byłby ciekawy.
6373:  RC - Takiego opisu nurgla, czy też nergla, to ja nigdy nie widziałem.
6378:  KMM - No tak, bo przecież to jest River of Life, to jest cykl życia, jak u Króla Lwa.
6383:  GW - Właśnie miałem mówić, że jeszcze temat Króla Lwa w tłocach.
6387:  BFP - Kochani, chciałem przejść do postaci śmierci, ale też jednocześnie do odcinka szóstego.
6393:  BFP - Ojej, tak.
6394:  BFP - Mnie ta postać, właściwie śmierć zagrała, o, muszę znaleźć, Kirby Howell-Baptiste.
6403:  BFP - Tak, no była wspaniała.
6406:  BFP - To była ta scena, to była ta sekwencja, kiedy oni siedzą na ławce, kiedy ona ma ten luz, ten swag, powiedziałbym.
6413:  BFP - Wiesz...
6414:  BFP - Rysław, wydaje mi się, że ciężko jest przenieść tak postać gotki, bo to już nie są te lata.
6419:  RC - Nie mamy już też punków i depeszów.
6421:  RC - Filipie, przepraszam, ja nie mam problemu z jej rasą.
6424:  RC - Absolutnie.
6425:  BFP - Ja to zrozumiałem.
6427:  BFP - Tylko mówiłeś właśnie, że ona nie jest gotką, to z tą karczmą to zostawię, bo ja to uważam, że jestem w stanie wybronić.
6434:  BFP - Karczmarki nie byłbym w stanie wybronić, chociaż to nie jest karczmarka, natomiast jestem w stanie wybronić to, że my nie mamy POV innej osoby.
6441:  KMM - Ale...
6442:  BFP - Ale z drugiej strony mógłbym też argumentować, że na przykład Morfeusz nie jest ubrany jak Morfeusz normalnie, tylko jest ubrany epokowo, za każdym razem.
6450:  BFP - No ale to też tak było w komiksie.
6452:  RC - Śmierć super ogólnie.
6453:  RC - Śmierć bardzo mi... Nie była pasywna, agresywna.
6456:  RC - Dziękuję właśnie za to określenie.
6457:  RC - Do Lucien cudownie pasujące.
6459:  RC - Śmierć... To aż trudno mówić takie rzeczy o śmierci, ale była urocza, przyjazna, pomocna.
6465:  BFP - Ona taka jest.
6465:  BFP - Ona taka jest w komiksie.
6467:  GW - Nie w każdej kulturze śmierć jest straszna.
6469:  GW - To tak tylko zaznaczam.
6471:  GW - Nie w każdym...
6473:  BFP - Wszak tą, która próbuje pomóc zrozumieć Morfeuszowi Sztywniakowi, nieprawdopodobnemu, że hej, ja znalazłam sposób na to, żeby cieszyć się swoją pracą.
6483:  BFP - To jest jakby go with the flow.
6485:  BFP - Ja jestem tą osobą, która towarzyszy im do samego końca.
6488:  BFP - Oni znajdują w tym jakieś ukojenie, niemal zawsze.
6491:  BFP - W komiksie jest napisane, próbowali ją przekupić, błagali i tak dalej, ale na koniec zawsze godzą się ze swoim losem.
6497:  BFP - I ona...
6498:  BFP - No to jest w ogóle, to jest absolutnie przepiękny odcinek.
6502:  BFP - Krzysztof mi świadkiem, że bardzo emocjonalnie go odebrałem, szczególnie kiedy przychodzi po dziecko, po niemowlaka i nie słyszymy już tylko reakcji matki, bo to jest tak pięknie zmontowane, że oni akurat wychodzą, kiedy ona zadaje pierwsze pytanie, wymawiając imię swojego dziecka i nie widzi reakcji.
6520:  BFP - Więc to był bardzo poruszający, bardzo piękny odcinek, który
6525:  BFP - Przechodzi płynnie w całą sekwencję z Hobbem Gadlingiem, to jest pik tego serialu, to jest ten moment, gdzie mamy prawdziwego Sandmana i też nie mogę się doczekać, aż ludzie będą mogli przeczytać te krótkie historie, które są, bo Krzysztof na przykład ma wielkie ciągoty w stronę antologii w świecie Sandmana, czyli krótkich opowiastek.
6546:  RC - Wybrańcy losu, tak to się nazywa w Domu Lalki, to są wybrańcy losu.
6552:  RC - Tak.
6553:  BFP - I takie małe antologie nas czekają.
6554:  BFP - Na przykład o kocim świecie i kocim śnie.
6557:  BFP - Jeden z moich ulubionych.
6558:  BFP - Zdobywca nagrody.
6560:  BFP - Tutaj w Krainie Snów jest.
6561:  BFP - Dokładnie.
6562:  BFP - To naprawdę zmieni się na moment w Black Mirror w świecie Sandmana.
6566:  BFP - Czy Love, Death and Sandman.
6569:  BFP - Natomiast tak.
6570:  BFP - Śmierć mimo, że miała małą rolę i miała tylko jeden odcinek, wypadła wspaniale.
6575:  BFP - Ona stanowiła tą zdrową przeciwwagę dla Morpheusza.
6578:  BFP - I koło zamachowe dla rozwoju jego charakteru.
6582:  KMM - Znaczy mnie ten odcinek najbardziej poruszył, będę bronił jak ksiądz kordecki Częstochowy, że to jest wybitny scenariopisarstwo, warsztatowo naprawdę.
6593:  KMM - Rzadko kiedy mi się zdarza widzieć taką spokojną narrację o śmierci bez taniego sentymentalizmu.
6602:  KMM - Nie znoszę.
6603:  KMM - To jest mądre, to co tam zostało przedstawione i to jak to zostało przedstawione, a przede wszystkim, że skonfrontowano żegnanie poszczególnych ludzi z taką, która jest codziennością pracy jednej z Endless, z akurat tymi opowieściami o...
6623:  KMM - marzeniu o życiu nieśmiertelnym, które jest częścią praktycznie każdego człowieka przez wszystkie wieki i rozwoju naszej cywilizacji.
6630:  KMM - Do tego też dążymy technologicznie, żeby nieśmiertelność uzyskać, albo wieczną młodość, czy zapobiec starzeniu się komórek.
6636:  KMM - To jest taki eksperyment, czy zakład faustowski, który jest między postaciami zrobiony, że no zobaczymy teraz ile ten człowiek wytrzyma.
6644:  KMM - No i wytrzymuje bardzo długo, bo się cieszy życiem właśnie.
6647:  KMM - co nastraja do pytań o to, czy rzeczywiście śmierć jest częścią porządku.
6651:  KMM - Tego porządku, na straży którego stoją endless, bo nie opowiadają się po stronie dobra, po stronie zła, tylko po stronie ładu, po stronie pewnej równowagi w świecie.
6662:  KMM - Więc przedstawienie równowagi właśnie z jednej strony tych podróży do historycznych czasów i spotkania tego samego człowieka, tylko że w zupełnie różnych żywotach, w zupełnie różnych inkarnacjach, z naturalnym biegiem spraw i żegnaniem kolejnych ludzi, nawet przedwcześnie.
6682:  KMM - Jest przepiękny po prostu, byłem naprawdę poruszony i wzruszony jak to zobaczyłem i to absolutnie nie jest kwestia tego, że to była wiodąca postać śmierci, akurat mi się podobała szczególnie, nie, nie.
6692:  KMM - Mnie się podobał scenariusz i to w jaki sposób były te dwie opozycje przedstawione.
6698:  KMM - Absolutnie też dobry zwornik pomiędzy częścią pierwszą a drugą serialu, które dla mnie jednak są bardzo od siebie różne.
6706:  KMM - Druga część to jest dla mnie Seven Finchera, a pierwsza część to jest takie urban fantasy, do jakiego jestem przyzwyczajony.
6713:  KMM - I szczerze powiedziawszy, gdyby zaczęło się wszystko od części drugiej, to Senem prawdopodobnie mi się mniej podobał.
6718:  KMM - Dlatego też ten odcinek dla mnie ma znacznie kluczowe.
6721:  RC - Chciałem tylko powiedzieć, że ten odcinek ze śmiercią jest w zasadzie scena po scenie z komiksu.
6727:  RC - Kadr po kadrze.
6728:  RC - Łapanie piłki.
6730:  RC - Odzywki.
6731:  RC - To jest dokładnie to, co było w komiksie.
6734:  KMM - To jest zakończenie części pierwszej z tego, co mi Filip mówił, tak?
6737:  RC - To jest ostatnia część preludiów i nocturnów.
6742:  RC - Natomiast wybrańcy losów pojawiają się mniej więcej w połowie Domu Lalki.
6747:  RC - Tutaj połączyli te dwa epizody w jeden.
6751:  RC - Na dobre to wyszło moim zdaniem.
6753:  RC - Jest świetnie wyprowadzone, bo jest też taki piękny łącznik, gdzie pokazują tą gospodę, która stała 800 lat i nagle
6762:  RC - przenosi się w inne miejsce.
6765:  RC - Jako że tutaj dłużej nasz Morfeusz jest w klatce, dłużej jest uwięziony.
6769:  RC - W komiksie jest 70 lat, bez tego on zdąża na to spotkanie.
6773:  RC - Nie ma tego motywu poszukiwania nowej karczmy i odnajdywania przyjemności.
6777:  RC - Natomiast samo zakończenie, ich ponowne spotkanie jest takie mniej więcej jak w komiksie.
6783:  RC - Tak że pozytywne to jest.
6786:  RC - podnoszący na duchu, tak mimo obecności śmierci, radosny dla mnie przynajmniej i też wzruszający poniekąd odcinek, że dałbym mu zdecydowanie palmę pierwszeństwa w całym sezonie.
6800:  RC - Więcej takich, zresztą takich nowelek jest więcej.
6804:  RC - Mamy w Domu Lalki na początku opowieść o tym, jakim cudem ta ukochana
6812:  RC - naszego Morfeusza znalazła się w piekle.
6815:  RC - Co się stało?
6816:  RC - Co doprowadziło?
6817:  RC - Czemu tam siedzi 10 tysięcy lat?
6818:  BFP - Więc podejrzewam, że on też zostanie... I dlaczego Morfeusz jest takim złamasem?
6822:  RC - Nie jest złą masą.
6824:  RC - Zrobił to sam.
6828:  RC - No tak, zdecydowanie.
6831:  RC - Więc chciałem dodać, że właśnie w każdym praktycznie tym zbiorczym tomie znajdują się też takie nowelki krótsze, które mam wrażenie będą zbierane w miarę możliwości, jeśli oczywiście seria odniesie sukces, na co mam wielką nadzieję i będzie kontynuacja, to będziemy mieć więcej takich wtrętów,
6853:  RC - nie będących całością, tylko właśnie uzupełnieniem opowieści, niekoniecznie wprowadzającymi nowe wątki.
6862:  BFP - Może to wygenerować pewien problem, już to widzę po niektórych komentarzach, ale przejdę do tego za moment, jak przejdziemy do postaci, o których w zasadzie nie mówiliśmy w ogóle, a które są w ostatnich czterech odcinkach, ale zanim to zrobimy,
6877:  BFP - Boyd Holbrook, Koryntczyk.
6880:  BFP - Już mówiliśmy sporo o tym, zresztą Grzegorz też podkreślał, że rozwój tej postaci i wprowadzenie jej, potraktowanie jej jako antagonisty, chociaż w zasadzie się nie pojawia w pierwszym tomie.
6893:  BFP - No,
6895:  BFP - Było świetne.
6896:  GW - Dla mnie ponownie to jest... To jeszcze jest te złoto.
6898:  GW - Tutaj jeszcze ten jego stylowy, jego sposób bycia właśnie.
6904:  GW - Charyzma, magnetyzm.
6905:  GW - Tak.
6906:  GW - Podrywacz notoryczny, jednocześnie wiadomo jakie ma preferencje.
6910:  GW - Piękne oczy.
6910:  GW - Tak, zdecydowanie.
6913:  GW - Tak, on nie dość, że gra tutaj taką ciężką rolę i bardzo istotną, też bardzo pogłębioną z punktu widzenia w stosunku do komiksu, natomiast jest piękny jeszcze ten taki rozstrzał pomiędzy tym, że
6933:  GW - Morfeusz to jest taki typowy stonowany Brytyjczyk, a tutaj jest taki wyluzowany po prostu Amerykanin, bardziej w stronę nawet południowych Stanów nieco, więc... Don Johnson i Miami Vice.
6947:  GW - Tak, tak, coś w tym stylu.
6949:  GW - No świetnie tutaj to, ten antagonizm rozgrywa nie tylko z punktu widzenia fabuły, ale też takiego kulturowego sposobu ubierania się, też bo w jasnych barwach się ubiera, jest właśnie taki
6962:  GW - można delikatnie powiedzieć, bardziej rozseksualizowane, a Morpheus jest bardzo wycofany, więc tutaj jakby ten antagonizm jest niesamowicie wyrazisty w każdej warstwie, myślę, tych postaci.
6975:  GW - No i jest zagrane po prostu świetnie.
6978:  BFP - Tak.
6979:  BFP - Jest świetnym spoiwem, tak?
6982:  BFP - Pierwszy tom jest taki bardzo
6986:  BFP - Poza tą próbą odzyskania regaliów, to jednak sam Gaiman przyznawał, że jest to próbka.
6993:  BFP - To nie jest tak, że gdzieś tam Senmen się nie przewijał wcześniej, bo on w DC istniał wcześniej.
6997:  BFP - Morpheus istniał wcześniej w DC i Gaiman potem na tym pracował.
7001:  BFP - Zresztą jak Gaiman odszedł, to też bawiono się Morpheusem jako postacią, która gdzieś tam wraca w świecie DC, ale...
7007:  BFP - Ten pierwszy tom nie miał jakiegoś takiego spoiwa wyrazistego, które tutaj zostaje zawiązane przez tego antagonista, który reprezentuje te uciekłe koszmary i tych, którzy nie do końca uważają, że Morfeusz nadaje się na to, żeby być władcą snów albo nie zgadzają się z jego wizją tego, jak ma być urządzony świat.
7028:  BFP - A poza tym nieprawdopodobna harja.
7031:  BFP - Ja tego człowieka uwielbiam.
7033:  BFP - Narcos, on tam grał.
7035:  BFP - Logan, on tam gra.
7038:  BFP - I nieszczęsny The Predator.
7044:  BFP - Najgorsza chyba część serii, nie licząc Alien vs Predator.
7047:  BFP - Oglądałem niedawno ten film i oglądałem go tylko dla niego.
7051:  BFP - Jakoś dawał radę, chociaż nie miał tam wiele do zagrania.
7055:  BFP - Jeszcze coś macie do dodania odnośnie Korenczyka, zanim przejdziemy do... Piękne oczy.
7059:  BFP - Piękne oczy, absolutnie piękne.
7061:  RC - Troszkę brakowało mi, znaczy ogólnie postać fantastyczna.
7064:  RC - Świetnie, świetnie zagrana i rzeczywiście, mimo że początkowo byłem tak sceptycznie podchodziłem do pomysłu, żeby on był tym spoiwem.
7072:  RC - Jak się dowiedziałem, że będzie głównym antagonistą, to tak, że co?
7074:  RC - Przecież jak go nie ma, to pojawia się dopiero w domu lalki.
7078:  RC - To zagrało to bardzo dobrze.
7080:  RC - I on jest...
7083:  RC - bardzo intrygującą postacią.
7085:  RC - Zresztą on, mimo że jest niby sennym koszmarem, urzeczywistnionym, to on jest czasami po prostu arcysympatyczny.
7094:  RC - On jest czarujący.
7095:  RC - Jest ujmujący.
7098:  RC - Są sceny, mam wrażenie, że kiedy zabiera Jedha na tą przyjażdżkę, w komiksie jest to zupełnie inaczej.
7104:  BFP - Sprawdza się jako ojciec.
7106:  RC - W komiksie od razu wam powiem, że on wrzuca Jedha do bagażnika i go trzyma w bagażniku jak trofeum i wyciągają Jedha ledwo żywego.
7115:  RC - A tutaj go zabiera na lody, stara się zaprzyjaźnić, daje mu pokój w hotelu.
7124:  RC - Zdecydowanie jest pokazany jako taki koszmar ambiwalentny.
7131:  GW - To jest w ogóle taki profil psychologiczny, się nazywa Czarujący Psychopata i on charakteryzuje kilkuseryjnych morderców i on właśnie idealnie pod to pasuje.
7142:  RC - Szczerna postać.
7143:  RC - W ogóle cały ten wątek kolekcjonerów.
7147:  BFP - Do tego chciałem przejść, to znaczy są takie postaci, nad którymi nawet ciężko się jeszcze, że mówiąc, pochylać.
7156:  BFP - One mają znaczenie, a szczególnie Lita Hall będzie miała duże znaczenie i jej syn, który został zrodzony we śnie, czy właściwie, no tak, można powiedzieć zrodzony we śnie, brzuszek się pojawił we śnie.
7169:  BFP - Będziemy ogromne znaczenie z perspektywy całego Sandmana.
7173:  BFP - Natomiast właśnie te postaci jak Rose Walker, jak Jed Walker i masa takich postaci jak właśnie Hal Carter, czyli ten drag queen.
7183:  BFP - Ja cringowałem czytając tom lalki, kiedy widziałem postać Kenai Barbie.
7189:  BFP - Cringowałem, kiedy widziałem postaci tych dwóch gotek.
7191:  BFP - One niepotrzebnie komplikowały i tak bardzo skomplikowany drugi tom.
7196:  BFP - On jest złożony fabularnie.
7197:  BFP - Tam ciężko jest
7199:  BFP - jakkolwiek rozplątać się w tych rzeczach, kto jest czyim wnukiem, kto jest czyim dziadkiem, kto miał być tym Nexus, czym jest ten cholerny Nexus, po co są te sny, Kenny Barbie, masa tego tam była i to było dość dla mnie męczące, ja w ogóle uważam Dom Lalki za jeden z najsłabszych tomów Sandmana, pośród wybitnych
7219:  BFP - I to jest ten punkt, w którym uważam, że zemściło się zbyt literalne przenoszenie komiksu do serialu.
7228:  BFP - Mamy tak wybitny piąty i tak fenomenalny szósty odcinek, że siódmy jest po prostu lekkim błędem.
7235:  BFP - Dobra, chciałem żyć lekkim ledem.
7236:  BFP - Nie, to jest takie pierdnięcie.
7238:  BFP - Na tle całego tego serialu wypada przeciętnie.
7241:  BFP - I ja dalej cringe'uję, jak widzę taką postać Kena i Barbie, czy tych gotek.
7245:  BFP - Można je wyrzucić i nic by się nie zmieniło w tym serialu.
7248:  BFP - Ja wiem, że Sandman, że gay man umieścił je w komiksie, ponieważ oni reprezentowali pewną formę inności, odmienności.
7258:  BFP - Nawet Ken i Barbie byli odmienni przy swoją nieprawdopodobną plastikową stereotypowość.
7264:  BFP - Chociaż jak się zajrzało do snu w Barbie, to się okazywało, że tam jest coś więcej.
7269:  BFP - Jak się zajrzało do snu, no też.
7272:  BFP - Tak.
7273:  BFP - I moim zdaniem to jest mój największy zarzut.
7280:  BFP - Wyleciały mi w zasadzie z głowy te postaci.
7282:  BFP - Lita Hall jakkolwiek się broni.
7284:  BFP - Rose Walker, tak, jest fabularnie bardzo ważna.
7288:  BFP - Jed Walker, jej brat również i to, co go spotyka, ale...
7294:  BFP - To już powiem szybko, zanim wam oddam głos, jaki mam największy problem z tym serialem.
7299:  BFP - Gdyby on skończył się na szóstym odcinku, to byłaby być może najlepsza adaptacja, jaką w życiu oglądałem.
7305:  BFP - I nie rozumiem, dlaczego zdecydowali się zekranizować aż dwa tomy w jednym sezonie.
7311:  BFP - Bo spadek jakości jest duży.
7315:  BFP - I to wynika także z materiału źródłowego.
7317:  BFP - Czułem coś podobnego, kiedy sięgnąłem po drugi tom, kiedy naprawdę męczyłem się z tym, żeby go skończyć.
7324:  BFP - poziom złożoności tego świata nagle, jak się pojawia, wybrzmiewa w komentarzach, które często czytam.
7329:  BFP - Czyli, ale czym był ten Nexus?
7330:  BFP - O co chodziło?
7331:  BFP - Kto był czyją wnuczką?
7332:  BFP - Z czym też się zmagają w komiksie?
7334:  BFP - I to, że oni złączyli tak naprawdę dwa sezony w jeden, bo te cztery ostatnie odcinki to jest taki mini sezon.
7341:  BFP - Nie uważam, że jest dobrą decyzją.
7342:  BFP - Z drugiej strony czytałem komentarz, że gdyby zrobili drugi sezon, który zaczyna się od tego, albo cały taki, to bardzo wiele osób by porzuciło Sandmana.
7351:  BFP - Stwierdziłbym, to się nawet nie umywa do pierwszego sezonu, a w szczególności zakończenia.
7355:  KMM - Z trzeciej strony sporo osób też w komentarzach u mnie na vlogu pisało, że właśnie ta druga część lepsza, więc myślę, że to jest kwestia też tego, że być może producenci i reżyserzy zdecydowali, że będą adresować serial do szerszej publiki niż tylko dla fanów fantastyki, żeby tam ująć właśnie te wątki wybitnie kryminalne czy nawet rodzinne w którymś momencie.
7378:  KMM - Więc w ten sposób ta produkcja staje się bardziej dostępna dla wszystkich.
7384:  KMM - Więc być może to jest ta kwestia.
7386:  KMM - Ja powiem wprost, że gdyby nie to, że oglądałem ten serial z Filipem, więc człowiekiem o gustach wysmakowany, który ogląda Breaking Bad i nawet oko mu nie mrugnie ze zmęczenia.
7394:  BFP - No to jestem tak wysmakowany z tym Breaking Bad, że panie złoty, chodzę do opery.
7398:  KMM - Ja bym przewijał ten siódmy odcinek po prostu, tak byłoby przewijane.
7403:  KMM - że miałbym odciski na palcu, ale potem w ósmym i dziewiątym już było wiele lepiej, nawet pamiętam, jak do Filipa powiedziałem, że to jest, widzę, że serial dopadła klątwa siódmego odcinka, znaczy siódmy odcinek zawsze jest tym najbardziej nudnym, bo trzeba wyhamować przed epickim finałem.
7418:  BFP - Ten epicki finał był w piątym odcinku, to jest właśnie najciekawsze.
7421:  KMM - A tak, to jest ten paradoks, że epicki finał był w piątym odcinku, bo ten finał z całym tym virem snów, który też nie do końca był zrozumiały przez dłuższą część, to był
7431:  KMM - Było ok, ale właśnie to nie było to niesamowite wrażenie, z którym mnie pozostawił odcinek 5 i 6.
7439:  BFP - Natomiast zaznaczę, parę osób broni w komentarzach, mówi, że druga część serialu bardziej im się podobała.
7445:  BFP - Ja mam te zarzuty do 7, 8, 9, 10 naprawdę, to wciąż jest znakomity serial i konwent morderców plus Korynczyk, który płacze.
7455:  BFP - bo jednak wciąż widzi w Morpheuszu ojca, czy rozwiązanie sprawy Rose Walker i wprowadzenie generalnie z perspektywy całego tego świata
7465:  BFP - Lita Hall, jej dziecka oraz Unity Kincaid i Rose Walker, która jest tym, powiedziałem na początku Nexus, chodzi oczywiście o Vortex, która jest tym Vortexem i łączy sobą sny ludzi, zniszczy bariery.
7481:  BFP - To jest w ogóle genialne.
7482:  BFP - Światotwórcze to jest genialne, ale to ma też znaczenie z perspektywy wszystkiego, co się później stanie.
7487:  BFP - To jest bardzo ważna rzecz.
7488:  BFP - Ja też chcę to podkreślić.
7489:  BFP - Kiedy ja czytałem Sandmana komiksowego, to
7493:  BFP - przez większość czasu, mniej więcej do ósmego tomu, ja nie wiedziałem, że to wszystko do czegoś zmierza.
7499:  BFP - Ja myślałem, że są takie luźne opowieści.
7502:  BFP - Uwierzcie mi, większość rzeczy, które widzicie, będzie miało znaczenie i payoff jest fenomenalny.
7509:  BFP - To jest naprawdę niezwykłe, jak dobrze miał to przemyślany Gaiman i w tej całej oniryczności sposobu prowadzenia narracji znalazł tyle logiki, jak to się pięknie wszystko połączy.
7518:  BFP - Jak w greckiej tragedii, nie Rysław?
7521:  BFP - Dosłownie będzie sytuacja bez wyjścia.
7523:  RC - Będzie trudna sytuacja, ale już teraz tych psujów dalszych nie będziemy przedstawiać.
7528:  RC - Jak ktoś chce, to
7530:  RC - Proszę zacząć od tomu trzeciego, czyli Krainy Snów i późniejsze.
7537:  RC - Będą rzeczy się działy niezwykłe, które mam nadzieję zostaną przedstawione.
7541:  RC - Natomiast ten wątek, ja osobiście ten wątek wirus...
7545:  RC - Bardzo lubię.
7546:  RC - Z tym, że w komiksie, jeśli uważacie, że w serialu on jest zagmatwany, to w komiksie on jest dwukrotnie bardziej zagmatwany, ponieważ nie mamy żadnej ekspozycji na początku.
7555:  RC - Nie wiemy, co się dzieje, tylko mamy informację o jakiejś dziewczynce Rose Walker, która leci ze swoją mamą.
7559:  BFP - Ale też nie czujemy sympatii do bohaterów, których widzimy.
7561:  BFP - To jest największy problem, który mam z tym.
7565:  RC - W komiksie są nam nieznani, bo to są nowi bohaterowie.
7568:  RC - Ale poświęca im się bardzo dużo miejsca.
7571:  RC - poświęca im się dużo miejsca, ponieważ później będzie ich ekspozycja, później staną się bardzo ważni.
7576:  RC - Natomiast zobaczyłem pewną, tak mi się wydaje, pewną zmianę, jeśli chodzi o komiks.
7584:  RC - Przede wszystkim wątek Lity i Hektora został zmieniony zupełnie.
7589:  RC - Oprócz tego, że rezultat jest taki, że rzeczywiście Lita jest w ciąży, w którą zaszła podczas śnienia i jest to dziecko snu.
7599:  RC - I to jest bardzo ważne i podejrzewam, że jeśli będą później pojawiać się streszczenia pierwszego sezonu dla osób, które będą chciały sobie odświeżyć sezon drugi, to będzie wybrzmiewać... Główny ark.
7609:  RC - Tak, główny akord.
7611:  RC - To będzie bardzo, bardzo ważny element.
7614:  RC - Natomiast mówię, w komiksie on jest inaczej.
7616:  RC - W komiksie jest zdecydowanie bardziej skomplikowane, bardziej mam wrażenie eksperymentalnie przedstawione.
7620:  RC - Ja wam pozwolę sobie pokazać.
7623:  RC - W ogóle mamy w komiksie postać Sandmana drugiego,
7629:  RC - który jest... Momencik.
7633:  BFP - Uwertura jest w dużej mierze mu poświęcona.
7636:  BFP - Uwertura jest sequelem i prequelem jednocześnie.
7639:  RC - To jest Uwertura, tak.
7640:  RC - Tutaj to pokażę.
7642:  RC - To jest Sandman Uwertura.
7645:  RC - Jest też polskie wydanie, jakby ktoś szukał.
7647:  RC - Wyszło w 2017 roku, 20 lat po zakończeniu prac nad Sandmanem komiksowym i właśnie jest to wprowadzenie do całej historii.
7659:  RC - Nie będę teraz szukał, żeby nie tracić czasu.
7660:  RC - W każdym razie ten wątek Litty i Hektora jest
7663:  RC - mocno skomplikowane.
7664:  RC - Wejście później w sny, bo mamy taką właśnie możliwość dzięki Rose Walker, która burzy bariery i wchodzi do sny swoich przyjaciół czy też znajomych, że zaglądamy do tych snów i to wejście w komiksie jest zdecydowanie bardziej rozbudowane.
7678:  RC - Tam jest pokazane więcej
7681:  RC - w inny sposób nie jest tak bezpośrednio zademonstrowane, co tam Ken w swoich snach robi.
7688:  RC - Możemy się tylko domyślać po zmianie stylu graficznego, że on tam robi brzydkie rzeczy z innymi paniami.
7695:  RC - Brzydkie dla Barbary, która znowu jest księżniczką i chodzi w takim wyśnionej krainie.
7700:  RC - Natomiast
7702:  RC - Zmienia się także postać, mam wrażenie, troszkę Gilberta, czyli naszego zielonego zakątka, który ostatecznie tak gwałtownie występuje w obronie Rose.
7712:  RC - I tu jeszcze chciałem dla osób, które może tego nie zauważyły, że postać zielonego zakątka, czyli Gilberta, to jest żywcem oddany nasz, znaczy nie nasz, tylko angielski wspaniały...
7731:  BFP - W związku z czym Krzysztof został Morfeuszem.
7738:  BFP - Także poczekajmy chwilę i zobaczmy, czy zaraz się pojawi Grzegorz, a jeżeli nie, no to Krzysztof, ty już na zawsze tak będziesz.
7746:  BFP - W sensie skończymy stream i tak już będziesz wyglądał.
7750:  BFP - Będziesz musiał po prostu prowadzić zajęcia i najgorzej będzie z twoimi vlogami.
7754:  BFP - Nie wróżę ci dużego sukcesu.
7757:  RC - Jest, pojawił się.
7759:  RC - Jest Jamniór, jest Jamniór.
7760:  RC - Znaczy, bo my z Filipem widzimy Krzysztofa teraz dwoiście, bo widzimy go w jego formie pełnej oraz w formie rozciętej.
7774:  BFP - Ta-dam!
7775:  RC - O, coś się zmienia.
7776:  RC - Tak będzie na razie to wyglądało.
7778:  RC - Na razie będzie tak, dobrze.
7780:  RC - Znaczy jesteś od nas po prostu znaczniejszy i większy.
7786:  KMM - Dostał syndromu Duffa-Molla, ktoś napisał.
7791:  RC - Chciałem właśnie o Zielonym Zakątku jeszcze powiedzieć, bo to jest postać wzorowana w komiksie na wielkim angielskim pisarzu i dziennikarzu Gilbercie Keithie Chestertonie.
7804:  RC - i zarówno z wyglądu, jak i z zachowania.
7807:  RC - To jest J.K.
7809:  RC - Chesterton.
7811:  KMM - No żartujesz, nie wiedziałem.
7812:  RC - Oczywiście, tak, to jest Chesterton.
7815:  RC - Kiedy on mówi o paradoksach, kiedy jadą sobie z Rose samochodem i on mówi o paradoksie wiary i niewiary np., to są słowa Chestertona, który w ogóle uwielbiał pisać felietony o paradoksach i uwielbiał wchodzić
7830:  RC - takie dyskusje filozoficzne o paradoksach i nie tylko.
7833:  RC - I w ogóle nie wiem, czy wiecie, taka ciekawostka związana z tym wybitnym pisarzem, polecam szczególnie Człowiek, który był czwartkiem.
