Patrz jak ZMASAKROWALI mojego Wiedźmina😞| Rodowód Krwi
🔗 https://www.youtube.com/watch?v=A_bkAVrvoR0
KMM (Krzysztof M. Maj)
JM (Jaga Moder, Legendystka)
DS (Dominika Skoczeń, Czerw Fantastyczny)
AK (Artur Kurasiński)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

29:  BFP - Kochani, już jesteśmy na żywo, już jesteśmy na żywo, wydzielimy sobie za moment czat.
5962:  KMM - 38% ma od widzów Rings of Power, 38% ma od krytyków Blood Origin, przy czym wypowiedziało się o 24%, natomiast Blood Origin od publiczności ma 9%.
5973:  KMM - Więc to wiele mówi, myślę, w odniesieniu do 38% dla Rings of Power i może też to wiele mówi o tym, jak Amazon kłamał odnośnie do tego, że widzowie dawali same numery jeden i że to było review bombing.
5987:  KMM - I bardzo się cieszę, że to wychodzi teraz, wreszcie, że to nie jest tak, że fani kompletnie zwariowali, tylko po prostu są grupą docelową.
5995:  KMM - Przestańmy się oszukiwać, że te seriale są kręcone dla ludzi, którzy oglądają
6001:  KMM - no nie wiem, powiedzmy na gruncie polskim polską telewizję i polskie produkcje serialopodobne.
6007:  KMM - No nie, to są seriale kierowane do ludzi, którzy albo kojarzyli markę Wiedźmińską, albo byli kiedyś na konwencie, coś słyszeli, podobała im się gra, może coś przeczytali.
6017:  KMM - To jest grupa docelowa, więc jeżeli ta grupa docelowa mówi nie,
6022:  KMM - i równocześnie twórcy to całkowicie ignorują, to jedyne przewidywania, jakie można mieć w stosunku do tego, to to, że to się wszystko zapadnie pod swoim własnym ciężarem.
6032:  KMM - Lauren Hissrich ma teraz problem drugi, poza swoim uzależnieniem od Fistechu oczywiście, w którym jest fakt, że odszedł jej Henryk Kawil z obsady.
6041:  KMM - I ja nie mam zielonego pojęcia, kogo oni wycastują, ale przypominam, że to będzie na sezon czwarty, bo sezon trzeci, z tego co wiem, jest jeszcze z Cavillem i ma być takim pożegnaniem z Marką i History już zapowiedziała, że to będzie wielkie pożegnanie, więc ja już się boję.
6056:  KMM - Jak Loren History, jak mówi, że coś jest wielkie, to to jest małe, jak mówi, że coś jest dobre, to to jest złe.
6060:  KMM - Więc już się boję, co tam czeka biednego Henry'ego i co nas czeka biednych widzów, no bo my oczywiście to wszystko obejrzymy, bo właśnie na tym polega fan i dlatego tak strasznie nie znoszę, jak się po fanach jeździ, bo fan pójdzie, obejrzy, kupi, rzuci pieniądze, tak, wścieknie się, ponieważ mu na tym zależy, ale równocześnie właduje pieniądze w produkcję, pójdzie do kina, kupi coś na streamingu, kupi grę, kupi koszulkę, kupi merchandising, pójdzie z cosplayem na konwent i...
6089:  KMM - Ignorowanie ludzi, którzy się w dzisiejszych czasach, kiedy kulturą podobno się nie interesuje nikt, kulturę krzewią i się nią interesują, jest dla mnie nieetyczne głęboko i oburza mnie fakt, że ludzie, którzy mają na ustach progresywne ideały i etykę, równocześnie pokazują wyborami castingowymi, że są cyniczni,
6113:  KMM - i równocześnie względem fanów zachowują się w sposób absolutnie skandaliczny, więc plują w stronę grupy odbiorczej i jeszcze do tego wszystkiego z perspektywy biznesowej mogliby zostać pociągnięci spokojnie do odpowiedzialności za działanie na szkodę firmy i działanie na szkodę IP przedsięwzięcia, bo po prostu je niszczą.
6131:  KMM - Nie umiem sobie wyobrazić innego use case'u na pokazanie jak niszczyć IP niż coś takiego.
6136:  BFP - Ja tutaj dokonam pewnej korekty Krzysztof.
6139:  BFP - Ja nie żartowałem z tym drugim Chrisem Hemsworthem.
6142:  BFP - Przecież Geralt już został zrekastowany.
6145:  BFP - Już jest aktor, który go zagra i to jest Liam Hemsworth, brat Chrisa Hemswortha.
6150:  BFP - Tak, to w momencie, w którym pojawiła się informacja o tym, że Cavill odchodzi, to było... A to mi to umknęło zupełnie.
6155:  BFP - Nie, no to to właśnie był taki ten główny koń pociągowy całego tego newsa, że tak, odchodzi, ale mamy tego drugiego Chrisa Hemswortha, więc nie pękacie.
6167:  BFP - Więc Liam Hemsworth będzie Geraltem.
6169:  BFP - Więc oni zrobią z tego doktora Hu, to znaczy Geralt co jakiś czas, podobnie jak ten Fial zmienia się w Hulka, tak Geralt zrobi...
6177:  KMM - i zmieni się w Liam Hemswortha.
6179:  KMM - Znaczy nie, mam nadzieję, że go przynajmniej ucharakteryzują, chociaż zbrodnie Grindelwalda i inne tego typu przypadki pokazują, że ludzie są tak bardzo ignoramus, którzy to tworzą, że nawet nie charakteryzują bohatera, tylko po prostu mamy zaakceptować, że nagle zmienił wygląd.
6192:  KMM - Znaczy ja zakładam, że...
6195:  DS - Właśnie.
6195:  BFP - Sezon siódmy będzie mieli Żebrowskiego jako Geralta i to będzie wielki powrót w stylu trzeciego Spidermana MCU.
6202:  BFP - A potem nawet doczekamy Piotra Adamczyka.
6205:  BFP - Tak, Piotra Adamczyka, który też będzie Geraltem.
6208:  BFP - Geralt, który został papajem.
6212:  AK - Który został papieżem.
6213:  AK - Tak.
6217:  AK - Nie wiem, no mam... I get a bad feeling about it.
6221:  AK - Tak jak patrzę na to, co się stało, co się zadziało w ciągu roku czasu, czyli mieliśmy bardzo zły drugi sezon Wiedźmina, który został naprawdę zmiażdżony nie tylko przez nas, ale przez krytykę.
6232:  AK - Dostaliśmy kilka informacji, które wyciekały z planu.
6237:  AK - Tomek Bagiński, Lauren Haystridge posypywali głowę popiołem, mówili, że już wiedzą, jakie błędy popełnili, że tego nie będą robili i tak dalej.
6246:  AK - Zobaczymy to w sezonie trzecim z zupełnie nowym głównym aktorem, czyli moim zdaniem to jest po prostu porażka.
6252:  AK - Inaczej tego nie można nazwać.
6254:  AK - Jeżeli główny aktor odchodzi, jeszcze niezależnie od tego, czy on chciał grać w kolejnym uniwersum i uwierzył w to, że będzie supermenem do końca życia i wyjęto mu to z dłoni i teraz osłodę dostał bycie szefem czy też producentem Warhammera 40K, zostawmy to.
6270:  AK - Natomiast prawda jest taka,
6272:  AK - główny aktor i to osoba twarz, będąca największym powerem marketingowym uniwersum Wiedźmina, wycofała się, uciekła, poddała tyły i tyle.
6282:  AK - I tak na to trzeba popatrzeć.
6284:  AK - I to, co się wokół tego dzieje, te wszystkie przecieki i obelżywe jakieś kalumnie na niego rzucane, moim zdaniem to źle mówi o tym, jak
6293:  AK - Reaguje na to reżyser, reaguje na to showrunnerka, reaguje na to producenci.
6298:  AK - Więc chciałbym tylko powiedzieć tyle.
6299:  AK - Na pewno źle się dzieje w państwie wiedźmińskim.
6302:  AK - Ten postęp, te zgnicie, te negatywne rzeczy, które tam się dzieją na pewno biorą górę i jest ich coraz więcej.
6310:  AK - Nie wiem jak to będzie wyglądało w przypadku kolejnych właśnie off-spinowych produkcji, ale ta, która powstała, czyli Rodowód Krwi jest na pewno ogromnym larum, dzwonem alarmowym, który mówi jedno, nie umiecie, nie potraficie, wzbudzacie już nie tylko taką irytację, ale wzbudzacie po prostu nienawiść fanów, którzy do tej pory Wam wiele wybaczali.
6332:  AK - Czyli nie idźcie tą drogą i mam wrażenie, że to zostało usłyszane i mam też nadzieję, że przełoży to się na konkretne efekty, ale czy to będzie coś dobrego dla nas widzów, fanów?
6343:  AK - Ja już traciłem nadzieję.
6344:  AK - Szczerze powiedziawszy położyłem po prostu na tym krzyżyk, postawiłem krzyżyk i jakby nie oczekuję już nic innego od Netflixa, tylko dożynania tego, wyciągania kasy, tworzenia jakichś kolejnych rzeczy.
6358:  AK - Patrząc na to, co się dzieje z Edge Runners, czyli produkcją opartą o cyberpunka, mam wrażenie, że po prostu dobra twórczość, dobry pomysł, dobre uniwersum broni się samo z dobrymi, kreatywnymi ludźmi, którzy mają miłość w swoich sercach i kochają to, co robią.
6376:  AK - to się da zrobić bardzo fajnie i to się po prostu z tego tworzy epickie rzeczy.
6381:  AK - Natomiast jeżeli nie lubisz, ignorujesz, plujesz na ten materiał źródłowy, wręcz wyśmiewasz go, masz swoje plany, cudowne pomysły, to się kończy tak, jak się kończy właśnie odcinek czy cztery odcinki Rodowodu Krwi.
6395:  AK - Beznadziejnym
6396:  AK - dziwnym komentarzem wsadzonym na odpierdziel się kompletnie zakończeniem, który nic nie tłumaczy, nic nam nie daje.
6404:  AK - Właściwie można by było to skasować i dla całości uniwersum Wiedźmina nie miałoby to najmniejszego znaczenia.
6409:  BFP - Hulk.
6410:  BFP - Dominiko, na zakończenie twoje nadzieje bądź rozterki.
6417:  BFP - Bądź beznadzieje.
6418:  BFP - Bądź beznadzieje.
6420:  DS - Ja się nie mogę doczekać, kiedy cała ta akcja z tym Wiedźminem się skończy.
6426:  DS - Niech się to skończy jak najszybciej, bo szkoda na to naszego czasu.
6430:  DS - Jedyne, czego się obawiam, to żeby to nie pociągnęło za sobą fantastyki w filmie i w serialach, ponieważ jest bardzo duże ryzyko przy tym, jaki ci ludzie mają ego, że oni nie zrozumieją, że błąd leży w nich, tylko będą myśleć, że problem leży w gatunku.
6447:  DS - co oczywiście absolutnie nie jest prawdą.
6449:  DS - No też jestem ciekawa, jak długo będą się starać to ciągnąć, bo równie dobrze mogą mieć jakiś pomysł, że właśnie, żeby ratować swoją twarz, to będą, nie wiem, dopompowywać do tego pieniędzy i stworzą może jeszcze jakieś, jeszcze więcej sezonów niż nam się wydaje, natomiast mam nadzieję, że skończy się to jak najszybciej, bo to nie jest żadna przyjemność ani to oglądać.
6468:  DS - No rozmawiać jest, bo siedzimy sobie w miłym towarzystwie, ale znacznie przyjemniej byłoby rozmawiać o czymś, co jest po prostu dobre.
6476:  BFP - Jak Cyberpunk Edge Runners, jak Arkane, które również są adaptacjami, ale udały się, ponieważ kreatywnie byli tam zaangażowani ludzie, którzy już coś z tym zrobili w innym medium.
6487:  BFP - Jak Riot Games, które stworzyło League of Legends i nie spuściło ręki z kierownicy, żeby mieć na tym kontrolę kreatywną.
6495:  BFP - Jak Cyberpunk Edge Runners, które zostało tak naprawdę zrobione w dużej mierze przez CD Projekt Red we współpracy
6501:  BFP - Z firmą, która od lat tworzy anime i ma w tym świetne rozeznanie.
6505:  BFP - Plus z Rafałem Kosikiem, który jest pisarzem.
6508:  BFP - Tak, dokładnie tak.
6510:  BFP - I dokładnie to miałem na myśli, kiedy mówiłem o tym, że przydałby się pisarz.
6514:  BFP - Jaga, twoja mowa końcowa.
6518:  JM - Moja mowa końcowa?
6519:  JM - Ja nie wygłosiłam już mowy końcowej?
6521:  BFP - Nie wiem, nie wiem.
6522:  BFP - Wydawało mi się, że nie.
6524:  BFP - Nie, to prawda.
6525:  BFP - Mówiłaś o tym, jak postrzegasz dalszy los tego serialu nieco wcześniej przed nami.
6532:  BFP - To może powiedz, czy ty widzisz jakąś nadzieję na to?
6534:  BFP - Bo ja na przykład widzę taką nadzieję, że po prostu czas będzie działał na naszą korzyść, nie ciągnąc ten tasiemiec.
6541:  BFP - On się zakończy po czwartym sezonie, przypuszczam.
6544:  BFP - ale że doczekamy w końcu rebootu.
6549:  JM - Właśnie to też wcześniej wspominałam, że fajnie by było, gdyby jednak jakiś remake się pojawił, ale no niestety przy takim poziomie spartaczenia tego, co jest teraz, to obawiam się, że przez dość długi czas twórcy będą bali się tego dotknąć, dlatego że no już jednak ciągnie się za tym jakiś rodzaj, wiecie, takiej ciemnej chmury, która nad tym zawisła.
6571:  BFP - Ale ten serial smrodu narobił sapkowi, nie?
6575:  JM - Trochę tak.
6576:  KMM - Smrodu i gówna, taka była oryginalna wypowiedź dotycząca gier.
6580:  JM - No właśnie mam też nadzieję, że kolejna odsłona Wiedźmina w postaci gry być może coś tam z temu IP dobrego jednak, tak wiecie, dla równowagi da.
6594:  JM - No ale tak, miałabym taką nadzieję, żeby jednak tutaj się zakończyło, nie wiem jak jest z prawami do ekranizacji, na ile Netflix to będzie sobie tam trzymał i kitrał gdzieś, ale fajnie by było jednak jakby ktoś świeży się za to zabrał, ktoś kto ma serce do tego, ktoś kto jest nerdem, ktoś kto jest po prostu fanem fantastyki, tak jak takich...
6615:  JM - Henryk Kawiel, który na pewno Warhammerowi krzywdy zrobić nie da.
6619:  JM - Takie mam przynajmniej poczucie.
6620:  JM - Jeżeli jest fanem, to dla fanów zawsze się tworzy rzeczy fajne.
6625:  JM - W związku z tym fajnie by było.
6627:  JM - Fajnie by było, jakby jednak Wiedźmina też to spotkało.
6630:  BFP - Furtka jest otwarta a propos tego Wiedźmina 4.
6632:  BFP - Przecież cepki, a chodzi mi o CD Projekt Red, tylko powiedziałem tak, bo jestem młodzieżowy.
6637:  BFP - Przecież cepki zrobiły coś takiego z Cyberpunkiem na Netflixie.
6642:  BFP - Równie dobrze, o ile tam nie ma jakichś zagmatwań dotyczących własności intelektualnej, tego na ile to jest już osobny byt, który sobie żyje pod szyldem Netflixa, to przecież mogą zrobić naprawdę dobre anime.
6652:  BFP - Przecież mieliśmy już całkiem niezłe anime, które wyszło.
6656:  BFP - Film z... Z Mora Wilka.
6658:  KMM - To było w SMI, że to naprawdę było niezłe.
6661:  KMM - Sam recenzowałem i jak najbardziej.
6663:  KMM - Widziałem nadzieję pewne właśnie dla tej franczyzy, bo to jest też zabawne, że myśmy zawsze mieli problem z brakiem franczyzy wiedmińskiej w rozumieniu prawnym.
6672:  KMM - Nie wiem, czy to śledziliście, ale był konwent wiedmiński robiony, to nawet logo tego konwentu, to moi studenci zwrócili mi na to uwagę, których pozdrawiam serdecznie przy okazji, jak oglądają.
6682:  KMM - Musiał być jannik, a nie wilk.
6683:  KMM - logo z jednej strony po połowie, to było wzięte logo CDPU, to, które ma Artur na koszulce, a z drugiej strony było logo serialowe, bo oni mają prawa do różnych części tego uniwersum.
6695:  KMM - Więc fakt faktem jest, że od samego początku są w pozycji nie do pozazdroszczenia, jeżeli chodzi o jego rozwój, no ale wciąż mogli to zrobić dobrze, bo...
6703:  KMM - Naprawdę, sięgając pamięcią do pierwszego sezonu Wiedźmina, miałem nadzieję, jeszcze bardzo konkretne, tak, tam było trochę do poprawy, tu i ówdzie, zwłaszcza jeżeli chodzi o kwestie budżetowe, ale nie było tragedii takiej, jaka jest w tej chwili.
6718:  JM - Wiedźmińska.
6719:  BFP - Tak, dokładnie to mam na myśli, tak?
6722:  BFP - A Castlevania Wiedźmińska albo taki Cyberpunk Edgerunner z Wiedźmiński, bo raz jeszcze przecież to jest zrobione przez CD Projekt Red, czy w kooperacji CD Projekt Red, ale z ich inicjatywy i pod szyldem Netflixa, więc wszystkie składniki są, tak?
6737:  BFP - Gdzieś tam trzeba tylko to dobrze połączyć, a jak się okazuje jednak anime... Kucharzacz trzeba zmienić.
6743:  BFP - Kucharza trzeba wziąć tego karmiego z serialu The Bear.
6746:  KMM - Na Magdę Gessler.
6747:  BFP - Albo na Magdę Gessler, która robi puciate pierogi.
6750:  BFP - Tak, dokładnie tak.
6753:  BFP - Słodko-gorzkie zakończenie, ale zobaczymy.
6757:  BFP - Zobaczymy,
6758:  BFP - na pewno spotkamy się kiedy wyjdzie trzeci sezon Wiedźmina kurde ale będzie śmiesznie jeżeli się okaże że będzie niezły ale nie będzie kochani dziękuję wam bardzo za fantastyczną dyskusję to naprawdę największa przyjemność biorąc pod uwagę co musieliśmy przeżyć i przeboleć a szczególnie ty Dominika bo nadrabiałaś na ostatnią chwilę i to jeszcze zmuszałaś się do godziny trzeciej przykro nam ale cieszymy się że udało ci się dołączyć i porozmawiać z nami
6785:  BFP - Dziękuję także wszystkim, którzy do nas dołączyli i znakomite komentarze, które się pojawiały.
6789:  BFP - Gościu, który dzisiaj dowiedzieliśmy się, że zaliczył combo i wystąpił zarówno w Rings of Power i albo mówię w Rodowodzie Smoka, albo mówię w Dziedzictwie Krwi, ale chodzi o Rodowód Krwi, to ja naprawdę, ja nic nie sugeruję.
6806:  BFP - Ja nic nie sugeruję, tylko mówię zadzwonić do menadżera, przegadać z nim sprawę.
6810:  BFP - Może w 2023 będzie dla niego bardziej łaskawy.
6814:  BFP - Załapie się jeszcze do Snyderverse.
6818:  BFP - Ej, pomyślcie o tym.
6820:  BFP - Director's Cut, sześcioodcinkowa wersja Rodowodu Krwi.
6824:  BFP - Ja to tylko zostawiam.
6827:  BFP - Ja chcę zobaczyć Director's Cut sześcioodcinkowy i wrócimy do naszej dyskusji.
6830:  AK - Czarno-biała.
6831:  BFP - Dziękujemy wam serdecznie i wszystkich, którzy zostają tutaj z nami na czatach, zapraszam na stream z Wiedźmina 3, który zacznie się za 5-6 minut i spróbujmy zmyć ten smak, który nam pozostał w ustach, grając tego właściwego Wiedźmina.
6845:  BFP - Dziękuję wam serdecznie.
6846:  KMM - Dzięki wielkie.
