DARK SOULS 2 to...? 🤔
🔗 https://www.youtube.com/watch?v=ygoqdolsYao
KMM (Krzysztof M. Maj)
RN (Rafał Nawrocki, Demonidias)
MD (Mateusz Drozd, Kiszak)
AS (Adam Szymański, Balmora House)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Czym jest do prawdy Dark Souls 2?
1461:  MD - I na przykład w Dark Souls 1 takie elementy istnieją w trakcie dąchita, prawda?
1465:  MD - A w Dark Souls 2 takich elementów nie ma.
1469:  RN - Okej, Rafał?
1470:  RN - Zastanawiałem się właśnie nad tym, po pierwsze tylko pytanie, jak mnie słychać teraz już, bo trochę posiedziałem tutaj.
1476:  BFP - Trochę strzyka, ale chyba już nic z tym nie zrobimy, zobaczymy w trakcie, może trochę mniej.
1481:  RN - Dobra, no właśnie zastanawiałem się też nad tym, bo już chyba nawet kiedyś o tym Kiszak wspominałeś, ja tam wtedy o hobby mówiłem, który akurat Dark Souls 2 traktuję jako najmniej konsekwentne, ale to mówię, że on jest jakimś takim wyjątkiem,
1495:  RN - I przeglądałem różnego rodzaju godrany, czyli takie wyzwania, w których przechodzicie bez otrzymania hita wszystkie np.
1504:  RN - Dark Souls, albo generalnie wszystkie gry od From Software.
1506:  RN - I bardzo często to Dark Souls 2 pojawia się jako jedna z ostatnich gier, co oznacza, że faktycznie jest jedną z bardziej konsekwentnych rzeczy do ogarnięcia.
1515:  RN - Tylko właśnie tutaj trzeba by się zastanowić, czy to nie jest konsekwencją, że ta gra jest właśnie najłatwiejsza do znowu trenowania, przez to, że właśnie mnóstwo rzeczy można przedmiotami jednorazowymi sobie obejść, powiedzmy.
1531:  MD - To teraz powiem, że nie, że najłatwiejsze są Demon's Souls, że Demon's Souls się całkowicie magią trywializuje.
1537:  MD - Tam dosłownie nie ma nic, co można... Przecież to słyszysz, pora kupić konsolę.
1542:  KMM - Nie, nie, nie, nie.
1543:  KMM - Aż tak nie jestem zdeterminowany, ale jestem bardzo zainteresowany teraz wersją pecetową.
1550:  KMM - Rafale, dokończ proszę mnie.
1551:  KMM - Ja tak strasznie chcę zagrać w Bloodborna, bo ja kocham tę estetykę i muzykę, przede wszystkim muzyka przy Ludwigu, to jest coś wspaniałego.
1561:  KMM - Potrzebuję tego w walkach bardzo.
1563:  KMM - Krzysztof przeszedł każdego bossa Bloodborna w myślach.
1566:  KMM - Muszę to powiedzieć, to mnie wkurwiało strasznie w Dark Souls 2, to znaczy muzyka przy walkach, bo dla mnie to było bardzo ważne zawsze w Dark Souls 3.
1574:  KMM - Ja mam też bajas z tego względu, że w pierwszej kolejności zagrałem w Dark Souls 3, a potem w Dark Souls, więc nie ma żadnego sensu i wiem.
1580:  KMM - Ale to było czysto ze względów graficznych, bo wszyscy mi doradzali inaczej, mieli rację.
1583:  KMM - ale w Dark Souls 3 ta operowa, fantastyczna muzyka, albo wręcz przeciwnie, przypominam sobie tancerkę, to była istotna część spektaklu.
1595:  KMM - Natomiast w Dark Souls 2 trochę zostało mi to odebrane i bardzo z tego powodu bolałem.
1601:  KMM - Może w dodatkach więcej tego było, natomiast nie pamiętam żadnego utworu, który ze mną dużo został, a właśnie w Bloodborne'a nie grałem, a pamiętam jeden utwór.
1608:  KMM - Jaki to ma sens?
1609:  KMM - Żaden.
1610:  BFP - Ale to jest ciekawe co powiedziałeś a propos takich może doświadczeń, wspomnień, które Ci zostają po Solsach, bo ja jednak mam kilka pozytywnych wspomnień po Solsach 2 i zarzucę to Wam, bo może będziecie chcieli to podjąć, szczególnie Ty Krzysztofie, szczególnie Ty Adamie.
1629:  BFP - Początek tej gry jest naprawdę dobry, to znaczy
1632:  BFP - Przyznaję, jak miałem taki okres, kiedy ogrywałem tuż obok siebie, back to back, jedynkę, dwójkę, trójkę.
1638:  BFP - I owszem, trójkę odpaliłem, kiedy ogrywałem jeszcze dwójkę.
1643:  BFP - To pamiętam, że nic mnie tak nie kręciło jak początek dwójki.
1646:  BFP - W sensie w żaden z solców nie wszedłem z taką werwą i z takim zaintrygowaniem jak właśnie dwójkę.
1654:  BFP - I w szczególności to odczuwałem, kiedy docierasz do Majuli i potem wieża Heidi i ten pierwszy las, po którym się biega.
1661:  BFP - To było coś...
1662:  BFP - Jakby innego, może bym powiedział, że wręcz weselszego.
1666:  BFP - Ta gra tonalnie trochę jest mniej posępna i bardziej fantasy.
1671:  BFP - Miałem takie wrażenie, że bardziej gram w... Okej, grałem wtedy magiem.
1675:  BFP - Za pierwszym razem grałem wtedy magiem, który w końcu stał się bojowy, bo stwierdziłem, że nie wypada.
1682:  BFP - A jakieś tam hexy umiałem rzucać czy coś i miałem takie wtedy wrażenie i nie wiem na ile właśnie wpłynęło to, że wybrałem sobie taką a nie inną klasę i Rafał świetnie o tym mówił, że to jest gra, która rzeczywiście daje poczucie różnicy w różnych buildach, prawda?
1697:  BFP - Szczególnie jak jeszcze wchodzą te power stency i na przykład gra się
1701:  BFP - Dwiema różnymi brońmi w dwóch rękach.
1703:  BFP - To jest zupełnie inne doświadczenie.
1705:  BFP - I za pierwszym razem, kiedy ogrywałem Soulsy, to było coś magicznego w tym doświadczeniu.
1711:  BFP - Również Zamek Lothric było niezwykłym doświadczeniem, więc jakby bardziej końcowa część gry.
1717:  BFP - No i teraz, jak ogrywałem DLC, to pomimo...
1721:  BFP - natężenia bullshitu, to to są chyba najlepsze lokacje.
1724:  BFP - Mnie się nawet podobały w jakimś stopniu te dziwne zigguraty, które są obok Smokasina i pozostałe dwie lokacje, w tym Tamroźna, bo są ciekawsze niż te w podstawce, jeżeli chodzi o ich projekt poziomów, jeżeli chodzi o to też, co one opowiadają, jaką historię opowiadają tych trzech królewn i królów, którzy byli z nimi związani.
1749:  BFP - Więc to jest coś co mogę powiedzieć na pewno jako coś dobrego, że gdyby wymazać z mojej pamięci jakieś 40 godzin Dark Souls 2 to zostałoby samo to co dobre.
1759:  RN - Ja uważam, że powinieneś spróbować w wersji bez scolara jeszcze, żeby mieć szerszy spektrum oceny Dark Duel 2.
1765:  BFP - Wiele osób to mówi, że powinienem zagrać, bo to jest ciekawe i może wy będziecie w stanie to panowie rozstrzygnąć, tylko chciałbym jeszcze oddać głos Adamowi odnośnie tych lokacji, wspomnień i Krzysztofowi, żeby to trochę zbalansować, ale to już zostawiam specjalistom, czyli Mateuszowi i Rafałowi takie pytanie.
1784:  BFP - Jak byście zestawili wersję Vanilla z tą wersją Scholar of the First Sin?
1788:  BFP - Bo ja w esejach słyszałem różnych, że na przykład hitboxy są mniej bullshitowe właśnie dzięki Scholar of the First Sin, ale już placement przeciwników i crowding zdecydowanie podkręcony.
1798:  BFP - To zostawiam, ukiście sobie to pytanie w głowie, a oddaję głos Adamowi i Krzysztofowi jeszcze odnośnie takich wspomnień.
1804:  BFP - Czy macie jakieś wyraziste, fajne, jasne wspomnienia w głowie z waszego przejścia Soulsów, kiedy graliście i myśleliście, wow, to było fajne?
1813:  BFP - Adamie?
1815:  BFP - Nie.
1816:  BFP - No dobra.
1819:  AS - Od czego by tu zacząć, kurczę?
1822:  BFP - Tylko nie mów Majula, kurwa, proszę.
1824:  AS - Nie, nie, no już wiadomo, że ja się nie będę powtarzał.
1826:  BFP - Wiesz, stałem na klifie, Majula, leciała muzyczka i tak 5 godzin.
1833:  AS - PS to prawda.
1837:  AS - Tak właśnie przechodzę myślami przez wszystkie lokacje, które są w tej grze.
1842:  AS - Ich jest w ogóle od cholery.
1843:  AS - Ta gra ma tyle różnorodnych lokacji, że właśnie tam chyba poszło... Oni chyba bardzo poszli w taką naprawdę radosną twórczość kreatywną, trochę na akord, na ilość, a niekoniecznie na jakość.
1858:  AS - Hmm...
1862:  RN - Wygląda jakby inne teamy, nie?
1863:  RN - Tworzyły różne lokacje.
1864:  RN - Tak, trochę tak.
1866:  AS - Dokładnie, to jest taka...
1870:  AS - Ta sklejka nie ma większego sensu, ale to jest właśnie dla mnie urok DSów 2, że kurczę, co chwilę jesteś w zupełnie innym świecie i właśnie odchodzimy od takiego dark fantasy na rzecz takiego bardziej klasycznego fantasy w bardzo różnych odsłonach.
1890:  AS - I myślę, że to mnie w dużej mierze gdzieś przyciąga, że tam każda lokacja jest jakaś
1896:  AS - jest jakaś, jest intrygująca, inna, może pod kątem takiego konstrukcji gameplayowo może nie jest najlepiej przemyślana, ale jest
1908:  AS - pod kątem właśnie artystycznym, wizualnym, po prostu ciekawa, intrygująca, jakby chce się ją, chce się ją eksplorować.
1916:  BFP - Zatoka Piratów jest tak z dupy, że nie możesz jej nie pokochać, znaczy po prostu to jest tak niesoulsowe, znaczy trafiasz do jakiejś Zatoki Piratów, są jacyś piraci zombie, jakieś psy, nie wiem.
1928:  BFP - Gavlan jest.
1929:  BFP - Tak.
1930:  KMM - Krzysztof, ja chciałem od tej lokacji właśnie zacząć, bo w niej spędziłem strasznie dużo czasu, ponieważ tam failowałem potwornie na tych strasznych maszkarach, które trzeba było przeganiać pochodnią i wszyscy mi mówili, żebym używał pochodni, a potem zapominałem, że powinien mnie równocześnie zabijać, więc te parę razy mnie zasiekły i bardzo mi się podobało, że tam trzeba było rozpalać kolejne pochodnie, żeby rozświetlać teren.
1954:  KMM - Uwielbiam tego rodzaju zabiegi, bo w ten sposób pokazujesz drogę, jaką przeszedłeś.
1960:  KMM - Moje ulubione gry robią tego rodzaju rzeczy, chyba taki najbardziej niszowy przykład to jest Unfinished Swan, gdzie człowiek się ogląda i widzi taką wylaną atramentem ścieżkę w białym świecie, którą zostało pozostawiliśmy, bo w tej grze się rozsiewa wszędzie plany atramentu, żeby wiedzieć gdzie iść, więc to było bardzo ciekawe.
1975:  BFP - To ja tak robiłem z Soulsami II, nawet nie w grze, tak, tak.
1979:  KMM - Ja pamiętam, jak Filip Biedny, jak schodził do jednej z lokacji w Dark Souls 1, do Sifa, to rozsiewał te kamyczki błyszczące, żeby nie spadać.
1989:  KMM - Ja to pamiętam ze streamów.
1992:  KMM - Teraz stygeruję Filipa, bo podobał mi się Czarny Jar.
1995:  KMM - To znaczy, jest to tak wredna lokacja, tak obrzydliwa, ona jest tak cudownie złośliwa.
1999:  KMM - Bo mieszkasz w Krakowie.
2001:  KMM - Dlaczego ja ją lubię?
2002:  KMM - Ja ją lubię głównie dlatego, że mogłem dzięki temu, że miałem 487 pocisków magicznych, wyeliminować wszystko to, co tam zabijało, to znaczy te wszystkie posążki.
2011:  KMM - Więc umiałem docenić to, jak bardzo wredne było posadowienie tamtego wszystkiego.
2016:  KMM - Natomiast chyba najbardziej podobało mi się zamarznięte Helium Lois, bo uwielbiam lokacje śnieżne.
2021:  KMM - Mam względem nich bias niezależnie od tego, czy się pojawiało w Red Deadzie, czy gdziekolwiek indziej, czy teraz w God of Warze.
2026:  KMM - W Tomb Raiderze na początku też się pojawiała taka.
2029:  KMM - Uwielbiam.
2030:  KMM - A jeżeli chodzi natomiast o environmental storytelling, czyli opowiadanie środowiskowe, to najwyżej bym cenił Warownię Aldi.
2035:  KMM - To jest miejsce, do którego wchodzisz i widzisz te wszystkie eksperymenty, które tam były prowadzone.
2039:  KMM - I zaczyna ci być żal tych wszystkich stworzeń, które są trzymane tam w klatkach.
2042:  KMM - I zaczynasz rozumieć, jak dalece Score of the First Sin, tytułowy, podchodził do problemu rozwiązania klątwy.
2051:  KMM - I ja się z tej jednej lokacji dowiedziałem w sumie więcej niż z większości późniejszych notatek, które podnajdywałem, bo oczywiście potem jak każdy obejrzałem lore video, żeby zrozumieć w ogóle co się działo.
2061:  KMM - Natomiast nie zmienia to faktu, że opowiadanie środowiskowe tam było zrobione super i to mocno cenię.
2067:  KMM - Z takich bardziej klimatycznych lokacji teraz z poglądem na ściągę, bo zresztą tak jak powiedzieliście jest ich tak dużo, że nie sposób ich spamiętać, a ja nie pamiętam nic.
2074:  KMM - to jeszcze bym Zaginioną Twierdzę przywołał.
2077:  KMM - Wbrew pozorom Iron Keep, bo to jest tak chora lokacja, Jezioro Lawy nad Młynem, to mu się musi spodobać.
2084:  KMM - I chyba z tych lokacji DLC-owych jeszcze też bym się w to Miasto Sanktuarium, Filip z uwagi na Zeek Kuraty przychylił, że to dobra rzecz.
2093:  KMM - Natomiast zdecydowanie w tej lokacji ta jaskinia, przez którą przechodziliśmy do walki z trzema bossami na arenie,
2101:  KMM - której w tej lokacji Filip nienawidzi.
2103:  KMM - Tak, tutaj potwierdzam, ta lokacja jest idiotyczna, źle zrobiona.
2106:  KMM - Możemy zrobić wykład o tym, jak bardzo level design jest tam wredny, ale wredny nie w taki fajny sposób, jak w Czarnym Jarze, tylko wredny w niepotrzebny sposób, bo tam jeszcze trzeba, żeby iść do tego bossa, zrobić praktycznie pełne koło, takie u, zakręcić, ja to do teraz pamiętam, a wszystko w nas wtedy szyje i wszystko nas chce zabijać.
2123:  KMM - Dark Souls 2 ma ten dziwny problem, że przez taki kompaktowy design fajnie się ocenia
2128:  KMM - level design jednej lokacji niż level design całości, bo w Dark Souls 1 trzeba byłoby ocenić level design całości jako mistrzowski, a tutaj trzeba myśleć tak kompaktowo, że okej, w tej lokacji było fajnie, w tej lokacji było fajnie, ale przejścia z jednej do drugiej już nie.
2139:  KMM - Takim przykładem dla mnie jest Rynsztok, który usiłuje powtórzyć sukces znanej nam wszystkim bardzo dobrzej lokacji z Dark Souls 1, natomiast to się nie udaje i to tak absolutnie.
2150:  KMM - Chociaż tam też jest ten wątek z zapalaniem pochodni, to z jakiegoś powodu mi się to mniej, mniej ze mną to rezonował niż w tej przystani piratów.
2157:  KMM - Może dlatego, że trafiłem tam w drugiej kolejności i czułem, że to jest mechanika użyta po raz kolejny i już nie miała takiego dla mnie oddźwięku.
2163:  BFP - To ja już oddając głos Rafałowi i Kiszakowi przeczytam
2168:  BFP - o czym się bardzo podpisuje kilka osób, pisze Karolitka Akira między innymi, że wspaniałe też jest Gniazdo Smoków.
2174:  BFP - Znaczy to jest, ja nie wspomniałem w ogóle o tej lokacji w swoim eseju, ale kurczę, wizualnie to robi wielkie wrażenie, to jest w ogóle coś, co chyba widzimy w intrze na samym początku i do tego Zamek Dranglej, który naprawdę to również jest klimatyczny i świetnie zrobiony.
2191:  BFP - A propos Wzgórza Smoków, ja właśnie najbardziej kocham te, znaczy chyba nie użyłem tego słowa na wyrost, może nie chciałem powiedzieć kocham,
2198:  BFP - Fascynują mnie te what the fuck momenty, które są w Dark Souls 2, na zasadzie nie wiem, kurwa, pojawia się czerwony ludek i nazywa się Zbrojmistrz Dennis.
2205:  BFP - Jakby kurwa Dennis Rozrabiaka ci wypierdala nagle i wielokrotnie masz taką właśnie udawaną inwazję, ale właśnie takim what the fuck momentem jest, że wchodzisz na samą górę tego
2217:  BFP - tego szczytu smoczego i tam leży wielki stary smok, ale okazuje się, że to nie jest prawdziwy smok, bo tam Aldia go zrobił, bawiąc się genetycznie, ale nieważne, bo on wygląda jak stary smok i podchodzisz i sprzedajesz mu strzała z buławy, a on wstaje ze sobą, walczy i giniesz, potem znowu giniesz i giniesz i okazuje się, że musisz mu napierdalać w lewą tylną nogę.
2237:  BFP - I tylko w lewą tylną nogę, jak go będziesz napieprzał, to wtedy masz z nim jakąkolwiek szansę.
2241:  BFP - I muszę powiedzieć, że
2242:  BFP - To są takie, albo nie wiem, jamnik podbiega i zrzuca w ciebie wybuchową beczkę, no to takie rzeczy się dosłownie zdarzają w tej grze.
2249:  BFP - Jak jamnik?
2250:  BFP - Jest to utrwalone nawet na materiale moim, na samym początku, gdzie dosłownie pies zrzuca na ciebie jakąś wybuchową beczkę.
2257:  BFP - Takie momenty, what the fuck, one są fajne, one są fajne, bo żadne solsy chyba nie miały aż takich momentów na zasadzie, co się właśnie wydarzyło, albo...
2267:  BFP - Kto wpadł na pomysł, żeby uderzać tego bossa tylko w jedną nogę?
2270:  BFP - Czy to był bug, czy to był feature?
2271:  BFP - Albo na przykład właśnie pojawił się gościu, który... Ta gra ma 10 czy 15 takich Marvelous Chesterów z DLC Artorias of the Abyss.
2281:  BFP - Podpalanie metalowego młyna pochodnią.
2284:  BFP - O!
2284:  BFP - I facet z drabinami, dokładnie to, o to mi chodziło.
2288:  BFP - Więc panowie, to teraz oddaję głos Kiszakowi i Rafałowi, zaparkujcie sobie jeszcze tamto porównanie Vanilla vs. Color of the First Sin, żebyśmy nie psuli porządków i pomyślcie o takich standout momentach, what the fuck momentach, momentach zachwytu, które macie w swoim sercu.
2303:  BFP - Jeszcze tylko przeczytam komentarz Davida, Dark Souls 2...
2307:  BFP - A więc ukończyłem, splatynowałem, zrobiłem, deathless i tym podobne, usunąłem, wypłakałem się, obiecałem, że więcej tego nie tknę.
2313:  BFP - Tak mówi każdy uzależniony człowiek.
2315:  BFP - Dziękujemy Davidzie za ten komentarz.
2317:  BFP - Mateuszu, wspomnienia, przeżycia, what the fuck momenty i zachwyty.
2323:  MD - No to powiem Ci tak, największy zachwyt to jest w tej lokacji, gdzie wydobywa się ten kwas, nie pamiętam do końca jak ona się nazywa i tam są takie piromantki.
