THE LAST OF US odc. 9 FINAŁ | Omówienie i Analiza
🔗 https://www.youtube.com/watch?v=InCexO5WMJ8
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

7:  BFP - Ja zwykłem te nasze poniedziałkowe spotkania zaczynać od słów
6013:  BFP - Ale tu dla mnie to jest po prostu masa wyrzutów sumienia i pewien dyskomfort, ale wie, że musi już brnąć w to kłamstwo.
6019:  BFP - Jakie ma wyjście?
6021:  BFP - Możesz jej powiedzieć prawdę i to będzie koniec.
6023:  BFP - To znaczy, wtedy wszystko, co zrobił, wtedy będzie odwrócenie sytuacji.
6027:  BFP - Wtedy it can be or for nothing.
6029:  BFP - Wtedy to, że zabił tych ludzi, nie będzie miało znaczenia, bo ona się tak od niego odwróci.
6036:  BFP - Ale możecie się ze mną nie zgadzać.
6039:  KMM - Ale powiedz, Krzysztof, bo... Nie, nie, nie, ja myślę cały czas, bo nie bez powodu w rzeczywistości naszej, na wypadek, gdyby ktoś nie wiedział, tego rodzaju decyzje raczej podejmują gremia duże.
6053:  KMM - To znaczy po to wymyśliliśmy kochani demokrację, żeby na przykład jeden szaleniec nie decydował o...
6058:  KMM - losach miliardów, dlatego, że jego córka coś albo jego... Oczywiste jest to, że będzie wybierał relacje naturalne, dlatego właśnie nie może mieć władzy.
6067:  KMM - I dlatego jest coś takiego jak komisja etyczna, lekarska, żeby podejmować trudne decyzje.
6071:  KMM - Więc wiecie, ja trochę tak patrząc na to, bocząc się z rodziny, z jednej strony naukowców, z drugiej lekarzy, jak widzę, że wjeżdża człowiek na pełnej i strzela chirurgowi w tył głowy,
6082:  KMM - No ciężko mi to przyjąć.
6083:  BFP - Ja nie jestem pewien, czy jest wiele komisji lekarskich po apokalipsie i czy wiele mamy funkcjonujących systemów demokratycznych w dowolnych instytucjach.
6091:  GW - Nie o to chodzi, tylko chodzi o podejmowanie decyzji.
6094:  GW - Czy robimy na przykład, podejmujemy decyzję o tym, że operujemy na kobiecie w zaawansowanej ciąży i kto może przeżyć tę operację?
6104:  GW - Jakie decyzje podejmujemy po drodze?
6106:  GW - To są najcięższe moralne decyzje, jakie mogą być, bo tutaj chodzi o to, że tutaj też Joel po prostu podjął decyzję, bo tak uważał za słuszne.
6120:  GW - No a tutaj Krzysztof mówi o tym, że po to są właśnie gremia, organizacje, różne tego typu
6129:  GW - grupy decyzyjne w wielu ustrojach, żeby raz, że to sprawdzenie moralności czy etyki danego postępowania było zweryfikowane przez wiele osób, ale także odpowiedzialność za to.
6144:  KMM - Plus jeszcze jest ten element, że serial bardzo wyraźnie, politycznie krytykuje wszelkie formy faszyzmu, gloryfikuje jedną z nich.
6153:  BFP - Nie, to musisz mi pomóc zrozumieć to, Krzysztof.
6156:  BFP - Jak to, co mówiłeś o komisjach lekarskich, demokracji, ma się do tego, co teraz omawiamy?
6161:  KMM - Nie no, to, że po prostu jedna osoba nie powinna podejmować takich decyzji, ponieważ jest to decyzja emocjonalna skrajnie i decyduje o losach gatunku ludzkiego.
6171:  BFP - Nie chcieli dać mu tej decyzji.
6172:  BFP - Wzięli go na siłę i go wyprowadzili stamtąd.
6176:  KMM - Ja tylko mówię, że serial nie powinien się prześlizgiwać nad tego rodzaju decyzjami tak łatwo.
6184:  KMM - Nie powinien.
6185:  KMM - Po prostu, tak uważam, z przyczyn właśnie etycznych, żeby pokazać, że to jest jednak pewna grawitacja, jest jakiś ciężar decyzyjny z tym związany.
6194:  KMM - A w zasadzie jedyną osobą, która rozlicza moralnie Joella jest Ellie.
6198:  KMM - I ona to robi bezgłośnie.
6201:  KMM - nie pada nic w dialogach, co by było jakimkolwiek komentarzem do tego, więc znowu wracam do drugiego sezonu i mam nadzieję, że zostanie to zaadresowane właśnie z takiej perspektywy etycznej, żeby pokazać, że nie, że to nie była dobra decyzja, bo to nie była dobra decyzja z perspektywy, z makroperspektywy, tak?
6219:  KMM - Ona była dobrą decyzją z perspektywy ojca tylko wtedy, jeżeli założymy, że Joel jest rzeczywiście father figure dla Ellie, tylko wtedy.
6229:  BFP - Pojawił się taki komentarz, bo chciałem się właśnie do tego odnieść, a propos tego, co powiedziałeś, pewnego takiego skarcenia moralnego.
6235:  BFP - Youngess09bc napisał ciekawy argument.
6239:  BFP - Filip popełnia co live ten sam błąd.
6241:  BFP - Gdy jest dyskusja o jednej scenie, że mogło być coś lepiej zrobione, to Filip odwołuje się do zupełnie innej sceny, w której jest to lepiej zrobione.
6247:  BFP - Nie, nie ma lepszej sceny niż właśnie ta scena, w której on mówi, przyrzekam, okej.
6253:  BFP - To właśnie dlatego to zakończenie jest dobre.
6256:  BFP - Że nie ma żadnego skarcenia moralnego.
6257:  BFP - On jej nie powiedział prawdy.
6259:  BFP - I my zostajemy z decyzją, czy ona mu wierzy, czy mu nie wierzy.
6264:  BFP - A jeżeli mu nie wierzy, to czy dlatego, że go kocha i ich relacja będzie dalej dobra, czy dlatego, że przestała go właśnie kochać i już nigdy mu więcej nie zaufa.
6273:  BFP - Na tym to polega.
6275:  BFP - Więc ja uważam, że jakby tutaj się pojawił ktoś, kto by powiedział, o Joel, zrobiłeś brzydką rzecz, to całe to zakończenie zostałoby zepsute, bo nie zostawiłby nas, nas z dylematem moralnym.
6287:  BFP - Wydaje mi się, że jeżeli jakaś twórczość ma nas poruszyć, to właśnie taka, która zostawi nas z jakimiś pytaniami.
6293:  BFP - Nawet nie smakiem.
6295:  GW - Znaczy to...
6297:  GW - Akurat z całą tą argumentacją się nie zgodzę, ale jak najbardziej takie zakończenie, jakie jest, już pomijając kwestie bycia wiernym zakończeniu w grze, to jest wszystko cace.
6310:  GW - Samo zakończenie też mi jakby robi robotę, dlatego, bo właśnie pozostawia nas z tymi pytaniami, ale nie twierdzę, że po to, żeby nas poruszyło coś, zawsze musi nas zostawiać z jakąś otwartą kwestią.
6321:  GW - I znowu to przez to,
6323:  GW - Też niektórym samo zakończenie tego pierwszego sezonu może się nie podobać, bo już są takie głosy.
6328:  GW - Natomiast nie zgadzam się tutaj, żeby to była wada.
6330:  GW - Właśnie ja tutaj uznaję to za zaletę, że tak jak to dobrze działało jako narzędzie narracyjne i jakby pokazanie pewnej jakościowej treści w grze wideo, to wydaje mi się, że działa w serialu, zwłaszcza w kontekście tego, że jednak dostaniemy kontynuację tego wszystkiego w drugim sezonie, skoro twórcy będą podążali tutaj za drugim sezonem gry.
6353:  KMM - Ktoś pisał na czacie, że trzeci ma jeszcze być.
6356:  GW - Patrząc na to, jak rozbudowany jest druga część gry, to ewidentnie prosi się o dwa sezony i to jeszcze bardzo bym chciał, żeby to było zaprezentowane
6372:  GW - Kurde, nie możemy o tym mówić.
6374:  GW - Nie możemy o tym mówić, bo to zepsuje wszystko, ale jeżeli ktoś grał, to wie, że tam pewne rzeczy można było poprowadzić troszeczkę inaczej i przez to to się idealnie nadaje na przełożenie właśnie na język serialu, że w drugim sezonie dostajemy dopiero pewne bardzo istotne wydarzenie,
6400:  GW - pod koniec, przez cały drugi sezon pokazujemy reperkusję tego, co się działo w pierwszym sezonie i prowadzimy tę narrację do pewnego punktu, a potem w kolejnym dopiero mamy efekty tego, co się działo pod koniec drugiego.
6415:  GW - Ja już to widzę, tylko boję się, że znowu Craig Mazin i Neil Druckmann tutaj rozpędzą się i polecą za bardzo Arts i potem producenci będą musieli bić po łapa.
6424:  KMM - Dokładnie przekombinowali, nie?
6426:  KMM - Ale ktoś napisał też, że może zrobią tak, że każdy sezon będzie perspektywował jakieś postaci.
6430:  KMM - Wtedy ja się wycofam z zarzutu, że w pierwszym sezonie... Grzegorz się śmieje zbyt szczerze.
6436:  KMM - Widzicie, dlatego dobrze jest, że ja nic nie wiem.
6438:  KMM - Że w pierwszym sezonie ta dominująca perspektywa Joela przestanie wtedy dla mnie być zarzutem, jeżeli na przykład w drugim sezonie dostaniemy perspektywę Eli.
6445:  KMM - Wyłącznie, tak?
6446:  KMM - I więcej retrospekcji.
6447:  KMM - Jezu, tak, bardzo bym tego chciał i bardzo bym chciał, żeby wtedy padły różne gorzkie słowa pokazujące, wiecie też, że zwłaszcza w dzisiejszych realiach, kiedy rodzice podejmują takie, a nie inne decyzje co do dzieciaków i głównym problemem w tym momencie, problem numer jeden w większości krajów jest psychoterapia dziecięca i brak psychologów i psychiatrów,
6468:  KMM - To w tej perspektywie fajnie jednak byłoby uczyć właściwych relacji z dzieckiem, tak mi się wydaje przynajmniej, nawet jeżeli to ma być w dziele fikcji.
6475:  KMM - Dobrze byłoby, żeby to zostało zaadresowane.
6478:  KMM - Tak myślę, czyż to z takiej dydaktycznej perspektywy.
6481:  KMM - Natomiast na pewno co do jednego się zgodzę i to było też fajne pytanie, które zostało zadane, chyba przez Szymona, mam nadzieję, że jeszcze mi nie zniknie.
6488:  KMM - Jak myślicie, czy Joel ratował Ellie tylko dla siebie, bo potrzebował mieć ją w swoim życiu, by mieć jakiś cel, czy może też w dużym stopniu decydował o tym, że zasługuje na to, żeby żyć?
6497:  KMM - I to jest ładna interpretacja, przy czym ja niestety widzę tutaj tę pierwszą część, tę egoistyczną, że potrzebował ją mieć w swoim życiu i dlatego, bo gdyby to była druga perspektywa, to w tym dialogu, na który teraz patrzymy, on by nie miał żadnych obiekcji, żeby to powiedzieć, bo on wie, że Ellie go rozliczy.
6515:  KMM - sama dla siebie i że wtedy praktycznie położy trupem ich relacje.
6518:  BFP - Ja też uważam, że to, co sprawia, że dokonuje tego mordu, bo to trzeba nazwać wprost i decyduje o losie być może całej cywilizacji i milionów ludzi, to jest bardzo pierwotna emocja, bardzo pierwotny instynkt, który mówi ja nie chcę czuć bólu.
6542:  BFP - To nawet nie jest, ja chcę być szczęśliwy.
6545:  BFP - To nawet nie jest, ja chcę, żeby ta dziewczyna miała życie.
6548:  BFP - Nie, to jest, ja nie przeżyję jeszcze raz tego bólu.
6552:  BFP - Albo umrę teraz, albo zrobię wszystko, co mogę, żeby nie czuć więcej tego bólu, który raz zniszczył moje życie na 20 lat.
6559:  BFP - Więc to jest dla mnie bardzo pierwotna emocja.
6563:  BFP - Co jakby źle świadczy o Joelu, ale tak jak powiedział Pink Duke,
6567:  BFP - To właśnie, i to też zaznaczę, że tak, to zakończenie polaryzuje.
6571:  BFP - Ono polaryzowało już 10 lat temu.
6573:  BFP - I są osoby, które uważają, że to jest zbrodnia, że postąpił karygodnie.
6580:  BFP - Są osoby, które mówią, ja doskonale to rozumiem, bo jestem rodzicem.
6584:  BFP - Ale to jest moim zdaniem oznaka dobrego pisarstwa.
6589:  BFP - Że chcemy o tym dyskutować, że nie pozostawia nas to obojętnymi i że ktoś miał jakąś konkretną wizję
6596:  BFP - którą nam narzucił, nawet jeżeli się z nią nie zgadzamy.
6600:  BFP - I to, że ja uważam inaczej, Krzysztof uważa inaczej, Grzegorz być może jest gdzieś pomiędzy, albo ma jeszcze inne na to spojrzenie, to nie znaczy, że serial jest zły.
6610:  BFP - To nie znaczy, że zakończenie jest złe.
6612:  BFP - To znaczy, że nasze emocje wymagają jakiegoś nazwania, bo zostały wzniecone właśnie przez takie, a nie inne rozwiązanie.
6618:  BFP - No ale ktoś opowiedział nam historię, zamiast mówić, wybierz sobie ABC, każdy będzie miał coś dla siebie.
6625:  BFP - No i dlatego też jestem szczęśliwy, że gra oryginalnie nie dawała takiego wyboru.
6630:  BFP - Jeszcze widzę komentarz, Pepełuszko, Boże, jak mi się wasza dyskusja podoba więcej.
6635:  BFP - Tak, ja też chciałem jeszcze tutaj powiedzieć, zanim wam oddam ostatnie słowo.
6642:  BFP - Proszę, nie zrozumcie mnie źle, kiedy ja mówię o tym plus jeden, tysiąc procent, top i tak dalej.
6647:  BFP - To nie chodzi o to, co kto chce i ma pisać, bo jasne,
6652:  BFP - Każdy ma prawo napisać, co tylko ma ochotę, tak długo jak nie łamie regulaminu.
6655:  BFP - Chodzi o to, że my nigdy nie myślimy w takich kategoriach w naszej dyskusji.
6660:  BFP - U nas nie ma licznika punktów, który dodaje punkt do punktu tylko dlatego, że a, ktoś wyciągnął scenę i dobrze mu powiedział, albo a, ktoś tu użył takiego zwrotu i to ma więcej sensu.
6669:  BFP - Nie, nigdy nie podchodzimy z taką intencją do dyskusji i nawet kiedy wydaje się, że, a może nawet nie wydaje się, tylko faktycznie pojawiają się emocje, to dlatego, że ta dyskusja jest tak
6680:  BFP - fajna, jest tak zajebista, no mówię to wprost.
6684:  BFP - Więc ja też zachęcam wszystkich do tego, żeby na to spojrzeli w taki sposób, czyli kurde, bardziej się zgadzam z tobą, ale to jest ciekawe, co mówisz.
6692:  BFP - To jest jakiś taki punkt wyjścia, który właśnie sprawia, że nie wiem, może myślimy bez schematu, więc tylko to miałem na myśli i też chciałem i zawsze będę starał się tym zarażać, bo trochę taka jest misja tego i takie jest założenie naszej dyskusji, wtedy one są najbardziej fun.
6705:  BFP - Panowie, odnośnie serialu, odnośnie naszej dyskusji zostawiam wam ostatnie zdanie.
6711:  BFP - Krzysztofie.
6713:  KMM - Ja chciałem rzeczywiście zrobić coś bez schematu i powiedzieć, że jeżeli ten serial chciałby pokazać, że najlepsza jego część to nie jest najlepszy twist fabularny z gry, który wszyscy znają, którzy grali w grę, tylko pozostawił nas na przykład w stanie zawieszenia, że nie wiemy, co się finalnie stało i zaczął sezon drugi od tego, że Joel zdecydował się poświęcić Ellie, to gwarantuję Wam, że byłoby o wiele więcej kontrowersji
6740:  KMM - i o wiele więcej rabanu i wcale nie byłoby to nieuzasadnione narracyjnie i fabularnie, więc tylko wrzucam taką ideę alternatywnej rzeczywistości, że coś takiego się dzieje.
6749:  KMM - A ty wcale nie miałbyś pretensji, że nie zostaliśmy z Cliffhangerem?
6752:  KMM - Absolutnie nie, oczywiście, że miałbym pretensje do tego, że zostaliśmy z Cliffhangerem, ponieważ ja zawsze mam pretensje do Cliffhangera.
6756:  KMM - Czyli wracamy do punktu wyjścia.
6758:  KMM - ale chcę zawsze pokazać kompromisowe rozwiązanie, żeby wszyscy byli jednak częściowo niezadowoleni, bo to jest mój cel życiowy, że nie żeby wszyscy byli częściowo zadowoleni, tylko żeby wszyscy byli częściowo niezadowoleni.
6768:  S02 - Niezadowoleni, tak jest, o to chodzi.
6770:  KMM - Tak trzeba żyć.
6771:  KMM - Rzeczywiście, jeżeli chodzi o cenę serialu, to zauważcie, że nie fajnie myślę, mnie fajnie dla serialu, i to już mówię serio, że pada w kodzie jego dyskusja ta sama, która mogłaby się odnieść w 100% do gry.
6786:  KMM - Nie jest to przypadek,
6786:  KMM - także od godziny mniej więcej rozmawiamy o tym dylemacie moralnym, który został postawiony przez grę, bo to pokazuje mistrzostwo narracyjne i scenariopisarskie twórców gry.
6796:  KMM - A ja chciałbym, żebyśmy rozmawiali w serialu trochę o tym, o czym rozmawialiśmy w odcinku trzecim, to znaczy o mistrzostwie w prowadzeniu narracji, scenariusza,
6804:  KMM - twórców rozszerzenia tego świata, który pokazuje jego różne facety, pokazuje troszeczkę więcej, bawi się z formą i stara się nas konfrontować faktycznie z różnymi decyzjami.
6816:  KMM - Może rzeczywiście, i to jest moja propozycja, lepiej byłoby, gdyby ten pierwszy sezon był jakimś rodzajem antologii.
6822:  KMM - Może lepiej, gdyby wprowadzono te elementy, które były na samym początku, także później, żeby było to troszeczkę bardziej konsekwentnie.
6828:  KMM - Może wtedy nie miałbym zarzutów.
6830:  KMM - Żeby podsumować moje zarzuty wobec serialu, jest zdecydowanie za krótki.
6834:  KMM - Standardem w HBO jest jakieś, bywa 8 odcinków, ale czasem też 12 się zdarzało i nikt nie płakał.
6841:  KMM - Więc zdecydowanie to by pomogło i nie, nie chodzi mi o to, żeby wprowadzić co drugi odcinek zombiaki, tylko chodzi o to, żeby właśnie pogłębić relacje, bo jeżeli to ma być serial o relacjach, to ja chciałbym w to uwierzyć.
6849:  KMM - bez konieczności słuchania ludzi, którzy zagrali w grę, bez konieczności czytania solucji, bez konieczności czytania recenzji.
6855:  KMM - Chciałbym w to bardziej uwierzyć jako człowiek, który nie jest zainwestowany, ostrzegałem od początku, w świat postapokaliptyczny.
6861:  KMM - Druga kwestia, to jest za mało postapokaliptyczny świat i mówię to jako człowiek, który nie jest fanem postapokaliptycznego świata.
6867:  KMM - Dlaczego?
6868:  KMM - Dlatego, że zapomniałem w którymś momencie, jak rozmawiałem z wami, że na Ziemi nie jest już 8 miliardów ludzi.
6874:  KMM - Ktoś przytomnie mi na czatach powiedział, Krzysztof, trochę z nich zginęło.
6877:  KMM - No ciekawe dlaczego o tym zapomniałem, może dlatego, że nie czułem tego zagrożenia do jakichś czterech odcinków.
6883:  KMM - I to była dla mnie dokładnie taka sama narracja, która mogłaby się zdarzyć w Łodzi w XX wieku albo pod Poznaniem, wszystko jedno.
6890:  KMM - Albo żeby się nie ograniczać do terytorium Polski, powiedzmy w Birmingham.
6894:  KMM - I trzecia rzecz, najpoważniejszy dla mnie problem, niekonsekwencja w prowadzeniu czasu narracji.
6899:  KMM - Nie wiem co się kiedy działo przy takiej liczbie retrospekcji, przy wprowadzaniu odcinków, które są całościowo retrospekcją.
6907:  BFP - Ale wiedziałeś, kiedy są retrospekcje.
6911:  KMM - Tak, to już dzięki planszom.
6913:  KMM - Pewna dezynwoltura w informowaniu widzów o tym, kiedy są, a także gdzie są, mnie odrobinę raziła, więc paradoksalnie rzadko się zdarza, żebym miał zarzuty warsztatowe do producentów seriali, ale tak się złożyło, że moje zarzuty są głównie warsztatowe, a nie światotwórcze, a zwykle się przyczepiam do tego drugiego.
6935:  GW - To tak, ja tutaj utrzymam swoje zdanie, że to jest jako adaptacja gry jeden z najlepszych tego typu produktów i bez dwóch zdań patrząc na to, jakie ciężkie perypetie miało.
6949:  GW - Oczywiście Super Mario zawsze po prostu top, ale jeżeli chodzi o jakość produkcyjną i to w jaki sposób zaadaptowano
6963:  GW - Materiał źródłowy jest naprawdę świetny, z czego tylko troszeczkę tutaj twórcy mieli zgórki ze względu na to, że gra jest po prostu bardzo filmowa, więc bardzo łatwo było im chociażby przenosić bezpośrednio sceny z gameplayu czy z przeżwników filmowych 1 do 1, więc po prostu ta gra
6984:  GW - była bardzo wdzięczna materiału do tego, żeby ją przenieść i dzięki temu też ma się pole nie do walki z materiałem źródłowym, tylko żeby go uzupełniać, co też zrobiono bardzo fajnie.
6994:  GW - Ale no właśnie, częściowo tutaj się przychylam ku temu, co mówi Krzysztof, jeżeli chodzi o to, w jakim tempie to wszystko zaprezentowano.
7002:  GW - Część rzeczy było nieskładnie, niekonsekwentnie.
7007:  GW - Jeżeli już nie miałbym się czepiać i tutaj jakby dla mnie po prostu było wystarczająco zaznaczanie samych relacji pomiędzy postaciami, no to jednak fajnie by było, żeby jeżeli zaznaczono na samym początku te amazingizmy, które zaczynały się od jakiejś retrospekcji, to fajnie byłoby, żeby to było od początku do końca.
7028:  GW - Jak pokazywali upływ czasu, to żeby to zaznaczali w ten sam sposób w każdym odcinku.
7032:  GW - Ja rozumiem, że tutaj każdy reżyser robił to na swój sposób.
7036:  GW - I spoko, ale z racji tego, że... Znaczy tak, były fajnie pokazane różne ujęcia w zależności od reżysera i inaczej były komponowane niektóre zdjęcia i inna kolorystyka i to jest spoko, jakby to mi nie przeszkadza, ale przeszkadza mi to, że skoro mamy dwóch showrunnerów, którzy mają pilnować tego serialu i troszeczkę trzymać strukturę za pysk, bo od tego są showrunnerzy,
7064:  GW - to wydaje mi się, że było za mało tej struktury, za mało tego, żeby pokazać to w konsekwentny sposób, żeby te, nie wiem, chociażby plansze informujące były tak samo ważne w każdym odcinku i tak samo pokazujące np.
7077:  GW - upływ czasu chociażby czy zmianę miejscówek.
7080:  GW - Jak dla mnie to by było takim bardziej właściwym podejściem w tym wszystkim.
7086:  GW - To jeszcze właśnie jest problem i to ewidentny problem, to do czego się sami twórcy przyznają, że za bardzo polecieli w bycie artsymi miejscami Dragman z Mazinem, dlatego, bo oni mieli taką wizję, żeby zrobić to tak i oni uważali, że będzie fajnie, ale
7104:  GW - No nie zawsze to wyszło na dobre, no czego dowodem tak jak już zaznaczy, że kilkukrotnie producenci tam zaznaczali, że za mało jest ekspozycji w dialogu.
7115:  GW - Te odcinki muszą być połączone ze sobą.
7118:  GW - No po prostu wydaje mi się, że dużo tutaj
7124:  GW - Tak, podzielę to na trzy kategorie.
7126:  GW - Dużo rzeczy jest zarąbistych, czyli jakość produkcyjna, gra aktorska.
7130:  GW - To jest, jak dla mnie, to jest niepodważalnie świetne.
7134:  GW - Później jest taka szara strefa, w której można się zgadzać, bądź nie zgadzać, chociażby ukazania relacji.
7139:  GW - I rzeczy, które są spartalone, czyli właśnie pacing, to w jaki sposób montuje się niektóre rzeczy i o jakich rzeczach informuje się widza.
7150:  GW - Brakuje tutaj właśnie mi tej struktury.
7152:  GW - Także generalnie ten serial,
7154:  GW - jako adaptacja jest bardzo dobra, tudzież wybitna, jako serial jest po prostu dobra, ale jest wydaje mi się wystarczająco dobra i mam nadzieję, że zostaną wyciągnięte z tego wnioski na kolejne sezony.
7167:  GW - Dobra, to się chyba nagadałem, a jeżeli dacie mi ten, później jeszcze na koniec czas, to siad mi chyba już cały wierszyk.
7175:  BFP - Dobra, nie sądziłem, że to powiem, ale Grzegorz plus jeden, ponieważ
7183:  BFP - Tak, wymieniłeś większość rzeczy, które pojawią się jutro w mojej krytyce i to niemalże zwerbalizowałeś w taki sam sposób jak ja.
7193:  BFP - Ja wychodzę od takiego założenia, że czy to jest najlepsza adaptacja gry wideo w historii?
7197:  BFP - Tak, naprawdę nie było wysoko zawieszona poprzeczka, ale czy to jest możliwie najlepsza adaptacja The Last of Us, na jaką mogliśmy liczyć?
7206:  BFP - No i tu odpowiedź jest bardziej skomplikowana i nie chcę spoilować, ale są obszary, nad którymi twórcy powinni się pochylić i popracować nad nimi.
7216:  BFP - A w szczególności być może na osi relacji Craig Mazin i Neil Druckmann, bo oni sobie bardzo słodzą, są fajnym duetem, ale wydaje mi się, że zwielakratniają problemy, które generuje jeden z nich.
7230:  BFP - Czyli właśnie to artsy-fartsy, co mówiłeś, czasem, i u Krzysztofa to wybrzmiewa, czasem za mało ekspozycji, że za bardzo trzeba się domyślać, co oni powiedzieli.
7241:  BFP - Może ja to wyłapałem faktycznie sam, może posłuchałem ich podcastu, a Krzysztof nie.
7245:  BFP - I dlatego wiem coś.
7247:  BFP - Może tak być.
7248:  BFP - Moje wspomnienia mogłyby się zatrzeć i mój odbiór nie byłby taki sam, gdybym nie wysłał tego podcastu.
7253:  BFP - I to...
7254:  BFP - To nie jest najlepsze podejście, szczególnie kiedy robi się popowy serial.
7258:  BFP - Naprawdę popowy i popkulturalny na HBO Max, który jest kasowy.
7262:  BFP - Można pewne rzeczy zmienić i będę o nich jutro mówił więcej, zaraz wrzucę tutaj link, więc chcę tylko powiedzieć, że
7269:  BFP - Absolutnie wasza perspektywa dla mnie tutaj była niezwykle istotna do tego, żeby uzupełniać moją i sam jak formułowałem zarzuty i krytykę, która pojawi się w tym odcinku recenzji, to czerpałem od tego, o czym wy mówicie i też od osób, które piszą te rzeczy, które piszą na czatach, jak najbardziej również.
7288:  BFP - Myślę, że pojawiło się takie pytanie, Rut Smoka czy The Last of Us?
7291:  BFP - I w moim przypadku... Znowu budyń czy kaszanka, no ludzie.
7296:  BFP - Budyń.
7296:  BFP - To jest nic innego jak właśnie takie... Kaszanka, why not both?
7301:  BFP - Właśnie, takie plus jeden.
7302:  BFP - Budyń z kaszanką, kurde.
7303:  BFP - To są naprawdę różne seriale.
7305:  BFP - Słodkie i słone, no.
7307:  BFP - Chociaż wiecie, i tu nawet jak o tym myślę, to moja sympatia do tego świata przeważa.
7314:  BFP - I nie jestem obiektywny w tej ocenie.
7316:  BFP - I może to dobrze, może dlatego właśnie powinniśmy mieć takie dyskusje, żeby zderzać ze sobą subiektywne punkty widzenia.
7323:  BFP - Ale tak, Grzegorzu, czekamy teraz na Twój wiersz.
7328:  GW - Wyszedł mi trochę dłuższy poemat niż zwykle, ale obiecuję, że to jest ostatni, także już nie usłyszycie tego.
7334:  GW - Także z góry przepraszam.
7358:  GW - zgadzamy, chłoniemy, czujemy i o kulturze gadamy.
7364:  BFP - Plus jeden.
7365:  BFP - A ja chciałem powiedzieć, że jak dojdzie do legendarnej walki Fame MMA między mną a Krzysztofem, to Grzegorz będzie sędzią.
7373:  BFP - Grzegorz będzie tym, który będzie wchodził na rynki.
7376:  BFP - Krzysztof już przestań napierdalać Filipa, który leży zakrwawiony tym krzesłem.
7380:  BFP - I przestań wypuszczać jamniki tysiącem biegnące po ciele i truchle Filipa, który już nie może się podnieść.
7386:  BFP - Także...
7388:  KMM - Boże, byłem przekonany, że zacząłeś rapować i miałem wrażenie, że w ramach przyjacielskiej rywalizacji jedziesz na żywo.
7401:  KMM - Ale chciałem podbić to, co Grzegorz w kodzie swojego wiersza powiedział, że seriale, o których się dyskutuje, są ważnymi serialami, więc ja mogę mieć wątpliwości co do tego, czy serial mi się podobał w 100% czy nie, natomiast nie mam wątpliwości co do tego, czy jest ważny, że dobrze go znać.
7418:  KMM - Tak, to jest jedna z rzeczy, które dobrze znać i dobrze sobie wyrobić opinię, jak ktoś jakimś cudem przychodził na te nasze rozmowy i nie widział jednego odcinka i się zastanawiał,
7427:  KMM - o czym oni w zasadzie tyle mówią, to warto zobaczyć.
7431:  KMM - Ja na pewno sobie zobaczę całość i to też polecam tym, którzy oglądali z odcinka na odcinek, ponieważ nie są faworyzowani przez HBO i żeby zbingować to sobie i zobaczyć, jak wtedy będzie to wszystko rezonowało.
7444:  BFP - Bardzo mi się podoba to, co powiedziałeś na koniec.
7447:  BFP - Nie o wszystkich serialach możemy niestety dzisiaj powiedzieć i nie o wszystkich produkcjach filmowych, serialowych, growych, że zagraj, bądź obejrzyj, bądź wysłuchaj, żeby wyrobić sobie opinię.
7457:  BFP - Bo często mówimy obejrzyj recap na Bez Schematu czy na innym kanale, bo nie ma sensu.
7464:  BFP - A tutaj faktycznie możemy się rozmijać co do oceny, co do tego, co nam się podobało bardziej, mniej, jak rozkładaliśmy swoje akcenty w naszej wrażliwości, ale obejrzyj, bo warto.
7474:  BFP - Choćby po to, żeby mieć swoją opinię.
7476:  BFP - I uważam, że paradoksalnie dzisiaj jest to jedna z najlepszych rekomendacji, jakie może dostać jakikolwiek serial.
7482:  BFP - Także panowie, ja wam przeserdecznie, naprawdę przeserdecznie dziękuję.
7486:  BFP - I to też wszyscy, którzy nas oglądają i nawet widzą, jak się unosimy, w szczególności ja i Krzysztof,
7492:  BFP - My to uwielbiamy.
7494:  BFP - Dla nas taki live jest bardziej ekscytujący niż nawet poprzedni, kiedy się zgadzaliśmy.
7500:  BFP - To jest właśnie fun i właśnie dlatego jesteśmy zwolennikami tego, żeby czasem czytać recenzje, z którymi się nie zgadzacie, żeby słuchać opinii, których nie podzielacie, ale z otwartą głową, żeby posłuchać i powiedzieć kurwa, jak ja się z tobą nie zgadzam, ale wiesz co, to było interesujące.
7515:  BFP - Bo to już jest wartością samą w sobie.
7517:  BFP - Także bardzo wam dziękuję za spory.
7519:  BFP - Dziękuję za bardzo często, nawet częściej niż może być tak powinno, głos rozsądku Grzegorza, który potrafił powiedzieć, słuchajcie panowie, to może ja spojrzę na to z boku i wprowadzę tutaj trochę chłodniejszego spojrzenia.
7534:  KMM - Grzegorz dzisiaj był papieżem Rikczu.
7537:  KMM - Nie, błagam, tylko nie idźmy w tą stronę.
7539:  KMM - Papieżom liryki.
7541:  KMM - Tak, tłumaczenie ostatnio się źle kojarzy.
7543:  KMM - Znaczy nie ostatnio, przez jakieś 100 tysięcy lat.
7544:  KMM - Nie dość, że moja ksywa zazwyczaj to proboszcz, to już jeszcze... Harvey'a Weinsteina, który sprawi, że zablokuje tego streama.
