Kiedy BOJKOT ma sens, a kiedy zmienia się w ABSURD?
🔗 https://www.youtube.com/watch?v=95VZBqBvPNQ
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

20:  BFP - Szanowni, witajcie na, mam nadzieję, jednej z najciekawszych dyskusji w historii tego kanału.
6367:  GW - Tak jak już wspominałem o deweloperach właśnie Hogwarts Legacy, którzy są łajani za to, że robią grę w tym uniwersum, mimo że oni sobie tego nie wybrali, tylko studio wybrało po prostu, zostali zatrudnieni przez Warner Brothers i
6381:  GW - a jednocześnie niektórzy dosłownie mają potrzebę, żeby się tłumaczyć z tego, że to jest ich pierwsza praca w życiu i mają albo to, albo bezdomność.
6392:  GW - Dosłownie takie argumenty przetaczali próbując się obronić na Twitterze pod wpływem szamba, jak się się na nich wylewało.
6399:  GW - Więc jak bardzo słowa mogą krzywdzić, które są źle ukierunkowane, osoby, które w ogóle nie powinny być częścią dyskusji.
6410:  BFP - Panowie, zbliżając się do końca, chciałbym, żeby każdy z nas spróbował w jakiś sposób reasumować wnioski, które z waszej perspektywy płyną co do tego, co nazywamy bojkotem i tego, w jaki sposób jest uprawiony na podstawie tych naszych przykładów.
6429:  BFP - Pozwolę sobie zacząć.
6430:  BFP - Mój postulat jest naprawdę bardzo, bardzo prosty.
6437:  BFP - Bojkotuj J.K.
6438:  BFP - Rowling.
6439:  BFP - Ja i tak jej nie czytam.
6441:  BFP - Bojkotuj Atomic Heart, możesz bojkotować także samą studią Manfish, bo to też jest ważne.
6446:  BFP - Możesz bojkotować dzieło, ale możesz też bojkotować twórcę.
6449:  BFP - Bojkotuj jedno i drugie.
6450:  BFP - Bojkotuj Merlina Mansona, którego słucham.
6452:  BFP - Bojkotuj Kevina Spacey, z którym oglądam wciąż filmy.
6455:  BFP - Bojkotuj.
6456:  BFP - Pisz o tym.
6457:  BFP - Nagraj o tym film.
6459:  BFP - Zrób streama, w którym przekonasz mnie do argumentów, dla których ja również powinienem to zrobić.
6464:  BFP - Czyli rób to pozytywnie, a nie negatywnie.
6468:  BFP - Nie obrażaj mnie, nie szantażuj mnie i nie rób rajdów na moim kanale, jeżeli nie podzielasz mojej decyzji tak długo, jak ona nie krzywdzi ciebie.
6481:  BFP - Krzysztof?
6483:  KMM - To ja powiem lapidarnie w ten sposób, że jeżeli ktoś przyszedł na ten live albo będzie słuchał jego zapisu w nadziei, że otrzyma instrukcję, co ma bojkotować, a co nie, to być może nie zrozumiał powodu, dla którego się tutaj wszyscy spotkaliśmy.
6499:  KMM - Nie jesteśmy ewangelistami.
6500:  KMM - To, że ja wypowiadam opinie w internecie, niczego nie zmienia.
6504:  KMM - Zauważcie, że w toku tej dyskusji opinia Filipa dotycząca zaimków Ezzy Millera w momencie się zmieniła.
6511:  KMM - W toku dyskusji ja powiedziałem w którymś momencie, tak, ja jestem zawsze po stronie ofiar, uważam w ten sposób i nikomu tego nie narzucam, po czym na czacie zobaczyłem z 15 komentarzy, ale Krzysztof, dlaczego nam to narzucasz?
6522:  KMM - Ludzie mają nieprawdopodobnie zakodowane to, że jeżeli ktokolwiek mówi cokolwiek, gdziekolwiek,
6528:  KMM - To jest Ewangelia.
6530:  KMM - Nie będę zagłębiał się w powody, dla którego tak myślimy i wcale nimi nie jest fakt, że katecheza jest w szkołach.
6536:  KMM - To była złośliwość i ironia na wszelki wypadek, ale myślę, że myślenie ewangelizacyjne to nie jest coś, czego się uczymy wyłącznie na katechezie, tylko to jest coś niestety, czego uczą nas media.
6546:  KMM - Nie chce się nam szukać na własną rękę, lepiej jest zrzucić z siebie odpowiedzialność na jakiegoś influencera, który nam coś powiedział, że mamy w ten sposób myśleć, albo na jakąś mądrą głowę.
6557:  KMM - I potem się okaże, że inna mądra głowie powie o tamtej mądrej głowie, że ona tak naprawdę nie jest dobra, ponieważ przechodził kiedyś czarnoskóry na pasach, ona się obejrzała i już... Nie, nie, nie, to już nie, to jest rasista.
6567:  KMM - Teraz przechodzimy do następnej mądrej głowy.
6570:  KMM - Posłuchamy sobie teraz kolejnego.
6571:  KMM - Znajdziemy następnego teleewangelistę, który będzie mówił to, co my myślimy.
6578:  KMM - Znowu nie powiem nic nowego.
6579:  KMM - Receptą na problemy, które mamy jest racjonalna argumentacja, nauczenie się rozmawiania ze sobą, otwierania się na inność i przede wszystkim nie narzucania innym swojego poglądu, jeżeli nie jesteśmy w 100% przekonani, że mamy 100% faktów, żeby ten pogląd w jakiś sposób podeprzeć.
6598:  KMM - Jeżeli nie masz faktów, nie narzucasz.
6601:  BFP - Proste.
6602:  BFP - I tego, co powiedziałeś, już oddaję głos tobie teraz, Grzegorz, ale to jest tak istotne, co powiedziałeś.
6606:  BFP - Tylko dlatego, że wyraziłem swój pogląd, nie znaczy, że ci go narzuciłem.
6611:  BFP - Grzegorz?
6611:  GW - No właśnie.
6612:  GW - No i pamiętajcie, że każda sztuka jest w zasadzie skażona od muzeów historycznych, bo zobaczcie, na czym jest zbudowane.
6619:  GW - Przez teatr i muzykę, po kino i gry.
6621:  GW - I waszą właśnie kwestią jest wybór, czy ten edium zasługuje na waszą uwagę i do was należy wybór, czy wybierając dany środek kultury, będziecie chcieli...
6630:  GW - Bierać autora przez dawanie mu rozgłosów czy pieniędzy, czy też nie.
6634:  GW - Tylko pamiętajcie, że jeżeli chcecie jakby wytykać palcem i pouczać innych, czy powinni robić to samo z określonych przyczyn i jakby w waszym ujęciu, to zastanówcie się, czy właśnie galopując na tym moralnym koniu to wszystko jest konsekwentne, bo inaczej wyjdziecie po prostu na hipokrytów.
6653:  GW - dobrze przeanalizujecie sytuację, to bycie w pełni konsekwentnym, a tym samym czuć się w uprawnieniu do krytykowania innych jest niemalże niemożliwe.
6661:  GW - Więc dajcie sobie przestrzeń, żeby bojkotować rzeczy i nie grać w coś, nie oglądać czegoś, nie czytać czegoś, ale dajcie też przestrzeń innym do tego, żeby to robić, bo nie do was należy moralność innych osób.
6677:  OR - Oskar?
6679:  OR - Ja to widzę tak, jeśli ktoś
6682:  OR - jakby nikt nie powinien ignorować swoich własnych emocji, swoich własnych uczuć.
6686:  OR - Jeżeli głęboko czujesz się nie okej z którymkolwiek z dzieł, które się znajduje, wyraź to, zrób to, co uważasz za słuszne w kwestii tego dzieła, ale jeśli chcesz wyjść krok dalej i próbować w jakikolwiek sposób kogokolwiek do czegokolwiek przekonać, skoro ruszamy kwestię narzucać komuś swoje poglądy,
6712:  OR - użyję słowa przekonać, to zrób research.
6715:  OR - Zobacz z czego to wynika, zobacz kto na tym ucierpi, zobacz co tak naprawdę osiągasz swoim działaniem.
6724:  OR - Czy odnosisz się do kogoś, kto gra w Hogwarts Legacy i jednocześnie powiela to, co mówi Rowling i mówi, że to jest okej i odnosisz się do jego
6734:  OR - jego argumentów, czy odnosisz się do samego faktu, że ta osoba gra w grę.
6738:  OR - Co tym osiągniesz?
6739:  OR - Kto na tym oberwie?
6741:  OR - Kto tak naprawdę najbardziej na tym straci?
6743:  OR - Czy faktycznie będzie to osoba, w którą wycelowałeś swoje, że tak powiem, moralne działo?
6748:  OR - Czy przypadkiem to nie będzie taki rozrzut, że do tamtej osoby ledwie co doleci, a osoby postronne, które stoją w wielu pierwszych szeregach dostaną spokojnie największy ostrzał?
6760:  OR - Więc dla mnie jakby najważniejsze jest zawsze to właśnie, zanim to zrobisz i odnosząc się do tego, od czego zacząłem, utrudnij sobie życie.
6769:  OR - To nie ma być proste, to nie ma być przyjemne, łatwe, to nie ma być wejście, kliknięcie, ponieważ gwarantuję wam, że jeżeli wchodząc w dane miejsce i klikając i wpisując jeden komentarz moglibyście o tak sobie zmienić świat,
6783:  OR - to prawdopodobnie już świat został 10 razy zmieniony.
6787:  OR - Ale tylko w momencie, w którym faktycznie wykonacie research, tylko w momencie, kiedy wykonacie pracę, która nie jest prosta, która może nie jest przyjemna, która wymaga od was zaangażowania i wejścia głębiej w temat, dopiero wtedy będziecie mieli jakiekolwiek podstawy, żeby faktycznie coś ruszyć, bo anonimowe kliknięcie, komentarz, wejście, może okazać się, że tak naprawdę strzeliliście w złą stronę i prawdopodobnie
6809:  OR - nieintencjonalnie zaszkodziliście sprawie, którą próbowaliście reprezentować.
6814:  BFP - Ja chciałem jeszcze przytoczyć dwa komentarze, bo możemy się produkować ile chcemy.
6820:  BFP - Możemy czytać ile trzeba, żeby się przygotować do tematu.
6823:  BFP - Ale zawsze pocieszmy się tym, że będą takie komentarze jak Danielo512, który napisał, że przez ludzi takich jak wy III Rzesza i całe zło 80 lat temu miało miejsce.
6832:  BFP - Zostaliśmy wyjaśnieni.
6834:  BFP - Czy Hiperion, który mówi, Krzysztof jednak jest rasistą niestety.
6837:  BFP - Nie wiem nawet do czego nawiązując, ale to nie szkodzi, bo zostaliśmy wyjaśnieni.
6842:  BFP - Tak, myślę, że można odpowiedzieć w podobnym stylu, to znaczy XD.
6847:  BFP - Tak, na takie komentarze chyba pozostaje odpowiadać XD.
6850:  BFP - Na sam koniec tylko chciałem jeszcze powiedzieć, żeby nie było takiego poczucia, albo inaczej, żeby nie było niepewności co do konkluzji, która z tego wypływa.
6862:  BFP - Bojkot tak, bojkot potrafi, nie patrzcie na ten przykład Hogwarts Legacy, który bojkot w tym wypadku był naprawdę kontrskuteczny, w sensie ta gra się sprzedaje jak ciepłe bułeczki, bije rekord jednej z najlepiej sprzedających się gier zeszłego roku, jednej z najpopularniejszych, czyli Elden Ringa, ale bojkot naprawdę ma sens.
6880:  BFP - My mówiliśmy o bojkocie w popkulturze, ale przecież ile bojkotów przyniosło skutek,
6885:  BFP - Nawet kiedy zaczęła się inwazja Rosji na Ukrainę, bojkotów konsumenckich, to jest to od czego zaczynałem, gdzie naprawdę ludzie masowo podejmowali realne decyzje, a nie siedzieli tylko i wyłącznie z telefonem w ręku i pisali komuś na czacie na Twitchu.
6901:  BFP - To przynosi skutek.
6903:  BFP - My jesteśmy za bojkotem.
6905:  BFP - Pytanie kogo?
6908:  BFP - Czego i w jaki sposób?
6909:  BFP - To są te trzy kluczowe pytania, więc niech też nie wybrzmi, że my tutaj wyżyliśmy się na tych, którzy wyżywają się na innych, bojkotując Hogwarts Legacy, bo kompletnie nie o to chodziło.
6918:  BFP - Bojkotujcie, kiedy wiecie, że działa to na korzyść waszych wartości i celów, które sobie stawiacie, kiedy inni je naruszają i wiecie, że krzywdzą innych.
6927:  BFP - W jaki sposób?
6929:  BFP - Tylko zachowajcie zdrowy umiar i zdrowe proporcje.
6932:  BFP - Myślę, że co do tego chyba możemy się wszyscy zgodzić.
6935:  BFP - Więc dziękujemy Wam bardzo.
6939:  BFP - Dziękujemy Wam bardzo, co ja powiedziałem właśnie.
6942:  BFP - Dziękujemy wszystkim, którzy pojawili się z nami na tej dyskusji.
6946:  BFP - Dziękujemy wszystkim, którzy na czacie, bo to był naprawdę bardzo żywy czas.
6950:  BFP - W sensie inne nasze live'y, które robimy, wolniej spływają wiadomości.
6953:  BFP - Tutaj było ich naprawdę bardzo wiele i większość z nich coś wnosiła do dyskusji, za co bardzo dziękujemy.
6960:  BFP - Podałem tylko dwa radykalne przykłady na sam koniec.
6963:  BFP - Dziękuję Wam, Panowie, za udział w tej dyskusji.
6966:  BFP - Grzegorz Wątroba, Okiem Dewa.
6968:  BFP - Jeżeli cokolwiek z tego, o czym mówiliśmy, np.
6970:  BFP - Atomic Heart czy Hogwarts Legacy Was zainteresował, chcielibyście zgłębić ten temat, to naprawdę poszukajcie na kanale Grzegorza także pogłębionych materiałów o tym w jego niecodziennikach i felietonach.
6981:  BFP - Oskar Rogowski z kanału Napisy Końcowe i Spalmy to, gdzie również takie tematy są poruszane.
6988:  BFP - z Radkiem Pisulą dość często i również warto wysłuchać tego, czego nie udało się zawrzeć w tej dzisiejszej dyskusji i Krzysztofem Maj, którego w zasadzie short na temat bojkotu Hogwarts Legacy zapoczątkował całą tę dyskusję.
7000:  BFP - Więc panowie, bardzo wam dziękuję za wasze spostrzeżenia, za wasz wkład merytoryczny i za wasze perspektywy i za to, że czasem się nie zgadzaliśmy, bo to zawsze jest w cenie.
7009:  BFP - Dzięki.
7010:  BFP - Dzięki ogromne.
