Dlaczego Uciekamy do Innych Światów? | ESKAPIZM
🔗 https://www.youtube.com/watch?v=4x794OViL7I
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
JM (Jaga Moder, Legendystka)
DS (Dominika Skoczeń, Czerw Fantastyczny)

20:  BFP - Fikcja i fantazja.
6107:  BFP - Oderwanie się właśnie od tej monotonii codzienności jest taką formą eskapizmu.
6111:  BFP - I tak, uważam, że jak najbardziej jest.
6114:  BFP - Medytacja jest formą eskapizmu, spacer jest formą eskapizmu dla mnie i ja powiedziałem to już, że nie mogę żyć bez muzyki, nie mogę żyć bez roweru.
6123:  BFP - Ostatnio sporo osób pyta mnie, czy przeszedłeś już tę grę, czy obejrzałeś już ten serial i kilkanaście miesięcy temu byłbym w stanie powiedzieć tak, częściej niż teraz to mówię.
6134:  BFP - Teraz częściej mówię nie, bo kiedy znajduję trochę wolnego czasu, to póki jeszcze była pogoda, natychmiast skakiwałem na rower, słuchałem audiobooków albo słuchałem muzyki.
6142:  BFP - To był dla mnie totalny eskapizm, który pomagał mi bardzo rozładować stres.
6146:  BFP - I tutaj pojawia się ciekawe pytanie od No One, który napisał bądź napisała Problem pojawia się z eskapizmem, jak po 8 godzinach zajęć na uczelni w labie jest się tak wyprutym z energii, że nie ma energii na ucieczkę.
6163:  BFP - I faktycznie, może to też jest wasze doświadczenie, ale ja wielokrotnie doświadczyłem braku przyjemności, na przykład z grania w gry.
6172:  BFP - Ba, nawet postać, którą teraz wklejam, która ma emotę swoją, jest Omad, oh my god, która robi me, jest postacią, która reprezentuje tę część osobowości gracza, która jest czymś zmęczona, wyczerpana, nie chce, nie lubi, neutralnie do tego podchodzi, nie czerpie z tego przyjemności i chyba nic bardziej mnie nie wyczerpywało.
6190:  BFP - Ja myślę, że Krzysztof
6191:  BFP - Podskoczy, żeby przybić mi piątkę.
6194:  BFP - Nic nie było dla mnie bardziej wyczerpujące niż prowadzenie zajęć na uczelni.
6199:  BFP - To znaczy kilka godzin mówienia, a jeszcze często powtarzania tego samego w dwóch czy trzech różnych grupach sprawiało, że wracałem do domu, nie miałem siły na granie.
6208:  BFP - Miałem siłę na leżenie i oglądanie czegoś, ale nieangażującego.
6211:  BFP - Na przykład przyjaciele, chociażby.
6213:  BFP - Albo niech sobie leci chociażby telewizor.
6215:  BFP - Ja się wtedy regenerowałem.
6217:  BFP - Ale to nie był bardzo angażujący sposób na ucieczkę, ale był jakiś sposób.
6221:  BFP - Więc ja zostawię wam przestrzeń na odpowiedź, ale powiedziałbym, zawsze jest szansa na jakąś formę eskapizmu, nawet jeżeli masz bardzo rozładowane baterie.
6230:  BFP - Po prostu nie musicie angażować sensorycznie i intelektualnie.
6235:  BFP - ale i tak możesz poczuć ulgę oglądając coś, czy czytając, czy właśnie wykonując jakąś czynność, która jest przyjemna jak spacer.
6242:  KMM - Ja zrozumiałem, jak bardzo praca kreatywna, bo chciałbym to poszerzyć maksymalnie, może być wyczerpująca, to może być w postaci mówienia, to może być w postaci dłubania kodu, a to może być w postaci wykonywania innych monotonnych czynności, ale generalnie żyłowanie naszego mózgu,
6258:  KMM - Jak poszedłem na ćwiczenia, na trening i nagle uświadomiłem sobie, że ból mięśni to jest rozkoszczysta w porównaniu z tym, co ja czułem w mózgu.
6269:  KMM - I druga rzecz, to samo, co mówi Filip, nie ma się siły na nic absolutnie, bo takich 8 godzin, ja unikam już teraz takich sytuacji, ale jak zaczynałem prowadzić zajęcia, potrafiłem na przykład, jak idiota ostatni, powiedzieć, żeby mi zblokowali w zajęcia.
6282:  KMM - To zwykle był czwartek i pamiętam to do dzisiaj, że to był czwartek.
6285:  KMM - bo ja byłem tak wypruty kompletnie, że nie byłem w stanie oddychać bez bólów.
6289:  KMM - Przerażające absolutnie i tylko człowiek się legnie na kanapie i zasypia przed serialem.
6294:  KMM - Ale wiecie, to jest bardzo często doświadczenie wielu ciężko pracujących ludzi, że mają siłę tylko na to, żeby legnąć na kanapie przed serialem i zasypiają na tym serialu.
6304:  KMM - Ja się śmieję, że wtedy trzeba używać innego czasownika, nie oglądać filmu, tylko spać film.
6309:  KMM - I to jest smutne w tym kontekście, że no po prostu wiele osób może nie mieć czasu na bardziej angażujące formy eskapizmu.
6316:  KMM - No i tutaj wracamy oczywiście do hustle culture i tak dalej, do tego, że za bardzo się żyłujemy i naprawdę my się za bardzo żyłujemy w Polsce, bo inspirujemy się innymi krajami, gdzie...
6325:  KMM - gdzie pracują ludzie zdecydowanie mniej i zdecydowanie więcej mają czasu na tak zwane życie, a pamiętajcie, że tak zwane życie, czyli nie wiem, życie z rodziną, to co Filip powiedział, że ma czas, żeby pójść na rower, to jest jedno, a jeszcze oprócz tego jest odpoczynek, który właściwie jest kapizmem, a jeszcze, ja wiem, wszystkich z gorszy, oprócz tego jest jeszcze sen.
6344:  KMM - I to jest trzecia forma rzeczy, które robimy w ciągu dnia, oprócz pracy.
6348:  KMM - Więc myślę, że to, że bardzo dużo ludzi właśnie może powiedzieć, nie no słuchaj, no nie mam czasu, żeby sobie pograć w nową grę, mam czas, żeby obejrzeć 20 minut albo 40 minut serialu.
6358:  KMM - No to też mówi sporo o naszej rzeczywistości, dlatego tym bardziej uważam, że powinniśmy przepriorytetyzować myślenie o odpoczynku.
6365:  KMM - Albo na przykład nie mylić prokrastynacji z odpoczynkiem, to się często zdarza.
6368:  KMM - co mnie zdumiało ostatnio, jak to odkryłem, prokrastynacja to jest odkładanie zadań na później, okej, a odpoczynek to jest odpoczynek, to są dwie różne rzeczy, a jak słyszę, jak ktoś mi mówi, że prokrastynuje i, bo to często jest skrót myślowy, nie, że prokrastynuje oglądając Netflixa, czy coś takiego, odpoczywasz oglądając Netflixa, tak, prokrastynować będziesz wtedy, kiedy będziesz przy projekcie i będziesz odsuwał ten projekt, bo chcesz zrobić inny i to będzie łatwiejszy, a tamten odsuwasz cały czas, tak samo można odsuwać przez cały rok, prokrastinus po łacinie oznacza odkładać na później, nie odpoczywać.
6397:  BFP - Ale to właśnie ludzie, którzy są tymi hustlerami, zmienili znaczenie tego słowa albo próbują zmienić znaczenie tego słowa, nam wmawiając, że my prokrastynujemy robiąc coś takiego.
6407:  BFP - A nie, to my tak spędzamy formę, to jest nasza forma spędzania wolnego czasu i ładowania baterii.
6412:  BFP - To nie jest prokrastynowanie, to jest odpoczynek, relaks, rekreacja.
6415:  BFP - Nazwij to jak chcesz, ale nie nazywaj tego prokrastynacją.
6420:  DS - Ale też prawdą jest to, że jakby czasem zaczynamy to oglądać z intencją prokrastynacji.
6425:  DS - W sensie powinniśmy teraz robić coś innego, ale odłożę to na później i będę oglądać Netflixa.
6430:  DS - I wtedy dużo lepiej jest sobie tak psychicznie jakby powiedzieć nie.
6435:  DS - Jakby nie prokrastynuję teraz, po prostu decyduję się na to, że zrobię tam to później, a teraz po prostu odpoczywam i robię to dla siebie.
6441:  DS - No nie, bo zupełnie inaczej wtedy odbieramy ten serial i inaczej się czujemy wypoczęci.
6445:  BFP - Ale to jest właśnie ta świadoma ucieczka do, a nie od, nie?
6448:  BFP - To znowu trochę wraca do tej… Intencja.
6450:  BFP - Dokładnie.
6452:  KMM - Bo też tak, dlatego uważam, się też zgadzamy z Filipem, że warto jest obejrzeć trzy recenzje, a nie obejrzeć serialu, który na przykład okaże się nie wart naszego czasu, zwłaszcza dzisiaj, więc te trzy recenzje wcześniej warto obejrzeć, bo może właśnie ktoś obejrzał, kto trudni się tym,
6469:  KMM - i może sobie na to pozwolić i zna n innych produkcji, powie słuchaj, przeznacz swoje cenne godziny na coś innego, a jeżeli siądziemy przed Netflixem i następne dwie godziny spędzimy na wybieraniu filmu i koniec rzutem temu, kto tego nigdy nie robił wcześniej, no to to możemy rzeczywiście potraktować wtedy jako prokrastynację, bo ta intencja jest taka, że no w sumie my coś porobimy, żeby tylko nie pracować, ale tak naprawdę nie mamy tej intencji,
6493:  KMM - A teraz, teraz jest ten moment, pledzik, kakałko i jedziemy, wracamy do świata Ferunu i oglądamy sobie na przykład wspaniały film Dungeons and Dragons on All Among Thieves.
6503:  KMM - To jest zupełnie inna intencja i zupełnie inne podejście.
6506:  KMM - No to jest tak samo, jak ja bym siedział przed komet, zastanawiam się, no w sumie bym coś pograł, ale nie wiem w co.
6511:  KMM - A nie, gram w to i tyle.
6513:  KMM - I z nastawieniem właśnie, że teraz zamierzam spędzić dobrze ten czas.
6517:  JM - Mnie się w ogóle wydaje, że jeżeli podchodzimy do oglądania czegoś na Netflixie z myślą, że niby powinienem teraz coś porobić, popracować, ale chwilka na tym... Ja nie jestem pewna, czy my będziemy w stanie odpoczywać z taką myślą w głowie, że tak naprawdę odsuwamy obowiązek na później.
6539:  DS - Cały czas nas goni ten obowiązek.
6542:  JM - Psychicznie to nie jest relaks.
6544:  BFP - Kamień w bucie, który od razu sprawia, że czynność odbiera przyjemność.
6551:  BFP - Przeczytam trzy komentarze, bo one są naprawdę przyjemne i ciekawe.
6558:  BFP - Bardzo pobudzający jest ten komentarz i motywujący.
6561:  BFP - Bartosz Nowak napisał, w tym temacie się zgadzam, po 8-10 godzinach pracy w korpo.
6565:  BFP - Wolę Krzysztofa pooglądać grającego w Baldura Trójkę, niż samemu się chwycić za grę, bo też przeżywam historię odpoczywając na kanapie.
6574:  BFP - To jest w ogóle tak szokujące dla mnie, pomimo, że tak oczywiste, dlaczego ludzie na przykład chętnie sięgają po streamy, bo czasem naprawdę mają więcej zajęć niż my, są wyczerpani, nie chcą grać w grę, albo przytłacza ich ta gra,
6587:  BFP - ale mogą doświadczyć tej gry jeszcze w towarzystwie, odpoczywając.
6591:  BFP - To jest niezwykłe.
6593:  BFP - Druga rzecz, która jest cudowna, od Kluchenmuchen, czyli Karoliny, którą pozdrawiamy serdecznie.
6598:  BFP - Poznałem kiedyś gościa, który miał zboczenie na punkcie robienia rzeczy ważnych ciągle.
6603:  BFP - Zapytałem go, co w takim razie robi na klopie, skoro tak bardzo nie lubi marnować czasu.
6607:  BFP - Ogląda Maxa Kolonko.
6609:  KMM - Funtne miejsce.
6611:  BFP - Absolutnie.
6613:  BFP - Obieg zamknięty.
6615:  BFP - I Kacper Hanczyc, który napisał krótki komentarz, ale ważny dla nas wszystkich.
6620:  BFP - Napisał, dziękuję, lepiej mi się żyje dzięki temu, co właśnie mówicie.
6623:  BFP - I Kacper, ja śledziłem twoje komentarze, wcześniej napisał, rozwijając tę myśl, że dzięki tej rozmowie czuję, że nie muszę się czuć źle sam ze sobą, kiedy gram w gry.
6635:  BFP - I no taka jest też intencja tej naszej dyskusji i kurczę,
6642:  BFP - Dlatego też poświęcamy sporo czasu w swoim życiu na to, żeby także o tym opowiadać, a więc czasem idziemy krok dalej nawet niż tylko konsumujemy te rzeczy.
6650:  BFP - Przeczytam jeszcze szybko kilka komentarzy, które spływają.
6653:  BFP - Nie nauczono nas, mam wrażenie, mówi Pszo, właśnie świadomego eskapizmu.
6659:  BFP - To jest może kluczowe słowo.
6660:  BFP - Świadomego eskapizmu.
6662:  BFP - I to samo tyczy się świadomej prokrastynacji.
6665:  BFP - Nie ma na etapie edukacji chyba ani słowa o świadomym odpoczynku, że to jest wyrzucanie tony zadań.
6672:  BFP - Za to jest wrzucanie tony zadań.
6674:  BFP - Ja tylko przypomnę znakomity materiał Krzysztofa, on się chyba nazywał Lęciesie, który właśnie tego dotyczył.
6682:  BFP - Tego, że należy...
6685:  BFP - czerpać z odpoczynku w sposób właściwy i należy odpoczywać i umieć to rozdzielić od obowiązków.
6692:  BFP - I czasem kiedy łapiecie się na tym, że jakiś głos sumienia albo diabełek na waszym ramieniu mówi wam, ja nie wiem czy to co robisz jest koniecznie produktywne, a jest tego tym więcej im właśnie z takich hustlerów, takiej kultury.
6704:  BFP - ultrakapitalistycznej kultury tego, że to co musisz robić to pjąć się na drabinie zawodowej i społecznej, bo inaczej twoje życie jest zmarnowane i bezproduktywne, no to tym bardziej warto pamiętać o tym rozdzieleniu i tym bardziej warto kultywować, no to co Krzysztof mówił, lęcie się.
6720:  KMM - Mamy w sobie dwa symbionty.
6722:  KMM - Jeden to jest ten wewnętrzny strażnik, który każe nam zapierdalać aż utracimy dech, a drugi to jest wewnętrzne dziecko, które niestety zbyt dużo osób wylało z kąpielą w swoim czasie.
6735:  KMM - A ja lubię swoje wewnętrzne dziecko pielęgnować i czasem robić rzeczy głupie.
6739:  KMM - a wesołe, a sprawiające, że przypominają się właśnie te czasy, kiedy to można było zrobić.
6744:  KMM - Zanim ktoś powie mi, że tak uprzywilejowana sytuacja można, staram się to robić całe życie.
6749:  KMM - Nawet w najgorszych momentach swojego życia to robiłem.
6751:  KMM - I mogę śmiało teraz powiedzieć z perspektywy tego, jak patrzę na te momenty, których
6756:  KMM - bardzo nie lubię w swojej biografii, że absolutnie, gdyby nie eskapizm wtedy, umiejętnie praktykowany, ale i tak mający swe granice, ja nie mam zielonego pojęcia, jakby to się wszystko potoczyło.
6769:  KMM - Na pewno byłoby mi o wiele, wiele ciężej i musiałbym mieć zdecydowanie bardziej rozbudowaną pomoc, żeby wyjść z tego wszystkiego, w czym się znalazłem.
6778:  KMM - Więc pielęgnowanie wewnętrznego dziecka polecam.
6782:  BFP - Robert Rocker napisał, moi rodzice do dzisiaj nie rozumieją, jak mogę usiąść do kompa i spędzić kilka godzin grając w coś.
6788:  BFP - Żadne tłumaczenie nic nie dają.
6789:  BFP - Robert Rocker, mam dla ciebie gotowe rozwiązanie.
6792:  BFP - Wejdź wieczorami na kanał mój albo Krzysztofa, pokaż rodzicom, najlepiej obydwu tych gości, pokaż, że oni grają w gry, streamują dosłownie i powiedz, ci gości mają doktorat.
6804:  BFP - Obydwaj.
6804:  BFP - Ja wiem, nie wyglądają, ale mają, a mimo to spędzają swoje wieczory grając w gry i rozmawiając z ludźmi, którzy przychodzą na te streamy.
6812:  BFP - Może to będzie jakiś argument.
6814:  KMM - Jeszcze mam jeden, szybko, dla tej samej osoby.
6818:  KMM - Siądź z osobą, która tak do ciebie mówi i pokaż, pokaż czym się interesujesz, pokaż co cię zajmuje, daj jej wypróbować to, daj kontroler, przeczytaj fragment.
6830:  KMM - Czasem się to uda.
6831:  KMM - Nie mówię, że zawsze, ale ja robiłem takie eksperymenty w życiu i w wyniku tego eksperymentu na przykład moja mama dzisiaj zupełnie inaczej patrzy na gry niż patrzyła, bo moja mama zawsze była bibliofilką, a wystarczyło, że jej pokazałem.
6844:  KMM - Wystarczyło, że jej pokazałem, że to, co kocha w książkach, znajdzie w grze i diametralnie zmieniło się jej sposób patrzenia na to medium.
6852:  KMM - Wystarczyła jedna rozmowa.
6853:  KMM - Oczywiście to nie zawsze zadziała, ale, moi drodzy, trzeba próbować.
6857:  BFP - Ale tak, to w ogóle powiem,
6859:  BFP - I szczególnie to kieruję do młodych osób, które muszą konfrontować się z rzeczami, z którymi my już nie musimy, ale wspominaliśmy o nich.
6869:  BFP - Opowiedzcie o tych rzeczach z pasją.
6871:  BFP - opowiedzcie osobom, szczególnie wam bliskim, o tym z pasją.
6876:  BFP - Pokażcie, co z tego wynosicie, emocjonalnie i intelektualnie.
6880:  BFP - Tylko w taki sposób można spojrzeć na to inaczej, powiedzieć, kurczę.
6884:  DS - Tak, bo często rzeczy, tylko dzisiaj tu wtrącę, że rzecz nieznana często wydaje się komuś albo właśnie niebezpieczna, albo śmieszna.
6892:  DS - Więc właśnie czasem się uda poznać kogoś z tą rzeczą i wtedy właśnie możemy się spotkać z jakimś być może choć cząstkowym zrozumieniem.
6902:  BFP - Pozwolę sobie przeczytać jeszcze jeden komentarz, zanim zadam Wam ostatnie pytanie.
6906:  BFP - Patrycja napisała i to też chciałbym, żeby wszyscy, którzy nas teraz oglądają i wszyscy, którzy obejrzą nas później już w zapisie.
6914:  BFP - Wzięli sobie to do serca.
6915:  BFP - Patrycja napisała, warto po prostu uznać za element higieny zdrowia psychicznego eskapizm.
6920:  BFP - Skoro my jemy codziennie zęby, jemy, bierzemy suplementy i tak dalej, to dlaczego by nie zadbać o swój mózg?
6926:  BFP - I chyba jeżeli miałbym jedną myśl dla wszystkich do zapamiętania po tym spotkaniu, to jest to, że eskapizm jest przyjemnością.
6934:  BFP - Przyjemność jest w życiu ważna, tak jak odpoczynek.
6937:  BFP - Tak się składa, że eskapizm jest jednym i drugim.
6940:  BFP - Odpoczynek zazwyczaj jest przyjemny, ale nie musi być przyjemność, też nie zawsze musi być odpoczynkiem.
6945:  BFP - Ale eskapizm akurat najczęściej, najczęściej nie zawsze, ale najczęściej jest i przyjemnością i odpoczynkiem.
6952:  BFP - I w tym tonie chciałbym zadać Wam ostatnie pytanie.
6957:  BFP - Co jest dla Was obecnie odpoczynkiem i przyjemnością?
6960:  BFP - To znaczy w jaki świat albo w jakie światy w tej chwili uciekacie w swoim życiu codziennym?
6967:  BFP - Jaga?
6972:  JM - Tak naprawdę u mnie takim światem jest pisanie, bo tworzę coś, co po pierwsze mi się podoba, w co mogę zainwestować się całkowicie.
6987:  JM - co pozwala mi zdobywać też nową wiedzę, no bo podczas pisania istotne są researche, a ja akurat jestem tym typem człowieka, że jak ma scenę, w której pojawia się koń, to kończy się to kilkugodzinnym researchem na temat końskiej maści, rzędu, oczu końskich i różnych takich rzeczy.
7006:  JM - I potem to się kończy tak, że rzucam różnymi dziwnymi ciekawostkami w trakcie rozmów, niekoniecznie przyjemnymi, bo ja zapamiętuję całą masę,
7016:  JM - raczej makabrycznych ciekawostek, którymi uraczam na przykład przy stole w trakcie obiadu.
7022:  JM - Ale już się większość chyba moich bliskich do tego przyzwyczaiła.
7026:  JM - Także to jest taką moją formą eskapizmu.
7029:  JM - Co prawda trochę inaczej to wygląda, jak pracuje się pod deadline, które wydawnictwo wyznacza.
7035:  JM - Natomiast nadal jest to zanurzenie się.
7039:  JM - Jak siadam do komputera, jak już tak
7042:  JM - wszyscy się do tej sceny, którą pisuję, to ja nie wiem, kiedy godziny mijają.
7047:  JM - Nagle się okazuje, że jest 8 godzin później, a ja coś tam dłubię, wyobrażam sobie i tak dalej.
7052:  JM - Tak że jeśli ktoś ma w ogóle taką smykałkę pisarską, to na pewno będzie wiedział, o co mi chodzi.
7058:  JM - I z każdą inną dziedziną sztuki też tak jest.
7061:  JM - Jak ktoś potrafi ładnie malować, to też będzie zanurzał się w ilustracjach, które robi.
7067:  JM - Ktoś tworzy muzykę, to samo.
7071:  JM - To jest moja akurat forma obecna.
7074:  BFP - Ja tylko zaznaczę, że ta piękna okładka, którą widzicie, została przygotowana przez Dominikę Miszkę-Klimczak.
7082:  BFP - osobę, którą wiele osób z Bez Schematu zna, która tworzy także ilustracje na karteczki Bez Schematu i to też jest karteczka, którą dostaną patroni w tym miesiącu, pięknie rozkładana na dwóch skrzydełkach, ale właśnie ta ilustracja
7095:  BFP - prezentuje dokładnie ten proces, czyli kobiety, która tak się składa, ma rude włosy, zupełnie jak Dominika, ciekawe dlaczego, i ma zajączka, który wygląda jak Chihuahua, ciekawe dlaczego, i tworzy, maluje, więc to chciałem tylko powiedzieć, że wszyscy, którzy mają ochotę, mogą wesprzeć bez schematu na Patronite i dostać taką karteczkę.
7117:  BFP - Ale Dominiko, jaki jest świat bądź światy, do których uciekasz ty teraz?
7123:  DS - Ja właśnie wczoraj, zdaje się, tak to chyba było wczoraj, skończyłam uciekanie do świata One Piece i jest mi bardzo smutno, że skończył się pierwszy sezon.
7133:  DS - Teraz czekam strasznie na drugi i mam nadzieję, że będzie w nim naprawdę dużo tego gościa z wielkim mieczem, którego imienia oczywiście nie pamiętam.
7140:  DS - Nie pamiętam imion nikogo z tej serii z jakiegoś powodu, mimo że nie pamiętam tego Ronan Zorro bodajże.
7148:  DS - Pewnie pokręciłam, więc musicie mnie poprawić w komentarzach, ale w każdym razie bardzo mi się to podobało i motyw muzyczny One Piece'a jest po prostu tak świetny, że Krzysztofie, ja wiem, że ty nie będziesz tego oglądał, bo to jest kiczowate, ale obczaj sobie muzyczkę, bo muzyka powinna ci się naprawdę spodobać.
7168:  DS - A teraz właśnie nie wiem, co mam zrobić ze swoim życiem, bo jest tam za dużo możliwości, więc myślę, że pójdę, wybiorę łatwy wybór i ucieknę tym razem do Smoczego Księcia i wreszcie ostatni sezon zostanie pochłonięty, co chętnie potem Krzysztofie z tobą przedyskutuje, z tobą Filipie oczywiście też, jeśli jesteś na bieżąco i masz ochotę, ale nie wiem, czy oglądasz Smoczego Księcia.
7194:  BFP - Nie oglądam Smoczego Księcia, ale to co powiedziałaś natychmiast podsunęło mi znowu pewną myśl.
7199:  BFP - Znacie ten syndrom odstawienny, tego kaca post eskapistycznego, gdzie coś przeszliście wspaniałego albo obejrzeliście i nie chcecie już nic innego oglądać, bo to nie będzie lepsze.
7211:  DS - ale równocześnie czujesz, że musisz, bo inaczej ten ból będzie cały.
7214:  BFP - Tak, bo będzie większy, jak zostanę z tym sam.
7218:  BFP - Krzysztof?
7219:  KMM - Ja to mam po każdej powieści fantasy, bo u mnie jednak, jeżeli miałbym uczciwie powiedzieć, zawsze Skapisz będzie się wiązał z powieścią fantasy.
7227:  KMM - Dlatego ja nigdy nie mógłbym być recenzentem powieści fantasy, ponieważ byłbym zachwycony każdą.
7232:  KMM - Zresztą ludzie, którzy wpadają na stream już przyzwyczaili się chyba do tego, że ja nigdy nie utworzę żadnego rankingu, ponieważ za każdym razem to najlepsza powieść fantasy, którą polecam, to ta, którą przeczytałem w ostatnim miesiącu.
7243:  KMM - I teraz czytam na przykład Taszę Suri, jestem zachwycony absolutnie, bo sądziłem, że nie istnieje fantasy indyjskie, czy osadzone w mitologii hinduskiej, a proszę uprzejmie istnieje.
7252:  KMM - A kiedyś prawda jest taka też smutna, że nie dopuszczano pisarek, pisarzy z kręgów właśnie innych niż europejsko-amerykańsko-centryczne do obiegu głównego, a teraz to się powoli zmienia i cieszę się mega.
7264:  KMM - Ciekawy jestem, kiedy wreszcie będzie jakiś renesans fantasy na przykład afrykański.
7269:  KMM - O, to byłoby ciekawe, bo science fiction afrykańska już się przepchnęła jakoś do mainstreamu.
7274:  KMM - A do czytania aktualnie słucham głównie Last Mode, albumu The World as Power.
7280:  KMM - I jest naprawdę fantastycznie.
7282:  KMM - Wypchnęło to na razie mojego ukochanego Jeremiego Solai album The Northern Diaries z Niol.
7289:  KMM - Więc to jest też taka bardzo spokojna i eskapistyczna muzyka, która mi sprzyja, jak czytam.
7296:  KMM - I to jest mój eskapizm, nazwijmy to literacko-muzyczny, który się łączy jedno z drugim.
7301:  KMM - Natomiast w przypadku gier, to może powiem coś, w co nie uwierzy 90% osób, ale dla mnie eskapistyczne są streamy, ponieważ gry nie mogą być dla mnie eskapistyczne, odkąd się nimi zajmuję naukowo.
7313:  KMM - Muszę bardzo z konkretnym mindsetem usiąść do gry, żeby założyć, że na pewno jej do niczego nie wykorzystam naukowego.
7320:  KMM - Natomiast na streamie tak nie myślę i to jest cudowne dla mnie, więc łapię się na tym, że jakkolwiek mógłbym nie robić już do końca życia żadnego filmu na YouTube, a tak streamować przestać byłoby mi ciężko.
7332:  KMM - Więc to też jest ciekawe, że może to działać w dwie strony zupełnie.
7336:  KMM - Uśmiecham się do wszystkich, którzy lubią
7338:  KMM - oglądać streamy, zresztą ja również jestem oglądaczem streamowym, w tym sensie, że od dawna śledzę i czy Asmongolda, czy Lowco, Lowco z uwagi na moje upodobanie do StarCrafta, więc w sferze gamingowej też zachowałem jakiś eskapizm, ale to już jest właśnie ten eskapizm zapośredniczony, rzadko, rzadko, rzadko się zdarza i chyba potrzebuję do tego naprawdę dużych takich emocji, jak w Souls-like'ach, żeby poczuć to, co kiedyś czułem, jak odpalałem takiego Neverwintera i zatracałem się zupełnie.
7366:  KMM - Teraz potrzebuję jak widać potężnej wściekłości przy walce z bossem do tego.
7370:  BFP - To ja mogę jako ciekawostkę powiedzieć, że w ostatnim czasie rzeczywiście bardzo zanurzyłem się i z przyjemnością uciekałem już nawet poza streamami do świata cyberpunka, który to cyberpunk pięknie odżył po wszelkich zmianach, które wprowadził CD Projekt Red i jest
7386:  BFP - grą lepszą niż ją zapamiętałem, przyjemniejszą w ogrywaniu i chyba nigdy wcześniej, może ze względu na to w jakim stanie mentalnym wówczas byłem, czy jakie rzeczy mnie zajmowały, pierwszy raz tak bardzo doceniłem Night City i to jak zostało to miasto wykreowane, jak wyglądały te budowle, jak wyglądały te budynki.
7406:  BFP - jaka jest sieć autostrad, arterie tego miasta, co się dzieje na ulicach.
7411:  BFP - To jest naprawdę pasjonujące i z wielką przyjemnością dosłownie jeździłem, jeżeli tak można nazwać jazdę samochodem w moim wykonaniu.
7418:  BFP - W większości jest to po prostu Carmageddon, ale w większości delektowałem się po prostu tym miastem i muzyką, która tam leciała, bo tam jest sporo naprawdę dobrej, także polskiej, black metalowej muzyki.
7431:  BFP - A druga rzecz to jest Lem i Niezwyciężony i ostatnio osłuchiwany przeze mnie w audiotece audiobook, dobrze wyreżyserowany, chociaż źle zmiksowany, ale i tak warty bardzo posłuchania, bo Krystyna Czubówna jest tam narratorką i ma najwięcej tekstu.
7448:  BFP - Krystyna Czubówna, Daniel Olbrychski gra jedną z głównych ról, Astrogatora Horpacha.
7455:  BFP - Więc zanurzyłem się bardzo w tym audiobooku.
7459:  BFP - Już tylko godzina mi została i już trochę mi smutno, kiedy myślę, że się skończy, bo nie czytałoby mi się tak łatwo Lema, jak mi się go słucha.
7466:  BFP - To od razu mówię, to dlatego to jest tak ciekawe skapistyczne doświadczenie.
7470:  BFP - Natomiast wszystkich w ogóle zapraszam, którzy mają ochotę, żeby kontynuować ten temat i przeżyć Niezwyciężonego zaraz na drugi kanał Bez Życia, bo będziemy ogrywali grę Niezwyciężony i będziemy ją dzisiaj kończyli na podstawie tej powieści Lema, więc wkleiłem link, kto ma ochotę, ten niech dołączy.
7485:  BFP - Natomiast ja ze swojej strony chciałem jeszcze powiedzieć bardzo, bardzo, bardzo ważną rzecz.
7491:  BFP - Przedstawiłem moich gości na początku, tak jak to zwykłem robić kulturalnie, ale na koniec naprawdę to jest mój apel i prośba, żebyście subskrybowali wszystkie te kanały, które znajdziecie moich gości i gości w opisie pod filmem, czyli kanał Krzysztofa, bo...
7508:  BFP - Wszystko, co dzisiaj było poruszone, w jakiś sposób wybrzmiewa w jego materiałach, w jego filmach, także na jego streamach.
7514:  BFP - Żebyście subskrybowali na Instagramie, followowali kanał Legendystka, czyli Yagi, gdzie Yaga naprawdę dostarcza wam niemalże codziennie kawałek eskapizmu.
7525:  BFP - To znaczy możecie posłuchać o legendach, o...
7530:  BFP - bajdach, bo bujdach, bajdach szukałem właściwie.
7533:  BFP - Mi tak.
7533:  BFP - Mi tak, chyba jednak mi tak powiem.
7535:  BFP - Pójdę w tę stronę.
7536:  BFP - Nie będę przedobrzał.
7538:  BFP - Które nie zawsze są tylko i wyłącznie słowiańskie i bardzo was do tego zachęcam, żeby followować Jagę właśnie na Instagramie, bądź na TikToku, jeżeli wolicie i mieć te drobne kawałki właśnie takiego eskapizmu, który też ma swoją przewagę, bo możecie sobie na niego pozwolić w pracy.
7554:  BFP - Wychodzicie na moment do toalety i oglądacie roleczkę, która trwa.
7558:  JM - Do brązowego gabinetu.
7559:  BFP - Do brązowego gabinetu, tak.
7563:  BFP - Mały inside joke, zapraszam na Niezwyciężonego, to się dowiecie czym jest brązowy gabinet.
7569:  BFP - I oczywiście Czerwie Fantastycznego, czyli Dominikę, gdzie Dominika nie tylko...
7574:  BFP - Śledzi to, co się dzieje w świecie fantastyki i dzieli się swoimi jarającymi ją rzeczami, ale także często zaprasza osoby, z którymi dyskutuje od strony praktycznej na temat tego, co jest dla nas potem światem do ucieczki, czyli na przykład z pisarzami fantazy.
7588:  BFP - Naprawdę, subskrybujcie proszę te kanały i followujcie.
7591:  BFP - Chciałaś coś powiedzieć.
