Jak wygląda dojenie znanych marek - gościnnie Krzysztof M. Maj i Bez/SchematuBez/Schematu
🔗 https://www.youtube.com/watch?v=z2luWI23esY
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
RP (Radosław Pisula, Full Frontal Pisula, Napisy Końcowe)
OR (Oskar Rogowski, Napisy Końcowe)

0:  OR - Hej, witajcie na Napisach Końcowych.
5597:  OR - jak mieliśmy spam, spam tu i tam, po prostu mieliśmy wypuście, wypuście już od tych gorszych rzeczy, te groźby śmierci, te harassment tych wszystkich członków, wiecie, Warnera i tak dalej, no i w końcu dali temu Snyderowi te dużo więcej pieniądza niż powinno być, tam koło 90 milionów, czy tam ile nie dali,
5616:  OR - I on zrobił ten SnyderVerse i miał chujową oglądalność na tym HBO Max.
5620:  OR - Jakby miał jedną z najgorszych oglądalności.
5624:  OR - Filmy, które trafiały jednocześnie do kin i na HBO Max miały wyższą oglądalność niż SnyderVerse.
5630:  OR - A wydawało się jednak, jak wszyscy doświadczaliśmy tego odzewu fanów, że chcemy więcej, że to jest kurde, że jak to wyjdzie, to kurde będzie, wiecie, będzie zainteresowanie jak trzeba.
5643:  OR - No jak się okazało nie było.
5645:  OR - Ja wiem, że tam były te afery z botami, wszystkimi rzeczami, ale mimo wszystko ja nie chcę bronić tu w żaden sposób tych wielkich korpo, ale mimo tego zastanawiam się na ile ten motyw, kiedy fani mówią nie, chcemy kolejny sezon, to nie okazuje się, że to jest pięć głośnych osób.
5664:  BFP - Znaczy, ja mogę powiedzieć, może miał samą oglądalność, ale dał mi najlepszy wieczór w trakcie najgorszej pandemii, jaki miałem wtedy, kiedy się ukazał.
5675:  BFP - To jest dla mnie ciekawy przypadek, bo ja mam takie poczucie, że on, nie wiem jak to się stało, znaczy wiem jak to się stało, bo uważam, że kiedyś powinien powstać film o tym.
5684:  BFP - Film o powstawaniu, absolutnie.
5686:  BFP - Tak, film, bo to jest coś niesamowitego.
5688:  BFP - I to jest kriminał też.
5691:  BFP - Ale to naprawdę jest produkcja, która powstała w jakiś sposób jako podziękowanie dla fanów, a nie właśnie z pobudek finansowych.
5701:  BFP - Ja mam takie wrażenie, że naprawdę mało kto się łudził, że ten film będzie w stanie na siebie zarobić, biorąc pod uwagę jakie pieniądze w to włożono, bo malwersacje z Akasnajdera doprowadziły do tego, że wydano więcej niż planowano.
5713:  BFP - On cały czas zwiększał budżet i był w stanie to wynegocjować.
5716:  OR - Oj nie, nie, nie.
5717:  OR - Nie śledziłeś, przepraszam, że się przerywam, ale nie wiem, czy śledziłeś te informacje wszystkie zakulisowe, bo sorry, w Warnerze był tak dziki zachód, tam się ludzie dali zastraszać, tam się ludzie dali na obiecanki lecieć.
5729:  OR - No przecież dopiero co mieliśmy Blackadama, w którym już The Rock był o krok od zrobienia swojego własnego mini-uniwersum DC, że on już Henry'ego Cavilla ściągnął na chemię, już Henry Cavill wrzucał na social media, że on wraca jako Superman.
5743:  BFP - Już Wiedźmina zostawił.
5745:  OR - Więc ja bym nie szedł tak daleko, jak mówienie tego, że tam się nikt nie łudził.
5751:  OR - Mam wrażenie, że tam było dużo zastraszania, dużo kolesiostwa, dużo łudzenia się.
5755:  OR - Ja nie przypisuję tego niestety jako ruch wielkiego podziękowania dla fanów.
5761:  BFP - Ja myślę, że to co najwyżej mogło być myślenie perspektywą tego, że to odrodzi właśnie to uniwersum Snydera i że z tego będą w przyszłości zyski.
5771:  BFP - Pamiętajcie, że to była pandemia i niewiele można było też zrobić.
5775:  BFP - I to była jedna z produkcji, które można było zaoferować ludziom, biorąc pod uwagę, jak niewiele było tam do kręcenia na planie, a jak dużo było do wykorzystania materiału, który już był.
5786:  BFP - Ale nie będę... Panowie, wy zjedliście zęby na tym temacie, więc ja się nie będę mądrowy.
5791:  KMM - Warner ma inne IP, które potrafił spieprzyć, zajechać, co też jest niesamowitym osiągnięciem.
5796:  OR - Piękne dojenie marki, właśnie.
5797:  OR - Harry Potter weźmy, tak?
5799:  KMM - Tak.
5802:  KMM - To, co tam się dzieje, przecież swoją drogą właśnie na prezydium zarządu Warnera powstał punkt, to był jeden z głównych punktów czas jakiś temu, to było parę miesięcy temu dosłownie.
5814:  KMM - Musimy coś zrobić z podterem, tak?
5815:  KMM - Znaczy Rowling odstawia transfobiczne wybrykki na Twitterze, no to to jest raz.
5820:  KMM - Drugi nasz problem jest taki, że fantastyczne zwierzęta jakie znaleźć są niczym.
5824:  KMM - Trzeci nasz problem polega na tym, że nie mamy żadnego serialu, a czwarty nasz problem polega na tym, że wszyscy mają nas za idiotów, ponieważ mamy jedno z największych IP w popkulturze i nic z tym nie robimy.
5834:  OR - A jednocześnie Hogwarts Legacy ma jedną z największych ilości preorderów w historii.
5838:  KMM - Więc właśnie.
5839:  KMM - I ludzie to obserwują, patrzą na to.
5841:  KMM - Niektórzy też patrzą krytycznie, patrząc na to, jak wygląda edycja kolekcjonerska.
5844:  KMM - Nie wiem, czy wy widzieli, to jest taka różdżka z plastiku, do której jest biały kabel dołączony.
5850:  KMM - Różdżka lewituje, ale jest ten biały kabel.
5855:  KMM - Magia!
5855:  BFP - W ogóle nie będę zdziwiony, jak to wyciągniesz na jednym ze streamów.
5858:  BFP - Także...
5862:  KMM - Rzeczy, które lubisz.
5863:  OR - Powiedz, kiedy będę oglądał.
5864:  KMM - Ja jestem intensywnie zainwestowany w uniwersum Pottera, mówiąc bardzo eufemistycznie i nie ukrywam, że bardzo bolałem patrząc na to, jak to był dla mnie taki koronny przykład, znowu zaczyna się kompletnie ignorować całkowicie wagę świata i w którymś momencie zbija się aktor i nawet nikt tego nie tłumaczy, nie?
5883:  KMM - Zmienił się wygląd postaci.
5884:  KMM - Co tam, że w naszym uniwersum zmienianie wyglądów postaci to tak temat drugiej części filmu w całości, ale teraz to tak się... Magia!
5895:  KMM - I tyle.
5896:  KMM - Jezus Maria!
5897:  KMM - Ja siedziałem przez... Ja nie mogłem uwierzyć, co się dzieje na początku, że nikt mi nie tłumaczy, dlaczego Grindelwald zaczyna wyglądać jak księgowy z Nowojorski i przestaje wyglądać jak szalony Johnny Depp.
5907:  KMM - Ja rozumiem, że był wcześniej proces z Amber Heard, ale równocześnie tego nie było w filmie.
5911:  KMM - Dlaczego nikt nic nie...
5914:  OR - Ja akurat jestem wielkim zwolennikiem recastów, ale z drugiej strony, tak jak mówisz, jeżeli masz uniwersum, które stoi... Tam zmiana wyglądu ma znaczenie.
5924:  OR - Tak, które stoi, to jakby jest trochę inna sprawa, bo ja na przykład nie miałbym nic przeciwko, gdyby Black Panther pojawił się nowy, bo Chadwick Boseman zmarł.
5930:  KMM - Ale absolutnie nie, natomiast tutaj, wiesz, tutaj są, core'owe rzeczy są troszeczkę inne i też fani od lat mówią, maruderzy, Azkaban, starożytność świata, dajcie nam to.
5941:  KMM - nikt tego nie słucha, nikt z tym nic nie robi, a wiecie, a na YouTubie wychodzą coraz róż... nowe lore videos, które są na ten temat, które mają milionowe wyświetlenia, parędziesiąt milionów wyświetleń i ja mam wrażenie, że nikt tych liczb nie śledzi.
5955:  RP - Wiesz co, z tym rozwojem świata, bo ja też jestem wielkim fanem Harry'ego Pottera od dziecka, nie, i...
5961:  RP - Ja wiem, jak mogło to wyglądać na poziomie tym producenckim i w Warner Bros., jak oni planowali dalej rozwój tego świata.
5967:  RP - Nie skończyły się książki, co mamy teraz robić, nie?
5969:  RP - To nie, nie myślimy o tym, jak ten świat można naturalnie rozwinąć.
5973:  RP - Zróbmy serial o Aurorach.
5976:  RP - To są zajebiści, wiesz, super detektywi policjanci magiczni, nie?
5980:  RP - Którzy związują sprawy z miejsca, nie?
5982:  RP - To samo graj, nie?
5983:  RP - Potter jest z tym połączony jako postać, też mógłby się pojawić cokolwiek.
5986:  RP - O nie, oni myślą, co jest jeszcze napisane z Harrym Pottem?
5989:  RP - No jest ta mała książeczka, fantastyczne zwierzęta.
5991:  RP - Rozbijmy to jakoś, tam nie było materiału na nic.
5993:  RP - Jak hobbit.
5993:  RP - Zrobili z tego trzy filmy, które są o niczym, nie?
5995:  RP - Mhm.
5997:  RP - Ale to jeszcze inna sprawa, nie?
5998:  RP - Ale zrobimy z tego, nie?
5999:  RP - I oni później też myśli, ja pamiętam jak tam były te plany, że zupy tą historię Quidditcha, nie?
6002:  RP - Jakiś film o Quidditchu.
6003:  RP - Ja mówię, co?
6003:  RP - Wiesz, to nie ma zupełnie sensu.
6005:  RP - I za chwilę, a wiem, że oni też wzięli w pewnym momencie to przeklęte dziecko, zobaczyli i... O kurwa, tego to nawet my nie zekranizujemy, nie?
6013:  KMM - Tego się nie da odratować.
6015:  RP - Ale wokół tego, tutaj nikt nie patrzy, tak jak ty, wiesz, mówisz zawsze o światotwórstwie, nie?
6018:  RP - I tutaj nikt nie patrzy, jak można rozegrać to światotwórczo i wykorzystać rzeczy, które były w tych książkach wcześniej, które można rozwinąć zajebiście, bo tam jest potencjał masakryczny na fajne rzeczy.
6028:  RP - Nie, róbmy z tego, co mamy tutaj napisane, co jest twardo, wiesz, na papierze, nie?
6032:  RP - To nie ma sensu zupełnie, tu nie ma pomysłu.
6034:  KMM - Ale jeszcze twój przykład z Aurorami jest o tyle dobry, że wiesz, że bierzesz nową publiczność, to znaczy nie bierzesz już dorastających dzieciaków, czyli nas z Potterem, tylko bierzesz np.
6044:  KMM - ludzi, którzy po prostu poszliby na dobry kryminał, tak?
6046:  KMM - Tak, tak.
6046:  KMM - To trochę tak mam wrażenie, że teraz jest The Last of Us, że na to nie będą tak oglądać wyłącznie fani gier,
6051:  KMM - Dlaczego?
6052:  KMM - I tutaj jest szereg przyczyn, o których można byłoby długo opowiadać.
6055:  KMM - I to samo w tym przypadku.
6057:  KMM - Świetnie, zostawmy core fantasy, ale dorzućmy do tego jakiś inny gatunek.
6061:  KMM - Zróbmy powieść drogi w uniwersum.
6063:  KMM - Cokolwiek.
6064:  KMM - Jest miliard różnych opcji, tylko trzeba przestawić się na inne myślenie, a nie właśnie myślenie asetami.
6068:  KMM - Bo też wstawili Dumbledora, bo musi być Dumbledore.
6071:  KMM - O, wstawili Hogwart, bo musi być Hogwart.
6073:  KMM - Co z tego, że w tym Hogwarcie nagle ludzie wszyscy zaczęli nosić garnitury?
6077:  KMM - Co mnie ominęło, gdzie Dumbledore był słynny z tego, że pojawił się na Privet Drive w wyfiokowanym jakimś dziwnym stroju i wszyscy na niego patrzyli jak na debila, a nie tutaj garniaczek.
6089:  RP - Mamy Jude Law się pojawia, nie ubierzesz go w te szmaty, nie?
6092:  OR - Ubierzmy go ładnie.
6095:  OR - Ja mam dzisiaj fobię w wszystkich Gwiezdnych Wojnach, fobię po Robo-Luku Skywalkerze właśnie jako asset, który... Ja oglądam Andorra, ja wiem, że Luke Skywalker...
6105:  OR - Ja wiem, że on jest małym chłopcem, ale ja się boję, że on przeniósł się w czasie po to tylko, żeby pojawić się tutaj, bo po prostu muszą go gdzieś wstawić.
6114:  OR - Mocą się stał się.
6115:  OR - Duchem mocy, który przenosi się w czasie.
6117:  OR - Skoro to poruszycie, to na sam koniec.
6119:  OR - Chciałbym was zapytać.
6122:  OR - Mówimy właśnie o różnych markach, o tym, jak one są kontynuowane, więc chciałbym, żeby każdy z was wymienił dwa projekty,
6130:  OR - Jeden to jest marka, która została wydojona, ale chcielibyście, myśląc absolutnie życzeniowo, żeby ktoś zrobił jeden jeszcze jakiś duży projekt z tej zajechanej, dojonej, dużej marki, na którą byście sobie życzyli.
6147:  OR - Tutaj były przykłady podawane.
6150:  OR - A drugi to taki, o którym może słyszeliście, że powstaje,
6155:  OR - i niczym Filip do Michonne i Ricka, żartuję już, ale do którego autentycznie macie jakieś nadzieje z jakiegoś powodu, że w tym projekcie
6166:  OR - Może jest coś więcej, bo wymienialiśmy takie, które powstają i wszyscy patrzymy i patrzymy.
6171:  OR - Wiemy, co to będzie na przykład.
6172:  OR - Ale czy macie takie projekty, mówię, z jednej strony życzeniowe myślenie, a z drugiej strony, czy jest coś, o czym autentycznie myślicie, że coś jest taki potencjał.
6182:  OR - Chodzi mi o te marki, o których wiemy, że jest w nich, nie mówię o jakichś niszowych, wiecie, drobnych rzeczach, bo one często wychodzą dobrze, tylko o te marki, w których jest potencjał studia na dojenie.
6197:  BFP - rozumiem, że to pierwsze to było na to, co autentycznie czekamy i chcieliśmy, żeby powróciło i powraca, tak?
6203:  OR - Ale możesz nawet nie słyszeć o żadnym dobrym projekcie w tej kwestii, ale coś, o czym odnośnie masz nadzieję, że będzie dobre, albo masz nadzieję, że coś z tą marką jeszcze zostanie zrobione i mimo tego została zadojona.
6215:  BFP - To ja chciałem właśnie wziąć tą, o której mówiłeś na początku, czyli że zadojona, a ja czekam po prostu jak głupi wpierniczając ciastka i popijając mlekiem i powiem to specjalnie po to, żeby sprzedać ci potężny cios prosto w nerkę, a mianowicie Wolverine i Deadpool.
6233:  BFP - Absolutnie czekam na to i bardzo się cieszę, że Logan jako Hugh Jackman powróci.
6239:  BFP - Naprawdę.
6240:  BFP - Okej.
6240:  BFP - Dziękuję.
6245:  S03 - Relacja Oscara z Hugh Jackmanem i jego powrotem to jest duża historia.
6249:  BFP - Tak, Krzysztof my new best friend, będzie założona grupa, będę pominięty całkowicie, zapraszamy Krzysztof do kolejnej pogadanki z napisami końcowymi, ale powiem szczerze, że takie co do których mam nadzieję, a gdzieś już wydawała się ta marka zakopana, to jest jedna z najważniejszych marek w moim życiu.
6265:  BFP - To jest Indiana Jones.
6266:  BFP - I mam duże nadzieje co do tego, jak to będzie wyglądało.
6270:  BFP - I wbrew sobie wierzę, że Avatar 3 może być lepszy niż Avatar 2.
6274:  BFP - Okej.
6277:  S03 - To nie będzie trudne pod względem popularnym.
6280:  RP - Czekaj, co u mnie takiego...
6285:  BFP - Ale zabiłeś mi dźwięka teraz, chłopaki.
6288:  BFP - Zabrał mi Wolverina i Logan.
6291:  OR - Nie, ale autentycznie to ja, zanim jeszcze się namyślacie, to ja jeszcze powiem... Kurde, ja bym... Ja życzę sobie, żeby każdy film był dobry.
6299:  OR - Ja nigdy nie rozumiem tego, jak ktoś mówi mam nadzieję, że to będzie gówno.
6302:  OR - A to jest idiotyczne.
6304:  OR - Nienawidzę się i chcę, żeby ten film był gówniany.
6306:  OR - Chcę go obejrzeć i cierpieć, wiesz, katusze, bo będzie gówniany.
6310:  OR - Ja nie rozumiem tego.
6312:  OR - Jakikolwiek... Wiesz co?
6314:  OR - Ja trzymam kciuki, że uwaga, Liam Hemsworth wejdzie, ten serial już mało kogo będzie obchodził i zrobi najlepszego Geralta w historii.
6323:  OR - Ja wiem, że to jest nieprawdopodobne.
6325:  OR - Ja wiem, że to jest, są, jest, wiesz, prawdopodobne są rzeczy, że nie wiem, inne są dużo bardziej, ale ja absolutnie mu kibicuję.
6334:  OR - Nie ma takiej sytuacji, żebym ja nie kibicował, chyba, że ktoś jest chujem w prywatnym życiu i dobija ludzi, to wiadomo.
6341:  OR - Ale generalnie, jeżeli powstał jakiś projekt,
6343:  OR - Ja nie ma takiej opcji, żebym ja nie kibicował, żebym dostał najlepsze możliwe dzieło, jakie się da.
6348:  OR - Żeby ten... I nagle, wiesz, wchodzi i myśleliśmy, Liam, byłeś drewnem w każdym filmie, w jakim cię widziałem, ale ty się urodziłeś, żeby grać Geralta.
6356:  KMM - Będziesz idealnym Geraltem.
6357:  OR - Ale ty się urodziłeś, żeby grać Geralta.
6359:  OR - Nie wiem, pewnie nie, ale wiesz, kibicować zawsze kibicuję.
6363:  KMM - Ja chyba z takich rzeczy, które zostały zapowiedziane, ale są z bardzo wydojonego uniwersum, no to muszę powiedzieć o Star Warsach i Star Wars Eclipse, to znaczy Quantic Dream versus moje ukochane uniwersum.
6376:  KMM - No nie mogę się tym nie hype'ować strasznie, biorąc pod uwagę to, że zobaczyłem jaki był gigantyczny przeskok technologiczny między Beyond Two Souls a Detroit Becomes Human.
6387:  KMM - nie pod porównania, no to mam nadzieję, że Star Wars Eclipse będzie jeszcze wyżej, biorąc pod uwagę, ile nad tym pracują i że wszystko wskazuje na to, że tam jakieś te starożytne fajne motywy będą, gwiezdno-wojenne, które zawsze mnie nęciły najbardziej.
6399:  KMM - Nie rozumiem, dlaczego nikt nie robi nic z Wysokiej Republiki albo z Wiecznego Imperium.
6403:  KMM - Są przeciekawe rzeczy, które są samograjem totalnym.
6406:  KMM - Właśnie Oscar by nie cierpiał, bo nie pojawiałby się tam lub bo by nie mógł się tam pojawić, tak?
6411:  KMM - Ja czekam, aż on zagnie przestrzeń i to jeszcze zanim był tym starym Jedi.
6415:  KMM - Tak.
6417:  KMM - A druga rzecz, na którą czekam, mimo że hype jest w obrębie fandomu Brandona Sandersona duży, bo Brandon Sanderson dropnął poza tym, że zgarnął najwięcej na Kickstarterze jak kiedykolwiek jakikolwiek pisarz,
6432:  KMM - za swoje projekty książkowe, to również zapowiedział, że jest w toku rozmów z różnymi platformami streamingowymi nad serialem w uniwersum Cosmere.
6441:  KMM - A uniwersum to uważam za jedno z najciekawszych w ogóle, jakie w tej chwili współczesnie powstają.
6445:  KMM - Można lubić pisarstwa Sandersona, można go nie lubić, ale jedno mu trzeba oddać, pomysły, które ten człowiek ma, są kompletnie odwalone.
6453:  KMM - To, co on potrafi wymyślić w
6456:  KMM - Szybki przykład, który może być interesujący dla ludzi nieznających kosmir.
6460:  KMM - Trawienie metali w żołądku powoduje czarowanie i jest efektem całego systemu magicznego.
6465:  KMM - Znaczy, żeby wpaść na coś takiego, trzeba być nim.
6468:  KMM - I teraz wyobraźmy sobie dobrą, ale dobrą adaptację tego.
6473:  KMM - Teraz mogę powiedzieć dobrą w stylu chociażby The Last of Us, z dobrym reżyserem, ze świetnymi efektami specjalnymi.
6479:  KMM - Boże drogi, dałbym wszystkie pieniądze, żeby coś takiego zobaczyć.
6482:  KMM - I co więcej, miałbym pełne zaufanie do Sandersona, że jeżeli zachowałby kontrolę kreatywną, to mogłoby być z tego dobre uniwersum, bo jak na razie on sam praktycznie 75% swoich twórczości opiera na jednym uniwersum.
6496:  KMM - Wszystko osadza w jednym świecie i dobrze mu to wychodzi, czyli się da.
6500:  OR - Muszę wrócić do Drogi Królów, bo ja odbiłem się od tego, ale nie dlatego, że mi się nie podobało czy coś takiego, to jest jednak dłuższa lektura, przy której jak zająłem się czymś innym, to był problem z wróceniem.
6512:  OR - W tym momencie czytam Sandersona, bo ja jestem, zaraz powiem, to będzie mój pick, ze świata Magic the Gathering, jego króciutką historyjkę, nazywa się Child of the Nameless bodajże,
6523:  OR - Okej, kojarzę.
6525:  OR - I zajebiście mi się podoba, więc pewnie wrócę.
6528:  RP - Okej, Radek?
6530:  RP - Wiesz co, ja to powiem tak ogólnie, bo ja też bardzo czekam na tego nowego Indiana Jonesa i ja wierzę, że on będzie dobrym filmem, bo James Mangold już udowodnił dwukrotnie, że potrafi bohatera popkultury wziąć starszego i fajnie pokazać jego historię.
6545:  RP - Tak było z Johnnym Cashem na pierwszym razie, tak było z Loganem, nie?
6549:  RP - Udało mu się i ja wierzę, że on tego też podsumuje fajnie życie Indiana Jonesa w tej jego już chyba ostatniej historii filmowej.
6557:  RP - I wierzę w ten projekt.
6560:  RP - Też z tych marek, które są już na maksa wyjechane, no to Batman cały czas jest marką zajechaną jak się da, ale czekam bardzo na ten serial z Pingwinem.
6567:  RP - Bo Colin Farrell był fantastyczny w filmie i on tu jest tyle miejsca, żeby pokazać ten świat Batmana z innej strony.
6573:  RP - że jest tak całkowicie z tego poziomu tych machlojek gangsterskich, żeby to się nie opierało na pelerynach, żeby ten Batman był tylko tym boogeymanem, który gdzieś tam u dacha przemyka.
6581:  RP - To niby miał być w Gotham, a wiemy jak się skończyło.
6583:  RP - Tak, tak, tak, ale widać gdzieś tam kawałek peleryny, coś takiego, niech tyle zostanie, niech tam nie będzie Batmana, niech to będzie pingwin, który robi swoje rzeczy, bo pingwin w tym filmie był absolutnie zajebisty.
6592:  RP - To jak się zachowywał, jak się odzywał, jak kombinował, to bym chciał zobaczyć.
6597:  RP - I tak na szybko jeszcze...
6599:  RP - Nie wiem, to są takie dwa projekty, które mi przychodzą na szybko do głowy.
6602:  RP - Wiesz co bym jeszcze zobaczył?
6604:  RP - Gwiezdne wojny, jak już mówiliśmy o tym, że dostajemy różdżki na kablach, ja bym chciał w końcu zobaczyć miecze świata na kablach.
6611:  RP - Takie jak były konkretnie, historycznie.
6614:  RP - Tak, te prototypowe, moje ulubione miecze światne były z kablami, więc zobaczyłbym jakąś historię z tym.
6619:  OR - To ja powiem tak, jeśli chodzi o rzeczy, które nadchodzą.
6625:  OR - Mam pewne nadzieje co do nadchodzącego serialu Marvela Secret Invasion, z tego powodu, że mam wrażenie, że to jest mniej więcej projekt rangi zainteresowania Andorra.
6636:  OR - To jest Nick Fury, który nie jest superbohaterem, to jest ta postać, która też zniknęła na jakiś czas.
6643:  OR - Nick Fury jest popularny, ale to nigdy nie był ten pierwszoplanowy superbohater, który biega z tym typem, z królem tym, który był tam gdzieś, Talosem.
6656:  OR - I widzieliśmy w trailerze jak się pojawia Rhodey, ale bez zbroi, nie War Machine, tylko gdzieś tam się przechadza Rhodey.
6661:  OR - Mam wrażenie, że to jest projekt, który nawet nie ma jakiejś wielkiej promocji.
6664:  OR - Ja pamiętam jak była Miss Marvel promowana właśnie, She-Hulk i tak dalej.
6667:  OR - To już niedługo wychodzi, a mam wrażenie, że to promocji prawie nie ma żadnej.
6671:  OR - Ja pamiętam jeden trailer, który był do tego.
6673:  OR - I dlatego mam pewną nadzieję, że to może być ten serial, który...
6677:  OR - Nie musi promować nam nowego najważniejszego superbohatera Marvela.
6681:  OR - To nie musi być ta postać, która teraz się pojawi w tym kolejnym filmie w duecie z kimś.
6687:  OR - Nie, to jest Nick Fury z Kamala.
6689:  OR - To już gdzieś tam któryś raz niech tam sobie chodzi z tym i szuka gdzie jest króle, gdzie jest, wiecie, porywacze, zamianę ciał i tak dalej.
6697:  RP - To jest fajne wejście gatunku innego, w końcu coś nowego, coś ciekawego.
6702:  OR - Obiecują nam tą ideę paranoi, że ponieważ mamy do czynienia ze zmiennokształtnymi, to przez cały serial masz nie wiedzieć, czy osoba, z którą rozmawia bohater jest podstawionym z królem, czy jest...
6714:  OR - Faktycznie osobą z tyłu rozmawiam.
6716:  RP - Tak, to przypomina ten moment, kiedy były świeże rzeczy w MCU i kiedy pojawił się ten motyw, że S.H.I.E.L.D.
6722:  RP - jest inflitywowany przez Hydra i mieliśmy Heil Hydra, pojawiały się te motywy, to było super, że każdy może być postawiony, ktoś tutaj może kombinować i ja tego chcę więcej, jak kosmici się mają pojawić na Ziemi i robić takie rzeczy, super.
6734:  OR - Tak, to może być oczywiście w MCU seriale generalnie niemi nie podeszły
6739:  OR - znacznej większości, ale ponieważ to jest to zrobione na boku, to to jest jedno.
6742:  OR - Natomiast drugi projekt, to chociaż od jakiegoś czasu to oczywiście ogromna drama związana właśnie z byciem zbyt bardzo korpo Wizards of the Coast, czyli firmy odpowiadającej za Dungeons & Dragons, z którym ja na co dzień żyję jakby z tą dramą ze względu na to, czym ja się zajmuję, ale też Magic the Gathering, ale jakiś czas temu pojawił się trailer filmu Dungeons & Dragons.
6769:  OR - I on wygląda naprawdę dobrze.
6772:  OR - On wygląda jak taka kompletnie niezobowiązujące fantasy, w którym nie chcemy za wszelką cenę sprzedać wam...
6778:  OR - wyniosłych, wiecie, motywów, jakichś rzeczy tutaj wielkiego zawiłego politycznych machlojek, tylko jest hejst.
6787:  OR - Masz bandę ekipy fantasy, która standardowo kradnie coś, czego nie powinna kraść i odpala jakieś magiczne zło i tyle.
6796:  OR - I mam wrażenie, że tamta obsada z Chrisem Pine'em na czele, przynajmniej z tego, co widzieliśmy po wszystkich materiałach promocyjnych, naprawdę się dobrze bawi.
6806:  OR - No a jednak umówmy się.
6808:  OR - Dungeons & Dragons teraz no Vox Machina trochę się to odbija swoją animacją, ale no pamiętamy film Dungeons & Dragons, który istniał i generalnie cały czas niestety mówię o marce, ale trochę oszukam i powiem bardziej o gatunku fantasy na dużym ekranie
6830:  OR - niestety nie działa.
6831:  OR - W sensie, wierzę, że mogłoby działać i chciałbym, żeby ten film zadziałał, ale wiecie, na jednego Władcę Pierścieni, tą jedną piękną żyrogię, przypadły Eragony, Warcrafty, inne Young Adolty, które po drodze się jeszcze napatoczyły.
6847:  OR - Wszystkie niestety filmy fantasy, które wychodziły,
6851:  OR - były o kan dupy rozbić generalnie.
6853:  OR - Poza, mówię, przy Władcy Pierścieni.
6855:  OR - Bo seriale to trochę inna bajka.
6857:  OR - W serialach fantasy się sprawdzało, być może ze względu na to, jak duże są te światy, jak czasu potrzebują, żeby trochę pooddychać, ale na dużym ekranie to nie działało.
6865:  OR - I jak patrzę na to Dungeons & Dragons i myślę, że ktoś nie chce nam koniecznie sprzedać całej historii świata w te dwie godziny, jak w Warcraftzie próbowano opowiedzieć nam wszystko, co się w tym świecie stało.
6875:  OR - Każdą rzecz, tylko wrzucić nas w ten świat i pokazać w nim
6879:  OR - głupi hejst, nic więcej, jakąś drużynę przegrywów, która działa a la Guardians of the Galaxy, to muszę powiedzieć, że mam nadzieję, że to faktycznie, mam oczekiwania pewne, że to będzie taka dobra rozrywka bez żadnych oczekiwań większych.
6897:  OR - Natomiast jeśli chodzi o marki, które nie widzę żadnego takiego projektu na horyzoncie, a chciałbym, żeby ta marka podniosła się, że tak powiem, po tym dojeniu,
6909:  OR - No to u mnie to jednak cały czas jest moja, no podobnie, Star Wars.
6914:  OR - To jest Star Wars.
6915:  OR - Tak, wierzę, że drugi sezon Andora dowiezie, ale to jest ten Andor na boku, a ja bym chciał, żeby oni pokazali, że mogą strzelić film, cholerny film w kinie Star Wars, który wyjedzie, pokaże nam, słuchajcie, mamy pomysł, nie uciekamy, nie boimy się po tym, co jak rozchlastaliśmy z trylogii sequeli do niczego,
6937:  OR - Nagle wiecie, wszystkie uschowaliśmy projekty, nie mieliśmy żadnego planu projektu na to wszystko.
6942:  OR - Macie tutaj film, ciąg dalszy przede wszystkim, bo to jest też, czego mówiłem, Star Warsach tak boją się iść do przodu.
6949:  OR - Mówiłeś o tym spojrzeniu w daleką przeszłość.
6952:  OR - To jest świetny pomysł, żeby się od tego odciąć, ale jednocześnie miejcie jaja wreszcie, żeby postawić krok naprzód.
6958:  OR - Nie rozbijajmy wszystko o tym, po prostu mam wrażenie, wszystko teraz w Star Warsach dzieje się w tym okresie rebelii.
6963:  OR - Ja kocham Andorra, to jest gra, która jest, no okej, ten Fallen Order, ale to jest ten sam okres, wszystko, żyjemy ten okres do bólu, ewentualnie wcisnęliśmy Mandaloriana zaraz po nowej, po tej starej trylogii, nie?
6976:  OR - Ale cały czas pójdźcie dalej, ja wiem, że wam nie wyszło, ja wiem, że zrobiliście kupę po drodze, ale zróbcie coś dalej z tą marką, pokażcie mi kolejną erę Gwiezdnych Wojen, żebym mógł ją zobaczyć znowu
6989:  OR - jarać się na to, że idę do filmu i jak się zaczyna film i mam dawno, dawno temu w odległej galaktyce i słyszę pierwsze fanfary Williamsa, to mam ciary.
6998:  OR - Ja naprawdę chcę tego uczucia znowu, którego...
7003:  RP - Nie miałeś przy ostatnim filmie?
7005:  RP - Aż dziwne.
7008:  KMM - Ja tylko chciałem podbić, że potrzebujemy takich Denis Villeneuve'ów tylko dla fantasy, żeby było fajne kinofantasy, żeby trochę odczarować to, co właśnie podniosłeś.
7019:  KMM - Faktycznie, poza Władcą Pierścieni ciężko jest wskazać coś dobrego, a naprawdę po stronie sci-fi'ów dobrych co roku coś wychodzi.
7025:  KMM - Ja świeżo jestem po obejrzeniu Archiwum na Netflixie,
7029:  KMM - bardzo dobry sci-fi, nie tak dobry jak Ex Machina, ale na poziomie, tak?
