Spieramy się o filmową DIUNĘ
🔗 https://www.youtube.com/watch?v=sq1zcDmAuFw
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)
MG (Marcin Giełzak, Dwie Lewe Ręce)

16:  BFP - Liza Nalgaib!
6109:  BFP - Szczególnie przez Rabana z Ilustrowanych, ale też Fejda.
6114:  MG - Oni nie zdobyliby tej pozycji i tego bogactwa, gdyby byli tak nieprawdopodobnie głupi.
6118:  BFP - Tak, i tak impulsywni, tak impulsywni zaznaczmy.
6122:  BFP - Druga rzecz, która wydaje mi się byłaby naprawdę ciekawym rozwiązaniem i bylibyśmy zadowoleni przede wszystkim światotwórczo, ale również fabularnie,
6129:  BFP - I mielibyśmy zwycięstwo na kilku polach, to znaczy fremeni byliby ukazani bardziej jako niejednoznaczni, mielibyśmy kosmiczną gilnię i mielibyśmy więcej o samym Arrakis, jego znaczeniu i znaczeniu melanżu dla uniwersum.
6139:  BFP - Wyobraźcie sobie taką scenę, że Stilgar mówi do pola, dobra jesteś już fremenem.
6145:  BFP - Jedziemy na Czerwiu załatwić pewną sprawę.
6147:  BFP - Jadą na Czerwiu na środek pustyni i pojawia się statek Gildii Kosmicznej.
6153:  BFP - Wychodzi nawigator i oni przekupują go przyprawą.
6156:  BFP - Bo co robił Liet Kynes?
6157:  BFP - Liet Kynes przekupiał Gildię Kosmiczną, żeby wyłączała swoje satelity nad tą częścią planety, gdzie rozpoczęła się terraformacja.
6168:  BFP - I wyobraźcie sobie spojrzenie Pola, który powiedziałby, kurwa,
6171:  BFP - Wy przekupujecie gildię kosmiczną, oddajecie przyprawę i dogadujecie się z gildią kosmiczną za plecami imperatora, na co powiedziałby Stilgar tak, bo kontynuujemy sen Liet Kains, co pięknie komplementowałoby to, co wcześniej pokazał Lady Jessice w zbiorniku wodnym.
6188:  BFP - No można było to zrobić.
6189:  BFP - Można było upiec kilka pieczeni na jednym ogniu.
6193:  BFP - No ale tak się nie stało niestety.
6194:  BFP - I jasne, Danny Winnef... Wiecie, to też jest zasadnicza sprawa, że
6201:  BFP - My psioczymy na Deni Wilneva, że nie dostaliśmy tego więcej, co byśmy chcieli dostać.
6205:  BFP - Tylko nie wiem, co boli bardziej.
6207:  BFP - To, że tego nie zobaczyliśmy, czy to, że to zostało nakręcone.
6210:  BFP - Ale my tego nie zobaczymy.
6212:  BFP - Jak sceny z Tufirem Hałatem.
6214:  BFP - Jak scena bankietu w pierwszej części.
6215:  BFP - Są zdjęcia z planu, które pokazują, że było więcej Pajtera de Vries.
6220:  BFP - czy też The Vrie, nie zależy jak to czytać.
6223:  BFP - Było więcej Liet Kynes, było więcej Shout Out Mapes, czyli tej podręcznej, która się pojawia, wybrana zostaje przez Lady Jessica i daje jej krysnusz.
6233:  BFP - Było na pewno w drugiej części więcej samego Tufira Hawata, który działa na usługach Harkonnenów.
6238:  MG - Niech wyjdzie wersja reżyserska, tylko 5 godzin 20 minut.
6240:  BFP - Ale on nie wydaje wersji reżyserskiej, do jasnej cholery.
6243:  KMM - przestanie być głupim, upartym Denisem Rozrabiaką i ogarnie się, ponieważ wiecie, analogia, która przyszła mi do głowy po pierwszej fali komentarzy, które są naprawdę... To nie jest tak, że połowa ludzi nienawidzi, a połowa... Nie, absolutnie.
6258:  KMM - To nie jest tak, aby YouTube chciał polaryzować.
6260:  KMM - Ludzie mają zastrzeżenia jakieś, nie wiem, takie 20-30% max, a 70% jest zachwycone.
6266:  KMM - I to jest całkowicie naturalne i zdrowe, ponieważ naprawdę jest to dobry film.
6269:  KMM - Tak.
6270:  MG - I wszyscy się rozpuścili przy scenie Long Live The Fighter.
6273:  KMM - Słuchajcie, to samo przecież było z Władcą Pierścieni, z Powrotem Króla.
6278:  KMM - Ja wyszedłem z tego filmu rozczarowany.
6280:  KMM - I dopiero jak wyszła wersja reżyserska, powiedziałem, no, no i to rozumiem, to znaczy cały ten problem z narrative pacing, czyli z tempem prowadzenia narracji, który jest straszny w Powrocie Króla w wersji kino i nie mam pojęcia, jakim cudem to stało dla Oscarów.
6293:  KMM - To było raczej dla uhonorowania całokształtu, mam wrażenie, więc ten sam kazus, jak my teraz oceniamy pierwszą i drugą część Dune'y.
6299:  KMM - Dopiero Powrót Króla jest oglądalny.
6301:  KMM - Ja nie wybrałem sobie obejrzenia teraz Władcy Pierścieni w wersji reżyserskiej.
6304:  KMM - To jest dla mnie zwłaszcza Powrotu Króla, bo wiecie, na dwóch wieżach tam jest parę takich scenek dodanych, nawet niektórych slapstickowych w postaci tych drzewek, które zabijają wszystkich orków, pobicie pod Helmowym Jarem.
6318:  KMM - Więc absolutnie, druga rzecz też bardzo często przywoływana, jeżeli chodzi o adaptację.
6323:  KMM - Wszyscy pamiętamy tak ten Helmowy Jar, no on ma trzy strony w Władcy Pierścieni, dokładnie.
6327:  KMM - Więc...
6328:  KMM - Można zrobić coś z niczego nawet i uczynić z tego flakową rzecz, która sprzedaje.
6334:  MG - I na tym polega adaptacja.
6336:  MG - Pamiętacie Królestwo Niebieskie Ridleya Scotta, z którego wycięto 40 minut.
6341:  MG - Czytaj.
6342:  MG - Fabułę.
6343:  MG - Wycięto z tego filmu fabułę i zostawiono sceny batalistyczne i dwie garści poprawności politycznej.
6349:  MG - A propos czekam na wersję reżyserską Napoleona.
6353:  MG - Więc jeżeli jest wersja reżyserska Napoleona, w której Napoleon ma, wiecie, charyzmę,
6359:  MG - To chciałbym ją zobaczyć.
6361:  BFP - To nie droidy, których szukasz.
6365:  MG - A jeśli nie ma, to uważam, że rodzina Bonapartych powinna pozwać Jaskota za ten film.
6371:  KMM - No niestety rodzina Korinów nie pozwi.
6375:  KMM - Pozew zbiorowy różnych rodzin cesarskich.
6378:  KMM - Mikuch napisał... I Lansradu.
6380:  KMM - Myśmy w ogóle Lansradu nie zobaczyli, ale to już chyba byłoby zbyteczne rzeczywiście.
6383:  KMM - Może pokaże nam w filmie.
6384:  MG - W pionie Alona Sorkina Lansrad by zajął 40% filmu.
6388:  BFP - Mikuch napisał na czacie coś, co mnie rozsierdziło.
6391:  BFP - Dorzucił tylko kamyczek do tego ogródka.
6393:  BFP - Hasimir Fenling też miał nagrane sceny, ale finalnie zostały wycięte.
6400:  BFP - Nie sądziłem, że kiedykolwiek to powiem, ale życzyłbym sobie, aby Danny Villeneuve jednak odpalił protokół Patryk Wega.
6411:  BFP - I żeby, już się tłumaczę.
6413:  BFP - Mam wrażenie, że zrobił to wymyślając Harkonnenów.
6418:  BFP - Żeby zrobił to, co Patryk Wega swego czasu zrobił z Pitbullem, czyli wypuścił film, który nie miał sensu i był słaby, ale to dlatego, że nakręcił sześcioodcinkowy serial.
6429:  BFP - I nie widzę przeszkody, żeby jeżeli te sceny zostały nagrane, jeżeli rzeczywiście wystarczy tylko postprodukcja, żeby Warner Bros.
6438:  BFP - powiedziało, kochamy was fani, szanicz Deni, bo już po Mesjaszu Duny nie będzie miał nic do powiedzenia w świecie Duny.
6447:  BFP - żeby wydać dziesięciogodzinną wersję, taką sułtańską, taką, wiecie, muładiwską wersję Dune'y i naprawdę... The Padishah Editions.
6457:  KMM - Tak, bo to brzmi jak edycja kolejnej gier Ubisoftu, The Padishah Editions.
6463:  MG - Panowie, na koniec... Swoją drogą, wiem, że mówię to dwie i pół godziny za późno, ale francuskie i niemieckie odmieniają się przypadki w języku polskim, a więc Denisa Wilneva.
6474:  BFP - Denisa Wilneva zatem.
6477:  BFP - Chciałbym na koniec trochę spróbować powróżyć z wami i jeżeli możemy założyć, że
6484:  BFP - Wersja reżyserska, serialowa, bo każdy z nas by tego chciał.
6487:  BFP - Myślę, że mówię także w imieniu osób, które są na czacie i nas słuchają.
6492:  BFP - Jeżeli to możemy włożyć między bajki i pozostawić w sferze marzeń, to z pewnością możemy spodziewać się Mesjasza Duny, czyli kontynuacji.
6499:  BFP - Ty Marcin, nie masz Mesjasza Duny jeszcze przed sobą, ale tym ciekawsze mogą być twoje oczekiwania względem tego, co nastąpi.
6505:  BFP - Tym bardziej, że...
6507:  BFP - Dla ciebie między innymi.
6509:  BFP - Danny zrobił setup tego, zmieniając nieco zakończenie oryginalnej Dune'y, więc chciałbym od ciebie zacząć.
6516:  BFP - Czego byś oczekiwał, czego byś się spodziewał po kontynuacji, tudzież szerzej w uniwersum Dune'y, które można zamknąć na małym bądź wielkim ekranie?
6528:  MG - Użyłbym pewnej metafory.
6529:  MG - Kiedyś jak rozmawialiśmy we dwóch na temat płyt Depeche Mode, to miałeś bardzo ciekawą obserwację, że płyta Depeche Mode składa się z dwóch stron.
6539:  MG - One nie muszą odpowiadać dwóm stronom płyty winylowej, mogą być między sobą przemieszane, ale jest to strona popowa i strona kosmiczna.
6548:  MG - Strona popowa dostarcza singli, które sprawiają, że da się tego słuchać, płyta się sprzeda, ludzie będą chcieli tego słuchać na koncertach.
6557:  MG - Strona kosmiczna jest zaś tam, gdzie puszczają się poręczy i robią brzmienia i dźwięki, których nigdy w życiu nie powinien był zrobić wysoko sprzedający się zespół muzyczny.
6569:  MG - I jak ktoś celnie zauważył, w przypadku ostatnich płyt Depeche Mode inteligentniej byłoby wymienić Beside'y z singlami, ponieważ Beside'y były najlepszymi utworami, jakie napisali.
6580:  MG - Otóż ja bym był zafascynowany, gdyby Denis Villeneuve powiedział, no to już zbudowałem markę dla tej Dune'y i tak dalej, a teraz chciałbym puścić się po ręce.
6589:  MG - Teraz chciałbym pokazać te wszystkie najdziwniejsze, najbardziej popieprzone, najbardziej udziwnione rzeczy i poświęcić im czas.
6597:  MG - I zdaję sobie sprawę, że wielu ludziom się to nie spodoba, ale mam już tak silną pozycję, że mogę sobie na to pozwolić.
6602:  MG - Ludzie i tak pójdą do kina dla cholernego opakowania z popcornem, z którego wystaje czas.
6608:  BFP - A myślę, że taki będzie Mesjasz Duny.
6609:  BFP - Jest szansa, bo taka też jest ta książka.
6610:  MG - I gdyby Villeneuve powiedział, jakby wiecie...
6613:  MG - Jeden dla mnie, jeden dla nich, jak mawiał George Clooney.
6616:  MG - Ja jeden film robię dla siebie, jeden film robię dla biznesu.
6620:  MG - A trzeci dla nikogo.
6622:  MG - Na roście Jamesa Franco padły słowa, James robi podobnie.
6625:  MG - Jeden dla nich, trzy dla nikogo.
6628:  MG - I uważam, że Villeneuve już wykazał się odwagą z jedną rzeczą.
6632:  MG - Żyjemy w czasach, kiedy nic nie może być poważne, wzniosłe, epickie, górne i chmurne.
6639:  MG - Musisz natychmiast wejść z ironią.
6640:  MG - Musisz natychmiast kontrować humorem.
6643:  MG - Wszystko musi być prześmiewcze, musi być zblazowane, jasne, widzieliśmy to, mamy koszulkę.
6649:  MG - Jest tylko jedna taka scena w tej Dunie.
6651:  MG - To jest ta scena, która przypomina mi żywot Briana.
6653:  MG - Jest tak skromny, że Mahdi będzie udawał, że nie jest Mahdim i tak dalej.
6661:  MG - Ja nie potrzebuję comic relief w tym filmie.
6664:  MG - Nie boję się patosu, ani trochę.
6666:  MG - Uważam, że potrzebujemy go.
6668:  MG - To stałeś w pierwszej dimnie.
6670:  MG - I dlatego uważam, że skoro już zdobył się na tą odwagę, no to teraz powinien zdobyć się na odwagę, żeby wziąć wszystkie udziwnienia, które są u Herberta i je pokazać, i to jest piękna klamra kompozycyjna, ze śmiałością i artyzmem Hodorowskiego.
6687:  BFP - Krzysztofie.
6689:  KMM - No to jak widzicie, lubię czasem rewidować opinie, które podaję w stosunku do różnych utworów, zdarzało mi się to wiele razy i bardzo lubię ten proces, ponieważ on pokazuje, że krytyka ma sens.
6703:  KMM - Nawet jeżeli te nasze głosy nie docierają do uszu, które mogą słuchać, to one gdzieś tam rezonują.
6708:  KMM - I chciałbym, żeby moja krytyka tego, że jest za mało, stała się śmieszna wobec planu genialnego, który ma Denis Villeneuve na trzecią część.
6718:  KMM - To znaczy, żeby tam wreszcie, na przykład zacząć film, nie tak, wiecie, melancholijnie, tak jak były rozpoczynane te dwie pierwsze części, to działało, to teraz zacznijmy od wybuchu.
6728:  KMM - Pokażmy tę krucjatę, pokażmy, do czego doprowadził Paul Muad'Dib.
6733:  KMM - Bo to w tym momencie, aż się prosi, macie ostatnią scenę, jak już bez swojego sarkastycznego uśmieszku, który macha wierbardem przyszyty do twarzy, no taką ma twarz, nic nie poradzi mi.
6743:  KMM - Zabierz jej do raju.
6744:  KMM - Tak, to jest przejmująca scena.
6747:  KMM - I teraz jaki ona będzie miała kontrapunkt, jeżeli rozpoczniemy od pokazania tych miliardów, dziesiątek miliardów zarżniętych ludzi w imię szaleńczej idei, której później repryzą będzie, nawiasem mówiąc, złota ścieżka, którą będzie podążał leto II.
6760:  KMM - Leto II będzie robił dokładnie to samo.
6762:  KMM - co polatryda, tylko że gorzej.
6764:  KMM - Jeden i drugi z uwagi na to przekleństwo, dar prekognicji i widzenia przyszłości, innymi słowy.
6773:  KMM - Więc chciałbym zobaczyć to, a skoro będziemy widzieli dżihad, no to wiecie, to zobaczę swoich nawigatorów, więc będę już zadowolony, podwójnie.
6780:  KMM - A skoro już będę mieć nawigatorów, to jeszcze bym chciał zobaczyć, jakie są konsekwencje polityczne dla tej w tym momencie roztrzaskanej galaktyki, że sobie pożyczę metaforę od Marcina Podlewskiego i jego cyklu Głębia.
6792:  KMM - Chciałbym zobaczyć, jak to rozdarcie w sercu imperium rezonuje na wszystkie planety i w jaki sposób wpływa na to.
6799:  KMM - O właśnie, chociażby możemy to zobaczyć oczami księżniczki Irulany, która podobno ma mieć większą rolę.
6805:  KMM - I chciałbym też wreszcie, żebyś Ania Taylor-Joy troszeczkę zagrała, ponieważ to było umówmy się niegodne marketingowo, żeby nam mówić, że będzie Ania Taylor-Joy, która się pojawiła.
6814:  KMM - Liczyłem sekundy tej sceny, ponieważ lubię Anię Taylor-Joy, 5 sekund, więc to było troszeczkę za mało.
6820:  KMM - Mam nadzieję, że teraz będzie więcej.
6822:  KMM - No i wreszcie liczę, że nie będzie zmienione zakończenie, bo akurat to zakończenie, jak to jest Mesja Śród Juny jest adekwatne do tego, co Paul narobił.
6831:  BFP - Nie mógłbym się bardziej z Tobą zgodzić, znając treść Mesjasza Duny i nie psując nikomu zabawy.
6838:  BFP - Mogę powiedzieć, że Denis dlatego moim zdaniem zrobił adaptację lepszą niż książka, jeżeli chodzi o główne przesłanie i
6849:  BFP - i akcent w historii na przewrotność tej tak zwanej drogi bohatera, czy też wybrańca kambelowskiego, że zasiał już w pierwszej części te ziarna w postaci wizji tego, co może nastąpić, wynikające z fatalizmu tej prekognicji, następnie faktycznie już pokazał zło w głównym bohaterze,
6874:  BFP - że nie widzę możliwości, żeby, jak już powiedział A i B, nie powiedział pozostałych liter alfabetu.
6879:  BFP - W przeciwieństwie do Franka Herberta.
6882:  BFP - Ponieważ Frank Herbert, mimo że twierdził, że napisał Mesjasza Duny, żeby pokazać, że on wcale nie był taki dobry, ten biały, piękny książę, który miał zbawić ciemną ludność,
6896:  BFP - Mimo to w Mesjaszu Diuny wszystko co złe zostaje zrzucone na kapłanów, na kościół Muładiba, na biurokrację, na tę tkankę instytucjonalną, która narosła w jego teokracji autokratycznej, autorytarnej przepraszam.
6916:  BFP - I wciąż miałem wrażenie, że Herbert próbuje wbić mi do głowy pewne przesłanie, ale boi się zrobić czegoś ze swoim bohaterem i pokazać nam, że naprawdę to jest jego wina.
6926:  BFP - Kazał mi to brać na wiarę, a jednak nie mam poczucia, że historia, która tyle przewiązuje wagi do historii,
6934:  BFP - siły i potęgi ludzkiego rozumu i racjonalności co do wiary musi wyłącznie opierać się na mojej wierze, żebym poczuł jej przesłanie.
6941:  BFP - Także wierzę, że Mesjasz Duny również pozwoli sobie, czy Denis też pozwoli sobie na więcej artystycznie, biorąc pod uwagę jaki sukces odnosi ten film.
6951:  BFP - Ja oczywiście, żebym nie chciał, żeby on swój eksperyment pod tytułem No Dialogue przeprowadził na tym filmie, bo to jest niemożliwe.
6957:  BFP - On jest bardzo, bardzo rozgadany.
6959:  BFP - Ta historia jest, książka jest bardzo rozgadana, jest znacznie bardziej filozoficzna i znacznie jest w niej mniej akcji niż w pierwszej części Duny, ale wciąż mam nadzieję, że pozwoli sobie na więcej eksperymentów.
6972:  BFP - Dokładnie tak, jak ty powiedziałeś Krzysztof i dokładnie tak, jak ty powiedziałeś Marcin.
6975:  BFP - Mam jeszcze pytanie, które zadał Erarich i ono wydaje mi się bardzo interesujące.
6979:  BFP - Powstanie Mesjasz Duny i jestem przekonany, że to będzie sukces i jestem również przekonany,
6985:  BFP - że Warner Bros.
6986:  BFP - będzie chciało kontynuować, podobnie jak Legendary, czyli właściciel praw do Duny,
6991:  BFP - będzie chciało kontynuować tę historię.
6994:  BFP - I teraz, czy jest waszym zdaniem reżyser, który mógłby przejąć pałeczkę po Deni Wilnewie?
6999:  BFP - Ja zgodzę się z dwoma reżyserami, którzy zostali wymienieni.
7002:  BFP - Uważam, że mogliby dać radę, a nawet tchnąć nowe życie w tę serię i mieć swoją wizję.
7007:  BFP - Matt Reeves, który zrobił dwie części z nowej trylogii Planety Małp, który jest fantastycznym kinem science fiction, naprawdę, szczególnie ostatnia część, oraz ostatniego Batmana.
7017:  BFP - I Alex Garland, który zrobił Ex Machina, między innymi teraz robi Civil War, o wojnie domowej w Stanach Zjednoczonych.
7024:  BFP - To jest film, który faktycznie wywołał wojnę domową w Stanach Zjednoczonych, przypuszczam.
7028:  BFP - Czy macie wy jakieś swoje typy i propozycje, może poza Jerzym Hoffmanem, żeby ktoś zrobił kontynuację Dune'y?
7034:  S03 - Hmm.
7036:  KMM - Zabiło mi świeka to pytanie, chociaż na początku oczywiście sobie pomyślałem o jakimś satyrycznym reżyserze.
7042:  BFP - To się napisał Ridley Scott.
7045:  KMM - Ridley Scott już nic nie robi, błagam, zwłaszcza po Covenancie.
7051:  KMM - A wiecie co, ja wiem, że to jest szalone i że to się nie stanie, ale jeżeli już mamy w naszym
7055:  KMM - portfolio generała Grievesa, let's add another to our fine collection, to może i Christopher Nolan.
7061:  KMM - Kurczę, ależ jestem ciekaw, co on by z tym zrobił.
7065:  KMM - Z Hansem Zimmerm by się dogadał, oczywiście by przywlógł za sobą swoich aktorów, bez których on nie robi filmów.
7069:  KMM - Ciekawe.
7070:  KMM - I ja myślę, że on jest na tyle...
7073:  KMM - koszmarnie jebnięty, że on byłby w stanie uciągnąć to, co się tam dzieje, bo umówmy się, to, co się zaczyna dziać po... Dobrze, powiem tylko tyle, żeby nie zaspoilować, że jednym z wątków jednej z powieści Franka Herberta jest to, że mamy mutację człowieka i czerwia.
7089:  KMM - Przypomnijcie sobie, w jaki sposób wygląda czerw w diunie Wilneva i wyobraźcie sobie, że w środku tego wielkiego odbytu jest nagle twarz.
7097:  KMM - No więc ja nie wiem, jak to można zrobić, nie wiem, jak to można zrobić w środowisku dobrze.
7103:  BFP - Ale jeśli Christopher Nolan tego nie ogarnie w jakiś sensowny sposób, z jego dziwaczną wyobraźnią i z jego możliwościami pokazywania niepokazywalnego, to nie wiem... Chciałem powiedzieć, że Nolan jest ostatnią osobą, która chciałaby, żeby dotknęła diunę, biorąc pod uwagę, jak bardzo nie rozumie dialogów, jak bardzo je pospiesza i jak słaby są one.
7120:  MG - Tak, czyli jeśli jest jeden... Ja mogę mówić bardzo długo o tym, kto nie chciałbym, żeby był w filmie, bo Christopher Nolan byłby wysoko na mojej liście, bo już sobie wyobrażam, jak bardzo efekciarski, teledyskowy wyszedłby z tego film.
7136:  MG - Ridley Scott to w ogóle moim zdaniem powinien pojawić się na planie, bo będzie przynosił pecha.
7143:  MG - Jodorowski.
7147:  MG - Ja bym był naprawdę zadowolony, gdyby wzięli jakiegoś europejskiego reżysera, który kręcił artystyczne kino i powiedzieli, a teraz dostaniesz budżet wystrzelony w kosmos i zrób z tego niesamowity film.
7160:  MG - Ja wiem, że ktoś spróbował to zrobić z Davidem Lynchem i nie osiągnęliśmy takiego efektu, jakiego się spodziewaliśmy, żeby wziąć arthouse'owego reżysera i dać mu kolosalny budżet.
7170:  MG - Świetny pomysł.
7171:  MG - Ale mam takie uczucie, że Dune'a jest tak wdzięcznym materiałem dla wizji artystycznej, że bardzo bym chciał, żeby to był ktoś, kto nie robi produkcyjniaków, kto nie szyje pod miarę do zapachu popcornu itd., żeby to był totalnie niespodziewany wybór.
7190:  MG - Dlatego jak mówiłem o muzyce, to właśnie ostatnim człowiekiem, któremu bym dał, byłby Hans Zimmer, bo to jest oczywisty wybór.
7197:  BFP - Tak.
7201:  MG - Ridley Scott, póki umiał robić filmy, to wybrał Evangelisa do ścieżki dźwiękowej do Blade Runnera.
7207:  MG - To był wybór out of the box.
7209:  MG - Dlatego ja rzuciłem coś takiego jak Peter Gabriel, ale to mógłby być ktoś dużo młodszy.
7214:  MG - Ale to musiałoby być coś na zasadzie, bierzemy na siebie ogromne ryzyka, to może się nie udać i być może nigdy więcej nie dostaniemy pracy w tym mieście.
7224:  MG - Ale nakręcimy to w niesamowity sposób.
7227:  MG - Ale musiałbym się naprawdę dobrze zastanowić.
7228:  BFP - Kredo dwóch lewych rąk w jednym zdaniu.
7231:  BFP - Podobają mi się propozycje, które się pojawiają jak Agnieszka Holland, Yoko Taro, Jean-Pierre Jeunet.
7241:  MG - Joko Taro by mi się podobał do zrobienia gry Dune'a.
7245:  BFP - Zack Snyder, Jim Jarmusch, Uwe Boll.
7247:  KMM - Ale słuchajcie, z drugiej strony, gdyby Agnieszka Holland zrobiła jakąkolwiek część Duny, to wtedy cała liberalna strona... Pomarańczowa granica.
7255:  KMM - ...sporu politycznego, czyli 100% polskiej kultury praktycznie, instytucji kultury, musiałoby uznać fantastykę za wybitną.
7262:  KMM - Więc ja jestem za, zdecydowanie jestem za, bo wtedy zobaczymy... Melanżowa granica.
7265:  KMM - Tak, wtedy zobaczę wreszcie, we wszystkich pisemkach kulturalnych, nagle zobaczę fantastykę, tak.
7271:  MG - A wiesz, kto byłby współautorem scenariusza wtedy?
7275:  S03 - Olga Arystokarczuk.
7280:  MG - Fremeni, bieguni, wiesz, no to... Anna Fremen w grobach całego świata.
7286:  MG - Irulan byłaby czułą narratorką.
7289:  MG - Zawsze była.
7291:  BFP - Sorry, to jest jedyna jej funkcja.
7292:  MG - Ale byłaby czułą narratorką, element czułości zostałby wprowadzony.
7297:  BFP - Chciałem tylko idąc w twój tok myślenia Marcinie powiedzieć, że niezupełnie egzotyczne jest to życzenie, żeby reżyser kolejnych części Dune'y był bardziej arthouse'owy.
7309:  BFP - Bo i takie były kolejne książki Herberta.
7311:  MG - Nicolaus Wending Refn, mam!
7315:  MG - Na końcu języka to nazwisko.
7318:  KMM - Nicolaus Wending Refn powinien zrobić.
7320:  KMM - A nie boicie się trochę właśnie tego, że skoro treść jest taka... Tylko Bóg Imperator wybacza.
7325:  KMM - Skoro treść jest tak dziwaczna, to forma nie powinna być, nie?
7328:  KMM - To znaczy, czy czasem nie wziąć jakiegoś dobrego rzemieślnika, który nie będzie kombinował ze swoją autorską wizją, bo tam już wizja jest tak powalona kompletnie, że... Michael Bay?
7338:  KMM - Tylko nie Michael Bay, proszę.
7339:  KMM - On nie jest dobrym rzemieślnikiem.
7342:  KMM - Nie, dobra, dobra.
7343:  MG - Moim zdaniem Ben Affleck i Matt Damon.
7348:  BFP - Nieekranizowalne są faktycznie te części już od Boga Imperatora Duny mniej więcej, chociaż dla mnie dzieci Duny są już nieprawdopodobnie męczące i nudne i przeintelektualizowane, ale Denis Villeneuve pokazał, że można... Dziękuję, że mieliśmy ulubioną część.
7363:  BFP - No ja mam z nią ogromny problem.
7364:  BFP - Jest najgorsza jak dla mnie na ten moment.
7366:  BFP - Niestety jest dla mnie najgorsza, ale jeżeli Denis Villeneuve coś pokazał, to pokazał z pewnością, że można...
7373:  BFP - w moim mniemaniu i myślę wielu osób, zachować esencję przyprawową, dokonując destylacji tego, co najważniejsze w książce.
7382:  BFP - I tego bym nam życzył, bo jednak koniec końców Dune'a pokazuje inteligentne kino akcji, inteligentny blockbuster.
7390:  BFP - Na tle bardzo wielu innych.
7392:  BFP - Ja nie chcę już się znęcać nad Gwiezdnymi Wojnami.
7395:  BFP - Bo materiał źródłowy nie jest tym, czym jest Dune'a.
7399:  BFP - Materiał źródłowy powstaje w locie, prawda?
7402:  BFP - Więc można wiedzieć, że nie wiadomo czego się spodziewać, a jednak zawsze dostajemy to samo na dokładkę.
7409:  BFP - Niestety.
7410:  BFP - A kiedy dostajemy cokolwiek innego, to okazuje się, że jest to niewystarczająco dobre.
7413:  BFP - Więc Dune'a pokazuje, że jak ktoś bardzo ładnie napisał, chyba w Variety napisał fajny esej, powiedział Dune'a udowadnia, że potrzebujemy science fiction, który nie ma happy endu.
7424:  BFP - I to już jest duże osiągnięcie.
7426:  BFP - I ja bym nawet rozciągnął to na fantazy, bo jednak dla mnie Dune'a bardzo często ma w sobie więcej fantazji niż science fiction.
7433:  BFP - I tyle.
7434:  BFP - Panowie.
7434:  KMM - Znaczy zwłaszcza pierwsza, bo to jest ta podróż bohatera.
7437:  KMM - Oj, bezwzględnie.
7439:  MG - Ja tylko powiem na sam koniec, że z Filipem mieliśmy taką zabawę, z którą chciałbym się z wami podzielić, mianowicie rozważaliśmy, kto jeszcze mógłby zagrać cesarza.
7448:  BFP - Twój ojciec był biednym człowiekiem, ale później pomyślałem o Jackie Nicholsonie.
7464:  BFP - Nie możesz uratować tego smaku.
7467:  BFP - Twój ojciec... Twój ojciec był biednym człowiekiem.
7485:  BFP - Marian Dziędziel, pijany.
7488:  BFP - O, Marian Dziędziel.
7489:  BFP - Reżyseria Szmazowski.
7491:  BFP - To jest coś.
7492:  KMM - Mnie urzekł Robert Eggers, bo to z jednej strony jest bardzo dobry pomysł, a z drugiej strony bym musiał wytrzymać Dune w 4x3 i nie wiem, czy byłbym w stanie.
7499:  BFP - Ale wiecie co, tak myślę, rzeczywiście, jeżeli jest jedna osoba na świecie, która byłaby w stanie literalnie nakręcić Boga Imperatora Duny, który jest o człowieku czerwiu, który rozmyśla nad istotą egzystencji, uniwersum i procesami historycznymi przez 3500 lat,
7515:  BFP - to jest to z pewnością Wojciech Smarzowski, który mógłby wziąć, dajmy na to Bartka Topę i wsadzić go w dziwny kombinezm i powiedzieć, siedzisz i myślisz, kurwa, siedzisz i myślisz.
7530:  BFP - Tak, do Matrydów, to by było coś.
7535:  BFP - Dziękuję wam.
7537:  BFP - Chyba w ogóle jakiś rekord.
7538:  MG - Może Tom Ford.
7540:  MG - Pamiętacie na przykład Zwierzęta Nocy?
7542:  BFP - O!
7542:  BFP - Tom Ford, który jest projektantem mody i który wszedł w kino i zrobił dwa zajebiste filmy.
7547:  BFP - Zwierzęta Nocy i Velvet Basso.
7550:  MG - Wyobraź sobie te kreacje.
7553:  KMM - Jezu, tak.
7554:  BFP - Ten to by odstrzelił Imperatora.
7556:  KMM - Czerwna wybiegła, absolutnie.
7559:  BFP - Kojima, Hideo Kojima.
7561:  BFP - On by był dobry do Buga Imperatora Dune.
7563:  BFP - Ten gość jest dobry w kast scenki.
7564:  BFP - To jest jedna wielka kast scenka, która dzieje się w Ciele Czerwia.
7568:  KMM - Także... Muszę przyznać, że przy całej mojej miłości do Dune'a miałem jeden moment, kiedy Kroniki Dune'y mnie złamały i to był Bóg Imperator Dune'y.
7576:  KMM - Złamał mnie w trzech czwartych.
7577:  KMM - Stwierdziłem, ja już nie jestem w stanie wytrzymać, bo tam, w dużym skrócie i bez spoilerów, akcja dzieje się w zasadzie w jednym pomieszczeniu przez cały czas.
7584:  KMM - I ja znam takie eksperymenty narracyjne typu opowiadanie historii z perspektywy przydrożnego kamienia, ale to działa raz i nigdy więcej, a tam to działa przez 700 stron.
7594:  MG - To jest jak gra po pulus, po prostu rozumiesz samotność bycia Bogiem.
