WIEDŹMIN sezon 2. Recenzja bez litości i analiza bez filtra
🔗 https://www.youtube.com/watch?v=KoZgOqNtxfY
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
AK (Artur Kurasiński)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  BFP - No więc, Wiesiek Wiesiek, co z Ciebie wyrośnie?
5838:  AK - Padnie, niestety będzie ikoniczny, bo wszyscy do niego się będą odwoływali, ale moim zdaniem on po prostu jest kompletnie niepełny i ten świat jest taki właśnie zupełnie nie taki, jaki Sapkowski moim zdaniem sobie wymarzył, ale to może jest nasza interpretacja, nasze oczekiwanie, dlatego że znamy literaturę.
5854:  AK - Chciałbym po prostu, żeby ktoś wziął, kto ma serce, zatrudnił może zupełnie innych aktorów, na pewno kogoś innego.
5860:  AK - Henry Cavill, wiecie co, on już mi lata koło pióra.
5863:  AK - W sensie w tym drugim sezonie nawet ma więcej tekstów, on nie jest takim pełen hardem z tabu, który mówi tylko harcze i tam i mruczy, więc jest okej z nim.
5874:  AK - Natomiast ja nie widzę w nim przemiany.
5876:  AK - Ale przecież Wiedźmin był, też się zmieniał.
5877:  AK - Wiedźmin przecież w momencie, kiedy zaczął szukać, szczególnie kiedy mu to z Syrii porwano itd., on naprawdę stał się biednym.
5884:  AK - Rozwalili mu medali, on właśnie te miecze
5887:  AK - To wszystko.
5887:  AK - On był biednym, stłamszonym przez życie, steranym, właściwie pomiętym i wyrzutym ze wszystkiego, co było wiedźmińskie.
5895:  AK - Leczył się w Brochilionie i właściwie był takim bohaterem ostatniej akcji.
5902:  AK - Wiadomo było, że on albo... On szedł na zatracenie i myśmy tylko drżeli, żeby to nie stało się, o czym wszyscy
5911:  AK - do czego gdzieś nasze serducho drżało, że on ginie, że on przestaje, jak to, Geralt ginie i tak dalej.
5918:  AK - No ale tutaj tego nie widzę.
5919:  AK - Znaczy scena, kiedy umrze Geralt, to będzie taka, okej, dobra.
5922:  BFP - Jeżeli będzie taka scena.
5924:  BFP - Mam pomysł na reboot, bardzo dobry, ale to powiem na koniec, Krzysztof, twoje zdanie końcowe.
5931:  KMM - Teraz ja przechodzę w tryb uśpienia, już wyrzuciłem z siebie cały jad, zdenerwowałem się, ledwo opanowałem ruinę, którą w moim organizmie ponownie poczyniło przypomnienie sobie tego wszystkiego.
5943:  KMM - Powiem, że zachowam na koniec najgorszy cios.
5947:  KMM - Pomijając kwestię adaptacji, pomijając kwestię rozeznania w lore, pomijając kwestię tego, że lore and history nie rozumie świata.
5953:  BFP - To napisy były niedopasowane.
5954:  KMM - Tak, był zły fon w napisach.
5956:  KMM - Nie, jest gorsza rzecz, mianowicie ja...
5960:  KMM - Szczerze, mam wyjebane na to, co będzie w trzecim sezonie.
5963:  KMM - Kompletnie nie jestem w stanie się tym przyjąć.
5964:  KMM - Wiecie dlaczego?
5965:  KMM - Nikt mi nie powiedział, co będzie w następnym sezonie.
5968:  KMM - Ta kobieta nie umie nawet zrobić Cliffhanger'a.
5970:  KMM - Ja nie wiem, co się tam dzieje.
5972:  KMM - To znaczy, dla mnie ten serial był nomknięty.
5974:  KMM - No ok,
5975:  KMM - Pokonali Babę Jagę, która razem z motomyszami na Marsie jeździ sobie.
5980:  KMM - Okej, no spoko.
5981:  KMM - Może kiedyś zaatakują, ale nie zanosi się na to.
5984:  KMM - Poza tym są te monolity już roztrzaskane, więc nie można przynosić ich między światami.
5988:  KMM - No, Emery się wkurzył i teraz sobie siedzi w cintrze.
5992:  KMM - Francesca Findabir zachowuje się jak idiotka, ale prawdopodobnie wystarczy jeden kontyngent wojska czarnoskórego króla z dredami, żeby sobie nie oporadzić.
6002:  KMM - Chociaż nie wiemy, jak on się nazywa.
6004:  KMM - I jakby połowa Wiedźminów jest wybita, ale w sumie skład osobowy się częściowo zgadza z tym, co było w książkach minus Eskel, który strąsi drzewem.
6011:  KMM - Więc ja nie wiem, co się będzie działo w następnym sezonie.
6014:  KMM - I szczerze, I don't care.
6017:  KMM - I to jest najgorsza rzecz, którą mogę powiedzieć do tego serialu, bo serial, który mnie zdenerwuje, a tak było, żebym denerwował na początku, przynajmniej to wyzwala jakieś emocje.
6027:  KMM - Ale w momencie, w którym ja mogę sobie powiedzieć...
6030:  KMM - whatever, to jest chyba najgorsze.
6032:  KMM - Tak mi się wydaje, że wzbudzenie miłości wśród widzów super, wzbudzenie nienawiści wśród widzów super można się przynajmniej pośmiać, że jest kiczowate, ale w momencie jak człowiek już się pośmieje, poszydzi i zostaje w nim taka pustka i pragnienie obejrzenia czegokolwiek innego, to jest chyba najgorsza rzecz, jaka się może przytrafić.
6050:  BFP - No dobra, to ja prezentuję obiecany reboot, na który mam pomysł.
6053:  BFP - Słuchajcie, Robert Eggers
6057:  BFP - Kermoren i tylko akcja w Kermoren się dzieje.
6060:  BFP - Geralt, Eskel, Lambert we trzech.
6064:  BFP - Trzy noce, cały czas pada deszcz, wszystko czarno-białe, chleją, biją się i bierzemy generalnie ten quest z Wiedźmina Trójki, gdzie oni sobie piją i się dobrze bawią, tylko robimy z tego lighthouse.
6077:  BFP - Oni się wszyscy zabijają na koniec.
6079:  BFP - I to wszystko.
6080:  BFP - To jest reboot, który ja bym chciał.
6081:  BFP - Ja to chcę.
6089:  AK - Z Albertem Kamijka z Vegas, tak.
6091:  AK - Myślę, że popatrzmy na to do kina, bo bym spiracił parę razy.
6095:  BFP - Kac Moren.
6100:  KMM - O nie, o nie.
6105:  AK - Znaczy kupuję to, myślę, że to należy nam się.
6108:  AK - To jest po prostu coś takiego, co by chyba trochę osłodziło.
6111:  AK - Natomiast, a by the way, tak już jesteśmy przy rebootach, a co sądzicie, jak będzie wyglądała kolejna część Wiedźmina, ale growego?
6123:  AK - Bo ja np.
6123:  AK - twierdzę z uporem maniaka, że kolejnym bohaterem Wiedźmina kolejnego, czwartego,
6129:  AK - Będzie Ciri.
6130:  BFP - Może być ciężkie, bo ty masz wtyki, ty masz wtyki.
6133:  AK - Nie, nie, nie, absolutnie, absolutnie nie.
6135:  BFP - Mówię to całkowicie, jak gdyby... No nie, ja też powiedziałbym, że to będzie Ciri.
6138:  AK - Prawda?
6139:  AK - To się tak bardzo obecnie, jak gdyby byłoby kompletnie naturalne i chyba wszyscy to... Duch czasu, ten cykl jest taki, że oczekujemy.
6146:  GW - Tak, Wiedźmin byłby na zasadzie, w sensie jego posiadłość tam byłaby taką bazą wypadową albo punktem startowym i Geralt mówi, że marzy jakąś tam niezałatwioną sprawę albo ktoś się tam do mnie zgłosił, ale mi się nie chce, bo już płotka mi nie domaga, ja jestem opity winem, także leć Ciri, bądź wolna.
6166:  BFP - Albo bohaterem może być też Leszy Lambert.
6170:  BFP - Ewentualnie będzie tylko NPC-em, tak?
6172:  BFP - Leszy Lambert będzie...
6176:  KMM - Mnie się marzy, żeby Wiedźmin Czwarty pozwalał wreszcie na pełen roleplay, żeby można było zagrać właśnie Maginią z Loży Czarodziejek, albo Magiem, Wilgeforcem, albo właśnie Wiedźminem lub Wiedźminką, super.
6187:  KMM - Tylko, że można było sobie wtedy wybrać jakąś szkołę, ale to są moje marzenia, które nigdy nie zostały zrealizowane, ponieważ nigdy nie wyjdzie żadna gra wideo, w której będzie można grać Magiem tak, jak on chciał.
6196:  KMM - Tak, trochę tak.
6198:  BFP - Pamiętajcie, żeby subskrybować Bez Schematu.
6200:  BFP - To była świetna konwersacja.
6201:  BFP - Jak subskrybujecie, to kliknijcie dzwoneczek i wybierzcie wszystkie.
6204:  BFP - Nic nie personalizujcie.
6205:  BFP - Do jasnej cholery bierzcie wszystko, co mamy do zaoferowania.
6207:  BFP - Na pewno będziemy się widzieli jeszcze w tym składzie, bo jest bardzo mocny.
6210:  BFP - Mam nawet pomysł, kiedy i przy czym.
6213:  BFP - A póki co, dzięki, że nas wysłuchaliście i czekamy na ciekawe komentarze, bo to, co sprawia, że chce nam się robić te rzeczy, to jest właśnie czytanie ciekawych komentarzy, które zawsze są jakościowe na Bez Schematu.
