🔴 Odpalamy live'a i Krzysztofa jednocześnie || Q&A Bez/Schematu #1
🔗 https://www.youtube.com/watch?v=4VFsqqQ8tk4
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

1:  KMM - Chyba trzeba dwa razy dać też na YouTubie.
1432:  BFP - Wszystko, co umieliście, wszystko, czego się nauczyliście w występowaniu przed publiką, kiedy jesteście sami przed kamerą albo z kimś przed kamerą, to przestaje mieć znaczenie, przynajmniej dla mnie.
1441:  BFP - To jest nagle potężna blokada psychiczna.
1444:  BFP - Coś, co sprawia, że dukacie, jesteście nienaturalni.
1448:  BFP - I po pół roku, jak niestety zostałem sam bez schematu wówczas, bo zaczynałem bez schematu z moim przyjacielem Marcinem i musiałem się nauczyć jeszcze sam występować przed kamerą, to była tragedia.
1460:  BFP - I jak już będziecie nas może wspierać i będziecie mieli dostęp do materiałów blooperowych, to postaram się, ja na pewno, się wam pokazać,
1469:  BFP - ile podejść mam do jednej prostej relacji, do jednego odcinka, ile razy zaczynam coś od nowa, ile razy zabraknie mi myśli, mimo że nawet często, jak oglądacie materiały na Bez Schematu, jest taka tajemnica Poli Szynela, jak oglądacie materiały Bez Schematu i macie te odcinki, w
1486:  BFP - w których macie na przykład trailer gdzieś tam w tle, dajmy na to, nie wiem, moja recenzja Black Mass albo nawet niedawna o Primal, to są te odcinki, w których ja dosłownie siedzę ze scenariuszem, czytam i nagrywam tylko swój głos najczęściej, bo to jest dla mnie tak wygodne.
1503:  BFP - I teraz o jaką anegdotę mi chodziło?
1506:  BFP - Jedna rzecz, którą zauważyłem o Krzysztofa i której mu cholernie zazdroszczę, to że on naprawdę potrafi usiąść
1513:  BFP - I bez jakichkolwiek cięć mówić.
1515:  BFP - I teraz uważajcie, to jest ta anegdota.
1517:  BFP - Wybacz mi, Krzysztof.
1519:  BFP - Krzysztof przygotowuje pewien esej i nie miał pewności, jak mu wyjdzie.
1526:  BFP - I nagrał
1528:  BFP - 22 minuty i wysłał mi te 22 minuty.
1531:  BFP - Puściłem dzisiaj ten esej, pół godziny przed naszą rozmową i widzę Krzysztofa, który przez 22 minuty, bez jednej pauzy, bez jednego, nie wiem, zahamowania na mysłu, mówi jednym ciągiem.
1546:  BFP - Wy zobaczycie ten esej swoją drogą.
1547:  BFP - Może nie w tej formie, może będzie trochę bardziej skondensowany, ale dla mnie to jest porażające.
1552:  BFP - Dla mnie to jest tak egzotyczne, tak niewyobrażalne, że może mamy doświadczenie w wystąpieniach publicznych, ale kiedy siada się przed kamerą, to póki tego nie zrobicie, to nie będziecie wiedzieli, jak na to zareagujecie.
1564:  BFP - I ja mam wciąż z tym, to jest dla mnie trauma, która boli z każdym rokiem coraz mniej, ale nie przypuszczam, żeby kiedykolwiek był taki moment, kiedy będzie mi łatwo to robić.
1574:  BFP - Jedyny wyjątek od tego to jest, kiedy ktoś jest po drugiej stronie.
1577:  BFP - Jak teraz wy jesteście po drugiej stronie, jak mam dyskutanta w postaci Krzysztofa, ale jak siadam, jak nagrywam esej albo recenzję, dla mnie to jest mordęga.
1585:  BFP - A Krzysztof robi to tak.
1587:  BFP - Oddaję ci głos.
1588:  KMM - No to ja od razu powiem w ten sposób, że macie dowód na to, że niezależnie od tego, jaki wybierzecie sposób przygotowania się do wypowiedzi publicznej, możecie mieć ten sam efekt.
1601:  KMM - To znaczy możecie to robić tak jak ja,
1603:  KMM - że wbijacie na białym rumaku i mówicie, improwizujecie, ale możecie się przygotować, możecie mieć bullet pointy przygotowane na karteczce albo na kindlu, ja używałem na początku kindla, to nie jest tak, że też mówiłem od razu w ten sposób, bez przygotowania, miałem taki jeden moment, ale to kiedyś chyba na jakimś streamie opowiadałem, że
1621:  KMM - Miałem referat na Oksfordzie bodajże i ja byłem tak posrany przed tym referatem.
1626:  KMM - Jezus, jak ja byłem posrany, że się nic nie uda.
1629:  KMM - W ogóle jechałem na uniwersytet i zgubiłem marynarkę po drodze.
1633:  KMM - Of all fucking places, na całym świecie, gdzie mógłbym chcieć mieć marynarkę, akurat jak jechałem do Oksfordu, zgubiłem.
1640:  KMM - Marynarka odpala kristal.
1642:  KMM - Więc tak, absolutnie, wszystko stracone i miałem tę moją karteczkę, której się trzymałem, tak?
1647:  KMM - Kurczo, no przynajmniej nie zmaszczę niczego.
1650:  KMM - Po czym w połowie wypowiedzi zobaczyłem, jak ludzie się pokładali, spali, bo czuli, że ja to robiłem sztucznie, że coś było niezgodnego ze mną.
1658:  KMM - Odłożyłem Kindla i zacząłem mówić.
1660:  KMM - To był moment, w którym zacząłem mówić bez przygotowania w życiu.
1662:  KMM - Więc to nie jest tak, że musicie się stresować tym.
1665:  KMM - Jak widzicie, Filip ma swoją...
1667:  KMM - swoją modłę, ja mam swój sposób i dowozimy, więc to jest taka moja próba, żeby też przekuć to w jakiś taki motywacyjny tekst dla Was i przy okazji dziękuję Jakubowi Sadowskiemu za trybut, skoro kasę Krzyszton Off wydajecie na pączki, ja daję na kampanię Krokgara w Koopie.
1686:  KMM - Oj, oj, jak namówisz Jakub Filipa do Warhammera w Koopie, to ja Ci też dam trybut.
1693:  KMM - Dzięki wielkie, serdeczne.
1696:  BFP - Ja jeszcze tylko dodam jedną rzecz, że słusznie powiedział Krzysztof, mamy dwie metody.
1701:  BFP - Uczymy się też od siebie, co jest ciekawe.
1703:  BFP - W sensie mnie inspiruje Krzysztof i ja staram się czasem właśnie nagrywać pewne rzeczy tak jak on.
1709:  BFP - On sobie robi też jakieś struktury bardziej tak jak ja robię eseje.
1715:  BFP - ale wszystko rozwiązuje druga osoba po drugiej stronie.
1719:  BFP - Jakby zupełnie inaczej jest, jak mamy coś takiego jak teraz, albo jak robimy odcinek w dwóch, albo z Arturem Górasińskim, którego pozdrawiam, albo Grzegorzem Chątrobą, którego super pozdrawiamy,
1731:  BFP - Wtedy jest znacznie łatwiej.
1733:  BFP - Wszystko wtedy jest naturalne, organiczne.
1735:  BFP - Mnie jest wtedy znacznie łatwiej, na pewno.
1738:  KMM - Bo też w rozmowie się inaczej myśli układają, prawda?
1741:  KMM - I dla mnie też kluczem tego, co robimy na YouTubie, jest to, żeby to było mega naturalne, bo bardzo mi przeszkadzają materiały, które widać, że są ustawione, jeżeli są rozmową.
1750:  KMM - To bardzo czuć po stronie.
1752:  KMM - I strasznie mi tak brzmiło, jak Lir Hamad pisze na... Mam nadzieję, że dobrze czytam, Nick...
1757:  KMM - na czatach, że jesteśmy nieodkrytym złotym miastem polskiego YouTube'a.
1760:  KMM - To jest mega komplement.
1762:  KMM - Dzięki serdeczne.
1764:  BFP - The city of Z. Jeszcze tylko doprecyzuję, bo Gry są sztuką zapytał z jakiego powodu są te bloopery przy nagrywaniu.
1770:  BFP - Przejęzyczenie, odlecenie czy zawieszenie.
1773:  BFP - All of it.
1775:  BFP - Wszystko.
1776:  BFP - Czasem po prostu nawijam, nawijam i mówię o czym ty właściwie pieprzysz?
1782:  BFP - Czasem po prostu skrócę jakieś słowo, połknę słowo, jest problem z dykcją, czasem mi zaschnie w ustach i zaczynam klaskać albo wydawać dziwne dźwięki jak Jar Jar Binks, świętej pamięci mam nadzieję.
1794:  BFP - Więc tak, różne sytuacje, ale naprawdę to co widzicie jako moje solowe nagrania, to na każde 10 minut przypada około 60 minut odrzuconego materiału.
1812:  KMM - No, to wiele mówi.
1814:  KMM - I nie martwcie się, dlatego jeszcze raz to powtarzam, zwłaszcza jak słucha nas też młodsza widownia, nie martwcie się absolutnie.
1821:  KMM - Przyjdzie taki moment, że nie będzie to wam przeszkadzało.
1824:  KMM - Albo nie przyjdzie, bo to też nie jest tak, że każdy musi przemawiać publicznie.
1828:  KMM - Tylko dodam złośliwie, że jeżeli ktoś chce zostać mówcą, politykiem, coachem, nauczycielem,
1836:  KMM - To wypadałoby.
1837:  KMM - Albo youtuberem.
1837:  KMM - To wypadałoby, nie?
1839:  KMM - Wypadałoby.
1840:  KMM - I jeszcze wyciągnę komentarz Grzegorza Wątroby, który się pojawił na czatach.
1845:  KMM - A jak?
1846:  KMM - Dziękuję, chłopaki, nadal przy was jestem jak piątek u wozu.
1849:  KMM - Nie zgadzamy się, a wiem, do czego dążyć, jeśli chodzi o płynność wypowiedzi i formułowanie myśli.
1855:  BFP - W ogóle shoutout dla Grzegorza, który jest trzecią osobą bez schematu, czy w tym kręgu bez schematu.
1863:  BFP - Wiele jeszcze go będziecie widzieli, wiele jeszcze go będziecie słyszeli i jest to jeden z najwspanialszych rozmówców, z jakimi mamy przyjemność robić odcinki.
1871:  KMM - I zdecydowanie też wspaniała okazja do porozmawiania o kwestiach gamedevowych, więc jak też jesteście zainteresowani tym, to Grzegorz odpalił swój newsletter, w którym informuje o gamedevach, dzięki Filip, wyczułeś dobrze, że zapomniałem nazwy.
1888:  KMM - w którym informuję o różnych kwestiach zakulisowych związanych z gamedevem i takich, do których ma się dostęp wtedy, kiedy się w tym siedzi.
1895:  KMM - To jest coś, z czego ja osobiście też się bardzo cieszę, bo nie zawsze o wszystkim powie Jim Sterling.
1899:  KMM - Tak, słucham Jima Sterlinga, dlatego że wykreował moją ulubioną postać popkultury, jaką jest Duke Amiel D. Hardcore, który jeździ po gitgutowych gamerach.
1908:  KMM - Tak, taki jest sekret mojej miłości do Jima Sterlinga i skończmy ten grząski temat, przechodząc do następnego pytania.
1914:  BFP - A ja tylko z kronikarskiego obowiązku napomknę, że dzisiaj...
1919:  BFP - Za 70 miliardów dolarów Microsoft kupił Activision Blizzard.
1925:  BFP - Teraz Sony się popłakało dzisiaj, bo Starcraft, Warcraft, Call of Duty, Diablo, najpotężniejsze marki w świecie gier przechodzą pod skrzydła Microsoftu.
1940:  KMM - A Bobby Kotick będzie ocierał łzy banknotami w jeszcze większej liczbie niż je miał wcześniej.
1947:  KMM - Wolfi pyta, co powiemy na wspólne ogrywanie czegoś?
1951:  KMM - Filipie, co powiemy?
1955:  S03 - Że jak?
1956:  S03 - Że w siatkówkę, czy co?
1960:  BFP - Nie, no w piłkę nożną, szanujmy się.
1962:  BFP - Będziemy mieli dzisiaj kilka announcements i...
1966:  BFP - Zaraz też będziemy mówili o historii tak naprawdę tego, jak się poznaliśmy.
1970:  BFP - Jakby nie jest tajemnicą, mam nadzieję, że to wiecie, że ja z Krzysztofem się przyjaźnię, jesteśmy przyjaciółmi i jest rzeczywiście tak, że jest między nami trochę zdrowa rywalizacja, która polega na tym, że
1987:  BFP - Każdy z nas chce robić lepiej to, co robi w swoim zakresie.
1989:  BFP - Krzysztof na swoim kanale KMM, ja czytam na Bez Schematu czy na swoim podcaście BFM, inspirując się nawzajem.
1997:  BFP - I muszę Wam powiedzieć zupełnie szczerze i cieszę się, że jest tutaj sporo osób właśnie, które śledzi Krzysztofa, że jednym z najważniejszych punktów przełomowych takich dla mnie w ostatnich tygodniach, jeżeli chodzi o twórczość, to był moment, kiedy wszedłem na livestream Krzysztofa Gręcego w Dark Souls.
2013:  BFP - I to nie tylko dlatego, że my jako przyjaciele rozmawialiśmy o Dark Souls od ponad roku.
2017:  BFP - Ja się śmiałem z Krzysztofa, że on nigdy nie zagrał w tę grę i nigdy nie zrobił.
2020:  BFP - Tak było.
2021:  BFP - Cały czas mu opowiadałem o moich doświadczeniach, bo ja dosłownie na trzy miesiące się zamknąłem w domu.
2026:  BFP - W czasie pandemii przyszedłem wszystkie trzy części Dark Souls.
2028:  BFP - Planuję z tego zrobić esej.
2030:  BFP - Od roku.
2031:  BFP - Od roku robię ten esej.
2032:  BFP - I jak ja wszedłem, jak ja zobaczyłem, że on sobie naprawdę nieźle radzi i nie lami, a do tego zobaczyłem jego...
2041:  BFP - Jego kontakt z wami, jego kontakt ze społecznością, ile mądrych rzeczy miał do powiedzenia.
2048:  BFP - Jego charyzma, jaka wtedy wyszła, to było naprawdę zajebiste.
2051:  BFP - I to, co chcę powiedzieć, to sprawiło, że ja nagle pomyślałem, ja pierdzielę.
2056:  BFP - Ja też chciałbym livestreamować gry.
2058:  BFP - Też chciałbym to robić.
2059:  BFP - I announcement jest taki, że jest taki plan.
2061:  BFP - Nie chcę mówić jeszcze za dużo.
2063:  BFP - Na razie Krzysztof mnie sprawdzi, czy sobie radzę, więc zrobię taki wewnętrzny, prawdopodobnie na God of War.
2069:  BFP - który dopiero co miał premierę na Pececie, więc odpowiadając na Twoje pytanie, Wolfie, bo to jest naprawdę fajne pytanie i w ogóle dziękuję Ci za wszystkie Twoje komentarze na naszych filmach, które są znakomite.
2081:  BFP - It's on the table.
2083:  BFP - Może się to wydarzyć.
2084:  KMM - Czyli jest na stole.
2088:  KMM - Jest na blacie.
2089:  KMM - Jest na blacie, tak.
2090:  KMM - Skumbrie w tomacie pstrąg.
2093:  KMM - Lecimy dalej, kochani.
2095:  KMM - W ogóle jeszcze raz dziękujemy za też wszystkie komentarze, które się pojawiają.
2100:  KMM - Bartosz Staszewski, przepraszam, o chłopie.
2103:  BFP - Człowiek, którego nie widziałem lata, a ostatnim razem byłem w liceum i graliśmy w zespole.
2110:  BFP - Yo, miło mi Cię zobaczyć po latach.
2112:  KMM - Mam nadzieję, że to nie był zespół na przykład taki sportowy, nie?
2117:  KMM - Bo wiesz, bo Krzysztof has left the chat.
2120:  KMM - Wtedy będzie taki moment.
2121:  KMM - To był zespół muzyczny.
2122:  KMM - Nie no, żartuję.
2124:  KMM - Dobra, moi drodzy.
2125:  KMM - Po pytaniu Wolfiego przechodzimy do pytania Kamila.
2130:  KMM - Co sprawiło, że zechcieliście nagrywać i publikować content na YouTube?
2135:  KMM - Szanuję za użycie słowa content.
2137:  KMM - Opcjonalna druga część pytania, zadanie z jamnikiem.
2140:  KMM - Uwielbiam.
2142:  KMM - Jeżeli zadanie z jamnikiem, to muszę mieć jamnika przy sobie.
2146:  KMM - Jak zdobyliście się na odwagę?
2148:  KMM - Najgorzej, kiedy masz świadomość, że są umiejętności, są fajne pomysły, kiwał głową jamnik, ale pojawia się niepewność i lęk, który hamuje ten magiczny przycisk Enter.
2161:  S04 - Krzysztof to zacznie chyba, tak?
2163:  S04 - Czy nie?
2164:  KMM - Nie wiem, czy moja anegdota jest taka atrakcyjna.
2166:  KMM - Ja miałem bardzo prostą sytuację, to znaczy, i to wiele razy opowiadałem na live'ach i streamach, że miałem cały setup zrobiony pod wykłady zdalne, bo wiecie, nauczyciele dzielą się, teraz właśnie będzie ten moment, kiedy Krzysztof zaczyna rantować, nauczyciele dzielą się generalnie na dwie grupy.
2182:  KMM - To znaczy taką grupę, która zrobiła, wiecie, takiego pingwina z tego mema,
2188:  KMM - Nie będę, nie będę, nie będę nic robić, obrażam się, nie będziesz dalej prowadzić i stwierdziła, że będzie robić najgorsze gówno w świecie.
2199:  KMM - Na przykład taki mój hitowy przykład to było wysyłanie skanu ręcznej kartki z zadaniami studentom, którzy mieli to wydrukować, mówimy o zajęciach na uczelni, wypełnić, sfotografować.
2211:  KMM - ten sam skan ręcznie wypełniony i odesłać wykładowcy.
2214:  KMM - To był hit absolutny.
2216:  KMM - No więc ja stwierdziłem, nie no, kupię kamerę, kupię mikrofon, kupię to wszystko i jak to wszystko zrobiłem, to stwierdziłem, w sumie trzeba by czegoś nie nagrać, a drugi powód był taki, że moje grono znajomych na Facebooku zrobiło się na tyle toksyczne, że cokolwiek bym nie napisał, słowo honoru wam daję, jeżeli bym powiedział,
2234:  KMM - Wydaje mi się, że trawa jest zielona.
2236:  KMM - Miałbym 45 komentarzy.
2238:  KMM - Krzysztof, ty zawsze się musisz wymądrzać.
2240:  KMM - Krzysztof, a wiesz, że czasem jest żółta, jak zżółknie?
2243:  KMM - Krzysztof, a wiesz, że w Tasmanii, jeżeli słońce wstaje karminową barwą, to trawa się robi czerwonawa?
2249:  KMM - A Krzysztof, a w ogóle ty po co to piszesz?
2251:  KMM - A nie masz czegoś do zrobienia?
2253:  KMM - A jak zacząłem nagrywać na YouTubie...
2254:  KMM - to nagle się okazało, że mogę z ludźmi w cywilizowany sposób porozmawiać w komentarzach.
2259:  KMM - A ponieważ wiecie, jakie bywają czasem komentarze na YouTubie, powinno to wam dać dużo do myślenia na temat tego, jakie komentarze często są w środowisku naukowym i na moim fejsie.
2267:  KMM - Filip, teraz ty.
2271:  BFP - Kanał założyłem w 2017 roku, pod sam koniec tegoż roku i założyłem go z moim przyjacielem Marcinem Giełzakiem, którego z tego miejsca bardzo pozdrawiam.
2284:  BFP - I pamiętam dokładnie, kiedy wpadliśmy na ten pomysł.
2286:  BFP - Obaj byliśmy mocno przeciążeni
2289:  BFP - chyba sytuacją zawodową, ja prowadziłem firmę, Marcin też współprowadził firmę swoją i czuliśmy pewną stagnację, stagnację intelektualną i stagnację kreatywną.
2300:  BFP - I pamiętam, że siedzieliśmy w łódzkim lokalu, który bardzo polecam, Niebostan, na Leżakach, jakoś w sierpniu, piliśmy czwarte czy piąte dobre piwo kraftowe i któryś z nas, nawet nie pamiętam, czy to byłem ja, czy on, rzucił, załóżmy vloga, no załóżmy vloga.
2317:  BFP - I to było genialne, jakby całą resztę wieczoru, a właściwie jeszcze dużą część nocy gadaliśmy o tym, żeby założyć vloga.
2324:  BFP - Potem powstała cała ta ścianka, dobraliśmy sobie osoby, które nas inspirują, wymyśliłem nazwy bez schematu, żeby myśleć niekonwencjonalnie, pobudzać twórczość u innych, żeby myśleć lateralnie, jak to się ładnie mówi w środowiskach kołczów.
2340:  BFP - I tak, zainwestowaliśmy w dużo sprzętu, który tutaj dzisiaj stoi zupełnie niepotrzebnie, postawiliśmy ten cholerny stelaż, którego nigdy nie wyniosę z domu, bo ma dwana dwa metra i jestem załamany za każdym razem jak na niego patrzę i kolejne z tych kolejnych obrazków odklejają się, odpadają, a ja kurwa przyklejam i kurwa płaczę i kurwa.
