POBITY, POŁAMANY, PONIŻONY. Roast 3. Sezonu Wiedźmina
🔗 https://www.youtube.com/watch?v=MxmMzmDBX6I
KMM (Krzysztof M. Maj)
DS (Dominika Skoczeń, Czerw Fantastyczny)
JM (Jaga Moder, Legendystka)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

14:  BFP - Wiecie, ja nie jestem fanem rantów ani roastów na YouTubie, to jest zmora YouTube'a.
5773:  KMM - No na pewno z Ciri zrobiono straszną krzywdę, to znaczy ten wątek Kahira to nie jest jedyny, który został tak potraktowany, bo również przypominam, że to Ciri finalnie pozbywa się Rinsa.
5786:  KMM - Wprawdzie w okolicznościach przyrody, które temu sprzyjają, ale mimo to, to ona.
5793:  KMM - Nie Geralt, nie Geralt i jej tatuś przychodzi na pomoc razem z mamusią, tylko to Ciri w którymś momencie się zdobywa na to, więc to są takie ważne momenty, które przesądzają o tym, że ten rozwój postaci jest punktowany przez istotne takie momenty przełomowe, przez pokonanie przeszkody.
5812:  KMM - To jest najbardziej elementarna rzecz, wyświechtana, Filip tego nie znosi, w postaci monomitu kambelowskiego,
5820:  KMM - która jest jakimś elementarzem w ogóle pisania scenariuszy.
5823:  KMM - To jest pierwsze, z której się uczy, a potem się uczy innych technik lepszych od tej.
5827:  KMM - Więc tego nie ma tutaj.
5828:  KMM - Nie ma takiego momentu, w którym byśmy czuli, że rzeczywiście coś się zmieniło w Ciri, wyjąwszy te okropne wizje, które są przedstawione na pustyni Korath.
5837:  KMM - To jest jedyny moment, kiedy rzeczywiście czuję, że o, coś się zmienia.
5840:  KMM - I wtedy, kiedy Ciri mówi, że o, jestem Falka.
5842:  KMM - To jest bardzo tandetny, wyświetlany sposób, ale jednak pokazuje się nam jakąś transformację postaci.
5848:  KMM - Ale zrezygnowano z o wiele potężniejszych rzeczy, które mogłyby przesądzić o tym, że ta postać jakoś byłaby rozwijana i przez to Ciri jest takim NPC-em w sumie.
5856:  KMM - Dominiko?
5857:  DS - Tak naprawdę, gdyby te inne wątki były zrobione dobrze, to nie przeszkadzałaby ich ilość.
5863:  DS - Podobnie jak jest na przykład w Grze o Tron, choć mimo to, że one gdyby były zrobione dobrze, to one wszystkie budowałyby tak naprawdę wątek głównych postaci.
5871:  DS - Po prostu z tych innych wątków dowiadywalibyśmy się rzeczy, które na te główne postacie wpływają, które jakoś muszą zmienić ich plany, które stawiają na ich drodze trudności.
5879:  DS - Czasem może im pomagają albo właśnie zmieniają ich emocjonalnie.
5883:  DS - Ale tutaj zamiast właśnie różnych wątków, które pracują na jedną historię, mamy po prostu ze trzy idące równolegle historie, które tylko udają, że są połączone, no bo teoretycznie oni wszyscy chcą zdobyć Ciri, więc mamy uwierzyć, że właśnie to wszystko na siebie wpływa.
5899:  DS - Ale tak naprawdę tak nie jest i jeśli te wątki się ze sobą krzyżują, to są to jakieś takie dla nas, dla widzów tak emocjonalnie po prostu losowe spotkania.
5906:  DS - No akurat elfy przyjechały na Tanet, mówicie tak, do tego miejsca, gdzie był przewrót.
5912:  DS - w tym świecie Netflixowego Wiedźmina, który nie posiada miejsc tak naprawdę.
5916:  DS - Te elfy po prostu przyjechały do tego miejsca, ci czarodzieje akurat tam byli, no to się ze sobą pobili, no takie ja mam odczucia, to nie pracuję razem po prostu.
5926:  BFP - Rzeczywiście to co powiedziałaś jest bardzo trafione, to nawet nie chodzi o to ile tych wątków jest, ani ile tych perspektyw jest, tylko jak się je rozgrywa i rzeczywiście cały czas przywołuje ród smoka, gdzie naprawdę każda postać, którą obserwujemy i tak gra ostatecznie do jednej z dwóch bramek, dwóch przyjaciółek, które stają się rywalkami.
5948:  BFP - No dokładnie.
5949:  BFP - I to jest, wiecie, to jest adaptacja naprawdę...
5954:  BFP - No jednej ósmej tego, co dostaliśmy w formie książkowej, ale karty zostały rozdane, kości zostały rzucone i pionki są ustawione na szachownicy.
5963:  BFP - Wiemy dokładnie jak, wiemy dokładnie jaki jest punkt wyjścia dla kolejnego sezonu.
5967:  BFP - Tutaj kompletnie nie mam takiego poczucia.
5970:  GW - Jeszcze mam wrażenie, że nie dość, że tu pokupiono właśnie kwestie odpowiedniego stworzenia tych wątków i poprowadzenia, to jeszcze nie pomogli tutaj montażem, bo wiele rzeczy było kompletnie niepotrzebnych i ten czas, który zmarnowano na pewne pierdoły zupełne, mogli przeznaczyć na to, żeby dobrze poprowadzić właśnie te wątki, o których Dominika mówiła, a na przykład szósty odcinek, który był nudny
5995:  GW - bardzo nudne, to mogli to spiąć z tym, że tutaj mamy kolejne etapy transformacji Siri, jej rozwoju itd., wycinając całe to zbędne gówno i tak naprawdę uzupełnić to tym,
6010:  GW - co się działo wtedy u Geralta, bo i tak leżał i mruczał, tak?
6013:  GW - No i jakby to połączyć w jeden wspólny odcinek, gdzie oni oboje jakoś dźwigają się z kolan, to byłoby to, tak, z jednej strony operatorsko byłoby to może ciekawsze, byłoby bardziej zróżnicowane, bo tak to po prostu przez
6031:  GW - Bitą godzinę oglądałem Piasek.
6033:  GW - Było mi tak żółto po prostu w oczach już, a jakby to urozmaicili właśnie tym, że mamy te wszystkie wątki w lesie, to byśmy mieli cały odcinek i cały jeden czas antenowy na to, żeby faktycznie pouzupełniać te wszystkie dziury, które trzeba sobie teraz składać w głowie.
6047:  GW - I nie, to nie jest sprytne prowadzenie widza i nie jest znowu, tak jak mówiłem wcześniej, szacunek do inteligencji widza, tylko to jest po prostu brak umiejętności połączenia tego wszystkiego, a tak to mamy randomowe sceny, randomowe nazwiska,
6061:  GW - W ogóle niepowiązane wydarzenia, to jest taki... Też mówiłeś o tym, Filip, na swojej recenzji, że mamy po prostu taką mieszankę studencką, tylko że tam są poza orzeszkami jakimiś rodzynami, swoją drogą mówiłeś o suszonych rodzynkach.
6077:  GW - Rodzynki by definition są suszone, bo tak jak Krzysztof zauważył, to są zatroskane winogrona, tak?
6083:  KMM - Tak, to są orzeszki arachnidowe.
6086:  GW - A tam jest masa śmieci tak naprawdę, bo ktoś zostawił tą paczkę z tą mieszanką studencką otwartą, po prostu nie naleciało tam mógł innego badziewia.
6096:  GW - Także no niestety, to jest kioza pod wieloma względami.
6101:  GW - Nawet jak chcieli już przekazać ten materiał, to go nie poukładali odpowiednio tak, żeby przekazać widzowi te informacje jak trzeba,
6108:  GW - bo czytali między wierszami, a nie dość jeszcze ten cały montaż i układ tych scen w ogóle w tym nie pomaga.
6116:  GW - Jakby ten jeden element przynajmniej był tak w połowie składny, jak sceny walki, to byłoby znacznie lepiej, bo tu było od początku do końca wiadomo, kto jest po jakiej stronie, kto kogo napierdziela, co się dzieje i jak to się skończy.
6130:  GW - A tutaj ni-ciu-la.
6132:  BFP - to chciałbym, żebyśmy na koniec przeszli sobie jeszcze trochę do takich... Chciałbym dać nam zadanie, które jest bardzo trudne.
6139:  BFP - A mianowicie, co mogliby zrobić twórcy, żeby jakkolwiek było lepiej względem trzeciego sezonu w czwartym sezonie, jeżeli rzeczywiście może to stanowić dla nich jakąś formę resetu, tak?
6151:  BFP - No trochę to sygnalizują.
6153:  BFP - Ale... Nie robić.
6156:  BFP - Zanim do tego przejdziemy, ja jeszcze odniosę się do tego,
6161:  JM - Zatrudnić nas, słuchajcie, jest nas szóstka.
6162:  JM - Ja myślę, żebyśmy sobie poradzili z każdym odcinkiem na jedną osobę.
6165:  BFP - Jest nas piątka, chyba, że coś się zrobiło.
6169:  BFP - Duch Henry'ego Cavill'a był jako szósty.
6173:  BFP - Tak sobie, wiecie, może po prostu się rozmarzyłem, chociaż nie powinienem nigdy być rozmarzony, kiedy czytam wpisy Lauren Hissrich, ale kiedy była mowa o tym heroicznym pożegnaniu, o tym rozmawiałem prywatnie z Krzysztofem, kurde,
6187:  BFP - Jacy my byliśmy zajarani, jak wyszedł bonusowy odcinek Sandman'a.
6191:  BFP - I czy naprawdę nie można było zrobić prezentu fanom i samemu Henrymu Cavillowi, żeby dogadać się z nim na 3-4 dni zdjęciowe i zrobienie odcinka bonusowego, pewnego rodzaju spin-offu, który jest w ogóle prequelem wydarzeń tego, co oglądamy w serialu, ale wyłącznie poświęconego Geraltowi.
6210:  BFP - Wyłącznie.
6213:  BFP - 60-80 minut materiału o dwóch dniach z życia Geralta, jako pożegnanie z tą postacią, jako pożegnanie z tym aktorem,
6220:  BFP - Ale również to mogła być też dobra próba czy eksperyment, w którą stronę może iść z kolejnym sezonem, zobaczyć co kręci ludzi czy nie.
6227:  BFP - Zrobić, bo widzicie, te odcinki mają ten problem i to właśnie Grzegorz o tym mówił a propos montażu, a propos ich struktury.
6233:  BFP - Generalnie jak się robi seriale, to stara się zrobić tak, że jest odcinek często, który ma jakiegoś bohatera, który staje w centrum i na niego zostaje rzucone światło reflektora.
6243:  BFP - I on, na przykład, są jakieś jego retrospekcje, może jest jakaś jego historia wytłuszczona, trochę było z tą pustynią Korath, tak, w przypadku Ciri, ale moim zdaniem słabo było to zrobione.
6254:  BFP - Ten serial nigdy tego nie robił, znaczy wrzucał wszystko do gara, wszystko mieszał w mało zrozumiały strukturalnie i montażowo sposób, a my jeszcze w pierwszym sezonie, ci, którzy nie pamiętali książek, musieli się domyślać, co jest retrospekcją, a co jest teraźniejszością.
6267:  BFP - I można było zrobić taki jeden odcinek, Geraltocentryczny, gdzie rzeczywiście ma, albo nawet Geralt i Jaskier, jakaś przygoda na uboczu drogi, wiem, że to źle brzmi, ale przygoda na uboczu drogi, jakiś sidequest robiony przez te 60-80 minut.
6282:  BFP - I zobaczyć, jak ludzie na to zareagują.
6284:  BFP - Bo jeżeli by zareagowali na to żywo, na taką, wiecie, uproszczoną fabułę, zupełnie niezwiązaną z tymi wszystkimi wątkami, których oni namnożyli, które splątali w sposób... No to węzeł gordyjski z tego powstał.
6296:  BFP - Więc chyba ja to myślałem, kiedy myślałem o takim heroicznym pożegnaniu.
6299:  BFP - Że może zrobią taki prezent nam i może faktycznie zrobią więcej, niż byśmy tego oczekiwali, a zrobili znacznie mniej, niż powinni, biorąc pod uwagę, co można rozumieć pod słowem heroiczne.
6311:  BFP - Ale zatem chciałbym wysłuchać Waszych opinii na temat tego, ja wiem to jest trudne, wejdziemy trochę w rolę adwokatów diabła, ale co faktycznie showrunnerka, producenci, bo nie oszukujmy się, scenarzyści są tutaj bardzo drugorzędni, ale showrunnerka i producenci mogliby zrobić, żeby czwarty sezon przynajmniej zaczął lepiej niż ten trzeci, jeżeli ma to być jakkolwiek reset i nie chcę słyszeć trzymać się bardziej książek, bo już wiemy jak to wychodzi.
6341:  BFP - Nikomu nie płacę, więc nie chcę się podzielić opinią.
6343:  GW - Przestać czytać między wierszami, tylko faktycznie przeczytać ten materiał, zrozumieć o co chodzi w esencji tego, co się dzieje w danym momencie w fabule i oddać to.
6353:  GW - Można obciąć słowa, można obciąć postacie, ale oddać to, o co chodzi w danym wątku fabularnym, a nie rzucać po prostu kostką i liczyć na to, że coś się przyklei do ściany i to opiszemy.
6370:  JM - Ja nie jestem pewna, czy to jest w ogóle do uratowania.
6373:  JM - Nawet jak jakiś reset będzie, to ja jakoś nie potrafię sobie wyobrazić, jak można by naprawić coś, co się tak zamotało.
6381:  DS - No ja się tu zgadzam z Jagą, bo co mnie przekonuje, że oni po prostu nie są w stanie zrobić nic lepszego?
6387:  DS - Otóż odcinek na pustyni.
6389:  DS - Zaraz powiem dlaczego, a potem przejdę do pozytywnego elementu, czyli odpowiedzi na twoje pytanie.
6395:  DS - Scena na pustyni.
6397:  DS - Ciri znajduje się na pustyni.
6398:  DS - Siedzi cały dzień na tej pustyni.
6402:  DS - Z jakiegoś powodu dopiero drugiego dnia wpada na to, że na pustyni wypada mieć czapkę, więc wyrywa sobie szmatę z tego kuraka, zawija ją na głowę.
6408:  DS - Wiedźminka do tego.
6410:  DS - Wielkiego dnia dociera do niej wreszcie, że jest na pustyni.
6413:  DS - No już jest trochę osłabiona i już jest jej niefajnie, więc co mówi?
6417:  DS - jedzenie, potrzebuję jedzenia, coś tam, coś tam, jestem taka głodna.
6420:  DS - A co z wodą?
6421:  DS - Wydawałoby się, że pierwszą rzeczą, której ludziom brakuje na pustyni jest kurczę blade woda.
6426:  DS - Po prostu się jest spragnionym, jak się chodzi cały dzień w 50 stopniach.
6429:  DS - Więc już pomijam inne szczegóły, jak na przykład to, że na pustyni w nocy jest zimno.
6432:  DS - Nieważne.
6433:  DS - Sześcioletnie dziecko domyśli się, że na pustyni największym problemem jest woda, a ona cały czas gada tylko o tym cholernym jedzeniu.
6440:  DS - Więc skoro oni nie są w stanie przedstawić tak bazowej, fundamentalnej
6446:  DS - sytuacji tego, jak wygląda życie na pustyni, to moim zdaniem oni po prostu za cokolwiek się wezmą, nie są w stanie tego przedstawić dobrze.
6453:  DS - To jest ta ponura część.
6454:  DS - A co by trzeba było zrobić, żeby ten sezon następny był lepszy?
6459:  DS - No niestety moim zdaniem jedyne, co mogłoby jakkolwiek poprawić tę sytuację, to zrezygnowanie z wszystkich wątków i robienie po prostu historii o Geralcie i Jaskrze.
6468:  DS - Ponieważ ten duet to są jedyne sceny, które czasem są
6472:  DS - trochę mniej złe i jest w nich czasem coś zabawnego i nie są z aż takim zadęciem, choć i tak są z zadęciem.
6479:  DS - Jeśli będziesz tam działo cokolwiek innego, to moim zdaniem jesteśmy w tym samym dole z wapnem, w którym już tkwimy.
6486:  JM - Bo oni też mają, mam wrażenie, wiecie, ten problem, że jest bardzo mało konfliktu, a wiadomo, że na konflikcie jedzie się łatwiej.
6495:  JM - a pomiędzy Geraltem i Jaskrem jest konflikt, bo oni po prostu mają odmienne osobowości i inaczej postrzegają świat, a w momencie kiedy mamy, no już pojawiło się to nasze trio, czyli Geralt, Ciri i Yennefer i oni już nie mają pomiędzy sobą właśnie tego konfliktu, na samym początku jest tylko w tym sezonie, no tam są pokłóceni w pewnym sensie, ale to też jakoś tak beznadziejnie właśnie na zasadzie takiej
6520:  JM - smutny Yennefer, która demonstracyjnie w taki jakiś autoagresywny sposób się zachowuje i zostawia mu te listy.
6529:  JM - Ja wiem, że to jest znów źle zinterpretowana rzecz z sagi, gdzie Yennefer rzeczywiście nazywała Geralta w liście swoim przyjacielem, ale w sposób końśliwy, dlatego że to on nazwał ją pierwszy swoją przyjaciółką, bo nie wiedział jak się zwrócić do niej w liście.
6546:  JM - No a tutaj to zrobili jakoś tak, tak jak właśnie zrobili.
6549:  JM - No i ten konflikt nie istnieje pomiędzy nimi, więc ta relacja we trójkę jest nieciekawa.
6554:  JM - No okej, no ile można patrzeć na to, że oni się wspierają, że mówią, że się kochają.
6561:  JM - No okej, no dobrze, dobrze, dobrze.
6563:  JM - A dalej te konflikty jakieś, które są zrobione nie są w ogóle...
6568:  JM - i są w ogóle ciekawe no bo jaki konflikt tak naprawdę ma Dijkstra z tym z tym Wizimirem no niby Wizimira już nie ma
6578:  JM - ale wcześniej.
6579:  JM - Ja mówię ogólnie o tym, że nie ma konfliktów, więc nieciekawie się to ogląda.
6586:  JM - A jeżeli konflikt pomiędzy Dijkstrą i Wizymirem polega na tym, że Dijkstra po prostu niespecjalnie tego Wizymira lubi i uważa go za głupka, to to jest trochę małe.
6596:  BFP - Zamiast na przykład to, że Wizymir wywołał wojnę i musi powstrzymać szaleństwo władcy, jak chociażby byłoby w Rodzie Smoka.
6603:  DS - Na przykład, tak.
6605:  DS - A Geraltem powinien być ten konflikt, bo oni też mają zupełnie różne charaktery i lubią różne rzeczy.
6612:  DS - To w książce, no bo tutaj nie.
6615:  DS - Powinno być w stanie się to zrobić na ekranie, ale się nie da.
6620:  DS - Oni nie potrafią.
6622:  JM - No właśnie, więc może jakby jakiś więcej ciekawych konfliktów powprowadzali, bo w każdej scenie generalnie powinien być konflikt, żeby było fajnie.
6630:  JM - Na różnym poziomie, to nie musi być konflikt, wiecie, na pięści, tylko może być konflikt po prostu interesów, tego, że ktoś źle się spojrzał na drugą osobę, coś to zawsze wprowadzi takiego interesującego bardziej do sceny.
6645:  BFP - Czy na przykład dziki gon, którego nie ma, a który jest teasowany cały czas i zupełnie niepotrzebnie zajawiany, a mógłby być czymś, co naprawdę dawałoby poczucie, że cały czas nam coś depcze po piętach poza mchyrem, który chce odzyskać córkę.
6662:  BFP - Tak.
6665:  BFP - Oddając jeszcze głos Krzysztofowi Grzegorzowi, ja zgadzam się z Dominiką, że jedyna szansa, żeby coś zrobić z tym serialem na plus, to jest upraszczać.
6673:  BFP - Tyle tylko, że patrząc historycznie na ten serial, trudno byłoby się tego spodziewać, bo trzeci sezon właśnie wprowadził więcej komplikacji, to jest więcej tych wątków,
6681:  BFP - więcej niby konfliktów, ale o znacznie mniejszej stawce, nie takich, z którymi moglibyśmy się utożsamiać, bo nie opartych na naszych bohaterach, z którymi już zaczęliśmy się utożsamiać.
6690:  BFP - Mamy trójkę bohaterów na okładce nawet w tej dyskusji, w tle na tapecie, a w praktyce gdzieś to jest rozrzedzane przez prowadzenie odkowych postaci.
6698:  BFP - No i teraz, jak można by było to rozplątać?
6701:  BFP - Nie za bardzo sobie to wyobrażam.
6703:  BFP - Można upatrywać nadziei w tym, że będą chcieli przekonać...
6707:  BFP - Można by przekonać co najwyżej fanów do Leama Hemswortha faktycznie tym, że trzeba mu dać się wykazać.
6716:  BFP - No ale jakoś tak nie sądzę, żeby nawet danie mu się wykazać przez pierwsze 20 minut serialu, czy czwartego sezonu przełożyło się na bardziej uproszczoną fabułę i więcej Leama w centrum, a nawet gdyby tak było, to każdy z nas byłby wkurzony, bo zadawałby sobie pytanie, a to nie mogliście dwa sezony temu?
6733:  BFP - Może Cavill by został w takim razie.
6735:  BFP - Nie wiem, zostawiam jeszcze zdanie Grzegorza i Krzysztofa.
6741:  BFP - Ja wsoją tylko już energię na poezję, także... A no dobrze, to może podniesiesz nam w górę serca.
6749:  GW - Nie do końca, bo to będzie tren.
6752:  BFP - No to kurwa fajnie, no.
6755:  KMM - Krzysztof?
6758:  KMM - Powiem tak, jeszcze zostało trochę opowiadań, które nie zostały zekranizowane, więc może postawienie na przeplatanie tych, co po niektórych przynajmniej wątków, eskapadami Geralta i wycinaniem potworów.
6772:  KMM - Chciałbym zobaczyć walkę Geralta z Zojglem, dobrze zrobioną na przykład, bo to było ładnie.
6777:  KMM - zrealizowanej.
6778:  KMM - To jest też taki charakterystyczny wątek w twórczości Andrzeja Sapkowskiego, żeby pokazywać, że w światach fantasy też istnieje coś takiego jak industrializacja, uprzemysłowienie, że te światy nie tylko mają przestrzeń, ale także mają swój czas, że rozwijają się w związku z powyższym.
6793:  KMM - Już nie mamy do czynienia z taką typową pseudośredniowieczną, jak to mówi sam Andrzej Sapkowski, żeby nie było, że Krzysztof promuje własne terminy allotopią, czyli innym światem.
6803:  KMM - Mówi o tym, nawiasem mówiąc, Sapkowski w rozmowie ze Stanisławem Beresiem, mega polecam, jak chcecie zobaczyć Andrzeja Sapkowskiego, erudytę, który wyciera podłogę polonistą z Uniwersytetu Warszawskiego, można się zsikać ze śmiechu.
6813:  KMM - I mówi tam także bardzo istotne rzeczy w kontekście tego, o czym cały czas rozmawiamy.
6817:  KMM - Więc przeplatanie wątków rzeczywiście tymi wiedźmińskim fachem Geralta wtedy by dało szansę Liamowi, żeby pokazał to, co Geralt mógł pokazać w pierwszym sezonie.
6826:  KMM - Nie za bardzo jestem w stanie wyobrazić sobie coś lepszego, co by też się wiązało z Wiedźminem.
6831:  KMM - Ewentualnie można wziąć jeszcze wątki, które są z sezonu Bush, bo sezon Bush jest interquelem względem sagi, to znaczy dzieje się mniej więcej w tym samym czasie, w którym się dzieje saga.
6840:  KMM - Wprawdzie Andrzej Sapkowski nigdy nie sprecyzował, gdzie konkretnie, ale fani już starali się to rekonstruować.
6845:  KMM - Jeżeli chodzi natomiast o pozostałe postaci, i moim zdaniem to jest nie do odratowania, tutaj sprzyjam absolutnie Dominice i jadzę pod tym kątem, może można byłoby wreszcie zrobić coś, co się teraz w nowoczesnych uniwersach praktykuje, to znaczy przenosimy całkowicie akcję i perspektywę narracyjną do innego kraju, na przykład do Nilfgaardu w 100%, żeby pokazać coś, czego fizycznie w sadze w ogóle nie było.
6868:  KMM - Zrobić taki odcinek, który będzie buforem między, krótko mówiąc, tym, co już dostaliśmy, a resztą fabuły z sagi, bo oni tego nie zrobią, bo oni po prostu lecą teraz, o ile w ogóle pozwoli ten strajk scenarzystów, po kolejnych tomach, to znaczy teraz będziemy mieli Chrzest Ognia, no i kolejne, prawda?
6885:  KMM - Ja się cały czas boję, kto zostanie wycastowany jako Regis, niezmiennie, niezmiennie się tego boję i obawiam się, że nie są w stanie tego pociągnąć w dobry sposób i to są nasze mrzonki i...
6897:  KMM - bajki o Żelaznym Wilku, które teraz sobie snujemy, ponieważ one by wymagały jakiejkolwiek refleksji ze strony twórców.
6904:  KMM - Ta refleksja nie istnieje.
6906:  KMM - Tomasz Bagiński i Loren Fisztek są w bańce, w której nie widzą, że ich serial notuje spadek oglądalności, że coraz mniej zarabia, że otwarcie było 30% niższe,
6917:  KMM - od otwarcia drugiego sezonu, o czym mówił Redanian Intelligence portal i tak dalej i tak dalej, zresztą posługując się danymi samego Netflixa.
6925:  KMM - Więc nie ma usprawiedliwienia w tym momencie, bo ludzie wcześniej mówili, kontrując nasze argumenty, że no to nie jest seria dla fanów, to jest seria dla wszystkich, tak?
6933:  KMM - No nie jest, tak?
6935:  KMM - Ewidentnie jednak nie jest.
6936:  KMM - Dokładnie tak samo, jak się przekonał poniewczasie Disney, ignorujący fanów, że jednak ci fani chodzili do tych Disneylandów, kupowali merchandising i tak dalej i tak dalej.
6947:  KMM - I teraz nagle się okazuje, że Disney ma taki spadek przychodów, więc ta narracja o tym, że to się opłacało i że ignorowanie tego głosu się opłacało już też nie sprzyja.
6957:  KMM - Zatem nie jestem w stanie sobie wyobrazić, jaki argument zadziała.
6960:  KMM - Jeśli w kapitalizmie argument finansowy nie działa na wyobraźnię twórców, żaden już nie podziała.
6968:  BFP - To ostatnie z The Witches.
6993:  BFP - Bardzo polecam, bo to jest ważny temat.
6995:  BFP - To znaczy, tak jak już dzisiaj nawoływałem, żeby nie rzucać na wiatr tak ciężkich słów jak scenarzyści do guagu, bo to są ludzie, którzy naprawdę nie zawsze mają łatwą pracę, to właśnie posłuchanie o strajku scenarzystów i tego jak
7010:  BFP - opłacani są scenarzyści, jakie mają warunki pracy, kiedy są podporządkowani platformom streamingowym, które pociągają za sznurki za sprawą producentów i tak zwanych executives, dyrektorów, dyrektorek, to można im raczej współczuć i mieć trochę więcej empatii.
7027:  BFP - Polecam ten materiał i polecam też zrozumieć, jak może się to odbić na naszej konsumpcji w ogóle telewizji i kina w najbliższym czasie, bo sprawa jest bardzo poważna.
7036:  BFP - A teraz, żeby przejść z tego minorowego tonu na bardziej majorowy, który tak naprawdę będzie minorowy, bo jest to tren, to Grzegorzu, zostawiam Ci przestrzeń.
7047:  GW - No dobra, bo to tak, tylko słowem wstępu bym musiałem sobie przypomnieć, jaką strukturę ma tren i tam ma być pięć części.
7057:  GW - Przyczyny, zasługi, opłakiwanie, pocieszenie, moralne pouczenie, ale stwierdziłem, że za mało, bo teraz już też narosło parę myśli, więc jeszcze dojdą do tego dwie części, podsumowanie i dobijanie.
7069:  GW - Jak zwykle pokazuję, że to było notowane
7075:  GW - To zapiski lekarskie po prostu na dwóch stronach, mam tu odwróconą koalę, tak.
7081:  GW - Dobra, to tak.
7085:  GW - Tren o Wiedźminie.
7087:  GW - Wielkie mi uczynisz pustki w sercu moim, drogi Heńku Kawilu.
7092:  GW - Tym zniknieniem swoim dyshonor dla Wiedźmina był wielki, więc by się nie frasować, postanowiłeś z tego cyrku całkiem zniszczyć.
7101:  GW - zrezygnować.
7102:  GW - Twój bic był wspaniały mruk jak u niedźwiedzia, lecz scenariusz miałki, więc ci niezbyt siedział.
7109:  GW - Fistech Lorenz z pewnością pisała go siedząc w toksycznych oparach, stąd sam ciągnąłeś to badziewie na swych pięknych barach.
7116:  GW - I gdy myśleliśmy, że to koniec, nastąpiła wolta i na zastępstwo dali nam gorszego Hemswortha.
7122:  GW - Nie wiem jeszcze jak się mam z tym wszystkim odnaleźć.
7127:  GW - Netflixowi jednak w podziemce mogę pokazać ten palec.
7131:  GW - Ocierając łzy i myśląc, co zrobimy teraz, ty przechodzisz z dumą świata Warhammera.
7137:  GW - Obyś tam znalazł na nowo swoje miejsce, gdzie oddadzą ci szacunek i honor i serce.
7144:  GW - Toteż musi tu nastąpić sowita przestroga dla każdej korporacji.
7148:  GW - Biada wam i trwoga, jeżeli chcecie fanów znanej franczyzy zadowolić, zatrudnijcie ludzi, którzy nie chcą jej spierdolić.
7155:  GW - Więc zreasumując, wylewając żale, nie martwcie się Henryku o twój los wcale, odtąd Netflixowa saga bez zastanawiania, nadawać się będzie jeno do ugrillowania, weźcie ją, spalcie, zmielcie i zakopcie, zasypcie wapnem, dociśnijcie łokciem, na tym guano już raczej nic nam nie wyrośnie, prędzej zobaczymy gruszki gdzieś na sośnie.
7177:  BFP - Po pierwsze to jest absolutnie piękne, a po drugie ja z Krzysztofem się znamy tak dobrze, że jesteśmy w stanie spojrzeć na siebie w tym samym momencie i wiedzieć, że obaj pomyśleliśmy o innym słowie niż ugrillowania, kiedy szukałeś rymu, więc absolutnie wspaniałe, przepiękne i lepsze niż to, co oglądaliśmy przez ostatnie cztery tygodnie na Netflixie.
7204:  KMM - Krótko mówiąc, Grzegorz jest naszym bardem, bardem lepszym niż Jaskier był kiedykolwiek w tym sezonie i w poprzednim sezonie także.
7213:  KMM - Może w pierwszym sezonie Jaskier był dorównującym Grzegorzowi bardem.
7218:  BFP - Mam nadzieję, że jeszcze zrobisz kiedyś remis tego trenu i dorzucisz tam kluczowe słowo, nie wszystko jest takie, jak się wydaje.
7224:  BFP - czy po polsku, czy po angielsku i to będzie refren, który sprawia, że jest drop w klubie i wszyscy mogą się dobrze bawić, tak jak bawili się właśnie w aretuzie.
7232:  BFP - W każdym razie, kochani, na koniec chciałbym, żeby każdy z was powiedział pokrótce o tym, czego można się u was w waszych kanałach spodziewać w najbliższym czasie.
7242:  BFP - A przypominam, że wszystkie te kanały, gości i gości znajdziecie w opisie pod filmem i zachęcam Was, żeby je wszystkie subskrybować, nawet jeżeli nie wiecie, co tam dostaniecie, to tym bardziej jest to dobry precyzm tego, żeby dostać raz na jakiś czas kinder niespodziankę.
7255:  BFP - Dominiko.
7257:  DS - To u mnie.
7258:  DS - Jedziemy cały czas ze śmiechorecenzjami kolejnych odcinków trzeciego sezonu Wiedźmina, więc jeśli mało wam było jak na razie rostowania, to zapraszam serdecznie.
7266:  DS - Na razie zatrzymaliśmy się na odcinku, znaczy nagrane są już trzy, a na kanale jest dopiero pierwszy, więc to doskonały moment, żeby dołączyć, ale ostrzegam, że są głosy, że można sobie opluć klawiaturę, więc rozważnie.
7278:  DS - Jaga?
7282:  JM - U mnie jak zwykle legendy, mity, zwyczaje przedziwne i z Polski i z całego świata, a oprócz tego na Instagramie dość często się też dzielę takimi insajderskimi materiałami na temat tego, jak to się pisze powieść fantasy pod deadline.
7303:  BFP - A dałoby się bez deadline'u napisać powieść fantazji?
7305:  JM - Oj, dałoby się bardzo i to byłoby bardzo przyjemne, ale niestety jak się pisze drugi tom, to trzeba już pod deadline, jeżeli wydawnictwo jakieś się tobą interesuje, zajmuje i masz podpisaną umowę.
7316:  KMM - The walking deadline.
7320:  BFP - A kiedy będziemy mogli dowiedzieć się czegoś więcej albo porozmawiać na przykład o...
7326:  JM - Premiera pierwszego tomu jest zaplanowana na początek przyszłego roku i podejrzewam, że w przeciągu najbliższych paru miesięcy będę mogła już trochę coś więcej powiedzieć na jej temat.
7339:  JM - Ale tytuł mogę wam sprzedać już, bo był ogłaszany na fanpage'u Fabryki Słów, więc zwie się on Sądny Dzień.
