Czy podział na literaturę wysoką i masową ma sens? - dyskusja z @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=9sO7jV7tUyA
KMM (Krzysztof M. Maj)
TLM (Tadeusz Lemiesz-Wrocławski)

0:  TLM - Jeszcze puszczam tutaj na Facebooka.
6525:  TLM - Są naprawdę mnogie przykłady takich autorów i to zdaje się przeczyć temu, co mówisz, że to od zawsze... Nawet największe powieści XIX wieku, jak Dostojewski, przecież są autorstwa osoby niearystokratycznej.
6539:  KMM - Błagam, stop, stop, bo robisz teraz spekulację, okej?
6542:  KMM - Od zarania dziejów wydawca zrzynał autora.
6545:  KMM - Od zarania dziejów.
6547:  KMM - I to, że Dostojewski Balzak, nawiasem mówiąc Balzak to nie biedował, tylko Balzak zarabiał na swojej twórczości, to ostro, ale większość autorów rzeczywiście była w brzydki sposób wykorzystywana przez wydawców.
6559:  KMM - Nawiasem mówiąc kontynuowana jest ta szlachetna tradycja aż po dziś dzień.
6563:  KMM - Ja na swoich książkach nie zarobiłem grosza.
6566:  KMM - Dobrze, 300 złotych, czyli wielokrotnie mniej niż miałem w umowie wydawniczej, nawiasem mówiąc.
6571:  KMM - No i co?
6572:  KMM - Czy to jest dowód na to, że książka się nie sprzeda?
6574:  KMM - Nie, sprzedał się cały nakład.
6575:  KMM - Czy to jest dowód na to, że jest tania?
6576:  KMM - Nie, kosztowała 50 złotych każda.
6579:  KMM - I to nie jest dowód, że autorzy biedowali.
6583:  KMM - To jest po pierwsze pewien trop kulturowy, który był upowszechniany przez samych literatów.
6588:  KMM - Po drugie, zwłaszcza w dobie modernizmu,
6591:  KMM - Po drugie jest to kwestia tego, że wydawca zabierał więcej.
6594:  KMM - Był niedawno film na temat Fitzgeralda bodajże i scena negocjacji z wydawcą, który mówi 20% dla autora.
6604:  KMM - Come on, to nie jest dowód na to, że książka była tania.
6607:  TLM - Nie mówię tutaj, że to jest dowód na to, że książka była tania, tylko że literatura nie była domeną wyłącznie wyższej klasy średniej czy jakiejś arystokracji czy burżuazji, bo było, powtarzam tutaj termin, inteligencja jest osobną klasą społeczną, nawet Marx uznawał ją za osobną klasę społeczną.
6623:  TLM - i wiele dzieł kultury, literatury, arcydzieł literatury jest tworzona właśnie przez zuburzałą inteligencję, która nie można powiedzieć z czystym sumieniem, że była częścią mieszczeństwa, czy częścią burżuazji, czy arystokracji, tylko była już począwszy od XIX wieku, a może nawet wcześniej, była osobną klasą, no bo było też wiele na przykład szkółek prowincjonalnych, nie wiem czy teraz dobrze pamiętam, ale Lermontow chyba wykształcił się w jakiejś szkółce przy...
6649:  TLM - przy wsi i dopiero potem dostał się na te salony z dosyć ubogiego właśnie chłopskiego zaplecza.
6657:  KMM - Gdzie się dostał?
6658:  KMM - Na salony.
6659:  KMM - No więc właśnie.
6661:  KMM - To nie jest literatura, która była tworzona po to, żeby biedne dzieci z sierocińca ją poczytały, tylko to była literatura, która wymagała awansu towarzyskiego.
6670:  KMM - Fakt, że wymagany był awans towarzyski, wejście na salony, co się to utrwaliło zresztą w naszym języku, jaskrawo dowodzi tego, kto był odbiorcą tej literatury.
6680:  KMM - pisarz w tamtym czasie biedujący liczył na mecenat.
6686:  KMM - Niestety nie jesteś w stanie przytknąć kategorii marksowskich do badania literatury, zwłaszcza klasycznej, ponieważ cały etos inteligenckości, klasyczność literatury i tak dalej jest produktem
6701:  KMM - całkowicie arystokratycznym.
6702:  KMM - To nie jest mój wymysł, to tylko powiedział Roland Barthes, najwybitniejszy francuski filozof w tamtego okresu.
6707:  KMM - Ja nie mam z tym nic wspólnego, a za nim mówiło to wiele ludzi, którzy bazowali na faktach i danych.
6713:  KMM - I to, że w literaturze jeszcze utrwaliły nam się tego rodzaju aspekty, to jest co innego.
6717:  KMM - Zresztą do dzisiaj jest tak przecież, jeżeli chcesz pokazać, jeżeli analizujemy tropy popkulturowe właśnie, to fakt, że każdy zbrodniarz słucha opery,
6726:  KMM - zwłaszcza taki, który ma dużo pieniędzy, to coś mówi.
6729:  KMM - Kuba Rozprówacz nie chodził sobie do opery, ale już profesor James Moriarty tak.
6735:  KMM - Więc jeżeli chcemy czytać rzeczywiście kulturę i szukać tam śladów tej klasowości, to niestety znajdziemy więcej dowodów na rzecz mojej tezy niż twojej.
6745:  TLM - Może źle zrozumiałem w takim razie twoje początkowe stwierdzenie, bo wydawało mi się, że jasno, to co wyciągnąłem z twoich materiałów, to było jasne stwierdzenie, że nie tylko ta
6759:  TLM - Kultura, sztuka wysoka była udziałem tej klasy wyższej, ale też była produkowana przez klasę wyższą i jest oddaniem sentymentów klasy wyższej, podczas gdy wydaje mi się, że historia, przynajmniej jeśli skupimy się na tym okresie XIX wieku, bo wcześniej mogę się zgodzić, że w XVII, XVIII wieku to było dużo bardziej zarezerwowane historie,
6779:  TLM - dla tych arystokratów, którzy sobie tam pisali dla rozrywki, dla frajdy na boku.
6784:  TLM - Natomiast XIX wiek to już jest epoka pisarzy, którzy starali się zarobić na chleb właśnie pisaniem, owszem, być może na ten rynek osób, które mogły sobie pozwolić na te książki, ale również na przykład do gazet w epizodach i gazety, no to już jest coś, na co klasa pracująca też mogła sobie pozwolić.
6803:  KMM - Wiesz, jak nazywano te powieści gazetowe, nawiasem mówiąc?
6806:  KMM - Jak?
6807:  KMM - powieściami gazetowymi, pulpowymi, innymi słowy później, albo potem się upowszechniło określenie groszówki, powieści groszowe, Penny Dreadful, takie, za które mogliśmy zapłacić sobie grosza, wsiąść w pociąg i poczytać sobie pociąg.
6819:  KMM - Wiesz, jakie to są gatunki?
6821:  KMM - Powieść przygodowa, fantastyka, kryminał, horror, literatura grozy.
6824:  KMM - Lalka była wydawana epizodycznie, Anna Karenina była wydawana epizodycznie w gazetach.
6832:  KMM - Tak, i były traktowane jako obyczajówki.
6834:  KMM - To było traktowane jak 365 dni dzisiejsze.
6837:  KMM - Ja nie żartuję.
6838:  KMM - Wystarczy poczytać recenzję tamtejszą.
6840:  KMM - Naprawdę percepcja dzieł jest bardzo, kultury jest bardzo relatywna.
6845:  KMM - Henryk Świękiewicz, od czego zacząłem, był traktowany jako pisarz pulpowy.
6849:  KMM - Jeżeli byśmy mieli dzisiaj znaleźć odpowiednik dla Henryka Świękiewicza, to byłby to prawdopodobnie któryś z pisarzy historycznych publikujących sobie felietony w dorzeczy.
6858:  KMM - No taka była percepcja tych pisarzy.
6860:  KMM - No tak, ale w czym rzecz?
6862:  TLM - To, że to była literatura popularna, nie klasyka.
6869:  TLM - A czy kiedykolwiek mówiłem, że te dzieła... Zacząłem w moim opening statement, mówiłem, że zgadzam się w pełni, że Szekspir rozpoczął się jako literatura popularna i że to jest tendencja, albo może wielokrotnie się spotyka takie przypadki.
6883:  TLM - Ja nie mam problemu z określeniem...
6886:  TLM - prac to ustoja pierwotnie jako literaturę masową, czy prac Szekspira jako literaturę masową.
6890:  TLM - I nie twierdzę, że to, że coś zaczyna jako literatura masowa, to już przekreśla los tego dzieła do końca świata.
6898:  KMM - Ja mam problem z określaniem Szekspira literaturą masową, ponieważ to jest termin, który powstał właśnie w latach 80.
6904:  KMM - XX wieku.
6905:  TLM - Ja to tylko rozumiem tak, że jest dla mas, że masy, ubogi, obudzy ludzie doświadczali.
6910:  KMM - Masa społeczna to jest coś, co właśnie powstaje w napięciu po rewolucji październikowej i tak dalej.
6918:  KMM - Wtedy zaczyna się mówić o masach społecznych.
6921:  TLM - Od zawsze kastuje się społeczeństwo plebs w Rzymie, obywatele i niewolnicy w Atenach.
6927:  KMM - Ale nie mówimy literatura plebejska i nie mówimy literatura niewolnicza, tylko mówimy literatura masowa, tak samo jak mówimy produkcja masowa, prawda?
6933:  KMM - I to wywoływało pewne analogie, które są bardzo czytelne i w tym echu, echem tego rozróżnienia jest to, co Dwight McDonald mówił, że literatura masowa jest jak guma do rzucia, bo produkuje się ją masowo.
6946:  KMM - W tym sensie mówię, że to określenie
6948:  KMM - ma pewną stygmę i trzeba sobie zdawać z niego sprawę i dlatego nie pasuje do Szekspira.
6953:  KMM - Zresztą Szekspir był literaturą, do której, znaczy tworzył literaturę czy dramat, wszystko jednak to nazwiemy, które najbardziej pasuje do niego określenie egalitarne.
6963:  KMM - On był dla wszystkich, i dla arystokracji, i dla gminu, dla wszystkich warstw społecznych i dlatego jest wybitny nawiasem mówiąc i dlatego się o nim tak długo pamięta.
6972:  KMM - I to właśnie zawsze będę podkreślał, że przesądza o czymś, że coś jest wybitne, że coś jest ponadczasowe, że coś jest uniwersalne, jak jest adresowane dla wszystkich i nikogo nie wyklucza.
6983:  KMM - Jeżeli jakaś powieść jest pisana po to, żeby się podobać francuskim pensjonarkom, to nigdy nie będzie miała takiego statusu.
6990:  KMM - Zwłaszcza w oczach historyków literatury, którzy na przykład dzisiaj podkreślają, że Henryk Sienkiewicz nie ma takiego charakteru, jaki byśmy chcieli, żeby miał.
6998:  KMM - I to nawiązanie, bo zauważ, że ty rozpocząłeś ten wątek ekonomiczny, mówiąc o powieściach o antykwariatach i tak dalej.
7006:  KMM - Jeżeli mówimy o
7009:  KMM - zasobności portfeli konsumentów kultury i powieściach gazetowych i Penny Dreadfuls i powieściach wagonowych itd., to gatunki, które w nich dominowały, to były właśnie te wszystkie gatunki, które są dzisiaj stygmatyzowane i w ramach tych stygmatyzowanych gatunków był Charles Dickens na Zachodzie, był u nas Henryk Sienkiewicz, wspomniany przez Ciebie Bolesław Prus,
7031:  KMM - i Honoré de Balzac, Émile Zola, Victor Hugo.
7038:  KMM - Wszystko to, co dzisiaj byśmy wpisali do pewnego kanonu.
7042:  KMM - No i to stoi tak samo zresztą, no więc to jest zabawne, bo nie zdajemy sobie z tego sprawy, ale to było tak czytane i jest dla mnie bardzo bolesne to, że dzisiaj taką literaturę, która jest pisana też z takim adresem, jest uniwersalna, być może kiedyś będzie uznana za kanon, ale gardzi się nią tak,
7060:  KMM - jak nie gardzono Sienkiewiczem, nawet jeżeli weźmiemy najbardziej złośliwe supliki kierowane pod jego adresem, to są niczym w porównaniu do klasistowskiej mowy wygłoszonej z Sztokholmu podczas obrad komitetu, gali wydania Nagrody Nobla, odwołuje się do mowy Tokarczuk oczywiście w tym wypadku.
7082:  KMM - Myślę, że mało kiedy się oberwało tak kulturze popularnej jak wtedy i trochę szkoda,
7089:  TLM - To nie wiem o jakim konsensusie, jakim wykluczeniu mówiłeś w kontekście tych powieści publikowanych w gazetach.
7097:  TLM - One nie są ani częścią tej współczesnej fikcji gatunkowej, są powieściami obyczajowymi, jak wcześniej sam stwierdziłeś i nie wiem kiedy były...
7106:  TLM - jakoś bardzo dyskryminowane przez świat literacki.
7109:  TLM - O ile wiem, Dostojewski też publikował w gazetach i dostało nagrody w trakcie swojego życia za publikacje w tych gazetach.
7118:  TLM - Traktowano to jako poważną literaturę.
7120:  TLM - Natomiast to, co... Oczywiście są wyjątki.
7123:  TLM - To co mnie tutaj jakby na którym słowie się zawiesiłem, to uniwersalność i partykularność i to musiałem sięgnąć do moich notatek, bo też w którymś filmiku chyba o eskapizmie mówisz właśnie o tej uniwersalności i partykularności.
7139:  TLM - I zawarłem to też na początku, na samym początku, że mówisz, że kultura ta masowa, którą nazywamy masową, kultura popularna, może byłoby trafniej, jakby ma dodatkową siłę przebicia, ponieważ jest uniwersalna, jest dla każdego.
7155:  TLM - i zwykli ludzie i jacyś bardzo bogaci ludzie, wszyscy mogą sobie razem usiąść i obejrzeć jakieś to współczesne dzieło kultury, zaś mówisz, że te stare klasyki są partykularne i że są osadzone bardzo w tym kontekście historycznym i społecznym i że dla nas to jest takie...
7175:  TLM - Nie wiadomo co, że nie znajdziemy żadnych powiązań, paraleli z naszymi doświadczeniami.
7182:  TLM - No i ja właśnie bym powiedział, że jest wręcz odwrotnie, że to kultura masowa, owszem, można nazwać ją uniwersalną, ale dla mnie powszechniejszym określeniem byłoby po prostu powszechna.
7193:  TLM - Zaś oddaje ona taki zeitgeist, który jest teraz bardzo zakorzeniony we współczesności i jest tak zaaranżowany, zainżynierowany, żeby jak najbardziej pasować do gustów współczesności.
7205:  TLM - Dlatego ludzie za 10, 15, 20 lat, którzy będą mieli inne gusta, no to już dla nich to może być kompletna sztampa, prawda, kicz i tak dalej.
7216:  TLM - I właśnie jakby ta kultura masowa jest takimi liśćmi rzuconymi na wiatr, zaś ta kultura klasyczna, ta kultura wysoka, te klasyczne dzieła literatury owszem są partykularne, odnoszą się do bardzo osobistych, subiektywnych doświadczeń osadzonych w bardzo konkretnych kontekstach historycznych,
7236:  TLM - Ale tutaj może to wyjdzie cheesy, ale się cytatem tutaj podeprzę.
7241:  TLM - Najgłębsze, subiektywne doświadczenia są jednocześnie najbardziej uniwersalnymi, bo poprzez nie dociera się do współdzielonych źródeł życia.
7249:  TLM - To Emil Cioran.
7250:  TLM - Ja pamiętałem inny cytat, mniej więcej znaczący to samo.
7254:  TLM - Tutaj Ciorana nie za bardzo lubię, jak moi widzowie wiedzą, ale tutaj akurat bym się z nim zgodził.
7260:  TLM - że prawdziwie trafna poezja, wybitna poezja i literatura oczywiście, jakby bierze element bardzo osobisty, subiektywny i uniwersalny i go tak przetwarza, ażeby ludzie odnaleźli w tym dziele cząstkę siebie, coś, co rezonuje z ich duszą.
7281:  TLM - I mimo tego, że właśnie te archaiczne nawet dzieła, nawet jak się cofniemy aż do starożytnych Greków,
7288:  TLM - to tam czytamy właśnie te utwory jak Antygona, czy Król Edyp, czy przeważnie te komedie, dla mnie są bardzo takie relatable.
7298:  TLM - Byłem aż niesamowicie zdziwiony czytając, nie wiem, Żaby Arystofanesa, jak dużo takich relatable zachowań i takich zabawnych rzeczy, które dla nas teraz są zabawne, znajdują się w tych sztukach.
7312:  TLM - Zaś to, co tam przemija, to jest właśnie coś, co byłoby wyjątkowo zabawne dla nich ówcześnie, czyli żartowanie sobie z jakichś senatorów, z jakichś polityków, z jakichś filozofów, których imiona już są dawno zapomniane między kartami historii, a tam są, nie wiem, właśnie jakieś tam żarty z nimi związane i to kompletnie nas omija.
7331:  TLM - Więc to jest właśnie coś, co mamy przeważnie teraz w kulturze masowej, coś dostosowanego do sentymentów współczesności, jakiś referens do współczesnego klimatu politycznego czy coś takiego.
7343:  TLM - I to dla przyszłych czytelników będzie kompletnie siup nad ich głowami.
7346:  TLM - Zaś ta treść, która się ostała w tych starożytnych dziełach, to to, co rezonuje z naszymi duszami, zaś teraz w tej obecnej konsumpcjonistycznej kulturze masowej brakuje mi tego, co faktycznie będzie rezonowało z ludźmi przez lata w przyszłości.
7361:  KMM - No to wyjaśnię moje rozumienie uniwersalności i partykularności, mianowicie proza fantastyczna nie bez powodu jest analizowana też przez specjalistów od prozy historycznej i nie bez powodu z jednej strony ten sam teoretyk mówi o allotopiach co o allohistoriach i nie bez powodu tak się upowszechnił gatunek historii alternatywnej w fantastyce.
7381:  KMM - Ponieważ jedna i druga powieść tworzy świat, którego nie ma.
7386:  KMM - I z perspektywy czytelnika przedstawia świat, który nie istnieje.
7389:  KMM - Dlatego powieść historyczna i powieść fantastyczna w podobny sposób są poznawane.
7393:  KMM - To znaczy i w jednym i drugim przypadku trzeba poznać świat, do którego nie mamy już dostępu, żeby zrozumieć dany utwór w nim osadzony.
7401:  KMM - Jaka jest różnica między nimi?
7403:  KMM - Powieść historyczna będzie napisana językiem, który jest mniej przystępny.
7405:  KMM - Koniec różnicy.
7407:  KMM - I wybranie fantastyki daje nam uniwersalne wartości, uniwersalne opowieści o czynach heroicznych, o psychologii bohaterów, postaci, w rysunkach trafiących ludzkość, bo nie jesteśmy w stanie... Powieść historyczna też się wydarzyła naprawdę i mówi nam, dodaje nam jakieś informacje do dzielonego języku symboli używanego przez inne powieści historyczne i nie tylko.
7429:  KMM - A skąd wiesz, że to się wydarzyło naprawdę?
7432:  TLM - No tak jak już mówiliśmy, jest to pewien konsensus, pewien konstrukt.
7436:  TLM - Natomiast jeśli w danej powieści historycznej nasłuchamy się, nie wiem, o Napoleonie i potem podniesiemy następną książkę, która wspomina postać Napoleona, no to mamy już ten kontekst o tyle bogatszy, że wiemy, kto to jest Napoleon i możemy odnieść motyw Napoleona do literatury ogólnoświatowej.
7453:  KMM - Dokładnie tak samo jest z Hobbitem.
7455:  KMM - Co więcej i Napoleon i Hobbit będzie w słowniku języka polskiego i w słowniku języka angielskiego.
7463:  KMM - Dlaczego?
7464:  KMM - Dlatego, że i w jednym i w drugim przypadku dowiadujemy się o tych postaciach z powieści.
7468:  KMM - Oczywiście powieści historycznych będzie więcej.
7471:  KMM - i opowieści historycznej o tych postaciach będzie więcej, konsensualnie uznajemy, że wszystko istniały.
7476:  KMM - Natomiast argument, że coś istnieje, więc jest bardziej wartościowe w perspektywie uniwersalnej, to jest coś, z czym by się nie zgodziła połowa filozofów klasycznych i średniowiecznych z tobą.
7487:  KMM - Jest takie rozróżnienie.
7488:  TLM - Mówię, że ma kumulatywną wartość, gdyż każde kolejne dzieło kultury uzupełnia jakby ten obraz rzeczywistego świata.
7494:  TLM - Zaś kiedy mamy dzieło, które mówi o hobbitach i potem mamy kolejne dzieło, które przedstawia świat fantastyczny, w którym nie ma hobbitów, to cały ten kontekst, który się dowiedzieliśmy dookoła hobbitów jest utracony.
7505:  TLM - Zaś kiedy mamy serię powieści historycznych, które zajmują się mniej więcej tym samym podobnym okresem, nawet tak szerokim jak cały wiek,
7512:  TLM - no to wtedy, jeśli przeczytamy jedno, to następna powieść, mamy już o tyle bogatszy kontekst, gdyż wiemy, kim są te postacie i jaki był ten substrat kulturowy w tamtych czasach.
7523:  TLM - Nie powiedziałbym, że to jest takie samo przełożenie, kiedy czytamy kolejne książki te fantastyczne.
7530:  KMM - Ja mówię o odbiorcach, ja mówię o perspektywie odbiorczej.
7534:  KMM - Z perspektywy odbiorcy jest taki sam wysiłek konieczny do tego, żeby zrozumieć świat historyczny, którego nie ma, jak świat fantastyczny, którego nie ma, ponieważ do dyspozycji ma tylko jedno źródło, to znaczy źródło literackie, które jest oknem dostępowym do tego świata.
7550:  KMM - I teraz różnica polega na tym, że jeżeli to okno dostępowe jest łatwe do otwarcia, to szybciej się do tego świata dostanie.
7555:  KMM - Jeżeli jest trudne do otwarcia, to się zaklinuje.
7558:  KMM - I w powieściach historycznych, starożytnych, klasycznych i tak dalej coraz bardziej się klinujemy odbiorczo.
7563:  KMM - Natomiast jeżeli chodzi o wartości uniwersalne, one są i tu, i tu.
7568:  KMM - Wartość natomiast przekazu historycznego to jest zupełnie osobna kwestia.
7571:  KMM - Wiesz, w opening statement przyzwyczaiłeś mnie do tego, że osadzasz swoje tezy w literaturze naukowej, więc się dostosowałem automatycznie.
7579:  KMM - I mogę teraz wgłosić bardzo długi tekst na temat tego, w jaki sposób cała różnica między fikcją a faktem w naszej kulturze została ukonstytuowana przez scholastykę średniowieczą i różnienie między figmentum purum a ens chimericum.
7594:  KMM - Ale chyba tego nie potrzebujemy teraz, prawda?
7596:  KMM - To znaczy wydaje mi się, że zabrnęlibyśmy wtedy za bardzo filozoficzną rozmowę, a to nie o to chodzi.
7602:  KMM - Nie chodzi o bardzo prostą rzecz.
7604:  KMM - O to, jakie są warunki dostępowe utworów i dzieł kultury.
7609:  KMM - Super, że możesz to wyciągnąć.
7612:  KMM - Świetnie, gratulacje.
7614:  KMM - Natomiast doświadczenie dydaktyczne uczy tego, że
7619:  KMM - Osoby, które na swojej ścieżce edukacyjnej może spotkać wykładowca akademicki, które będą przejawiały podobne dążności są rzadkie, a wspominałem, że ten wolumen osób, z którymi mam do czynienia jest dość spory, bo też nie na jednym uniwersytecie wykładam.
7636:  KMM - No i też z siłą rzeczy, z uwagi na rozwój kanału, się stykam z dość dużą liczbą młodych ludzi.
7641:  KMM - Więc ten wolumen mi się staje coraz większy i nie dostrzegam tendencji takich, o jakich mówisz, dostrzegam przeciwne.
7648:  KMM - To znaczy dostrzegam to, że ludzie coraz bardziej mówią
7652:  KMM - Szkoła mnie zniechęciła do czytania, co mam zrobić, żeby pokochać czytanie.
7655:  KMM - I ja nie mówię wtedy, wiesz co, przeczytaj chmury Aristofanesa, ponieważ one są bardzo uniwersalne i ponadto musisz się nauczyć, a najlepiej w Grece.
7662:  KMM - Tylko mówię, wiesz, tu jest taki short fiction na przykład Nila Gaimana na jeden akapit.
7667:  KMM - Może do tego zacznij.
7668:  TLM - Chodzi mi o to, że ten... Czemu chcesz pokochać literaturę?
7673:  TLM - To jest dziwny sentyment.
7675:  KMM - Dlaczego?
7676:  TLM - Ja nie wiem, jak bym powiedział, zniechęciłem się przez szkołę do trygonometrii.
7687:  TLM - Co zrobić, żeby pokochać trygonometrię?
7689:  KMM - Wiesz, na czym polega różnica?
7691:  KMM - Ludzie, którzy nie znają trygonometrii, nie są uznawani za niewykształconych, nie erudytów, nie odmawia im się dostępu do kultury, nie odmawia im się horyzontów szerokich.
7703:  KMM - My sami sobie wykopaliśmy ten grób, mówiąc w ten sposób, wartościując właśnie.
7708:  TLM - Kto w dorosłym życiu zwraca uwagę na to, jakie klasyki literatury się przeczytało?
7713:  TLM - Nauczyciele.
7714:  TLM - No dobra, może jeśli jest na studiach, okej.
7718:  TLM - Ale to bardzo wąski wycinek jednak społeczeństwa.
7721:  KMM - Rodzice do osiemnastego roku życia, którzy mówią, ucz się w szkole, bo to literatura ważna i tak dalej.
7728:  KMM - Come on.
7729:  TLM - No tak, ale mówisz o bardzo wąskim wycinku społeczeństwa.
7732:  KMM - A tym, który się uczy?
7734:  KMM - To jest 100% prawie w Polsce.
7736:  TLM - No dobrze, ale osoba, która mówi do ciebie, jak pokochać literaturę i jest jednocześnie studentem filologii polskiej, no to okej, faktycznie rozumiem wtedy to pytanie, bo to pytanie ma realne przełożenie na jakość pracy i jakość życia tej osoby do końca jej życia.
7752:  TLM - A jeśli ktoś, nie wiem, ktoś z ulicy, ktoś z wykształceniem technicznym, nie wiem, pyta się jak pokończyć literaturę tylko dlatego, że jakby uwierzył w ten konstrukt erudyty, że czytanie książek jest takie estetyczne i fajne, to ja bym mu to odradził.
7767:  TLM - Raczej bym rozwiał to widmo, bym mu powiedział, że czytanie nie czyni cię koniecznie, nie wiem, mądrzejszym, na pewno cię nie czyni lepszym w jakimś stopniu człowiekiem.
7778:  TLM - Tylko jeśli ktoś ma pragmatyczny powód, ażeby czerpać tą wiedzę z książek, jak właśnie student filologii polskiej, wtedy owszem, bym mu coś dobrego doradził.
7789:  TLM - Natomiast nie wydaje mi się ponownie, chyba już to parę razy wspominaliśmy, że dla mnie czytelnictwo jako takie nie jest absolutną wartością, jeśli ktoś nie czerpie z tego przyjemności albo innych wartości.
7801:  KMM - Ja się cieszę, że tak uważasz, natomiast tak nie uważa ogół i nie ma dowodów na istnienie takiej tezy powszechnie w dyskursie.
7809:  KMM - Alarmistyczne nagłówki, co drugi Polak nie czyta jedną książkę rocznie, nie czytasz, nie idę z tobą do łóżka.
7818:  KMM - 300 tysięcy polubień na fejsie.
7820:  KMM - Skala tego zjawiska jest znacznie większa, niż starasz się je teraz sportretować.
7826:  KMM - Jest powszechnie w Polsce ten etos inteligenta czytającego, fotografującego się na tle książek.
7834:  KMM - Z nawiasem mówiąc, jedna z moich widzek mi powiedziała, że nauczycielka polskiego nazwała mnie hipokrytą, bo mówię o grach wideo, jestem na tle książek, bo to jest tak, tak bardzo jest silny ten obraz tego,
7845:  KMM - pustowania sobie wizerunku za pośrednictwem półpółki z książkami.
7848:  KMM - Tak, to mówiłeś o tym, w którym jest swój materiał ostatnio.
7851:  TLM - Ale ponownie mówisz o bardzo wąskim wycinku społeczeństwa, który dba o takie powierzchowne rzeczy.
7857:  KMM - Naprawdę.
7858:  KMM - Dałem ci dwa przykłady, które są bardzo mocne.
7860:  KMM - To znaczy doniesienia medialne w okólnopolskich tygodnikach, nie mówimy o tygodnikach opinii w stylu tygodnik powszechny, tylko mówimy o onecie, gazecie.pl, WP i tak dalej.
7871:  KMM - Od stronach mają miliony wyświetleń dziennie i masz nagłówek na pierwszej, na głównej stronie, że jest nowe badanie, że nikt nic nie czyta.
7880:  TLM - No super, ale jest druga strona medalu, czyli bardzo dużo osób, które ten statystyczny Polak, prawda, który nie czyta nawet jednej książki rocznie i ludzie powiedzmy pracujący, załóżmy powiedzmy na niższych stanowiskach, którzy mogą na przykład się wyśmiać za to, że zobaczą cię czytającego książkę.
7901:  TLM - To jest kompletnie odwrotna strona medalu i oczywiście nie mam tutaj badań na potwierdzenie tego tutaj, tylko mówię o swoich obserwacjach i o tym, co wydaje mi się, że jest prawdopodobniejsze, że owszem, mamy tą jakąś, no może tutaj zachodzi ten klasowy podział, że mamy tą klasę społeczną dbającą o wizerunek czytelnictwa i erudycji, na pewno są to postacie związane z mediami, osoby jakoś obecne w mediach, one muszą bardzo dbać o ten wizerunek, żeby być, nie wiem, wiarygodnymi,
7931:  TLM - Natomiast dla przeciętnego człowieka czytanie książek jest abstrakcją i jak ktoś czyta książki, to nie jest nagle, nie wiem, superbohaterem, tylko po prostu okej, ja nie czytam, ty czytasz, to jest twoje hobby, ja mam inne hobby i jestem, dobra, nie mam ponownie jakichś tutaj cyferek fajnych do przedstawienia, natomiast no nie wierzę w tą narratywę, żeby erudycja była jakimś
7961:  TLM - w społeczeństwie wyznacznikiem wartości czy statusu społecznego?
7967:  KMM - No cieszę się, że tak nie uważasz, ale to nie oznacza, że tak ludzie nie uważają.
7971:  KMM - Jeszcze raz powtarzam, znaczy ja przytaczam pewien argument dyskursywny, który się opiera na doniesieniach medialnych, na pewnych faktach społecznych.
7982:  KMM - konfrontujesz to ze swoją opinią.
7984:  KMM - Moja opinia na ten temat jest analogiczna.
7985:  KMM - Ja uważam, że Rudy to jest ten, kto zagrał w Bioshock Infinite dzisiaj, albo zna The Last of Us, albo oglądał Mr. Robot, a równocześnie zna, nie wiem, Brandona Sandersona.
7997:  KMM - i równocześnie wie, kim był Oscar Wilde i równocześnie umie potrafić Welbecka docenić na przykład.
8005:  KMM - To jest dla mnie dzisiaj wyznacznikiem erudycji, biegłe poruszanie się w różnych mediach.
8009:  KMM - Nie wiem, czy znajdziesz osobę, która się ze mną zgodzi.
8012:  KMM - Niewiele osób tak mówi, ale to jest moja osobista opinia, ale ona w żaden sposób nie przepisuje się na to,
8017:  KMM - co dzieje się w kulturze i co dzieje się w społeczeństwie.
8020:  KMM - W społeczeństwie masz pewną presję na to, żeby zdobywać edukację ogólną, żeby zdobywać wiedzę na temat historii i literatury, bo to będzie wyznacznikiem pewnego statusu społecznego.
8031:  KMM - Ucz się to, pójdziesz na studia na tej samej zasadzie.
8034:  KMM - Czytaj to, będziesz inteligentny.
8035:  KMM - Ile razy słyszałem argumenty na temat tego, że czytelnictwo rozwija wyobraźnię.
8039:  KMM - Tak jak uczestnictwo w kulturze rozwija wyobraźnię generalnie rzecz biorąc.
8043:  KMM - Ja się zetknąłem, być może się nie zetknąłeś, ja się zetknąłem z ludźmi, którzy są całkowicie odessani od kultury.
8049:  KMM - Nie oglądają seriali, nie czytają książek, nie chodzą do kina, nie chodzą na koncerty.
8054:  KMM - tylko oglądają telewizję.
8057:  KMM - No i co?
8058:  KMM - Tacy ludzie istnieją i zostali wykształceni przez ten system, czyli ci ludzie, którym ten system powinien w pierwszej kolejności pomóc, bo to są właśnie tacy ludzie, zawiódł na całej linii.
8067:  KMM - Ja jestem człowiekiem, który sam poszukiwał kultury.
8070:  KMM - Mnie nie trzeba było do czego szkoły, nie trzeba mi było do tego studiów.
8074:  KMM - Dla mnie ten system był zbędny, a dla wielu ludzi jest niezbędny.
8077:  KMM - Jest jedynym sposobem na to, żeby...
8081:  KMM - wykuł takiego miłośnika kultury, jakim jesteś ty.
8083:  TLM - A czemu ludzie powinni być miłośnikami kultury?
8087:  TLM - Co jest złego w tym człowieku, który nie angażuje się z tymi mediami, a tylko ogląda telewizję?
8094:  KMM - Nie wiem.
