MOBBING TO SMUTNY STANDARD? *Krzysztof M.Maj*
🔗 https://www.youtube.com/watch?v=ZYhuh4pJjvA
KMM (Krzysztof M. Maj)
MM (Mateusz Macierakowski, BEZ ŻARTÓW)

4:  MM - Bez żartów.
5686:  KMM - Dla mnie przez fakt, że praca akademicka jest zawsze na pierwszym miejscu, że studenci są na pierwszym miejscu, no też będę inaczej podchodził zawsze do tworzenia treści.
5695:  KMM - To nie będzie dla mnie tworzenie treści, tylko raczej upuszczanie jadu, który się we mnie gromadzi tak czy siak.
5701:  KMM - Jak się we mnie gromadził i tego nie upuszczałem, to kończyło się to bardzo źle dla mnie.
5705:  KMM - A jeśli przez to, że ja się zdenerwuję na coś,
5708:  KMM - Dziennikarz, którego obowiązkiem jest nagłaśniać sprawy, podejmie je.
5712:  KMM - Społecznik, który chce zreformować szkołę, zrobi to.
5716:  KMM - Nauczyciel, który uczy historii, zmieni sposób nauczania historii, a uczeń, który do tej pory miał problemy, bo myślał, że coś jest z nim źle, przeorientuje się.
5725:  KMM - Będę szczęśliwy.
5727:  KMM - Dlatego też nie chciałbym nigdy, żeby ktoś mówił, a mówią tak ludzie, o Krzysztof, ty powinieneś być ministrem edukacji, powinieneś zreformować.
5733:  KMM - W życiu!
5734:  KMM - Absolutnie nie.
5736:  KMM - Ja jestem kimś, kto ma być tym przewodnikiem, tak?
5739:  KMM - Poprowadzę za rękę kogoś kompetentniejszego ode mnie.
5742:  KMM - Zainspiruję go.
5743:  KMM - Kogoś, kto będzie miał energię, której ja już nie mam.
5746:  KMM - Bo wiem, że gdybym ja się tego podjął, potraktowałbym to tak ambicjonalnie i tak profesjonalnie, żebym się spalił w ciągu jednego roku i po tym jednym roku by ludzie powiedzieli, kolejny, który obiecał i nie dowiózł.
5758:  MM - Jak wszedłbyś w system polityczny, to byś został porwany w jamochłon po prostu tego świata skorumpowanego.
5763:  MM - To nie jest za dobry pomysł.
5764:  MM - Są ludzie, którzy potrafią to robić.
5765:  KMM - Moim zdaniem może.
5766:  KMM - Trzeba mieć mentalność Franka Underwooda.
5768:  KMM - Dokładnie.
5769:  MM - Wiemy, czym to się kończy.
5770:  MM - Tak, bardzo źle się kończy.
5772:  MM - Kończy się tym, że się pcha ludzi pod pociąg.
5775:  MM - Na przykład.
5777:  MM - Krzysztofie, zmierzamy do końca, ale ostatnie pytanie mi się zrodziło, mimo tego, że laptop mi się rozładował 40 minut temu.
5784:  MM - Powiem Ci tak, na wykładzie, na prelekcji, na TEDxie powiedziałeś, że grając w gry nie masz poczucia straty czasu.
5793:  MM - Jak wygląda typowy Twój dzień?
5795:  MM - Wstajesz rano i grasz w gry.
5797:  KMM - Moja daily routine nie istnieje.
5799:  MM - Tak, powiedz, może jest coś, czym byś zainspirował oglądających, odbiorców, coś...
5805:  MM - czego mogliby się dowiedzieć, jeżeli chodzi o umiejętne godzenie czasu, jeżeli chodzi o gry, wykładanie, naukę, obowiązki domowe, no bo jednak to jest sztuka, żeby to wszystko jakoś w dobry i dopięty sposób klamrą zorganizować.
5820:  MM - Nie zawsze to miałem dobrze zorganizowane.
5824:  KMM - U mnie, jak byłem na studiach doktoranckich, życie, zdrowie i przestrzeń, w której egzystowałem, była na ostatnim miejscu.
5832:  KMM - Teraz jest na pierwszym.
5834:  KMM - Więc tu jest ten jeden, jedyny rygor, który sobie wprowadzam.
5837:  KMM - Posiłki, świętość regularne.
5839:  KMM - Sen, nie sen taki od ósmej do tam, od dwudziestej do czwartej nad ranem.
5845:  KMM - Od czwartej do czternastej.
5847:  KMM - który musi wstać i zapierdalać na swoim tym i później sobie pije swój koktajl zbożowy i dzięki temu ma dużo pieniędzy.
5854:  MM - Albo jak to coachem mówią, pobudka o 5 rano, żeby osiągnąć sukces.
5857:  KMM - To też nie to.
5858:  KMM - Spanie w takich godzinach, które są optymalne dla nas, ale pilnowanie tego, żeby ten sen był jednostajny.
5863:  KMM - U mnie, ja potrzebuję 9 godzin snu.
5866:  KMM - Zrozumiałem to w którymś momencie i śpię 9 godzin.
5868:  KMM - Dla ludzi, niektórych to może być za dużo, są ludzie, którzy potrzebują 7, trzeba wyczuć.
5873:  KMM - I regularne posiłki i picie wody to jest coś, co jest jedyną regularnością w moim życiu.
5878:  KMM - Przez to, że moja praca jest nienormowana czasowo, ja pracuję praktycznie cały czas i o każdej porze dnia i nocy, o której chcę.
5884:  KMM - Miałem taki moment, że na przykład wstawałem w nocy, to było wtedy, kiedy jeszcze nie trzymałem tego rygoru snu, i na przykład siadałem do komputera i pisałem tekst.
5893:  KMM - I to był najlepszy tekst, jaki napisałem w życiu.
5895:  KMM - Odbijało mi coś.
5897:  KMM - To jest to, czego się nauczyłem robić, teraz to robię już w granicach rozsądku, ale wciąż stosuję tę zasadę.
5902:  KMM - Mam humor, ok, nagram film, nagrywam film.
5906:  KMM - Bez zastanowienia.
5907:  KMM - Bo ja też nie piszę scenariusza, ja zawsze włączam kamerę, nagrywam, jadę na jednym longu i wyłączam kamerę, wrzucam do obróbki dźwięku i wrzucam na YouTube'a.
5916:  KMM - Tutaj miniatury, wszystko co ja robię.
5919:  KMM - i dlatego też sobie zoptymalizowałem to pod siebie, tak?
5922:  KMM - Wiem, nie lubisz montażu, tak?
5923:  KMM - No to co?
5924:  KMM - To będziesz się męczył.
5925:  KMM - Okej, czyli wezmę NordVPNa, żeby mieć pieniądze na montażystę.
5928:  KMM - Nie.
5929:  KMM - Kupię sobie stream decka i będę na stream decku, tak?
5932:  KMM - Streamuję i zmieniam sceny, będę sobie zmieniał okna montażowe, tak bym montował w locie.
5937:  KMM - Bo jestem człowiekiem wielokierunkowym, mam dużo rdzeni, ale bardzo mało ramu, przestrzeniam pamięci i jestem w stanie dużo rzeczy robić naraz i nie przeszkadza mi to.
5949:  KMM - Ktoś mógłby nie mieć koncentracji, żeby równocześnie mówić, czytać tekst i zmienić scenę.
5953:  KMM - Ja to mogę zrobić bez żadnego problemu, nawet dla wrzucenia jakiegoś gifa.
5957:  KMM - Ale trzeba to było w sobie rozpoznać.
5959:  KMM - Gdybym słuchał ludzi, którzy mówią, nie no, musisz zmontować film, musisz mieć człowieka, to bym nigdy w życiu nie zrzucił żadnego filmu na YouTubie.
5967:  KMM - Więc to jest pierwsza, może lekcja, którą ktoś może dla siebie wziąć.
5970:  KMM - To znaczy, tak, słuchamy rad mądrzejszych od siebie, ale dostosowujemy je do siebie, przetwarzamy je.
5975:  KMM - To jest tak jak z jedzeniem.
5977:  KMM - Człowiek nie je i od razu wydala, tylko musi przetrawić wcześniej, więc radę też trzeba przetrawić, zastanowić się, jak ona będzie dostosowana do nas.
5985:  KMM - I tak, mogę sobie siąść i zrobić 8-godzinny stream, ale mam świadomość tego, ok, to w takim razie w ciągu tygodnia muszę zrobić różne rzeczy, żebym nie miał takiej świadomości, że siadam do 8-godzinnego streamu,
5997:  KMM - I teraz co?
5997:  KMM - Ucierpi na tym student, bo nie będę mieć dni tutoringu?
6001:  KMM - Ucierpi na tym grant, bo czegoś nie zrobił?
6003:  KMM - Ucierpie na tym zajęcie?
6003:  KMM - Nie, tak nie może być, prawda?
6005:  KMM - Więc mam taką świadomość, że bycie obowiązkowym pomaga, ale równocześnie jeżeli mam czas odpoczynku, to jest to czas nielimitowany.
6014:  KMM - Tak samo jak mam nienormowany czas pracy, mam nienormowany czas odpoczynku.
6018:  KMM - Jeżeli mam taki tydzień, że mój organizm stwierdza, potrzebujesz tydzień odpoczywać, tydzień odpoczywam.
6024:  KMM - Ale ma to oczywiście pewną cenę.
6025:  KMM - To znaczy, nie jestem typem człowieka, który, och, kończy się weekend, znaczy kończy się tydzień, to teraz weekend.
6031:  KMM - Albo, och, wreszcie kończy się rok akademicki, to jadę na wakacje.
6035:  KMM - No tego nie mam.
6036:  KMM - Ale coś za coś, prawda?
6037:  KMM - Trzeba rozpoznać to w sobie.
6038:  KMM - Mnie pomaga taki odpoczynek, który jest doraźny.
6041:  KMM - Robię sobie na przykład cztery dni.
6042:  KMM - Gdzieś wyjeżdżam na krótko.
6043:  KMM - Albo spotykam się z przyjaciółmi.
6045:  KMM - To jest święty czas z wyłączonym telefonem.
6048:  KMM - To jest też druga rzecz, której się nauczyłem, miałem bardzo wygodnie, to jest widać zresztą na nagraniach, telewizor powieszony nad łóżkiem.
6055:  KMM - Dokładnie tak.
6056:  KMM - Marzenie.
6057:  KMM - Nie.
6058:  KMM - Najgłupszy pomysł, jaki miałem.
6060:  KMM - Ponieważ ostatnia rzecz, którą pamiętałem zawsze, to był film Nie Mogłem Zasnąć albo serial.
6068:  KMM - I druga rzecz właśnie światło.
6070:  KMM - Te ekrany wciąż nie mają dobrego filtru świata niebieskiego.
6073:  KMM - No i trzecia rzecz, bośce.
6075:  KMM - Człowiek był nabuzowany przed snem.
6077:  KMM - A ja zawsze miałem taką strategię, że czytałem te książki, wyciszałem się.
6081:  KMM - Teraz mam tak, że w pokoju, w którym śpię, nie ma absolutnie żadnej elektroniki.
6084:  KMM - Ale to jest znowu coś, co ja sobie sam narzuciłem.
6087:  MM - Ale te lifehacki narzuciłeś z czasem?
6089:  MM - Doszedłeś do tego jakoś rok, dwa lata temu, że dwie godziny przed snem nie powinno się użytkować telefonu i tak dalej, i tak dalej.
6094:  KMM - Nawet nie.
6095:  KMM - Po prostu tyle, ile potrzebuję, nie użytkuję telefonu.
6097:  KMM - Jestem człowiekiem żyjącym bez zegarka i bez kalendarza zresztą.
6101:  KMM - Jeżeli noszę zegarek, to wszystko ze względów estetycznych.
6104:  KMM - Nauczyłem się znowu też tego, bo ja nie znoszę deadline'ów.
6108:  KMM - Moja praca polega na tym, że ktoś mi mówi, musisz do 30 sierpnia oddać coś.
6112:  KMM - Mnie to tak frustruje, że stwierdziłem, że w moim życiu nie będzie deadline'ów.
6116:  KMM - Nie będzie, że obejrzałeś teraz serial, to teraz do godziny 13 musisz nakręcić recenzję, bo o 16, to jest akurat fakt, najlepiej na twoim kanale klikają się filmy, więc musisz do tego czasu to obrobić, wrzucić i jeszcze wymyślić, ja w tym momencie,
6131:  KMM - Jestem już w trybie paniki i stresu.
6133:  KMM - Więc musiałem sobie zoptymalizować pracę tak, żeby tego trybu paniki i stresu nie było.
6138:  KMM - Fun fact.
6138:  KMM - Ludzie na streama bardzo często mnie pytają, Krzysztof, do której stream?
6142:  KMM - Nie wiem.
6143:  KMM - Ludzie tego nie rozumieją.
6144:  KMM - A to jest właśnie część mojego trybu pracy.
6146:  MM - Mi się wydaje, że tak ludzie po prostu żyją z pasji, tak jak ty.
6149:  MM - Czysto hobbystycznie, że nie potrafią rozróżnić, nie mają granic, gdzie jest praca zawodowa, a gdzie pasja, bo to się łączy i wpływa na jedne wody.
6158:  KMM - Co jest zabawne, wykład mój
6161:  KMM - praktycznie nie różni się od livestreamu.
6164:  KMM - Z tą różnicą, że mówię o wiele szybciej.
6166:  KMM - A to jest bardzo trudne.
6168:  KMM - To jest coś tak, więc ludzie nie muszą sobie puszczać mnie później na podwójnej prędkości, ale też to jest powód, dla którego studenci zawsze nagrywają u mnie wykłady i mają na to wiekuiste me przyzwolenie.
6180:  KMM - Jak te wykłady stacjonarnie, jest przede sobą rządek dyktafonów, a jak ktoś by potrzebował nagrać, też może.
6186:  KMM - Nie ma żadnego problemu z tym, bo zdaję sobie sprawę z tego, że
6189:  KMM - Dzisiaj słuchamy podcastów, prawda, więc wykłady powinny być tak samo.
6192:  KMM - Ale to jest kwestia właśnie optymalizacji pod siebie i nie mogę się podkreślać, jak bardzo to jest kluczowe, żeby dobrze rozpoznać siebie, czy to podczas psychoterapii, czy to autorefleksji, czy to w rozmowach z przyjaciółmi, wszystko jedno, ale rozpoznać siebie i swoje potrzeby i nie dać się sterroryzować ludziom, którzy mówią, że powinieneś robić to i to.
6211:  KMM - Powinieneś studiować to i to.
6212:  KMM - Powinieneś pracować tak, a tak.
6214:  KMM - Powinieneś spać tak, a tak.
6216:  KMM - Give me a break.
6217:  KMM - Jeżeli ludzie mówią już innym, jak mają spać, to znaczy, że coś jest nie tak.
6220:  KMM - Jeżeli ludzie mówią innym, jak mają się odżywiać.
6223:  KMM - Tak, to są rady i dbajmy o to, żeby te rady czerpać, nie od randoma, który mówi na YouTube, nawiasem mówiąc, tylko od dietetyka naszego, od lekarza, od terapeuty,
6232:  KMM - od kogoś, kto nas bardzo dobrze zna, od partnera życiowego itd.
6236:  KMM - Ludzi, którym ufamy, którzy mają kompetencje i którzy faktycznie mogą sprawić, że nasze życie będzie trochę łatwiejsze.
6243:  KMM - W tym kontekście warto kultować autorytet, ale w kontekście kultury
6248:  KMM - Literatury mniej.
6250:  MM - Mniej.
6250:  MM - I tutaj stawiamy przecinek albo kropkę, jak kto woli, w zależności od znajomości, interpunkcji.
6257:  MM - Ja Ci dziękuję Krzysztofie bardzo za rozmowę.
6259:  MM - Po pierwsze, optymalizujcie swoje życie, picie dużo wody, no jak chcecie to śpicie 9, 8, 7, 5 godzin, to już zależy od Was, tak jak Krzysztof powiedział.
6270:  MM - Dziękuję Wam za obejrzenie do końca i oczywiście zachęcam do subskrybowania kanału, do sprawdzania kanału Krzysztofa M. Maja i komentowania tegoż wywiadu i oczywiście sugerowania, kto może tutaj następny się pojawić w studiu.
6285:  MM - Dziękuję Wam bardzo, do zobaczenia, peace yo!
