Oto jak YouTube GNIJE i DOBIJA TWÓRCÓW
🔗 https://www.youtube.com/watch?v=9fyeOwIhQ8g
LC (Leszek Cibor, Przeciętny Człowiek)
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

18:  BFP - Kiedy ktoś czyta tytuł Oto jak YouTube gnije i dobija twórców...
1570:  KMM - Oczywiście, że to jest dowód na jednym przykładzie jednego twórcy z marką osobistą, którą kreuję poza YouTube'em od lat, ale to jest dowód, że się da.
1580:  KMM - I nikt mi już nie może powiedzieć, że się nie da.
1582:  KMM - Co więcej, powiem złośliwie, że jak ja widzę miniaturki żółte, a nagle widzę miniaturkę, która jest zupełnie inna, to ja klikam w tę inną.
1592:  KMM - I szczerze, ale to jest, wiecie, może kwestia tego, że mnie też interesują inne rzeczy i jak ja widzę stonowane współczesne miniatury, które są na zachodzie, weźcie sobie kanały Johnego Harrisa, Vox albo którykolwiek inny, to będziecie mieli bardzo często to, co jest na gałęzi, tak?
1607:  KMM - Marcin Łukański na gałęzi ma materiały trendujące, czasem ma po kilkaset tysięcy wyświetleń, a ma kadr z filmu, on nawet nie ma tam napisu żadnego.
1616:  KMM - Bo wszyscy wiedzą, że na gałęzi to jest marka, po prostu w to klikają i co więcej, to się wyróżnia, no bo macie jedną miniaturę bez napisu.
1623:  KMM - Więc uważam, że podążanie takie ślepe za trendami jest pewnego rodzaju pułapką, ale ja rozumiem, jeśli ktoś w nią wpada, dopowiem natychmiast, ponieważ jest to jego główne źródło utrzymania i nie mnie to oceniać, nie mogę się na ten temat wypowiadać, bo to jest indywidualna decyzja człowieka, który ma na utrzymaniu rodzinę, może mieć cały zespół, ja wszystko robię na swoim kanale sam.
1643:  KMM - a mógłbym mieć, nie wiem, człowieka od montowania, człowieka od postprodukcji dźwięku i tak dalej, i tak dalej, no i wtedy, wiecie, też jak patrzymy na to etycznie, to powiem, aha, czyli rozumiem, że mówiąc, że youtuberzy powinni zarabiać jak najmniej, jesteśmy za wyzyskiem pracowniczym, to znaczy, żeby montażysta zarabiał, no najlepiej jedną złotówkę od tam, nie wiem, 10 minut materiału, tak, o, może także grafikom przestańmy dobrze płacić, i tak dalej, i tak dalej, więc trzeba sobie zdawać sprawę z tego, że
1666:  KMM - Problemem głównym YouTube'a, i tu przechodzę do meritum tego, co mnie się nie podoba na platformie, jest telewizacja.
1674:  KMM - Byłem absolutnie skonfundowany, jak Krzysztof Stanowski zapowiedział swój kanał i powiedział, no, to w segmencie porannym będziemy mieli to, o godzinie 11 będzie co czwartek to, w paśmie południowym będzie co innego, w paśmie wieczornym będzie co innego.
1691:  KMM - Znaczy, to jest telewizja.
1692:  KMM - To już nie jest kanał, nie ma w tym żadnego autentyzmu.
1695:  KMM - Dla mnie interesująca jest postać dziennikarza, który nie robi telewizji, ale po godzinach robi swój kanał, pokazuje od kuchni, kim jest jako dziennikarz, jakie jest jego życie.
1705:  KMM - Ja po to kliknę w materiał dziennikarze.
1707:  KMM - Ja nie chcę dziennikarstwa twardszego takiego jak polskie, tylko że na YouTubie, bo dla mnie to nic nie zmienia.
1712:  KMM - W tym momencie zmieniamy platformę, a content pozostaje ten sam.
1716:  KMM - I będąc z tego pokolenia, które przeszło na YouTube'a dokładnie w tym samym roku, w którym zlikwidowało telewizję całkowicie w swoim domu i w odróżnieniu od Filipa jestem też człowiekiem, który do dzisiaj nie ogląda w ogóle telewizji, z wyboru, z definicji nic, zero.
1731:  KMM - Od wiadomości poczynając na jakichkolwiek innych produkcjach kończąc.
1734:  KMM - Ja nie chcę telewizacji YouTube'a, bo uważam, że po prostu jest inne medium i jego medium jest gdzie indziej i ja mogę tym medium się kompletnie nie interesować.
1742:  KMM - Natomiast na przykład zmuszanie mnie i tutaj przechodzę do tego, co mnie bardzo rozsierdza i będę się przychylać.
1749:  KMM - do głosu wcześniejszego Oscara i że ktoś mnie zmusza do tego, żebym ja na moich live'ach dawał reklamy, to mnie rozsierdza, ponieważ specyfika mojego kanału jest taka, że 95% przychodu to jest wsparcie ze strony społeczności, myślę, że jeszcze o tym będziemy mówić.
1764:  KMM - W związku z powyższym, mnie tam szczerze powiedziawszy lata, czy te reklamy są, czy nie ma.
1768:  KMM - Włączam je wyłącznie na filmach, natomiast na live'ach nie chcę mieć absolutnie, ponieważ przy słabych łączach, które ma sporo osób, to powoduje to, że live się z trudem buforuje.
1777:  KMM - Ja też
1778:  KMM - Ja już miałem ostatnio bardzo duże problemy z wysyłką mojego sygnału, okazało się finalnie, że to był miks dwóch rzeczy, to znaczy z jednej strony YouTube'a, który miał bardzo duże problemy z serwerami, a z drugiej strony problem mojego ISP, czyli internetu, tak?
1791:  KMM - W związku z tym zmieniłem internet, problemy powiedzmy w jakimś sensie wygasły, ale w dalszym ciągu ta infrastruktura, która jest mi dostępna, no leży i kwiczy, więc ja nie widzę tych pieniędzy, krótko mówiąc, które YouTube bierze i które YouTube zarabia, reinwestowanych.
1804:  KMM - co z perspektywy mnie jako twórcy, który reinwestował, no znowu lwią część rzeczy w rozwój kanału, ta kamera chociażby jest tego druga, nie?
1814:  KMM - Nie mógłbym sobie pozwolić na drugą kamerę, gdyby nie społeczność, która to finansuje.
1819:  KMM - No przecież w życiu to nie jest niemożliwe, żeby można było kupić FX30 za 10 tysięcy złotych z obiektywem za 7 tysięcy złotych z filmów, które jeżeli film osiąga
1829:  KMM - No, 100-120 tysięcy przy moim CPM-ie to jest mniej więcej 500-600 złotych.
1833:  KMM - Za całość funkcjonowania filmu, historyczną całość, nie?
1837:  KMM - Za trzy lata.
1838:  KMM - No to takie inwestycje są niemożliwe.
1841:  KMM - W związku z powyższym, znowu wrócę do tego wątku, że tak rozumiem ludzi, którzy na przykład zrobią sobie segment sponsorowany.
1847:  KMM - Ale zauważcie, że z perspektywy widza wtedy jest tak, że macie segment sponsorowany, którego nie możecie przewinąć, ponieważ mówi to twórca, okej.
1855:  KMM - a potem macie segment sponsorowany od YouTube'a, którego też nie mogą przewinąć, a potem jeszcze jeden będziecie mieć segment sponsorowany i ja już się nie dziwię ludziom, którzy mówią, że mają serdecznie dość i boję się właśnie też tego, że przez odpływ widzów z platformy do konkurencji, no w tym momencie w segmencie streamingu na przykład bardzo zaczął się znowu fajnie rozwijać Twitch po zmianie kierownictwa, no ucierpi cała platforma, a to tak zresztą Leszek powiedział słusznie, jest to w tym momencie jedyna platforma, która pozwala na sensowne połączenie
1883:  KMM - Redystrybucji środków, ekspozycji filmów oraz przede wszystkim również, co jest dla mnie ważne, akurat crowdfunding.
1890:  KMM - Bo z mojej perspektywy idiotyczne było zakładanie Patronite'a, bo co ja mogę ludziom zaoferować na Patronite'cie?
1896:  KMM - No nic, ja nie jestem w odróżnieniu od pewnego Krzysztofa Kanciarza artystą, w związku z powyższym ja nie mogę swojej sztuki zaoferować na Patronite'cie w zamian.
1905:  KMM - Więc uznałem, a też nie mam takiej tematyki jak Filip bez schematu, żeby to jakoś sprytnie połączyć, dlatego też dla mnie logiczna była od samego początku ta integracja społecznościowa.
1914:  KMM - I myślę, że na przykład, gdyby YouTube chciał rzeczywiście zrobić fajną zmianę, wspierasz kanał X, masz wyłączone na nim reklamy.
1921:  KMM - Absolutnie.
1922:  KMM - Proste rozwiązanie, nie?
1924:  BFP - Jezus, tak.
1925:  KMM - Ja nie rozumiem, dlaczego to nie jest, zwłaszcza, że to jest konkretny pieniądz, który wydajecie i możemy na przykład to połączyć z progiem wsparcia.
1932:  KMM - Jeżeli próg wsparcia jest niższy niż twój abonament za YouTube Premium, to wtedy automatycznie tak, no i tak dalej, i tak dalej.
1938:  OR - Są rozwiązania i możemy je wdrażać, ale... Będziemy dzisiaj o nich rozmawiać, to znaczy... Ale chciałbym się odnieść do rzeczy, o których Krzysztof mówił jeszcze.
1944:  LC - Proszę.
1944:  OR - Jedną rzecz, jeżeli mogę, tak minimalnie wbiję ci szpilę, bo mówisz o tych miniaturkach, ja patrzę na twój kanał i masz tam duże białe napisy, nie żółte, ale białe, ale białe, no ale mimo wszystko twoje, i ja tego nie zarzucam, bo ja sam zacząłem robić to samo, ale większość twoich tych napisów
1961:  OR - Bo ty krytykujesz edukację.
1963:  OR - Absolutnie zgadzam się z większością rzeczy, które mówisz, ale krytykujesz edukację, więc to mimo wszystko są negatywne emocje w stronę edukacji.
1971:  OR - Więc to siłą rzeczy aktywizuje dużo bardziej, niż gdyby to były rzeczy, które coś tam chwalą.
1975:  OR - To prawda.
1977:  KMM - Chociaż powiem ci, że nie jest to reguła i chociażby u mnie na kanale zawsze się źle klikały recenzje i teraz odbiję ci szpilę, mianowicie recenzja, która się klika najbardziej brzmi myliłem się w stosunku do chłopów i jest recenzją pozytywną.
1990:  KMM - Więc wiesz, myślę, że cały czas jest kwestia taka, że ludzi będzie przyciągało coś, z czym kojarzą twórcę, a ja jestem kojarzony z tym, że bardzo źle się wypowiadam na ta literaturę.
2001:  KMM - Więc jeżeli Krzysztof się dobrze wypowiedział raz, to wtedy ludzie klikną, więc taki reverse clickbait też można robić.
2007:  KMM - Ja też tu się nie zgadzam, szczerze wam powiem, z Dawidem i odnośnie do clickbaitu samego w sobie, o czym jeszcze może powiemy, ale na pewno jestem przeciwko temu, żeby szczuć wizerunkiem człowieka.
2017:  KMM - Bo wiecie, o to chodzi tutaj, prawda?
2020:  KMM - My nie denerwujemy się na miniatury, które są, nie wiem, nieestetyczne, to nie o to chodzi, ale chodzi o to, że jeżeli wstawiacie
2027:  KMM - mordę inną niż własną, która jest wykrzywiona i jeszcze macie czelność powiedzieć, że to jest merytoryczna krytyka, to przynajmniej miej na tyle honoru, żeby powiedzieć, nie, to jest bezczelny, wulgarny clickbait, a ja jeszcze nie poprosiłem o zgodę na wykorzystanie cudzego wizerunku.
2043:  KMM - To wtedy spoko, ale tak długo jak długo będziemy udawać, że to jest merytoryczne, no to będziemy mieli taką, no brzydko mówiąc, chujnię jaką mamy.
2051:  OR - A jeszcze, bo jeszcze chciałem się odnieść.
2053:  OR - Nie wiem, czy będziesz chciał o tych wykrzywionych twarzach mówić, Filip, bo później, bo to... Oj, no musimy.
2057:  KMM - Będę chciał.
2059:  OR - To nie ruszam tego tematu.
2060:  OR - Ale inna rzecz.
2061:  OR - Mówiłeś o tych reklamach na live'ach.
2064:  OR - Reklamy na live'ach nie są złym pomysłem, ale gdybyśmy mieli narzędzia jako twórcy, żeby je odpowiednio używać.
2071:  OR - One mi się włączają w jakichś tam momentach.
2074:  OR - Ludzie mi piszą, ja jako twórca, ja nie wiem, że w tym momencie ci ludzie, którzy nie mają premium,
2079:  OR - Nie słyszą, co ja mówię, bo im się reklama włączyła na przykład.
2082:  OR - Przecież to jest kompletny absurd.
2084:  OR - Dla jasności, reklamy to fajna rzecz.
2086:  OR - Jesteś streamerem, musisz wyjść do kibla, klikasz sobie OK, to teraz sobie włączam bloczek reklamowy, proszę bardzo, i tak nic nie ma na moim live w tym momencie, bo masz, nie wiem, czterogodzinny stream czy coś takiego, musisz skoczyć do łazienki.
2098:  OR - nie ma żadnego problemu, w tym momencie sobie polecą chwilę reklamy, wracasz, gdyby one były, gdyby YouTube chciał ci dać narzędzia w taki sposób, że okej, cokolwiek, coś się, musisz podejść do drzwi, nie wiem, kurier przyszedł i tak dalej, jakakolwiek losoważ, która cię odrywa od streama i możesz sobie w tym czasie puścić widzom reklamę, myślę, że widzowie nie mieliby z tym żadnego problemu i nikt by nie miał z tym żadnego problemu, gdybyś miał to pod kontrolą, a moment, w którym właśnie, tak jak Krzysztof powiedział, masz zmuszanie do tego, żeby po prostu
2123:  OR - walił Ci te reklamy w czasie live'ów i masz nad tym tak małą kontrolę, oczywiście możesz je kompletnie wyłączyć, ale wtedy znowu, wiadomo co, to mnie, to mnie, to jest coś tak wkurwiającego, bo mogliby, mogliby Ci dać naprawdę dobre rzędzia, żeby tego używać w konkretny i celowy sposób, ale oczywiście nie.
2141:  BFP - Pelplin500 napisał, panowie, jesteście nieco naiwni, pracujecie dla korporacji, nie, nie pracujemy dla korporacji,
2149:  BFP - Funkcjonujemy w środowisku, które jest wydzierżawiane nam tak naprawdę.
2155:  BFP - Tworzycie materiały, które przede wszystkim mają dać pieniądze Google'owi, całkowicie się zgadzamy, nie wam.
2160:  BFP - Zapominacie o tej naczelnej zasadzie YouTube'a, musicie uwzględnić tę zasadę i będzie okej.
2165:  BFP - Wydaje mi się, że tak jak tutaj siedzimy, nikt nigdy o tym nie zapomniał.
2168:  BFP - Każdy z nas miał to z tyłu głowy.
2170:  BFP - Ba, model funkcjonowania YouTube'a polega na tym, że my zarabiamy i dzięki temu zarabia YouTube.
2176:  BFP - Problem polega na tym, że w ostatnim czasie trajektoria YouTube'a wydaje się zmierzać w stronę, w której patrzysz się na te 10 tysięcy twórców, którzy mają takie społeczności jak wy dzisiaj, 1100 osób na live'ie.
2189:  BFP - Patrzysz się na nich i mówi się, ale po co, skoro my mamy 100 tysięcy pseudotwórców, którzy telefonem nagrywają rzeczy, nie montują ich, nie inwestują swoje odcinki, robią shorty, robią krótkie, proste odcinki i patostreamy,
2205:  BFP - i dają nam 10 razy większy przychód, to po co my mamy się troszczyć o twórców, którzy faktycznie pielęgnują swoje społeczności, którzy pielęgnują jakąś linię, treści, politykę, twórczości, skoro mamy ludzi, którzy są przypadkowi, a dają nam większy przychód, bo TikTok nam to pokazał.
2225:  BFP - TikTok pokazał nam, że można obniżyć próg tego, kto będzie, to już nie mówi się vloger,
2231:  BFP - Nie mówi się twórca contentu, dzisiaj każdy jest twórcą contentu.
2234:  BFP - Nie, to jest twoja mama, która nagrała jak robi amatorsko jajecznicę i to jest wystarczający content.
2242:  BFP - Masa osób to obejrzy i jest teraz 10 tysięcy takich mam.
2246:  BFP - Nie twórczyń, tylko po prostu 10 tysięcy mam, które nagrywają takie filmiki.
2250:  LC - Jedną rzecz chciałem powiedzieć do tego, co Krzysztof powiedział odnośnie tego, że on jest dowodem na to, że nieważne jaka tam jest miniaturka, czy jest jakiś żółty kulfon, czy tam tego kulfona nie ma na niej.
2261:  LC - Nie, Krzysztof, ty jesteś dowodem na to, że różne strategie działają.
2265:  LC - To znaczy w twoim wypadku jest to stworzenie społeczności wokół charyzmatycznej osoby, jaką ty jesteś.
2273:  LC - Nie każdy jest, tak jak powiedziałem wcześniej, nie każdy jest sprzedawcą, nie każdy jest też charyzmatyczną osobą z odpowiednią erudycją, z odpowiednim oczytaniem, imponującą wielu osobom i tak dalej.
2283:  LC - Ja na przykład mam ten problem, od lat mam ten problem, że mi się nie udało nigdy stworzyć wokół mojego kanału jakiejś zwartej,
2290:  LC - wyraźnej społeczności, z jakimś kodem kulturowym, ethosem, z jamnikiem czy nie z jamnikiem i tak dalej, czy wychowanym na jakimś kwaśnym mleku krytyki do jakiejś tam edukacji.
2299:  LC - Zresztą, no właśnie.
2301:  LC - Widzisz, to jest inna strategia.
2302:  LC - Ty masz społeczność, która po prostu klika w ciemno, idzie w ciemno i tak dalej.
2306:  LC - Mi się na przykład tego nie udało i ja to widzę na przykład u siebie na streamach.
2310:  LC - Ja mam, wiesz, 440 tysięcy subskrybentów, a do mnie na streamy przychodzi 200 osób dalej.
2316:  LC - Tak jakby 6 lat temu do mnie 200 osób przychodziło na streamy, kiedy miałem 30 tysięcy subskrybentów i teraz przychodzi do mnie 200 osób, co też trochę niepokojąco świadczy o algorytmie ogólnie YouTube'a jako takiego, bo jak puścisz dowolny stream na TikToku, to masz 300-400 osób dłubiąc sobie w nosie, prawda?
2336:  LC - nie robiąc tak naprawdę nic, bo TikTok pcha te streamy, YouTube to widzi i próbuje z tym konkurować, ale tak jak mówię, to jest po prostu ta różnica, że Ty stworzyłeś tą społeczność, która w ciemno klika i robi te statystyki, robi te kliknięcia, robi ten click-through rate, robi te wyświetlenia, które później pobudzają te filmy i te
2356:  LC - te wielkie tryby algorytmu gdzieś tam mielą i popychają ten film dalej do obcej, nieznanej, czyli ludzi, którzy cię nie znają.
