🔴 Thrones of Delay — WARHAMMER 3 (frakcja Dawich i Imperium)
🔗 https://www.youtube.com/watch?v=httWILQnfRQ

73:  Czemu?
2291:  E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E, E
2312:  Dobra, zobaczymy, zobaczymy.
2314:  Tak, tak.
2318:  Slayas.
2320:  Funderes.
2321:  I nasze wspaniałe działa siarkowe.
2324:  Działa siarkowe, sioł siarkowe.
2326:  Zobaczymy, czy oni sobie poradzą z nim.
2328:  Bardzo mnie to ciekawi.
2334:  Dobrze.
2335:  Wczoraj zapowiedziano nekrofozji, spisze Cezarone Lis.
2337:  Grafprost inspirowany działami Zbieksińskiego.
2339:  No wreszcie ktoś się zainspirował.
2342:  NIE DYŻYJ SIĘ, MALAKAI!
2349:  Przepraszam?
2350:  Czy on powiedział aijeja?
2354:  Co?
2360:  Ej, silny jest ten jego strzał.
2363:  To jest strzał zgarłacza.
2365:  Strzał zgarłacza nie wybacza.
2369:  Walnij, Malakai.
2372:  To jest dwururka.
2374:  To jest wielorurka.
2376:  Jak śmiesz.
2380:  No mogą go nie zabić na czas.
2383:  Stream z Manor Lords.
2384:  No kusi, kusi, ale mam wrażenie, że jednak gra strategiczna na kanał wystarczy.
2392:  Zwłaszcza, że naprawdę jest dużo tytułów, moi drodzy, teraz.
2395:  Hej, Jega!
2401:  Spirytów w grunii!
2402:  Co to jest za jakiś ochydziarz?
2405:  Czy on ma dzwon nad sobą?
2408:  Już wiecie, o kim była powieść, komu bije dzwon.
2422:  Dobra, obrywa, świetnie.
2428:  Jezu, silni są.
2429:  Good.
2431:  Malakai Mekaisen!
2433:  Będziemy chyba musieli skorzystać z mechaniki czekania na posiłki autentycznie.
2438:  He, he, he.
2440:  Streamy zainspirowały do zbierania kolekcji Warhammera.
2442:  Oj, Wojtku.
2444:  Chciałbym cię bardzo przeprosić za uszczuplenie twojego portfela.
2448:  Czekaj na wsparcie.
2448:  Mówiłem.
2449:  Szybciej, szybciej ich zabiliśmy.
2451:  He, he, he, he.
2452:  Wiecie co?
2453:  Wiecie co jest piękne?
2454:  To jest piękne.
2454:  He, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he.
2459:  Jihihi!
2461:  Żyrokoptery, lądować!
2464:  Boże, mamy sterowiec, mamy śliczny sterowiec.
2468:  Słuchajcie, on autentycznie spuszcza bombunie.
2471:  Czy wy widzicie te obrażenia?
2474:  To są królewskie obrażenia.
2479:  Jezus, co tu się dzieje?
2483:  Wspaniałe!
2484:  Oni to znerfią, mówię wam, oni to znerfią, bo człowiek się bawi za dobrze.
2489:  Człowiek się za dobrze bawi, Creative Assembly będzie miało tak... Nie!
2492:  Tylko nie to!
2494:  Gracze się bawią za dobrze!
2495:  Znerfić!
2496:  Znerfić!
2497:  Zniszczyć zabawę graczom!
2499:  Musi być zbalansowane!
2502:  Zbalansowane!
2507:  Nie znoszę.
2510:  Głos Krzysztofa pomaga w pisaniu i wzmacnia kreatywność przy pogun.
2514:  Tymczasem Krzysztof.
2515:  Zbalansowanie!
2516:  Zbalansowa... Przepraszam.
2522:  Wiecie co?
2523:  Pieprzniemy tym.
2528:  Boże, jakie to jest śliczne!
2530:  Czekajcie, tutaj jest załoga w środku.
2534:  Łopoziu, jakie to jest śliczne!
2536:  Nie no, a czy... Jeżeli nie będzie wzrostu sprzedaży figurek The Old World po tym, to ja nie wiem.
2543:  To ja nie wiem, co to spowoduje.
2545:  Więc jest wolny.
2547:  30, więc powiedzmy, że jakaś próba balansu jest.
2551:  Okej, teraz jest 90 prędkość.
2556:  Jesteś narratorem w fanowskiej kampanii do Heroes 4, w której grają Gimber i kolega Ignacy Massa, nawiązany do jamników.
2562:  Chyba twórca kampanii jest widzem, ale fajnie!
2565:  Strasznie się cieszę.
2566:  Jak ktoś ma linka, to możecie podrzucić.
2571:  Dobrze.
2575:  Nie, no to... Chciałem wam oznajmić, że to jest prawdopodobnie jedna z najpiękniejszych rzeczy, jaka się zdarzyła w tym roku, ten dodatek, dla mnie.
2583:  Bo ja tak cierpiałem z tego tytułu, że krasnali byli niedoinwestowani, nie macie pojęcia.
2589:  Dobra, spuszczaj na nich bombunie.
2591:  Nanosicieli plagi nar... Czy wy widzicie, że ja nawet... Ja nawet nie ruszyłem naszych wojsk.
2596:  Myślę, że to jest żenujące.
2598:  Cenezy, dzięki, co spadłeś od 10 miesięcy, poleca jaka książka w świecie steampunkowym?
2601:  Ooo!
2601:  Ooo!
2602:  Ooo!
2615:  W dziwnej sprawie skaczącego Jacka, czyli przygody Bartona i Swinburna, moi drodzy.
2620:  Marka Hodera, ale piękna okładka swoją drogą, wiemy.
2623:  Sama ta okładka jest steampunkowa już, giga.
2625:  Fabryka słów naprawdę od pewnego czasu zaczęła robić rewelacyjne rzeczy.
2629:  I znowu, ja zobaczyłem, ja zobaczyłem, zobaczyłem ten niesfokusowany obraz.
2634:  Zobaczyłem go.
2635:  Jedyny problem z tym sterowcem, pisze Justin, jest taki, że nie widać zasięgu jego ataku.
2640:  Gdzie jest mój sterowiec?
2641:  On zniknął!
2643:  Ej!
2644:  Oddawać mój sterowiec!
2647:  Zabij go, zabij go, zabij go.
2648:  Bardzo dobrze.
2648:  Musimy go zabić, bo za to dostaniemy... Hajaga!
2653:  Za niego dostaniemy złoto.
2654:  Magda, ja nie wiem, jest strasznie mechanicznego, dobrze się czyta.
2659:  Mechanicznego nie polecam, z tego względu, że to jest technicznie clock-pan, więc ktoś mógłby się oburzyć.
2666:  Krasnoludy, nie chcesz trafić do księgi uleps... W życiu.
2669:  W życiu.
2670:  Krasnali to było przejęzyczenie.
2673:  No przecież...
2676:  To się nie zmienia w Total Warze.
2678:  Tak, to się nie zmienia.
2679:  Dobrze.
2680:  Pewne zwycięstwo.
2682:  I love the smell of napalm in the morning.
2684:  Przyzwyczaiłoby się Lord Valkyrie, prawda?
2686:  Rewelacja.
2689:  Zdumiewa mnie, że tylko jedna osoba zrobiła Manor Lords.
2691:  Tak, to jest niesamowite rzeczywiście.
2692:  Gra jest przepiękna, tylko pamiętajcie, że ona jest chyba dalej w fazie wczesnego dostępu, więc jeżeli zagram w nią, to raczej wtedy, jak już będą wszystkie patche, wszystkie dodatki, wszystkie systemy,
2702:  Ja strasznie nie lubię wersji alfa.
2705:  Zresztą nie grałem w alfa nawet Baldura Trójki.
2709:  I powiem wam, że nie żałuję.
2712:  Tylko mi się zdenerwował.
2714:  Malakai Makaizen!
2716:  Okupacja.
2718:  Prowincja zabezpieczona!
2720:  Dobrze!
2722:  Wiecie co, nawet to naprawię, nawet niech znają moją litość.
2725:  Rozwój plus 15, dobrze.
2728:  I jeszcze możemy nasz sterowiec rozwinąć, czemu by nie.
2735:  A nie no, za jedną turę będzie już nadwyżka populacji, to wtedy sobie zrobimy drugi poziom.
2740:  Zabójca smoków, będziemy mogli... Tak, zdecydowanie czekamy.
2743:  Piraci zabójcy, oddział walki bliskiej.
2746:  I zabójcy sami.
2747:  Tak, to czekamy na to zdecydowanie.
2751:  Co tutaj?
2751:  Niszczyciel murów?
2752:  Nie.
2752:  Czystobrody?
2753:  Nie.
2753:  Tu się nie zmieniło.
2754:  Okej, okej.
2757:  Mistrz uników.
2758:  Boostujemy go.
2761:  Boostujemy wszystkich.
2763:  Good.
2766:  Buffy go tyka w drzewku.
2770:  Eee, zabójca demonów.
2773:  Okej, to jest dla całej armii.
2775:  Tak, zasięg ruchu na mapie kampanii plus 10%, o bogowie.
2781:  Dobrze, zabójca zombie, świetnie.
2787:  Łowca skarbów, dobrze.
2790:  Dobrze.
2791:  Armia bohatera, atak w zwarciu, cała.
2795:  Punkty z 0 plus 10, naprawdę jest nieźle.
2798:  Czy jestem dziś magiem lodu?
2801:  Technicznie tak, ale dzisiaj roleplayujemy jako krasnoludowie, jako daui potężni, wspaniali.
2807:  Jest jakiś nowy lord?
2810:  Tak, zabójca demonów.
2816:  Dobrze.
2821:  Jak tam z urazami?
2823:  Legendarne urazy, legendarni lordowie.
2829:  Obecna suma pomszczonych uraz klan Angrund.
2836:  Okej.
2840:  Tego jeszcze nie ogarniam.
2842:  Dziś jesteśmy magami prochu, właśnie.
2844:  Jak tam z paktowaniem?
2845:  Dobra, daj mi pieniądze.
2847:  Aaa, w Redzielcu.
2855:  Boris Ursun!
2857:  Daj mi pieniądze!
2858:  Dobrze!
2862:  Lordowol!
2865:  Tyle.
2866:  Wszyscy wrzeszczą.
2869:  Czy ruszamy na Mnowska, czy na Clan Molder?
2870:  Myślę, że jeżeli podbijemy... Zobaczcie, tutaj w ogóle nie ma lordów, więc absolutnie Clan Molder.
2877:  Tylko do tego potrzebujemy... trochę piechociarzy.
2887:  Czemu po polsku?
2889:  Wszystko jest po angielsku, przecież po polsku są tylko napisy.
2892:  Tu nie ma pełnego... pełnej lokalizacji.
2895:  Z moim uwielbieniem do krasnoduchu pisze Majestic Dwarves.
2899:  Tak, Nurgle dostał naprawdę dobre zmiany i uczynienie frakcji naprawdę ciekawe, polecam na nich spojrzeć potem.
2903:  W ostatniej kolejności, ale spojrzę.
2911:  Widzicie?
2913:  Clan Mulder coś kombinuje.
2916:  My będziemy chytrzy i sprytni.
2921:  Dobra.
2925:  Wszystko jest okej.
2926:  Jesteśmy w obozie, możemy jednocześnie rekrutować.
2928:  Doskonale.
2931:  Okej, okej.
2932:  Więc tak.
2934:  Teoretycznie możemy od razu ruszyć na piekielną otchłoń, ale bardzo możliwe, że w którymś z tych fortów jest... Ja obstawiam fort Otrosk, że tam jest...
2943:  O Jezus, jak się nazywa?
2945:  Szef klanu Molde, główny szczur.
2950:  Fraud the unclean, fraud nieczysty, madwiecysty, no przecież.
2955:  Co dzisiaj pitę?
2955:  Dzisiaj pita czarna herbatka, Lucyfer, czarna herbatka z wiśniami i czekoladą.
2964:  Imperium dostało rework, tak, w DLC.
2967:  I to potężny rework siwy dym.
2969:  W ten sposób, że ja chcę grać imperialnymi.
2971:  I wiecie, co jest najlepsze?
2973:  Rework Imperium dotyczy miasta Nuln, czyli tego, w którym jest odlewnia najpotężniejszych dział imperialnych.
2980:  Ale dostajemy pieniędzy.
2982:  Odblokowano przygody Malakaja.
2983:  I teraz tak, okej, okej, okej.
2985:  Odblokowano kuźnię.
2987:  Na czym polegają przygody Malakaja?
2988:  Przygody Malakaja to serie niebezpiecznej misji, które na stałe modyfikują... NA STAŁE modyfikują jego jednostki artylerii.
2994:  To jest dobre.
2995:  Lub machin wojennych.
2997:  Final przygód stanowią...
3011:  W finałach przygód są legendarne bitwy, które zapewniają również szereg innych nagród.
3015:  Można ukończyć siedem różnych przygód, a każda obejmuje walkę z innymi przeciwnikami.
3019:  Zablokowane przygody możesz odblokować po ukończeniu legendarnych bitew.
3022:  Dobrze.
3023:  Stanowi o posiadaniu.
3025:  Tak.
3026:  Każda z przygód obejmuje sześć odmiennych misji oraz jedną legendarną bitwę.
3029:  Powiązana z przygodą legendarna bitwa zostanie odblokowana, kiedy wykonana zostanie liczba przygotowych misji stosowna.
3034:  W dowolnej kolejności.
3035:  Fajnie.
3035:  Niektóre misje zapewniają premię jednostce modyfikowanej w toku danej przygody.
3038:  Good.
3040:  Tutaj znajdziesz szczegółowe informacje.
3043:  Tutaj wyświetlani są wrogowie.
3044:  Tutaj wyświetlane są jednostki.
3047:  No dobrze.
3048:  Rozpoczęcie przygody wymaga wydania środków ze skarbca i dodaje do panelu werbunku najemników artylerię.
3055:  Okej.
3055:  I tyle?
3062:  Okej.
3065:  Ooooo, żelokoptery.
3067:  Atrybut strasz przednia, siła pocisków plus 10, atrybut ochrona przed pociskami 360 stopni, szansa na zablokowanie ostrzału.
3074:  No tylko to będzie ciężko pokonać.
3076:  Okej.
3078:  Tylko pytanie, czy my będziemy musieli się tam przenieść, czy można się teleportować?
3083:  Ostatnio mój profesor wyznał, że do obsługi Teamsu musi korzystać z instrukcji wydukowania na papierze.
3087:  To jest smutne, Piotrze, wiesz?
3088:  To niesamowite, że część naukowców wciąż nie potrafi używać komputera.
3091:  Znaczy nie, no to jest niewybaczalne.
3093:  Po prostu to jest niewybaczalne.
3095:  Okej, dzieje się dużo rzeczy w kuźnia.
3097:  Okej, tu nie ma zmian.
3099:  Robimy to, co zawsze, czyli czekamy, aż będziemy mogli mieć kufel starego strażnika, czyli jedyny słuszny artefakt dla krasnoludów, ponieważ on regeneruje nas i więcej nie potrzebujemy.
3111:  Okej, runy zostały zachowane, to było wprowadzone w wcześniejszym dodatku, git.
3118:  Okej, okej.
3119:  Więc teraz tak, możemy zaryzykować, to jest ten moment, w którym ja właśnie zapiszę.
3125:  Dlatego nie gramy na legendarnym, tylko z tego powodu.
3129:  Bo ja bym teraz bardzo chciał sprawdzić, gdzie jest... Teraz tak.
3137:  Wypowiemy wojnę im, ale w sprytny sposób.
3140:  Na pewno Lodowy Dwór jest... Nikt z nimi nie walczy?
3146:  Nie!
3147:  Twist, bend, manga, eksperyment!
3155:  Polecam zbudować w porcie szybko posterunek, bo demony będą tam ciągle atakować.
3160:  Znaczy to jest straszne, bo przez to, że jest dodatek, to ja nie mam swojego moda, który sprawia, że można radośnie... zwiększyć garnizony, bo garnizony w podstawce to jest żenata po prostu, na to te garnizony się do niczego nie nadają.
3176:  Więc tam będzie trzeba po prostu mieć osobną armię.
3180:  Gorich jest tutaj, dobrze.
3182:  Wypowiadamy wojnę.
3185:  I walczymy.
3187:  Pytanie tylko.
3188:  Dobrze, polowa bitwa, świetnie.
3192:  Czekam na pana Ładu i pana Wali zbrodnie wojenne.
3194:  BĘDZIE PAN WALI PAN ŁADU I ONI SĄ LOROWO ZGODNI Z DAWIMI.
3198:  Bitwa o Nuln jest centralnym motywem tego DLC.
3201:  O, Malakaj był zatrudniony w Nulnijskiej Akademii Inżynierów jako profesor, bo zaimponował im barką, którą teraz radośnie latasz.
3208:  Barką, powiadasz?
3210:  Haha.
3213:  Krzysztof, słyszałem, że jest tutaj gdzieś do ubicia Walkiria.
3216:  Haha!
3217:  Haha!
3218:  Ale się udało, moi drodzy.
3220:  Boże, jaki God of War był przepiękny.
3223:  Tylko dlaczego to już jest w czasie przeszłym?
3226:  Ostrzał z kawenniów?
3228:  Przepraszam, czy to jest wielki... To jest maczuka Herkulesa.
3232:  To jest dosłownie maczuka... Tak wygląda maczuka Herkulesa.
3236:  Znacie maczukę Herkulesa.
3239:  Pod Krakowem jest maczuka Herkulesa.
3240:  Nie, nie, nie, nie taką.
3242:  Inną.
3244:  Proszę bardzo.
3246:  Czy, czy co, co?
3254:  No, no, no wygląda podobnie jak dla mnie.
3260:  Bardzo podobnie.
3261:  Grzyb jądrowy.
3263:  No tak, no bo tutaj jest spaczenie, moi drodzy, bo Skaveni.
3267:  Gdzie Skaveni nie będą mogli nas podejść?
3269:  To jest pytanie.
3272:  Ej, a może rzeczywiście się ustawimy przy maczudze Herkulesa?
3277:  To jest maczuga Herkulesa Poirot.
3283:  Młot Tora.
3284:  Tudzież, prawda?
3289:  Okej.
3293:  Okej, okej.
3295:  I piechociarze gdzieś tu.
3299:  Dobra.
3301:  I więcej piechociarzy gdzieś tu.
3308:  Może Anusz wyjdzie, nie wiem, zobaczymy.
3311:  Kalans Unite!
3314:  Dobra, można troszeczkę ich damy bliżej, żeby rzucili tymi ładunkami tam, gdzie należy.
3318:  Tutaj mamy żyrokopter, lećmy.
3323:  Nie sprawdza, jak się nazywa skała na wzgórzu Winnica w Tyńcu.
3327:  Jest taki aktor, który się nazywa Krzysztof Tyniec.
3336:  Dużo!
3337:  Tak!
3338:  Storów!
3339:  Story!
3340:  Atakują!
3341:  Nie, nie, nie, nie, nie!
3342:  Dobrze!
3343:  Nie, nie, nie, nie, nie!
3344:  Dobre!
3344:  Krasnoludy rzeczy!
3346:  Ja tu coś widzę, ja tu coś widzę, ja tu coś widzę!
3347:  Jest!
3353:  Ładnie poszło, ładnie poszło.
3355:  Dobrze, dobrze, dobrze, dobrze.
3361:  Dobra i ruszamy.
3362:  Ruszamy od razu z Kaweni Szybcy.
3365:  Haha, tak.
3367:  Good.
3372:  Jak nazywa się Kot-Tora?
3374:  Miau-Nir.
3375:  Ja mam gotowo jeszcze przed sobą Krzępit i Ring for Retreat.
3380:  Przepiękna gra, naprawdę przepiękna.
3385:  Okej, oberwaliśmy troszeczkę.
3390:  Dla... Okej, okej.
3396:  Albo wszystko jedno.
3397:  Czy mamy tutaj zasięg jakiś ładny?
3399:  Dobrze, tu się dzieją w porządku rzeczy raczej.
3405:  Okej, okej, okej, okej.
3412:  Dobra, dobrze.
3413:  Mamy dobrą formację.
3419:  Ładnie, dobrze jest.
3432:  Okej, okej, okej.
3434:  Zrobili to, co mieli zrobić.
3440:  Tutaj miejmy jakiś mały oddział.
3447:  Piękności.
3453:  Pepe Łóżko, dziękuję serdecznie za wsparcie od 18 miesięcy.
3457:  Prosimy o wypuszczenie Filipa.
3458:  Filipa nie ma, ale Filip wróci, co ciekawe.
3461:  Będzie od niedzieli do środy, moi drodzy.
3463:  Ostatnie rzeczy mu się niestety biedne opóźniły na budowie tak zwanej.
3469:  To już jest wykończenie mieszkania, ale dramat, dramat, moi drodzy.
3475:  Dobra, walniemy w spacz inżyniera.
3480:  Okej.
3483:  Dobrze, dobrze.
3488:  Strzelcie w nich radośnie, bardzo proszę.
3493:  Ja nawet nie zdążyłem się pobawić.
3497:  Cudo.
3500:  Tatlaner pisze, że wita w ten wieczór przedmajowy, gdzie dodatek zbyt drogi nowy, a to prawda, nie?
3505:  Ponad stówę kosztuje ten dodatek.
3508:  Mnie tak wkurzył, pisze Krzysztof Lasek, że dwa lata temu sprzedałem wszystkie swoje armie i do uniwersum nie wracam.
3512:  Boże, co to się stało?
3514:  No Filipowi się bardzo przedłuża nie tyle przeprowadzka, ile wykończenie różnych rzeczy, bo różne ekipy się opóźniają.
3519:  No nie do pozazdroszczenia sytuacji jest.
3523:  Posłuchasz Malakaja do walki, skoro ma broń palną, bo to są tylko skaweni.
3528:  Okej... Złupmy, bo dostaniemy złoto przysięgi.
3533:  Mhm... I teraz możemy wejść w zasadzkę.
3540:  Pamiętajcie zawsze, jak macie możliwość, żeby sprawdzić, czy gdzieś w okolicy nie ma większej szansy na zasadzkę, tak?
3548:  I czy nie ma żadnego bohatera.
3550:  No my niestety nie mamy takiej szansy, no ale co zrobić?
3555:  Okej, i... o... nie, nie, nie, nie, nie, nie, nie, nie.
3561:  Dobrze, mam nadzieję, że to jest gdzieś jakiś perk, że będziemy mogli mieć uzupełnianie wszędzie, to byłoby super.
3569:  Dobrze, no niestety nie możemy teraz rekrutować, bo jesteśmy w trybie zasadzki.
3573:  A może zrobimy tak?
3575:  Produkcja krasnoludzkiego piwa, utrzymanie minus 10%, zróbmy tak.
3580:  Zróbmy tak.
3582:  Doświadczenie, na które nie jest potrzebne jakoś specjalnie.
3588:  Natomiast to, co jest nam potrzebne na pewno... Łooo, piraci zabójcy, lecimy!
3594:  Lecimy.
3598:  Myśliciele Uraz jeszcze niedostępni.
3599:  Kiedy oni będą dostępni?
3601:  Na obcym terytorium nie można wybierać jednostki.
3603:  Okej.
3605:  Dobra.
3606:  Szkolenie milicji, atak w zwarciu dla górników, mistrzostwo broni straży przedniej, kusznicy i strażnicy.
3613:  No, w sumie się przyda.
3617:  Święta Służba.
3618:  Bardzo się pozmieniało.
3620:  Filip nie mieszka w Krakowie, biedny się błąka od jednego miejsca do drugiego.
3623:  Mówimy o Filipie, jest bez schematu dla tych, którzy nie wiedzą o co chodzi.
3626:  Przeprowadza się.
3628:  Moja ulubiona taktyka jest postawienie jednostek na otwartej przestrzeni bez artylerii czy strzelców, wysłanie armii na wroga i wiara w to, że połowa armii dobiegnie do wroga.
3633:  Tak lubię korna.
3635:  To brzmi jak strategia korna.
3636:  Korne flaki.
3638:  Ja byłem mały, mówiłem tak na cornflakes.
3640:  Korne flaki.
3642:  Co to się podziałało do dodatków Warhammera 115, dodatków The Stray 115, ale to akurat zawsze były drogie dodatki.
3648:  Wiecie co, walnijmy sobie drogę gildii może.
3653:  Parfetto! 66,6.
3664:  Wyznawca Rogatego Szczula pisze, że jego jamnik, którego nazwał Ser, domaga się seromancji.
3668:  Ja się nie dziwię.
3669:  W ogóle jest więcej jamników na kanale Lulu and Friends, bo był poród.
