🔴 Yuan-bo zwiedza terrarium z Mazdamundim — WARHAMMER 3 Yuan-bo #2
🔗 https://www.youtube.com/watch?v=Xd5wxHcz938

193:  Witam wszystkich najserdeczniej!
1851:  Proszę bardzo, głupia żaba nie umie się zmienić w smoka, wiecie co jest wspaniałe?
1855:  Ten smok umie rzucać kometek asandory.
1862:  Bardzo dobrze.
1863:  Spróbujemy ich zbejtować radośnie.
1867:  Nie pamiętam, czy on się regeneruje w walce, czy nie.
1870:  Z Total War Fallout nie bardzo mi jej wyjścia, bo ta gra umarła praktycznie.
1874:  250 graczy po dwóch miesiącach od premiery, Mediwal 2 4,5 tysiąca po 20 latach, no ale Mediwal 2 jest grą nieporównanie lepszą.
1881:  Szedłem kiedyś raport, pisze Froggatt, że Ikea odpowiada za sporą liczbę rozwodów w Polsce, wszystko się zaczyna od składania wepi.
1888:  Meblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleblebleble
1910:  Uciekaj, uciekaj, zabił jednego, przecież to jest żenado, to jest smok.
1913:  To jest jamnik.
1915:  Latający jamnik nie umie sobie poradzić z jeźdźcami z bobasami.
1918:  Ale piękny projekt, swoją drogą, dajcie spokój.
1922:  To są momenty, kiedy warto grać w 4K.
1926:  Wspaniałość.
1928:  Uwielbiam.
1929:  Znaczy nie uwielbiam grę w 4K, lecz uwielbiam projekt wielkiego jamnika.
1933:  Ikea to prawie Lego, prawie robi wielką różnicę.
1937:  Dobra, my musimy chronić naszych, ponieważ wiecie jak to jest.
1941:  Mianowicie AI umie jedną rzecz, flankować i nic więcej.
1946:  A better position.
1948:  To my się może wysforujemy tymi wspaniałymi lwami.
1951:  O, i jeszcze jedną rzecz możemy zrobić.
1952:  Dobra, wiem co zrobimy.
1954:  To będzie grupa pierwsza, to będzie grupa druga.
1956:  I my będziemy eliminować im możliwość strzelania.
1961:  Z tej obstawacji wynika, że bobasy pokonują jamniki.
1963:  No niestety tak.
1965:  Niestety tak.
1974:  Dobra, potrzebujemy tutaj... Okej, jest on.
1977:  Świetnie.
1978:  Będzie trzeba wyeliminować strzelców.
1980:  Nie wiem, jaki łuk ataku mają strzelcy.
1984:  Dobra, mały.
1989:  Mały, ale wiecie.
1992:  Ale wariat.
1995:  Okej, myślę, że teraz będzie można tego użyć.
1998:  Powolutku.
2001:  Dobra.
2005:  A better position.
2008:  Jak oni giną.
2010:  No powiedzcie, że to nie jest wspaniała śmierć.
2013:  Każdy w dobie krucjat.
2021:  Oho, jeźdźcy z bobasami zaraz zaatakują, ja to wiem.
2025:  Ja to wiem, że oni to zrobią.
2031:  Dobrze.
2034:  O, o, strzelajcie w siebie, strzelaj w siebie.
2037:  Strzelaj w siebie.
2038:  Dobrze, następni.
2041:  Strzelaj w siebie.
2044:  Strzelaj w siebie.
2045:  To jest taka umiejętność, wiecie, jak w szkole podstawowej.
2049:  Sam jesteś głupi.
2053:  Sam jesteś głupi.
2055:  Sam se strzelaj.
2058:  Dla mnie tak, moi drodzy.
2059:  Gdzie jest Lord?
2061:  Lord zginął.
2068:  Dobra, wyeliminować ich i to jak najszybciej.
2071:  Oj, oj, oj, zginął jeden, niedobrze.
2074:  Wiedziałem, że ktoś zginie.
2076:  Nie ma tak dobrze, żeby nikt nie zginął, zawsze ktoś zginie.
2081:  Cierpienia młodego Warhammera, o tak.
2082:  Dobrze, czy mamy możliwość wycofania tych, którzy są bardziej nadpsuci?
2092:  Nie podoba mi się to, co tutaj widzę.
2095:  To miało być wspaniałe zwycięstwo.
2098:  Aha, my już nie mamy możliwości zaatakowania ich.
2100:  Niedobrze.
2102:  Niedobrze.
2103:  Widzicie, nawet tutaj, gdy jest prosto, jest trudno.
2107:  Walniemy kometę Cassandory.
2109:  Nie mam cierpliwości do tych wrogów.
2112:  A better position.
2113:  Potrzebujemy lepszej pozycji.
2115:  Krzyczał to Juan Bo cały czas, a myśmy nie słuchali.
2117:  Widzicie, jakie są konsekwencje?
2119:  Otóż takie.
2120:  Kometa Cassandory walnęła.
2122:  Wszyscy z płaczem stwierdzili, Juan Bo, przestań nas smagać pejczykiem.
2127:  Juan Bo jest tak naprawdę czcicielem Slanesza.
2129:  To jest wszystko przez to, moi drodzy.
2134:  Jestem z siebie dumny.
2135:  Nakłoniłem Krzysztofa do obejrzenia czeskiej reklamy.
2138:  Jestem niezadowolony, moi drodzy, z tej walki.
2140:  Zginął jeden lew.
2143:  Nie podoba mi się to.
2145:  Strasznie mi się to nie podoba.
2147:  Dlatego też Yuan, bo musisz się zemścić.
2150:  I wyeliminować tę obrzydliwą żabę.
2153:  Wyeliminuj żabę.
2156:  Przypomniało mi się, pisze Wyn teraz, lubisz Pepsi, jesteś sexy.
2159:  Naprawdę była tak żenująca reklama.
2161:  Witamy Lothrane i wszystkich przybywających.
2165:  Lord Mazdamandi, pisze Marcin Mazurek, nasz lormistrz jest królem kapłanem, raczej kapłonem miasta świątyni Ex Oatl, położonego na północnym krańcu Lustri.
2174:  Miasto to stanowi twierdzę chroniącą się przed najazdami ze strony chaosu.
2182:  Co zwycięży?
2184:  Tempa żaba, która nazywa się tak, jakby ktoś czknął i jednocześnie...
2191:  Usiłował połknąć ślinę, czy też Wielki Smok.
2195:  Otóż... Otóż zwycięży żaba nazywająca się jak ktoś, kto jednocześnie czknął i spróbował połknąć ślinę.
2204:  Został jeden punkt zdrowia.
2206:  To jest obraźliwe.
2212:  Wielka Tama nie ma już mieszanych uczuć odnośnie nowej kamery, gdyż stały się jednomyślnie negatywne.
2215:  Dlaczego Wielka Tama stały się jednomyślnie negatywne?
2219:  Krzysztof musi wiedzieć.
2222:  Międzynarodowy Dzień Herbaty obchodzimy dwa razy do roku, 15 i 2 grudnia i 21 maja.
2226:  Dobre wiadomości.
2230:  Noł pisze, że w końcu udało się być wcześniej.
2231:  To dlatego, że zaczęliśmy dwie godziny później.
2234:  Nie chcę Cię martwić.
2235:  Ale witaj i dzięki za wsparcie od 8 miesięcy.
2240:  Właśnie rabini, jeżeli chodzi o ujęcie w kamerze, są niezdecydowani.
2244:  Idealnie byłoby, gdyby ona była ciupineczkę na wysokości bardziej mojego wzroku, ale problem polega na tym, że na wysokości mojego wzroku są monitory.
2253:  Może mi się uda o ciupineńkę obniżyć i przybliżyć.
2256:  Zobaczmy.
2257:  Jeszcze eksperymentuję.
2260:  Bo teraz patrzę bezpośrednio na was i dopiero jak tak spojrzę lekko wyżej, to wtedy patrzę prosto w kamerę.
2266:  Jak mi mija dzień?
2267:  Oj, super, Justin.
2269:  Poza tym, że zginął mi antracytowy lew!
2275:  Nie chcę, żeby mi ginął antracytowy lew.
2277:  To jest żenada, jak ginie antracytowy lew.
2285:  Nefrytowy bęben.
2286:  Wydmowe smoki.
2289:  Czy ja wyglądam jak ktoś, kto potrzebuje nefrytowego bębna?
2295:  Artyleria czy siła pocisków dla kuszników?
2298:  Why not both?
2300:  Biurokrata najwyższego porządku?
2303:  Nefrytowa maska, stosunki dyplomatyczne z ludźmi?
2306:  Nie do końca.
2308:  Serce porządku, utrzymanie, minus 30% na własnym terytorium, zasięg ruchu na mapie kampanii na własnym terytorium, ale co mi na własne terytorium w takim razie?
2315:  Limit bohaterów dla astromancerów?
2318:  Tak średnio powiem wam, to ja... O!
2323:  Natężenie czaru plus 20%?!
2326:  O!
2329:  Ile muszę, dwa punkty trzeba tutaj wydać.
2332:  Coś wymyślimy, coś wymyślimy moi drodzy.
2336:  Ale na razie idziemy w kuszników.
2342:  Kadr za ciasny.
2343:  Nie widać mapy.
2344:  Zmieniające się kadry denerwują.
2347:  Rabini są niezdecydowani.
2350:  Odporność na magię 30% dla armii.
2350:  Gdzie to macie?
2364:  A tak, to jest dobra zdolność.
2365:  To jest dobra zdolność.
2367:  To prawda.
2368:  Chociaż nam magia nie zagraża.
2369:  Jesteśmy zbyt potężni.
2371:  Dobrze, jak tam jest z naszymi rzeczami?
2374:  Proszę bardzo, możemy wznosić fortyfikację.
2377:  Czy to nie jest wspaniałe?
2381:  Lepidolitowy lew, jadeitowy jamnik, nefrytowy niuchacz, antracytowa aliteracja.
2386:  Uwielbiam.
2388:  Brak magii życia poza Miao Ying to dość duży problem Katayu.
2391:  Jest to prawda, no.
2392:  Szkoda, że nie ma jakiejś jednostki, która umożliwiałaby nam łatwe stosunkowo... O, możemy wyeliminować tę armię swoją drogą.
2401:  Nic osobistego.
2401:  Nic osobistego.
2404:  Szkoda, że nie ma jakiejś jednostki, która by leczyła w roosterze Kataju, to byłoby cudowne.
2408:  Kuźnie Nangao, przychodnie przemysłu... Boże, przychód przemysłu, bierzemy.
2411:  Przychodnie przemysłu to brzmi jak Medicover.
2416:  Czy wytłumaczysz mi, o co chodzi w tego typu grze?
2418:  Bo pierwszy raz widzę, pisze Pamela Smart.
2420:  Już ci tłumaczę.
2421:  To, co widzisz teraz, to są tury wszystkich przeciwników, których mamy w tym momencie 96.
2426:  To, co zobaczysz za moment, jak oddalę kamerę, to będzie gigantyczna mapa świata, którą możemy podbić.
2431:  Generalnie takie gry nazywa się 4X, czyli albo Grand Strategy, czyli Explore, Exploit, Expand, Exterminate.
2438:  I to są cztery obiektywy, które masz.
2441:  Wykorzystuj swoich wrogów, poszerzaj terytorium, zbieraj surowce i oczywiście...
2446:  Podbijaj.
2447:  I to właśnie musimy zrobić w tej grze.
2449:  Oczywiście są jakieś pomniejsze także cele fabularne, ale one są pomniejsze.
2454:  Ostatnie obozowisko regularnie odwiedzają dwa koty.
2457:  Większy, rudowłosy samiec, rudozłoty, poważnie obserwuje szkolenie twoich żołnierzy, natomiast jego partnerka, srebrna kotka, łasi się przynosząc pociechę zrezygnowanym.
2467:  Podczas pewnej nocnej przechacki, bo nie schacki w bezsenną noc, napotykasz zwierzęta na swojej drodze, spoglądają na ciebie z wyczekiwaniem.
2474:  Pogłaszcz kotkę.
2476:  Nakarm kocura.
2479:  Wrzuć je do studni.
2480:  Już wiem, co wybierzemy.
2482:  Zignoruj koty.
2485:  Ale kogo mam pogłaskać?
2489:  Kotkę pogłaskać, a nie nakarmić kocura wtedy.
2493:  Do jakiej studni?
2496:  Streszczając w jednym zdaniu, grata polega na popełnianiu mnóstwa zbrodni wojennych i niewolnieniu niewinnych.
2501:  Tak.
2502:  Absolutnie tak.
2503:  Tecik pisze, że lubi jak gra młotka, bo jemu by się nie chciało.
2505:  Pogłaszcz kotkę.
2506:  Dobrze.
2509:  Łatwo było mnie przekonać, widzicie?
2512:  Czy z Shanwu możemy... Przede wszystkim to jest żenująca nazwa dla miasta, moi drodzy.
2517:  Liczę na to, że wy myślicie lepszą, ponieważ mnie się nie chce.
2521:  Równocześnie muszę zrobić coś z naszym żenującym replenishmentem, moi drodzy.
2529:  Bo to, co tu się dzieje, to jest jakaś katastrofa, więc musimy sobie wrócić niestety tutaj bardzo szybko.
2535:  Kurczę.
2536:  Z drugiej strony to jest straszna strata.
2539:  Jaki tutaj jest garnizon?
2541:  Ej, ty zrzynujący garnizon.
2543:  Podbijemy sobie to miasto.
2545:  Damy radę.
2549:  Okrążmy je.
2551:  Damy radę.
2552:  Damy radę.
2556:  Wykradnij technologię.
2557:  Oczywiście, że wykradnijmy technologię.
2558:  Tempo badań plus 10%.
2563:  Musi być jakaś... Musi być, moi dro... Jamnicza Micha!
2568:  Jamniaks.
2568:  Miastwo Jamniaks.
2570:  Musi być chińska nazwa.
2571:  Ińska, ale zrobiona w Radomiu.
2574:  Boże, czemu?
2575:  Widzicie?
2576:  40-90.
2576:  Widzicie ten klatkaż?
2578:  Widzicie ten klatkaż?
2579:  Ta gra jest tak strasznie niezoptymalizowana.
2581:  No ale z drugiej strony zobaczcie, no mapa jest gigantyczna, trzeba im to przyznać.
2585:  Ale jednak!
2587:  Szampchaj.
2588:  Szambo.
2589:  O!
2590:  O!
2591:  O!
2591:  I jest fekalny wątek.
2595:  Szambo.
2598:  Pięknie.
2599:  Pięknie.
2601:  Szampchaj.
2604:  Jeszcze na pewno jakąś nazwę mamy wolną tutaj.
2608:  Ale Krzysztof to jest nazwa szybka.
2611:  Proszę bardzo, jest jamning, jest jama nefrytowego jamnika, wyspa Wielkiego Tajwanu, leży jaśminowego jamnika, więc tutaj, moi drodzy, szczyty maku.
2622:  Liczę na was, szczyty maka.
2624:  Dlaczego on powiedział Caffeines to war?
2628:  Czy on chce, żeby... Widzicie, co tu się dzieje?
2632:  Czy on chce, żeby kofeina mu pomogła?
2635:  Yamnicho.
2636:  Yamnicho to jest mistrz.
2638:  Mistrz Yamnicho, tak?
2639:  Mistrz Paihiwo.
2641:  Meanwhile, ja zachwycałem się, że ktoś ma sprzęt zdolny te gry odpalić, ale to nie jest śmieszne, Juliusz, że trzeba mieć 4090 GeForce'a, 64 giga RAMu i najwyższy procesor, żeby odpalić gierkę strategiczną.
2652:  To jest niepoważne, nie?
2653:  Zwłaszcza tyle miesięcy po premierze.
2655:  Dlatego też była ta informacja ze strony deweloperów Creative Assembly.
2659:  Oni dobrze wiedzą, że spierdzieli to strasznie.
2663:  Uuu, ja liczyłem, że to nie będzie bitwa polowa.
2666:  Powiedział Sun Tzu zawsze.
2671:  Dobra, musimy chronić wszystkie jednostki, które są słabe.
2675:  Tak Krzysztof, wszystkie twoje jednostki są słabe.
2677:  Cisza!
2682:  Okej.
2684:  Dobrze je się da schować, to jest dobra wiadomość.
2689:  Zostają nam w każdym razie ci i zostaje nam Szycie.
2694:  kusznikami.
2697:  O ironio, kusznicy są silniejsi od reszty.
2702:  Myślisz, że Traz ostatecznie naprawiał grę?
2704:  Wiesz co, Paweł, mam nadzieję, a w każdym razie nie będę wam rekomendował zakupu tego dodatku, póki się to nie zmieni.
2710:  Wielcy Magłowy Kapłani Slan to podobne do ogromnych ropuch lub żab istoty, czy Marcin Mazurek, nasz loremistrz, które są przywódcami rasy Jaszczuroludzie oraz stanowią najwyższą kastę kapłanów tej rasy.
2720:  Jaszczuroludzie to też, moi drodzy, children of the old ones, czyli dzieci pradawnych, bogów, którzy opuścili świat Warhammera fantasy.
2727:  Oczywiście tych dobrych, bo, he, bogowie chaosu zostali.
2730:  Oj, zostali!
2734:  Miejsce biegunów jest najmłodszym!
2737:  Tutaj służymy!
2751:  There we serve.
2754:  Cześć grucha, witamy wszystkich przybywających.
2759:  Wydaje mi się, że totalny brak HP w większości naszych jednostek może być problemem.
2764:  Gdzie nasi healerzy?
2764:  Nie mają.
2765:  Kataj nie ma healerów, niestety, moi drodzy.
2767:  To jest problem.
2769:  Czy my możemy użyć tego...
2771:  Okej, bo czasem jest tak, że w bitwach tego rodzaju jedna z jednostek ma atrybut dowódcy i byłem ciekawy, czy da się to jakoś zeksploitować radośnie, ale się nie da.
2780:  Smuteczek.
2781:  Dobrze, te lewki nam się przydadzą.
2783:  Powiedział każdy o Lwie Rywinie.
2786:  I Lew Rywin to już jest bardzo stary mem, już nikt nie pamięta lub czasopisma.
2790:  No nie mogę, nie.
2793:  Nie mogę, nie mogę.
2804:  Eee... okej To nie jest dobre zaklęcie, ale lepsze takie niż żadne Dobra, to jest gorsze zaklęcie niż myślałem A better position Dobra, strzelać w nich, strzelać, bardzo dobrze, strzelać Dobra, zmień się w smoka Tymczasem my wysforujemy się lewkami
2837:  Może jednak tymi.
2839:  Okej.
2841:  Tak, coś liczyłem, że zbejtujemy ich.
2843:  Dobrze.
2848:  Okej, okej, okej, okej.
2852:  Czy jakiś lew ma zaklęcie?
2861:  No atakuj, atakuj, atakuj, nie chcę zużywać naszych cennych jednostek.
2866:  I teraz zgodnie z planem zrobimy tak.
2874:  Plan, plan wychodzi.
2875:  I walniemy teraz jeszcze kometą.
2888:  Dobrze, kometa walnęła, jest pięknie.
2892:  Jest pięknie.
2893:  PIĄKNIE.
2896:  Piękna muzyka katajska przygłośnie wam.
2908:  Jest wspaniale.
2909:  Jest epicko i jest miodnie.
2912:  Jest epicko i jest miodnie, Yuanbo, zakładaj spodnie.
2918:  Ja musiałem to powiedzieć, moi drodzy.
2919:  On jest zbyt znalowiony.
2921:  Naprawdę.
2922:  Sound of Screaming.
2923:  Najpiękniejsza muzyka, moi drodzy.
2925:  Wrzaski naszych wrogów.
2928:  Moje uszy.
2931:  I zaklątko.
2933:  Piękne zaklątko.
2936:  Będzie następne zaklątko jeszcze.
2943:  Nie ja to wymyślam.
2946:  Nie ja to wymyślam, moi drodzy.
2949:  Słychać wycie znakomicie.
2951:  Tak.
2954:  Jestem tak straszliwie wprost pewny tego, że kometa uderzy, że jeżeli nie uderzy w tę jednostkę, to zaszczekam.
2967:  Proszę bardzo.
2970:  Walnęło aż miło.
2975:  Nasi strzelcy są bardzo dzielni.
2980:  Piękności.
2982:  Joan Bo liczy na walkę z armiami chaosu Slaanesha.
2985:  Tak jest.
2986:  Joan Bo jest znarowiony absolutnie.
2989:  Kusze zawsze były opesji.
2990:  Chciałeś w średniowieczu ośmieszyć arystokratę, najlepiej było go zastrzelić bełtem podczas bitwy i oczywiście trafić w saczek.
3000:  Broń mieszczuchów.
3001:  Krzysztof jako mieszczuch lubi kusze.
3005:  Tym bardziej mnie to rozbawiło kiedyś, jak ktoś zajmujący się historią średniowieczną na moje pienia pochwalne, że chciałbym żyć w tych czasach, powiedział tak, do momentu, gdybyś miał zatwardzenie, oj, oj, oj, Krzysztof, ale byś miał wtedy zdziwko, ani nie ma sanitariatu jakiegoś potężnego, niezwyciężony sanitariat, ani nie ma lekarstw, oj, oj, oj, oj, oj, oj, żadnych endokrynologów, jest zielarka, która ci powie...
3029:  Panie, pozwól, że teraz wycisnę krostę ze swego nosa.
3036:  To zadziała magiczny lek, tak?
3040:  Ja się śmieję, a dzisiaj tak mówi doktor Zięba, który nie jest doktorem.
3046:  Tak.
3048:  Dobrze.
3049:  Grabież i okupacja?
3051:  Nie, okupacja.
3052:  Okupacja.
3055:  Uzyskano Arkana.
3056:  Płaszcz po Mei.
3059:  Wpływa na sojuszników.
3060:  Wzmocnienie wiatrów, moi drodzy.
3064:  Czy wszystko się dzisiaj sprzysięgło przeciwko nam?
3067:  Wzmożenie wiatrów.
3070:  Wzmożenie wiatrów.
3076:  Szczyty maku, moi drodzy.
3079:  Wasze ręce oddaje nazwę tego miasta.
3081:  A tymczasem... Ooo, artylerzyści szurawia.
3085:  Ooo.
3088:  Wielkie działo.
3090:  Ptactwo von.
3092:  Chcemy wielkie działo.
3094:  I... Raz, dwa, trzy, cztery, pięciu kuszników.
3097:  Pięć tych oddziałów.
3098:  Nie, jest okej, jest okej.
3107:  O nie.
3109:  O nie.
3111:  Większość osób, która chciałaby żyć w średniowieczu, prawdopodobnie nie dożywałaby trzeciego roku życia.
3115:  Jest to ponura prawda, moi drodzy.
3118:  A nie, mamy sześć oddziałów kuszników, to wiecie co zrobimy?
3122:  Połączymy ich ze sobą.
3123:  Połączcie się świetnie.
3128:  I teraz możemy zrekrutować jednego lwa i wszyscy są zachwyceni.
3133:  Będzie porówna.
3138:  Tak jest.
3140:  Jamkong.
3141:  Jamkin.
3141:  Jamking.
3143:  Czajnik.
3144:  Czajnik jest super.
3146:  Swoją drogą.
3148:  Szanan Dzigi Borów pisze, co poradzę, ale czy to?
3151:  A nie, to nie było pytanie.
3154:  Jamczuria.
3154:  O, Jamczuria jest super.
3157:  Mandżuria.
3158:  Dobra, lecimy z Jamczurią.
3163:  Moi drodzy.
3164:  Jeszcze będziemy mieli Kaplicę Soteka.
3168:  Yamnazuma.
3169:  O!
3170:  Daku Sufunto to musiałoby być w Nipponie, moi drodzy.
3173:  Nie ma Nipponu na mapie.
3175:  Uderzenie wiatru.
3177:  Co za... Oczywiście, że bierzemy uderzenie wiatru.
3179:  Czy jest szansa na nagranie nowego Hellblade'a 2024?
3182:  Możliwe.
3183:  Shen West Sacrifice było bardzo chwalone, a nie grałem.
3185:  Więc jeżeli będzie nowy Hellblade na...
