🔴 Bear with me, niedźwiedź ze mną — WARHAMMER 3 Kostaltyn #2
🔗 https://www.youtube.com/watch?v=yjpBzYQVOcw

34:  Szybko ruchnij.
2094:  Dav Bigos ma urodzinowe jamniki, wszystkiego urodzinowego klasycznym jamnikiem, moi drodzy.
2100:  Klasyczny jamnik, który jeszcze był w tamtym studio, czy w tamtym mieszkaniu, dajcie spokój.
2106:  Sogarera, tak, Sogarera, o, Sogarera, o!
2112:  Okropna postać, nie znoszę go.
2114:  Nie stać nas na nic.
2118:  No nie stać nas na nic, po prostu jest jakiś dramat.
2124:  Złoty zakon, dalej nic.
2127:  Nikt nas nie kocha!
2130:  Nikt!
2131:  I am truth!
2134:  I am truthen!
2136:  Krew lisy.
2138:  Protip, moi drodzy.
2141:  Jak najedziecie, to tutaj się wydłuża taki pasek ładowania.
2146:  Jeżeli będziecie chcieli sprawdzić szybko,
2149:  jakąś rzecz, która się tu wyświetla, to się nie da, a jak poczekacie, aż się zapełni ten paseczek, to się da.
2154:  I ja się o tym dowiedziałem dopiero na czatach, po w sumie 4,5 tysiąca godzin spędzonych w obydwu Warhammerach.
2160:  Uuu, magiczna ochrona, 5% Towarzyszący Lord.
2164:  To jest super, to jest ta nasza nowa bohaterka, rycerka zresztą.
2168:  Żywa musztra, zmniejszenie utraty wigoru, jest okej.
2171:  Obrona w zwarciu Towarzyszący Lord, czyli ona bardzo mocno boostuje Lorda.
2177:  Ona będzie dobra do carycy.
2179:  Powiem wam, heroiczna wytrzymałość, co nam daje.
2181:  Okej.
2182:  Wierny strażnik, co nam daje.
2183:  Tempo uzupełniania strat.
2185:  Ale nie wydaje mi się, żeby ten bohater był tak potężny, jak ten Kislewicki.
2193:  Zrobił długo recenzję Drogą z domu, a gdzie przeprasza za poprzednią dzieło chwaju.
2198:  Boże, co za inba.
2200:  Jeszcze za dawno nie pamiętam czegoś takiego.
2203:  Okej.
2204:  Myślę, że teraz oszczędzamy, moi drodzy, na budowle w Jamniogrodzie.
2207:  Potrzebujemy tego bardzo.
2209:  Prag w ogóle nie mamy, bo Prag oddaliśmy Carycy Katarzynie, żeby się łatwo można to było skonfederować.
2214:  A, to jest też mały eksploat, który polecam.
2216:  Jeżeli chcecie szybciej rozwijać miasta, przekazujcie je swojemu sojusznikowi, z którym macie pewną konfederację i wtedy dostaniecie te miasta od razu na poziomie czwartym, piątym.
2225:  Zauważcie, tu jest poziom czwarty.
2227:  My mamy miasta niektóre, które zdobyliśmy wcześniej na poziomie piątym, ale tu jest na przykład...
2232:  Psi Sfond, który jeszcze, jeszcze, ohoho, nim będzie na poziomie czwartym.
2237:  To samo tutaj.
2238:  To miasto zdobyliśmy już czas jakiś temu i nawet nie stać nas na to, żeby wyjść na poziom trzeci.
2245:  Czy podejście do God of War to będzie podejście z wiedzą z ssaki greckiej, czy też nic nie wiem, nic nie pamiętam?
2251:  Znaczy, coś tam, coś tam pamiętam z mitografii, ale ja nie siedzę tak głęboko w tym, moi drodzy.
2256:  Na pewno możemy sobie zrobić coś takiego, co robiliśmy przy Wiedźminie, to znaczy, jak będzie jakieś nawiązanie, to otwieramy sobie radośnie mitografię i czytamy fragmencik.
2265:  Mówiłeś, że bardzo lubisz Mass Effecta, a Dragon Age Origins to Mass Effect fantasy.
2272:  Tu bym się troszeczkę kłócił, ale Mass Effecta lubię, natomiast uważam, że edycja legendarna powinna była być ulepszona pod względem mechanicznym, a nie została i to był duży błąd.
2281:  Dobra, i wyprawiamy się, moi drodzy, na krasnoludy chaosu.
2286:  To jest poważna sprawa, ponieważ nie mamy absolutnie żadnych szans z nimi, tak nawiasem mówiąc, ale spróbujemy, spróbujemy.
2293:  Musi się udać.
2296:  W tak zwanym międzyczasie myślę, że możemy...
2302:  wyeliminować zimowy stos.
2305:  To nam, swoją drogą, cały czas polepsza stosunki z Carycą, a dobre stosunki z Carycą to dobra rzecz, aha.
2312:  Czy lormistrzowie powinni się przygotować na God of War?
2315:  Absolutnie, Cordi.
2316:  Absolutnie.
2319:  Okej.
2320:  Rock wszelako podtrzymał w recenzji jednolitą ocenę rozgrywki.
2323:  No gdzieś się musimy różnić, moi drodzy, inaczej nie byłoby wesoło.
2327:  Erengard.
2329:  Rozwój plus 70, ale nam to jest w ogóle niepotrzebne.
2333:  Zburz budynek.
2334:  A co nam to daje?
2336:  Utrzymanie minus 15% dla jednostek sań bojowych, wszystkie armie!
2342:  Biorę... Dom Mrozu.
2351:  Okej, okej, okej, okej, dobra.
2353:  Krótkie tury się robią.
2357:  Stanisław August Poniatowski.
2358:  Trzeba utrzymywać dobre stosunki z Seren... Tak, Stanisław August Poniatowski.
2362:  Approved.
2363:  God of War.
2363:  Mówiłem Serenok.
2364:  Zgramy w przyszłym tygodniu.
2366:  W weekend prawdopodobnie, bo w środę jest... Hmm... Papanada.
2373:  Hollow Knight.
2374:  W końcu po 4 miesiącach uruchomiłem staruńskie PS4 i PS4 Raptor.
2378:  O proszę bardzo, to teraz będziesz mógł grać we wszystkie gry, które były dobre i były fajnie zaprojektowane i dawno temu.
2383:  Aha.
2383:  Aha.
2386:  A jeżeli chodzi o fabułę poprzednich God of War'ów, to też możecie sypać, moi drodzy, różnymi nawiązaniami, no bo my będziemy grali w tego God of War'a jeden, nie?
2394:  Z 2018, on był?
2396:  Coś takiego?
2399:  Dobra, czy mi się chce walczyć z nimi?
2402:  Absolutnie mi się z nimi nie chce walczyć.
2403:  Jak dają nam pewne zwycięstwo, to ja je biorę w życiu, nibyśmy nie mieli tego rodzaju... 30 tysięcy!
2416:  Bierę!
2417:  I teraz tak.
2419:  Damy tutaj... To jest mój lifehack, który ja robię, mianowicie buduję jakieś, nie wiem, tanie rzeczy, niskopoziomowe, tak?
2427:  Naprawiam to.
2429:  To zajmie jedną turę i następnie przekażemy Carycy Karag Vlag.
2433:  Haha.
2433:  I będziemy przekazywać Carycy wszystkie tereny Krasnoludów Chaosu i my dzięki temu nie będziemy się musieli skupiać na tym, co się tutaj dzieje, a widzicie, co tu się dzieje.
2441:  Na przykład do Karag Draag zmierza nam gigantyczna armia.
2449:  I musimy być przygotowani na jej odparcie.
2453:  Leży króla troli.
2454:  Sjordaken też jest niestety zagrożony, więc Caryca będzie się przejmować tym, co się tutaj dzieje, a my tymczasem możemy myśleć nad tym, żeby tutaj powołać jakąś inną chosen drużyna.
2466:  Ooo!
2468:  Borys Ursus, mój drożdż!
2473:  Jezus Maria, jak AI go... Dobra, AI... Nieważne, AI go źle rekrutowało, ale Borys Ursus jest potężny.
2481:  Damy mu jakąś brońkę, zbroję Ursuna, proszę bardzo.
2485:  Będzie troszeczkę lepiej.
2488:  Dobrze, dobrze.
2490:  Krwawica ojczyzny, oczywiście.
2493:  Samonapełniający się kowsz, dyscyplina plus 8.
2497:  I jakiś Charles do tego, dobrze.
2500:  Według wschodzącego Lord Warhammera, Old World, kiedyś Christoph sięgał aż po Mounties of Mourn i Drogę Czaszek, granicąc na wschodzie z Hanatem Hopgoblinów.
2507:  Hopgobliny nie zostały wprowadzone w swoją drogę do Warhammera, niestety, Total War, i to mnie smuci.
2513:  Malezańska Księga Poległych, No Clue, jest przede mną, to znaczy, chcę mieć wreszcie czas, żeby to ogarnąć.
2521:  Czytałem Do Domu Umarłych, a bardzo bym chciał całość.
2525:  Weźmiemy sobie jeszcze w ten sposób dużo pieniążków, tylko sztandar szybkości się do czegoś nadaje, cała reszta jest do dupy.
2532:  A im więcej pieniędzy, tym lepiej, bo potrzebujemy w Jamniogrodzie niezwłocznie wznieść lodowe tereny ćwiczebne.
2541:  Tutaj chyba nie ma, z tego co widzę, murów, więc to nas kompletnie nie interesuje.
2546:  Może się dziać z tym terenem coś, co nam mu żywnie podoba.
2550:  W Erengardzie to nam się przyda.
2555:  Przychody ze wszystkich budynków, tak jest, to bierzemy.
2559:  I jeszcze... Wyczerpanie minus 25% frakcyjnie?
2566:  Wow.
2569:  Wydostrzenia Legion Gryfa.
2571:  Nie jest źle.
2574:  Dubbing angielski w God of War, dubbing polski mocno psuje.
2577:  Zrobimy, moi drodzy, jakąś pewnie ankietkę w tej sprawie.
2581:  Bo wiem też, że dużo ludzi lubi słuchać streamy z dubbingiem.
2584:  Ja to jestem w stanie zrozumieć.
2586:  Zapalczywe oddanie.
2589:  Apak w zwarciu.
2590:  Nie wiem, czy tego chcemy.
2593:  Sława i strach się przyda.
2594:  Kostaltynowi, bo daje nam zasięg ruchu na mapie kampanii.
2599:  I rycerka mnie interesuje tylko do levelowania.
2602:  Stosunki dyplomatyczne plus 20 z Kislewem też się przyda w tej chwili.
2607:  I wybrany następca.
2609:  Poświęcenie...
2611:  Nie, osobisty ochroniarz da nam obronę.
2615:  Ja przepraszam bardzo, co to ma znaczyć?
2617:  Niezapowiedziany strumyk z Holoneta wczoraj, chciałem być na wszystkich, ubolewa Vegary.
2621:  No, był zapowiedziany w tym sensie, że się zdenerwowałem jak graliśmy w Dragon's Dogma i przeszliśmy do lepszej gry.
2629:  Szkoda, że nie ma Lorda nawiązującego do polskiego, na przykład Stanisława Żółkiewskiego albo Jana Karola Chodkiewicza.
2647:  Proszę bardzo, Jan Karol Jamniewicz.
2649:  Jest, jest.
2657:  Wieszcz.
2658:  Tępy sługa Igor, moi drodzy.
2662:  Jeszcze Olek Arystokarczukow.
2668:  Któremu dajemy co?
2669:  Co mu dajemy?
2670:  Miażdżącą szarżę.
2672:  Niech się cieszy.
2673:  I jeszcze, ooo, nie ma miana, moi drodzy, dla kobiecej postaci.
2678:  To trzeba absolutnie nadrobić i ja wiem tym razem, co to będzie.
2684:  Mianowicie, Maria Huchucha Konopnicka.
2694:  Konojamnicka.
2698:  Dlaczego huhucha?
2699:  Z bardzo prostego powodu, chyba że będziecie mieć lepszy pomysł.
2703:  Jamnisław Druginicki.
2706:  To trzeba dla jakiegoś męskiego bohatera koniecznie.
2710:  Jamjamnior Jamniewicz, wtedy nie rozpoznamy Karola Wodkiewicza i co będzie.
2715:  Only I can live forever.
2717:  Borys Ursów.
2719:  Koszt budowy minus 10 dla wszystkich budynków, lokalna prowincja.
2723:  Ok.
2723:  Excellent.
2727:  Kwiecień, God of War, a maj to Ghost of Tsushima.
2729:  Tak jest, moi drodzy.
2730:  Ghost of Tsushima, gramy aż będzie furkotać.
2734:  Zew Strażnika nam przywołuje panterę, to się może przydać.
2737:  Serce Zimy to jest dobre zaklęcie.
2740:  I w nie też idziemy.
2743:  PlayStation Polska robi bardzo dobre dubbingi, mówicie.
2746:  Ale PlayStation Polska wydaje też God of War'a, tak?
2748:  Chyba tak.
2768:  Freer już całe wyszło i trzeba oglądać.
2771:  No to wreszcie będę mógł domknąć serię, to się bardzo cieszę.
2775:  Witamy pana Luzet... Pan Luzeterko, ale doceniam.
2780:  Christian Malazano, zobaczę, jakie kolejności czytać.
2781:  A to tak, spokojnie, ogarniam Gen Greyman, absolutnie.
2787:  Poseidon pisze, że dzisiaj... Wczoraj, a w zasadzie dzisiaj o pierwszej, gdy wszedłem spać, czy się udało pokonać tamtą w sukience.
2792:  Tak!
2793:  Hornet została pokonana.
2794:  Moi drodzy, ja nie wstaję, póki nie pokonam przeciwnika, który mi napytał biedy.
2803:  I teraz tak.
2805:  Aż jestem ciekaw, ile zajmie... My mielibyśmy...
2812:  Dobrze, na turę jest mniej więcej... Cztery tury są na rozwój w połowie, czyli możemy liczyć osiem tur.
2818:  To były jakieś szesnaście tur w sumie, żeby dojść do poziomu piątego, tak licząc oględnie, plus czas na zbudowanie, czyli około dwudziestu kilku tur.
2829:  Zobaczymy, jak szybko wzniesie Karakvlak AI.
2833:  It is your responsibility to give me money!
2836:  Money!
2840:  Money!
2842:  Star Wars prequelle czy sequele?
2843:  U mnie zawsze prequelle.
2844:  Nie no, sequele w ogóle nie istnieją, Rotmistrzu, daj spokój.
2849:  Natomiast prequelle zwyciężają polityką.
2851:  Polityka tam jest przepięknie zaznaczona.
2853:  Nawet nie rozumiem, dlaczego ludziom się może to nie podobać miejscami.
2857:  Udostępnia garnizon ciężkie stany bojowe.
2859:  Nie wiem, czy tego chce.
2861:  Tutaj mamy wszystko.
2862:  Tu strzelcy garnizon.
2866:  I też możemy strzelców rekrutować, ale...
2869:  Lepiej byłoby mieć budynek Legionu Gryfa.
2872:  Mhm, tak.
2877:  Po prostu w God of War boy jest lepszy od chłopcze.
2879:  BOY!
2882:  Okej.
2883:  Nieuchronny bunt.
2887:  I tak Wasznal ze w piekieł do nas wyrusza.
2890:  No i zobaczcie, teraz jest śmieszna sytuacja, to znaczy mamy Willicza Przeklętego, nie?
2896:  I my teoretycznie moglibyśmy spróbować go zaatakować, ale obawiam się, że z tą armią to my sobie nie poradzimy.
2905:  Teraz tak, czy ja mam możliwość?
2908:  No niestety.
2912:  Więc zrobimy w ten sposób, bo nie chcę bardzo stracić tej armii.
2916:  A jak wzniesiemy tutaj nowy poziom, na 1000% Witch zaatakuje.
2919:  Na 1000%.
2926:  Potęga Obrazu właśnie ma strumyk o korzystaniu z barw i kolorów.
2929:  Jeżeli ktoś się chce rozwijać w grafice to polecam, pisze Nia Doris.
2932:  Potęga Obrazu, nie znam tego kanału.
2935:  Potęga Obrazu.
2938:  Proszę bardzo moi drodzy, a może warto poznać, 755 subskrypcji tylko.
2943:  Już Wam wrzucam.
2945:  Polecajka czatowa.
2949:  Ania Szymańska pisze, że dzięki z livestream'om szybciej zasypia i się z tego cieszę.
2952:  Ja zawsze się zastanawiam, czy to jest pochwała, czy wręcz przeciwnie.
2956:  Ale się cieszę.
2958:  Tylko anonimowane Wojny Klonów dziękuję, nie zapraszam do dyskusji.
2961:  Ale absolutnie.
2964:  Animowane Wojny Klonów są turbo wybitne.
2970:  Wiedziałem, że nie zaatakuję tej armii.
2974:  Oblega?
2975:  Nie oblega?
2976:  Chyba, że... A nie, to jest inna frakcja.
2982:  Błogosławiony lek.
2986:  Ludzie dobrze wspominają prequele przez pryzmat Clone Wars, bo pierwsza i druga część nie są dobrymi filmami.
2992:  To prawda, nie są.
2993:  Wiecie co?
2993:  Biorę to.
2999:  Dla mnie część trzecia, czyli Zemsta Sithów, winduje prequele na bardzo wysoki poziom.
3006:  I dlatego być może tak pozytywnie oceniam.
3011:  Oho, wiecie co się stanie.
3019:  Dobra, spróbujemy zrobić tak.
3022:  Damy mu... damy mu łatwy cel.
3029:  Damy mu łatwy cel, żeby Tar nie atakował Sjordaken.
3032:  Ja zawsze to wymawiam, Sjordaken, i wiecie co?
3038:  Dlatego to tak nazwę.
3042:  Rebelsi są zajebiści.
3043:  Dla mnie kreska troszeczkę gorsza niż w Clone Warsach.
3046:  Natomiast ostatnia część, ostatni sezon, siódmy, Wojen Klonów, to jest absolutne arcydzieło.
3051:  Scena z Vaderem na śniegu.
3053:  Boże drogi, to było wspaniałe.
3058:  Trzeci poziom.
3059:  Ciekawy jestem, kiedy będzie czwarty.
3062:  Okej.
3065:  Wie ortodoksy!
3068:  Jak się boją!
3074:  Coraz więcej pieniędzy i dobrze.
3077:  To nie był ósmy sezon?
3078:  Ósmy sezon jest ostatni?
3081:  Okej, to wtedy ósmy.
3088:  Dobra.
3089:  Chosen drużyna.
3091:  You are truth.
3093:  You are truth.
3095:  Obrona dla carskiej gwardii lodowej gwardii.
3098:  Nie pamiętam, kim mieliśmy grać kostaltynem.
3100:  To znaczy, jaką mieliśmy armię udawać.
3102:  Tego nie pamiętam.
3104:  Ale istoty z krainy brzmią dobrze.
3106:  Utalentowany rzemieślnik.
3108:  Dla pasań bojowych to nie to.
3111:  Weźmy potwory dla niego.
3114:  Drużyna!
3116:  Siódmy sezon miał ten środkowy ark nudny, w ogóle nie pamiętam w takim razie siódmego sezonu.
3120:  Pre-Colory rozbudowały mocno uniwersum, jest to znacznie lepiej niż to, co robił Disney z Domu Odprawy, bo Disney nową trylogią zrujnował uniwersum, wiecie, no to... Wybór jest oczywisty w takiej sytuacji.
3129:  13 tysięcy mamy, a to znaczy, że można coś zbudować radosnego.
3133:  I... przygody ze wszystkich budynków plus 10%?
3135:  Wezmę to.
3138:  Erangard?
3139:  Wezmę to.
3140:  Świątynia?
3142:  Manana.
3142:  Manan jest bogiem mórz w tym świecie.
3145:  Znajdująca się w porcie świątynia jest dość niezwykła, jako że Manan nie jest członkiem Panteonu Kislewa, a mimo to czci się go w erengardzie.
3154:  Właśnie zastanawiałem się, czy zadumać się na live'ie nad tym, jak to szara eminencja naszego kraju chichotała na możliwość użycia słowa członek na komisji sejmowej, ale zrezygnowałem.
3169:  Stwierdziłem, że chyba nie ma sensu
3174:  Dobrze, i... Serce Zimy.
3177:  I później idziemy Magicznego Przewodnika i Uziemienie.
3179:  Krystałowego Sanctuary nigdy nie wybieram, więc whatever.
3183:  Siódmy sezon jest ostatni.
3184:  Pierwsze cztery odcinki to Bad Batch, Ark, Ośrodkowie za Asoce i Dwóch Siostrach.
3188:  Nudne, a potem jest Siege of Mandalore i Order 66.
3190:  Siege of Mandalore też był dobrze zrobiony.
3193:  Hmm... Boryc Ursus.
3196:  Tutaj idziemy, moi drodzy, w czynienie Boryca Ursusa.
3200:  Silnym.
3201:  Tu jeszcze możemy zrobić jedną rzecz, to znaczy matka Ostankia.
3206:  Resetujemy jej punkty umiejętności, to jest najlepsze rzecz, jaką wprowadziło Creative Assembly.
3211:  Po prostu Lord jest raniony i wraca później z wyczyszczonym całym drzewkiem.
3217:  Wspaniałość.
3219:  Nie postanowili usunąć starego kanonu z internetu, no i bardzo dobrze.
3223:  Przynajmniej tyle nie zrobi obrzydliwy Disney.
3229:  Większość produkcji Disneya pisze, że Yoda z zakresu Gwiezdnych Wojen wygląda jakby była pisana na kolanie.
3234:  Tak też jest.
3235:  Chociaż twoje zdanie powinno było brzmieć, większość Disneya produkcji z Gwiezdnego Wojen zakresu na kolanie pisana wydaje się.
3248:  Ależ to jest durne.
3251:  Dałem ci ofiarę, debilu.
3254:  Dałem ci ofiarę łatwo.
3255:  Muszę, muszę, muszę zrujnować wolnorośnące miasto.
3260:  Muszę je zrujnować.
3261:  Mamo, mamo, daj mi zrujnować miasto.
3265:  Bo jestem biednym ejajem.
3267:  Muszę zrujnować miasto.
3269:  Mamo, daj mi.
3273:  Nienawidzę tego.
3274:  Przecież to jest prymitywne.
3282:  On teraz będzie sobie radośnie pływał wokół.
3287:  O boże!
3289:  AI jest tak strasznie łase na rujnowanie osad.
3295:  Legend of Total War nawet mówił o tym jako ruin dwelling, nie?
3299:  Że AI to uwielbia robić, rujnuje osady i następnie człowiek musi to wszystko odbudowywać od zera.
3309:  Tu mamy drobne zwycięstwo, ale będzie 24 tysiące, ale się opłaca to robić, dajcie spokój.
3316:  Chosen drużyna!
3320:  Doskonałości, doskonałości.
3323:  Okej, istoty z krainy dalej boostujemy i co rycerka jeszcze może zrobić?
3327:  Żywa musztra, strażnik carycy, pierna umiejętność, co daje?
3330:  Odporność fizyczna 20%, wow.
3331:  Bierzemy.
3337:  Zabawne jest to, że mówią, jak to młode pokolenie jest niedojrzałe, pisze Serevoy, tymczasem stare chłopy, kiedy mogą powiedzieć członek.
3343:  Ej, jest więcej takich przykładów, tak?
3346:  To znaczy, o, że młodzi sobie nie radzą z mediami społecznościowymi, tymczasem przychodzi wiadomość na Facebooka, twoje konto zostało wyselekcjonowane do loterii, podaj tylko numer swojego dowodu osobistego, a następnie skontaktuj się z nami, założymy ci konto Bitcoinowe.
