69 000 SUBSKRYPCJI DLA SLAANESHA — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=rB9atL7RQ-4

688:  Chcieliście żądzy?
2586:  To szask!
2588:  Ale, ale biczek piękności!
2591:  Niestety Nakari się jeszcze nie regeneruje, więc musimy uważać.
2599:  Wprowadzenie dla laika.
2600:  O, i cytrus!
2600:  Wiesz, co ci polecam?
2602:  Mieliśmy streamy z Warhammera 3 na początku, przy premierze, i wtedy dużo zobaczysz z tego, jak ta gra wygląda, jeżeli chodzi o kampanię, wprowadzenie, tam jest też samouczek, więc bardzo polecam.
2613:  Natomiast takiego krótkiego wprowadzenia, które mogę w tej chwili zrobić, to to, że jesteśmy w trybie bitwy, potem będziemy mieli tryb ekspansji, podboju, tryb dyplomacji.
2620:  Tak, w każdej grze 4X, czyli Explore, Expand, Exploit, Exterminate.
2625:  My oczywiście będziemy głównie eksterminować.
2629:  Dobrze.
2630:  Jak jesteśmy w drzewach, to powinny na nas nie trafiać te obrzydliwe strzały.
2635:  Biczyk, biczyk, knucik flagelacyjny, trzask.
2639:  Ajajaj.
2640:  Kama Greenberg, dziękuję za trybut.
2642:  Jurność over 9000.
2643:  9696.
2643:  Tak.
2655:  Najgorsze jest to, że ten film z Ray będzie prawdopodobnie z Yuuzhan Vongami, bo Ray nie ma wrogów obecnie.
2659:  To akurat byłoby dobre, bo Yuuzhan Vongowie to była najlepsza rzecz, która była w wcześniejszym kanonie, więc ja nie mam z tym problemu.
2667:  Czemu nie chcą nas zaatakować, wiecie co?
2670:  Wyślemy na nich żniwiarki konnicę naszą.
2676:  Czemu by nie?
2678:  Skoro są zajęci na Karim...
2681:  To damy im zajęcie.
2684:  O, tak.
2685:  Dajmy im zajęcie.
2687:  Dobrze.
2689:  Biczyk na trzy jednostki.
2691:  Tak.
2693:  Niszcz i zabijaj.
2694:  Dobrze.
2695:  Pięknie.
2696:  I żniwiareczki.
2698:  Celujemy, żeby mieć same żniwiarki.
2700:  Pikiel nie jeści slanesza.
2701:  Może nie bardzo.
2702:  O, zaatakowali nas.
2704:  Pięknie.
2705:  Ruszamy.
2707:  O, tak!
2709:  Dobrze, dobrze!
2713:  Dobrze, czy mamy potwora?
2715:  Po czwary slanerza są, nie mam potwora jeszcze, a potwór jest świetny.
2720:  Oj, zaraz będziemy mogli użyć kolejnego knucika flagelacyjnego.
2727:  Oj, mages indeed!
2732:  Oj, ajajajajaj, jak woli!
2743:  Dobrze.
2750:  Jeszcze internet nie odpalił w kompie.
2751:  Muszę gmyrać w bbh, pisze ja.
2753:  Najgorzej.
2758:  Niestety nie mam telefonu przy sobie, moi drodzy, ani w ogóle przy sobie, więc nic nie zrobię, niestety, z wiadomością od Czerwia.
2763:  Bardzo mi przykro, ale... ...piekielnie, jeśli stanę się do wycofania w tej chwili, bo się dzieją niedobre rzeczy z nimi.
2769:  Dlatego mówiłem, nie ma sensu w nich inwestować, moi drodzy.
2775:  Dob... To poszło bardzo szybko, nie przypuszczałem, że to pójdzie tak szybko.
2782:  Jestem człowiekiem, który jest bardzo nietelefonowy, niestety.
2791:  Dobrze.
2795:  Wykorzystamy żniwiareczki, żeby jeszcze dojechać straż morską z Laverne'u.
2800:  Dobrze!
2802:  Z lanszem się bardzo przyjemnie gra.
2804:  Niestety tylko nie mamy jeszcze regeneracji, to jest duży problem.
2808:  Na początek.
2808:  Bardzo duży.
2812:  Good.
2815:  A!
2815:  28 strat.
2816:  Przeżyjemy!
2820:  Aleksandra pisze, że to idealny stream do wydrapywania jaj świątecznych.
2823:  Tak jest.
2824:  Tak jest.
2828:  Hehehe.
2828:  Dobrze.
2842:  O!
2842:  Z psychologicznego na nasze wyjaśnia, że sapioseksualność, tak samo jak demiseksualność, to nie jest fetysz, tylko jedna z opcji orientacji.
2848:  Słuszna precyzacja, moi drodzy.
2850:  Proszę bardzo, łucznicy zabili w sumie 45 swoich własnych jednostek, jakie to jest wspaniałe.
2858:  Mmm... łupienie.
2860:  Łupienie się przyda.
2865:  Tak.
2868:  Bo to nie jest nasza pro... To jest nasza prowincja, o psia krew.
2875:  No nic.
2876:  Mamy dużo wiernych, do rozprzestrzenienia kultów potrzeba tysiąca.
2880:  Co się wtedy dzieje, moi drodzy?
2882:  Mianowicie w losowych miejscach świata powstają kulty Slaanesha i jest wspaniale.
2889:  Wikisany pisze, że jest uzależniony od telefonu przez schizofrenię, potrzebuje mieć stale jakiś dźwięk, np.
2893:  muzykę, przez co nawet podczas lekcji mam zezwolenie na słuchanie muzyki na słuchawka.
2896:  Nie no, to wtedy jest zupełnie co innego, nie mówiłbym, że to jest uzależnienie, tylko raczej, raczej wiesz, po prostu tego potrzebujesz, nie?
2903:  Eee... Bo uzależnienie byłoby, kojarzyłoby się z czymś skrajnie negatywnym, prawda?
2908:  W tym przypadku.
2909:  O, prędkość plus 12% dla Nakariego jest dobre.
2912:  I Biczyk, zawsze Biczyk.
2914:  Krzysztof łupi nawet swoich wyznawców, oczywiście.
2917:  Co więcej, nawet nie będziemy naprawiać tych budynków.
2920:  Niech się... Niech się kokoszą w kokonie rozpaczy.
2929:  Orgian Twardowski.
2935:  Dobrze.
2937:  Dobrze, moi drodzy.
2938:  Czy możemy kogoś zrekrutować?
2940:  Moi drodzy, są demonetki!
2945:  Mmm, więcej demonetek, świetnie!
2948:  Świetnie!
2949:  Uszkodzony budynek, nie chcę tej notyfikacji.
2952:  A, gramy z modem Recruit Legendary Lords, żebyśmy się nie musieli przejmować konfederacjami tylko.
2957:  Jak się nie trzeba przejmować konfederacją, to generalnie życie jest prostsze i szczęśliwsze.
2966:  O, kult rozkoszy na przykład chce z nami paktować.
2972:  A jeżeli przyłączymy się do jakiejś wojny, na przykład do Silda Doll.
2976:  O, jeszcze dajcie nam... nie.
2978:  Dobrze.
2980:  Świetnie.
2982:  To się nam przyda.
2983:  Good.
2987:  Good.
2989:  Pan Twardeusz, pamiętam cały czas, jeszcze!
2993:  Yyy, rezerwa moc wiatrów magii, yyy!
2996:  Yyy!
2998:  Yyy!
2999:  Nie lubię, jak rezerwa wiatrów magii jest taka niska.
3003:  W slaneszu, jak ja kocham te fiolety, oj, tak, i magenty, i róże, mmm!
3012:  Zapalony, Zhou Wu.
3015:  Na wieki wieków spaczyń, witamy.
3018:  Witamy wszystkich, którzy przybywają.
3020:  Wszystkich, którzy przybyli.
3024:  Oblegamy.
3027:  Nieznaczna porażka.
3032:  Zobaczymy.
3038:  Artisan of Pain.
3041:  Czy będzie?
3044:  Kogo weźmiemy?
3046:  Łuczników na pewno.
3048:  Kurczę, nie możemy trzech oddziałów.
3057:  Ale niewiele brakuje!
3061:  Jeźdźcy nie.
3064:  O mój Boże!
3070:  Aż kusić, żeby wziąć.
3071:  Czy słyszałeś o grze Rain World?
3073:  Nie, ale dziękuję Ci za wsparcie do 9 miesięcy, zastosuj.
3081:  Wi-Fi powinno być na dole polinamity Maslow, aby podstawowe.
3086:  Macie rację, zapomniałem, że szczyt piramidy jest mimiczny tylko w kontekście niniejszej naszej rozgrywki, ale jest bez sensu, jeżeli chodzi o merytorykę.
3097:  Nie no, musimy mieć, musimy mieć strzelców, moi drodzy, no nie ma opcji.
3100:  Uwieć jednostki.
3103:  Jakim cudem zmieniło się to na miażdżącą porażkę, to ja nie wiem.
3109:  Spróbujemy... Spróbujemy ich stąd... Hmm... Wyprowadzić.
3119:  Zobaczymy, czy zrobią wycieczkę za mury.
3123:  Good.
3124:  Pikielna manifestacja, rozkoszny ból.
3127:  Hmm, nie, nie potrzebujemy tego.
3131:  Piramidzie Masloa, na samym dole jest potrzeba drewna.
3134:  Tak, moi drodzy, absolutnie.
3145:  Elfy tchórzliwe nie chcą nas zaatakować.
3149:  Ooo, jak mi przykro.
3153:  Zabierając im jednostki, bardziej ich zmotywowałeś ewidentnie.
3155:  Cherix, dzięki za wsparcie od trzech miesięcy.
3158:  Yannick, indeed.
3160:  Dobrze.
3165:  Tak, bardzo mi się nie chce.
3169:  Jakim cudem... A, to są pieniądze!
3177:  My na to wydajemy pieniądze? !
3180:  Ja nie wiedziałem, że... Zapomniałem, że to są pie... O Boże!
3188:  Oblegamy dalej.
3191:  Oblegamy dalej i jeszcze będziemy plądrować.
3196:  Katastrofa.
3198:  Katastrofa!
3200:  Za mało złota.
3203:  Czy istnieje nazwa na taki zabieg?
3204:  Pyta taki tam Bartek.
3206:  Wprowadzone do powieści informacje, że 200 lat temu było wydarzenie X i przez to na przykład mężczyźni mówią szeptem, a my nie opisujemy tego wydarzenia?
3219:  Nie wydaje mi się, żeby to miało nazwę.
3221:  To jest po prostu odesłanie do historii jakiegoś świata.
3225:  Krzysztof jest ofiarą konceptu pieniędzy.
3227:  No ewidentnie.
3229:  Ale dobrze.
3231:  Oni będą coraz słabsi, moi drodzy.
3234:  Bardzo dobrze.
3235:  Wykończymy ich.
3236:  Teraz jest taka mechanika w Warhammerze Total War, że im dłużej oblegamy, tym bardziej obrońcy przegrywają.
3241:  To jest piękne.
3243:  Ktoś mi powiedział, że zupełnie tak, jak w rzeczywistości.
3246:  Nie podoba mi się tylko jedna rzecz, to znaczy, nie podoba mi się, że nie zdobywamy jeńców.
3251:  Chciałbym, żebyśmy zdobywali jeńców.
3254:  Przeniesiemy się tutaj, do tej prowincji, zdobywać jeńców.
3256:  Potrzebujemy dużo jeńców.
3262:  Gen Greyman zaczyna czytać drugi tom o McConaugheyzie i mi się podoba, mam pewien niepokój.
3266:  Czy McConaughey to zbiór luźnych opowiadań w świecie?
3267:  Jeśli tak, to słabo bym chciał zobaczyć Kennefa.
3270:  Wiesz co, nie, to jest syndrom Ericssona, który napoczyna 69 wątków i żadnego nie kończy.
3279:  Ojej, aż jeden wyznawca.
3282:  No szaleństwo, szaleństwo, moi drodzy.
3284:  To nie, szczerze powiedziawszy, to się kompletnie nie opłaca.
3287:  Jak tu sytuacja?
3289:  Pyrrusowe zwycięstwo.
3292:  Okej, jeden oddział demonetek.
3298:  I take this chances.
3299:  Tak, nie chce mi się robić oblężenia!
3305:  Uuuu, to jest ciekawe.
3312:  Ale to zrobimy z następną prowincją.
3317:  To zrobimy z następną prowincją, moi drodzy.
3320:  A tymczasem rekrutujemy demonetki.
3323:  W wielkiej liczbie.
3326:  Gut.
3327:  Niewolnicy zbytków.
3328:  Bezwzględnie to potrzebujemy.
3330:  Chcemy więcej ofiar.
3333:  Zwiększ mobilność.
3334:  Tak, oczywiście.
3336:  Dobrze, teraz nam ten... Na razie organ jest niepotrzebny.
3339:  Na razie.
3340:  Otrzymujemy więcej pieniędzy.
3343:  Więcej pieniędzy!
3345:  To się naprawia po drodze, więc wiecie, spokojnie, spokojnie.
3351:  Co jeszcze?
3351:  Koszt budowy dla wszystkich budynków.
3353:  Na razie to damy i przychody większe.
3356:  Oj tak.
3357:  Krzysztof Niecierpliwy zawsze, moi drodzy.
3362:  Sześćdziesiąt... Sześćset dziewięćdziesiąt złota przychodu było wszelako.
3365:  Uuu.
3367:  Good.
3369:  Good.
3370:  Kama Greenberg, dziękuję za trybut.
3372:  Kama Greenberg pisze, że nadal nadrabia streamy z Wiedźmina.
3375:  Czy po Horizonie Hogwarts Legacy nadal masz to samo zdanie o Wiedźminie?
3379:  Co się zmieniło, jeśli się zmieniło?
3382:  Tak, dalej uważam, że to jest najlepsza gra i najlepszy RPG z otwartym światem.
3386:  Czego brakowało w Wiedźminie bardzo, to czegoś w rodzaju pokoju życzeń.
3390:  Boże, jakie to byłoby cudowne.
3393:  Ale niestety, no niestety moi drodzy.
3399:  Gdyby można było Kermoren tak rozwijać jak pokój życzeń, mielibyśmy do czynienia z RPG-iem absolutnie doskonałym.
3406:  Szersz spaczenie... Jeszcze tego nie potrzebujemy.
3411:  Ulepszenie budynku.
3412:  Jakie?
3413:  Nie chcemy tego na razie.
3415:  Czy jesteśmy w stanie wynegocjować jakiś na przykład... O!
3421:  A mamy już traktat handlowy.
3422:  Okej.
3423:  To dobrze.
3425:  To dobrze.
3432:  Jurniwersitech, a, Gieloński.
3434:  Rozumiem, że to jest, moi drodzy, nazwa dla naszego miasta.
3443:  Gdzie się zmieniało nazwy miasta?
3444:  Boże, tutaj.
3446:  On jest piękny, muszę teraz to zobaczyć, bo to było pięknie napisane.
3456:  Tak jest.
3459:  Będzie UNIVERSIT z uwagi na szlachetne ruskie konotacje i tradycje polskiej edukacji.
3467:  Haha, dobrze.
3469:  Bardzo wolno uzupełniane są nasze siły.
3473:  To mnie martwi.
3475:  Czy u Slanesza jest demokracja czy demonkracja?
3479:  Dobre pytanie.
3481:  Ja myślę, że jest ochlokracja z tego względu, że u Slanesza jest ochlejstwo i oźralstwo.
3490:  Gratuluję pięknych subów, pisze Prodigiozyna.
3493:  Dziękuję bardzo.
3498:  Tak, Nakari negocjuje.
3502:  Popatrzcie, elfy.
3505:  Śmieszne elfy chcą umowy handlowej z Nakari.
3509:  Nakari się cieszy.
3512:  Nakari bardzo się cieszy, dajmonkracja, ooo.
3520:  Ooo, czy my mamy tutaj... Ojej.
3525:  To jest świetna wiadomość.
3529:  Ho, ho, ho, ho, ho, ho, ho.
3532:  Ciekawe, nie będzie nas... Właśnie pytanie, czy oni nas lubią?
3536:  Uuu.
3538:  Ciekawe, oni nas nawet lubią.
3542:  Zawrzyjmy ten pakt, przyda nam się, będziemy mieć więcej pieniędzy i zabezpieczymy sobie zachodnią flankę.
3551:  Też chciałbym myśleć o Wiedźminie jako najlepszym RPG-u, pisze Cytrus, ale pozorne wybory model walki, pytalniki na skaligę i tak dalej, psuje moje ulubienie doku Uniwersum.
3558:  No wiesz co, ale... RPG to nie jest tylko gameplay, prawda?
3561:  Więc dlatego.
3563:  Wiedźmin powinien mieć karczmę pod niuchaczem, pisze Jaolin, wspierając od dwóch miesięcy.
3566:  Dziękuję za to i popieram.
3569:  Więc gameplayowo tak, zgodzę się, że Wiedźmin 3 mógłby mieć lepszy model walki.
3574:  Na pewno, jeżeli chodzi o model walki, Hogwarts Legacy było mniamuśne.
3578:  Ale... No...
3583:  Okej, tu nawet w ogóle nie mamy uzupełnienia.
3586:  Nie mamy wyjścia.
3588:  W takim razie jeszcze dwa oddziały demonetek i wtedy wyruszymy.
3592:  O, koszt budowy dla wszystkich budynków.
3595:  Koszt usprzyjania kultów.
3596:  To się przyda.
3599:  Bardzo się przyda.
3601:  Robert Górski pozdrawia z mroźnego Oslo.
3603:  Na wielkiego rogaterowego szczura.
3605:  Tyle śniegu na obrzeże miasta.
3606:  To piękne miejsce jest.
3608:  Krzysztof jest dzisiaj jurnomantą.
3610:  Tak.
3611:  Oj tak.
3618:  Co mnie ominęło, pytajasz tu?
3619:  Nic.
3620:  Nic ci nie ominęło.
3622:  Absolutnie.
3624:  Absolutnie nic.
3629:  Narracja i fabuła lepsza, twoim zdaniem, w Red Dead Redemption 2?
3633:  Fabuła w Wiedźminie, narracja w Red Dead Redemption 2, dlatego że w Red Dead Redemption 2 jest więcej questów emergentnych, które się wyłaniają ze świata i mają większy sens, niż jest to w Wiedźminie i bardziej mi się to podobało.
3648:  Dobrze, jaka tu jest sytuacja?
3651:  Tu jest całkiem spora armia, moi drodzy.
3658:  Więc zrobimy coś takiego.
3660:  Przyzwiemy mianowicie armię wyznawców, która będzie teraz jeszcze plądrować.
3669:  I w ten sposób odbijemy ich.
3672:  Wiem, to kosztowało sporo wiernych, ale odbijemy to.
3678:  29,5 dziękuję za trybut.
3680:  Czy gdyby Kult Slenesza miał swoich codziennikarzy, to czy ich bronią byłoby... Felatio Accidentis.
3689:  Tak by było.
3690:  Absolutnie, dwadzieścia dziewięć i pół, dziękuję za trybut.
3693:  Weźmy to stąd, dobrze.
3699:  Tak, oni mają beef z Legendem już od jakiegoś czasu niestety, to jest bardzo smutne.
3704:  A nie powinno tak być.
3717:  Ponieważ Legend of Total War, prawda, jest taka, że doprowadził do tego, że w zasadzie Warhammer Total War 3, no, po pierwsze, ja się nimi zainteresowałem, mnóstwo ludzi się nimi zainteresowało, gracze i tak dalej, i tak dalej, więc, no, należy mu się podziękowanie, przynajmniej, nie?
3730:  To jest symboliczne.
3732:  I jest... Mały człowiek nie dziękuję, jeżeli go to nic nie kosztuje.
3736:  To jest, moi drodzy, ten mod, dlatego to jest po angielsku, Refugees of War, dostajecie co turę legendarnych lordów z innych frakcji.
3745:  Okej, bałem się, że się zawiesiło właśnie, ale nie.
3748:  To byłoby nieprzyjemne.
3751:  Okej.
3754:  Aaa, tak.
3757:  Tak.
3759:  Można zmieniać nazwę frakcji.
3760:  Ooo.
3762:  To jest pomysł, Jakubie?
3765:  Zapowiedziano Ahsokę, pisze Elmaro.
3766:  Z jednej strony Disney pokazuje, że można w dobrą aktorkę o innym pigmencie skóry i otrzyma sensowną rolę.
3772:  Z drugiej strony boję się, że by nie skończyło się tak, jak Obi-Wan czy Boba Fett.
3775:  Jestem pewien, że skończy się tak, jak Obi-Wan i Boba Fett.
3777:  Jak na razie jedyne disneyowskie dobre rzeczy, które dostaliśmy, to jest Mandalorian, gdzie Dave Filoni rządzi.
3783:  Bad Batch, gdzie Dave Filoni rządzi.
3787:  No powiedzmy, że Andor.
3793:  Okej.
3794:  Czy tutaj będzie tak samo, że oni znowu będą w lesie?
3797:  Wiecie co, to bądźmy już inteligentni i zasadźmy się tutaj w zasadce.
3801:  O tak.
3802:  Nakari.
3803:  Aaa, tam coś zostało?
3805:  Zawsze coś zostaje.
3810:  Dlaczego tutaj są?
3810:  Ja jestem po prostu ślepy.
3816:  Nie.
3818:  Okej.
3819:  Bez sensu, że ryjki mają straż przed nią, czyli mogą się wystawić wcześniej do ataku, skoro tak szybko giną.
3830:  Akademia Nauk Anatomicznych Lilliputa, w skrócie.
3833:  Aha!
3833:  Była coś, była coś taka jak Akademia Lagadyjska też u Jonathana Swift'a, tak nawiasem mówiąc.
3840:  Byście mieli wybrać wyznanie z fantastyki, co by to było.
3842:  Ja nie wiem, czy Shab-Niggurat z Lovecrafta, Slaanesh, czy latający potwór spagetti, nie wiem.
3847:  Ja jestem oryginalnie wyznawcą Cincha, ale dzisiaj Slaanesh wyjątkowo.
3852:  Czy będzie recenzja Mando na kanale jeszcze i wyjdzie cały?
3854:  Tak, robiłem pierwszego sezonu, więc pewnie zrobię kolejnego.
3859:  Chyba, że będzie mdły i mla z Gravy i stwierdzę, że jest tak z Andorem, że niby dobra, ale nie mam nic do powiedzenia.
3867:  Andor nie pozostawił we mnie żadnych refleksji.
3870:  Nic nie zmienił.
3873:  Był dla mnie gorszy od przeciętnego lore video na kanale, więc wiecie.
3879:  Dobra.
3880:  Knucik flagellacyjny.
3885:  Aaa, dobrze.
3887:  I ruszamy.
3888:  Wszyscy naraz!
3892:  Atak!
3896:  Dobrze, dobrze, na Kali.
3897:  Może nie na szpicy.
3899:  No teraz, moi drodzy, są widoki.
3902:  W Warhammerze, wreszcie.
3903:  Ryjki poszły na szpice, bez sensu.
3906:  Ryjki do tyłu.
3909:  Co to?
3909:  Magią?
3910:  We mnie?
3912:  We mnie magią?
3914:  Żniwiarki.
3915:  Wycofajmy żniwiarki, są tylko dwie.
3921:  Dimonec!
3925:  Właśnie, zastanawiam się, czy by nie zrobić odcinka wspólnego Mando i Bad Batch, nie?
3929:  Bo... Fajnie byłoby powiedzieć coś więcej o Uniwersum Gwiezdnych Wańcowych na to.
3935:  Żeby zrobić taki odcinek łączony.
3937:  Gdybyście coś takiego oglądali.
3940:  Oho, tej... konnica się przygotowuje do kontrataku na nas.
3944:  Cover, dzięki za wsparcie.
3946:  Od pół roku już uczę... rzeczywiście przysięgam, że kryje... knuje coś jurnego.
3951:  Piękne przyrzeczenie!
3956:  Trzask!
3959:  Piękny knucik flagellacyjny trzasnął, dobrze.
3963:  Trzeba oszczędzać Nakariego.
3965:  Nakari jest dzielny, rzuca się od razu w bój.
3971:  A tymczasem Nakari to powinien łuczników raczej rozjeżdżać, tak jak kawaleria.
3977:  A nie walczyć z włócznikami, czyli dosłownie jedynym, co jest w stanie go pokonać.
3984:  Nakari.
3985:  A wiecie, co ma później Nakari?
3986:  Boże, regenerację w trakcie walki.
3989:  To jest wspaniałe.
3991:  Demonec!
3996:  Demonetki w ogóle rzucają się do walki.
4000:  I walczą w szale bojowym, berserkerskim.
4005:  Wspaniałości.
4007:  Ale mi się podobają te róże.
4011:  Piękność.
4013:  Ale jeźdźcy Slaanesha... strasznie słaba jednostka.
4017:  Łucznicy ich wycinają nawet.
4020:  Pewne rzeczy się nie zmieniają.
4023:  U fascynacji możemy użyć wtedy, kiedy dostatecznie dużo jednostek zginie.
4028:  To jest dopiero mimiczne i przyjemne.
4032:  Dobrze.
4033:  Niech po czwary zaszarżują na łuczników z flanki.
4038:  Niewampiryzm ma, ale coś ma.
4042:  Jakąś zdolność ma, która regeneruje.
4048:  Ach, bo to są Jeźdźcy Elerionu z... Okej.
4052:  Coś do nas strzelało.
4056:  Dobrze, dobrze.
4058:  Nie powinno być dużo strat.
4062:  Jeźdźcy są zbyt zajęci ujeżdżaniem, żeby uczestniczyć w bitwie, wyjaśnia Aga i ma rację.
4066:  Absolutnie, dlaczegoż ja na to nie wpadłem?
4071:  Okej.
4075:  Dobrze, dojedźmy ich.
4079:  Wszystkich, wszystkich!
4081:  Gut!
4083:  Im więcej zabijemy, tym więcej będziemy w stanie usiedlić.
4087:  Drzask biczekiem!
