Największa z uraz do pomszczenia — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=1-_JZpCZ0kk

251:  Wyjątkowy stream środowy.
2062:  Niepokojące.
2076:  Dobra i teraz ostrzał bohatera.
2092:  Nie może się przedrzeć, absolutnie.
2101:  W debeściaków orków proszę walić tutaj.
2105:  Przecież teraz się trzeba skupić bardzo.
2108:  Niestety.
2110:  Katapulty strzelać tam.
2113:  W największe skupienie wrogów.
2117:  Dobrze, bohater prawie zginął.
2119:  O to chodzi.
2121:  O to chodzi, o to chodzi.
2122:  Bardzo dobrze.
2125:  Jak tu sytuacja?
2126:  Względnie dobrze.
2128:  Jakoś rewelacyjnie, ale względnie dobrze.
2130:  To mnie martwi.
2131:  Głazocizki.
2133:  Musimy strzelać w głazocizki jednak katapultami.
2139:  Bo obrywamy za bardzo.
2143:  Dobrze.
2150:  O nie!
2151:  Katapulty znowu wariują.
2153:  Wunderous!
2159:  Dobrze.
2160:  Wypalać, wypalać ich!
2161:  Co wy robicie?
2164:  Czy oni mogą mieć... Dobrze, włączmy sobie tryb strażniczy, bo to inaczej się źle skończy.
2171:  Mają się nie ruszać!
2174:  O Boże.
2176:  A!
2178:  Co zabawne... Co zabawne, to zaklęcie głównie... ...zaszkodziło naszemu wrogowi.
2187:  Jezus, co tu się dzieje?
2190:  Okej, Wurzak, Wurzak.
2193:  Wurzak jest problemem.
2198:  Strzać w Wurzaga, wszyscy strzać w Wurzaga.
2202:  Czemu te głazociski nie są eliminowane przez nasze siły?
2205:  To jest coś, co mnie bardzo martwi.
2213:  Witamy serdecznie!
2215:  Jest przewaga, bo jesteśmy na wzniesieniu.
2217:  Gdybyż to tak działało, gdybyż to tak działało.
2222:  Niestety nasi piechociarze bardzo mocno ucierpieli.
2229:  Chciałbym, żeby ten jeden oddział nie zginął, więc wycofamy go.
2235:  Dobrze!
2235:  Wurzak ginie!
2236:  Świetnie!
2239:  Świetnie.
2243:  Okej.
2244:  Ostrzeliwać teraz głównie łuczników.
2251:  Szkoda, że AI jest głupie i nie czeka na posiłki.
2253:  Oj, czeka czasem.
2255:  To zależy bardzo.
2257:  Zależy od tego, kto atakuje.
2260:  Ale ja nie mam nic przeciwko aktualnie.
2263:  Nie można przegrać mając high ground.
2265:  Chciałbym, chciałbym, żeby to tak było.
2267:  Bardzo bym chciał.
2269:  Teraz kolejny bohater, którego trzeba zniszczyć.
2272:  Na bohaterów najlepsi są strzelcy.
2275:  Witam serdecznie przybywających.
2277:  Ciężka bitwa przed nami.
2279:  Mówiłem?
2280:  Mówiłem, że nie zginął?
2281:  To jest niesamowite.
2282:  AI ma takie nieprawdopodobne cheaty, że wygrywa nawet jednostkami, które powinny zginąć w pierwszej kolejności.
2292:  A nasz szanowny strzelec, dlaczego nie strzelca?
2295:  Strzela?
2297:  Dlaczego nie strzelca?
2299:  Strzelcze, dlaczego nie strzelca?
2304:  Dobra, tu przeginam, przeginam, przeginam, bo za bardzo nasi obrywają.
2314:  Dobrze, dobrze, bardzo dobrze.
2318:  Kto potrzebuje amunicji najbardziej?
2320:  Myślę, że katapulta.
2323:  Zwłaszcza, że katapulta właśnie postanowiła robić bardzo duże głupoty.
2328:  Gdzie jest następna katapulta?
2330:  Tutaj.
2332:  Dobra.
2334:  Te dwa oddziały przesuniemy tutaj, a tę flankę uzupełnimy świeżymi siłami.
2342:  Good.
2345:  Ej, ej, często czeka na posiłki, pisze Devolay, potrafi nawet się skampić w środku mapy, żeby dolec jak najdłużej.
2349:  Tak, to się zmieniło w trójeczce.
2352:  Parę zmian było dobrych, parę bardzo niedobrych.
2356:  Zwłaszcza wprowadzenie tych nieszczęsnych oblężeń.
2360:  Co tu się dzieje?
2360:  Kto jeszcze w nas strzela?
2362:  Czym?
2363:  A, to był gogród.
2364:  Okej.
2367:  Tymczasem nasze katapulty już są tutaj w zasięgu.
2370:  Dobrze.
2371:  Widzicie, co zrobimy?
2373:  Bądźmy chytrzy.
2375:  Podprowadzimy naszych wypalaczy, żelazne smoki mianowicie, tutaj, żeby wypalały na bieżąco wszystkie siły, które tu się znajdą i Thorgrim też pójdzie.
2385:  Przyspieszymy troszeczkę.
2389:  Okej, bo tutaj jeszcze widzę, że stąd przybywają.
2394:  To wiecie co?
2395:  To zareagujemy na to.
2397:  Odpowiednio.
2401:  Nie, nie wiem czy to jest dobry pomysł.
2402:  Nie, to nie jest dobry pomysł.
2406:  To nie jest dobry pomysł.
2412:  Pamiętam narzekanko na obleżenia w Warhammerze II.
2415:  A, były dobre!
2416:  Długie, ale dobre.
2419:  Krzysztof zdecydowanie wykorzystuje taktykę wschodnią, polegającą na anihilacji ogniem własnych jednostek na pierwszej linii frontu.
2424:  Oj tam, oj tam!
2426:  O, o, o, o, o, o, o!
2427:  To jest dobry cel, to jest dobry cel.
2433:  Aaaah!
2434:  Tępe, głupie, zielonoskóre truposze!
2437:  Dobrze!
2440:  Hej wy, witch, witamy serdecznie!
2443:  Kill them all!
2446:  Dobrze!
2449:  Jak wygramy tę bitwę, to jest nawet szansa, że chociaż z tym replenishmentem jest troszeczkę ciężko, jest szansa jakaś, że zdołamy odbić osadę, którą nam z naszych rąk przejęto.
2465:  Bezprawem!
2471:  A tymczasem tutaj zrobimy sprytną rzecz.
2476:  O tak!
2477:  Wypalanko!
2478:  Ej, ej, ej!
2479:  Chodźcie tu, chodź!
2480:  Walczcie ze mną!
2485:  Konwencja Wegenewska to wskazówki, a nie checklista.
2487:  Dobrze, dobrze!
2488:  Tak!
2489:  Tak!
2490:  Chodźcie!
2491:  Chodźcie!
2492:  Kochanieńcy, chodźcie!
2494:  Tak!
2495:  Płoń!
2498:  Płoń!
2500:  Dobrze!
2501:  Nie ma dwóch oddziałów, świetnie.
2504:  Drogą mnie martwi to, że to są ucznicy goblinów.
2507:  Ucznicy mogą nam zagrozić.
2510:  Chyba, że będziemy sprytniejsi od nich.
2514:  Strzelać!
2517:  Spróbujmy ich zbejtować, żeby nie szli do tego lasu.
2523:  Dobra, możemy... Reszta naszych jednostek i sił stąd.
2531:  Katapluty strzelać!
2533:  Dobrze, dobrze!
2535:  Pięknie, 232.
2537:  Zaraz będzie jeszcze więcej.
2539:  Jak tam nasz inżynier?
2543:  Czy inżynier jest w stanie zasilić jedną z kataplut?
2546:  Jest w stanie.
2547:  Kampania Daui podczas nauki na kolosy najlepsza.
2549:  Powodzenia Magnus, powodzenia!
2553:  Kolokwia to jest zło.
2556:  Karolina pisze, że niedawno weszła do fandomu Krzysztofa.
2558:  Czy jest fandom Krzysztofa?
2559:  Nawet nie wiedziałem i teraz troszkę się boi.
2561:  To chyba przez moje wypalanie.
2564:  Karolina, musisz wiedzieć, że używanie jednostek ogniowych i zaklęć ogniowych jest bardzo ważne.
2572:  Życie bez tego jest o wiele nudniejsze.
2578:  Bracia Daui są pozdrowieni przez...
2582:  przez Dawida i to w dobrą porę, ponieważ atakuje się ich.
2586:  Przestańcie natychmiast atakować moje najlepsze jednostki.
2589:  Dobrze, dobrze, strzelać, strzelać, świetnie.
2592:  Wie, ci ucznicy orków ewidentnie idą w tę stronę.
2596:  To niedobra wiadomość.
2603:  Co, co to, co to jest?
2605:  To nie nasi.
2606:  To nie nasi.
2608:  Horizon?
2609:  Bardzo mi się podoba Horizon.
2612:  Zwłaszcza fabuła, wiecie?
2614:  Jak wleciała jeszcze fabuła, to w ogóle zaczęło być pięknie.
2618:  No, no, płoń!
2621:  Płoń!
2640:  O nie, o nie, o nie.
2642:  Ucznicy orków zaczynają w nas strzelać.
2644:  Wycofujemy się.
2646:  Ucznicy orków do anihilacji kataplutami.
2653:  Katapluty potrzebują amunicji.
2654:  Co tu się dzieje?
2656:  Uuu, niedobrze.
2660:  AI lubi flankować.
2661:  Oj, lubi, lubi.
2670:  Uuu, tu jest niebezpieczna jednostka, ten pająk lawowy.
2678:  To jest niebezpieczna jednostka.
2681:  Dobrze, dobrze, dobrze!
2683:  Wycofują się!
2684:  Zwycięstwo!
2686:  Zwycięstwo!
2689:  Wstrzelać wszyscy w pająka!
2691:  To jest pająk pisany przez ON.
2694:  Dat Gramer dzięki za trybut w złoto musi wydać 10 tysięcy na naprawę samochodu, którego nie chcesz.
2701:  Ale musisz mieć, bo mieszkasz w wykluczonym komunikacyjnie małym mieście.
2704:  Wykluczenie komunikacyjne to jest paskudna sprawa, moi drodzy.
2707:  Współczuję wszystkim.
2710:  Współczuję.
2710:  Zdecydowanie wolę takie kwoty wydawać na karty graficzne.
2715:  Zdecydowanie.
2716:  Mimo, że nie powinno się wydać takich kwot na karty graficzne i tęsknię za czasami, w których karty graficzne kosztowały 3000 i było to bardzo dużo.
2725:  Chyba nie zdołamy tego pająka zniszczyć.
2727:  To mnie martwi.
2728:  Albo wiecie co?
2729:  Spróbujemy katapultami.
2731:  Co tu się dzieje?
2732:  A. Tak, bo nie zdołamy go doścignąć, obawiam się, pająka.
2740:  Nie, nie zdołamy.
2741:  Trudno.
2743:  Czy motyw grzybowy w plastyce drewnianej jest przyjemny?
2746:  Jest to największa gałąź życia i jest to dobre ze względu na liczbę gatunków do nauki wypalania drewna.
2752:  To jest ciekawy pomysł, chociaż mnie się grzyby teraz po The Last of Us o wiele gorzej kojarzą.
2757:  Magda M1 pyta, najlepsza rasa, która nie wygląda jak jamnik?
2759:  Korgi.
2760:  Ponieważ wygląda jak jamnik.
2762:  Nie, żartuję.
2764:  Chyba klasycznie będzie owczarek niemiecki dla mnie.
2770:  Tak, chyba tak.
2773:  fonetyczny pająk, tyle że tam jest envelarne, prawda?
2776:  Pająk.
2777:  Tak zwana inga!
2780:  Naprawdę to się tak, tak się pisze, inga.
2783:  Envelarne to jest bardzo ładne, ładna nazwa na te, na ten fonem, natomiast inga występuje również w słowie bank.
2791:  Ang.
2792:  Inga.
2797:  Blabladory?
2799:  Są okej.
2802:  Wiesz, Pink przybył, pisząc, niech was czaty i ciebie Krzysztofie.
2806:  Najoblejszy z obłych, najtłuściejszy z tłustych ma w swojej opiece.
2810:  Cóż za życzenia, moi drodzy.
2812:  Husky?
2813:  Z Husky mam problem, bo one dziwnie szczekają.
2817:  No naprawdę.
2818:  Znaczy Husky mówią w zasadzie.
2821:  No więc dobrze, teraz jest pytanie, kochani.
2824:  Albo... 10% odporności fizycznej, to jest dobra wiadomość.
2828:  Eee!
2829:  Mamy żyrobombowiec!
2831:  Świetna wiadomość!
2834:  Odzyskaliśmy żyrobombowiec, który mieliśmy wcześniej.
2839:  Okej.
2840:  Ulubioniec Morgrima, absolutnie.
2843:  Siła ognia dał jego!
2845:  Siła złego nadał jego!
2846:  Pfff, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he, he,
2858:  Aski słodko mówią, dziwnie.
2861:  Dziwnie, ci łały Dominika wciąż mnie usiłuje zindoktrynować.
2865:  Czy przy Hogwarts Legacy nie widzisz problemu, że w związku z licencją, kupno nawet i fajnej gry Piszczo-zmatowiały wspiera osobę transfobiczną?
2873:  Nie uważam, tak?
2874:  Z bardzo prostego powodu, to znaczy jest mnóstwo ludzi, którzy są zaangażowani w tę grę bezpośrednio i nie mają nic wspólnego z transfobią, natomiast zakup licencji to jest troszeczkę odległa już rzecz.
2885:  To jest mniej więcej tak, byś powiedział, że jeżeli opłacasz podatki w tym samym mieście co Rowling, to wspierasz transfobię.
2890:  No nie, tak?
2892:  Albo jeżeli, przykład może lepszy, płacisz pieniądze fundacji charytatywnej, w której ona szczególnie się udziela.
2901:  Nie jako właścicielka, ale też wpłaca.
2903:  No to nie jest tak w przypadku magii sympatycznej, że jeżeli jesteś obok kogoś, kto jest transfobiczny, to przejmujesz automatycznie jego cechy.
2910:  Nie.
2911:  Myślę, że w zupełności te bojkoty, które były, wystarczają.
2915:  Jako informacja, która jest...
2919:  Po to kolportowana, żeby nagłośnić problem.
2924:  Kazarkoja, adept jamniczego ognia, trybutuje za to, jak zawsze dziękuję.
2927:  A propos jamników, czy patrzyłem na pokemona jamnika, o którym w poniedziałek pisałem przed streamem na bez schematu?
2931:  Tak!
2931:  Jest przepiękny, ale to wciąż jest pokemon, więc wiecie, jamnik jest najlepszy klasyczny.
2937:  Nieprzetworzony.
2939:  Półstolnik u niektórym nosi dzięki za wsparcie od 13 miesięcy.
2942:  Magus do nauki astronomii to balsam na nerwy.
2944:  Przecież ja się bardzo denerwuję!
2947:  Gdzie tu logika?
2951:  Moje nerwy są w postronkach, moi mili.
2953:  Nasi Daoui przeżynają na każdym kroku.
2957:  Mimo, że powinni być silni.
2959:  I siła złego na Daouiego.
2965:  Czy serio Rowling to transfobka?
2967:  Terfka konkretnie, to znaczy feministka o poglądach transfobicznych.
2974:  Na jakim kanale być o 20 w poniedziałek?
2978:  Bez schematu.
2980:  Polecam.
2981:  Zresztą chyba jest w polecanych kanałach.
2983:  Nie, na kanale bez schematu.
2985:  Tak mi się wydaje.
2985:  Powinien być.
2989:  Ktoś nas strzela.
2991:  Ale wiecie, co my mamy?
2993:  My mamy armatę 42-fundową z Zufbaru.
2997:  I tyle w temacie goblińskich gładzocisków.
3000:  WON!
3006:  Dobrze.
3007:  Ile widziałem The Last of Us?
3009:  Ponieważ Krzysztof, w odróżnieniu od swoich kolegów i przyjaciół, nie jest faworyzowany przez HBO, ja nie widziałem nic więcej ponad to, co wyście widzieli.
3023:  Widziałem mianowicie tylko pierwszy odcinek.
3026:  Brak pozdrowień dla HBO!
3028:  HBO jest aktualnie zainteresowane wyłącznie Cobra i Strike'ami na moim kanale.
3034:  Nic więcej.
3035:  To jest główne zainteresowanie HBO.
3038:  To znaczy, Krzysztof robi recenzję, która tylko i wyłącznie z serca jego powstaje, ponieważ jest najrzadziej chyba oglądanym materiałem w ciągu ostatnich dwóch miesięcy.
3049:  His Dark Materials, bo kocha ten serial, uwielbia.
3051:  Uważa, że więcej osób powinno go zobaczyć.
3053:  Co robi HBO?
3055:  Weźmiemy te 3,50 za cenza dla nas!
3062:  To więc to robi HBO, moi drodzy.
3067:  Czy przewiduje możliwość zdelegalizowania kolokwii w przyszłości?
3069:  Ja już je u siebie dawno zdelegalizowałem, nie robię kolokwiów.
3074:  Czy Władca Pierścieni Petera Jacksona jest idealną adaptacją książek Tolkiena?
3078:  Jest najlepszą z tych, które mamy.
3080:  Nie jest na pewno idealną.
3084:  Tam było bardzo dużo nieścisłości fabularnej, o których Słoń słusznie pisze.
3087:  Absolutnie.
3089:  Dzisiaj o 20?
3092:  Coś jest dzisiaj o 20 na bez schematu?
3094:  Jeśli tak, to mnie tam nie będzie, ja jestem z wami.
3099:  Pewne zwycięstwo.
3102:  Niepewne zwycięstwo.
3105:  Daniel pisze, że jakoś nigdy nie potrafił łączyć obrzydliwych poglądów autora z ich dziełami, dopóki nie wplatają ich do swoich dzieł.
3109:  Tak mam z Rowling i Sapkowskim.
3111:  No tak, czasem jest tak, że wplatają do swoich dzieł, tak jak piekara i wtedy mam już z tym większy problem osobiście.
3118:  Ja to rozdzielam, to znaczy książki Rowling uwielbiam i będę uwielbiał i uwielbiam je czytać, natomiast staram się zapominać o jej egzystencji w przestrzeni publicznej.
3127:  Więc nie dziwię się na przykład osobom, które nie zaproszą je na jakiś festiwal, prawda?
3131:  W zupełności jest to zrozumiałe, natomiast bojkot twórczości...
3134:  Nie jest to coś, co bym popierał.
3138:  Zwłaszcza, że to twórczość fantastyczna, nie realistyczna.
3140:  W przypadku twórczości realistycznej ma to o wiele większy sens, z tego prostego powodu, że no ona nie ma innych zalet, to znaczy cechą twórczości realistycznej jest to, że macie tam opis świata takim, jakim on jest i nas otacza, więc jeżeli jest to przefiltrowane przez kontrowersyjne, delikatnie rzecz ujmując, poglądy, oj, no to wtedy jest kłopot.
3164:  Natomiast w przypadku fantastyki zawsze macie jeszcze światotwórstwo, nie?
3168:  Casting the runes.
3171:  Co możemy tutaj sobie wziąć?
3172:  Jeszcze na wszelki wypadek weźmy strażników z wielką bronią, tak.
3178:  Nadzorca, nie.
3180:  Okej, różnikarstwo, siła pocisków, ale to nie jest dla armii, to jest dla bohatera, nie potrzebujemy tego, skradanie będzie lepsze.
3189:  Ach, Wiedźmin jest na bestsema, to dobrze.
3192:  Ja się cieszę, że Filip zaczął robić Wiedźmina.
3194:  Myśmy prawie sobie Wiedźmina całego przegrali na kanale, o czym niektórzy nie wiedzą.
3198:  Aha, ale było 26 odcinków.
3201:  Dlatego też nie bierzemy.
3202:  I dlatego też się cieszę, że Filip teraz streamuje.
3206:  Czy Sapkowski coś odwalił oprócz szkalowania gier?
3208:  No, odwalał regularnie na konwentach.
3210:  No, on był słynny z mało przyjemnych uwag względem czytelników.
3216:  Czy zabijamy słodko-mordkowe Skaveny?
3217:  Pisze Rrkejel.
3219:  Niestety tak, ale to wina Skavenów.
3222:  Sami sobie są winni.
3225:  Dlaczego nagle mamy bardzo mało pieniędzy?
3230:  Co to się stało?
3232:  Aaa!
3234:  Niedobra... Oj, niedobrze jest.
3237:  Azak.
3240:  Azak tu wkroczył.
3241:  No i tak to wygląda, że będziemy musieli miotać się jak
3249:  Niemowlę na pępku.
3251:  Dramat.
3255:  Panie, co teraz?
3257:  Jedyne... Nie, musimy utrzymać prowincję.
3260:  To jest najlepsze rzecz, jaką możemy zrobić, więc wracamy do żelaznej skały.
3264:  Tu jeszcze jest... Oj, oj, oj, oj, oj, oj, oj.
3267:  Co jest najdroższe?
3269:  250.
3270:  Musielibyśmy rozwiązać parę oddziałów i na to sobie nie możemy pozwolić na razie.
3277:  Sapek miał taką mentalność rubasznego ślachcica Sarmatu szukającego zwady.
3281:  No, tak było.
3284:  Tytuły książek piekary są jak wygenerowane przez AI?
3286:  Nie zwrócimy na to uwagi, jest ciekawe.
3289:  Wiecie, co możemy zrobić?
3291:  Możemy spróbować od kogoś, kto lubi nas najbardziej, wycyganić troszeczkę pieniędzy.
3309:  Zarządzaj daniny.
3313:  Nie chcę daniny.
3315:  Ale czekajcie, czekajcie, czekajcie, czekajcie.
3318:  Nie chcemy tego.
3320:  Chcemy tylko daniny.
3323:  Nie chce nam dać daniny.
3325:  Dlaczego nie chce nam dać daniny?
3327:  To ja dziękuję słoniu, że jesteś.
3328:  Dzięki za wsparcie od 6 miesięcy.
3331:  Uczymy się czytać następnie, czytając się uczyć.
3336:  Ojej.
3338:  Aby następnie czytając się uczyć.
3339:  To jest ciekawe.
3340:  To jest ciekawy paradoks.
3341:  Lubię paradoksy.
3343:  Nikt nas nie kocha na tyle, żeby namandować daniny.
3345:  No popatrzcie, co to jest za oburzająca rzecz.
3349:  Zachodnie prowincje kochały nas od niedawna, może dlatego.
3352:  A może śmierdzący ląd nam coś da?
3356:  Nie.
3357:  Śmierdzący ląd nas nie kocha.
3360:  Rycerze Kaledoru, może?
3364:  Zarządzaj daniny.
3366:  No, bez przesady!
3369:  A, jest!
3372:  To dawaj więcej pieniędzy!
3375:  Więcej!
3377:  O, już nie chce.
