🔴 Mucha, to nawet nie jest ona — THE THAUMATURGE Livestream #2
🔗 https://www.youtube.com/watch?v=APtadCvjLRY

16:  Dziękuje za uwagę.
7782:  Struny wchłonęły w siebie pamięć wygrywanych na bałałajce melodii.
7785:  Bałałajka.
7787:  I raz, ciężkość szarpiących struny palców odzwierciedla żewność melodii.
7791:  I dwa, niefrasobliwa lekkość jest wyrazem rubasznego humoru i tak w kółko.
7798:  Łukasz G. coś chciał napisać, ale zapomniał co.
7800:  Witaj w moim świecie.
7804:  Najbabawniejsza rzecz z moją pamięcią, która mi się przydarzyła, to było jak skonstruowałem zdanie wielokrotnie złożone na wykładzie i zapomniałem jak się zaczyna i nie wiedziałem jak je skończyć.
7815:  W związku z powyższym zaniosłem się kaszlem i jakoś to zatuszowałem, nikt nie zauważył.
7821:  I wszyscy bili brawo.
7822:  Stal zimna w dotyku gorzeje wewnątrz w pistoletu.
7825:  Nadziei na to, że zimno metalu przytkniętego do własnej skroni przyniesie ukojenie.
7829:  Obawy przed tym, że choć serce bić przestanie, dusza wciąż cierpieć będzie.
7832:  Ale to jest i tak nic w porównaniu z anegdotą, która podobno jest autentyczna jednego z profesorów, który jest z polonistyk, który zapomniał imienia Adama i nazwiska Mickiewicza, więc tej samej osoby.
7845:  W związku z powyższym cały czas mówił tam autor ballad i romansu, wybitny, romantyczny poeta i przez cały wykład podobno tak mówił.
7853:  Ale to jest jedna z tych historii, która mogła się wydarzyć, ale równie dobrze nie mogła i nic coś nie zmieni.
7858:  Pamiętacie jak wcześniej Gaduga dopisał się, zaraz wracam, teraz po prostu podpisuje jak się ma ochotę.
7866:  A to swoją.
7868:  Teraz mamy, moi drodzy, wyświetlone.
7871:  Scene.
7872:  Przeczytane.
7872:  Time to figure out his flaw and catch lelek.
7890:  Jest przeczytane, to wy nie wiecie do końca.
7894:  Czy to zostało zignorowane?
7897:  Czy to zostało przeczytane?
7899:  Czy to jest już koniec?
7901:  Nie wiecie tego.
7902:  Najlepiej się wtedy schować.
7907:  Chodź, nie odwróć mnie.
7908:  Zatrzymam twoją głowę.
7925:  Trzeba bardzo wyraźnie, moi drodzy, jak wymawiacie słowo Denis rozrabiaka, wymawiać spółgłoskę dźwięczną na początku.
7932:  Nie bezdźwięczną, jak na przykład p. Dźwięczną.
7942:  Dziś na zajęciach pisze Gąsior, na studiach omawialiśmy właśnie Blady Mickiewicza.
7946:  Nie wiem, o czym był wykład, bo czytałem Isaaca Asimowa.
7948:  Tak należy.
7950:  Serio, boję się, kropek, nienawiści, pisze Fuminego.
7952:  No bo, no tak, one zmieniły znaczenie.
7954:  Kropka, tak, kropka to ostateczny argument w dyskusji, pisze Lucyfer i kończy to zdanie kropką.
7960:  Tak, absolutnie, to od razu brzmi poważnie.
7965:  To znaczy, jakbym miał to intonować, to bym powiedział na przykład, kropka to ostateczny argument w dyskusji, albo kropka to ostateczny argument w dyskusji.
7975:  I to jest ta kropka już wymówiona, nie?
7977:  I to czuć, że ona jest wymówiona.
7979:  Podpuść Denisa do gry w rosyjską ruletkę.
7982:  O Jezu, pewnie, ale wpierw spytamy go o list od narzeczonej, ponieważ chcemy się dowiedzieć, dlaczego rok do niej nie pisał i dlaczego ona miała go cały czas na wyświetlonym.
7990:  To jest Benis.
7991:  Tak.
8003:  Nie mamy o czym rozmawiać.
8004:  Zostawcie mnie sami.
8006:  Jesteś tam tak spokojnie.
8009:  Jak to może być, gdy nie zrozumiesz tego?
8011:  Czy jesteś zbyt miękki?
8012:  Myślisz, że jesteś trudniejszy niż ja?
8036:  Czyli on ma upiora.
8038:  O Jezus Maria, napatoczył się poeta.
8044:  Pokaż nam, jaki ciężki chłopiec jesteś, piękny chłopiec.
8048:  Sześć kamien, jedna piłka.
8051:  Gotowy do zaczęcia?
8053:  Poczekaj, Wiktor.
8054:  Zagrywajmy ze mną.
8060:  Po czym poznać dobrego naukowca?
8062:  Jeżeli ma kanał na YouTubie, to nie poprzedza swojego imienia i nazwiska skrótem Doktor.
8068:  Wybierz rewolwer Abaurycego lub pozostań przy swoim rewolwerze.
8071:  Wiecie co?
8071:  Jeżeli czegoś mnie nauczyło życie, to żeby nie brać broni od poetów.
8081:  Co to robi bieda Malfoy?
8082:  On faktycznie wygląda jak Malfoy, ale ktoś miał wcześniej inne skojarzenie i wtedy powiedziałem, że tak, to prawda, ta postać wygląda inaczej.
8088:  Więc to jest wyłącznie, moi drodzy, kwestia sugestii i siła sugestii.
8094:  Proszę bardzo.
8096:  Wiedziałem, że jesteśmy bezpieczni, ponieważ nasz postać nosi nie tylko piękną kamizelę, ale także zbroję fabularną.
8102:  Play.
8107:  Jeszcze trochę pogramy, Helena, ale nie jakoś długo dzisiaj, bo muszę oszczędzać głos na jutro.
8113:  I na Hollow Knighta już zapowiadam, że jutro Hollow Knight.
8120:  Kurczę, a tak liczyłem!
8125:  Tak liczyłem!
8127:  Dobry wieczór, Dean Kvalm, dzięki za wsparcie od 28 miesięcy i dobry wieczór, Alicjo Sanescik.
8132:  To już ponad rok wsparcia, czas leci jak szalony, prawda?
8135:  Strasznie szybko.
8141:  Jutro, tak.
8142:  Bo w piątek nie ma streamu, w sobotę też niestety nie.
8151:  Uczelnia mi pokrzyżowała plany, moi drodzy.
8154:  Tak to jest potem.
8155:  Ale w niedzielę będzie.
8160:  No... ile... ile oni ma... No przecież come on!
8165:  Już powinno być!
8169:  Co czeka w cylindrze?
8170:  Królik.
8177:  Czy straciłeś swoje marmury?
8181:  Dzięki, Helen, za wsparcie od 23 miesięcy.
8185:  Dokładnej godziny się nie podam, bo nigdy nie wiem.
8189:  Cześć, cześć, cześć, cześć.
8192:  Co?
8195:  On zatrzymuje... Ten upyr zatrzymuje czas?
8197:  He, he.
8201:  Baba wodna, moi drodzy, wersja 3.0.
8207:  To jest... To jest mucha wodna.
8216:  Co myślisz o używaniu powszechnych szablonów na postaci jak na przykład femme fatale?
8220:  Ma to sens, moi drodzy, wtedy, kiedy mamy też inne postaci, które będą się mogły różnić na ich tle.
8231:  Niewrażliwy, zaatakuj upyrem.
8232:  No dobrze, dobrze, mamy szansę, ale jeszcze możemy rozwinąć taumaturgię.
8237:  Przepra... co?
8245:  Co to był za dźwięk?
8250:  Był taki horror, który się nazy... był zatytułowany Mucha.
8255:  Czy Jo*** ma kiedykolwiek szansę na zaprzestanie pikania go?
8257:  Nigdy.
8259:  Czy te oczy mogą kłamać?
8262:  Mogą nas wpół złamać.
8266:  Dobrze, więc atakujemy upyrem.
8269:  Upyr, upyrrr.
8271:  Liberum cuveto.
8274:  Obniża skupienie i zadaje cierpienie.
8285:  Muszę powiedzieć, że te ruchy tych postaci, one są absolutnie legendarne.
8289:  Jakby ktokolwiek robił te animacje, ja chcę go poznać osobiście, nie?
8296:  To jest nieprawdopodobne wręcz.
8298:  Marta Ewa, matka czterech kitków, wspiera od dziewięciu miesięcy.
8301:  Tak, dziewięć żyć, kocich.
8303:  Przesłamy potwórny koci.
8305:  Niuch z Wrocławia.
8306:  Niuch i dla was.
8308:  Proszę pogłaszczyć zwierzątka.
8311:  Obniżamy chyba skupienie dalej, tak sobie myślę.
8314:  Upyr, upyr, liberum cuveto.
8325:  Nie mogę, za każdym razem są te same te ruchy jeszcze.
8330:  De-de-de-de-de-de!
8334:  Dlaczego upyr nie jest nagrany w żaden sposób?
8337:  To znaczy on nic nie mówi, to jest smutne.
8339:  Zadawniona rana.
8341:  Obniża skupienie także.
8346:  Ale my potrzebujemy się uleczyć.
8355:  On ćwierka.
8359:  Muszę powiedzieć, że mocno mnie martwi to, że wszystkie te walki mają dokładnie taką samą choreografię.
8365:  To jest mucha wodna, nie inaczej.
8367:  Obniżają nam... Mucha wodna obniża nam skupienie.
8369:  To nie jest dobra wiadomość.
8371:  Wstrząs mózgu.
8373:  No nie... Bez przesady, nie potrzebujemy wstrząsu mózgu.
8377:  Ale szybki atak upiorem mówicie, jeżeli to zrobimy.
8381:  A, wolna.
8383:  Już nie dla świata.
8388:  Czyli upiór jest już zakolejkowany i ja teraz mogę tego zaatakować.
8394:  Katusze.
8396:  Ja dobrze myślę?
8399:  Tak!
8401:  Boże, wreszcie zrozumiałem.
8408:  Długo mi to zajęło, ale wreszcie zrozumiałem, na czym polegają te dziwne, yyy, interfejsowe wybrykki.
8415:  Tu jest żywe oko z... Hyhy!
8418:  Żywe logo Skody?
8425:  Ja muszę sobie prze... Przecież faktycznie... O nie!
8435:  Do, do, do, tak.
8437:  No tak!
8439:  Obniża skupienie, liberum cuvee, to bierzemy.
8451:  O nie, teraz nie było tego, przepraszam.
8454:  Powinniśmy teraz odzyskać sobie skupienie jakimś atakiem, wiecie?
8457:  Może wydamy rozkaz Bukawcowi.
8463:  No i dupa, on nie ma żadnego ataku, który... Upyr, upyr lepszym.
8470:  Mmm...
8484:  Nauczyciel kiedy nie może zadać zadania domowego.
8487:  O tak!
8488:  To jest wielkie cierpienie.
8494:  Ile?!
8497:  Nie, nie, no to na coś takiego to myśmy się nie umawiali.
8512:  No, cierpienie się przyda.
8517:  Potrzebujesz ulepszenia odnawiającego skupienie w tej walce?
8520:  No, najwyraźniej.
8524:  A zobaczymy, może się uda, moi drodzy, obniża skupienie, może się uda jakoś.
8529:  Przywraca ci skupienie równe 3, dobrze.
8539:  Okej.
8547:  Mhm, fajnie.
8552:  No tak, mamy już dwa skupienia tylko.
8556:  Okej.
8559:  Jest!
8560:  Vinci skupienia!
8563:  A pana Ada?
8567:  Mam już Michale dopisany ten atak, odnawiający skupienie, teraz będę musiał używać ataków, które nam raczej regenerują żyćko.
8585:  Dobrze.
8596:  Ten ptaszor jest zdziwiony, pisze, Greenhawk jakby dostał właśnie zadanie na kolokwium z teorii obwodów.
8605:  To jest perfekcyjne porównanie.
8607:  Dobrze.
8611:  On już zginie w następnej turze, więc możemy zrobić tak, żeby zaatakować tę niewiastę.
8616:  To jest pomysł.
8617:  Zaatakuj Bukavecem.
8618:  O Jezus Maria.
8620:  I przywrócimy sobie skupienie.
8622:  Czemu by nie?
8626:  Kurczę, 60% szans na podwójne obrażenia.
8636:  Oj, oj, oj!
8637:  Niewiasta postrzelona!
8640:  Fatalnie.
8644:  Okej, akcja, reakcja.
8659:  Jako osoba mająca kiedyś kolokwium z teorii obwodów potwierdzam przyjeżdżę z Erlenwaldu.
8666:  Ja wiedziałem, że jest statystycznie prawdopodobieństwo, że ktoś na czacie ma tak... On jeszcze żyje w ogóle?
8671:  Czy to jest nowy jakiś?
8673:  O nie, on jeszcze żyje.
8677:  Upyr.
8682:  Zabij go.
8685:  Punkty życia, jakie zadaje ta umiejętność.
8689:  Okej, nie.
8691:  Nie no, musimy to i to błyskawicznie.
8702:  Dobra.
8704:  Tutaj.
8711:  Jest!
8713:  Kult!
8716:  Dobrze, coś co będzie nam... przywraca nam skupienie.
8720:  Zadawniona rana, weźmy zadawnioną ranę na niego.
8723:  Dobra, ten jest wyeliminowany.
8725:  Jest!
8726:  Dobrze, dobrze, dobrze!
8733:  Kozak zaporski obrywa, my też obrywamy niestety.
8737:  Będzie trzeba przywrócić sobie skupienie.
8741:  Okej.
8743:  Ty leczysz nas.
8747:  Też może ulepsz... Mirza skupienie.
8756:  Zróbmy tak.
8765:  Jak to wolna, jak to wolna!
8770:  Zrobimy uśpienie cechy.
8774:  Bukaweczem.
8786:  Dobrze.
8789:  Szybki atak, zadawniona rana.
8793:  Obniżmy skupienie raczej.
8800:  Lisan, ale gaib!
8802:  Yyyyy, upyr.
8805:  Skowyt.
8805:  Yyy, nie, nie, nie, upyr, upyr, upyr, upyr.
8811:  Tak, przywróć punkty życia, dobrze.
8814:  My zrobimy szybki atak.
8820:  Au!
8822:  Upyr!
8823:  Uzdrów nas natychmiast!
8826:  Czt!
8826:  O nie!
8829:  Jest!
8842:  Dobrze.
8842:  Dobrze.
8843:  Za pierwszym razem.
8844:  A gramy na najwyższym poziomie trudności?
8846:  Nie chwaląc się.
8847:  Uper w opyrze.
8850:  Uper w opyrze, Lucifer brzmi jak dżindybrys, alo, alo.
8862:  Czyżby tu w ogóle nie było nabojów, co za rozczarowanie.
8868:  Dlaczego ta babeczka w tle jest ubrana w żółto-niebieskie pasy?
8872:  Nie rozumiesz.
8874:  Nikt z was.
8874:  Zostaw mnie sam.
8887:  Okej, wolałem tamtą panią od tyłu, to znaczy jej kapelusz, bo... Słusznie, że jest tak wielki, bo zasłaniał twarz.
8897:  Czy jestem nieuprzejmy dla postaci cyfrowych?
8899:  Tak.
8904:  Natomiast ten Danis wygląda dosłownie tak jak administrator Elendilionu.
8910:  Oj, oj, oj, oj, oj.
8912:  Daj mu w żalu znaleźć ukojenie.
8916:  Zmuś Denisa do opuszczenia baru.
8920:  To powiedzieli na gali rozdania Oscarów.
8923:  Znaczy, powiedzą, jak Denis Villeneuve nie dostanie żadnego za Dune II, ale mam nadzieję, że jednak dostanie.
8931:  Nalegam na zaprzestanie stanowienia o posiadaniu niszczenia integralności przedmiotu, pisze Maria i ma rację.
8936:  Wiecie co, bądźmy jak raz uprzejmi w tej grze.
8939:  Nie odkryj tutaj wszystkich wskazówek.
8946:  Ja nie umiem, Aldario, odkrywać tutaj wszystkich wskazówek.
8950:  Ale nie spoilujmy.
8953:  Who knows?
8955:  Good morning?
8956:  Tak, wciąż nie wiem.
8957:  Good morning jest lepsze niż dżindybry.
8961:  Bo dżindybry jest po prostu zabawne, bo śmiesznie brzmi, a good morning brzmi dwuznacznie.
8968:  No są takie poranki, kiedy mówicie sobie po prostu good morning, a są takie poranki, kiedy mówicie sobie good morning.
8974:  To są dwa różne poranki.
8980:  Ciekawe, czy jeżeli ludzie są swoimi przyjaciółmi do grobowej deski, to także czytają od deski do deski?
8987:  Czy nekrologi się czyta od deski do deski?
8990:  Hmm.
8991:  Meditate on this, I will.
8996:  Wiedziałeś, że grę na rosyjskim ruletze została zniszczona, prawda?
9002:  Nie.
9002:  Myślałem, że Bóg będzie się zainteresował.
9003:  Wiesz co, Gareth?
9006:  Wiesz co, mam jeszcze plany na ten wieczór.
9009:  Ale powiedz mi.
9010:  Im dłużej w to się gra, tym więcej widzisz monotonii.
9013:  Tak, rozumiem.
9014:  Ale to nie było łatwe.
9016:  To wciąż nie jest.
9018:  Czy to warto?
9020:  Nie wiem.
9021:  Przynajmniej teraz nie będzie Lelek decydując o śmierci Danisa.
9024:  I to zawsze jest dobre.
9027:  Cokolwiek, co daje ci śpić w nocy, tak.
9029:  Zapomnij o śpieniu.
9030:  Teraz muszę odpoczywać.
9030:  Dzięki za dziś.
9031:  O nie, trzymaj się.
9031:  Noc skończy się, kiedy ja tak powiem.
9034:  Chodź tutaj.
9046:  Czy urozmi w oczach w sensie Dune'a 2?
9048:  Ja nie miałem złej recenzji tego filmu, bo wiedziałem, że to jest bardzo dobry film i że ma niedostatki.
9054:  I zdania nie zmieniam, absolutnie.
9056:  W dalszym ciągu uważam, że ma niedostatki.
9058:  Co więcej, podczas dyskusji na bez schematu mam wrażenie, że nawet udało nam się z Marcinem Giełzakiem trochę wpłynąć na opinię Filipa, która była bardzo, chóra, entuzjastyczna.
9067:  I w ogóle tę dyskusję mega wam polecam, bo ona mocno niuansuje ocenę tego filmu.
9071:  To nie jest film, który się powinno polaryzująco oceniać, że o, jest beznadziejny, albo że o, jest arcydziemny.
9075:  Nie jest ani jednym, ani drugim.
9077:  Moim zdaniem.
9079:  Idź ochoczo.
9082:  Są też takie poranki, kiedy mówimy sobie, kurwa, nie chce mi się wstawać.
9085:  A tak jest, to prawda.
9087:  Tak wygląda każdy mój poranek.
9088:  Ej.
9097:  Zgredek.
9111:  Jak ja to dobrze znałem, a ściśle mówiąc znałem, zanim nie zainwestowałem w dobry materac, co polecam.
9119:  Naprawdę, lepszy materac jest wart każdych waszych pieniędzy, lepsza karta graficzna nie.
9126:  Niestety dobry matelarz będzie kosztować tyle co lepsza karta graficzna.
9136:  Klub Geriatria na czatach.
9141:  Moi drodzy, klub Geriatria jednoosobowy streamuje, więc nie dziwmy się.
9146:  Czy ja mogę opuścić mój stół?
9147:  Tak.
9152:  To jest właśnie scena, która udaje tak samą scenę z Red Dead Redemption 2, która jest śmieszniejsza?
9158:  Tak.
9159:  Nie ma śmieszniejszej sceny niż z Red Dead Redemption 2.
9162:  Ja pamiętam, jak streamowałem, to były piękne czasy w Red Dead Redemption 2, ja się popłakałem na streamie ze śmiechu, jak to zobaczyłem.
9169:  Mieliśmy tam Lenego, który był mopcą ze żelaznym piecykiem, właśnie, i mieliśmy tańczącego Artura Morgana, Kankana.
9177:  Wspaniałe.
9195:  Muszę powiedzieć, że Abaurycy przynajmniej troszeczkę zyskał.
9200:  Zwłaszcza jako poeta w naszych oczach.
9202:  Baroko, czy życzysz mi good morning?
9204:  Czy oznajmiasz, że dzień jest dobry?
9205:  Czy sam dobrze się tego ranka czujesz?
9207:  Czy może uważasz, że dzisiaj należy być dobrym?
9210:  Haha.
9211:  Przypominają się Tolkienowskie od razu rzeczy.
9213:  Piękne, uwielbiam.
9216:  Gandalf jest jedną z lepszych postaci przewodników, jakich mogliśmy sobie wymarzyć kiedykolwiek.
9228:  Przyznamy.
9233:  Red Dead Redemption 2 to jest piękna gra.
9235:  Absolutnie, Logan, ale wiesz co jest ciekawe?
9237:  Nie zagrałbym drugi raz, bo to doświadczenie było zbyt dobre, żebym je powtarzał.
9255:  Wycofuję się z dobrych słów na temat Abaurycego.
9264:  Widzę, że szukasz naszego dobrego imienia, bracie.
9270:  Na twojej serwisie, siostro.
9273:  Wiesz, że dla mnie... Nasze rodzinne dobre imię zawsze jest... ...kolejnicze.
9281:  Przetestuję, że te słowa są produktem twojej obecnej wytrzymałości.
9284:  Nie słuchaj tego idioty.
9285:  To są dziewczyny, które mówią, a nie ty.
9287:  Czy możesz odnieść to do domu, czy potrzebujesz ręki?
9295:  Ale w Day of Billions prędzej, bo w Day of Billions można wypalać zombiaki radośnie.
9302:  Co myślisz o Oscara?
9303:  Pisze H.A.
9304:  Sakura, które były niedawno.
9305:  Według mnie Spider-Verse zasłuży na Oscara.
9306:  Nie rozumiem, czemu nie dostał.
9307:  Okej, kontrowersyjna opinia.
9309:  Uważam, że Oscary stały się tak bardzo nierelewantne, kompletnie w naszej kulturze, że John Cena musiał się rozebrać na scenie, żeby w ogóle ktokolwiek o tym napisał.
9318:  Przemknęło mi to przed oczyma kompletnie.
9320:  Ja wiem, że może nie siedzę w bańce filmoznawczej, ale...
9323:  To, jak potwornie się wyczerpała formuła tej gali, jest nieprawdopodobne.
9327:  Nie potrafią się dostosować do ery Internetu, kompletnie.
9330:  Cały czas jest to utrzymane w tej samej żenującej, slapstickowej formule.
9334:  Jimmy Kimmel, żartujący sobie z epizodu narkotycznego Roberta Downey'ego Juniora, po prostu był w złym guście.
9343:  W ogóle formuła tego też jest bezsensowna całkowicie.
9346:  Z roku na rok dochodzę do wniosku, że to jest coraz głupsze.
9349:  Już pomijam fakt, że od lat nie ma tak, żeby Oscary dostawały rzeczywiście filmy, które są wartościowe, żeby ten konkurs faktycznie wyłuskiwał coś, o czym mogliście nie usłyszeć.
9360:  Raczej wszyscy wiemy z góry, co dostanie Oscary i to jest strasznie smutne, więc przestałem śledzić osobiście.
9366:  Marcin Guszkowski, dziękuję za dołączenie, a raczej odnowienie wsparcia, najserdeczniejsze.
9374:  Jeśli potrzebowałem pieniędzy, to było dlatego, że jestem błyskawiczny.
9382:  No to chodź jeźdź w domu.
9384:  Zobacz, czy Satańsław będzie mógł pomóc.
9388:  Już nie zależy od niego.
9389:  Satańsław?
9390:  Tutaj, od teraz możesz pokryć swoje własne tabliki.
9395:  Może nawet zaczniesz zapłacić za swoje własne telegramy.
9401:  I teraz... Przepraszam, ale mam rzeczy do robienia w życiu.
9406:  Gdybyś odzyskał się do domu, bracie, chciałabym z tobą powiedzieć coś.
9410:  W porządku, nie martw się o to teraz.
9412:  Mamy szansę spotkać się.
9414:  Następnym razem kupisz.
9415:  Następnym razem?
9419:  Więc myślisz, że jestem z tobą skończony?
9421:  Jedna noc jak ta jest za mała dla nas, byśmy byli... O nie... Nie wiem, dlaczego inni patrzą, jeśli chodzi o naszą piwnicę.
9435:  Poezja po angielsku zawsze brzmi lepiej niż poezja po polsku.
9438:  Pobiera mi się właśnie Red Dead Redemption 2, pisze Wyznawca Rogatego Szczura, a do streamu pisze esej o metodach finansowania gier free-to-play, jednym z przykładów jest Genshin, o Boże.
9448:  To jest mniej więcej tak, jakbyś chciał napisać esej o etycznym małym biznesie i wybrał kasyno w Las Vegas.
9455:  Wybierz Warframe'a jako dobry system monetyzacji.
9461:  Gęsi naprawdę nie ma dobrego systemu monetyzacji, ma nieuczciwy wobec graczy, okropny, hazardowy system monetyzacji, który powinien zostać zlikwidowany, który nie służy tej grze.
9470:  W ogóle uważam, że ta gra byłaby lepsza, gdyby była pozbawiona większości tych mechanizmów monetyzacji i nawet teraz nie muszę specjalnie się wysilać z dowodami, ponieważ przypominam, że został wprowadzony baner do Gęsina, który jest dokładnie tym, o czym mówię, to znaczy wybierasz sobie postać z roostera postaci...
9486:  I bierzesz sobie tę postać, którą wybierasz.
9488:  I koniec.
9489:  Nie zdajesz się na losowość.
9490:  Jeszcze co parę miesięcy.
9492:  Koszmar.
9493:  Drżące na wietrze płatki malw, jak jej usta drżące podczas pierwszego pocałunku tamtego upolnego lata.
9501:  Fiolet rozy drgany poramieniami słońca.
9503:  Serce przepełnione słodyczą.
9505:  Wspomnienie tamtej chwili budzi się za każdym razem, gdy barwi płótno fiołkowym kolorem.
9509:  Wiecie co?
9510:  Myślę, że ta gra mogłaby być na liście lektur.
9516:  I tak, powiedziałem o liście lektur zupełnie celowo.
9520:  To znaczy, wyobrażam sobie, że można byłoby większość z tych dialogów właśnie wprowadzić bez najmniejszego zmieniania.
9531:  Do wielu lekcji języka polskiego nic by się nie zmieniło.
9534:  Odpręż się.
9535:  To się nam przyda.
9540:  Tęskny dźwięk mimowolnie przenosi myśli gdzieś w odległe krainy Brytanii lub zaporowskie stepy.
9545:  Wtem mózg zaczyna gwałtownie kręcić kropotą.
9547:  Wiecie co?
9548:  A propos tęsknego dźwięku, to jest mniej więcej tak pasuje do tej sceny, jak scena z dudami w Dunie.
9561:  To jest mniej więcej taki tęskny dźwięk.
9567:  Znaczy ja, jak słyszę z formułowania tęskny dźwięk, myślę sobie o czymś innym.
9573:  Co taumaturg miał na myśli właśnie?
9576:  Jakiś kataryniarz może by zajrzał tutaj.
9579:  Panieneczko, tam, tam, tam, tam podejdź.
9581:  Nie sterczeć, maszerować.
9582:  That's what she said.
9583:  Tam, tam podejdź.
9584:  Masz kataryniarza, który się przydarza.
9586:  Co tym razem?
9587:  Kup lody.
9589:  Środa dzień loda, moi drodzy, idealnie pasuje.
9594:  Proszę bardzo.
9596:  Jakiś rozwydrzony i rozwrzaskany kaszojad.
9601:  Boże drogi.
9612:  Zamknięte, zamknięte, cukiernia.
9615:  Idziemy do cukierni, moi drodzy.
9617:  Na pewno w cukierni będzie coś interesującego.
9619:  Ta gra ma klimat powieści żeromskiego.
9621:  Ewo, uważaj, bo w tym momencie zaczynamy się niebezpiecznie zbliżać w obszar, który nie ma już nic wspólnego z pochwałami.
9630:  Chyba, że taka jest intencja.
9632:  Dobrze, gdzie była cukiernia?
9634:  Tu jest cukiernia.
9636:  Cukiernia.
9637:  Ooo!
9639:  A to jest w niespotykaniu ładna tekstura.
9641:  Kokosowy posmak.
9642:  Al piwerka bym się napił.
9643:  Piwo nie ma kokosowego posmaku.
9645:  Z lukrem czy z adwokatem.
9647:  Dlaczego oni mówią o piwie pod cukiernią?
9649:  Tatr to sztuka.
9651:  Synku, czy ty w serca, Boga w sercu nie masz?
9653:  Co tu się dzieje?
9655:  Co tu się dzieje?
9656:  Te rozmowy nie kleją się w żaden spójny świat.
9664:  w czym mogę szanownemu panu służyć.
9666:  Bardzo proszę, ekspedientko Jagodo, o to, żebyś wyjaśniła mi, o czym rozmawiają twoi klienci przed sklepem.
9673:  Jesteś odpowiedzialna za to, co mówią twoi klienci.
9681:  Nie tak sobie wyobrażałem początek tej rozmowy.
9684:  Vanilla, raisins, butter, sugar and some more butter.
9689:  You're in heaven.
9689:  Can I help you?
9697:  Ja będę tak czytał, jak zrobimy wreszcie te live'y o fantasy, tak będę czytał.
9701:  Po powrocie do domu znałem, że czas najwyższy zaznajomi się z sytuacją światową w bezpoleganiu na samej rewizji.
9708:  Próbowałem wziąć gazetę atakiem frontalnym, lecz utknąłem już w połowie artykułu wstępnego o wymigałaczach i uchylcach z wiadomościami zagranicznymi, gdzie poszło mi lepiej.
9718:  Można tak czytać w nieskończoność, to jest niesamowite absolutnie.
9721:  Ja chcę poznać wszystkie kwestie ekspedientki Jagody.
9725:  To ja, Wiktor.
9727:  Nie mogę uwierzyć w moje oczy.
9733:  Wiktor?
9733:  O mój Boże, jak się urodziłeś!
9739:  Jak się urodziłeś?
9740:  Gdzie jest ta mała szafka, która stanąłaby przed ekranem, patrząc na pastry?
9753:  To jest, moi drodzy, kołalski z fantastycznych zwierząt i jak je znaleźć, ale po miesięcznym pobycie w Warszawie, podpalony, proszę o jamniki, na wieki uwieków z Paczeń Bear, rozpocząłem potrzebny do awansu kurs i jestem od początku tygodnia zmiażdżony ilością materiału do przyswajenia.
9771:  Jak zawsze, poważne jamniki wsparcia, ponieważ to jest kolejna historia z gatunku tych, o!
9777:  Czyżby problemy, o których mówimy w odniesieniu do edukacji, wcale nie kończyły się po ukończeniu szkoły, jak niektórzy na nie przypuszczają?
9785:  Wie o tym każdy, kto poszedł na kurs, nadszkolenie, certyfikat lub cokolwiek innego w np.
9792:  40. wiośnie swego życia i nagle się dowiaduje, o nie, czyżby było tak, że te same błędy dydaktyczne...
9798:  Robi HR-owiec albo szkoleniowiec.
9801:  Co moja polonistka w siódmej klasie?
9803:  Niemożliwe!
9804:  Jakim cudem?
9806:  Gdzie jest wspólny mianownik tych dwóch sytuacji?
9810:  Kto by przypuszczał?
9813:  Uuu, moi drodzy, a gdyby tak poderwać ekspedientkę Jagodę?
9819:  To nie chodziło o ciastka.
9821:  Tylko o ekspedientkę Jagodę.
9823:  Pani Jagoda, jako dorosły człowiek mogę przekazać, że to nigdy nie były słodycze.
9828:  To było o was.
9828:  O, ty żołnierz!
9829:  Ale szczerze mówiąc, mam córkę.
9835:  Jeśli chciałbyś... Przepraszam, czekam na moją poradę.
9848:  Nie ma powodów, żeby być wdzięcznym, kochanku.
9851:  Po prostu poczekaj chwilę.
9853:  Moja córka wywołała z nas frangwennę z ocykanem.
9857:  Z frangwenną z ocykanem?
9859:  Czekam na to.
9860:  Jesteś pewien, że nie jesteś Thaumaturgy?
9867:  Zostaw to moje słodkie sekret.
9871:  Okej, okej.
9893:  O!
9893:  Mam!
9894:  Znalezione!
9895:  Moi drodzy, różyło powinien otrzymać od was mnóstwo jamników, bo teraz będzie najlepszy lem przed wami.
9901:  Dehalucynin jest zażywany i co się dzieje po tym, jak się zażywa dehalucynin?
9906:  Otóż maskony przestają działać.
9908:  Wziąłem od profesora obie szklane rureczki, siadłem na fotelu i jełem po kolei przyswajać sobie streszczenia nadesłanych prac.
9915:  To nie jest jeszcze to.
9917:  Czy to jest, czy to jest, czy to jest falstart?
9920:  Czy to jest typowy dla mnie falstart?
9922:  To jest typowy dla mnie falstart.
9924:  Nie!
9924:  Niemożliwe!
9926:  To niemożliwe!
9929:  To, to, to niemożliwe!
9936:  Nie poddaję się jeszcze.
9938:  Nie, nie poddaję się.
9939:  Dlaczego nie może być?
9946:  Dlaczego nie może być dobrze?
9952:  To się jeszcze uda.
9954:  Trzęsącymi się rękami odkrokowałem flaszeczkę.
9956:  Tak, ale ja tego nie widzę.
9958:  Niestety.
9959:  Krzysztof nie może znaleźć.
