🔴 Ser w Koloseum | HOLLOW KNIGHT Livestream #13
🔗 https://www.youtube.com/watch?v=ZsDHsb9ogrg

38:  Bapa nada.
2070:  To chodziłoby raczej o specjalny wynalazek, który umożliwiałby mi zrobienie mojej projekcji astralnej, która pojedzie w moim imieniu na konwent, będzie się uśmiechać i robić dobrą minę do złej gry, podczas gdy ja będę mieć dobrą grę w domu.
2088:  Na końcu czeka Cię boss, God Tamer, jest to podwójny boss.
2091:  O Jezus Maria.
2092:  Tak jak mówiłem, pogramy sobie, tak wiecie, dla rozruchu i potem robimy quest Grima.
2099:  Czy Powiernik Mieczy to kawałek fantasy?
2101:  Moim zdaniem to jest typowy fantasy.
2106:  Nie wiem czy high fantasy, w ogóle nie lubię tego określenia.
2110:  Ale cóż, no nie... Nie, nie, nie mogę po prostu, nie mogę jak to...
2117:  Chciałem się wyle... Chciałem się wyleczyć.
2119:  Chciałem się wyleczyć.
2128:  Ktoś to wymyślił, że kół zarówno leczy... Okej, zapomniałem, że mam taką zdolność jeszcze.
2136:  Mhm.
2153:  Dobrze!
2158:  Dobrze.
2159:  No niedobrze!
2168:  Projekcja astralna zabiera ci duszę.
2170:  A niech zabiera, bylebym nie musiał jeździć na konwenty.
2175:  Wiecie, ja wiem, że to strasznie brzmi, tak, ale ja naprawdę nie znoszę dużych imprez, a jeszcze bardziej nie znoszę wyjazdów na duże imprezy.
2188:  Wiedziałem, że to się teraz źle skończy.
2198:  Dobra, uratowałem się.
2207:  Jeszcze do tego wszystkiego naprawdę na Pyrkonie jest dużo, gęsto, dużo ludzi.
2215:  No ale cóż, jakoś wytrzymam.
2218:  Uwielbiam jak one startują zza krawędzi ekranu, ja nie mam szansy zobaczyć, że są, że mnie atakują, ale muszę się domyślić.
2234:  W ogóle jest ciekawa gra, nawiasem mówiąc, ale strategiczna, portem mechabellum.
2238:  Nie wiem, czy sobie w nią nie zagramy na streamie.
2241:  Jedyna wada tej gry jest taka, że niestety trzeba grać online'owo, ale można też grać w typ przetrwania, który jest potwornie trudny, a online'owo w znaczeniu z innymi graczami, ale na szczęście gra się z innymi graczami, których w miarę szybko system dobiera, przeciwko AI.
2257:  Więc to jest dobra opcja multiplayer, ale no cóż.
2263:  Mechabellum.
2265:  Dowiedziałem się dzięki Lowco o tym z jego materiału lub streamu, nie pamiętam, chyba z materiału, tak.
2272:  Przesympatyczna sprawa.
2273:  Kiedy powrót do Path of Pain?
2278:  Nie sądzę, żeby to było możliwe.
2281:  Znaczy ja osiągnąłem swój sukces przy Path of Pain.
2285:  Jeden jedyny, który planuję.
2288:  I uważam, że nie jestem w stanie przejść dalej już.
2298:  To jest nieprawdopodobne.
2299:  On był w stanie mnie zaatakować, nawet wtedy, kiedy ja go zaatakowałem.
2307:  Lołko, gracz i komentator StarCrafta.
2308:  Tak, tak, tak.
2309:  Oglądam Lołko od lat.
2312:  Oczywiście, że się pomyliłem.
2316:  Uwielbiam materiały Lołko z Dark Souls.
2319:  Taka prawda, że gdyby nie Lołko, to bym stwierdził, że nigdy nie zagram w Dark Souls, z tego względu, że Lołko, podobnie jak ja, też uwielbia gry strategiczne i zna się na nich.
2328:  W związku z powyższym stwierdziłem, że okej, jeżeli jemu się udało, to spoko, podam radę.
2340:  Ale jasno, nie tak.
2345:  W sensie nieprawdopodobne rzeczy się dzieją teraz.
2349:  O Jezu, teraz jest to znowu.
2360:  Jakim cudem.
2360:  Dobra.
2360:  Nieee.
2370:  Zabiłeś mnie teraz.
2384:  Mmm, ja lubię Pyrkon wieczorem.
2385:  No to wiesz, ja generalnie jako widz to ja też lubię konwenty, ale jak jesteś jako twórca programu, to jest masakra absolutna.
2397:  Foxy, który mi pisze, że minutę w systemie udało mu się skończyć Piąty Panteon po trzech tygodniach prób.
2400:  Ja nie wiem, jak wy to robicie, naprawdę.
2404:  Przypomnę może Tales from Earth z studia Ghibli.
2406:  Tak, oczywiście to jest jedna z najlepszych adaptacji, może dlatego, że jedyna.
2409:  Nie, nie jest jedyna.
2410:  Opowieści z zimą może.
2411:  Jest jeszcze adaptacja aktorska, która jest całkiem znośna, ale ona jest w stylu raczej... Nie, umówmy się, po Wiedźminie i po Amazonie Rings of P... wszystko jest dobre.
2424:  Główny bohater Boho Wiedniuka jest zbyt idealny i każdy problem rozwiązuje go tak, dobrze, ale on nie jest idealny, przekonasz się pod sam koniec.
2434:  Spella w dół staram się używać, teraz jest kwestia tylko niewyrobienia klawiszowego.
2440:  Nie jest tak, że sandbox to jest gra z wieloma możliwościami do ogrywania, na przykład Wojownik, Kupiec, Otwarty Świat, Assassin.
2446:  Nie możesz być... To nie jest tak, że GTA jest wieloklasowym, nie wydaje mi się, żeby sandbox był związany z wielką klasowością, to jest raczej kwestia tego, że dostajesz piaskownicę, w której możesz robić, co ci się żywnie podoba.
2458:  I nie ma to charakteru narracyjnego tak w otwartym świecie.
2470:  Muszę częściej używać tego cienistszego shade'a.
2474:  Nie pamiętam już, jak to się nazywa.
2479:  No właśnie.
2481:  Nie, on wcale nie jest samonaprowadzający.
2483:  To jest niesamowite.
2484:  Ja potrafię zmienić trajektorię lotu, a jakimś cudem ten pocisk zawsze we mnie trafi.
2491:  To jest niebywałe absolutnie.
2507:  Jezus, ja ich nie widzę.
2512:  Nieironicznie to może być konieczne niebawem.
2530:  Chciałem bardzo używać spella do góry częściej, ale jest to trudne.
2542:  Te nie są samonaprowadzające.
2545:  I to widać.
2552:  Dobra.
2556:  Good!
2559:  Pajączki?
2561:  Nie.
2564:  Teraz szalone moskity.
2569:  Byczek, bzyczek, trzeba zawsze jednym przyciskiem mieć, gdzie stoi, że dwa ma pod fontem, więc faktycznie może często trafiać.
2575:  Nienawidzę byczka, bzyczka, jest okropny.
2583:  Dobrze.
2586:  Widzę, że single memory się podoba, ale się cieszę, moi drodzy.
2589:  Najgorsze jest to, że wy znacie, a ja jeszcze nie.
2596:  To mnie może sparować?
2600:  Jakim cudem!
2603:  Człowiek się cały czas uczy.
2606:  Nie powiedział nikt w polskiej szkole.
2608:  Przecież my się musimy tylko nauczyć na sprawdziu.
2611:  Ale wszystko działa, wszystko działa.
2613:  I to najważniejsze.
2617:  Najzławniejsze jest to, moi drodzy, jak teraz nie będzie działał system prac dyplomowych.
2620:  Ja już naprawdę się poddaję, nie będę Wam długo narzekał na to, ponieważ mógłbym narzekać na jakieś 4 dni mniej więcej, ale za moment będziemy w sytuacji takiej, że nie będziemy w stanie za bardzo sprawdzać, czy ktoś ma na przykład jakiekolwiek kwalifikacje, które się wymagało od magistrów chociażby różnych, nie wiem, dziedzin, z bardzo prostego powodu, a mianowicie takiego, że
2642:  Jedyne co będziemy sprawdzać to to, jak skutecznie AI coś napisało, ponieważ nikt przy zdrowych zmysłach nie będzie tego robił.
2649:  Ja sam zresztą uważam, że lepiej na tym etapie, jeżeli ktoś nie znosi pisać, nie umie i nie lubi, ja uważam, że lepiej żeby napisało za niego AI.
2658:  Autentycznie.
2660:  Będzie mniej roboty dla promotora.
2665:  Ale oczywiście byłoby jeszcze mniej roboty, gdyby ludzie na przykład szli na studia wtedy, kiedy są przekonani do tego, prawda?
2670:  Albo na studiach, które nie wymagają mistrzowskiego władania mową, tak?
2676:  Ojczystą, czyli w studiach humanistycznych, żeby na takich studiach po prostu się tworzyło projekt.
2682:  I tyle.
2683:  A nie 40-stronnicową pracę.
2689:  Jezus, co jest z tym Contact Damage, jak ja tego nienawidzę?
2692:  Ojej, znowu to.
2694:  Dobrze, dwa ciosy przynajmniej.
2699:  Jakim cudem to mnie trafiło?
2705:  Okej, jest lepiej.
2713:  Nie, nie jest lepiej.
2719:  Leczenie, leczenie, leczenie, leczenie, leczenie.
2723:  Nie wiem co tu się dzieje, nie wiem, o, okej!
2726:  Okej, okej.
2737:  Ał!
2744:  Niedobrze, niedobrze.
2748:  Okej, teraz teoretycznie na tym cholerstwie da się farmić.
2758:  No niestety.
2768:  Au.
2777:  O Boże, to jest to!
2790:  Mam wrażenie, że to jest najdalej, jak zaszedłem ostatnio.
2794:  O wsiakrę, już wiem dlaczego.
2815:  Jak ja miałem się przed tym uchylić?
2836:  Radiance w ogóle robiliśmy.
2837:  Nawet nie wiem, jak zrobić Radiance.
2839:  To jest najlepsze.
2840:  Nawet nie wiem, jak to zrobić.
2843:  Czy kupię przycisk na 100 tysięcy?
2844:  Jakie 100 tysięcy, Lucifer?
2847:  100 tysięcy to będzie za rok.
2850:  Moim zdaniem.
2854:  Więc problem z przyciskiem jest taki YouTube'owym, że nie ma go gdzie dać.
2858:  Mógłbym go dać pod jamnikiem teoretycznie, ale oszpeciłoby mi ścianę.
2861:  Więc ciężka sprawa.
2862:  Czy będzie nowy Alcon Quest na streamie?
2864:  Nie ma kiedy, Wiktor Wynda.
2865:  Po prostu nie ma kiedy.
2869:  Narobiłem streamy stare, przebotaniczne, no-live i zapomniałem, że o tej godzinie jest już nowy.
2873:  Niekończąca rzeka Rulzela streamowa.
2877:  Chcę od wszystkich, żeby się nie uczyli, bo ja prymusek.
2880:  Idę teraz do wojska, bo tyle pożytecznych umiejętności też chyba wyniosę.
2883:  Ale wiesz co, jeżeli idziesz do wojska, to po pierwsze, no bo domyślam się, że taki wybór jednak nie jest przypadkowy, to po pierwsze dziękuję Ci za Twoją służbę i za pomysł.
2895:  I mam nadzieję, że uda Ci się coś dobrego zdziałać.
2898:  Natomiast jeżeli to jest bez przekonania, to mam nadzieję, że uda Ci się znaleźć alternatywną ścieżkę.
2904:  Ale zależy, przecież ktoś miał kilkanaście prób do Colosseum i do Radiance.
2907:  Kilkanaście?
2907:  U mnie to już będzie kilkadziesiąt, spokojnie.
2910:  Przycisk YouTube'a można dać jako podnóżek pod biurko, otóż to.
2915:  Ta, tu jest twoje miejsce, tu jest, głupi algorytm, tu, na kolana, tu jest twoje miejsce.
2921:  Tak, tak zrobimy, tak zrobimy.
2926:  Wyłączyłem posolona.
2927:  YouTube coś kombinuje.
2928:  Czekajcie, sprawdzę jeszcze.
2929:  Może... Jeżeli jest znowu tak jak zawsze, to znaczy ja wyłączam i on potem włącza.
2937:  Tak.
2939:  Nie, to jest po prostu... Nie, to jest nieznośne.
2941:  To jest nieznośne.
2944:  Jeszcze dostałem taki obrzydliwy butonik z napisem... O, teraz jest odpowiedni moment na włączenie reklam.
2951:  Naprawdę, nie żartuję.
2954:  O, Fancy pisze, że robi Break Call Techno.
2957:  Ja ostatnio odkryłem Bard Call Techno, to było wspaniałe.
2962:  Znaczy Eminem w wersji barokowej.
2967:  To jest nieprawdopodobne, to jest nieprawdopodobne to, co się tutaj czasem dzieje, naprawdę.
2972:  To ja może to zrestartuję już.
2975:  Ja wciskam przyciski i odpala się coś zupełnie innego.
2981:  W tym momencie oceniam Ghost of Tsushima.
2983:  Z Ghost of Tsushima jest tak, że czuję się, jak gram w Ghost of Tsushima, tak jak przy trzechsetnej godzinie grania w Wiedźmina.
2990:  To znaczy, człowiek sobie musi wynajdywać tam zajęcie trochę.
2994:  Bardzo piękna gra, ale problem z nią polega na tym, że nie ma w niej tego czegoś.
3004:  To znaczy...
3006:  I myślę, że to nawet widać po streamach.
3008:  To znaczy, ludzie, którzy przychodzą na stream, nie do końca wiedzą, co się będzie działo i ja też nie.
3014:  I to jest strasznie dziwne, powiem wam.
3016:  Znaczy, nie spodziewałem się tego kompletnie.
3017:  Brakuje takiego, jak mawia się brzydko w marketingu, efektu wow przy fabule głównej, co by sprawiało, że boże, robię te questy poboczne, ale przede wszystkim po to, żeby moja postać była wykokszona na tyle, żeby w głównej fabule było niesamowicie.
3034:  I to jest coś, czego mi brakuje najbardziej i dlatego myślę, że to jest taka dobra gra do smakowania.
3040:  W Wieśku też to miałem, jak skończyłem fabułę główną Grabka.
3043:  To jest dokładnie w ten moment, kiedy zostają ci tylko te sidequesty i ty już czujesz, że gra się skończyła, ale usiłujesz z niej coś wycisnąć.
3051:  Ja wszedłem w ten moment po ilu?
3053:  40 godzin na gry w Ghost of Tsushima?
3055:  20?
3055:  30?
3055:  Dziwne to.
3059:  Wolałbym zdecydowanie, żeby to było coś... No i przede wszystkim kolejny problem, to znaczy gameplay.
3065:  Gra już dla mnie nie ma żadnego wyzwania.
3068:  ale to też żadnego.
3069:  Nawet nie widzę sensu farmienia po umiejętności, ponieważ już żaden przeciwnik, który się pojawia, nie stwarza dla mnie zagrożenia, a jednak ten komponent gameplayowy potrafi sporo uratować.
3080:  Zresztą wiecie, są graki gry, które są pozbawione praktycznie fabuły, jak Hollow Knight, a jednak doświadczenie narracyjne jest super i jednak równocześnie cały czas jest wyzwanie.
3094:  Co się dzieje?
3103:  Dobra, jest.
3105:  Porobione.
3107:  Sama chęć poznania fabuły.
3109:  Ale właśnie, Kord jest problem z fabułą.
3112:  Co tam jest do poznania?
3114:  Jaki jest big reveal tej fabuły?
3117:  Że główny zwol nie jest głównym zwolem?
3121:  Nie wiem.
3122:  Właśnie to jest problematyczne.
3123:  Co by nie mówić o fabule Wiedźmina III, której nie lubię, nawiasem mówiąc, to jednak Ulatuj Ciri, nie?
3130:  Proste.
3131:  Tutaj...
3133:  Wiem, odeprzyj najazd?
3135:  No spoko, no.
3135:  Tutaj też musimy odeprzeć najazd.
3137:  Nie mam żadnego dialogu, tak?
3139:  A wiem, że muszę odeprzeć najazd.
3146:  No idzie, spojluj.
3148:  Przepraszam, znalezienie Ciri to jest doświadczenie, które trzeba po prostu samodzielnie.
3160:  Au!
3163:  W ogóle ja nie wiem, jak mi się udało Path of Pain zrobić, szczerze powiedziawszy.
3166:  To jest naprawdę, to jest czysto ćwiczenie mechaniczne.
3171:  To bardzo widać, jak się miało przerwę od gry.
3178:  Gram gwint, a już dawno, nie?
3181:  Mówiliśmy o Ghost of Tsushima, Szymonie, tak.
3183:  Wciąż nie wiem.
3185:  Wciąż nie wiem, o co chodzi w tej grze.
3188:  Ale jest ładna.
3192:  No nie ma dialogów w Hollow Knightzie, Foxy, Gwen, takich klasycznych, w związku z powyższym ciężko tutaj powiedzieć, żeby były jakieś wydarzenia fabularne, ale doświadczenie narracyjne jest.
3201:  Znaczy to tak samo jak w Dark Souls, nie masz stricte dialogów, tylko są dialogi, które budują ci raczej obraz świata, czy takie wrażenie.
3213:  To nie jest złe.
3214:  Czemu nie działa atak w górę?
3218:  No nie!
3222:  Jaki on ma w ogóle ten hitbox, tak nawiasem?
3224:  Co tu się dzieje?
3226:  O Boże, już zapomniałem.
3232:  Nie będzie łatwo.
3235:  Dobra, teraz trzeba troszeczkę pofarmić ich.
3236:  Już ostatnim razem się udało zrobić tak, że już nie farmiliśmy na pajączkach.
3249:  Bo też uważam, że dodatki do Wiedźmina mają lepszą fabułę niż podstawka.
3252:  Absolutnie.
3253:  Absolutnie.
3254:  Jezus, co się dzieje z tym Contact Damage?
3256:  To jest... Tak strasznie jest ciężkie do przyzwyczajenia się.
3263:  Nie naprawdę niszczy to, że ja gram w wiele różnych gier naraz.
3267:  To mnie niszczy.
3271:  Nie bardzo jest alternatywa.
3283:  Nie chcę dokończyć Path of Pain, ja już sobie udowodniłem, że nie jestem w stanie tego zrobić.
3289:  Tam jest moment, który jest dla mnie bardzo trudny do przećwiczenia, a nie mogę go ćwiczyć z tego względu, że gra mi nie pozwala zapisać progresu.
3299:  Ja nie znoszę braku możliwości zapisywania progresu.
3303:  Jest to dla mnie niewybaczalne.
3316:  Zawsze mnie trafi.
3317:  To jest niesamowite.
3323:  Dobra.
3326:  Który to tak podoba mi się bardziej pod względem fabularnym?
3329:  Czy krew i wino, czy serca z kamienia?
3331:  Krew i wino.
3334:  Skończę Ghost of Tsushima?
3335:  Tak, tak, tak, tak, absolutnie skończymy.
3337:  Będziemy sobie grać, tylko wiecie, właśnie bardzo się cieszę, że nie robię tego naraz, bo gdybym grał w Ghost of Tsushima codziennie, to bym się zanudził.
3347:  O tym, kim Jin jest, o relacji z wujem i tak dalej jest w Ghost of Tsushima, no to wiesz co, tak, ale...
3353:  To jest super, jeżeli mówimy o jakimś queście pobocznym, tak?
3356:  Ale jeżeli to jest główna fabuła, to jest za mało trochę dla mnie, bo... Sorry, no akurat zagrałem w grę o relacji, jest to Plague Tale i tam jest relacja zrobiona wybitnie.
3366:  Także będę pamiętał do końca życia.
3369:  A ja nawet nie wiem, jak się nazywa... wuj Dżina.
3374:  Naprawdę nie wiem.
3377:  I nie, to nie jest kwestia niesłuchania dialogów, od razu uprzedzam, ponieważ...
3382:  Ja generalnie mam tak, że słucham tych dialogów, które mnie interesują.
3390:  Więc jeżeli jest jakiś dialog, którego nie słucham, to tym gorzej dla dialogu!
3396:  Dobrze, tak zrobimy.
3399:  Jezus Maria!
3406:  No i koniec.
3407:  Za krótki ten skok.
3413:  Płonąca lilia pisze, że ma tuż po super przejażdżce rowerowie.
3416:  Fantastyczna sprawa.
3421:  Kierujuki Sanada grać pana Shimura w filmie Go Zou Tsushima.
3424:  Tak, słyszałem o tym!
3425:  I to jest fantastyczna sprawa.
3427:  Czy na plecach źródła mają być na danym slajdzie, gdzie coś wspominam, czy jeden slajd, gdzie będą wszystkie źródła?
3432:  Dobra, na logikę.
3434:  Który slajd wyświetla się najdłużej?
3437:  Zawsze.
3438:  Pierwszy.
3439:  Dlaczego?
3440:  Dlatego, że na slajdzie pierwszym mówicie, przedstawiacie się, rozpędzacie się albo podpinacie USB-ka HDMI, coś nie działa, slajd się wyświetla, czyli dajecie na tym slajdzie dane kontaktowe do siebie, przedstawiacie się w jakiś sposób, dajecie tytuł, atrakcyjną animację, żeby to nie było statyczne i żeby nie było nudne, ja zwykle daję film w tle.
3460:  Który slajd się wyświetla najkrócej?
3461:  Ostatni.
3463:  W związku z powyższym max tego, co można tam dać, to jest, nie wiem, dziękuję za uwagę i małpka z kontaktem na Insta, albo Twittera, albo mail.
3474:  Natomiast, któreś slajdy wyświetlają się tyle, ile chcemy, wszystkie pozostałe.
3480:  Gdzie dajemy źródła?
3481:  Właśnie tam.
3483:  Źródło się daje od razu wtedy, kiedy jest cytat, bo w ten sposób człowiekowi jest łatwiej o lokalizację.
3490:  A jak dajesz na samym końcu źródła, to już ludzie nie wiedzą, o co to chodziło i nie zwracają na to uwagi.
3497:  Kompletnie.
3500:  3-in-3 Flaupo pociesza, że w Ghost of Tsushima skoczy poziom przeciwników.
3504:  Tak, tylko że ja się boję, że poziom przeciwników skoczy tak, że nie będą to nowe rodzaje przeciwników i nowe rodzaje ataków, tylko będą w większym stopniu gąbką na pociski, kule lub ciosy mieczem.
3514:  Alternatywnie będą dawali nie 0 czasu reakcji po telegrafie ataku, tylko minus 1 sekundę czasu reakcji.
3528:  Dramat.
3529:  Może by tak zmienić czarmy?
3533:  No nie wiem, ten czarm jest właśnie pod farmę posolona.
3538:  Jest precyzyjnie pod farmę.
3545:  Chodziło o to właśnie, żeby one cały czas radośnie nam farmiły.
3550:  Czemu, czemu ten atak jest taki...
