🔴 Kiedy posłuszeństwo jest złe? (ft. Mikołaj Marcela) | ROZMOWA #3
🔗 https://www.youtube.com/watch?v=jnF68qvleqw
MM (Mikołaj Marcela)
KMM (Krzysztof M. Maj)

5:  S01 - muzyka
1966:  MM - Już na pewno powinniśmy o tym wiedzieć, co chcielibyśmy robić w wieku 18-19 lat, kiedy wybieramy kierunek studiów, a już na 100% powinniśmy wiedzieć, co robimy, bo już musimy zaczynać pracować po skończeniu studiów, kiedy mamy 25 lat.
1980:  MM - Podczas gdy z perspektywy takiej neurobiologicznej nasz mózg jest gotowy do tego, żeby przeanalizować swoje dane i wyciągnąć pewne jakieś wnioski dotyczące tego, czym moglibyśmy się zajmować i kim chcielibyśmy być w wieku 30 lat.
1997:  MM - Tak, potwierdzam.
1998:  MM - Bo wtedy wykształca się kora przedczołowa i jesteśmy w stanie ogarnąć wszystko to, czego doświadczaliśmy przez swoje życie i
2008:  MM - I najczęściej w okolicach 30 roku życia w przypadku bardzo wielu osób dochodzi do jakiegoś przewartościowania, porzucenia dotychczasowej drogi, zdania sobie sprawy z tego, że właściwie to co ja robiłem do tej pory to może nie było do końca to czym bym się chciał zająć.
2023:  MM - Tylko dla bardzo wielu osób nie ma możliwości, żeby z dnia na dzień czegoś takiego dokonać, bo właśnie żyją z dnia na dzień, bo jesteśmy zatrudnieni na umowach święciowych.
2035:  MM - na takich umowach, które pod wieloma względami właściwie czynią z nas niewolników, bo starcza nam na mieszkanie, na wyżywienie i na jeszcze jakieś drobne rzeczy, ale na to, żeby gdzieś właśnie coś odłożyć, mieć trochę możliwości pomyślenia nad tym, czym chcielibyśmy się zająć i potestowania, no to właściwie nie ma co do tego, na to możliwości.
2060:  MM - I pod tym kątem znów tutaj myślę, że warto wrócić chociażby do jakichś pomysłów bezwarunkowego dochodu podstawowego, chociażby do pewnego momentu w naszym życiu,
2073:  MM - właśnie do takiego momentu, w którym moglibyśmy zacząć myśleć, co chcielibyśmy robić, moglibyśmy uniknąć tego procesu alienacji, któremu właściwie niemal wszyscy jesteśmy poddani w ramach współczesnej kultury, współczesnego społeczeństwa i uniknąć takiej sytuacji z tego rozdzielenia, bo mam wrażenie, że ten film taką dobrą robotę robi i wywiera takie wrażenie na widzach właśnie dlatego,
2101:  MM - że oddaje bardzo głębokie doświadczenia bardzo wielu osób we współczesnym świecie.
2107:  KMM - Tak, absolutnie.
2108:  KMM - Polecamy Severance na Apple+, czy po prostu w innych serwisach streamingowych, tylko się pojawi.
2115:  KMM - Natomiast powiedziałeś coś absolutnie kluczowego, to znaczy
2118:  KMM - To co Mikołaj wam mówi na temat wykształcenia tego ośrodka decyzyjnego i kory przedczołowej, jest to naukowe wyjaśnienie, dlaczego tak wiele kobiet na przykład decyduje się na mówienie o swoich traumatycznych sytuacjach, o gwałtach, o molestowaniu, magicznie jak osiąga właśnie trzydziestkę albo
2135:  KMM - 29-28 lat jest obrzydliwe i wredne to, że tak wiele osób mówi o teraz sobie przypomniała.
2142:  KMM - Tak pacanie teraz, ponieważ właśnie wtedy człowiek osiąga możliwość autorefleksji.
2148:  KMM - I kluczowa też kwestia jest taka, że to bezpieczeństwo ekonomiczne bardzo często nam
2153:  KMM - Uniemożliwia ten pojedynczy sprzeciw, o którym mówi Mikołaj.
2157:  KMM - Jak ma się sprzeciwić dziecko, które jest dręczone przez rodzica, jeżeli nie istnieje opieka społeczna w państwie, jeżeli nie ma bezpieczeństwa ekonomicznego, jeżeli po prostu nie może zrobić tego, co dorosły człowiek, przypominam, od 18 roku życia wedle polskiego prawa w górę, powinien zrobić, znaczy trzasnąć drzwiami.
2173:  KMM - Zresztą Oskar Draus na czatach napisał słusznie, że regulaminy wojskowe precyzują nawet moment, w którym my możemy wypowiedzieć posłuszeństwo generałowi, nawet w wojsku, a nie mamy możliwości wypowiedzenia posłuszeństwa patologicznemu nauczycielowi czy patologicznemu rodzicowi na taką skalę.
2191:  MM - No niestety, ale to też pokazuje, bo my bardzo często funkcjonujemy w takim dyskursie, który nam mówi, że my właściwie żyjemy w takim wolnym świecie, w którym te wolności są dość szerokie, w którym możemy cieszyć się wolnością.
2205:  MM - Pamiętajmy, że żebyśmy mogli mówić o wolności, to akurat świetnie podsumowuje Graeber i Wengro w książce, która właściwie była fundamentem przemyślenia wszystkiego tego, o czym czytałem i myślałem w ostatnich latach, czyli The Dawn of Everything.
2222:  MM - To już książka, która ukazała się po śmierci niestety Davida Graebera, nie przetłumaczona jeszcze na język polski.
2228:  MM - Natomiast oni tam piszą o tym, że kiedy myślimy o wolności, to powinniśmy myśleć o trzech rodzajach wolności.
2235:  MM - O wolności przemieszczania się, wolności wypowiedzenia posłuszeństwa, czy przeciwstawienia się wolności.
2241:  MM - jakiemuś rozkazowi czy temu, co ktoś nam każe.
2244:  MM - I trzecia to jest wolność projektowania czy wprowadzenia w życie alternatywnych rozwiązań czy jakichś projektów społeczno-politycznych.
2253:  MM - I zastanówmy się, kto z nas jest w takim razie dzisiaj wolny.
2258:  MM - Jak wielu z nas jest w stanie myśleć o tym, że ma wolność przemieszczania się w taki sposób, że rzeczywiście
2265:  MM - możemy się przemieścić, gdzie byśmy chcieli.
2267:  MM - Jeśli idziemy i możemy sobie żyć, gdzie chcemy właściwie,
2272:  MM - My i tak nie mamy złej sytuacji, ale np.
2275:  MM - obywatele Afganistanu, chyba z tego, co wyrażę, mogą wybrać się do dwóch krajów bez wiz.
2284:  MM - Z drugiej strony ilu z nas może rzeczywiście na co dzień pozwolić sobie na to, żeby wypowiedzieć posłuszeństwo osobom, które mają nad nami władzę, czy które są naszymi zwierzchnikami?
2296:  MM - No i trzecie, jak wielu z nas w ogóle ma przestrzeń, a już nie mówię, że te siły do tego, żeby myśleć i wprowadzać w życie jakieś projekty społeczno-polityczne, takie, które byłyby bliskie naszym ideom i naszym założeniom dotyczącym tego, jak powinni funkcjonować ze sobą ludzie.
2313:  KMM - Tak, zresztą jak chcecie też przeczytać więcej na ten temat, pamiętajcie, Mikołaja ma dość duży dar przystępnego omawiania trudnych filozofów, więc i Dawn of Everything jest fantastycznie omówione, i pozycje Szoszany-Zubow, czy no akurat Juwal na Harari pisze bardzo przystępnie, ale Mikołaja też do niego nawiązuje, więc może być to dla was dobry wstęp do tego.
2334:  KMM - Juliusz się też dopomina o odpowiedź na
2337:  KMM - Już parę razy stawiane pytanie i słusznie, że się dopominacie, bo ja nie wszystko mam okazję zobaczyć.
2341:  KMM - Jak chcecie zadać pytanie, to pamiętajcie, żeby mnie też oznaczyć, wtedy to wychwycę.
2346:  KMM - Co z szacunkiem z automatu i czy możemy sobie pozwolić na brak szacunku do osoby, która nam go nie ukazuje?
2351:  KMM - I jeszcze dodam od siebie do tego pytania.
2354:  KMM - Co byś ty zrobił w takiej sytuacji?
2356:  KMM - Jaką masz strategię retoryczną w sytuacji, gdy jesteś zmuszony do szacunku, a wiesz, że coś jest nie tak, że ktoś wymusza właśnie nad tobie taką postawę, mimo że mu się kompletnie ten szacunek na przykład nie należy?
2370:  MM - Ja nie okazuję szacunku z automatu.
2376:  MM - Co często jest jakimś tam pewnie powodem dziwnych sytuacji, ale ja też jestem osobą, która potrafi się z kimś skonfrontować i zmierzyć, jeśli jest taka konieczność, ale też jestem osobą, która jest zawsze otwarta na...
2396:  MM - spotkanie i na jakiś konsensus.
2398:  MM - Ja generalnie z wielu względów nie uznaję szacunku z automatu i też nigdy, przy nigdy się go nie dopominam i to wiedzą moi wszyscy studenci
2416:  MM - Też tacy studenci, którzy nierzadko się przeciwko mnie... O, Kruszek się tam załapał, widzę, za mną.
2423:  MM - Bo Kruszek dzisiaj ze mną spędza tego live'a, więc jeśli ktoś gdzieś się nagle pojawi albo mi wskoczy na nogi, to przepraszam.
2432:  KMM - Wtedy dostaniesz miliard jamników na czatach, tylko to ci grozi.
2437:  MM - Dziękuję bardzo.
2437:  MM - Natomiast wracając do tego, o czym mówiłem, myślę, że jedną z najgorszych rzeczy, jaką my w ogóle możemy zakładać, to jest to, że nam się należy jakiś szacunek z automatu.
2452:  MM - Myślę, że dobrze by było, żebyśmy się traktowali po prostu jak ludzie.
2457:  MM - Jeśli nam coś nie odpowiada, to żebyśmy o tym otwarcie mówili, a jeśli nam się coś podoba i jest z nami zgodne, to żebyśmy się po prostu uśmiechnęli i działali razem.
2471:  MM - Jedną z najgorszych, najgorszą rzeczą, myślę, jak dla naszych relacji w ogóle społecznych i takich na co dzień, to jest to, że my zakładamy, że konflikt jest czymś złym, że też np.
2486:  MM - nieokazanie komuś szacunku albo że wykazanie czegoś problematycznego jest nieokazaniem komuś szacunku.
2495:  MM - Możemy kogoś szanować, ale możemy go szanować też w jakiejś krytyce czy w jakimś takim podejściu, w którym decydujemy się sprzeciwić temu, co mówi, ale robimy to w taki sposób, żeby nie atakować jego personalnie, tylko żeby wykazać, że być może popełnia jakiś błąd i fajnie by było znaleźć inne rozwiązanie i tyle ode mnie.
2522:  KMM - Ja tylko mogę przyklasnąć temu, bo wielokrotnie spotykam się z sytuacją, w której ktoś, kto dopomina się o szacunek, dla jakichś najczęściej też charakterystycznych, abstrakcyjnych wartości, równocześnie potrafi nie szanować innego człowieka z uwagi na jego rasę, orientację seksualną, wybory życiowe,
2542:  KMM - albo nawet coś tak prostego jak upodobania.
2544:  KMM - Ktoś lubi oglądać anime, ktoś inny lubi grać w gry wideo i ludzie potrafią znaleźć etykietki, które będą ich wyśmiewać, ale równocześnie będą oczekiwać, że jako profesor, jako starsza osoba mają właśnie przynależny z automatu szacunek.
2564:  KMM - Sunflower ma pytanie bardziej o przeszłość twoją, to znaczy co spowodowało zainteresowanie się u ciebie tym tematem patoposłuszeństwa?
2573:  MM - Ja przede wszystkim muszę podziękować Dominice Hoffman-Kozłowskiej, która tworzy wspaniały liceum Sowiet Żała, o którym pisze w tej książce w Katowicach.
2585:  MM - To będzie liceum, w którym nauka będzie trwała przez cztery dni w tygodniu, piąty dzień.
2590:  MM - będzie troszkę inaczej wyglądał, w ogóle będzie taka myślę bardzo swobodna, otwarta atmosfera i myślę, że takie w ogóle podejście holistyczne do edukacji.
2604:  MM - Jestem bardzo ciekawy tego projektu, robię to razem z moim też bardzo dobrym przyjacielem Kasperem Lemieszem i bardzo im kibicuję, ale to w sumie Dominika Hoffman w jednym ze swoich postów napisała o patoposłuszeństwie,
2618:  MM - Ja to podchwyciłem, bo wydawało mi się to niezwykle ciekawy termin.
2623:  MM - Potem okazało się, że ona z kolei to właśnie od Kasper, a Kasper z kolei jeszcze od kogoś innego to podchwycił, więc ten temat patoposłuszeństwa, właściwie samo hasło
2633:  MM - tak do mnie trafiło i chciałem o tym opowiedzieć.
2636:  MM - Natomiast sam temat posłuszeństwa dla mnie jest kluczowy przez całe moje właściwie życie i ja się z nim bardzo często mierzyłem właśnie dlatego, że
2648:  MM - Z jednej strony miałem bardzo taki demokratyczny dom, z drugiej strony dlatego, że zawsze miałem problem, pewnie przez te moje doświadczenia i takie doświadczenia też wolności wypowiedzi, wolności bycia, organizowania swojego czasu, swojej przestrzeni, też takiego krytycznego odnoszenia się do rozmaitych tradycji, zasad.
2674:  MM - Raczej jestem taką osobą, która dużo rzeczy kontestuje i nie ma z tym problemu.
2681:  MM - Oczywiście komunikuję to, ale też nie wymagam od nikogo, żeby jakoś to rozumiał, czy to uznawał.
2687:  MM - Po prostu ważne jest, że ja to sobie uznaję i że ja mogę to kontestować.
2691:  MM - Natomiast jak kontestuje się zasady, reguły, wypowiada się posłuszeństwo i w trakcie studiów, i w trakcie studiów doktoranckich swoim przełożonym i potem bardzo często, kiedy jest się taką osobą niepokorną we wszystkich tych środowiskach, w których się funkcjonuje,
2712:  MM - No to, to co jest oczywiste, to jest to, że dostrzega się, że właśnie my funkcjonujemy w takiej kulturze posłuszeństwa, w kulturze, która bardzo często wiąże właśnie szacunek z posłuszeństwem, tak, i tutaj myślę, to jest bardzo istotne do tego poprzedniego pytania i stąd, jako że jestem osobą, która przez całe życie właściwie miała taką tendencję do wkładania kija w mywisku, chociaż
2742:  MM - Nie robię tego dosłownie, żeby mrówki sobie spokojnie mogły funkcjonować.
2747:  MM - Natomiast oczywiście metaforycznie wkładam ten kij w mrwisko bardzo często i myślę, że ten temat jest bardzo potrzebny, zwłaszcza dzisiaj.
2757:  MM - Oczywiście Krzysztof poruszył temat wojny w Ukrainie,
2762:  MM - Ale jeśli popatrzymy na to, co się dzieje na Odrze, jeśli popatrzymy na też to zamieszanie wokół podręcznika do historii teraźniejszości, jeśli w ogóle popatrzymy chociażby na tą aferę z premierką w Finlandii i te rozmaite komentarze, które pojawiły się wokół artykułów, no to
2789:  MM - Widzimy, że mamy generalnie problem jakiś z kulturą posłuszeństwa i warto zwracać uwagę na to, jak ona powstaje i w jaki sposób możemy się jej przeciwstawiać.
2800:  KMM - No też dopowiedzmy, że jeżeli chodzi właśnie o posłuszeństwo, to najczęściej to posłuszeństwo jest patriarchalne, to znaczy nie mówimy o posłuszeństwie względem kobiet, dlatego kobiety u władzy, no to jest trudny temat, zwłaszcza w Polsce,
2817:  KMM - Możemy porównać sobie tylko reakcje na premierkę Finlandii versus reakcje na orgietki Silvio Berlusconiego, które ja jako stary byk niestety jeszcze pamiętam.
2826:  KMM - I te reakcje były heheszkowe.
2829:  KMM - Fajnie się bawi Silvio Berlusconi, a premierka...
2833:  KMM - Finlandii nie robiła sobie orgietki, tak?
2835:  KMM - Na wysoko sytuowanym urzędzie.
2837:  KMM - No, więc to jest problem i ten problem trzeba naświetlać i do niego też wracać.
2843:  KMM - Natomiast muszę, przepraszam strasznie, nadrobić czaty, to znaczy bardzo podziękować za wsparcie kanału
2850:  KMM - Juliusowi Vandelfowi, kto jeszcze był tak miły, żeby powiedzieć, że to jedyny kanał, który uważa, że warto wspierać.
2854:  KMM - Jestem przekonany, że jest ich więcej, ale bardzo Ci dziękuję za ten wybór.
2858:  KMM - Kazerkoł Nowicjusz Jamniczego Ognia.
2860:  KMM - Ludzie wiedzą, jak się nazywać.
2861:  KMM - Pisze, że wita wszystkich, przeprasza, że przerywa, ale widział małego, szczęśliwego jamnika.
2865:  KMM - To jest piękna informacja.
2867:  KMM - Bardzo się cieszę.
2869:  KMM - I Roman Ejro dopełnina się o odpowiedź i słusznie na pytanie następujące.
2874:  KMM - Czy zakładasz, Mikołaju, istnienie osoby odpowiednio wykwalifikowanej, która wymuszałaby posłuszeństwo, to już widzę, że nie, ale bez niczyjej szkody tylko dla dobra ogółu?
2884:  KMM - To znaczy, czy to usprawiedliwienie, że to jest dla dobra wszystkich, dla dobra ogółu, usprawiedliwia właśnie wymuszanie posłuszeństwa?
2895:  MM - Ja mam z tym jeden problem.
2896:  MM - Znaczy...
2899:  MM - To byłby problem, gdzie musielibyśmy wrócić chyba do Lacana, ale nie, znaczy w sensie, wiecie, problem naszego podejścia do życia jest taki, że my zakładamy, ja nie jestem fanem kategorii prawdy, że istnieje pewna rzeczywistość, do której...
2919:  MM - możemy mieć dostęp tak bardzo często i mi się wydaje, że niestety i tak to widzę, że niestety nie ma jednej osoby, która potrafiłaby zadziałać dla dobra całego ogółu, dlatego że ona nie rozumie
