🔴 Co zrobić, gdy szkolny statut łamie prawo (ft. Dopamina Lab) | ROZMOWA #5
🔗 https://www.youtube.com/watch?v=PClVgzFe-b0
KMM (Krzysztof M. Maj)
AD (Anna Dęboń, Do!Pamina Lab)
RS (Robert Strzała, Do!Pamina Lab)

11:  S07 - Muzyka Muzyka
6588:  KMM - Natomiast pod koniec tego naszego seminarium, tak mniej więcej w 3-4, ludzie się zaczęli schodzić z innych sal wykładowych, nie szli do domu, tylko zostawali na naszym seminarium, żeby sobie pooglądać Wiedźmina.
6603:  KMM - A mogli pójść pić na miasteczko studenckie na przykład, albo na koncert, cokolwiek, to co robi się na studiach.
6610:  KMM - Więc jeżeli tak, jeżeli szkoły chcą zachęcić uczniów do uczestnictwa w tych wszystkich trom tadrackich, rozdętych apelach pseudowojskowych, gdzie się salutuje do flagi i robi się inne dziwne rzeczy, to może niech zmienią repertuar i wtedy może ktoś się zainteresuje tym faktem.
6629:  KMM - Akko, dwa pytania ma.
6630:  KMM - Czy nauczyciele mają prawo robić problemy ze względu na aktywność uczniów w mediach społecznościowych?
6635:  KMM - Mam na myśli zarówno nagrywanie osobistych TikToków, vlogów, robienie zdjęć na Instagrama, jak i dzielenie się opinią na temat danej szkoły.
6641:  KMM - Podejrzewam, że to ostatnie może być punktem zapalnym.
6646:  RS - No to jest prywatne przecież.
6651:  AD - Tak.
6651:  AD - Poza szkołą, więc mamy prawo do wyrażania opinii, że opinii i własnego zdania
6658:  AD - też mamy prawo do wyrażania, które gwarantują nam różne akty, prawa wyższe niż statut, więc możemy to robić, jedynie wiadomo, z zachowaniem zasad, które obowiązują przy takim publicznym wyrażaniu opinii.
6680:  RS - No bo, ale od tego też są inne, wiecie, bo od tego też są inne, no to zawsze chyba oczywiste, no bo to...
6685:  RS - Od tego są też inne organy ścigania, że np.
6689:  RS - wyrażanie opinii, wyrażanie opinii, ale jak ja wyzywam swoją nauczycielkę albo będę jeszcze jej groził, no to przykro mi, ale tutaj już wierzę, kto inny, a niekoniecznie nauczycielka czy dyrektor.
6702:  KMM - No tak, no bo to jest wtedy penalizowalne zupełnie z innej strony, tak?
6707:  KMM - Każda sytuacja piętnowania publicznego za pośrednictwem mediów społecznościowych innej osoby jest naganna, chociaż rzekłbym, że o wiele częściej frekwencyjnie niestety robią to sobie uczniowie nawzajem niż nauczycielom albo nauczycielem uczniowym.
6724:  AD - Ale podnoszenie pewnych, nie wiem, problemów pod dyskusję, ja uważam, że to jest bardzo okej, czy też, nie wiem, no...
6730:  AD - dyskutowanie choćby o prawach, które obowiązują, a nie powinny być w przestrzeni publicznej, jeżeli jesteśmy uczniami i uczennicami, robimy to gdzieś na forach, gdzieś w internecie, no to tak.
6745:  KMM - A jeżeli chodzi o udział w też rzeczach, które są pozaszkolne, ale już mam dwa takie pytania i się zebrały, to znaczy zmuszanie uczniów do chodzenia...
6757:  KMM - No nie powiem na mszę, ale w ogóle do udziału w obrządkach religijnych, o tak to nazwijmy.
6762:  AD - Artykuł 53 punkt 6 Konstytucji RP.
6764:  AD - Nikt nie może być zmuszany do uczestniczenia ani do nieuczestniczenia w praktykach religijnych.
6769:  AD - Koniec.
6773:  AD - Jeszcze raz.
6774:  AD - Artykuł 53, punkt 6 Konstytucji RP.
6776:  KMM - Tak, dwa razy, żeby wsiąkło.
6781:  KMM - Bo to jest rzeczywiście... Mam wrażenie, że to jest martwy artykuł.
6785:  KMM - Dodam, nawiasem mówiąc, że tutaj się chyba najczęściej pojawiają takie miękkie formy nacisku na uniwersytetach.
6793:  KMM - To znaczy się...
6795:  KMM - Do pewnego czasu jeszcze bardzo koso popatrywało na ludzi, którzy oponowali przeciwko temu.
6800:  KMM - Jarote, dziękuję Ci serdecznie za trybut.
6803:  KMM - Jarote pisze, cichy jamnikowy trybut.
6806:  KMM - Niech pójdzie na coś przyjemnego, na przykład na 20 czekolad.
6808:  KMM - Dziękuję Ci, że szczegółowo wyliczyłeś 20 czekolad, które mam zjeść.
6813:  KMM - Zakładam, że to dlatego, że jestem smukły jak sylfida.
6816:  KMM - Dziękuję Ci serdecznie za trybut.
6820:  KMM - I drugie pytanie od Akko.
6822:  KMM - Jak duże pole ma nauczyciel-wykładowca podczas wyznaczania warunków wystawiania ocen?
6827:  KMM - Ja Ci szybko odpowiem, jeżeli chodzi o wykładowcę, to znaczy sam se wyznacza te warunki, tak?
6832:  KMM - Tyle.
6833:  KMM - I mam nadzieję, że nikt nam tej wolności nie odbierze.
6837:  KMM - Już kilka razy zdarzała się sytuacja, kiedy w drugim terminie nauczyciel wymyślał zasadę, że poprawiona ocena to na przykład 4, bo 5 można było dostać tylko w pierwszym terminie i nie wiem, co mam o tym myśleć.
6851:  AD - jakby westchnienie było wymowne.
6855:  AD - Znowu to powtórzę, każdy z nas potrzebuje tyle czasu, ile potrzebuje, żeby opanować pewne umiejętności i zdobyć pewne kompetencje.
6867:  AD - No i chyba ten drugi termin jest po to, że jest drugim terminem, w którym mogę
6875:  AD - zaprezentować, pokazać, się sprawdzić, że też może nastąpić ta diagnoza, o którą nam chodzi, a nie kara, bo to drugi termin.
6885:  AD - I jakby jeżeli, no bo jeżeli mam te kompetencje i jestem na tym, zrobiłem wszystko, co było do zrobienia, żeby być na levelu piątym, no to ja jestem na tym levelu piątym.
6899:  AD - No tak jak w grach, więc jakby nie szkodzi, że ja
6905:  AD - do zakończenia gry jeszcze jej nie skończyłam, tą, w którą grałam, a Robert już ją skończył 17 razy.
6914:  AD - No bo kiedyś też to osiągnę.
6916:  AD - Więc jakby to jest o tym.
6919:  KMM - Tak.
6919:  KMM - No i jak zawsze powtarzam, marnowanie czasu wszystkich już, bo jeszcze pomijając już te wszystkie warunki do poprawek i tworzenia tych terminów, no jest to straszne.
6930:  KMM - Na uczelniach z kolei jest tak jeszcze, że dopowiem od tej strony, że bardzo często statut uczelni reguluje, jaka jest liczba terminów dostępnych.
6938:  KMM - Na przykład na AGH są trzy terminy, nie dwie terminy, tak jak na większości uczelni.
6941:  KMM - Aha.
6943:  KMM - Więc to zależy.
6945:  KMM - Natomiast nie wydaje mi się, żeby ktokolwiek mógł tego rodzaju rzeczy wymuszać.
6949:  KMM - Jeżeli wymusza, to przynajmniej na uczelniach od razu się to zgłasza do dziekana do spraw studenckich.
6955:  AD - To też chyba wynika z tego, że cały czas podchodzimy do tego uczenia się, że do tego trzeba zmuszać.
6962:  AD - Bo to jest coś tak strasznego, to uczenie się, że trzeba cały czas to wymuszać, trzeba to kontrolować, trzeba stosować wszystkie różne straszaki, które mają być motywacją, bo inaczej przecież nie będą tego robili, nie będą chcieli, a nie chodzi o te zajęcia.
6980:  AD - Nie jesteśmy w stanie nikogo nauczyć, bo uczenie się to zawsze jest akt woli, ja to zawsze podkreślam.
6986:  AD - Uczymy się sami, my.
6988:  AD - Ja mogę stawać na rzęsach, żeby...
6991:  AD - komuś coś wytłumaczyć albo chcieć, żeby ten ktoś coś pojął, ale jak ten ktoś nie chce tego pojąć, to po prostu tego nie pojmie.
6997:  AD - I to jest też ważne, o czym mówi często Marzena Żwińska, której jesteśmy fanami absolutnymi.
7004:  AD - Zbudzącej się szkoły, jeśli mnie pamięć nie myli.
7008:  AD - Uczymy się tylko o tych, których lubimy i szanujemy i którzy lubią i szanują nas.
7012:  AD - To jest też bardzo istotne i bardzo ważne.
7016:  AD - Jakby prawo sprzyja
7019:  AD - To nie musi być organizowane w ten sposób właśnie, że testo, że kartkówki, że klasówki, że wszystko na przymusie.
7027:  AD - Tylko możemy oddać tą odpowiedzialność uczniom.
7030:  AD - I to się sprawdza.
7032:  AD - I niektórzy to praktykują, jak Robert, jak Ania Szulc.
7036:  AD - I mają świetne wyniki.
7037:  AD - To, co Ania Szulc mówi, ona nie uczy do matury, ona nie uczy pod cyferki, pod oceny, tylko ona uczy matematyki.
7044:  KMM - Przy okazji dla wszystkich, którzy wolą krótką treść, Marzena Żylińska na TikToku, która wyjaśnia krótko, ale lapidarnie różnego rodzaju absurdy związane z tym, co się dzieje w edukacji, więc polecam Wam.
7060:  KMM - Oczywiście również się przyłączam do tego, a mam nadzieję, że z Anną Sus jeszcze niezależnie kiedyś porozmawiam, ponieważ już miałem okazję jej książkę tutaj na tym kanale polecać.
7071:  KMM - I trzy pytania są od Big Peanut, czyli jak rozumiem od Gargantuicznego Orzeszka.
7077:  KMM - Czy można zabronić poprawy oceny ze sprawdzianu z lektury?
7081:  KMM - Nauczyciele języka polskiego historii i lekturoznawstwa, bardzo mi się podoba ta poprawka, próbują nam wmówić, że na zebraniu ustalili, że takowego testu nie da się poprawiać.
7093:  KMM - Dwa.
7093:  KMM - Czy dyrekcja może zabronić wyjścia do toalety, jedzenia, picia na lekcji bezwzględnie?
7097:  KMM - Ta najbardziej ciekawi.
7098:  KMM - I trzy.
7099:  KMM - Czy można zamykać w trakcie zajęć wszystkie drzwi wyjścia poruszonych w szatni?
7103:  KMM - Warto też wspomnieć, że wszystkie wyjścia zamknięte są wyjściami ewakuacyjnymi, więc w wypadku pożaru w szatni.
7111:  RS - Trzy ciekawe case'y.
7112:  RS - Ja sobie w ogóle wyobrażam te testy z lektury, to ja wiem, jak one wyglądają mniej więcej.
7117:  RS - To jest po prostu, w jakim choleroczu ktoś miał, o której stronie coś było.
7121:  KMM - Rękawiczka Łęckiej, prześladowali mnie na czatach przez rok cholernicy tym pytaniem, usiłowali nauczyć mnie, jaki to był rozmiar, nie nauczyli mnie przez rok.
7132:  RS - Tak.
7134:  RS - Wszyscy to wiemy.
7135:  RS - Nikt normalny nie czyta w ten sposób książek.
7139:  RS - Po prostu.
7140:  RS - Bo czytałem książki, moim zdaniem, trochę inaczej.
7144:  RS - Może ktoś czyta w ten sposób normalne książki.
7147:  RS - Ja nie czytam w ten sposób książek.
7149:  RS - Żeby takie rzeczy wiedzieć i sobie takie rzeczy notować.
7153:  RS - Ja pamiętam pytanie o oko psa rzeckiego, to też było takie słynne pytanie.
7159:  RS - To był jamnik?
7160:  S02 - Nie, to nie był jamnik, na pewno nie był jamnik.
7162:  S02 - To był jamnik, ten pamiętał.
7165:  RS - Ale w każdym razie, to było podchwytliwe pytanie, bo on bodajże jednego oka nie miał.
7170:  RS - W każdym razie...
7173:  RS - No ten test w ogóle, bo pomijam absurdalność tego typu testów, no ale druga kwestia, dlaczego mam czegoś nie poprawić?
7182:  RS - To jest na zasadzie takiej, że nie wiem.
7185:  RS - No dobra, już niech będzie.
7186:  S03 - Bo już znasz te pytania.
7188:  RS - Niech już nawet będzie.
7189:  RS - Dobra, na razie zostawiłem absurdalność, ale niech ten test będzie.
7192:  RS - I teraz ja nie przeczytałem tej książki na poniedziałek, ale przeczytałem ją na przyszły tydzień.
7199:  RS - I teraz czemu mam tego nie poprawić?
7200:  RS - To znaczy, że... Proste pytanie.
7202:  RS - Przeczytałem ją, czy jej nie przeczytałem?
7206:  RS - No.
7207:  S03 - No i o co chodzi jakby w uczeniu się i w edukacji, tak?
7211:  S03 - O to, żeby... No właśnie o co chodzi?
7214:  KMM - No tak, żeby sprawdzić, czy to prawda.
7217:  KMM - Czy to prawda, że przeczytał, czy nie przeczytał.
7219:  RS - Ale nie, bo tutaj było takie pytanie, że nie wolno poprawić, czyli ja nie chcę nawet się... Znaczy ja wyobrażam sobie tą sytuację, dlaczego nie wolno, ponieważ...
7227:  AD - Ile można wymyślić takich pytań?
7229:  AD - Tak, tak, o to chodzi.
7231:  AD - No już jest nasz, więc drugi raz jak podejdziesz, to już wiesz, co tam trzeba zaznaczyć.
7236:  RS - To jest bardziej to tłumaczenie, że to jest niesprawiedliwe, bo wszyscy przeczytali na poniedziałek, a ty przeczytałeś na wtorek.
7244:  RS - A książki trzeba czytać na czas.
7245:  AD - A ja myślę, że to jest, za który jest jeden i po prostu... No, więc... I są znane pytania już po tym pierwszym razie.
7255:  AD - Drugiego nie ma.
7257:  RS - Czy jeszcze było pytanie o picie?
7260:  AD - Na lekcji.
7261:  KMM - Tak, znaczy nie, nie, nie, ono jest złożone, bo to jest pytanie o jedzenie, picie na lekcji i jeszcze wyjście do toalety, czyli mamy pełen obieg, pełen obieg materii.
7272:  RS - To tak, po pierwsze, to nie jest pytanie, ja mam takie, ja uczę w szkole średniej i zawsze jak przychodzą uczniowie w pierwszej klasie, oni zawsze mają ten, zawsze mają ten odruch taki, czy można wejść, nie wiem, słuchajcie,
7286:  RS - czy można wyjść do toalety.
7289:  RS - Ja nie zawsze mówię, że oczywiście, że można, a najlepiej, żeby ktoś wychodził, nie podnosząc tej ręki, bo mnie to zwyczajnie, wszystkim nam to po prostu przeszkadza i to w ogóle w jakiś sposób wybija ludzi.
7300:  RS - Poza tym w normalnych, w każdej innej sytuacji, teraz na przykład, to ja zapytam, czy ja mogę teraz iść się wysikać, albo jeszcze raz poinformuję, w jakim idę celu.
7312:  RS - Nigdzie indziej to się nie dzieje.
7313:  RS - Poza tym przede wszystkim
7316:  RS - To nie jest pytanie czy ja mogę się iść wysikać, bo ja muszę się iść wysikać w tej chwili, bo za chwilę mi po prostu eksploduje pęcherz albo się zesikam tutaj w majtki.
7326:  RS - I był taki przypadek, pamiętam, był taki przypadek w jakiejś szkole podstawowej, chyba w podstawowej, że się chłopczyk po prostu zesikał w klasie, bo go pani nie wypuściła.
7337:  RS - I on miał potem, zwyczajnie miał przechnapane u tych dzieci.
7340:  KMM - Ale to jest upokarzające, to jest odczłowieczanie.
7343:  AD - To jest upokorzenie, a... To jest w ogóle żenujące pytanie, no nawet jeżeli mnie ktoś pyta, no naprawdę... Czy można pić, jeść?
7356:  RS - No kurczę, to niczemu nie szkodzi przede wszystkim, dlaczego nie?
7361:  AD - Znaczy udowodniono też, że picie w trakcie uczenia się, czy też uzupełnianie regularne płynu, to sprzyja procesom.
7372:  AD - Nie wytłumaczę tego tak ładnie, gdyż tak dobrze się nie znam, ale to jest udowodnione.
7378:  AD - A poza tym, dlaczego nie, jeżeli potrzebujemy?
7380:  AD - My też tutaj sobie siedzimy i mamy wodę w szklankach i ty też tam sobie coś podpijasz i jakby...
7386:  AD - Nic się wielkiego nie wydarza, nikt tego nie rejestruje.
7389:  AD - Chyba nikt też nie zrobił takiej statystyki, ile razy kto załyczał.
7394:  AD - Więc zupełnie tego nie rozumiem.
7398:  AD - Też nie rozumiem, dlaczego tak bardzo oporuję się przed tym, żeby ktoś mógł zjeść, zwłaszcza biorąc pod uwagę, że przerwy są krótkie, bieganie między lekcjami, zmienianie klas.
7411:  AD - może po prostu nie starczyć komuś na to czasu i naprawdę, no ja nie widzę problemu, że ktoś coś musi zjeść, bo ma taką potrzebę, zresztą jeżeli ktoś jest głodny albo sprawniony albo potrzebuje do toalety, no to niestety, ale żadne tam procesy uczenia się nie zachodzą, bo o czymś innym myślimy, bo pewne podstawowe potrzeby są niezaspokojone na ludzkie.
7435:  RS - Oczywiście, wiecie, to jest też kwestia minimalnej umowy społecznej, bo o ile mnie to osobiście totalnie nie przeszkadza, natomiast też sobie nie wyobrażam, znaczy wyobrażam sobie, ale trochę to może być też słabe, że nagle mam 30-osobową klasę i każdy przynosi na lekcje akurat, ponieważ u mnie można, to u mnie na lekcji wszyscy wyjmują po prostu, wiecie, podgrzewane zupki,
7460:  RS - jakieś, nie wiem, bigosy i tak dalej, i tak dalej, to wszystko się rozgrywa w tym jednym pomieszczeniu w ciągu 45 minut.
7466:  RS - Nie miałbym problemu większego, ale słabo to widzę.
7472:  KMM - Ale nie masz pojęcia, jak się cieszę, że to powiedziałeś, ponieważ jeden z nauczycieli raz napisał taki triumfalny post.
7482:  KMM - Oczywiście, że to było na Facebooku, bo to jest miejsce, gdzie się pisze takie triumfalne posty.
7488:  KMM - Triumfalny post brzmiał, no
7489:  S00 - No i posłuchałem tego Maja i posłuchałem i co?
7493:  S00 - I żrumin, ale wszyscy wyjęli naraz i zaczęli żreć.
7497:  KMM - No ja miałem ochotę napisać, no tak debilu, bo na innych nie mogą, tak?
7502:  KMM - No więc to co mieli zrobić, tak?
7504:  KMM - Jeżeli by wszędzie można było, to jedna osoba by coś żarła o 11, druga o 11.
7509:  KMM - czterdzieści, trzecia o dwunastej pięćdziesiąt.
7511:  KMM - Ja na przykład jestem głodny o godzinie trzeciej dwadzieścia nad ranem.
7515:  KMM - Długo swoją drogą czekałem w swoim życiu, żeby móc wtedy jeść posiłek spokojnie, żeby nikt mi nie truł nad głową, że nie mogę, ale w końcu się doczekałem.
7523:  KMM - Więc każdy ma swoją porę jedzenia i picia, ale jeżeli chodzi o picie, to a propos od razu podrzuciłem, jeszcze raz pokazuję te badania, o których wspominała Ania i faktycznie jest tak, że wykazywano w badaniach empirycznych
7538:  KMM - Coś, co jest dla wszystkich oczywiste, że picie wody wpływa pozytywnie, ale tak, wpływa pozytywnie, więc mniejszym możemy stwierdzić, że streamowe memy związane z tym, żeby się nawodnić są bardziej korzystne dla zdrowia niż aktualne przynajmniej przepisy w szkołach, które są nielegalne pod tym względem.
7559:  KMM - I jeszcze jest to pytanie o zamykanie drzwi.
7562:  KMM - Wydaje mi się, że zamykanie drzwi ewakuacyjnych to w ogóle nie ma co na ten temat dyskutować.
7566:  KMM - Nie.
7567:  RS - Jeszcze patrzcie, jeszcze patrzcie na to, że nawet, nawet na maturze można mieć wodę.
7572:  RS - Co prawda, co prawda tam jest, też tam jest drugi absurd, bo tam są chyba, pojemność butelki chyba jest podana, jaką można mieć na maturze i że ona musi stać na podłodze.
7583:  RS - Ale, ale nawet na maturze można pić wodę, a wcześniej nie.
7586:  RS - To w ogóle, to też może być takie szokujące, że przez cztery lata nie mogliśmy pić na lekcji, nagle wchodzimy na maturze i możemy pić.
7594:  RS - To może, może lepiej
7596:  RS - Nie wiem, nie pić na maturze, lepiej, bo to może być szokujące dla organizmu.
7600:  RS - Uważajcie na siebie.
7601:  RS - Ale ze drzwiami to ja nie rozumiem.
7603:  AD - No słuchajcie, bo to znowu jest cały czas o tym.
7609:  AD - Dorośli, zresztą nie przytoczę tej uwagi,
7613:  AD - jednej z młodych osób, z którymi ostatnio mieliśmy warsztaty, ale dorośli siedzą gdzieś tam wysoko, wymyślają jakieś rzeczy, które są w ogóle po nic i o niczym i których młodzi w ogóle nawet nie potrzebują i oni by nawet nie wpadli na coś takiego, ale że coś takiego się pojawia, no to pojawia się też automatycznie taki bunt, nie?
7635:  RS - Przytocz, to jest dobre.
7636:  AD - Że chcemy wyjść temu, no...
7640:  AD - Skoro też takiego wymyślili, no to my tego nie chcemy i będziemy robić wszystko na przekór temu.
7647:  AD - Po co te niektóre zasady są?
7650:  AD - Po co to robić?
7651:  AD - Kiedy możemy rzeczywiście na samym początku, przy tym słynnym kontrakcie, umówić się na pewne rzeczy i się do nich stosować.
7662:  AD - I pozbawiamy siebie właśnie tej pracy i roboty i tego problemu samemu.
7670:  AD - Też te systemy punktowe oceniania.
7672:  AD - Dla mnie to jest w ogóle jakiś dramat, ale to osobny trzeba byłby odcinek ten poświęcony zrobić.
7680:  AD - Zanotowałem.
7682:  AD - Jak to uczy wychowania?
7683:  AD - Czego to uczy?
7684:  AD - Jakie to jest wychowanie?
7687:  RS - Przecież Ania anegdoty.
7688:  AD - Ale ja zapomniałam do końca.
7690:  RS - To chodziło o to, to ja powiem tak.
7692:  RS - Chodziło o to, że rozmawialiśmy właśnie znowu z uczniami o strojach i to chodziło o kuszenie strojem, tak?
7700:  RS - To chodziło tak, że dziewczynki, że dziewczynki, to opowiadała nam uczennica, taka starsza, ale opowiadała, że to się rozgrywało w klasie drugiej bądź trzeciej, że dziewczynki, podstawówki, że dziewczynki powinny nosić dłuższe spodniczki, ponieważ, nie, koszulki, że zakrywające ramiona, ponieważ te ramiona w jakiś sposób kuszą tych chłopców.
7722:  RS - To są ośmioletnie dzieci.
7726:  RS - Warto to podkreślić.
7729:  RS - I teraz kto widzi w tym strojach tak naprawdę jakąś lubieżność czy jakieś kuszenie?
7736:  RS - I ta dziewczyna nam powiedziała bardzo taką traftą, krótką uwagę, że to siedzą jakieś stare dziady, siedzą jakieś stare, nie dziady, użyła chyba słowa z boki, że to siedzą jakieś stare z boki i wymyślają sobie po prostu takie problemy, które potem wmawiają,
7756:  RS - Mają oni to dzieciom.
7758:  RS - Dzieci nie widzą, dzieci widzą po prostu dziewczynę, która ma, nie wiem, koszulkę z krótkim rękawem, z długim i tak dalej.
7764:  RS - Ten nie ma w ogóle tego.
7766:  KMM - Ale wiecie, to jest o tyle poważne, że właśnie to jest precyzyjnie ten moment,
7772:  KMM - ten, kiedy ludzie uczą się tej argumentacji, tak?
7775:  KMM - I później jak są dyskusje na temat molestowania seksualnego albo gwałtów, to jest dokładnie kalka tego argumentu.
7782:  KMM - Więc jeżeli coś takiego trafia do jakichkolwiek zapisów albo jest oficjalnie przekazywane w szkołach, no wsiąka to za młodu, tak?
7790:  KMM - Czym skorupka za młodu nasiąknie, tym na starość cuchnie, tak?
7793:  KMM - Albo w wersji Stanisława Lema, tym dupa cuchnie.
7797:  KMM - Naprawdę, jak nie wierzycie, to sprawdźcie w dyktandach.
7800:  KMM - Bardzo lubię dyktanda Lema.
7802:  KMM - I...
7803:  KMM - Przeraża mnie to, że my się musimy później z tym argumentem w ogóle obnosić jakkolwiek.
7809:  KMM - To znaczy on jest uznawany za argument, a to jest argument tymczasem, który powinien kończyć dyskusję.
7816:  KMM - Nie ma kontrargumentu na coś takiego.
7818:  KMM - No to jest skandal, bzdura, szowinizm męski potwornej skali, dyskryminacja genderowa i jeszcze w dodatku usprawiedliwianie przestępstw.
7831:  KMM - Wszystko mamy w pakiecie.
7833:  KMM - Victim blaming, tak jak Pusia pisze zresztą na czacie.
7835:  KMM - Strasznie smutne to jest, co przytoczyliście.
7838:  RS - Tak, tak, to jest smutne.
7841:  KMM - No i widzicie, i to pokazuje, że ta dyskusja, którą cały czas toczymy, właśnie stawia niebezpieczne precedensy, prawda?
7847:  KMM - No bo przez to, że reguluje w ogóle ubiór,
7850:  KMM - to stwarza podstawę prawną, żeby właśnie znajdować sobie nowe przypadki różnego rodzaju, które będziemy mieli.
7856:  KMM - No i tak jak mówię, no wyobraźmy sobie... Zresztą nie musimy sobie wyobrażać, bo dostajemy bez przerwy tego rodzaju doniesienia od studentów i od uczniów, że ktoś przechodzi na przykład przez korektę płci i ma problem potem, tak?
7874:  KMM - I musi się ukrywać.
7877:  KMM - Oczywiście nie mogę rzucać nazwiskami czy przypadkami konkretnymi, ale znam takie historie ludzi, którzy na przykład musieli na obronę przyjście grając kogoś, kim już nie są.
7891:  KMM - Bardzo się przyjmuję takimi rzeczami.
7893:  S05 - No bo to jest straszne tutaj.
7896:  S05 - Trudno to komentować, tak naprawdę.
7897:  S05 - Na brak słów po prostu.
7899:  KMM - Zresztą Daisetsu Bushido pisze, mam nadzieję, że nie zarżnąłem kompletnie twojego japońskiego miana, czy znam przypadki dyskryminacji płodziowej szkolnej, to właśnie jest jeden z nich.
7911:  KMM - W mojej podstawówce wyremontowali tylko damską łazienkę, były akcje, to wzywano tylko chłopców.
7916:  KMM - No to to jest w drugą stronę, prawda?
7918:  KMM - Z kolei wajcha przeniesiona.
7920:  KMM - Ja to rzeczywiście pamiętam, to znaczy...
7922:  KMM - W toaletach dla dziewcząt zmieniano mydło, natomiast w toaleciach dla chłopców w mojej cudownej szkole podstawowej, która nawiasem mówiąc była wtedy najlepsza w Krakowie, więc strach myśleć co w innych, no w dozowniku na mydło mogłem liczyć w najlepszym przypadku na ślinę starszych kolegów, ale to był najlepszy przypadek.
7937:  KMM - Nigdy nie sprawdziłem, co było w najgorszym.
7941:  AD - Ale jakby to jest też cały czas o tym, że jeżeli wydarzają się jakieś rzeczy, czy sytuacje trudne, czy...
7949:  AD - na takie, których nie chcielibyśmy, żeby się wydarzały, no to co robimy?
7953:  AD - trzeba zapisać, żeby tak nie robili, no to żeby tak nie robili, to im tutaj zapiszemy, że za to jest 100 i minus 500 punktów, ale jak przyniesiesz 150 kilogramów nakrętek, to ci się wszystkie i tak wyzerują.
7967:  AD - Więc zamiast o tym rozmawiać, zamiast o tym dyskutować, zamiast właśnie uzasadniać, dlaczego tak nie, dlaczego tak sobie nie robimy,
7980:  AD - bo są pewne umowy społeczne, bo my ludzie właśnie się na pewne rzeczy umawiamy i obowiązują pewne zasady i one też obowiązują tutaj.
7990:  AD - Nie, lepiej jest po prostu zrobić zakaz, nakaz, łatwiej, wygodniej.
7995:  KMM - Na pytanie Sadrego już odpowiadaliśmy, to znaczy szkoła nie ma prawa ingerować w to, co się robi prywatnie w mediach społecznościowych, tak długo jak długo nie jest to penalizowalne.
8006:  KMM - Jeżeli chodzi natomiast o pytanie Iljen Ladeliv, jest bardziej złożone.
8011:  KMM - W jakim zakresie statuty szkolne promują i czy w ogóle to robią organizacje dodatkowych zajęć, nie tylko pogłębiających wiedzę z materiału do nauczania?
8018:  KMM - ile oferujący dodatkowo chodzi np.
8019:  KMM - o dyskusyjne kluby filmowe, które w wielu przypadkach są dla uczniów jedyną opcją szerszego współczesnego poznawania kultury na terenie szkoły.
8026:  KMM - I czy szkoła ma obowiązek organizacji powrotu do domu uczniom, którzy chcą skorzystać z takich zajęć?
8030:  KMM - Zwykle są organizowane poza godzinami lekcyjnymi, trwają długo i uczniowie muszą samodzielnie wracać, płacąc dodatkowo za przejazdy.
8037:  KMM - Złożony przypadek.
8040:  RS - Bardzo.
8041:  RS - Moim zdaniem indywidualnie trzeba to... Ja nie wiem, czy w ogóle w statu się reguluje takie rzeczy.
8045:  RS - Tak.
8048:  AD - jakby statut to jest tylko ta sama esencja, sam fundament tego, zresztą jest to określone też w aktach prawa, co w tym statucie ma się zawierać, co on, dokładnie do czego ma się odnosić i tam nie ma wszystkich kwestii, jakby no to jest kwestia, która dzieje się w szkole, ale nie jest
8068:  AD - ona obowiązkowo do uregulowania w statucie, tak, więc myślę, że poza tym też, jeżeli to są zajęcia dobrowolne, dodatkowe, pozalekcyjne, no to to, że my w nich uczestniczymy, no to to jest nasza wola, chcemy, więc ponosimy koszty, musimy brać pod uwagę, że będziemy musieli się jakoś wrócić do domu, czy też jakoś na te zajęcia dostać.
8095:  KMM - Następnie, to jest pytanie prawne już do Was, to znaczy czy zawiadomienia do prokuratury, pytanie od Dawida Wojackiego, czy pozwy, czy wszystkiego innego rodzaju rzeczy, które dorosły człowiek, absolwent może robić...
8110:  KMM - są skuteczne, czy są ścieżką, którą promujecie, wspieracie, czy uważacie może, że właśnie, bo zaczęliście od tego, że wpierw trzeba porozmawiać i próbować dochodzić do dialogu, no ale co wtedy, jeżeli właśnie nie ma takiej woli dialogu i nawet rodzic jest spuszczany po brzytwie i nie może nic skórać.
8128:  KMM - Czy to w ogóle ma szansę powodzenia?
8131:  AD - No więc jak najbardziej trzeba wtedy interweniować dalej i wyżej.
8134:  AD - Jeżeli nie czujemy się w kompetencji, na siłach, nie mamy wiedzy, żeby robić to samo, są organizacje, które pomagają i się tym zajmują.
8145:  AD - Na przykład Umarłe Statuty, na przykład Fundacja Godność w Szkole.
8152:  AD - Także...
8153:  AD - Można też współpracować z innymi podmiotami w tym zakresie, ale jak najbardziej jest to ścieżka, jeżeli nic innego nie działa, to podejmujemy dalszą ścieżkę interwencji.
8163:  AD - Czy to skarga do kuratora, czy jeżeli to dotyczy innych rzeczy, bo tutaj były też wymienione prokuratura,
8174:  RS - Jak najbardziej, jeżeli są sprawy, które wymagają takich interwencji, no to... Oczywiście, bo jak się pojawia słowo prokuratura, no to już mi się kojarzy bardzo, bardzo wysoko i to, jeżeli się działają sprawy kryminalne, no to nawet ten dyrektor, czy ktokolwiek inny, no to już nawet nie są jego kompetencje prokuratorskie, no nie wiemy tak naprawdę o co chodzi.
8196:  KMM - Tak, no bo też trzeba znać kazus, ale rozumiem, że jest to ścieżka, która jest skuteczna w takich przypadkach.
