🔴 Największy koszmar Niedomaga Iamnixa — ELDEN RING: SHADOW OF THE ERDTREE Livestream #6
🔗 https://www.youtube.com/watch?v=X80bC_wf5vI

34:  Iście.
12157:  No dobra, spróbujmy tędy w takim razie.
12163:  Pinałowy boss jest najbardziej nieuczciwym bossem w historyi FromSoftu.
12166:  Ja myślę, że do czasu, jak tam dotrzemy, to oni go znerwią, wiecie?
12171:  Spróbujmy sobie tutaj umieścić znacznik.
12173:  Nie.
12178:  Od walki ze smokiem, czyli stąd, tak?
12182:  A może, może nie stąd.
12183:  Czekajcie, zobaczmy wszystkie opcje.
12191:  Oj, chyba tędy, chyba tędy.
12193:  Tak, tak, tędy, tędy.
12195:  Good.
12197:  Już został znerfiony?
12198:  To drugi raz go znerfią.
12205:  Aaa... Ja tu byłem.
12206:  Ja kojarzę tę dolinę.
12208:  Oj tak, ja tu byłem.
12213:  To jest szalony, szalony przeciwnik.
12215:  Widzicie, jakie to ma zdrowie?
12229:  A ślicznie kapcia tutaj.
12230:  W ogóle gra jest śliczna.
12233:  To jest właśnie klasyczny przykład tego, jak warto jest odróżniać światotwórstwo od level designu, czyli architektury poziomów.
12242:  Architektura poziomów sobie, nie?
12245:  Że chyba cały czas tamtędy, a światotwórstwo sobie.
12250:  Dlaczego w języku polskim używa się gdzie z czasownikami związanymi z ruchem?
12253:  Gdzie idziesz zamiast dokąd idziesz?
12258:  Wydaje mi się, że to jest po prostu kwestia tego, że Uzus to zaakceptował w którymś momencie, czyli to jak ludzie mówili, bo rzeczywiście normatywnie byłoby dokąd.
12274:  Okej, nie mogę teraz włączać mapy, więc muszę się zdać na to, żeby iść na pałę.
12280:  Piłem w spale, spałem w pile i to jak na razie tyle.
12284:  No nie no, zobaczcie no.
12286:  Czemu tu są jakieś duchowe miecze?
12292:  No i co?
12293:  Dotarłem do miejsca, w którym mogę już tylko walczyć z wrogami.
12303:  Nie będzie jakoś przesadnie trudne, bo oni się tylko drą i giną.
12309:  To jest dr Dre.
12313:  Ile brakuje do levelu?
12315:  Tylko 300 tysięcy.
12320:  No dobra.
12322:  Czyli to jest tutaj.
12326:  Czyli teoretycznie tu?
12332:  Aha.
12333:  Tu, gdzie jest wielka ściana i nic nie widać.
12338:  Są dwie osobne doliny.
12342:  Do obu od plaży docierasz.
12344:  Czyli to jest jedna dolina i to jest zła dolina.
12348:  A ja mam być w tej dolinie prawdopodobnie.
12350:  Czyli muszę się znowu cofnąć.
12353:  Który level?
12355:  Zaraz wam powiem.
12356:  Znaczy tutaj to nie ma za bardzo znaczenia.
12359:  Trzeba podwójnie.
12360:  Dwunasty ostrodrzewa, piąty tego i sto dziewięćdziesiąty ósmy poziom run.
12368:  Gdzie idziesz w mijach?
12370:  Co pan do chłopa by powiedział?
12372:  A dokąd idziesz w mijach, by równy równego pytał?
12374:  W ten sposób.
12377:  Myślę, że wszystkie bossy bronie z nerfią, a bossy będą miały... bossowie będą mieć buffa.
12381:  To jest możliwe.
12384:  Pamiętam, że stąd spieprzałem ile sił w koślawych pęcinach z uwagi na... właśnie z uwagi na to.
12392:  Ponieważ jak wiadomo, jeżeli czegoś brakuje bardzo, niesamowicie bardzo w Elden Ringu, to brakuje tego rodzaju zaklęć obszarowych, które nie będą do uniknięcia na koniu i które zawsze, za każdym razem, bez najmniejszego problemu będą was z tegoż konia ściągać.
12407:  To ważne, żeby było dużo takich zaklęć, jak najwięcej.
12417:  Najgorsze z tym wszystkim to, że ten uniknie, który jeden jedyny jaki macie na koniu nie działa.
12425:  Więc rozwiązanie jest takie, żeby to was po prostu nie trafiło.
12431:  Ale jak już zobaczą was przeciwnicy, łoboziu.
12437:  To niedobrze.
12437:  Teraz nie mogę sprawdzić mapy, ponieważ ścigają mnie wrogowie, więc nie wiem, gdzie jest miejsce, gdzie miałem skręcić.
12447:  Chyba jeszcze dalej.
12450:  Dobra, chyba tędy.
12451:  To jest to właśnie, co wam mówię, że drażni mnie strasznie takie pozbawienie gracza możliwości taktycznych.
12459:  Że okej, zauważyłem, że jest atak.
12461:  Dobra, dobra, to co robię?
12462:  Unikam go, nie?
12463:  Nie.
12466:  W angielskim when's też jest zapomniane na rzecz where.
12469:  From whence you came, tak?
12473:  Skądś się spuścił.
12476:  Co?
12479:  Dobra, chyba tutaj jest dolinka.
12485:  Tak, a tu walczyliśmy ze smokiem.
12488:  Ej, tu jest łasunia?
12490:  O Boże, drogi.
12492:  Nawet odblokowana.
12501:  Tak.
12509:  No tak, to jest nowa lokacja To jest zdecydowanie nowa lokacja, dawno z nim nie walczyliśmy Księżycowe ostrze Majuli Niestety, jak człowiek musi kasznąć, no to
12542:  Ta łaska nie była odblokowana?
12544:  Przecież była na mapie.
12548:  Co wy mówicie?
12551:  Rany boskie... No i to mam na myśli mówiąc o beznadziejna mapa wielopoziomowa.
12560:  Właśnie to.
12567:  Co jest ważniejsze, mapa ładna czy czytelna?
12569:  Why not both?
12573:  Wprowadzasz warstwy mapy, już jest czytelna.
12579:  Na kompasie wprowadzasz oznaczenia w postaci strzałek, już jest jasne.
12586:  Strzałka do góry, obiekt, do którego zdążasz, jest na górze.
12590:  Strzałka w dół, obiekt, do którego zdążasz, jest na dole.
12594:  Proste.
12600:  YouTuber TheRussianBadger wyprodukował i spopularyzował wśród fanów słowo Wermst, które ma pytać o istotę, powód, lokację i sposób wykonywania danej czynności.
12611:  Czyli oficjalnie mamy jedną rzecz, którą stworzyli dla cywilizacji Rosjanie.
12616:  Pożyteczną.
12617:  Cała reszta niestety nie jest pożyteczna.
12622:  Dobra, idziemy.
12626:  Znowu rodzi się pytanie, czemu tak często jest to zrypane, skoro jest proste.
12630:  Szczerze mówiąc, nie wiem.
12632:  Ja zawsze uważałem, że to jest dlatego, że to jest lenistwo.
12635:  Albo, że projektanci gier nie mają czasu ogrywać różnych gier i autentycznie znają mniej tytułów niż przeciętny gracz albo recenzent.
12642:  No dobrze, przeciętny gracz.
12644:  Recenzenci się zamykają na jeden gatunek i to jest problem straszny.
12659:  Tak, zapomniałem, że łatwiej się go unika w ten sposób.
12666:  A może nie, muszę się znowu przyzwyczaić.
12673:  Raz, dwa, trzy.
12679:  Raz, dwa, trzy.
12683:  Stamina się kończy.
12688:  No co jest?
12717:  Au!
12720:  Konik ma pecha, moi drodzy. ...
12775:  Dobra, jest.
12779:  Porobiony.
12782:  Zielona ukryta łza i oblicze pieca.
12785:  Oczywiście zero run za niego jest, wiadoma sprawa.
12789:  Po wmieszaniu do eliksiru eliminuje zużycie energii.
12792:  Czy to jest podstaminę, moi drodzy?
12799:  Jezus, wszystko zużyliśmy na niego.
12801:  Nawet nam nie zregenerowało... Wiecie, to jest głupie, że nawet nam nie zregenerowało za niego, mimo że jesteśmy w otwartym świecie, flaszek.
12809:  Smutne.
12813:  Wyglądam bliźniaczo podobnie do Blue Hawka z The Boys?
12819:  Po pierwsze, jeżeli sprawdzę w tym momencie, to zostanę zabity.
12825:  Więc muszę się oddalić w jakieś miejsce, które powiedzmy uznam za bezpieczne.
12830:  Ale chyba żadne takie nie jest.
12836:  Blue Hawk?
12837:  W ogóle nie pamiętam tej postaci.
12851:  Chyba pomyliłeś sobie z Doctor Disrespectem.
12860:  To po pierwsze.
12862:  Po drugie, Doctor Disrespect ostatnio nie ma zbyt dobrej prasy.
12866:  Bo wyszło z jakiego powodu był planowany na Twitchu.
12872:  Więc on pasuje do postaci Blue Hawka podwójnie.
12880:  Ależ oczywiście, że będziemy mieli wirującą kulę śmierci.
12884:  Czy chcecie mi powiedzieć, że nie ma nic więcej w tej lokacji?
12887:  Bo jeżeli tak, to ja się bardzo pogniewam.
12893:  Czy to jest moment, kiedy zaczynam się bardzo gniewać?
12897:  Cmentarna Równina My Ass?
12901:  Tu nic więcej nie ma?
12905:  Nie no, przepraszam najmo... Nie, nie, nie, nie, nie, nie, nie, nie.
12908:  To jest niemożliwe.
12909:  Tu musi być jakiś dungeon.
12911:  Łaska, cokolwiek.
12917:  Jechać w górę rzeki.
12919:  Chętnie bym sprawdził, problem polega na tym... Wiecie, na czym polega problem.
12924:  Że tutaj mnie wszyscy atakują.
12927:  I nawet nie wiem, gdzie jest góra rzeki.
12932:  Założę, że tu jest dół rzeki.
12934:  Czy tam nie ma łasuni czasem po drugiej stronie?
12939:  Byłoby to sensowne.
12942:  Nie jest łasunia.
12946:  Już to przypomina, że wygląda nie domagaj amniksa.
12948:  I to jest właściwa odpowiedź.
12949:  Niestety nie domagaj amniks jest bardzo oddalony od nas.
12953:  Więc tak, góra rzeki.
12955:  Założę, że tutaj.
12961:  Gdzie jest...
12968:  Tutaj ktoś stwierdził wcześniej trafnie, że DLC jest skupione na bossach generalnie i przykre.
12973:  Znaczy, dla mnie jest przykre strasznie to, że tutaj autentycznie nie ma contentu.
12977:  I nie wiem, dlaczego nikt na to nie zwrócił uwagi dotąd.
12979:  Ktoś na to zwrócił uwagę, moi drodzy, jak ktoś z recenzentów, ktoś powiedział, ej, w tym DLC-ku nie ma contentu.
12990:  Czy wszyscy tkórzliwie mówili, że znakomite, bo nie chcieli usłyszeć git-gut od fanów?
12998:  Ciekawość mnie bierze.
13000:  Kiszak zwrócił uwagę, że jest pusty.
13002:  No tak, ale Kiszak nie pierdoli się w tańcu, tak?
13004:  Znaczy powie co mu się żywnie podoba.
13007:  I słusznie.
13011:  No moi drodzy.
13015:  Nie wiem jak wy, ale ja mam absolutnie jedno skojarzenie.
13042:  I don't know what the words really are.
13046:  It's okay.
13048:  We'll make them up.
13050:  We'll make them up.
13052:  I don't know what you are saying, but it's fun to say it anyway.
13057:  I don't know what you are saying, but it's fun to say it anyway.
13062:  Czy chodziło mi o to, że ta skała wygląda jak w Lion King?
13068:  I w zasadzie tyle.
13073:  Coś tam jest?
13073:  Pytanie gdzie?
13075:  A tu!
13079:  Boże, bym nie zauważył tego.
13082:  Hmm.
13129:  Chciałbym, żeby była lornetka.
13132:  Lornetka była tak OP w jedynce.
13134:  W desach jeden znaczy.
13139:  A i tutaj woda mnie nie zabija.
13141:  To jest interesujące.
13148:  Otóż jest to dzwonek kulisty sprzedawcy grzybów.
13151:  Ja myślałem, że to był materiał do levelowania na ten przykład, ale nie.
13156:  Mapa pusta, ale tak lore'owo i światotwórczo.
13158:  No tak!
13159:  No to znaczy, co tutaj masz?
13160:  To znaczy, tu nie masz tak zwanego environmental storytelling, czyli narracji środowiskowej, która opowiedziałaby ci historię tego miejsca.
13167:  No bo, no musisz mieć na jakimś etapie jakiś, nie wiem, nagrobek, na którym coś jest napisane, jakąś tabliczkę, manuskrypt, który znalazłeś.
13177:  Czy manuskrypt to jest zwój zapisany przez Manusa?
13185:  The deepest of lore!
13195:  Ja... Czyli ja się spodz... Ja... Nie, nie, ja się nie spodziewam.
13201:  Ja oczekuję, że Vaat i Vidya zrobią ten film.
13205:  Nie przez Anusa!
13210:  O Boże...
13215:  Teraz w końcu dziura na południu mapy.
13216:  No ale co?
13217:  Chcecie mi powiedzieć, że tutaj nic więcej nie ma?
13220:  Czy to jest niemożliwe?
13223:  Musi coś tu jeszcze być.
13227:  Musi!
13229:  Patrzcie.
13230:  Na pewno tu coś jest.
13232:  Na pewno tu coś jest.
13234:  Nie może być tak pusto.
13243:  Nie no, tu jest tak pusto.
13246:  Ale to jest smutne Po skach do góry Wiesz no, to jeszcze trzeba móc Eeeem
13277:  Okej.
13280:  Prosto nie jest, ale dyłabu.
13283:  Dobra, dobra, dobra, dobra.
13285:  Da się, da się.
13291:  Jezus, to się źle skończy.
13301:  To się źle skończyło.
13309:  O mój Boże!
13316:  Czy nie?
13316:  No naprawdę?
13321:  Tam w stronie, gdzie płynie woda jest wielki piec, no ale ja ten wielki piec już zniszczyłem.
13326:  To była najbardziej interesująca rzecz, która się stała w tej pustej lokacji.
13330:  Przestań przeskakiwać za daleko!
13332:  Zabroniłem ci!
13337:  No przecież on ma, on ma większy skok, niż jest ta skała, no.
13343:  I to jest w mojej mini właśnie spaprany level design.
13354:  Nie wierzę.
13359:  Jezus Maria.
13363:  No, warto było.
13368:  Nieodkryte łasunia.
13371:  Czyli jednak.
13374:  Czyli jednak.
13376:  Czy ten typ chce z nami rozmawiać?
13381:  Kiedyś powiedziano mi, że trumna może zabrać pasażera w podróż do aksamitnego ciemno-fioletowego ogrodu.
13390:  Aha.
13393:  Ale tu nie ma trumny.
13395:  Myśmy już raz władowali się do trumny.
13399:  Znaczy myśmy wiele razy się władowali do trumny.
13405:  To jest wyjście z lokacji?
13413:  Znaczy ja nie byłem nigdy tutaj.
13416:  Pod mapą w sensie.
13419:  I naprawdę bym bardzo chciał mieć mapę tego miejsca.
13433:  Jezus Maria, czy wy to widzicie?
13439:  Znaczy ja nie chcę być teraz bardzo brutalny, ale tak wyglądają wodospady w Genshin Impact.
13449:  Dosłownie.
13453:  Przypominam, że Genshin Impact jest grą mobilną, działa na telefonach.
13461:  Na końcu tej rozpadliny jest dungeon.
13463:  O!
13464:  O!
13465:  To jest wiadomość.
13468:  Jest jeden zasadniczy problem.
13470:  Nie wiem, gdzie jest koniec rozpadliny.
13473:  Wiecie dlaczego?
13474:  Bo nie mam mapy.
13486:  Tutaj!
13489:  Eeeem...
13492:  Aha.
13496:  Czyli że mam to zata przeskoczyć?
13503:  I jak?
13505:  Powinienem być troszeczkę wyżej jeszcze.
13507:  Właśnie, się nie za bardzo da.
13509:  Znaczy słowo daje na tym etapie prostsze byłoby naprawienie wszystkich fortet czarnego kamienia w 43. milenium.
13521:  Tak, ale tam ewidentnie się idzie.
13526:  Północny kraj jest w rozpadlinie.
13527:  No tak, ale ja cały czas staram się iść u haca na północ, tylko jest jeden zasadniczy problem.
13532:  Nie wiem jak.
13536:  To jest problem z tą mapą, tak?
13538:  Ty wiesz, gdzie chcesz iść, ale nie możesz.
13540:  Dobrze, tu jeszcze jest coś, co przypomina lepsze wejście.
13544:  Dobra, jest.
13545:  Boże, drogi.
13549:  No, znalezienie tego proste nie jest.
13554:  Okej, okej, okej, okej.
13555:  Jesteśmy, jesteśmy.
13558:  A zatem... Widzicie?
13560:  Jest, jest, jest donjon.
13562:  Jest.
13564:  Donjon.
13567:  Piciu.
13571:  Unreal Engine 5 ma realistyczne symulacje cieczy, a twórcy w grze AAA dają animowaną teksturę, ale to nie jest zrobione na Unreal Engine 5.
13579:  To jest proprietary engine FromSoftu, który jest źródłem wielu problemów w tej gry.
13595:  Pamiętałem, że to się szybko zabija, żeby właśnie nas nie one-shotowało czymś takim.
13602:  Plus jest taki, że to już nie one-shotuje.
13609:  Okej.
13611:  Czyli zdobyliśmy ponure kamień kowalski, który się czasem przydaje, nie?
13615:  Nie jest tak, że jest jakiś beznadziejny.
13618:  Przydaje się, przydaje się.
13620:  Można dzięki niemu wylewelować wylewelowanego bohatera.
13624:  Wylewelować wylewelowanego levelomantę.
13627:  Czy wylewelowany levelomanta jest wylewelowanym levelomantą?
13631:  Jest.
13634:  Czy wylewelowanie wylewelowanego wylewelomanty sprawia, że wylewelowany wylewelomanta jest lepszy od wylewelowanego wylewelomanty?
13640:  Tak.
13643:  Czy nie umiem się wspiąć na te skały?
13645:  Również tak.
13649:  Czy jest to moja wina?
13650:  Ośmielę się stwierdzić, że nie do końca.
13657:  Jesus Christ, Jesus Christ, Jesus fucking Christ.
13660:  Jesus Christ, Jesus Christ.
13663:  Nie mogę tego systemu.
13668:  Dziękuję.
13670:  Dobra, dobra, dobra.
13671:  I teraz tak.
13672:  Teraz gdzie?
13673:  Poproszę lamp... Poproszę lampkę, powiedziałem lamp... LAMPKĘ POWI... LAMPKĘ POWIEDZIAŁEM!
13708:  Może jednak tędy.
13712:  Nie.
13712:  Musi być tędy.
13717:  No ja zejdę z koń.
13720:  Przed tobą skakanie.
13722:  No shit Sherlock.
13732:  No nie, no to jest za daleko.
13745:  Boże, jedno szacowanie tylko.
13749:  Ej, może w tę stronę?
13753:  No nic nie widzę, to też jest problem.
13755:  Jezus Maria, ta gra, ta gra!
13764:  Idziesz od tyłu do przodu, ale skąd mam wiedzieć jak tam dotrzeć i w inny sposób, nie?
13770:  Nie mam zielonego pojęcia.
13775:  Może tu?
13775:  Nie.
13779:  I tak ten nie przejdziesz, a którędy można przejść?
13800:  Tak?
13800:  Byliśmy?
13804:  Nie.
13806:  Jest taka mała półka na pół konia.
13808:  I no jestem tak blisko tego cholerstwa, nic nie widzę po prostu, bo w grze postanowił akurat się włączyć najdoskonalszy system, jak wiadomo, który istnieje, czyli system dnia i nocy.
13821:  Wok pierwszego dungeona z lawą jest przejście.
13823:  Nie wiem, gdzie jest pierwszy dungeon z lawą.
13828:  Jak widzicie, ja jestem uparty nie tylko przy walce z bossami.
13832:  Dobrze, no nic tutaj nie zrobię.
13834:  Pierwszy dungeon z lawą.
13835:  To była chyba Smocza Jama?
13838:  Nie mam zielonego pojęcia.
13846:  Być może to jest to.
13847:  Co mnie doprowadza do szału, to że ta lampka gaśnie.
13856:  Ale to jest prawda, posłuchaj, liczba takich bzdurek, które tutaj są, sprawia, że no boleśnie się gra w ten dodatek, no nie będę ukrywał.
13867:  Ja bym określił to DLC.
13870:  Niedorobione.
13872:  Ja teraz jestem wyżej, a nie niżej, no Jezus.
13890:  Te dungeony jakieś mają unikaty?
13892:  Znaczy tak, za każdym razem tam jest walka z bossem, no więc jeżeli to jest boss hunting, no to w sumie tak, musisz znaleźć wszystkie dungeony.
13905:  Moja boleść wynika głównie z tego, że byłem strasznie nachajpowany na tę grę i ja byłem równie zbolały przy pierwszym cyberpunku.
13919:  Dużo trzeba było, żeby ten ból przegnać z mojej twarzy.
13924:  Tak, domyśliłem się, że to jest po prostu ta kotlinka.
13929:  Czego kompletnie natomiast nie rozumiem, to dlaczego tego nie może być na mapie?
13934:  Znaczy kurde, no naprawdę.
13937:  I patrzcie, znowu jest taka przestrzeń, w której nic nie ma.
13944:  No tak, oprócz trujących kwiatków.
13947:  Czekajcie, tam coś jeszcze widzę po drugiej stronie.
13952:  A teraz za... No tak, to mnie tutaj nie było.
13958:  Mnie tutaj w ogóle nie było.
13960:  Jezu, jak ja miałem to znaleźć?
13966:  A tam jest na końcu coś ważnego chyba, jest jakaś chatynka.
13974:  Jezus.
13976:  No tak.
13979:  Tu coś jest.
13984:  Przepraszam.
13992:  Czemu, czemu podskok wygląda jak łajno?
14001:  To nie jest podskok.
14003:  Co to jest?!
14019:  Przed tobą łajno.
14025:  Musisz taki kopczyk kamieni znaleźć, bo blokuje podskok.
14027:  Aha.
14039:  Talizman grozy dostaliśmy.
14043:  Zwiększa moc magmy.
14045:  Ten podły smok zwał się Bailey.
14047:  Był straszliwym zjazd w stronę zniszczenia, który rzucił wyzwanie starożytnemu władcy smoków.
14050:  Proszę.
14051:  I obaj zostali ranni.
14054:  To jest, moi drodzy, nawiązanie do Placidus Axa.
14063:  Mówiliście, że tutaj trzeba znaleźć kopczyk.
14066:  Chyba to zrobiłem.
14073:  No, szczerze wam powiem, że bym nie wpadł na to.
14079:  Dziękuję za poradę.
14081:  Dla tych, którzy tego szukają, to jest w tym miejscu, nie przypuszczałbym.
14100:  No ale tu chyba nic już nowego nie ma, nie będę się wspinał tam gdzie byliśmy, bez sensu.
14107:  No i teraz tak.
14108:  Zawsze jest problem.
14112:  Z której strony można spadać, a z której nie.
14116:  I to jest tu.
14123:  O, się udało wylądować.
14126:  Tam jest dodatkowa łaska i skrzynka.
14129:  Czyli jednak... A tu mam jakąś łaskę?
14135:  Nie, chyba nie mam.
14141:  No dobra.
14146:  Faktycznie macie rację.
14148:  Jest tutaj następny skok.
14167:  Ej, racja.
14168:  Nie było nas tu.
14176:  Przygotowałem cztery postacie pod DLC i skończyłem je tylko raz, bo nie mam ochoty na szukanie tych fragmentów.
14181:  Mówiłem, że tak będzie!
14182:  Mówiłem!
14185:  Może to będzie jakiś boss?
14190:  Ej, ja wiem, gdzie ja jestem.
14197:  Wiecie?
14198:  Tutaj, w tym, w tej wieżyczce była walka, którą toczyliśmy.
14208:  Jup!
14210:  Tam jest łasunia numer dwa.
14212:  Czyli... Okej, jest jeszcze drabina.
14217:  Czy byłem w rynsztoku pod tym fortem?
14220:  Chyba nie.
14223:  Nie wiedziałem, iż jest.
14225:  No dobrze, jest nagroda.
14229:  Spierniczaj mi z kamieniem kowalskim, daj mi materiały jakieś dobre, daj mi coś w DLC, nie chcę kamienia jakiegoś durnego.
14238:  Mam kamienie w nerkach, nie chcę innych.
14248:  Czy mogę stąd po prostu wyskoczyć?
14257:  Tuż nie.
14261:  W ten sposób można ominąć Relana i pójść do Mesmera od razu?
14265:  To ciekawe.
14272:  Czyli tak, czyli ja się stąd nie mogę wycofać.
14276:  No po prostu doskonałe.
14281:  No, no świetnie.
14284:  No to w takim razie, moi drodzy, no kiepska sprawa.
14289:  Możemy spróbować pójść do tego Rynsztoku w sumie.
14294:  Bo nie pamiętam dali Bóg czy tutaj byłem.
14318:  Dobra, tu jest jakaś drabinka.
14323:  Chyba nie wyeksplorowałem tego, tego fortu.
14331:  Może wyeksplorowałem, tylko nie pamiętam.
14336:  Czy można zdobyć rant przedmiotu z podpisem tak, żeby się nie mogli do niej podczepić?
14339:  A po, a po co ci ten podpis, Victor Winter?
14343:  Wiesz, mnie, mnie, mnie to, mnie ta odwaga cywilna dała tylko tyle, że później ludzie mieli asum ddoń...
14352:  uprzykrzaniami życia.
14360:  Wybierz zawsze opcję, która daje ci najmniej, stwarza najmniej zagrożenia dla ciebie.
14365:  Bądź egoistą.
14370:  No dobrze, więc jeżeli tu jest przejście gdziekolwiek do Rynsztoka, to nie wiem gdzie.
14375:  Bo to jest... Chyba, że tu jest gdzieś...
14381:  ukryte przejście.
14384:  Ale szczerze?
14387:  Nie wydaje mi się... Chyba to są te zielone bagna, z których przyszedłem, tak?
14392:  No coś mi się właśnie wydaje, że... że raczej byłem.
14396:  Dobra, ale czy ja się jestem w stanie tutaj przenieść?
14399:  Nie, podzielone wodospady są w innej lokacji.
14401:  Jezus Maria, czy ja muszę tu jeszcze raz jechać?
14411:  Moja dziewczyna walczy właśnie z dzikojeźdźcą.
14414:  Ból, cierpienie.
14415:  Kaznow, spowiedz jej, żeby się trzymała, że moc jamników jest z nią.
14420:  Że jamniki są groźne.
14422:  Jak wiadomo, moi drodzy, bowiem ja potrzebuję tutaj rekwizytu.
14436:  Hmm.
14439:  O!
14452:  Dobrze, znalazłem chyba.
14457:  Jest imem.
14470:  Czego szukamy?
14470:  Przejścia, jak zawsze.
14474:  Możesz przyjechać dookoła zamku od łaski.
14477:  Bardzo możliwe.
14478:  Ale teraz jadę w innym kierunku.
14488:  Czy z trzemo produkcji polsko-hindusko-francusko-brytyjsko-litewskie?
14492:  Jezus, już się boję.
14493:  Quo vadis Miecz Miłości na Unreal Engine 5.
14496:  Animacja.
14497:  A, to chyba Solona, tak mi się wydaje, to zamieszczała w Agencji ASK Pistycznej, link w opisie oczywiście.
14506:  Tak mi się przynajmniej wydaje.
14509:  Jeszcze nie obczaiłem, ponieważ szczerze, czekam aż się sesja skończy, bo się za bardzo zdenerwuję.
14515:  Szukamy łajna, otóż to.
14519:  Ale wiecie, powiem wam tak.
14522:  No, ktokolwiek twierdzi, że ten dodatek jest pusty, naprawdę ma rację.
14525:  Chciałem, żeby było inaczej.
14528:  Kopium, kopium.
14530:  Ale... No ale niestety, on jest pusto.
14538:  Wiecie, co sobie zrobimy?
14539:  Jak skończę dodatek, to odpalę nową grę plus Weldenringu i porównamy sobie.
14545:  Dosłownie porównamy sobie eksplorację wtedy.
14548:  No dobra, zobaczcie, to jest znowu jakieś nowe miejsce.
14555:  Ale to jest tak gigantyczny obszar, że trudno dociec nawet, gdzie my się znaleźliśmy.
14563:  Okej, ale tam nas na pewno nie było.
14572:  No jest ze dwóch przeciwników na lokację, dokładnie.
14576:  A zobaczcie, jakie to są połacie gigantyczne.
14578:  To jest zupełnie tak, jakby ktoś przejął się takimi zdaniami recenzentów, które często są, że gra jest na 60 godzin.
14585:  Ile?!
14588:  Od kiedy myśmy zaczęli mierzyć jakość gry lub jakość dodatku tym, na ile jest godzin?
14594:  Nie powinniśmy raczej mówić, jaki jest fun w grze, jakie są mechaniki nowe, jakie są bronie, jakie są klasy, jakie są buildy, cokolwiek, nie?
14608:  Na razie wygląda jak symulator jury krakowsko-częstochowskiej, pisze Onufry.
14612:  Trochę tak jest.
14613:  Niby zapomniałem, co miałem robić.
14615:  Miałem szukać dungeonu, moi drodzy.
14617:  Ale nie wiem, gdzie on jest.
14618:  A wiecie, dlaczego nie wiem, gdzie on jest?
14620:  A już wam wyjaśniam, dlaczego nie wiem, gdzie on jest.
14622:  Ponieważ nie mogę włączyć mapy.
14623:  A wiecie, dlaczego nie mogę włączyć mapy?
14625:  Ponieważ są wszędzie wrogowie.
14627:  Bardzo mali wrogowie.
14628:  Tacy denerwujący wrogowie.
14629:  O, mówisz, mogę.
14632:  Więc ten dungeon był gdzieś tu?
14636:  Tu?
14637:  Chyba tu.
14638:  Tak na oko.
14641:  Więc to jest w tę stronę.
14644:  Ja się Prexus dobrze bawię, bo lubię magów, wiesz?
14647:  Gdybym ja tutaj miał latać jako miecznik, to już bym przestał grać.
14651:  Dawno.
14652:  Albo gdyby zaklęcia były tak beznadziejnie zaprojektowane jak w Dragon's Dogma.
14657:  No to tak, no to wtedy co innego.
14660:  Chyba tędy, wiecie?
14662:  Musimy się tutaj przedostać jakoś.
14666:  W dół.
14669:  Chyba się tak... Chyba się da?
14676:  O. A tu nas na pewno nie było.
14686:  Aaaah!
14688:  No i nie!
14693:  No patrzcie, tutaj jest śmierć.
14695:  Tu nas czeka śmierć.
14699:  Nie wiem, jak dotrzesz do tego miejsca.
14708:  Tutaj w dole cały czas?
14713:  Mam pojęcie.
14715:  No tam nic nie ma, absolutnie.
14718:  Czyli porada... Czy walczyłeś z Rycerzem Zgnizny?
14720:  Nawet nie wiem, gdzie on jest, Piotrze.
14722:  Jeżeli wiecie, gdzie jest jakiś boss, którego pominąłem...
14726:  to pięknie proszę o wskazówkę.
14729:  Bo w tym momencie, jeżeli ja nie mam tego, co miałem w Eldenku, czyli nie mam mapy, bo nie mam mapy, powiedzmy sobie szczerze, ja tu nie mam mapy, nie mam mapy, tak?
14739:  Że jest jeszcze ta opcja, żeby pójść tędy.
14743:  Czyli rzeką.
14745:  Gdybym miał mapę, to co innego?
14747:  Czy ten dodatek podchodzi pod te dłuższe, czy pod te krótsze?
14750:  No wiesz, Tsuyuki, tłuszczy na pewno jest, ale zauważ z jakiego powodu.
14754:  To znaczy z takiego powodu, że my mamy... ...symulator... ...chodzenia radosnego i patatajania w patatajni.
14771:  Chyba tędy.
14776:  Jak pójdziesz tam, gdzie idziesz, znajdziesz mapę do obszaru, gdzie cię jeszcze nie było, okej.
14779:  Na razie bardzo bym chciał pójść do rzeki, bo już widzę, że na pewno tędy.
14796:  Od bossa na plaży na cyplu na dole jest wejście do... w kraterze.
14799:  Wiem o kraterze, wiem o kraterze.
14802:  Na razie idę do dungeonu.
14808:  Tam gdzie była maść z kwiatkami i z jaskiniak ta prowadzi do rzeki.
14811:  Teraz mi o tym mówisz, grycerzu, jak już stamtąd się wyekspediowałem?
14815:  No to już, to już się tam nie wrócę.
14819:  Teraz próbuję rzeką.
14829:  O co zakład, że zginę?
14836:  WERTYKALNY PROJEKT ŚWIATA!
14837:  WERTYKALNY!
14837:  WERTYKALNY!
14838:  WERTYKALNY!
14838:  WERTYKALNY!
14838:  WERTYKALNY!
14839:  WERTYKALNY!
14839:  WERTYKALNY!
14840:  WERTYKALNY!
14840:  WERTYKALNY!
14840:  WERTYKALNY!
14840:  WERTYKALNY!
14841:  WERTYKALNY!
14841:  WERTYKALNY!
14842:  WERTYKALNY!
14842:  WERTYKALNY!
14843:  WERTYKALNY!
14843:  WERTYKALNY!
