🔴 Niedomag Iamnix w Królestwie Cienia(sów) — ELDEN RING: SHADOW OF THE ERDTREE Livestream #2
🔗 https://www.youtube.com/watch?v=cyUdPUnJe74

1:  Taki jest sens banana.
2310:  A właśnie to jest zabawne mi się pysia, ponieważ moje teksty są bardzo złe do cytowania, bo ja piszę teoretycznie, bardzo skomplikowany mam język, gęsty filozoficznie, staram się z tym walczyć, od jakiegoś czasu jak piszę o grach już staram się z tym walczyć, ale wcześniejsze teksty nope.
2328:  I wyobraźcie sobie, że to te wcześniejsze są cytowane właśnie, więc dla mnie ewidentnie jest to raczej ta kwestia, że ktoś usłyszał o mnie i stwierdził okej, spoko.
2336:  Dodali medalion pasywnej many?
2338:  Co to jest za medalion, Wielisławie?
2339:  O co w nim chodzi?
2341:  Cekutnik pisze, że żeby były prezentacje wstępów do pracy i dość intensywnie proje aspekty stylistyczne.
2345:  Okej.
2348:  Ale generalnie seminaria nudne.
2349:  No seminaria nie powinny być nudne.
2351:  Na seminariach się powinniśmy uczyć pisać, moi drodzy, bo nie ma kiedy.
2354:  Czy to chce mnie zaatakować i zabić?
2356:  Jak myślicie?
2358:  To jest guziec, to jest guziec.
2361:  Przestań być guźcem.
2363:  Nie chcę walczyć z guźcem.
2369:  Można leciało iścić po polonistyce na najlepszym uniwersytecie.
2372:  Tak, no tak, no niestety, fisiek.
2375:  Prawda jest taka, że oni może mnie nauczyli pisać, ale w straszny sposób.
2381:  Oj, oj, oj, to jest niebezpieczne.
2387:  To był tak zwany... Aha, to jest po prostu niedźwiedź.
2392:  Z pozdrowieniami dla wszystkich kubusiów ruchatków.
2394:  Puchatków, przepraszam, przepraszam.
2396:  Zwłaszcza, że to jest z komunistycznej partii Chin.
2418:  Teraz będzie krótki kurs z level designu FromSoftu.
2427:  Więc generalnie biorąc FromSoft, w aspekcie level designu ma następującą strategię.
2433:  Bardzo docenicie to, co zrobię, to znaczy zrobię wpierw czarny ekran w Paint, żebyście się nie męczyli.
2440:  Tak, tak zrobimy.
2443:  Więc jeżeli chodzi o strategię FromSoftu, jest ona bardzo prosta.
2452:  Otóż level designer otworzył sobie jakąś mapkę, to jest drzewko, rzeczka, ale w którymś momencie mówi, a to będzie taka jebitna dziura do wpadania.
2467:  To jest koniec krótkiego kursu z level designu FromSoftu.
2474:  Gdzie ja zginąłem?
2475:  Mniej więcej tam.
2477:  Jak to nie ma licznika śmierci, mysiapysia?
2479:  A co jest pod moim wielkim, gąbczasnym mikrofonem?
2485:  Proszę bardzo.
2489:  Jest!
2491:  Lepre pisze, że unika swojego promotora, bo każe mnie czytać na głos, co napisałem przez wszystkich.
2494:  Nie, nie robi się tak.
2497:  Jeszcze się drze, że mówię za cicho.
2498:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
2501:  Ja indywidualnie z ludźmi pracuję.
2503:  Odpalam sobie na Teamsach podpokoje Lepre i tam sobie działamy.
2507:  Nigdy bym nie zmusił nikogo do czytania na głos.
2511:  Absolutnie inne.
2512:  Jedyne, co robię, to wrzucam faktycznie rozdziały, które są zredagowane przeze mnie.
2516:  No, ale wiecie, moje poprawki nie brzmią, hej, debil popraw, tylko to są takie poprawki, z których się można czegoś nauczyć, więc ja zakładam, że wtedy ludzie się mogą uczyć od siebie nawzajem.
2527:  Wiecie co będzie zabawne?
2528:  Jak drugi raz wpadnę w jemiczną dziurę.
2532:  Ja autentycznie nie wiem, gdzie ona jest.
2539:  Nie wa...
2542:  Nie walczę drugi raz z misiem, to się źle skończy.
2545:  Niemnicze błogosławieństwo dla mojej cierpliwości.
2547:  Kolega w pokoju mlaszcze.
2548:  O nie, najwyższe wyrazy współczucia.
2551:  Jeżeli jesteś mizofonem, Victor Wynter, to współczujecie tym bardziej.
2556:  Dlaczego wszystko nas ściga?
2558:  Wszystko nas ściga i chce... Króliczaak!
2562:  Wiewiórko-Króliczek.
2565:  Królis, tudzież.
2567:  Mutacja Królika i Lisa, moi drodzy.
2570:  O, o, ja znam to miejsce.
2572:  I have a memory of this place.
2580:  Shop artysty.
2581:  Ej, jaka szkoda, że nie ma już malowanych obrazów, nie?
2584:  Jak w Dark Souls.
2591:  W subach, Damianie, różnica to nie ma znaczenia dzisiaj.
2594:  Dzisiaj się liczą w zasadzie zasięgi, ale oczywiście ja patrzę na subskrypcje raczej pod tym kątem, że jest mi strasznie miło, że tyle osób jest zainteresowanych.
2602:  O. Nie patrzę na takie metryki.
2606:  Szkoda porównywać kanały metrykalnie.
2609:  Wiem, że chcesz dobrze, Damianie, oczywiście, ale nie patrzę na to, czy tam Bez Schematu ma więcej, czy Rysław ma więcej.
2614:  Nie, po co?
2617:  Jak było czytanie tekstów w szkole, nie rozumiałem czytanego tekstu.
2620:  Była różnica, różna jakość czytanego tekstu.
2622:  No wiesz, jakby to powiedzieć.
2627:  Ja uważam niezmiennie, tutaj musimy iść na dół, moi drodzy, do tej kapliczki.
2631:  Uważam niezmiennie, że w szkołach się uczy nas na tekstach martwych.
2637:  I to zaczyna być coraz większy problem.
2639:  Bo trochę empatycznie też, moi drodzy, ze strony wszystkich, którzy są z mojego pokolenia, czyli 8-9 i wcześniejszych, czyli starszych.
2648:  Popatrzcie na to w ten sposób.
2650:  Jak zaczynaliśmy sobie nasze radosne życie, to w którymś momencie naszego życia pojawiły się social media i internet.
2656:  I one sporo zmieniły.
2658:  Nikt nie musi dyskutować, że sporo zmieniły.
2660:  Ja tymczasem będę usiłował znaleźć drogę.
2664:  Teraz wyobraźcie sobie, że teraz są pokolenia, które narodziły się w czasach, w których właśnie są wyłącznie social media i internet.
2673:  I teraz rzeczy, które dla nas były trudne już,
2677:  Literacko.
2678:  Wyobraźcie sobie, jakie muszą być teraz trudne dla ludzi, którzy są przebodźcowani, mają inne potrzeby, inny sposób skupiania się, inny system pracy.
2687:  To dużo zmienia.
2689:  I fakt, że szkolnictwo się teraz nie dostosowuje, jest zupełnie inny niż fakt, że się szkolnictwo nie dostosowywało za tak zwanych naszych czasów.
2700:  Bo wtedy to jeszcze było tak, że no spoko,
2704:  Wytrzymamy.
2705:  No wiadomo, jest to przestarzałe, ale się da wytrzymać.
2708:  Nie oszukujmy się.
2709:  Natomiast teraz nie da się wytrzymać, to znaczy są realne i jeżeli chcecie o tym posłuchać, to wszyscy pedagogowie w Polsce, którzy się spotykają na konferencjach, chociażby ostatnio byłem na ideatorium Politechnice Gdańskiej, każdy mówił to samo.
2722:  To znaczy, że dysproporcja w tej chwili jest zbyt duża.
2726:  między czasami, w których się znaleźliśmy, bardzo nowoczesnymi, a XIX-wiecznym systemem nauki.
2733:  I to tylko o to chodzi, że różnica, która była dla X-ów, czy Boomersów, czy Millenialsów, między XX wiekiem a XIX jest mniejszą różnicą niż obecna różnica między wiekiem XXI a XIX.
2746:  Dobra, w tamtą stronę.
2749:  Tam w ruinach na dole jest fajnie.
2750:  No właśnie, cały czas usiłuję do niej dotrzeć.
2754:  Tylko, że wiecie, nie można, ponieważ spadnie się w wielką dziurę... Co to jest?
2758:  Okej, to nie jest niebezpieczne.
2762:  Jeśli zawiodłeś na Echo Light, to warto przejść w The High Republic.
2764:  Słyszałem jak Jakubie od tłumacza The High Republic, Krzysztofa Kitzmana, z którym się znamy, że jest bardzo fajnie.
2770:  Może kiedyś, może kiedyś.
2772:  No jak to przejść?
2775:  Chyba, że można popatatajać, moi drodzy.
2778:  No i widzicie, i to jest to, co ja kocham.
2780:  Nie, nie, tego nie kocham.
2781:  Ja tu byłem, ja tu byłem, ja tu byłem, ja tu byłem, ja tu byłem.
2785:  Ale kocham to właśnie, jak w otwartym świecie faktycznie można podróżować, tak.
2791:  Pominąłem wspieranie?
2791:  Bardzo przepraszam.
2795:  Czy ja mogę się przenieść na drugi ekran, czy FromSoft mi na to nie pozwoli?
2799:  Aha.
2800:  Przepraszam was, nie mogę się przenieść na drugi ekran autentycznie, nie wiem dlaczego.
2804:  Więc bardzo dziękuję za wiadomość wsparcia, będę starał się śledzić teraz pilniej.
2809:  Hugo Belugo znów kocha nas wszystkich!
2811:  Co to za wspaniałe wiadomości są?
2813:  No gdzie jest to miejsce, do którego ja zmierzam?
2817:  A może zrobimy tak?
2822:  Mnie cały czas ten znacznik prowadził do tego lasu.
2826:  To jest w tę stronę wtedy.
2830:  Dziś zobaczyłem na świadectwie, że miałbym 6-0, gdyby nie 500 przyrody, którą miałem w czwartej klasie, pisze Wojkrzy.
2838:  Czemu się przejmujesz tym, czy masz 6-0 czy 5-0?
2841:  To nie jest pretensja z mojej strony, ja cię teraz autentycznie pytam, zainteresowany.
2846:  Co to zmienia w twoim życiu?
2852:  A. Czyli jednak miałem rację, że to jest ciężko tutaj dooprzeć.
2858:  A gdyby tak tędy,
2860:  Ooo, widzicie, tędy.
2864:  Krzysztof Pałuka, dzięki za wsparcie od 20 miesięcy.
2866:  Od czego najlepiej zacząć przygodę z Sauce Like'iem?
2868:  Jeżeli lubisz otwarte światy, to Elden Ring jest dobry.
2871:  Ale generalnie teraz przyznaję wszystkim, którzy mówili, że od Dark Souls 1.
2874:  Tak.
2875:  Jeżeli chcesz zobaczyć, na czym polega Sauce Like, Dark Souls 1 albo Dark Souls 3.
2879:  Jaki kostur?
2880:  Kostur jest piękny.
2882:  Kostur jest piękny.
2883:  I co więcej, mam dzięki czatom ten kostur, bo ja go miałem w ekwipunku, ale się kompletnie nim nie przejmowałem.
2887:  Dobra, dotarliśmy do tego miejsca, do którego usiłowałem dotrzeć.
2892:  Wiecie co?
2899:  Okej, to jest... To tylko tak wygląda strasznie.
2904:  Widział każdy o koszmarze.
2906:  Podoba ci się... Podoba wam się ki?
2909:  Nie domagajam nixa?
2910:  Jezu, bo patrzcie jaki... Patrzcie jaki, jaki piękny ki.
2915:  Jakie jest źródło słów słowa kostur?
2917:  Sprawdźmy to.
2918:  A, powiedział Krzysztof i... Nie no, serio, ja autentycznie nie mogę przejść do innego monitora.
2923:  Dobra, tak mogę przejść do innego monitora.
2925:  Nie, to jest jakaś abstrakcja kompletna.
2927:  Widzicie?
2928:  Jak jestem na innym monitorze, to jest równocześnie... Jezu, jakie to jest głupie.
2933:  To gra się rusza.
2935:  Dobrze, w ten sposób.
2936:  Jezu, jakie to jest głupie.
2938:  Czemu ludzie nie ogarniają takich rzeczy?
2940:  Więc tak, kostur.
2942:  Wielki słownik języka polskiego to jest najlepsze źródło, moi drodzy, do etymologii, bo dostajecie wszystko wtedy, teoretycznie.
2950:  Pochodzenie.
2951:  Od prasłowiańskiego, wow!
2954:  Nasze słowo, nie tam jakieś niemieckie słowo, nie tam jakieś zagramanicze, jakieś z Francuziałek, jakiegoś papkina Henryka Walezego.
2965:  Nasze słowo, rodzime, rodzimowierstwo!
2970:  Macie tutaj nawet jer, słowiańska głoska, jer!
2978:  Coś kościanego zrobionego z kości, proszę bardzo.
2982:  Czyli klasyczny kostur to jest kostur nekromanty.
2987:  Ha!
2993:  Mam borderless czy fullscreen?
2995:  Dobre pytanie.
2997:  Okno bez ramki, czyli nie powinno to tak działać.
3000:  Jezu, idiotyzm kompletny.
3002:  Tu jest pułapka.
3003:  Przed tobą marność.
3007:  Ale oszustwo, ale wredne oszustwo.
3010:  Krew bestii to rzeczywiście zmarłość w sumie.
3013:  Nie przyjmuję się, chodzi o to, że absurdem jest, że ocena jaką miałem wystawioną w czwartej klasie liczy się na świadectwie.
3017:  Okej, Wojkrzy.
3018:  To mnie uspokoiłeś, bo się bałem, że się tym martwisz, wiesz, i chciałem spytać dlaczego.
3022:  Ale tak, no, to co mówisz pięknie pokazuje absurd średni, dlatego średnie powinny zostać zlikwidowane.
3028:  Tylko, że wiecie, mam dla zgoroszy przykład średniej.
3033:  Wiecie, jaki jest gorszy przykład średniej?
3036:  Algorytmy do wystawiania ocen na obronach dyplomowych.
3039:  Że wy się stresujecie obroną, a bardzo często uczelnie mają algorytm, który i tak preferencyjnie traktuje średnią ze studiów.
3046:  Co jest skandalem absolutnym.
3048:  No niestety tak jest u mnie na uczelni.
3052:  Że jakieś 50% ocenki to jest średnia ze studiów.
3055:  Potem, bo wagowa jest jeszcze algorytmia, z tym walczę.
3059:  Potem macie egzamin,
3061:  To jest bez sensu, bo jeżeli jest średnia ze studiów, to znaczy, że człowiek już został oceniony.
3064:  To po co ten egzamin?
3065:  Egzamin końcowy wyklucza sensowność robienia egzaminów wcześniej.
3069:  A potem dopiero macie ocenę z obrony, potem macie ocenę recenzenta, na końcu jest ocena z pracy.
3077:  wagowo.
3078:  I zdarzały nam się takie przypadki, że ktoś na przykład miał piękną średnią ze studiów, ale obronił na, no tak delikatnie rzecz ujmując, zero, no bo na przykład nic nie powiedział, tak?
3091:  Zdarzało się coś takiego i myśmy musieli obronę zaliczyć, mimo że to było absurdalne, no bo w trakcie obrony się okazało, że człowiek po prostu nie powinien być magistrem, mówiąc bardzo brutalnie.
3101:  Były takie dwa przypadki, od razu powiem, i na szczęście to nie były osoby, które ja promowałem, no bo ja bym wtedy nie odpuścił.
3109:  Ja się robię w takiej sytuacji groźnej, to znaczy ja po prostu uważam, że nie wszyscy potrzebują mieć magistra.
3114:  Ja nie mam problemu z tym, żeby usiąść na rozmowę z osobą studiującą wtedy i pogadać o tym, po co ci to jest, nie?
3122:  I wyrazić swoją opinię, którą będę miał w formie oceny opisowej, że słuchaj, tu nie jest droga dla ciebie.
3128:  Prostu.
3129:  Uważam, że w ten sposób nie skrzywdzę człowieka.
3131:  Natomiast, tak jak powiedziała kiedyś bardzo mądrze moja mama, czasem najgorsza krzywda, jaką można zrobić człowiekowi, to dać mu uwierzyć we własną gwiazdę.
3139:  Moja mama ma talent do takich bonmotów.
3144:  Uwierzyć we własną gwiazdę to jest bardzo poetyckie i bardzo ładne, ale zauważcie, że również oddaje pewien problem.
3151:  Zajupisz, że miał dlatego 4,5 na dyplomie.
3153:  Praca na 5, obrona na 5, ale średnia została 4,3.
3155:  Widzisz, jakie skurwysyństwo?
3158:  Tonia jeszcze pisze, że u niej ze średnia ze studiów to jest 60% ceny na Blue Moon.
3162:  Czyli widzicie, ten rak jest nie tylko na AG.
3165:  Masakra absolutna.
3166:  No, albo jak komuś średnia szło na studia, ale pracę na Blue Moon napisał świetno.
3169:  Tak, dokładnie, dokładnie.
3170:  To jest absurdalne.
3176:  Mam bardzo złe przeczucie.
3179:  Mam bardzo złe przeczucie.
3180:  Wiecie co?
3181:  Terra Magica.
3187:  I zachwała ojczyzny.
3188:  Ojczyzna Sława.
3190:  Albo!
3192:  Dawno nie było!
3194:  Kometa Shura!
3221:  To może tak.
3225:  Tymczasem ludzie wczoraj... Krzysztof, dlaczego nie używasz komety Azura w trakcie walki z bossem, który daje ci opening?
3235:  Zero przecinek zero, zero, zero, zero, zero, zero, zero, zero, zero, zero, zero, jednej sekundy na atak.
3243:  Przecież cast trwa tylko 15 sekund, a to czy trafi zależy od kaprysu złośliwego bóstwa.
3255:  Ja nie rozumiem, Krzysztof, tych twoich decyzji.
3259:  Tak mówili ludzie.
3260:  Ja robię tylko voice acting.
3268:  Jakie twoim zdaniem się otwarte światło miało najlepiej zaprojektowaną wertykalność?
3272:  Daxos 2.
3275:  Nie ma to jak.
3277:  Płonąca forteca na szczycie młyna.
3279:  A tak serio?
3280:  Lubiłem to rozwiązanie, które było w Dishonored, bo Dishonored daje nam możliwość faktycznie wykorzystania tej wertykalnej eksploracji i wyglądało to naprawdę bardzo ładnie.
3290:  Więc lubiłem.
3291:  Mimo, że Dishonored jest immersive simem, jest światem półotwartym, to jednak było to zrobione dobrze.
3296:  Użyjemy tutaj łuku Lorety, bo trochę mnie niepokoi to, co tu się dzieje.
3301:  Dzierżyciele rękawicy samotności.
3303:  Oj tak, mieliśmy ją wczoraj. ...
3313:  Niepokoją mnie ci przeciwnicy.
3318:  Dobra, i tutaj jest jeszcze jeden, który dzierży wielki kij jak Vilgefortz.
3324:  Dobra.
3327:  Czy oni są niebezpieczni w zgrupowaniu?
3330:  W wertykalnym już takim Hitmanie, mowa o nowszych po Absolution.
3333:  Kurczę, nie grałem, wiesz?
3335:  Grałem właśnie w Absolution i bardzo lubiłem.
3338:  Znaczy, ja Hitmana przechodziłem w jeden sposób.
3340:  Wszystkim podkładałem wybuchową kaczkę, oczywiście Garota, a trzeci typ?
3346:  Snajpienie.
3347:  Jezu, jak się snajpi świetnie w Hitmanie.
3348:  Łoboziu!
3350:  Czy to była inkantacja w Eldenie?
3352:  Nie, build magiczny stricte, nie zmieniam buildu.
3355:  Sądzę, że w systemie studiów, w którym każdy wybierałby sobie przedmiot, jaki chciałby zaliczyć, to jest optymalny system studiów, odpisałeś kadr przed tym, jak wyglądały uniwersytety przed tymi wszystkimi durnymi reformami.
3367:  Powiem Wam, że w ten sposób właśnie funkcjonuje uczelniana baza przedmiotów wybieralnych na AG, gdzie ja staram się mieć coraz większą liczbę przedmiotów, bo dzięki temu ludziom, którzy idą na studia i mówią, o Krzysztof, Krzysztof, chcę pójść na AG, bo tam wykładasz, niestety się zdarzają takie przypadki.
3383:  Znaczy wiecie, to jest miłe, ale mówię niestety z perspektywy ludzi, bo może się okazać, że jak idziecie dla jednej osoby na uczelnię,
3389:  to potężnie się rozczarujecie na przykład innymi.
3391:  No to po co?
3393:  Więc moja sugestia jest zawsze taka, sprawdźcie, czy jest więcej osób, które was interesują, których badania was interesują i wtedy pójdźcie na uczelnię.
3400:  Natomiast ja chcę pomóc ludziom, którzy tam idą na inne kierunki, na przykład bardziej praktyczne niż mój.
3408:  W tym, żeby mieli możliwość na przykład realizowania swojej growej zajawki.
3413:  No więc dlatego mam przedmioty w bazie obieralnej, gdzie każdy z każdego kierunku na AGH-u może sobie je wybrać.
3419:  I wiecie co?
3420:  To są jedni z najbardziej zaangażowanych studentów, jeżeli chodzi o warsztaty światotwórcze.
3424:  Zajebista sprawa.
3427:  Tak samo fajnie jest informatyka społeczna na AGH-u u mnie na wydziale.
3430:  To jest pułapka.
3431:  That's a bait.
3433:  That's a bait.
3435:  Ja zapalę sobie lampkę.
3439:  Nie domagiałam niks, ma złe przeczucia.
3442:  Nie domagiałam niks... Niesłusznie miał złe przeczucia.
3448:  Oj, muszę skręcić wentylację, bo jest za zimno.
3458:  Swoją drogą, dzisiaj moi drodzy, skarpetki bananowe mam na sobie, ponieważ bananomanta.
3467:  Krzysztof od razu założył ten pancerz samotności.
3470:  A to dziwne, bo jak sam określa, ma konkubinę.
3473:  Ale to jest bardzo ładne łacińskie określenie.
3483:  Tędy?
3485:  Ja kiedyś widziałem stream wspólny Kishaka i Amandy, jak usiłowali na jednym kontrolerze grać w Dark Souls, ponieważ jak wiecie, granie na kontrolerze w Dark Souls to jest za małe wyzwanie.
