Ordo Iamnicorum | WARHAMMER CHAOS GATE: DAEMONHUNTERS Livestream #4
🔗 https://www.youtube.com/watch?v=SAfx6T20tlU

219:  Fitam!
10025:  Pokonał księcia demonów, gdy był zaledwie bratem bitewnym i został za to przeklęty.
10030:  Niektórzy prognostycy wierzą, że to właśnie ta klątwa jest źródłem jego wielkości.
10035:  Już jako neofici poznawaliśmy liczne podania mówiące o zwycięstwach Lorda Drogo.
10039:  W opowieściach nie ma cienia przesady.
10042:  Poprzedni wielki mistrz, którego dobrze pamiętam, ponieważ jestem stary, został pokonany w walce przez Mortariona, demonicznego Prymarchę Gwardii Śmierci.
10051:  Drago uczestniczył w tym konflikcie i natychmiast został przewódcą zakonu.
10056:  Od razu poprzysiąkł zemstę.
10058:  Samotnie odszukał Mortariona, pokonał jego straż, powalił strajcę i wyrył imię swego poprzednika w chorym sercu Prymarchy.
10067:  Jankupa, dzięki serdeczne za trybut.
10070:  Dzisiaj urodzinki, kolejny rok chwalenia impka.
10072:  Świetna wiadomość na imperatora.
10074:  Potrzebujemy urodzinowych emoji amniczych od trybutariuszy, kochani.
10079:  A cała reszta torty, świeczkowe torty.
10083:  Khal Drogo, znany również jako wielki mistrz inflacji.
10091:  Już wiemy, co robi Watteusz, gdy nikt nie patrzy.
10094:  Inkantuje do immaterium, żeby przybył Khal Drogo.
10099:  Tak właśnie.
10108:  A dlaczego Wielki Mistrz nie zabił zdrajcy?
10111:  Zabicie wybrańców Pergla jest niemal niemożliwe.
10114:  Uważam jednak, że Drogo zrobił coś znacznie gorszego.
10118:  Zgnieważył wroga w sposób, którego nie da się zapomnieć.
10122:  Heh, try me!
10125:  Od tamtej pory Mortarion żywi czystą nienawiść względem Najwyższego Wielkiego Mistrza i wszystkich Szarych Rycerzy.
10132:  Zatem za sprawą Prymarchy Drogo błąka się po sferze chaosu.
10137:  Nie, to książę demonów przeklął naszego Lorda na samym początku jego kariery.
10141:  Drogo wrócił na Akralem dwa stulecia później, co bardzo dobrze pamiętam, ponieważ byłem przy tym, gdyż nie wiem czy wspominałem już, że jestem stary, i pokonał w walce odrodzoną istotę.
10153:  To jednak doprowadziło do spełnienia się klątwy, którą demon rzucił dawno temu.
10158:  Na moment przed śmiercią, wróg wygnał Drago do osnowy, zmuszając go do błąkania się po sferze chaosu.
10169:  Już wiadomo, dlaczego nie było mordowania na wizji.
10172:  Bo było za drogo.
10175:  Absolutnie tak.
10176:  Co jest w Arsenale?
10179:  Aaa, będziemy tu gadać z Wielkim Mistrzem dokładnie za jeden dzień.
10184:  Nie ruszamy się stąd.
10188:  Nowe badania.
10195:  Za mało ziaren.
10197:  A, czyli musimy mieć ziar... Ziarna pięciu szczepów nam są potrzebne do badań nad kodeks Toxicus.
10206:  Słuszna wytrzymałość.
10208:  Wszyscy polegli rycerzu, natomiast wracają do walki.
10210:  To nie jest złe, tak nawiasem mówiąc, ale potrzeba ziaren do tego.
10214:  Ojej.
10215:  Ojej.
10217:  Ojej.
10219:  Sprawy się skomplikowały, moi mili.
10222:  Nie ma tak łatwo.
10223:  Czas badania.
10224:  Tłumienie wykwitu.
10226:  Badamy to.
10232:  Klara pisze.
10233:  Ja.
10234:  Próbuję się uspokoić przed egzaminem.
10235:  Krzysztof opowiada o sadystycznym sposobie układania pytań mojego prowadzącego.
10239:  Ojej, to naprawdę?
10239:  To minus 50 i plus 50 i minus 100%?
10242:  To nie jest sadystyczne, to jest po prostu niekompetentne.
10245:  Ponieważ to nie jest sprawdzanie wiedzy, tylko to jest sprawdzanie umiejętności wygrywania w grach hazardowych.
10256:  Jeszcze najlepiej na czas.
10258:  Nareszcie badania na wypalanie spaczenia.
10260:  Oczywiście.
10264:  Boże, jak tu jest pięknie.
10268:  Jeszcze gdyby tego było mało.
10273:  Widzicie obracającą się wieżyczkę?
10279:  Czemu nie mogę włączyć tu interfejsu?
10280:  To byłaby piękna tapeta.
10284:  Brat Hektar Stoarów, już urodził się stary, tak.
10288:  Stoarów.
10294:  Muszę zacząć od twojej... Grandmaster, odkupiłem ważną wiedzę, o której już ostatnio rozmawialiśmy.
10299:  Pozwolę zaprezentować się z twoim ostatnim raportem.
10302:  Wygląda na to, że zaczynamy zresztą bezpośrednio z urzędu na krawę Eldarii, zinfekcjonowaną Nurglem.
10311:  Jeśli to nie było wystarczająco, to widać, że to prowadziło do powstania jednego, dwóch, trzech, nie, pięciu większych entytatów demonicznych, które wskazują, że pojawiły się w swoim sektorze najbardziej katastroficznym zniszczeniu błyskawiciela.
10324:  Jakie to było dla Ciebie, Inquisitorze?
10326:  Jeśli mogłabym odrzucić Ct2011-5, widziałbyś, że... Wystarczająco!
10328:  Nie mam więcej pytań.
10342:  Komandant, nie jesteś bez wątku w tym wszystkim.
10346:  Potrzebuję odwrotnego wyjaśnienia.
10348:  Hahaha!
10371:  Taka odpowiedź miałbym odczuć od twojego późnego komendanta.
10375:  Agravain był wspaniałym żołnierzem, ale w porządku dodać siłę przed szczerością.
10381:  Upewniam cię, grandmasterze, że nie robimy kompromisów o wierze.
10386:  Tak, panie dyrektorze.
10386:  Wydaje mi się, że nie będziecie wstrzymać krótkiej pieniędzy za twoją kolektywną przeszkodę tutaj.
10392:  Gdybym mogła, Grand Masterze, to, co jest ważne, to to, że teraz wiem, jak walczyć z tym Bloomem.
10400:  I tak mi się wydaje.
10402:  Przeczytałem o twoim planie... ...to konstruować kodeks Toxicus, prawda?
10408:  Nasza księga nie jest inna od użycia starych relików, ale to jest bardzo nieautodoksyczne.
10415:  Jest tam precyzja.
10416:  Przeczytałam to.
10417:  O, o tym mam mało wiadomości.
10420:  Gdziekolwiek pójdziesz, inkwizytorze, twoje działania wydają się być ostatnią impresją.
10426:  Moja cała komisja jest w uprzedzeniu z powodu wiadomości o naszemu zapomnieńcu.
10432:  Wygląda na to, że nie mam żadnego wyboru, by wciąż wspierać twoją operację.
10438:  Dziękuję, matko.
10440:  Dla twojej niebezpieczeństwa, jednak, zamierzam złożyć twoją autorytet, aby załatwić Czerwonych w walce.
10444:  Możesz wziąć udział w przyszłych misjach wojennych, kiedy potrzebne są twoje zdolności, ale ty będziesz podążać za złożeniami komendantów, a więc do pisania.
10457:  Jak mógłby w ogóle wiedzieć o Drago?
10458:  Nie włączyłam go w mój raport.
10459:  Mówiłem mu oczywiście.
10459:  Wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wyraźna wy
10470:  Chciałbym, żeby Adeptus Mechanicus towarzyszyło konferencjom naukowym.
10487:  Przerwa.
10488:  Ta wymiana zdań jest nieproduktywna.
10500:  Dostępne zapotrzebowanie 2.
10501:  Co bierzemy?
10504:  Myślę, że teraz stanowczo potrzebujemy pancerza.
10509:  Za mało tego było ostatnio.
10520:  Nowe mutacje.
10522:  Obietnica jest ogromna, Inquisitorze.
10524:  Uwielbiam się twojej sprawiedliwości, Ektar.
10529:  Ah, komandant.
10531:  Jak się spodziewałam, bloem się mutuje.
10533:  Nowe, potężne strachy teraz zniszczają sektor.
10537:  Pięć wyjątkowych strachów.
10539:  Już spotkaliśmy bloem, który nazywam Poxusem, strachem choroby.
10547:  Infected do not perish, but are cursed with a blight that molders even into their minds.
10554:  This one I name Mortus, the Strain of Death.
10558:  This noxious mutation annihilates entire populations before tearing the dead from their graves.
10565:  Here is the bloom Necrosis, the Strain of Decay.
10570:  It binds itself to all things living and mechanical, rotting all it touches.
10577:  Tutaj znajduje się Blum Dolorus, tłuszcz agonii.
10581:  Wymyśla komponę, która wywołuje histericzne delusje i niepokorne zaskoczenie na swoich uroczystych.
10587:  Ostatni i najgłupiejszy, Blum Tentarus, tłuszcz rozwinięcia.
10592:  Ta choroba zniszczy czystość ludzkiej formy z silnymi mutacjami.
10595:  Zniszczony przywódca od Bógów Plagii.
10602:  Twoja taksonomia była wyjaśniająca, Inquisitorze, ale kwiaty ciągle się rozprzestrzeniają, jak się wytrwamy w detaliach.
10611:  Musimy się od razu rozprzestrzeniać.
10619:  Nie gorszy prezent na urodziny, jaki kiedykolwiek dostałem?
10623:  Nie mogłem dostać najgorszego prezentu na urodziny, bo każdy prezent jest, nie wiem, wynikiem tego, że ktoś chciał uhonorować mnie w jakiś sposób emocjonalny.
10633:  Więc ja tego tak nie rozpatruję.
10635:  To jest zawsze wartość dodana do tego, co mam.
10641:  Jest takie powiedzenie.
10642:  Darowanemu koniowi nie zagląda się w zęby.
10644:  Nie dotyczy malarii.
10655:  Ok.
10656:  Czyli teraz te... Ok.
10664:  Teraz musimy rozpatrywać, gdzie nam warto pójść.
10671:  A ściśle mówiąc, gdzie podążyć.
10674:  Tak, to są nowe szczepy.
10676:  Widzę.
10678:  Ciężka sprawa, moi drodzy.
10686:  Ciężka sprawa.
10687:  Czyli tak, unikamy w takim razie wykwitów, które są zielone, bo ich mieliśmy już sporo.
10700:  Bardzo się wszystko skomplikowane zrobiło.
10705:  Tak.
10708:  Tu nie ma sensu, bo te mamy.
10710:  Dobrze.
10712:  Poziom zagrożenia poważny.
10718:  Nagroda za misję Purgator.
10723:  Bierzemy i... dobra, dobra, ruszamy tam.
10728:  Ważna rzecz, absolutnie nie wolno tego zapisu na dole.
10732:  269 dzień, nice, łatwo zapamiętać, nawet mnie.
10743:  Co się stało?
10744:  Pyta Jakub.
10746:  Okazuje się, że mamy teraz pięć różnych mutacji, rodzajów mutacji, które musimy zbierać.
10751:  W zależności od tego, jakie zbierzemy, to w Libris Malleus będziemy mieli dostęp do innego rodzaju badań.
10759:  Ziarna Poxus mamy w wielkiej liczbie, ale ziaren Dolorus, ziaren Tentarus, ziaren Mortus i ziaren Nekrozus nie mamy.
10769:  Bezwzględnie konieczne jest ich zebranie.
10772:  Wszystko zrobiło się wspaniałe.
10775:  Właśnie, co to jest to dostrojenie prognostyka?
10780:  Wybierz planetę.
10783:  Depon.
10785:  Co?
10789:  A!
10791:  Minus 2 do poziomu skażenia po dostrojeniu.
10793:  Wykryto typy wrogów.
10795:  Plus 3 dni.
10798:  O, ciekawe.
10805:  O!
10807:  Dzięki temu mamy więcej czasu na dotarcie tutaj.
10810:  Ciekawe.
10814:  Dobry wieczór, Oskarze.
10815:  Pozdrowienia z Kuwejtu przesłał Oskar.
10818:  Proszę, proszę.
10822:  Nadia pisze, że raz dostała od nowej koleżanki ciacho z pokracznie wykonanym medalionem szkoły Wilka.
10826:  Dla mnie to był szok, sam sobie poznałem śmieci od czterech miesięcy.
10829:  To jest piękne.
10830:  W ogóle fajne prezenty są takie, które są wykonane też własnoręcznie.
10833:  Zawsze powtarzam, że zamiast wymuszać na studentach, co jest obrzydliwe nawiasem mówiąc tego, żeby nawet jeżeli to jest wymuszane w miękki sposób, po obronie dawać różnego rodzaju kwiatki, czy już nie dajcie Bogowi jakiekolwiek prezenty, jeszcze raz powtórzę, nigdy tego nie róbcie, to jeżeli ktoś naprawdę musi, to niech zrobi coś własnoręcznie.
10851:  Dobrze, nowy projekt.
10854:  Chyba wiecie, co zrobię.
10856:  Ojej, dlaczego nie mogę eksterminatusa?
10858:  Nie mamy serwitorów w ogóle.
10859:  Co to się dzieje?
10863:  Czemu nie mamy serwitorów?
10868:  Dlaczego nie mamy serwitorów?
10869:  To jest smutne.
10873:  Podróżujemy za tym.
10878:  Zmniejszę ilość nasion tutaj.
10882:  Co, co, co mówicie?
10883:  Jak to zmniejsze ilość nasion?
10888:  Okej, to ja tego nie chcę.
10896:  Ale chyba już nie mogę tego zmienić, tak mi się wydaje.
10903:  A nie jest to Iron Sky?
10905:  Iron Sky to jest strasznie stary film przecież.
10911:  Było coś tam z serwitorami, kiedy kalmara poświęcałem.
10914:  Okej, rozumiem.
10916:  Zaraz, zaraz, zaraz, zaraz.
10918:  Dostój prognostyka.
10920:  Nie, nie można.
10920:  Brak dostępnych prognostyków.
10922:  Okej.
10923:  A mogę ich zdjąć stąd, czy nie?
10927:  Nie.
10929:  Bardzo dziwne.
10930:  Nie rozumiem tej mechaniki.
10948:  Okej.
10948:  Zabij 9 wrogów bronią białą.
10957:  Możemy spróbować.
10961:  Mówicie, żeby wczytać zapis sprzed chwili?
10966:  To nie jest głupie.
10976:  W ten sposób dostroimy sobie prognostyka w innym miejscu, to znaczy tutaj.
10982:  A nie, nie, nie, nie, to chyba już, niestety zrobiłem to po dostrojeniu, obawiam się.
10989:  A nie, nie.
10992:  Możemy w niektórych miejscach to zrobić, okej.
11004:  I w zależności od tego, gdzie jesteśmy... Fajnie byłoby gdzieś w centrum galaktyki albo po prostu w tej sferze, tutaj, gdzie jest zielony wykwit i nie będziemy tego potrzebować w takiej liczbie.
11026:  Choć może tutaj.
11031:  Hmm.
11032:  Najlepiej byłoby w takim miejscu, które jest połączone z innymi.
11036:  W wielkiej liczbie.
11037:  Na przykład to.
11040:  Ładnie, już tyle czasu.
11041:  8 miesięcy.
11042:  Dzięki, Oskarze, za wsparcie.
11048:  Ciekawe.
11049:  Tak, wydaje mi się, że trzeba tak to zrobić, żeby jak najwięcej potencjalnych planet było w okolicy.
11058:  Dobra.
11060:  I teraz...
11062:  Wstecz i udajemy się w to miejsce.
11067:  Co jest?
11070:  Chryste Jezus, wariuję po prostu.
11082:  Jeszcze raz.
11085:  Więc tak, tutaj to robimy.
11087:  Dostrój prognostyka.
11093:  Dostrój.
11094:  Tak.
11096:  Ale jechać chcę tutaj.
11098:  To znaczy lecieć.
11099:  Podróż.
11103:  Dobrze.
11105:  Serwitorzy jeden.
11106:  Lecimy dalej.
11112:  Pieczęcie czystości.
11116:  W porządku.
11129:  Jesteśmy na miejscu.
11130:  Moja marchewka, dzięki za wsparcie od 6 miesięcy, to pół roku już.
11139:  Uwaga, słuchaj, koreańscy pszczelarze zbudowali sobie ul.
11144:  Zbudowali Seul.
11146:  Znarżnąłem suchar.
11148:  Przepraszam.
11150:  Jezus Maria.
11152:  Koreańscy pszczelarze zbudowali Seul.
11158:  Z przyzwyczajenia rozwinąłem.
11161:  Krzysztof jest w stanie nawet sfejlować suchar, to jest przerażające.
11165:  Dobrze, będziemy zabijać wrogów bronią białą.
11170:  To się uda.
11176:  Brat Shitstorm, brat Harad, brat Jeremiasz, brat Apapiusz, wszyscy, których potrzebujemy.
11184:  Chociaż wiecie co?
11186:  Brat Apapiusz potrzebuje lepszego Boltera.
11192:  Mianowicie, coś jest nie tak z tym.
11195:  I typ pancerza też potrzebuje lepszy.
11200:  O, właśnie ten!
11202:  Hohohohoho!
11207:  O rany!
11211:  Brat Apapiusz ma teraz...
11217:  Nie wiem, jak to nazwać.
11219:  Ozdobne kalesony, tak to nazwijmy, zakrywające przestrzeń między nogami.
11225:  Witamy Mateusza w gronie Trybutariuszy!
11227:  Zboczył z tematu Krzysztof bardzo szybko i zręcznie.
11230:  Zajamniczajmy się na tę okoliczność.
11235:  Broń dystansowa, bolter szturmowy.
11243:  Który będzie lepszy?
11249:  Jest 10% szansy na trafienie krytyczne.
11257:  Nie wiem.
11259:  Tego jeszcze w ogóle nawet nie możemy założyć.
11261:  Dobrze, czyli wszystko jest w porządku z bolterami.
11263:  Sprawdźmy natomiast jeszcze jedną rzecz.
11266:  To znaczy wydaje mi się, że brat Jeremiasz bardzo dawno nie miał ulepszanego spopielacza.
11279:  Moi drodzy, moi drodzy, wywołuję czystkę.
11283:  Zabójca demonów.
11284:  Rozprysk Promethium.
11287:  Weźmy ten, który wywołuje czystkę.
11292:  Oj, oj, oj, oj, oj, piękności.
11297:  I w sumie również możemy zadbać o lepszy pancerz.
11300:  Nie, nie możemy.
11305:  Co?
11305:  Dlaczego tu było napisane ulepsz?
11310:  Okej, ulepszyliśmy.
11318:  Aaa, uzbrojenie mistrzowskie można teraz wzmacniać.
11323:  Ooo, tworząc pieczęcie czystości.
11330:  Wspaniałe!
11332:  Ale wiecie co lepiej będzie?
11334:  To użyć na jakiś bardzo dobrych rodzajach uzbrojenia.
11342:  Ojojo!
11346:  Dobrze.
11348:  Bratzajebus chyba ma takie.
11352:  Pancerz wspomagany.
11353:  O tak!
11360:  Aaa!
11362:  Mamy kolejny powód na zdobywanie wielkiej liczby ziaren.
11368:  Już widzę, są zaznaczone specjalnymi kolorami, w zależności od tego, co możemy ulepszać.
11372:  Okej, już wszystko rozumiem.
11376:  Dobrze, już rozumiem.
11380:  Bardzo ciężko jest się przebijać przez ten interfejs, muszę wyznać, ale powoli sobie już zaczynam radzić.
11387:  Oczywiście wszystko zapomnę tak czy siak, więc... Okej, brat Jeremiasz miał do ulepszenia.
11398:  Tak, swój pancerz.
11402:  Zróbmy to.
11405:  Tak!
11407:  Pięknie ulepszony pancerz brata Jeremiasza.
11409:  Piotr Jeremiasz zasłużył na to.
11414:  A czy można w ten sposób też, to mnie zastanowiło, ulepszać tą broń?
11428:  O tak!
11434:  O tak!
11436:  Piękności.
11438:  Który będzie lepszy?
11439:  Mamy plus... 5% szansy na trafienie krytyczne, możemy mieć plus 15%.
11443:  I chyba te dwa ulepszenia już mamy.
11451:  Dobrze.
11453:  Jesteśmy gotowi, myślę.
11457:  Mateusz się cieszy na emotki dostępne.
11459:  Tak, to wszystkie zaprojektowane przez Dominikę Jamnikotwórczynię.
11462:  Wspaniałości.
11467:  Tak.
11468:  Są najwspanialsze Jamniki.
11473:  Wbijamy, moi kochani.
11475:  Chociaż może jeszcze jest jedna rzecz.
11477:  Jeszcze jest jedna rzecz, którą możemy zrobić.
11479:  Mianowicie, brat Zajewus może, bo tego jeszcze nie sprawdzaliśmy, ulepszyć sobie halabardę.
11489:  Nie, ta jest najlepsza już.
11490:  Dobra.
11491:  Czyli wszystko jest git.
11494:  Prawdopodobnie.
11496:  Ktoś jeszcze ma pancerz Terminator, ale nie pamiętam kto konkretnie.
11503:  Chyba Justycjusz Kalmar ma pancerz Terminator.
11507:  Brat Jeremiasza służy na obsiane ciasteczka.
11510:  Dobra.
11512:  Idziemy.
11516:  Uuu, fortele mamy dostępne.
11517:  No wreszcie!
11520:  Trzeba wziąć nawet braci i siostrzyczki i po-odlevelować.
11526:  Jak będzie misja na poziomie łatwym, tak zrobimy.
11529:  Na trudny nie ma co ich ekwipować.
11540:  A papież musi mieć dostęp do pancerza Terminatora?
11542:  Poważnie?
11543:  Trzeba będzie to sprawdzić potem.
11547:  Kontynuujemy.
11553:  Katedra.
11554:  Wspaniale.
11554:  Zasmucająca liczba FPS-ów jest na tych cutscenach.
11558:  Dobrze.
11558:  Moi drodzy.
11559:  Jest świetnie, a będzie jeszcze lepiej.
11561:  Teraz tak.
11561:  Byt wykwitu.
11581:  Zobacz, co się dzieje.
11611:  Jeśli natomiast nie zniszczymy rozsiewacza bytu wykwitu, będzie roznosić zarodniki po bliskich systemach.
11618:  Oczyszczenie ujść wykwitu może opuścić ten proces w pierwszą turę.
11628:  Ok, nie rozumiem tego.
11633:  Czy punkty akcji?
11634:  No dobra, robimy.
11643:  Ignatius...
11673:  Jestem z wami.
11675:  Jest tu kształt korupcji.
11676:  Jestem tu, by służyć.
11677:  Z nami, moi bracia!
11677:  Mój przyjaciel.
11678:  Znalazł się!
11678:  Znalazł się!
11678:  Znalazł się!
11702:  Trudno powiedzieć, bo jeżeli są bardzo złe, to w nie przestaje grać.
11711:  Tak, trudno powiedzieć.
11719:  Ok, czyli musimy z nimi walczyć teraz.
11721:  Nie mam z tym jakiegoś szczególnego problemu.
11729:  Dobrze, ustawmy się w takim miejscu, żeby sieknąć dwóch z nich.
11741:  Jak to?
11742:  Jak to ogień?
11743:  Jaki ogień?
11744:  Gdzie ogień?
11751:  Opóźnia uwolnienie zarodników przez rozsiewacz bytu wykwitu przez trzy tury.
11759:  Chwileczkę!
11759:  Bądź w porządku!
11760:  Będziesz lepszy!
11760:  Jestem z tobą!
11789:  Przywieźliśmy cake!
11803:  Uwaga, powstałeś znowu!
11816:  Witamy Stefana Thora.
11818:  Największy zawód co do gry względem oczekiwań to jest łatwy cyberpunk.
11822:  Nigdy się bardziej nie zawiodłem na żadnym studiu i nigdy się bardziej nie zawiodłem na żadnej grze.
11829:  Uważam to za najgorzej zrealizowany hype management.
11837:  Damage control zarazem przez jakiekolwiek studio kiedykolwiek.
11840:  Wliczam w to No Man's Sky i wliczam w to również Anthem.
11854:  Główna planeta rozsiewająca będzie na max z paczeniem.
11857:  Wtedy jest terminant.
11858:  O, to jest oczywiste.
11868:  Ja nie generuję Nemorchatów, tylko jeżeli nie odpowiadam 10 razy na tę samą wiadomość, którą widzę, to prosty wniosek, nie chcę na nią z jakiegoś względu odpowiadać, nie?
11877:  To jest bardzo proste.
11880:  Agony?
11880:  Nie, Agony było spoko.
11889:  Z nami, moi bracia!
11917:  Ok, damy radę.
11925:  Ooo, jest!
11927:  Leci!
11936:  Ok.
11937:  Dobra, teraz tak.
11942:  Trzeba...
11949:  No Man's Sky.
11950:  No Man's Sky.
11977:  Dobrze, więc tak, teraz możemy wyeliminować któregoś z nich.
11986:  Najlepiej tego.
11996:  Oooo!
11999:  Bez sensu robię Wiedźmina IV?
12001:  Nie, nie, nie, nie, no.
12003:  Studio musi sobie jakoś poradzić.
12005:  To nie może być tak, że studio stwierdzi, nie no, to w takim razie my się już poddajemy, nie będziemy robić żadnych gier.
12012:  No muszą.
12012:  Jakieś muszą.
12015:  Studio ma pracowników, musi sobie jakoś poradzić, musi wymyśleć siebie na nowo.
12019:  Jeżeli nie ma innego pomysłu, no to zwykle się bierze ten najlepszy, na jaki nam przychodzi w pierwszej kolejności do głowy.
12028:  A fani wiele razy mówili, że są zainteresowani nowym Wiedźminem, więc trudno się dziwić, że celeb w tym kierunku idzie.
12042:  Tak, komendant.
12043:  Tak, komendant.
12070:  Ja też jestem sercem z redami i czekam na Wiedźmina IV, absolutnie.
12074:  Jest bardzo dużo studiów, które wiele razy robiły straszne rzeczy i graczy kuja.
12080:  Redom się to zdarzyło raz, więc kredyt zaufania jeszcze jest, ale nie ma już takiej sytuacji, że
12087:  Jakie jest twoje wolność?
12089:  Wyłóż mnie.
12120:  Dobrze, jeden wrołk jest zabity bronią dystansową już.
12124:  Znaczy, bronią białą, przepraszam.
12132:  Teraz tak, zrobimy to sprytnie, to znaczy... Jaki fuckup padł przy Monster Strayerze?
12142:  No, he he, wprowadzono.
12145:  mikrotransakcje, które były bardzo nieuczciwe względem graczy.
12150:  No i ludzie to źle na to zareagowali, powiedzmy w ten sposób.
12161:  Wiedźmicz też miał sporo bawów.
12163:  Tak, każda brama bawił.
12165:  Oj, niedobrze.
12169:  Każda gra ma bugi i gracze są na to całkowicie przygotowani, ale nie każda gra hype'uje siebie tak jak Oscarowy film.
12181:  To Redów pokonało w dużej mierze.
12183:  Uuu, tak, stanowczo.
12196:  Myślę, że możemy już powolutku wycofywać się z powrotem tutaj na górę.
12203:  Bo brat, Harad sobie poradzi.
12206:  Ludzi w wuja bardziej zrobią jej z Andromedą.
12209:  No tak, ale jej nie miało żadnych standardów już od lat.
12211:  Wszyscy są przyzwyczajeni.
12213:  O nie.
12217:  I to jest to, czego w tej grze bardzo nie lubię.
12220:  To znaczy nie ma żadnej taktycznej możliwości przygotowania się na taki atak.
12228:  I żadnego ostrzeżenia.
12234:  Zresztą ten hype cyberpunku naprawdę nie był tak potrzebny.
12238:  I myślę, że cały problem polega na tym, że za wcześnie zaczęto kampanię marketingową.
12244:  To jest paranoja, tak?
12251:  Tak, rozmawiamy o cyberpunku, bo ludzie spytali jaka gra mnie najbardziej rozczarowała w życiu, więc no...
12263:  I dokładnie, Redzi, zamiast przyznać się do błędu, podaje statystyki, mówiąc, że to jest sukces.
12267:  Cała ta komunikacja właśnie była problematyczna.
12269:  On tylko pokazuje, jak bardzo dużo paradoksalnie zależy od tego, co się zwykle... ignoruje.
12281:  To znaczy np.
12282:  komunikacji.
12285:  Co to jest?
12286:  Wybóg psjoniczny.
12288:  Sonda!
12290:  Wywołuje podatność...
12293:  Twoje urządzenie.
12293:  My przyjmujemy śmierć.
12319:  Zakończony.
12320:  Jak ty chcesz.
12336:  Jeszcze był drugi element tego, przecież mówiono, że gra będzie gotowa, jak będzie gotowa, że weźmiemy tyle czasu, ile jest konieczne, żeby to było jak najlepsze i tak dalej, i tak dalej.
12348:  Bardzo dużo elementów, które przesądziły finalnie o zdenerwowaniu graczy i słusznie.
12358:  Dobra.
12360:  Co?
12361:  Co to było?
12369:  To jest prawda, robaczysko, no.
12376:  Co tu się dzieje?
12377:  Nie mówcie mi, że on się przestrzelał przez to.
12386:  O, co to było to niebieskie?
12389:  Znaczy, było coś niebieskiego, było.
12392:  Nie mam pojęcia, co to jest, ale wiem, co zrobię.
12397:  Oj, bardzo wiem, co zrobię.
12398:  To będzie jeden z najzłośliwszych ataków kiedykolwiek na tych streamach.
12404:  Sama radość!
12423:  Sama radość.
12424:  O tak.
12430:  Dobrze.
12434:  Czy my teraz możemy w sposób radosny i nieokiełznany atakować tych wrogów?
12440:  To jest pytanie.
12442:  Chyba nie.
12443:  Więc to, co pozostaje, to ustanowić strefę ostrzału.
12449:  O tak.
12467:  Dobrze... Hmm...
12488:  Zastanawiam się, czy jeżeli tutaj się ustawimy, to nie będziemy przypadkiem zbyt narażeni na atak, więc weźmy prostsze rozwiązanie.
12496:  Pamiętaj o znieżywianiu wrogów bronią białą, racja.
12499:  Tak, to musimy robić.
12503:  Jakie zakłócenie, jakie zakłócenie!
12506:  Miało być riposta, a nie zakłócenie!
12512:  Populizm, tak, to też dobra uwaga, że populizm złoży się z brakiem kompasu moralnego.
12521:  No nie!
12553:  Za dużo, za dużo!
12558:  I mamy 10 punktów.
12558:  Mamy 10 punktów.
12559:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
12586:  Ignore the wounds!
12591:  Dobrze.
12591:  Ignore the wounds?
12593:  Możesz próbować.
12597:  Co to jest?
12600:  Onward, brothers!
12603:  Zapis.
12605:  Nie jest złym pomysłem.
12617:  I... Musimy niestety go zabić z broni dystansowej, ale spokojnie, jeszcze będzie dużo wrogów.
12626:  A, nie zauważyłem, że on ten też ma wartę.
12637:  Dwa punkty inicjatywy, za mało.
12644:  Ciężka sprawa.
12647:  Ciężka sprawa, strasznie niedobrze.
12651:  Wielkie Universal Fantasy zaczepiłem rank dla trybutariuszy.
12659:  Jest wyjaśnienie zrobione przez Dominikę i ono jest chyba przypięte w Ukrytym Kolegium albo w Jamnikarium.
12669:  na Discordzie.
12670:  Takie pytanie o lore.
12671:  Jaką naturę ma Osnowa w Warhammerze 40 000?
12673:  Czy to jest jakieś miejsce i świat pomiędzy?
12675:  Osnowa to jest tak zwane immaterium, odpowiednik piekła, z którego pochodzi chaos, wszystkie demony i przez immaterium biegną i płyną wszystkie krążowniki imperialne.
12685:  Jest to o tyle problematyczne, że faktycznie jest to piekło, w związku z powyższym potrzebują światła przewodniego największego bytu psjonicznego, jaki kiedykolwiek był w tej galaktyce, czyli Imperatora.
