Na ratunek Ciri wszyscy się rzucili — WITCHER 3 Livestream #25
🔗 https://www.youtube.com/watch?v=agVyy0IDZ2I

3:  Ostatni raz.
1914:  Jeżeli chcemy, żeby takie audytorium nas potraktowało poważnie, to wtedy trzeba wskoczyć na inny poziom.
1920:  I odwrotnie, jeżeli jest audytorium, które tego nie poszukuje, nie poszukuje jakiegoś bardzo wyspecjalizowanego słownictwa, to po prostu nie należy go używać.
1928:  Zawsze priorytetem powinna być komunikacja.
1931:  Nowigrad!
1933:  Zoltan!
1937:  Geralt, Geralt.
1938:  Dobrze.
1944:  Brama hierarchów.
1945:  Dawno tutaj nie byliśmy.
1945:  Odczarowanie umy nie było łatwe, ale powiodło się dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
1953:  Okazało się, że najbrzydszy człowiek na świecie wcale nie jest człowiekiem, lecz owym elfim czarodziejem, który towarzyszył Ciri w ucieczce przed dzikim gonem.
1962:  A Valach, bo pod takim mianem był znany, zdradził Geraltowi, że Ciri przebywa w ukryciu na wyspie Mgieł.
1976:  Gwint!
1976:  Gwint!
1976:  Gwint!
1977:  Gwint!
2010:  Zoltan!
2010:  Zoltan gra w gwinta!
2016:  Gdzie jest gwint?
2021:  Czemu Zoltan przestał grać w gwinta?
2029:  Chciałem rozkręcić własny interes, ale nic z tego nie wyszło.
2033:  Zaciągnąłem długi i teraz muszę je pospłacać.
2038:  Wolałbym zwalić wszystko na wojnę albo podłość ludzką, ale zawiniła moja własna i osobista głupota.
2046:  Nie chciałbym się nad tym rozwodzić.
2055:  Siedzisz w mieście od dłuższego czasu, więc może ty mi wytłumaczysz, dlaczego ani Radowid, ani Far Emrejs nie zajęli jeszcze Nowigradu?
2061:  Znakomite pytanie.
2063:  Pozwól, że ci objaśnię.
2066:  Wojna wymaga środków, a Nowigrad to wielki port, potężna flota i pełny skarbiec.
2072:  W rzeczy samej miasto jest łakomym kąskiem i dla Redanii, i dla Nilfgaardu.
2078:  Rozumiem, że mury miasta są wysokie, a Cekhausen pełne broni.
2082:  Mało rozumiesz.
2084:  To prawda, że oblężenie byłoby długie i wyczerpujące, ale rzecz w tym, że wszystko co cenne w Nowigradzie może zniknąć jak sen majowej jętki.
2095:  Wielka Czwórka dała do zrozumienia, że jakby przyszło co do czego, to flota jest łatwo palna.
2101:  A atak na miasto z pewnością wywoła zamieszki, w czasie których dojdzie do rabunku również kościelnego mienia.
2109:  Sumując, kto chce dostać bogactwa i flotę Nowigradu, ten musi dogadać się z półświatkiem.
2118:  Mamy pytanie od WSPGN.
2122:  Co by kupić za 30 złotych?
2129:  Teraz, Krzysztof, chytry kapitalista.
2132:  Za trzydzieści złotych trzeba kupić coś, co możesz sprzedać za czterdzieści.
2137:  Uuuu, biznes!
2141:  Wiem, gdzie jest Ciri.
2143:  No to co tu jeszcze robimy?
2145:  Jedźmy po nią.
2147:  Ja pojadę.
2147:  Dla ciebie mam inne zadanie.
2149:  Chcę, żebyś wyruszył do Kermory.
2151:  Tam przywiozę Ciri.
2153:  Niedługo potem możemy się spodziewać ataku dzikiego gonu i twój topór bardzo by nam się przydał.
2157:  Możesz liczyć na mnie i na mój topu.
2160:  Dzięki, widzimy się na miejscu.
2163:  Wesemir, Esquell i Lambert już tam są.
2169:  Jeśli podstawą nauki jest podważanie informacji pochodzącej od innych ludzi, to jaki sens ma zdawanie egzaminów sprawdzianych z tego, co nam powiedzą ci ludzie?
2177:  I mean right?
2179:  Jest powód, dla którego się wyśmiewa z egzaminów.
2184:  Odbrońcy egzaminów uważają, że to są podstawy wiedzy.
2187:  Kłopot polega na tym, że podstawy wiedzy również podlegają rewizji.
2191:  I jeżeli mówimy o tego rodzaju podstawach wiedzy, to mamy już jedno źródło, które je gromadzi i nazywa się internetem.
2198:  Dlatego tak, dlatego między innymi egzaminy nie mają sensu.
2201:  Nie będziemy teraz jak jakiś wieśniak podróżować teleportem.
2206:  Nie.
2207:  Jesteśmy potężnym kapitalistą, który z 30 złotych robi 40.
2211:  Więc...
2216:  Więc pojedziemy tam konno.
2219:  Oczywiście pod warunkiem, że płotka się do nas przeteleportuje.
2226:  Swoją drogą, uwielbiam tego rodzaju właśnie różne clickbaitowe filmy na YouTubie, że no... Chcesz zarabiać 10 tysięcy dolarów?
2234:  Zrób to samo, co ja.
2235:  Punkt pierwszy.
2236:  Uwierz w siebie!
2238:  Punkt drugi.
2240:  Załóż notatnik!
2242:  Punkt trzeci.
2243:  Wypisuj swoje cele!
2247:  Mhm.
2249:  Tak.
2250:  Właśnie, właśnie tak to się robi.
2254:  W tej perspektywie bibliotekarze byliby najlepiej zarabiającą grupą społeczną.
2261:  Ha, ha, ha!
2262:  Mawialiście, że południce nie płoną, więc mam ważną wiadomość.
2267:  Południce płoną.
2273:  Musimy tylko się zboostować odpowiednio.
2275:  Ha, ha, ha!
2276:  Tak!
2283:  Ta południca jest silna.
2285:  Punkt czwarty, mniej bogatych rodziców, absolutnie.
2287:  To zawsze.
2289:  Zawsze.
2293:  Rewizja.
2295:  Południca nie płonie.
2299:  Krzysztof po 20 odcinkach Steamu w dalszym ciągu nie wie, w jaki sposób walczyć z podstawowymi potworami.
2310:  Karat!
2311:  Wszyscy, którzy są fanami machania mieczem, teraz będą zadowoleni.
2319:  Płoń!
2324:  Ciach, ciach!
2326:  Potrzebujemy więcej znaków Yrden.
2327:  Powiedział nikt nigdy.
2331:  Południta jest chytra i mianowicie uchodzi tam, gdzie nie ma znaku Yrden.
2337:  Co się dzieje?
2340:  Śmieszne.
2343:  Śmieszni wrogowie.
2349:  W ogóle dzisiaj na kanale Nerd of the Rings, który bardzo Wam polecam.
2353:  Nerd jak nerd, nie?
2354:  I później of the rings.
2356:  lorowy kanał Władcy Pierścieni.
2359:  Słuchałem cudownego materiału na temat po pierwsze samego Melchora, a po drugie na temat Istarich, konkretnie dwóch niebieskich czarodziejów, Romestamo i Morimetara, i tego, jak bardzo wbrew pozorom, chociaż poza kartami Władcy Pierścieni, przyczynili się oni do wygranej w bitwie o pierścień w IV erze, więc przeciekawa sprawa absolutnie.
2384:  Zasmucająca sytuacja, że upiór nie płonął.
2387:  Liczyłem bardzo na to, że jednak będzie płonął.
2389:  Potrzebujemy odpocząć.
2396:  Przybywam za zapachem wędzonego sera.
2398:  Witamy, Kiruniu, witamy.
2404:  Co myślę o dyplomach za stuprocentową frekwencję?
2407:  Jest coś takiego Rainy Fox?
2408:  Uważam to za śmieszne, ponieważ studia, jeżeli mowa o studiach oczywiście, od zawsze polegały na tym, że się przychodziło na kursy takie, na jakie się chciało przychodzić.
2416:  Ja nie miałem na przykład stuprocentowej frekwencji w żadnym razie.
2420:  Były takie zajęcia, które starałem się zdać w pierwszym tygodniu, bo można tak zrobić.
2430:  Czy możemy go spalić?
2432:  Oczywiście, że świeciuszka odpalona.
2434:  Oczywiście, tutaj macie korpus delicti za mną.
2444:  Tak właśnie.
2445:  Dlaczego nie mogę go zniszczyć?
2449:  A... A jeśli...
2460:  Niedobrze, niedobrze.
2461:  Jak widzę Kapłana Wiecznego Ognia, to widzę Uzurpatora.
2466:  Czy są jakieś fanowskie książki ze świata ardy?
2470:  Not that I know of, to znaczy dużo jest fanfików, ale książki...
2474:  Tolkien Estate raczej uniemożliwia wydawanie niestety książek na licencjach.
2479:  Kiedyś Ryszard Derdziński, czyli redaktor naczelny serwisu Elendilion opowiadał mi, że usiłował zdobyć prawa do listów Tolkiena, ale te nie zostały przetłumaczone.
2489:  Profesor Marcin Niemojewski, też mój dobry znajomy z Uniwersytetu Warszawskiego, Tolkienista, też mi o tym opowiadał.
2494:  Nawet na potrzeby badań naukowych Tolkien Estate chciało
2497:  Pieniędzy dajcie, pieniążki dajcie.
2500:  Tolkien prawie dawno temu umarł, ale będziemy pasożytować właśnie na jego dorobku.
2506:  Dajcie pieniądze, nie będziecie badać tego i promować Tolkiena.
2510:  Nie, pieniądze dajcie, 200 milionów najlepiej.
2513:  Jezus.
2514:  Bo tak, jeszcze dodajmy, że to naprawdę nie było tak, że chcieli 300 złotych, nie?
2521:  Co sądzę o uniwersum, w którym magia działa tylko wtedy, jak mag się upije?
2525:  Radziłbym sobie w nim bardzo dobrze.
2528:  ale szczerze powiedziawszy nigdy mnie jakoś nie nęcił, bo jest taka cała seria filmów Wuxia, tych fantasy chińskich nazwijmy to, w których są opowieści o pijanych mędrcach, którzy równocześnie byli wypitymi wojownikami kung fu, jakoś nigdy do mnie to nie przemawiało.
2545:  Jaką klasę wezmę w Magu?
2548:  No przecież kochani, no przecież oczywiście, że piromanta, no.
2551:  Choćbym miał nigdy nie skończyć tej gry.
2559:  Krwią zapłacimy za wolną temerę.
2584:  Jeszcze przez jakiś czas chciałem jechać do Chin, ale... Szczerze?
2588:  Bardziej niż podróż do Chin cenię swoje życie.
2591:  Drażnisz mnie siebie.
2595:  Jak to wszystko się już skończy... Za rzeczką to trzeba się uważać.
2598:  Jeden poszywy krok i chuj złamany.
2599:  W zimie.
2601:  Taki porządny, co by na ścianach dywany wisiały i śmierdzące świeczki wszędzie.
2604:  Wchodzisz w to?
2606:  A jaki wkład?
2608:  Wkład własny.
2609:  Albo cudzy.
2610:  Zależy od płci.
2619:  Jak to jest, że w grze, w której są jedne z najbardziej dojrzałych mimo wszystko, ja na tle innych gier, relacji erotycznych, leci taki dowcip.
2629:  Ja nie wiem, nie wiem.
2630:  Nigdzie nie ma gwinta.
2643:  Żółwik pisze, rozumiem, że z kapitlem trzeba grać magami i wszystko, co z magią związane, ale nie sądzę, że zamykam sobie wiele ścieżek.
2647:  No tak, no tak samo zamykam sobie wiele ścieżek pracując na uczelnie, nie na przykład wynajdując rakiety kosmiczne.
2654:  Pewnie, że zamykam sobie wiele ścieżek, ale kluczem w życiu jest to, żeby robić to, co się kocha i lubi.
2659:  Także w grach.
2661:  Ja uważam, że za mało się mówi w grze o roleplayu, takim autentycznym roleplayu emocjonalnym.
2667:  Jest powód, dla którego ja tak emocjonalnie podchodzę do gier.
2669:  A jeżeli gramy w grę z arkuszem kalkulacyjnym i porównujemy, może kogoś to interesuje.
2675:  Na przykład wyobrażam sobie, że moderów może to interesować, albo nie wiem, ludzi, którzy się interesują techniczną stroną grania.
2681:  Mnie w ogóle.
2683:  Potrzebuję twojej pomocy w Kaer Morhen.
2685:  Przywiozę tam Ciri, a dziki Gon zjawi się pewnie niedługo potem.
2689:  Nie wróciłeś się ode mnie, gdy byłem w potrzebie i zamierzam odpłacić się tym samym.
2693:  Dzięki.
2694:  Twoje umiejętności bardzo nam się przydadzą.
2697:  Zastanowię się, czy brać ze sobą Wes.
2699:  W każdym razie, do zobaczenia w Kaer Morhen.
2706:  Uniwersum Lola?
2708:  Znam Uniwersum Lola tylko o tyle zdzikło, o ile oglądałem Arkane, więc... A poza tym ja nie zwracam uwagi specjalnie na postaci.
2716:  Więc trudno mi odpowiedzieć, czy to jest moja ulubiona.
2721:  Hades będzie ogrywany jeszcze.
2723:  Musi być ogrywany.
2723:  Jeszcze Emry van Emreis, moi drodzy.
2732:  Z najwyższą przykrością oznajmiam, że odczałowanie umy nie będzie łatwe jeszcze dwukrotnie.
2739:  A może nie?
2743:  Ale powiodło się, dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
2748:  Okazało się, że najbrzydszy człowiek na świecie wcale nie jest człowiekiem, lecz owym elfim czarodziejem, który towarzyszył Ciri w ucieczce przed dzikim gonem.
2758:  Avalach, bo pod takim mianem był znany, zdradził Geraltowi, że Ciri przebywa w ukryciu na Wyspie Mgieł.
2768:  No widzisz Igor, widzisz, że ty masz też ten sam problem z grami online, że trzeba brać uwagę hitboxy i właściwości techniczne.
2774:  To jest powód, dla którego dla mnie MMORPG zawsze będzie gorsze pod względem imersji niż taki Wiedźmin.
2780:  No nie jestem w stanie, próbowałem wiele razy i żałuję bardzo, bo na pewno dłużej bym grał w WoWa niż grałem, gdyby nie to.
2789:  Są tam oczywiście liczne mody, które robią imersywny UI i tak dalej, ale...
2797:  Gdzie jest kupiec korzenny, Emedvan Emreis?
2802:  Daleko.
2805:  Teraz jest ważna rozmowa, z tego co pamiętam.
2808:  Zapisujemy!
2813:  Mieliście śliczny kadr.
2815:  W ogóle tutaj są bardzo piękne miejsca i bardzo piękne detale.
2822:  Ale ten kadr zasługuje faktycznie na jego odtworzenie.
2826:  O tak.
2830:  Uwielbiam detale, włącznie z tym, że jest zbity jeden witraż tutaj.
2833:  Jest wspaniale tutaj.
2836:  Ładny call-out do zakończenia pierwszego Wiedźmina swoją drogą.
2845:  Czemu nie przyspieszam scen zładowania lokacji?
2849:  Bo uma.
2850:  To jest już mem.
2853:  Wasza cesarska mość.
2855:  Wiedźminie, co cię sprowadza?
2858:  Ale mi tu brakuje czasu, Densa.
2860:  Udało mi się ustalić, gdzie jest Ciri.
2863:  Nareszcie.
2864:  Już zaczynałem wątpić, czy dobrze zrobiłem, zwracając się do ciebie.
2868:  Przywieź ją niezłożnie.
2869:  Śliczny portret.
2870:  Śliczny gon.
2871:  Bezpieczna będzie tylko w Kaer Morhen.
2874:  To nie była propozycja, tylko polecenie.
2876:  Potrafię bronić własnej córki.
2881:  Unikalny, a unikatowy?
2882:  Unikatowy to unikatowy, a unikalny to taki, którego chcemy uniknąć.
2888:  Wiecie, jak to łatwo zapamiętać?
2890:  Łatwopalny, tak?
2892:  Łatwopalny oznacza taki, który się może łatwo spalić.
2895:  Unikalny, taki, którego należy unikać, tak?
2898:  A unikatowy to chodzi od rzeczownika unikat, czyli czegoś, co jest rzadko występujące w przyrodzie albo w świecie.
2908:  Nie wątpię, gdyby chodziło o zwykłych wrogów, ale dziki gon to co innego.
2913:  Wydanie mu bitwy tutaj naraziłoby całą Wyzimę.
2916:  Setki niewinnych istnień.
2918:  Kaer Morhen jest na odludziu.
2920:  I tam twoje wojsko bardziej by nam pomogło.
2922:  Jakie wojsko?
2926:  Zgoda.
2927:  Poślę z tobą, Horągiew.
2929:  Ale mam warunek.
2930:  Dowodził będzie generał Worchis.
2934:  Nie mogę się na to zgodzić.
2936:  A ja nie oddam wojska pod dowódcę Wiedźminie.
2939:  W takim razie zdaje się, że nie dojdziemy do porozumienia.
2944:  Wybacz, wasza wysokość, że zająłem twój czas.
2947:  Tak, o ile się zgodzi.
2960:  Więc jakkolwiek... Och, tutaj jest też piękny detal.
2964:  Jakkolwiek dubbing na przykład naszego ulubionego chyba Regisa jest bezbłędny, tak, dubbing Emyra... Czy możemy teraz zagrać w Gwinta?
2975:  Wydam ci jasne rozkazy.
2977:  Mnie się nie rozkazuje!
2979:  Nie będę chciał z tobą rozmawiać, zawezwać.
2982:  Bru!
2985:  Musimy się udać jeszcze raz na Skellige.
2992:  Nilgardczycy jak zwykle wykrzykują rzeczy, których nie jestem w stanie zrozumieć.
2998:  Tak, fakt, że ja nawet z mapą jestem w stanie pobłądzić źle wróży pod kątem Dark Soulsów.
3015:  Dobrze, szybka podróż.
3020:  Porozmawiać z Vesemirem w Kaer Morhen?
3023:  Dobrze.
3024:  Porozmawiamy z wszystkimi.
3027:  Hmm... Skelige.
3030:  Teraz mamy się udać, zdaje się.
3035:  Gdzież się mamy udać?
3037:  Czemu... Czemu nie ma znacznika?
3041:  Teraz muszę zgadywać, gdzie.
3044:  Przeniesiemy się tam, gdzie jest ładny ambient.
3047:  Wawort to jest precz po Nilfgaardsku?
3050:  Bezczelny.
3051:  To mi się dokładnie nie podoba w Cyberpunku.
3054:  Kiedyś o tym godzinny materiał zrobiłem, co?
3057:  Ale tak w dużym skrócie.
3075:  To samo, co dalej jest problemem.
3077:  Po ukończeniu głównego wątku fabularnego ten świat jest pusty i nic się w nim nie dzieje.
3083:  Absolutnie i całkowicie pusty.
3085:  Jak wracam do niego, to wiecie co?
3087:  Dobrze powiedział o tym,
3092:  Nie przypomnę sobie nazwiska tego youtubera, ale postaram się wrzucić na Discorda, na Holistyczną Agencję Skapistyczną.
3100:  Mianowicie powiedział, że w cyberpunku, w całym Night City jest efekt Uncanny Valley, czyli Doliny Niesamowitości.
3106:  I to jest bardzo dobre spostrzeżenie od strony światotwórczej.
3110:  Bo Uncanny Valley jest często diagnozowana łatwo w odniesieniu do postaci, ale nie w odniesieniu do światów.
3117:  Innymi słowy, to jest trochę taka wioska podium kinowska, w której widać, że wszystko jest pociągnięte farbą, żeby wyglądało ładniej,
3122:  Ale jak poskrobiesz, to okazuje się, że tam jest pustka.
3126:  Więc to mi się nie podobało najbardziej.
3128:  Wejdź na łódź?
3136:  Quest z Dijkstra to swoją drogą.
3139:  Heh.
3140:  Czy Magdalena to nad imię?
3141:  Czy powinny być jeszcze Barbarzyńca, Azelena albo Łotrzyk, Dalena?
3148:  Tak, to prawda.
3149:  No, nie zauważyłem tego.
3154:  Właściwie kusiło mnie, żeby... A wiecie co?
3156:  A może tutaj jest ten... Może tu jest woda pod spodem?
3160:  Tu jest woda!
3167:  Chlup!
3182:  To było piękne!
3186:  Mój Boże, to się udało, pisze Żabcia.
3188:  Witamy Żabcię na czatach z kojotrową.
3195:  Niesamowite.
3196:  Gdyby to był gęszczni impakt, to już byśmy umarli z tego względu, że postać nie umie pływać.
3207:  Do Wesemira teraz mówicie, żeby iść?
3209:  Teraz?
3211:  A teraz, dobrze.
3213:  Czyli na grzyba się teleportowaliśmy do Skellige, dobrze wiedzieć.
3218:  Nie!
3218:  Nie na grzyba!
3220:  Nie na grzyba!
3225:  Gdzie tu jest gospoda jakaś?
3233:  Nie widzę, gdzie tu jest gospoda.
3234:  Mam potrzebę zagrania w gwint, ale może w Kermoren to się uda.
3246:  Ale myśmy dawno nie byli w Kaer Morhen.
3248:  Ale powiodło się, dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
3254:  Okazało się, że najbrzydszy człowiek na świecie wcale nie jest człowiekiem, lecz owym elfim czarodziejem, który towarzyszył Ciri w ucieczce przed dzikim golem.
3263:  Niech zapatruje się na ewentualne konfrontacje, wywiady z reprezentantami grona lubrzyckiego przeciwnie do niepoglądania o formie filmu na YouTubie.
3271:  Jeżeli by ktoś mnie zaprosił do takiej rozmowy, to z pewnością bym zaproszenie przyjął, chociaż wolałbym, żeby argumentacja, która będzie używana, była inną niż ta, którą już obaliłem.
