Tańczący z wilkami — WITCHER 3 Livestream #8
🔗 https://www.youtube.com/watch?v=9gKMBfSbQ4s

4:  Witam Was wszystkich serdecznie.
1966:  Podejrzany typ został przez nas przepchnięty.
1970:  Chory jestem na bidę.
1973:  Ser żółty i dżem truskawkowy, ale już oczywiście, to są dwie najwspanialsze rzeczy na świecie.
1980:  Masło pod nutellę musową, ale mnie zaskakujecie.
1983:  Dla mnie to zawsze było niesamowicie... Aaa, okej, bo jeszcze to mamy zrobić.
1990:  Boże, ile mamy dzisiaj zrobić.
1996:  Czy to mordo... Jakie questy, wariacie, tak?
2003:  No dobrze.
2005:  Działaż mi na nerwy, siwa pało.
2008:  Już wiecie, co mówić, jak was zdenerwuje jakiś staro... Myślę, że chcecie mnie wpuścić.
2019:  These are not the droids you are looking for.
2021:  Chcę wejść na arenę.
2024:  Możesz wejść.
2026:  Kto tu rządzi?
2027:  Igor, na którego mówią sierpowy.
2030:  Zawsze mi się podobało, że Igor to byli służący wampirów u Pratchetta.
2040:  Tak, mała bułeczka to kajzerka, tak, tak.
2043:  Kajzerki pyszne.
2050:  Ale wiecie co?
2051:  Uporządkujmy raz na zawsze pewną kwestię.
2055:  Uporządkujmy kwestię, dobrze?
2058:  Bo bardzo mnie to nurtuje.
2082:  O, ulicznice.
2085:  Popatrzcie, ulicznica rozmawia z nami milej, przyjemniej i sympatyczniej niż człowiek z Kurwiela Juniora.
2092:  Kto mógłby przypuszczać?
2094:  Kurwa proste.
2101:  A jednak!
2103:  A jednak!
2107:  Krzysztof chce rozlewu krwi.
2116:  Muszę powiedzieć, że bardzo interesuje mnie to miejsce, do którego trafiliśmy.
2121:  Bardzo.
2126:  Wiecie co, my sobie to pozwiedzamy na wszelki wypadek.
2128:  Mam takie przeczucie, że to jest ostatni raz, jak tutaj jesteśmy.
2137:  Jest, jest powiedzenie.
2139:  Idiom.
2139:  Przepiękny polski idiom.
2141:  Miej wyjebane, a będzie ci dane.
2144:  Widzę, że jest on tutaj.
2145:  Aha, myśmy stąd wyszli.
2147:  Boże, przypomnijcie mi, że nigdy, ale to absolutnie nigdy nie ufał swoim zdolnościom eksploracyjnym, dobrze?
2154:  Absolutnie nigdy.
2156:  Kto pija mleko, ten rzyga daleko.
2158:  Piękne.
2159:  Kończę ankietę w takim razie, moi mili.
2162:  Cieszę się, że zamieniliśmy słowo na taki kluczowy temat.
2170:  Okej.
2172:  Okej.
2174:  Igor!
2175:  Jakiemu wampirowi służysz?
2180:  Podżeganie do nienawiści na tle żywieniowym.
2182:  Ja... nie, o rodzynkach w serniku nawet nie mówmy.
2196:  Jest tak stresujący temat, że przerzucam tę ankietę na następny stream.
2203:  Dzień dobry, istota żyjąca, dzień dobry.
2204:  Jakie masz doświadczenie?
2213:  Jestem Wiedźminem.
2215:  Zabijam potwory za pieniądze.
2217:  Nie będę miał problemu z ludźmi.
2220:  Pokroniarz musi czasem walczyć, ale to nie jest najistotniejsze.
2223:  Najważniejsze jest, czy potrafisz się kontrolować.
2226:  Czy potrafisz kontrolować tłum.
2229:  Znaczą mnie, jak przyspieszać i zwalniać pracę serca.
2232:  Jak zwężać żenicę i zmieniać metabolizm.
2234:  Mój medalion drży, gdy grozi mi niebezpieczeństwo.
2237:  Znam też proste uroki.
2239:  Muszę cię sprawdzić.
2241:  Chcę zobaczyć, jak się zachowujesz w walce i czy rzeczywiście... Bardzo proste.
2245:  Cokolwiek widzimy, rzucamy Igni.
2247:  Jeśli przetrzymasz trzy walki, to pracujesz dla mnie.
2250:  Pewnie, że herbota zielona.
2252:  Zawsze.
2252:  Ja nie mogę innej.
2254:  Czy widziałem Darwin?
2255:  Wszystko widziałem, co Darwin zrobił kiedykolwiek.
2256:  Są już ustawieni.
2259:  Zaczynasz od razu, czy potrzebujesz czasu na przygotowanie?
2265:  Tym lepiej.
2266:  Zaraz się przekonamy na co się stać.
2267:  Pamiętaj, to walki na śmierć i życie.
2292:  Tłum nie lubi, gdy oszczędza się przeciwników.
2294:  Zaczynajmy.
2294:  Szykujcie zasięgi!
2294:  Otwieramy zakłady!
2295:  Z dalekiego wschodu, gdzie ludzkie życie jest tańsze niż kubek wody, przybył walczyć wiedźmin, mutant morderca!
2320:  Nie umiesz płonąć!
2322:  Nie umiesz!
2324:  Nawet tego nie umiesz!
2328:  Tyle?
2344:  Nie!
2344:  Tylko nie przy!
2346:  Nie, nie, nie, nie!
2348:  Mamy przejebane!
2350:  O nie!
2351:  O nie!
2352:  O nie!
2353:  Nie, nie, nie!
2354:  Tylko nie to!
2355:  Quen!
2356:  Quen!
2356:  Quen!
2357:  Quen!
2358:  Quen!
2358:  Quen!
2360:  Tak, dokładnie!
2363:  Odnówcie mi zdrówko, dziękuję.
2367:  Jak p... Tylko jamniki.
2369:  Żadne inne psy.
2372:  O!
2372:  Dobrze, że on nam pomaga.
2383:  Psy najgorsze.
2392:  Nie musiałem wiedzieć, że są Włochaci.
2403:  I pisz to jak francuskie pensjonarki, gdy płoną.
2420:  Czyli umiera!
2425:  Twarzą w twarz, nie?
2427:  Znaczy, tą twarzą.
2430:  O, o jak pierdzie... A nie, to jest tylko wiwerna, to nie jest pies, spoko.
2434:  Na wiwernę mamy pomysł.
2436:  Pomysł na wiwerna opiekana.
2440:  Potrzebujesz jednej wiwerny, znaku igni, samozaparcia i działającego kompa z RTX-em.
2453:  Ooo, tak mi przykro, że ta wiwerna zginęła.
2458:  Are you not entertained?!
2460:  Are you not entertained?!
2463:  Propsy dla wszystkich, którzy oglądali Gladiatora.
2467:  CO ZA BU?!
2468:  CO ZA BU?!
2472:  Szczydełka w KFC.
2476:  Omniam.
2480:  CO TO BYŁO?!
2482:  Skandal i chamstwo.
2495:  Chciałem wypuścić jakiś wielki płomień, a wyszła iskierka.
2509:  O, zielony mutagen.
2514:  Borys Szyc!
2515:  Zawsze chciałem z nim walczyć.
2517:  Kto jest Borysem?
2519:  Miś.
2523:  Dzień dobry.
2524:  NIE MA AKŁAPOUCHEGO!
2526:  NIE MA SOWY!
2528:  NIE MA KANGUŻYCY!
2531:  JEST TYLKO KRZYŚ!
2534:  Dobrze.
2537:  O, podnieś, podnieś, podnieś, podnieś.
2538:  Jeszcze jedno zwycięstwo Wiedźmina!
2549:  Teraz grać z tym dziobem.
2552:  Zaraz podpowiadam na off-topy.
2556:  Pięknie, żeś ich wszystkich rozpierdolił.
2560:  Wiedzieli mi, że na arenie pojawił się jakiś kozak i co?
2564:  I mieli rację.
2568:  O, mogę odpowiadać.
2570:  Hefestion, jeśli dobrze czytam.
2572:  Krzysztofie, pamiętasz, co robiłeś 20 lat temu, 11 września?
2575:  Ja byłam za mała jeszcze.
2576:  Byłem u sąsiadów, do dzisiaj to pamiętam, jak jeszcze mieszkałem z rodzicami pod Krakowem w domu, dlatego wiem, że nigdy nie chcę mieszkać w domu, wyłącznie mieszkanie, i coś tam przeskakiwali po kanałach i nagle zobaczyliśmy, że dzieją się rzeczy, myśleliśmy, że to jest film, a to nie był film.
2595:  No, to było dość przerażające.
2598:  Doświadczenie.
2601:  Co sądzę o goglach wirtualnej rzeczywistości?
2604:  Nie znoszę.
2606:  Dla mnie są bardzo nieimersywne, znaczy uciska mi to nos.
2608:  Nic co uciska nos nie jest imersywne, o czym kto wie najlepiej jak nie Geralt z dziobem.
2616:  Puchatek to pierwszy sekretarz Chin.
2617:  Mam nadzieję, że YouTube słucha, no a kaaak?
2621:  Czy oglądałem film Gdzie jest Krzyś?
2622:  Nie.
2631:  Myślę, że niezręczna cisza, w której trzymamy Geralta, już powinna minąć.
2636:  Widziałem film, gdzie jest krzyż, niestety.
2644:  A myśmy nie mieli Tasakovi czasem pomóc?
2659:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
2687:  Witamy Jakuba Chróściela w gronie Trybutariuszy.
2691:  Pieniądze albo śmierć.
2693:  I co robiłeś?
2694:  Śmierdziałem!
2696:  Rzekł Geralt.
2703:  Jesteś u pani!
2704:  Myślałem, że chcę rzec.
2705:  O nie!
2706:  O nie!
2708:  Mowy nie ma.
2718:  Muszę przeszukać tę norę.
2720:  Tak, musimy przeszukać tę norę.
2722:  Zgadzam się, ale wpierw medytacja i eliksiry.
2726:  Jak mogłem pominąć Tasaka?
2730:  Znaczy nie no, myśmy rozmawiali wcześniej z Tasakiem, ale nie sądziłem, że... Były dwie opcje, to znaczy dwa questy równoległe i wydaje mi się, że my w tej chwili robimy dwa naraz?
2740:  Nie wiem, nie mam pojęcia.
2742:  Ja chciałem spokojnie się napieprzać pięściami, a nie tutaj, nie tutaj jakieś takie dziwne rzeczy.
2749:  O, jeszcze kasyno mamy.
2751:  Zabili koleżkę?
2752:  Ech!
2757:  To bardzo dziwne dźwięki.
2760:  Dobrze, tutaj jest problem, to znaczy musimy znaleźć drogę sami, bo się nigdy nie skończyło dobrze.
2770:  Tak, to zdecydowanie nie jest trendy.
2775:  Ale w ogóle, jeżeli chodzi o niską zawartość tkanki tłuszczowej, to jest mit, bo gladiatorzy na przykład i w ogóle wszyscy, którzy walczyli na arenach zawsze, no oczywiście, że byli umięśnieni, bo musieli być, ale równocześnie właśnie mieli tkankę tłuszczową i to dużą, bo tłuszcz zatrzymywał ciosy mieczem.
2790:  Znaczy, jeżeli mamy tak opiętą skórę na samych mięśniach, to można uszkodzić mięsień bardzo łatwo.
2795:  Jak się uszkodzi mięsień, moi drodzy, to regeneracja tego diabelstwa jest trudna.
2801:  Nie, nasz koleżka tu jest.
2803:  Wszystko z nim okej.
2806:  To dlatego, że walczył sam, bez nas.
2811:  Proszę bardzo.
2813:  A nie, może... A nie, macie rację, to są krasnoludy po prostu, tasaka.
2820:  Kiedy film o anime na kanale?
2821:  A będzie jakieś, które mnie zainteresuje.
2823:  Proste.
2825:  Wiadomość od Igora.
2828:  Szanowny wampirze z Iberwaldu.
2830:  Jako że powstało ostatnio trochę nieporozumień na temat depozytu i niezupełnie niepotrzebnie przylono trochę krwi, pragnę was uspokoić.
2836:  Wszystkie pieniądze leżą bezpiecznie w schowku w korytarzu wiodącym na arenę z górnego poziomu.
2841:  Zaznaczam, że korony skurwiela juniora są nienaruszone, nie brakuje ani miedziaka.
2845:  Dobrze.
2846:  Wiemy gdzie iść.
2847:  Znaczy mapa wie gdzie iść.
2855:  Ja chcę walczyć!
2857:  Czemu nie mogę walczyć?
2858:  No!
2864:  Co tu, co, co się dzieje?
2868:  Muszę się oduczyć patrzenia na czat w trakcie walki.
2870:  Dobrze.
2877:  Chcieli ludzie Thora z Marvela, to zostali wersje z Endgame.
2880:  No dokładnie, tak.
2882:  Co sądzę o odgrzewaniu starych filmów ze starymi aktorami?
2887:  Znaczy, jak w odgrzewaniu?
2890:  Aha, chodzi o tego Matrixa.
2891:  Nie mam z nim żadnego problemu, szczerze powiedziawszy.
2900:  Nie chcę, ja chcę schowek!
2903:  Gdzie jest schowek?!
2905:  Nie umiem znaleźć sam!
2909:  Chyba, że on jest gdzieś indziej.
2913:  Nie no, on jest ewidentnie tutaj.
2925:  Okej, okej, może to jest tutaj gdzieś.
2930:  Przy schodach wiodących... Gdzie są schody?
2942:  Wiecie, wiele razy wychodziliśmy i szliśmy za kropkami, wiecie jak to też się kończyło?
2949:  Tu, o właśnie, tu też są kropki.
2954:  Okej.
2957:  Okej.
2965:  Podłoga jest porysowana, a od przesuwania się... Aaaahhhh!
2969:  ...do ściany coś powinno być.
2971:  Czyli co, Art?
2975:  Nawodnienie, macie rację.
2977:  Eee... Okej, najstarsza... najstarsza sztuczka na świecie.
2995:  Tajemniczy list.
2999:  Widzę, że Skurwiel Junior nie ma łatwego życia.
3028:  Ciekawe, czy Dijkstra wie o tym, że Junior dogadał się z Retańczykami.
3033:  Dijkstra zawsze się dogaduje z Retańczykami.
3049:  Potrzebuję nowej minimapy.
3052:  Prawda, Martyno?
3053:  Potrzebuję nowej minimapy.
3056:  Powiedz mi coś, czego nie wiem.
3058:  Marfez, witamy w gronie Trybutariuszy, bardzo Ci dziękuję.
3061:  Mam nadzieję, że uda mi się przejść przez te drzwi.
3067:  Udało się.
3075:  Tak, chcemy kanapkę z pieczonym kurczakiem, po to tu przyszliśmy.
3079:  Od jakiegoś czasu mnie to zastanawia, czy w ramach ludologii jest jakieś osobne miejsce dla e-sportu.
3083:  Tak, tak, jak najbardziej, są badania nad e-sportem, nawet mogę ci wprost powiedzieć od kopa, kto je prowadzi.
3088:  Prowadzi je profesor Piotr Siuda z Uniwersytetu Kazimierza Wielkiego w Bydgoszczy.
3093:  Jest szefem pracowni Gamedec, swoją drogą to jest... Co tu się dzieje?
3101:  To jest aluzja oczywiście do...
3105:  Ja się chcę napierdalać!
3109:  Ja się tu też chcę, o!
3113:  O, jeszcze!
3116:  O!
3117:  O!
3121:  No potrafi, potrafi.
3123:  To są nieśmiertelni bandyci.
3130:  Fascynujące.
3138:  Nie wiem, co tutaj się dzieje, ale spieprzamy stąd.
3144:  Dlaczego?
3145:  Dlaczego mi się takie rzeczy przydarzają?
3147:  Dlaczego?
3149:  Witam i witam po odcinku What We Do In The Shadows, o zdanie na temat świata tam przedstawionego pytam.
3154:  O, to jest dobry film.
3157:  To był film przecież, What We Do In The Shadows, tak mi się wydaje.
3167:  Dobrze, nie będziemy się wdawać zatem w bójkę, której nie jesteśmy w stanie wygrać.
3171:  Widzę, że po raz kolejny po... Dorwać Juniora, kasyno, idziemy do kasyna.
3176:  Widzę, że po raz kolejny po Krwawym Baronie Manto spuścił nam jakiś pijak.
3190:  Widzę, że jest konkurs na czacie, ile można użyć na raz emoji z F-em.
3196:  To straszne.
3197:  W Sosiądze pyta Marta o podyplomówkę na Wydziale Humanistycznym AGH.
3199:  O, są podyplomówki na Wydziale Humanistycznym.
3202:  Nie mam z nimi nic wspólnego, więc mogę chwalić śmiało.
3204:  Są i nie będzie to, że wiecie, że to jest jakaś autopromocja.
3208:  Widziałeś jakieś dzielacinki?
3210:  One są bardzo cenione w branży i w branżach, do których przygotowują i... To jest dobry.
3218:  Dobra i opłacalna rzecz.
3220:  Długofalowo.
3226:  Tego, co wszyscy z takim dziobem!
3228:  What We Do In The Shadows to film i serial?
3233:  To serialu nie widziałem.
3238:  Chyba żartujecie.
3243:  Co sądzę, uniwersum Star Wars kocham, tylko właśnie z wyłączeniem tego Chiraka na życi, którym jest The Force Awakens i części następne.
3255:  Ale też lubię seriale, to znaczy bardzo lubię Clone Wars, bardzo lubię Rebels, tylko troszeczkę mniej niż Clone Wars.
3264:  Aaa, Gwincik!
3268:  Tak?
3268:  Chcecie... Gwinta chcecie!
3272:  Wyglądasz jak pajac, powiedział Geralt, ubrany właśnie w ten sposób.
3278:  Czy karczmasz... Karczmarzu piwa?
3282:  Star Treka mniej, szczerze powiedziawszy.
3284:  To znaczy, do tego stopnia, że jak oglądam Star Trek Discovery, to nie mam takiego wściku, jak 90% fanów Star Treka.
3293:  Co uważam o wampiryzmie?
3294:  Nie mam nic przeciwko, bardzo chętnie.
3295:  Jeżeli ktoś by chciał mnie u kąści przemienić w wampira, chętnie przyjmę wszystkie konsekwencje tak pozyskanej nieśmiertelności.
3303:  Mam ochotę zagrać, ale interesują mnie tylko duże stawki.
3306:  Nie znam cię.
3307:  Może masz pieniądze, może nie masz.
3310:  Może potrafisz się zachować, a może nie.
3312:  On jest jak moja promotor.
3313:  Jeśli nie będzie z tobą problemów, to w końcu zagrasz o wysokie stawki.
3317:  Póki co stoliki dla zwyklaków czekają na piętrze.
3320:  Nie przepuść wszystkiego od razu.
3323:  Ona też tak zawsze mówiła, że ta książka jest dobra, ale niektórzy by mogli powiedzieć, że jest zła.
3329:  Ona może się części osób spodobać, ale znajdą się tacy, którzy stwierdzą, że nie.
3335:  Idealnie po środku.
3337:  W centryzmie przebiła Gonciarza.
3345:  Czy oglądamy Sherlocka od BBC?
3346:  Tak i kocham.
3347:  Zresztą kocham wszystko, co jest z Benedictem Camberbatchem.
3351:  Włącznie z Doktorem Strange'em.
3354:  Lubiony mój Marvel.
3356:  Porozmawiaj gracz.
3357:  Popatrzcie, ktoś taki jak my.
3361:  Dobrze podchodzą karty?
3362:  Widać od razu, że mu źle za oczy patrzy.
3364:  Chce kogoś zamordować.
3365:  Ewidentnie.
3366:  To tu kurwa robi wiedźmi.
3368:  Podkrążone oczy od zarywania nocy.
3371:  Gracz.
3375:  Ani śladu, dlatego możemy w spokoju zagrać w kartę.
3378:  To dobrze.
3380:  Lubię Fistech.
3381:  Wampir z Buffy czy z True Blood?
3382:  Z Castlevanii, to jest mój vibe wampiryczny.
3386:  Zdecydowanie.
3400:  Czy sądzę o Gonciarzu?
3401:  To jest w ogóle fajne pytanie, bardzo cenię to wszystko, co zrobił dla polskiej sieci, nie?
3404:  Bo też pamiętam sytuację z Akta, pamiętam te vlogi podróżnicze, które bardzo dużo zmieniły, jeżeli chodzi o formaty na polskim YouTubie.
3413:  Oglądałem Zapytaj Beczkę praktycznie od początku, tak samo jego inne vlogi.
3417:  Dużo dobrej roboty zrobił, tylko jakby jak się zaczyna wypowiadać tak celebrycko, to okazuje się, że ma niewiele do powiedzenia.
3428:  Moi drodzy, dobrze wiemy, że dziobaty Geralt gra wyłącznie o wysokie stawki.
3434:  Coś czujesz, że cię dzisiaj opierdolę jak ta lala.
3440:  Ciekawe porównanie.
3443:  Czy mamy jakieś rzeczy, które można dorzucić do naszej rewelacyjnej talii?
3448:  Jaskier!
3449:  Przecież to jest ta karta, którą zyskaliśmy.
3451:  Co wymienimy sobie za jaskra?
3455:  Ja myślę, że to już jest ten moment,
3457:  Kiedy nie potrzebujemy Zygfryda, potrzebujemy Jaskra.
3463:  Tak właśnie, nasza talia jest z Jaskrona.
3478:  Nie chcemy Zoltana.
3482:  Okej, to się może przydać.
3485:  Ale nie wiem, czy chcemy dwa manekiny do ćwiczeń aż.
3490:  Bym tego nie pożałował.
3503:  Prawda?
3504:  Typowy gracz, wulgarny, wrogi do innych, wredny.
3508:  Gdyby od razu, to wiadomo od razu, gdyby czytał piękną literaturę, zwłaszcza polsko, na pewno to wyglądałoby inaczej.
3519:  Nie mam co do tego żadnych wątpliwości.
3530:  Wszystkich szpiegów mu dajemy od razu.
3533:  Dajcie mi te karty, dajcie mi te karty.
3540:  Dureń.
3542:  Dureń, bo my teraz zrobimy złośliwą rzecz.
3545:  Niech się tylko zastanowię.
3547:  Zagramy dwie szóstki, tak.
3550:  Zagramy tego i zagramy Wesemira.
3552:  Wesemirze to ten kolejny moment, kiedy nam pomagasz.
3557:  Debil.
3558:  O, Shadesu, witamy w gronie Trybutariuszy.
3561:  Czy czytałby to Karczuk?
3562:  Ja myślę, że ten gracz, z którym gramy, wygląda na takiego.
3565:  Taki nadęty, wyfiokowany bufon z ego wielkości kałamarnicy w pudełku na szprotki.
3579:  Zagramy jakimś przeciętniakiem.
3583:  Trochę z innej beczki, co sądzę o postaci Sary Kudzio w Gęsinie.
3587:  Nie lubię ją grać bez łuczniczką.
3590:  Ja mam problem z łucznikami.
3594:  Lepiej zacząć Cima, doradza, od większego szpiega, bo wtedy przeciwnik, jeśli będzie miał manekina, to nam więcej punktów.
