Noc Długich Pazurów — WITCHER 3 Livestream #22
🔗 https://www.youtube.com/watch?v=J4cSjj_WcAQ

1:  Witajcie w Królestwach Północy.
1777:  Jest świetnie, domknięte są arki fabularne poszczególnych postaci.
1782:  10 na 10, jeżeli bym kiedykolwiek używał ocen numerycznych.
1786:  Myślę sobie, że gdyby więcej było tego rodzaju animacji z różnych światów fantasy, to byłoby znacznie lepiej.
1791:  Ktoś napisał ostatnio na Twitterze, że animacja się bardzo fajnie zszywa z gatunkiem fantasy i bardzo się z tym zgadzam, więc polecam.
1800:  Dobra, wracamy do Wiedźminowania.
1803:  Jestem przyzwyczajony.
1804:  Nie pierwszy raz ktoś na mnie poluje.
1807:  No tak.
1809:  Wyobrażam sobie.
1811:  Sprawdziliśmy, kto wynajął ten magazyn portowy, do którego wcześniej wieziono wino.
1816:  Okazało się, że najemcą był podstawiony żebrak.
1821:  Znaleźliśmy go i przepytaliśmy.
1823:  Tego mężczyznę, który zapłacił za wynajęcie magazynu, spotkał żebrząc pod bażanciarnią.
1830:  Tam pomógł nam zwykły przypadek.
1832:  Kelnerka przypomniała sobie, że niechcący wylała wino na szlachcica, mówiącego z cintryjskim akcentem.
1839:  Jak wyglądał?
1841:  Podała rysopis, jakich wiele.
1843:  Przystojny, przyzwoicie ubrany mężczyzna z brodą, żadnych znaków szczególnych.
1847:  Właściwie równie dobrze to mógł być każdy, ale na szczęście pamiętała, kim była jego towarzyszka.
1854:  Cintryjczyk spotykał się z Cecylią Belantę,
1858:  Z tą śpiewaczką?
1859:  Słyszałam o niej.
1860:  Podobno jest bardzo utalentowana.
1863:  To musi być Sailostra d'Irrelfon.
1866:  Cecylii nie było, ale przesłuchaliśmy jej służbę.
1870:  Jedna z pokojówek twierdzi, że Cecylia ma się dziś wieczorem spotkać z cintryjskim szlachcicem.
1875:  Zaprosiła go na przyjęcie organizowane przez Mandragorę.
1880:  Cóż to jest Mandragora?
1881:  Co to za Mandragora?
1884:  To klub, który zrzesza miejscowych artystów.
1887:  Malarzy, rzeźbiarzy, ale też trubadurów i tancerki.
1892:  Nigdy o nim nie słyszałem.
1893:  Ja też.
1893:  Jestem zsynchronizowany z Geraltem.
1895:  Robią wokół niego otoczkę bardzo ekskluzywnej loży dla wybranych.
1899:  Co jakiś czas urządzają przyjęcia, na które zapraszają tylko bogatych mecenasów.
1905:  Zakładają maski balowe, a potem piją i flirtują.
1910:  Maski?
1910:  Czyżby Geralt miał okazję założyć maskę Gerarda z klanu Żurawia?
1916:  Wygląda na to, że jeżeli chcemy go dopaść, to musimy iść za nim na przyjęcie.
1921:  Wiedźminie, czytasz w moich myślach.
1923:  Zbiorę ludzi i otoczymy miejsce spotkania.
1926:  Mysz się nie prześliźnie.
1927:  Wykluczone.
1929:  Jeżeli Cintryjczyk rzeczywiście ma ludzi w mieście, to może się zorientować i znowu nam ucieknie.
1935:  Tak, maska, maska.
1937:  Wspaniale.
1938:  Najlepiej będzie pójść tam i wtopić się w tłum.
1940:  Jest szansa, że uszy wystarczą.
1944:  My?
1945:  Wasza miłość.
1947:  My, to znaczy ja i Geralt.
1949:  Pójdę z Wiedźminem.
1950:  Przyda mu się moja pomoc.
1953:  Gdzie odbędzie się to przyjęcie?
1955:  Czemu ja w ogóle nie pamiętam tego questu?
1956:  Spotyka się zawsze w tym samym miejscu.
1958:  W rezydencji na terenie górnego miasta.
1961:  To bardzo elitarna okolica.
1965:  Geralt, przebierz się w coś odpowiedniego i spotkajmy się w górnym mieście w Załuku Szalbierzy.
1978:  Mam nadzieję, że muzyka do Wiedźmina wreszcie wróci, ponieważ ten bug, gdzie muzyka zanika, doprowadza mnie do szału.
1984:  Och, tak, opcjonalnie.
1986:  Przebierz się w strój, który Anna Henrietta uzna za stosowny na przyjęcie.
1992:  Musimy wpierw zażyć jakikolwiek eliksir, ponieważ umieramy.
1998:  Kontusz.
1999:  Dobrze, pytanie kluczowe.
2001:  Zapewne jest tak, że rzeczony strój jest gdzieś tutaj, tylko ja go oczywiście nie widzę.
2006:  Pochodnia.
2008:  Czy jest tutaj strój?
2011:  Geralt... Oczywiście, że nie ma tutaj żadnego stroju.
2017:  Ale dopadniemy.
2018:  Oczywiście, że tu nie ma żadnego stroju.
2020:  Ale coś dostaliśmy.
2021:  To co?
2022:  Nie, to są buty z Tesha Mutna.
2024:  Nie mamy nic.
2025:  Idź za kropeczkami.
2026:  Mądra uwaga.
2028:  Zawsze o tym zapominam, ponieważ nauczyłem się ignorować kropeczki, gdyż zawsze mnie zwodzą.
2032:  Dobrze.
2036:  No nie wierzę.
2037:  Geraltowi się udało.
2040:  Czy powiedzą nam jakiś program do tworzenia map myśli?
2042:  Tak.
2045:  Albo Mind Map.
2047:  Albo Miro.
2049:  Ja wolę Miro.
2054:  Ktoś chce z nami walczyć!
2057:  Co za radość, co za radość.
2063:  Nie!
2064:  Nie!
2065:  Płoń!
2067:  Ktoś miał nas dosięgnąć mieczem!
2072:  Kefir!
2074:  Zaatakował nas Kefir!
2082:  Geralt się nie lęka.
2084:  Geralt tylko umiera z zatrucia.
2086:  Jest mi jakiś problem z tą trucizną, z tego co widzę.
2089:  To znaczy, mam wrażenie, że te nasze trzy eliksiry, które zażywam zawsze, no tak, one są problematyczne.
2098:  Trzeba będzie zainwestować w ten skill, który nam zwiększa tolerancję na zatrucie.
2108:  Tak.
2110:  An archmage didn't connect the dots.
2114:  To prawda.
2115:  To prawda.
2118:  Tak, musimy mieć możliwość zainwestowania punktów w ten cudowny, soczysty skill, który jest tutaj.
2124:  Nie pamiętam, czy to jest odporność nabyta.
2126:  Jest jakiś taki skill, który pewnie chaty będą widzieć lepiej jak zawsze, ale nie sprawdzam na razie w tej chwili, który będziemy bardzo potrzebować.
2133:  Musimy w każdym razie nafarmić punktów na tę rzecz.
2137:  Pięknie pękają.
2138:  Tak, to, że pękają, to jest zasługa wykutej runy.
2142:  Umierając przeciwnicy podpaleni znakiem IG nie eksplodują.
2148:  Tak, ale ewidentnie jest coś z muzyką nie tak.
2150:  Bardzo mnie to smuci.
2155:  O!
2157:  Nie!
2158:  Świnka nie umrze!
2160:  Nie, nie, nie!
2162:  Nie, nie, nie!
2165:  Tak naprawdę to tak.
2169:  Dlaczego ten strój jest tak daleko?
2172:  Może reload?
2173:  Wiecie co?
2173:  Faktycznie, to jest tak irytujące, że... O!
2178:  Jest i muzyka!
2180:  Uratowani!
2182:  Uratowani!
2187:  Jest cichy ambiencik, wspaniale.
2190:  Chob siop!
2190:  Chob siop!
2218:  Dobrze.
2219:  To tylko pokazuje, jak muzyka jest istotna w grze.
2221:  Nie, ale macie rację, coś się dzieje.
2223:  Wczytajmy sobie.
2225:  Zwykle po wejściu do pomieszczenia się to zmieniało.
2228:  Redzi!
2229:  Dużo jest bugów w Krilinie.
2234:  kanał Lemino.
2236:  Darmowy kontent za 100 lat z telewizji, ale to w większości przypadków.
2239:  The Wheel of Time widziałem i... Powiem wam tak, to jest poziom Kronik Szanary, Merlina, opowieści z Narnii.
2260:  To nie jest poziom gry o tron, czy nawet Wiedźmina Netflixowego.
2265:  Można obejrzeć, ale jest problematyczny.
2269:  Sakreble, co za styl.
2273:  No, widać, żeście z północy.
2276:  Słucham?
2277:  No dobra, dobra, tu nie ma co słuchać.
2280:  Tu trzeba się przebierać.
2283:  Bardzo proszę, zapraszam do mojego salonu.
2289:  Zagrajmy w gwinta.
2292:  Zagrajmy w gwinta.
2294:  Masz ochotę na partię gwinta?
2302:  No!
2303:  Jest i muzyka, można żyć.
2306:  Ostatnio graliśmy Cesarstwem Nilfgaardu z jakiegoś powodu.
2310:  I czemu by nie?
2312:  Czemu by nie?
2314:  Bo jeszcze nie mamy całej talii Skellige.
2316:  Będzie, będzie rozrywka.
2340:  Jak potwory uzbieramy, też będą nas zmieniać.
2342:  Wszystkimi taliami będziemy grać.
2346:  Szpieg, oczywiście szpieg.
2353:  Co to za turniej gry komputerowych na AGH jest?
2356:  Heroes 30, nie wiem, pamięć nie myli.
2363:  Dlaczego nam nikt nie daje szpiega?
2364:  To byłoby radośniejsze.
2378:  Och, tak.
2380:  Ja mógłbym z soundtracku Gwinta słuchać Nieskończoność.
2385:  Dobrze.
2386:  Zobaczymy.
2388:  A, swoją drogą, też gra Nilfgaardem.
2390:  Tak!
2392:  Dobrze!
2393:  Świetnie!
2394:  Doskonale!
2396:  Cudownie!
2399:  Czy turniej będzie streamowany?
2401:  Nie sądzę.
2402:  Nie sądzę.
2403:  Nic o tym nie wiem w każdym razie.
2406:  Co się dzieje, jak są dwie talie Milfgaardu i jest remis?
2409:  Czy obie tale są punkt?
2411:  To jest ciekawe, Bartku.
2412:  To jest ciekawe.
2413:  Nie sprawdzałem.
2416:  Hahaha!
2417:  Wspaniale!
2419:  Tak jest.
2420:  Bardzo się cieszę.
2422:  Bardzo się cieszę, że jest dużo szpiegów.
2436:  No to lecimy.
2439:  Teraz, teraz jest bardzo z siebie dumny ten... Ilu szczypiegów!
2445:  Co za radość, co za piękno!
2448:  Czy widzę potencjał w kole czasu na przyszłe sezony?
2450:  Tak, znaczy jedynie przyszłymi sezonami będą się w stanie odkupić w moich oczach w jakikolwiek sposób, ale bardzo widać niedostatki budżetu, to znaczy, no pamiętacie, pilot to jest ten moment, kiedy mamy szansę bardzo dużo pokazać, więc jeżeli zdecydowano się pokazać takie zaklęcia, jakie są w pierwszym odcinku, nie spoilując oczywiście,
2473:  Prawda, poobjrzałbym parę tutoriali na YouTubie i zrobiłbym takie w After Effect'cie.
2477:  No nie przesadzam, tak wyglądają, więc ja jestem bardzo wrażliwy na pokazanie magii w światach fantasy i trochę mnie to drażni i męczy.
2486:  Czas to wygrać.
2488:  Jaka dziś herbatka?
2488:  Dziś inna, Jadwigo, dziś inna!
2491:  Dziś jest herbatka Gunpowder!
2496:  Nie askier.
2498:  Z tego, co pamięć nie myli, malinami.
2504:  Taka, którą można wielokrotnie zaparzać, czego nie zrobię, bo jest stream.
2509:  Więc Krzysztof 0, Logika 1.
2511:  Dobrze.
2516:  Mówicie, żeby teraz zrobić pas, żeby... Nie będziemy robić pas teraz.
2519:  Dlaczego mamy zrobić pas?
2520:  Żeby radośniej.
2523:  Zrobimy o wiele radośniej.
2524:  Znaczy, zrobimy szpiega.
2532:  Och, i jeszcze będzie jeden szpieg.
2533:  Wspaniałości.
2538:  Robert do pracy idzie na 3,5 godzinki.
2539:  Eee, te 3,5 godziny, to my się dopiero rozkręcimy ze streamem.
2542:  Wiecie, jak jest.
2544:  Zróbmy remis.
2548:  To byłoby trudne, no bo musielibyśmy doprowadzić do tego, żeby było tyle samo punktów.
2552:  A...
2554:  Z tego, co spodziewam się, nasz przeciwnik będzie grał raczej tak, żeby wygrać.
2559:  Czy był jeszcze jakiś szpieg w talii, którego możemy wskrzesić?
2563:  Nie.
2565:  Nie, nie był.
2567:  To zrobimy inaczej.
2570:  Spasujemy.
2574:  Nadia widziała kilka ujęć koła przez przypadki wybudowa, miała bieda produkcji.
2578:  No właśnie.
2580:  No właśnie.
2583:  Nikt nigdy, Krzysztof, z tego co mnie pamięć nie myli, tak, tak.
2588:  Co uważam o samym zakończeniu Aachen, Pita z Gredek, nie w piniak seriale, zwłaszcza ostatnie odcinki kończą się na Cliffhangerze.
2593:  No Cliffhanger jest problematyczny.
2596:  Na wszystkie objawy, na to się spoilerów spokojnie nie spoilujemy, ale no Cliffhanger to Cliffhanger.
2602:  Kończy się zbyt raptownie, zdecydowanie.
2612:  Nowa świeczunia fajnie pachnie.
2614:  Zdecydowanie mniej czekoladowy zapach niespodzianka, ponieważ nie pachnie czekoladowo, więc nie spełnia takich wymogów dietetycznych, jak to u mnie zwykle bywały, ale jest super.
2623:  Bardzo taki delikatny zapach.
2625:  Czekoladowy był zdecydowanie intensywniejszy.
2631:  Jestem ślepy, ale to jest to samo, prawda?
2633:  Przywraca jedną kartę, tak.
2639:  Mam pewien pomysł.
2641:  Tak, mam pewien pomysł.
2644:  Tak, to jest, to jest, to jest radosny pomysł, to jest bardzo radosny pomysł.
2653:  Czy da się stworzyć dobry cliffhanger?
2655:  Tak, znaczy moim zdaniem dobry cliffhanger to jest taki, który jest w środku sezonu, bo nie mają sensu już cliffhangery, które są
2666:  Pod koniec sezonu, bo dzisiaj się inaczej troszeczkę sezony robi, konstruuje.
2670:  Zawsze myślę i mylę się, że Odim przywołuje inne Gaunterelle.
2674:  Nie przywołuje.
2684:  Dobrze.
2684:  No dalej będziemy sobie wskrzeszać.
2686:  Bo możemy!
2690:  Jaskier teraz leci.
2701:  Och tak, to jest chyba mój ulubiony bit gwinta.
2707:  Kusi mnie jedna rzecz interesująca, bardzo interesująca rzecz mnie kusi, ale to sobie wykorzystamy za momencik.
2717:  Witamy, Eoweline Hero, witamy.
2720:  Witajcie wszyscy dołączający.
2726:  Gdzie kupię takie super świeczuszki herbatki?
2728:  Świeczuszki w Sojangu?
2730:  Sojang.pl na Instagramie, a herbatki Five O'Clock.
2737:  To nie jest informacja sponsorowana.
2741:  Dobrze.
2743:  To może być interesujące nawet.
2746:  To może być interesujące.
2748:  O tak.
2759:  Palitka narzeka, że dostaliśmy opierdolę jako klasę, że tylko 15 osób chce jechać na wycieczkę do teatru na Ferdydurkę.
2765:  Teatr jest taki wspaniały, lektura taka ważna, a my nie chcemy.
2768:  Masakra.
2769:  Tak, to jest skandal.
2770:  Ja bym wstydził się i posypywał głowę popiołem.
2773:  Dziś jest stream, w którym posypujemy głowę popiołem.
2785:  Adam, Mario, ciężkie czasy.
2787:  Gwind jest!
2788:  Radosna muzyka!
2791:  Dzieją się rzeczy!
2793:  Mam złe karty!
2796:  Walniemy Geraltem.
2803:  Aktiwik here był raz w Teatrze Szkoły i zapamiętał tylko śpiącego mężczyznę na widowni.
2808:  Oj, oj.
2809:  Tak, ja zdecydowanie miałem bardzo złe zawsze doświadczenia z teatrem.
2815:  Legendy powiadają, że zdarzają się teatry, w których aktorem się chce grać i jest radośnie, ale to są legendy.
2825:  Oj, jak mnie kusi.
2827:  Ale zaraz, zaraz użyję, nie, teraz, teraz użyję, bo potem będę narzekał.
2832:  Aaa!
2834:  Testujesz moją cierpliwość!
2837:  Zmiażdżę cię za to!
2845:  Kalif z Twierdzy Krzyżowiec.
2848:  Polecam Twierdzę Krzyżowiec.
2849:  To jest świetna gra.
2852:  Czemu giną nasze jednostki?
2855:  Co to znaczy dwie pożogi?
2857:  Co to znaczy dwie pożogi w talii?
2861:  Co tu się dzieje w tej rundzie?
2874:  Hmm...
2877:  Tak, tu będzie się to bardziej opłacało.
2879:  Nie!
2880:  Błąd!
2881:  Przecież tu jest jaskier, Krzysztof!
2884:  Aaa!
2885:  Straszny błąd.
2887:  Cud, jeśli nie... Cud, jeśli to przetrwam.
2891:  Dobrze, powiedzmy.
2895:  Jak będziemy miały trzecią pożogę, to jeszcze zastrzelę.
2900:  Okej.
2902:  Okej.
2916:  Co tu się dzieje?
2917:  Ja nic nie robię.
2918:  Nie mam kontroli.
2921:  You have no power here.
2928:  I tak wygraliśmy.
2929:  Logika 2, Krzysztof 0.
2931:  Tak, tak było.
2932:  Jaki mam stosunek do musicali?
2933:  Ambiwalentny.
2935:  Mogłyby nie istnieć.
2939:  Powiem wam tak, teraz będziecie strasznie przerażeni.
2943:  Sznurek Len Jedwab.
2944:  Nie dlatego, że podniosłem sznurek Len Jedwab, ale dlatego, że mam pewien styl oglądania filmów Disneya, odkąd pamiętam.
2951:  Odkąd byłem mały i obejrzałem pierwszy raz Króla Lwa, Słonika Dumbo i całą resztę.
2956:  Mianowicie przewijałem wszystkie partie śpiewane.
2959:  Wszystkie.
2961:  Zawsze.
2963:  To daje pewne wyobrażenie na temat mojego stosunku do partii śpiewanych.
2969:  Żarty na bok.
2970:  Pokaż, co masz w tej swojej szafie.
2973:  Ależ proszę uprzejmie.
2975:  To jest strasznie nieimersywne, jak ludzie nagle stają wszyscy i zaczynają skakać i śpiewać w połowie jakiegoś dialogu.
2982:  To nie ma dla mnie żadnego sensu.
2984:  O, boklerski dublet.
2986:  Wygląda dobrze.
2988:  Chcemy to.
2989:  Eleganckie, boklerskie.
2991:  Chcemy to.
2993:  Chcemy to.
2994:  Pantofle Nilfgaardzkie.
2997:  Nie, nie chcemy tego.
2999:  Nie mieliśmy takiej maski jeszcze, świetnie.
3002:  Co jest potrzebne oprócz butów i kubraczka?
3005:  Spodnie, Krzysztof, spodnie.
3008:  Spodnie są potrzebne.
3010:  Widać, że dawno nie wychodziłem.
3014:  Sprzedajmy całość tego żelastwa przy okazji.
3017:  Dobrze, dobrze.
3019:  Ale mamy kolekcję masek.
3023:  Gdzie jest dziób?
3026:  Gdzie jest dziób?
3027:  Dlaczego nam zniknął dziób?
3031:  Ktoś nam ukradł dziób.
3034:  Natychmiast kupmy dziób.
3040:  Co to za skandal?
3041:  Dlaczego nam wypadł dziób i maska arlekina?
3043:  Dziób jest ważny.
3046:  Maska... Oczywiście, maska maga metalu, naturalnie.
3049:  Co tu jest jeszcze?
3049:  Roztwór do barwników.
3052:  Czemu nie?
3054:  Ale to jest za drogie.
3057:  Dzięki.
3058:  Na razie to wszystko.
3060:  Zawsze do usług.
3064:  Dobrze.
3066:  Wspaniale.
3067:  Wspaniale.
3069:  Teraz przebieramy się tak, żeby wyglądać jak debil.
3072:  Świetnie.
3075:  Rękawice prawdopodobnie są niepotrzebne.
3077:  I teraz najważniejszy... Tak jest!
3080:  Tak jest!
3081:  Geralt
3082:  Przepraszam, Gervant, mistrz Gerard z klanu Żurawia, jest gotowy na spotkanie z Anną Henriettą.
3092:  Absolutnie tak.
3095:  Tylko za wielkie, dobre piosenki przy Baba Jaga?
3097:  No, w sumie.
3102:  Gdzie macie... Gdzie kontusz?
3103:  Jaki kontusz?
3104:  To jest kontusz?
3108:  Jesteście bardzo wymagający zdyjmowaniem uzbrojenia, ale w sumie racja.
3112:  Przecież... Nie potrzebujemy uzbrojenia!
3128:  Nie widzę kontusza.
3131:  Nie mamy kontusza, na którym byliśmy na sercach z kamienia.
3134:  Przykro mi.
3138:  Przykro mi, moi drodzy.
3141:  Prawdopodobnie musiałem w ferworze sprzedawania sprzedać.
3158:  O, na szczęście nie da się kupić biletów do teatru.
3165:  Nie, nie, sprzedawaliśmy wszystkie ciuchy, z tego co pamiętam.
3169:  Potrzebowałem bardzo dużo gotowizny.
3179:  Spóźnia się.
3181:  Czemu mnie to nie dziwi?
3189:  Agnieszka pyta, jaki mam stosunek do policji utrudniającej inspektorom ochrony zwierząt i ich pracy i dopuszczającej inspektorów do ochrony umiejących zwierząt.
3196:  Jednoznacznie negatywne, oczywiście.
