Pół wieku eksploracji później — WITCHER 3 Livestream #12
🔗 https://www.youtube.com/watch?v=2a46pkxu55E

2:  Witajcie serdecznie
2220:  Drabiny to jest nikczemny wynalazek radzieckiego naukowca Vasilija Drabinowa i jak wszystkie nikczemne wynalazki radzieckich naukowców, należy je unikać.
2229:  O, proszę bardzo.
2231:  Teraz będzie przykład walki z przeciwnikiem, który jest oznaczony jako absolutnie nie do pokonania dla nas.
2238:  Dobrze.
2241:  i prawdopodobnie on jakby nam zadał obrażenia, to rzeczywiście bylibyśmy na hita.
2248:  Bardzo możliwe, że wkrótce to przetestujemy.
2265:  Pięknie.
2266:  Ooo, trafienia krytyczne od Igni.
2270:  Mmm, wspaniałości.
2271:  To jest swoją drogą ciekawe, bo... Ciekaw jestem, czy one się skalują do HP potworów?
2276:  Chyba tak.
2278:  Bo nie wierzę, żeby wilk miał więcej niż 15 tysięcy zdrowia, no litości.
2282:  A na wilka potrzebujemy około trzech Igni.
2297:  Widłogon?
2297:  Równie potężny, co wilk.
2305:  Dzieją się dzisiaj rzeczy nikczemne.
2309:  Nikczemne.
2314:  Straszne, straszliwe i nikczemne.
2317:  No ale...
2319:  Udowodniłem tezę, tak?
2321:  Jest udowodniona.
2321:  To znaczy, widłogon zadaje nam dokładnie tyle samo obrażeń, co wilk.
2325:  Przepraszam, pomyliłem się o 15%.
2327:  To znaczy, wilk nam zabiera 75% paska zdrowia.
2333:  Widłogon jeno 100.
2338:  Nie!
2339:  Dokładnie tyle!
2341:  Dokładnie tyle samo, co wilk zabiera!
2344:  Mówiłem?!
2347:  I co? !
2349:  I co?
2352:  Ha!
2354:  Ha!
2358:  Dobra.
2359:  Koniec triumfowania, czas na wypalanie pod ochronną mocą QN-u.
2364:  Muszę częściej używać QN-a, zdecydowanie.
2371:  Teraz się przynajmniej czuję jak Wiedźmin, a nie jak jakiś deratyzator.
2377:  To jest... Widłogon jest piękny, absolutnie.
2380:  Swoją drogą, szkoda, że Netflix nie ogarnia różnic między smokami a widłogonami, a... Jeszcze był jeden rodzaj... ...drakonidów.
2391:  Dokładnie tyle samo, co wilk!
2397:  Dobrze, że widłogony nie polują stadami.
2400:  Ale co?
2401:  Jak to?
2402:  No chyba będzie jakiś lód z tego.
2404:  No dobrze, dobrze.
2409:  Badania Krzysztofa w polu.
2413:  Widłogony równa się wilk.
2415:  O, oszluzg były i wywerny.
2417:  Czad jak zwykle mocny lorowo.
2422:  Proszę bardzo, i teraz test empiryczny.
2431:  Nie jest to absurdalne?
2433:  To jest absurdalne.
2442:  Nie będziemy z nim walczyć, nie damy mu tej satysfakcji.
2448:  Jedną trzecią HP, no dobrze, dobrze, dobrze.
2451:  Ale i tak jest to absurdalne!
2454:  Podróżujemy do Holmstein.
2457:  Widzicie, naginanie badań naukowych w praktyce, do tezy.
2464:  Chcemy wyśmienity północny wiatr.
2470:  Niestety z tymi wilkami musimy walczyć, bo no musimy.
2474:  Nie da rady inaczej.
2475:  Okej.
2476:  Młynek.
2494:  Przybiegły dwa wilki.
2495:  Ugryzł i uciekł.
2497:  To prawda.
2498:  Chociaż głównie ugryz mam wrażenie.
2502:  Naprawdę powinienem każdy stream tytułować Tańczący z Wilkami.
2507:  Wiesz, nic innego nie robimy.
2510:  Przynajmniej na początku.
2518:  Powiem wam, że chyba będzie czas na poszukiwania ulepszonej zbroi Gryfa.
2530:  Jeszcze 5 leveli i możemy podróżować do Toussaint w tej sprawie.
2537:  Czy można zrobić przypomnienie, kto robi świece błogość?
2540:  Tak jest!
2543:  Firma nazywa się Sojang przez Y.
2547:  I można kupić na Instagramie na razie tylko, kontaktując się bezpośrednio z właścicielką.
2552:  Instagram i Sojang.
2554:  Sojang.pl bodajże jest na Instagramie.
2557:  Możecie sprawdzić, bo na ostatnim Q&A robiłem feature Sojanga.
2563:  A co tu się dzieje?
2569:  A ty tu czego?
2571:  Dobre pytanie.
2571:  Po prostu zastanawiam się, co tu robicie, o ile to nie jest sekret.
2575:  Sekret?
2576:  To powód do dumy.
2577:  Przypłynęliśmy pod wodzą Lugosa Sinego zmierzyć się z potworami z Jaskini Snów.
2583:  Potworami, mówisz?
2584:  Dobrze się składa.
2586:  Mogę mówić z Lugosem?
2587:  Może zechce wynająć profesjonalistę.
2589:  Gdzie przybłędo?
2590:  Nie będzie nam się obcy pałętał po łodzi.
2598:  Lugos nam nie czeka.
2600:  Prowadź.
2600:  To nie są detroity, których szukasz.
2603:  Jak to?
2603:  Nie rozumiem.
2604:  Ja z Kiny wyjdę, wszystko jest w porządku.
2607:  To nie wcale będzie moja wychcowa.
2620:  Wiesz kiedy ostatnio miałem na drakarze kogoś z kontynentu?
2624:  Ja wiozłam jeńców z Velen na targ niewolników w Nazairze.
2629:  Mów po coś przy lasu.
2632:  Nie pamiętam.
2634:  Nie chcesz przypadkiem wynająć Wiedźmina?
2636:  A ty nie chcesz się przepłynąć wpław na Spiegeroth?
2639:  Ej, chłopaki, rozebrać go i do wody!
2642:  Czekaj, słyszałem, że idziesz do jaskini snów.
2644:  Nie przyda ci się dodatkowy miecz?
2645:  Albo nawet dwa?
2646:  Choćby tam było tuzin gryfów i kopa wivern, to ja i moi chłopcy... Ty i twoi chłopcy nie znacie się na potworach.
2653:  Gryfy i wiwerny nigdy nie występują razem.
2655:  No proszę.
2656:  Może jednak warto wyłożyć na ciebie trochę srebra.
2659:  Dobrze, zabiorę cię.
2661:  Miałem się już zbierać.
2662:  Jesteś gotowy?
2663:  Czekaj, czekaj, czekaj, stop.
2665:  Bigomeza pisze, Redzi pracują nad Wiedźminem 4, dwa tygodnie temu coś wypłynęło, że Ciri ma być główną bohaterką i że zaczną prasę w 2.2.2.
2673:  To jest bardzo dobra informacja.
2677:  Ale to znaczy, że ugięli się pod naporem fandomu, bo wszyscy mówili, że Ciri ma być główną bohaterką, a Redzi jeszcze parę lat temu, chyba trzy, mówili, że absolutnie nie.
2688:  Hmm?
2691:  Dobrze, dobrze!
2694:  Bardzo dobrze!
2696:  Fandomy zwyciężają.
2697:  Druga kwestia.
2698:  Odwar Zupiora polecacie, który rzuca automatyczny QN.
2701:  I to jest coś, co chyba zrobimy.
2704:  Daj nam chwilę.
2705:  Daj mi jeszcze chwilę.
2707:  W tym celu udamy się do naszego kolekcji odwarów i po mniej więcej 15 godzinach znajdziemy odpowiedni.
2730:  Nine thousand hours later.
2735:  Nie mówcie mi, że nie mam odwaru z upiora w ogóle.
2741:  To jest odwar ze starożytnego Leszego, a nie ma odwaru z upiora?
2745:  Wielkie nieba.
2748:  Witaj Kubo.
2750:  Cieszę się, że jestem ulubionym tym człowiekiem na YouTubie.
2754:  Te odwary są alfabetycznie?
2758:  Poważnie?
2760:  Faktycznie.
2762:  Dlaczego ja nie zauważam najprostszych rzeczy?
2767:  Faktycznie są alfabetycznie.
2770:  Ale tak czy siak nie ma dla Ruzu Piora.
2772:  Chyba musimy go zrobić.
2776:  Nie.
2777:  Czyli... A to jest dziwne.
2780:  To jest dziwne, nie mamy takiego przepisu.
2789:  To wiele wyjaśnia, bo wiecie, gdyby był odwar, ja bym go odkrył, że może rzucać automatyczny QN, to oczywiście, że bym go miał.
2799:  Przepraszam, że pomijałem czat.
2811:  Postaram się teraz nie pomijać!
2812:  Były trudne walki!
2813:  Bądźcie wyrozumiali!
2815:  Godzio pisze, że w CD projekcie nie zostało nawet 50% z tych, co pracowało przy wieśku trzecim.
2819:  Uuu.
2820:  Yyy.
2824:  To nie jest dobra informacja.
2825:  Możemy ruszać.
2826:  To daleko?
2827:  Nie, rzut kamieniem.
2829:  Zbierzemy tylko resztę chłopaków i wchodzimy.
2831:  Okaże się, ile jest prawdy w legendach.
2842:  Geralt, to najlepsi wojowie z mojej drużyny.
2845:  Pójdą z nami.
2846:  Jorulfa zwanego Rosomakiem już znasz.
2848:  A my?
2852:  A to Uwe Milczek.
2858:  Czemu Uwe jest taki cichy?
2860:  To jest właściwe.
2860:  Czemu Uwe jest taki cichy?
2862:  Bo nie ma języka.
2866:  Co się stało?
2867:  Widział coś na mrozie?
2868:  Nie.
2871:  To, co piszesz, Jakubie, o zakończeniach Wiedźmina III i tym, co zrobić z Ciri, to jest dokładnie ten sam problem, który miało Deus Ex Mankind Divided i po prostu skanonizowało jedno z zakończeń, co nie jest nigdy dobrym rozwiązaniem.
2893:  Tak, słyszałem Krzysztofie o tym, że przeszedł główny projekt endquestów do Riot Games, ale to jest jakby, no, to było oczywiste.
2901:  Devowie zostali tak przetyrani przy cyberpunku, że się nie dziwię, że była taka duża odejście.
2904:  Zanim wyruszymy, powiedzcie wreszcie coś więcej o tej jaskini.
2907:  Wolę wiedzieć, z czym będę walczyć.
2909:  To możesz wiedzieć tylko ty.
2912:  Starcy mówią, że w jaskini snów trzeba się zmierzyć z tym, czego się najbardziej boisz.
2917:  Wilki!
2919:  Wilki!
2922:  Wilki!
2923:  Ciekawe, czego się może lękać zabójca potworów.
2926:  No ale dość gadania.
2928:  Miecze w dłoń, idziemy!
2930:  Cieszę się, że Karneval Mephisto, że się przyda recenzja Squid Games.
2934:  Ja jestem oczarowany tym serialem.
2940:  No i na pewno, na pewno to nie jest... Dlatego też na razie tylko wstępnymi refleksjami się z wami dzieliłem o fundacji, bo to nie jest ten poziom.
2953:  Nekery!
2955:  Świetnie!
2959:  To jest prawdziwe wyzwanie, nie znacie się.
2961:  Nekery!
2963:  To jest właściwe wyzwanie dla Wiedźmina.
2966:  Nie mam pojęcia.
2974:  Proszę bardzo, nie ma to jak zdrowy rasizm na Skellige.
2980:  Tak, zaklęcia!
2981:  Jestem po waszej stronie, idioci!
2983:  Uuu, widzieliście jak te stalagmity ładnie zostały ścięte?
2987:  Hmm... Totem!
2994:  Wszystko się zgadza.
2996:  Teraz trzeba zjeść te zioła.
2999:  Niby po co?
3001:  Żeby pójść dalej.
3002:  Tam, gdzie zaczynają się koszmary.
3005:  Tak mówi legenda i tak trzeba.
3010:  Co to za zioła?
3013:  Czekaj, czekaj.
3013:  Co ten druid mówił?
3015:  Czarej, mak, pokrzyk i ten, no, lulek.
3021:  O, to czeka nas niezła jazda.
3024:  To co mówicie o Wesemirze i o Netflixie jest problematyczne o tyle, że ja nie wiem na ile jest w tym momencie współpraca między CDP-em a Netflixem i na ile jest jakaś kontrola kreatywna nad rozwojem całego uniwersum.
3035:  Bo rzeczywiście, gdyby zrobili prequel z Wesemirem, to by było zajebiste absolutnie.
3041:  Ech, dobra, dawaj.
3044:  Masz.
3044:  Uwe, Jorulf, wcinajcie.
3046:  Do ostatniego ziarnka.
3052:  Bardzo możliwe swoją drogą mały teaser, że jeszcze coś będzie o Squid Games niebawem.
3074:  Czemu ja nie pamiętam tego questu?
3077:  Wydaje się bardzo charakterystyczny.
3087:  Jak to nie mogę tego teraz zrobić?
3089:  Jak to nie mogę tego teraz zrobić?
3094:  To jest jakiś żart?
3100:  Może teraz to możemy zrobić?
3102:  Zablokowana medytacja.
3106:  Boże drogi!
3115:  Tu jest pięknie.
3116:  Czemu nie mamy aktywnego quest'a tego właśnie?
3120:  Tu jest przep... Wiecie, co mi to przypomina?
3122:  Black Ridge ze Skyrimu.
3125:  Moja ukochana lokacja tam z najpiękniejszym ambientem, jaki istnieje w całej grze.
3133:  Czekajcie, należy wam się pochodnia jakaś.
3140:  Ależ tu jest pięknie.
3147:  Jeżeli w wyniku tego zioła, które wzięliśmy w Wiedźminie ma się takie wizje, ja chcę cały czas.
3154:  Cały czas!
3162:  Przepięknie tu jest.
3166:  Na 1000% nie grałem w ten quest.
3174:  No, Czarna Przystań, Black Ridge w Skyrimie, no.
3186:  Ło.
3190:  Buran?
3191:  Co niemożliwe?
3193:  Widzę, żeście strudzeni walką.
3195:  Siądźcie ze mną, wypijcie wiodu i opowiedzcie o swych przygodach.
3202:  Fabularnie jesteśmy przed wyruszeniem do Kaer Morhen.
3204:  Nie będę znowu bił starczy i nie będę tytułować się królem!
3208:  Zejdź z tronu, póki jeszcze możesz zrobić to w własnych siłach!
3214:  Ty mówisz?
3217:  Ja... Ja nie... Ja przecież...
3238:  Jak tral?
3239:  O nie!
3240:  Widzę, że tematyka warcraftowa jest silna.
3243:  Chyba czas na wyśmienity północny wiatr.
3249:  Ustawiamy się odpowiednio i następnie tkórzliwie palimy.
3255:  Czemu oni nie płoną?
3258:  Czemu oni nie płoną?
3260:  Skandal!
3261:  Płońcie!
3264:  Macie płonąć!
3271:  Płoń!
3276:  Duchy mają płonąć!
3279:  Co to ma znaczyć?
3280:  Skandal!
3283:  No dobrze, to QN w takim razie.
3285:  Trudno.
3291:  Nudy!
3293:  Walka mieczem nudy!
3300:  Kto to widział być Wiedźminem i walczyć mieczem?
3316:  Dobra, zdziwicie się.
3323:  Art w ogóle nie zadziałał.
3325:  Dam mu jeszcze jedną szansę, żeby wytrącił mu tarczę.
3333:  W rozpaczliwych sytuacjach zatem, gdy nie ma innej możliwości... Proszę mnie jeszcze uleczyć.
3346:  No, no, no, no, no.
3347:  Panowie!
3348:  Panowie!
3350:  Dobrze.
3357:  To niedobrze, że duchy są niewrażliwe na płomienie.
3360:  Bardzo niedobrze.
3363:  Na szczęście nasza drużyna chwackich wikingów sobie poradziła.
3374:  Kto to widział być magiem i walczyć mieczem?
3376:  Vilgefortz.
3378:  Tak, to prawda.
3386:  Nie, nie, nie, nie, nie, nie.
3386:  Dobrze.
3397:  Czy dalej nie mogę wypocząć?
3401:  Świetnie.
3402:  On się bardzo źle skończy.
3403:  Ej, patrzcie!
3404:  Natające ryby!
3405:  Co wtedy?
3406:  Na morzu co i raz takie się.
3407:  Tak, i widzi się, że skrzydła mają.
3412:  Tam jest wieloryb.
3414:  Nie, to są syreny, przepiękne.
3418:  Tu jest wspaniale.
3422:  Oczywiście poszedłem w inną stronę zaciekawiony.
3427:  Ależ tu jest pięknie.
3438:  Tral to po angielsku niewolnik, o proszę.
3440:  Hmm... To sprawia, że zaczyna na Warcrafta patrzeć jeszcze inaczej.
3444:  Znasz, znasz... Przecież to łódź twojego ojca.
3461:  Łódź, którą rozbiłeś o skały.
3470:  Pozabijam was!
3478:  Pozabijam morskie kurwy!
3480:  Tak o syrenach brzydko!
3481:  Jak można?
3481:  Zabiłeś go!
3482:  Syn zabił ojca!
3491:  Pora na gwinta.
3493:  No, pewnie w jaskini pełnej halucynujących ryb.
3497:  Tak, absolutnie tak.
3499:  Widzę, widzę to.
3502:  Widzę to.
3503:  Dobra, czas używać bezużytecznej kuszy.
3510:  Ale jak widać, ogień nie działa na duchy, za to bełt skuszy?
3515:  Jak najbardziej!
3524:  Absolutnie cię nie ominęło dużo, Agathechen, poza nieprawdopodobnie wstydliwymi momentami, w których byłem pokonywany raz po raz przez wilki, absolutnie nic.
3533:  Aaa, takie buty.
3541:  Witamy Mechaczow.
3544:  Rybki latające są przepiękne.
3551:  Nie wiem, codzienność.
3552:  Cisza, spokojnie, podejrzane.
3565:  Okej, co tu się dzieje?
3576:  Jehovalaim?
3576:  Ty się niczego nie boisz, ty?
3577:  Zeszczałeś się w gacie jak piorun uderzył w drzewo koło domu.
3587:  Podobno delfiny ćpają rozdymki, biorą sobie taką rybę, memłają nie zabijając jej, a potem mesą nachają.
3593:  Zeszczałeś się przed całą drogą.
3595:  Wiecie niesamowite rzeczy.
3596:  Wstyd, syn Jarla.
3597:  Trzeba cię było wygnać.
3598:  Jesteś tylko widziadłem.
3599:  Zjaboł!
3614:  Wiecie, dobry ten quest.
3620:  O nie.
3622:  To niedobry quest.
3625:  Lugos szalony.
3635:  Rozłupaliśmy nawet stalagmit.
3640:  Znaczy, z ten.
3645:  Tak, stalagmit, dobrze mówię.
3651:  No i?
3659:  Co to są za...
3667:  Nie można mieć z tym interakcji, ale... Bardzo ciekawe.
3678:  Jakby podczas tego questu się oddaliła kamera i były wśród nas dodatkowe postacie, to byłyby przerażające absolutnie.
3685:  Wilgefortz, który rozbił wampira wyższego o ścianę w serialu, dostaje oklep od jakiegoś oficera i nawet nie umie dobrze zarządzać maną.
3692:  Aha, to prawda.
3695:  Nie no, umówmy się, że serial to jest... Widzieliście jak wyglądają druidzi w serialu teraz.
3702:  Jak nie... i chcecie się czymś zdenerwować, to polecam.
3708:  Wyglądają jak byli... urwali się z Power Rangers.
3722:  Czy ja tu widzę Gon?
3731:  Świetnie, że nie działa nam Ignis.
3734:  No fantastycznie.
3736:  Doskonale wprost.
3747:  Gra.
3749:  Zaawansowany system rozwoju postaci, duża swoboda w rozdzielaniu punktów, także gra.
3755:  Nie będziesz grać magiem!
3757:  Geralt musi walczyć mieczem!
3782:  I co, pasku?
3783:  I tak będzie moja.
3786:  Po moim trupie.
3788:  Jak sobie życzysz.
3805:  Co tu się dzieje?
3817:  To było dobre!
3835:  bo było naprawdę dobre.
3837:  Cut z Vegas, 4 odcinek, Skellige.
3858:  Silver Angel wygrywa.
3860:  W tej jaskini faktycznie pojawia się to, czego się najbardziej boi ten, kto tam wchodzi.
3864:  Arcymagos spotkał wrogów odpornych na Igni.
3867:  No, tak, faktycznie.
3869:  Przyznaję.
3873:  Wszystko się zgadza.
3878:  Okej, 17 florenów, wow.
3879:  Wow.
3879:  Wow.
3886:  Wyskakujemy stąd.
3888:  No powiem wam, że jak na quest, który się napotyka randomowo i chyba on nie był na żadnej... A nie, on musiał być na tablicy ogłoszeń, bo to było zlecenie.
3897:  Ale jest nieźle.
3899:  Uwielbiam, uwielbiam to, co tu się dzieje ze światłem.
3903:  A ja nawet nie mam zainstalowanego tego... Boże, jak się nazywa ta technologia?
3908:  RTX.
3913:  Warto tutaj było przybyć, powiem wam.
3917:  Tedy podróżujemy dalej.
3918:  Zobaczymy, co nas czeka.
3923:  Morciu, czy tylko ja tak mam, że nigdy w żadnego Wiedźmina nie grałem, ale nie wiem, czy kiedyś zagrałem?
3928:  Nie, dużo ludzi nie grało w Wiedźmina, ale na pewno warto.
3931:  Czemu Płotka nie jest przyzywana?
3934:  Płotka zginęła?
3936:  Eee?
3938:  Płotko?
3939:  Płotko?
3942:  Medytujmy, bo coś jest nie tak.
3946:  Geralt?
3947:  Gera... Nie możemy wezwać płotki.
3953:  I shit you not.
3957:  W momencie, w którym wydawało się, że jest wszystko już wspaniale, w najbliższej osadzie zagramy w gwint, ale na razie chciałbym rozplątać problem z płotką.
3967:  Było jeszcze pytanie wcześniej na czacie, mi mignęło, dlaczego nie zagram w Stellaris?
3971:  Zagrałem raz w Stellaris, na fejsie jest dostępna moja rozgrywka w Stellaris, wprawdzie to było na dzień otwarty AGH, ale zagrałem w Stellaris, żeby nie było.
3981:  Natomiast czy na tym kanale zagram jeszcze w Stellaris?
3983:  Nie wiem.
3985:  Wiecie co, spróbujemy zrobić loada, bo coś mi się wydaje, że to jest bug.
3997:  Płotka ma L4.
3999:  Nie, nie ma L4.
4000:  Jest kapitalizm.
4006:  Każda firma przecież tak funkcjonuje.
4009:  Jakie L4?
4010:  Wolne?
4011:  Z uwagi na chorobę?
4013:  Nie umiesz lepszego wytłumaczenia znaleźć?
4016:  Tak, ewidentnie był bug.
4019:  Ale...
4021:  Nie ma tego wszystkiego, co by na moje nie wyszło.
4025:  Tutaj coś może być.
4029:  Aaa!
4031:  Skrzynia.
4035:  Nie grałem w Elite Dangerous.
4038:  Przynajmniej nie ja bezpośrednio.
4040:  Mój przyjaciel bardzo to lubi.
4043:  To jest ten symulator albo latania śmigłowcami, albo kosmiczny, coś w tym stylu.
4048:  Ooo!
4049:  Ooo!
4051:  Ooo!
4052:  Endriaga!
4058:  Płotka się wypaliła zawodowa.
4062:  Biedna Płotka.
4065:  Nie mogę się już doczekać questu z Płotką swoją drogą.
4080:  Ale wiesz, Morciu, to, co piszesz, że cię nie pociąga sam bohater, to jest też coś, z czym ja bym się zgodził.
