Każdy. Pytajnik. Na. Skellige — WITCHER 3 Livestream #16
🔗 https://www.youtube.com/watch?v=4pCo34gbPZU

3:  Moi drodzy, witajcie.
1803:  I jak zawsze w moim przypadku eskapizm mi pomógł przetrwać tydzień.
1811:  Bardzo mnie cieszy ten trwały boost do Igni, bardzo mnie on cieszy.
1814:  Dziękuję czatom za podpowiedź.
1819:  Moi drodzy, cieszcie się, bo to jest jedyna akcja, która będzie przez najbliższe pół godziny.
1829:  Lock & Key wprawdzie, jeżeli chodzi o drugi sezon, nie jest tak dobry, moim zdaniem, jak sezon pierwszy.
1835:  Na pewno, tak powiem, viewer discretion is advised, z tego względu, że drugi sezon nie jest odpowiedni do pracy, nazwijmy to, a poza tym na pewno nie jest to już fantastyka młodzieżowa, tak jak to się zaczynało.
1849:  To jest pewien problem, który mam, nie ukrywam, z serialami, które są na początku młodzieżowe, a później zmieniają troszeczkę swój gatunek.
1858:  To jest ten przypadek.
1860:  Trochę jest więcej horroru i zmienia się to trochę tak w Stranger Things powiedzmy.
1864:  Więc jeżeli lubicie Stranger Things to w porządku, ale ja lubię właśnie Stranger Things, a nie lubię jak inne seriale próbują go udawać.
1871:  Serio, Życie pisze, że oglądało starą ekranizację Dune'y i nie rozumie, czemu była taka wtopa jak na tamte czasy, bo nieźle zrealizowany film.
1878:  Tak, ale to kwestia stylu, wiesz?
1880:  Ja nie twierdzę, że to jest źle zrealizowany film.
1882:  Ja twierdzę, że poza tym to był film, który odniósł dość duży sukces, ale ja mam z nim problem osobisty, to znaczy ja bardzo nie lubię, jak fantastyka nie jest przedstawiana w sposób wiarygodny, tylko...
1896:  satyryczny, awangardowy, kampowy.
1899:  Myślę, że fantastyce się obrywa wystarczająco, żebyśmy jeszcze nie dokładali jej w ramach adaptacji, ekranizacji.
1907:  Czy powiem mi się o nagle zmniejszającej się populacji studentów matematyki stosowanej na AGH?
1912:  Powiem tak.
1915:  Z czego to jest cytat, bo nie pamiętam.
1917:  To jest z czegoś cytat.
1919:  They should know better!
1921:  Znaczy, jeżeli trolujemy, to trzeba trolować z klasą i sprytnie i chytrze.
1927:  To nie było ani z klasą, ani sprytnie, ani chytrze.
1929:  Natomiast czy relegacja ze studiów w takich przypadkach jest słuszna?
1935:  Powiem w ten sposób.
1936:  Uważam, że usunięcie z uczelni jest konieczne w sytuacji, gdy prowadzący molestują studentów, ale rozumiem, że mogą być inne priorytety i że łatwiej zawsze jest ukarać studenta.
1945:  Ale to moja osobista opinia.
1947:  Także ja nie jestem za tego rodzaju karami.
1951:  Uważam, że o wiele lepsze byłoby załatwienie tego trochę w bardziej dojrzały sposób.
1956:  Co tutaj mamy?
1957:  Tu jest ryzykowna sytuacja, moi drodzy.
1960:  To znaczy tutaj...
1963:  Zagrożona jest nasza łódeńka.
1965:  Jest taki jeden sposób, który polecam, to znaczy uciec z łódeńki i później walczyć.
1973:  Czy słyszałem o zaleceniach dotyczących wyglądu studentów i doktorantów Śląskiego Uniwersytetu Młodycznego?
1977:  Niestety tak i planuję coś na ten temat powiedzieć, tylko szukam jeszcze materiałów, wiecie?
1982:  To znaczy bardzo nie lubię wypowiadać się tylko na temat jednej kwestii, jak pewnie już zauważyliście, bo to się robi z tego takie nędzne commentary, a ja nie chcę robić nędznego commentary.
1995:  I szukam materiałów na ten temat.
1998:  Chcę zobaczyć, czy to jest izolowany przypadek, poczytać trochę dwie strony,
2004:  No, moje zdanie prawdopodobnie już znacie, natomiast jak zawsze chciałbym oprócz mojego zdania też powiedzieć jakąś sensowną krytykę.
2013:  Dlaczego jak kąsa nas syrena jest dokładnie taki sam dźwięk, jak w tej sytuacji, chyba jeszcze musimy zażyć orkę, jak kąsa nas utopiec?
2021:  To skandal.
2026:  Zdecydowanie orka była przydatna.
2030:  Mam wrażenie, że to jest tower defense.
2032:  W tym momencie Geralt jest wieżą, a orki... Nie orki, orki z Majorki, czyli Echidny, zagrażają nam kolejnymi falami.
2047:  Tak, słyszałem o tym, że build na walkę mieczem i alchemia, no i eliksiry, krótko mówiąc, jest bardzo efektywny, ale ma jedną walę.
2058:  Trzeba używać mieczy.
2060:  To fatalna wada.
2064:  I tyle, tyle hałasu o jedną skrzynię.
2072:  Nie, nie jedną.
2073:  Jest jeszcze jakaś druga.
2074:  O nie.
2075:  Więcej skrzyń.
2077:  Koniec.
2077:  Musimy się wynurzyć.
2081:  Łuk czy kusza?
2083:  Jeśli już muszę z czegoś strzelać, to niech będzie kusza.
2092:  Absolutnie nie przegapiłem propozycji na odpytajniacza Skellige na jednej łódce challenge, właśnie to robimy, dlatego też nie chcemy stracić tej łódeńki.
2102:  Ten chytry i sprytny eksploit, którego używamy, to znaczy uciekanie z łódeńki za każdym razem, kiedy jest jakiś przeciwnik, to jest najlepsza rzecz, na jaką wpadłem.
2112:  Johna Cartera widziałem i wiecie, co dziwi mnie, że nie był kontynuowany ten film, bo był całkiem niezły, zwłaszcza jak na to, że pamiętajmy, że John Carter to jest ramotka z okresu absolutnej supremacji gatunku souls and sorcery.
2125:  Nawiasem mówiąc, fun fact, jak próbowano, bo to nie jest tak, że od niedawna próbuje się bardzo nędznie i prymitywnie wplatać wątki feministyczne, które zasługują naprawdę na to, żeby je wplatać w sposób ambitny i wysoko artystyczny,
2141:  Więc próbowano w sposób prymitywny zmienić gatunek Salt and Sorcery, który polega na tym, że spoconi barbarzyńcy wywijają półtorakami i niszczą potwory.
2148:  Mianowicie stwierdzono, że zrobimy gatunek Salt and Sorceress.
2152:  To będą spocone czarodziejki, nie wywijające półtorakami, tylko kosturami magicznymi niszczące potwory.
2157:  Zupełnie inny gatunek.
2159:  No, w każdym razie było dużo tego rodzaju nowel i powieści i opowiadań.
2165:  Nie, nie są one zbyt dobre.
2166:  No, sorry, nie jestem fanem czytania Konana.
2169:  Uważam, że to się właśnie o wiele lepiej sprzedaje w formie wizualnej.
2171:  Bardzo mi się John Carter dla tego podobał.
2177:  Zwrócić portki morzu.
2178:  Będziemy musieli.
2180:  Anime B&A na Netflix jest polecane przez Sebastiana.
2184:  A czy możemy prosić o rozwinięcie tego wszetecznego akronimu?
2190:  Jak sprawić, aby czytanie było szybsze?
2191:  pyta Kozja.
2192:  To jest ciekawy temat i skoro już żeglujemy, to możemy sobie o tym opowiadać.
2198:  Przede wszystkim jest taka książka Rolanda Bartha pod przyjemność tekstu.
2204:  I ona, to jest filozoficzna książka, nie polecam tego nikomu, kto nie miał wcześniej jakichś szlifów w tym wymiarze.
2212:  Zaznaczmy sobie precyzyjniej ten pytajniczek.
2214:  I Barth tam walczy z jednym mitem.
2217:  Takiego uważnego czytania.
2219:  To znaczy, mówi, że w czytaniu i w przyjemności czytania wcale nie chodzi o to, żeby siąść, skoncentrować się, koniecznie wcześniej w notatniczku, zrobić sobie challenge, że czytam siedem stron dziennie, a potem w miesiącu, że czytam dwie książki i potem publikuję to na fejsie.
2236:  Nie.
2237:  Sorry, nie.
2238:  Barts mówi, czytaj to, co ci sprawia przyjemność.
2242:  Jeżeli przestaje ci to sprawiać przyjemność, omiń ten akapit, idź dalej.
2248:  O nie, o nie, o nie, o nie!
2249:  Uciekam, uciekam!
2251:  O nie!
2252:  Nasza łódeńka jest zagrożona!
2261:  Strzelamy z kuszy do syren!
2265:  Won od łódeńki!
2272:  I to jest, moi drodzy, to co mnie realnie...
2276:  najbardziej pomogło, jeżeli chodzi o czytanie.
2278:  Także szybkie czytanie.
2280:  Jeżeli coś nam nie pasuje, po prostu to opuszczamy.
2283:  Robimy dokładnie to samo, co na Netflixie, tak?
2285:  Jeżeli się robi nudno, co robicie?
2288:  Fast forward, tak?
2289:  Albo 10 minut naprzód, albo 5 minut naprzód, albo minutę naprzód.
2292:  Ja tak mam w Xpans za każdym razem, jak ja oglądam Xpans, wiem, to jest dygresja, dlatego że tam są przepiękne, wspaniałe, majestatyczne statki, które do siebie strzelają.
2304:  Jest tajemniczy pierwiastek, który się nazywa protomolekuła.
2309:  Jest jeszcze bardziej tajemniczy spisek polityczny.
2313:  Ale w którymś momencie scenarzyści stwierdzają, że trzeba dla normików coś dać i jest dyskusja polityczna na Ziemi.
2320:  No tak, oglądam serial o kosmosie po to, żeby... No dajcie mi więcej tej Ziemi!
2326:  Dajcie mi więcej tego ONZ-u!
2328:  Jeszcze!
2329:  Za mało!
2330:  Za mało!
2330:  Chcę więcej!
2331:  Nie!
2331:  Tam zostawcie jakieś planety, statki!
2334:  Kto to widział w ogóle w science fiction jakieś statki i planet?
2337:  Dajcie mi więcej!
2339:  planety, na której żyję od 32 lat i mam jej serdecznie dość.
2343:  Dajcie mi tego więcej!
2345:  Więc wtedy przesuwam dalej, tak?
2347:  I ktoś mógłby powiedzieć, Krzysztof, jak możesz ekspansję z wybitnym serialem?
2353:  Dlatego mogę, że oglądam go dla przyjemności, a nie po to, żeby robić sobie seminarium z tego serialu.
2360:  Jak się nazywa ta książka?
2361:  Pita Tomek Nowak.
2362:  To była przyjemność tekstu Rolanda Barda, jeżeli Cię to interesuje.
2365:  Tylko jest to napisane bardzo trudnym językiem i takim specyficznym, eseistycznym.
2368:  To jest francuska książka, więc mamy niestety fatalną tradycję tłumaczenia tekstów filozoficznych z języka francuskiego na polski.
2376:  Oberwało się Deridzie z tego powodu, oberwało się Bartowi, oberwało się Foucaultowi, potem ludzie to czytają i sobie myślą, że tego się nie da czytać.
2389:  O nie!
2391:  Stało się to... Stała się zniedobra rzecz.
2395:  Bardzo niedobra rzecz.
2396:  Nasza łódeńka jest nieznacznie uszkodzona.
2401:  To było pewne, że to się kiedyś stanie.
2405:  Dobry wieczór, Fox Ghost!
2406:  I Marcinie!
2407:  Witamy serdecznie!
2411:  Nie no, ale wiecie co, ja też na to patrzę z perspektywy człowieka, który się zajmuje teorią narracji i ja mam tak, że ja pewne rzeczy już wiem, do czego one doprowadzą, prawda?
2422:  Więc po co ja mam czytać to?
2424:  Wiem dlaczego na przykład jakiś scenarzysta decyduje się, że w tym momencie da taką scenę, która jest nudna, ponieważ chodzi o to, żeby zadbać o pacing narracji, żeby nie było cały czas napięcia, żeby ono mogło potem rosnąć.
2435:  Jak jesteście w ogóle zainteresowani tym, jak wyglądają tego rodzaju rzeczy, to polecam poczytać o Piramidzie Freitaga przez Y.
2443:  Tam jest opisane to, dlaczego właśnie bez przerwy jest tak, że to napięcie spada potem, żeby podnosiło się do góry.
2450:  Oczywiście, że jest tak, że poloniści nie rozumieją piramidy Freitaga i mówią, że taki tryb, w którym mamy, wiecie, rosnące napięcie i punkt kulminacyjny, to jest model nowelisza!
2463:  Sokuł, bo tak tylko jedna rzecz została napisana na całym świecie.
2467:  Nie, że cały Hollywood w ten sposób to projektuje i żaden kuźwa model noweli Sokuł, tylko piramida Freytaga.
2476:  I tak wszystko wygląda.
2477:  Jak zobaczycie, jak robione są filmy czy seriale właśnie, to odpowiada też na słynne pytanie, był taki film na YouTubie, dlaczego siódmy odcinek w serialu zawsze jest takim filerem.
2488:  No właśnie dlatego, że mniej więcej statystycznie w siódmym odcinku jest tak, czasem w szóstym na dziesięć, że trzeba wtedy, żeby napięcie spadło troszeczkę, bo od siódmego, ósmego, dziewiątego w kodzie całego sezonu musi napięcie wzrosnąć.
2503:  Ale do dzisiaj pamiętam, jak odpowiadałem na polskim z... MODELU NARRACJI SOKÓŁ!
2512:  Myślę, że Sokół to był tytuł tej noweli, w której to się zdarzyło.
2522:  Anime o podtajemniczym BNA to było Brand New Admiral.
2526:  12 odcinków, są ludzie i animofy.
2528:  Wyjaśnia Roześmiana.
2530:  Animofy doświadczają zachowań rasistowskich i tworzą wyodrębnione miasto, gdzie tylko oni mieszkają.
2534:  Ciekawe.
2535:  Ciekawe.
2537:  Muszę się tym zainteresować.
2539:  Akurat dobrze, bo jak skończy się Lock and Key, to na moim radarze już nic nie ma interesującego, więc to jest dobra wiadomość.
2547:  Widzę, że skaliga jest monotonna w tym sensie, że walczymy wyłącznie z echidnami.
2554:  To powinien być nie echidny, tylko ochydny.
2559:  Powiem wam, że podoba mi się ten trwały boost do igni.
2562:  Bardzo mi się podoba.
2565:  Brzmi jak Hugo!
2567:  Rozumiem, że z tej klasycznej gry.
2570:  Boże, Al, to był cash grabber, wielkie nieba.
2573:  Co sądzę o lekturach obowiązkowych?
2574:  Pyta zdecydowanie tak zlikwidować wszystkie.
2578:  Zostawić tylko nadobowiązkowe.
2580:  Które będą dynamiczne i sugerowane przez społeczność.
2586:  O, Potatopi... Potato... Potato, haha!
2588:  Pisze, że oglądał wczoraj Dune'ę i że się spodobała i że się weźmie za książki.
2592:  Fantastyczna sprawa.
2595:  Doradzam tylko mieć tę encyklopedię Duny, o której mówiłem w recenzji.
2599:  Naprawdę bardzo pomaga, w późniejszych tomach zwłaszcza.
2603:  Bo na przykład było chyba w Bogu Imperatorze Duny, że Frank Herbert po prostu wprowadza sobie... Gdzie, gdzie, gdzie to jest?
2609:  Pewnie to jest dokładnie w przeciwną stronę, więc popłynę do góry.
2614:  Gdzie Frank Herbert wprowadza na przykład Tlaxlan i praktycznie nie wyjaśnia, o co z nimi chodzi.
2621:  No gdzie jest to, czego szukam?
2623:  Musimy chyba zażyć znowu orkę.
2625:  To jest orka na Ugorze, moi drodzy.
2629:  Chyba to był soku Boccaccio.
2630:  Boccaccio, masz rację, jemiście jesionko.
2632:  Tak, tak, tak.
2633:  To mogło być Boccaccia.
2635:  To mogło być Boccaccia.
2638:  No nie ma tutaj tego jako żywo.
2640:  Chyba, że... Chyba, że to jest w tym, w luku bagażowym.
2647:  Lasy Borealno, odkąd ogląda streamy, chce się napić wody bezwiednie, jak myśli Oldze Tokarczuk.
2652:  To dobrze, picie wody jest słuszne.
2656:  To chyba będzie dalej, wiecie?
2658:  Tak sobie myślę.
2659:  Czy warto najpierw przeczytać Dune, pierwszą część, dopiero później iść na film, czy bez książek będę się niedobrze bawił?
2664:  Katrze, idź, idź wpierd na film.
2666:  Ja cię proszę.
2667:  Istnieje nawet ryzyko, że jak zabierzesz się za Dune, to nie pójdziesz na film.
2672:  Więc lepiej, lepiej iść na film.
2675:  Ja wiem, przepraszam wszystkich fanów Dune'y, ale ja zacząłem czytać Dune'ę za wcześnie i żałuję.
2683:  Więc chcę tego oszczędzić wszystkim, którzy się będą chcieli zabrać za Dune'ę.
2687:  Popatrzcie, jak złośliwie.
2689:  To jest w takim... O Boże, ja teraz mam klaustrofobię.
2696:  I co, jeśli Geralt stąd nie wypłynie?
2699:  Co wtedy?
2700:  O!
2701:  Przypomina mi się gra Hydrofobia, która we mnie wywoływała właśnie tytułową Hydrofobię.
2711:  Myślenie oto Karczuk boli.
2713:  To prawda, dlatego trzeba się napić wody albo herbaty, wtedy jest mniejszy ból.
2719:  Istota żyjąca kiedyś myślała, znaczy myślał, przepraszam, że lektury powinny być raczej po to, żeby zapoznać z każdym stylem pisarskim.
2725:  No tak, ale wtedy byśmy czytali kryminały, fantasy, science fiction, nie wiem, horror, grozę, thrillery, o, taki Dan Brown na przykład, nie?
2737:  No, ale tego nie robimy.
2739:  Więc nie, lektury nie są po to.
2740:  Lektury są po to, żeby zapoznać nas z tym, co jest cenione przez polskich krytyków, czyli tym samym.
2747:  Od XIX wieku w górę.
2754:  Czy łóżko ścienie codziennie tylko na streamy?
2757:  Tylko na streamy, bo żartujecie.
2759:  Ścielenie łóżka jest dla słabych.
2762:  Najgorsza rzecz, jaka istnieje na świecie, to jest ścielenie łóżka.
2765:  Oczywiście poza czytaniem biegunów.
2771:  Czy znalazłem już cerę Tyriona Lannistera?
2773:  U, jeszcze nie, jeszcze nie.
2778:  Duna w nowym wydaniu Errant Ebbebt.
2780:  Tak, nie kupujcie tego nowego wydania, gdzie zamiast Frank Herbert na okładce jest napisane Errant Ebbebt.
2787:  To jest okropne i Duna, jedyna słuszna Duna, moi drodzy,
2793:  tak, może ten basen teraz, czyli pytajniczek ten jest najbliższy.
2798:  Jedyne słuszne wydanie, to jest Wojciech Siódmak.
2801:  Boże drogi, Wojciech Siódmak, to są tak przepiękne obrazy, one powinny być wystawiane w każdym polskim muzeum i ludzie by wtedy walili do muzeów
2809:  drzwiami i oknami.
2810:  Sądząc o postaci aktorskiej w Dune'ie pyta Hephaestion, czy miałem jakichś osobistych wymarzonych aktorów do ról.
2815:  Szczerze?
2816:  Wszystkie moje marzenia zostały spełnione.
2818:  Znaczy ja nie wyobrażam sobie nigdy wyglądu postaci, jak czytam książki.
2822:  Zawsze sobie wyobrażam tylko wygląd lokacji w świecie.
2825:  Nie interesuje mnie wygląd postaci, ja mam taki styl czytania.
2829:  więc zawsze jestem mile zaskoczony, jak widzę, jak to wygląda.
2833:  I to jest raczej dla mnie podpowiedź wizualna.
2835:  To znaczy, jak obejrzałem już na przykład Pottera, to ja sobie nie wyobrażam inaczej postaci, niż tak, jak zostały zaprezentowane w filmie.
2843:  Zostawić łódeńkę!
2844:  Zostawić łódeńkę!
2846:  Ochydny!
2850:  Czy ochydny... Czy ochydny szarżują?
2855:  Nie, to są syreny.
2857:  Wszystko jedno.
2857:  Niech wszystkie giną.
2860:  Teraz jestem... Teraz jestem jak taki typowy amerykański myśliwy, lobbujący za wiecznym pozwoleniem na broń dla absolutnie wszystkich w społeczeństwie, to znaczy widzę jakieś zwierzę, nie wiem co to, ale strzelam.
2878:  Oho, jakiś drakar.
2880:  Ooo, ooo.
2882:  Czy to będzie znowu to samo?
2884:  Oczywiście, że kontrabanda.
2885:  Moe B. Dick!
2889:  Wspaniale.
2889:  Jest swoją drogą easter egg dotyczący Moe B. Dicka w Assassin's Creed Black Flag, gdzie jest biały wieloryb.
2896:  Jak się odniosę do tego, co ostatnio odwala Blizzard?
2899:  Znaczy Blizzard, Ubisoft, dużo tego jest ostatnio i jedyny plus jest taki, że się zwiększa trochę świadomość na ten temat, ale to się nie zmienia.
2910:  Ja jestem bardzo długo w temacie, ponieważ Jim Sterling na ten temat robi filmy chyba od początku swojego kanału i Jimquisition.
2916:  Polecam wam swoją drogę, jak nie znacie Jimquisition, bo to warto znać.
2920:  Jest kawał dobrej krytyki popkulturowej.
