Kraina tysiąca waśni — WITCHER 3 Livestream #24
🔗 https://www.youtube.com/watch?v=DnHkIKiOKjE

1:  Wiedźmin i sobota.
1793:  Tak, ja wiele razy mam tak, że się zbyt denerwuję przy jakiejś grze i wtedy sobie daję z nią spokój.
1797:  Tak miałem z Genshin Impact.
1799:  Gra została odinstalowana w momencie, w którym stwierdziłem, że nie jest w stanie mi dostarczyć tyle,
1804:  radości, emocji, zaangażowania i doświadczeń, które zrekompensują mój, jak to mawia Mary Lorian, cognitive investment, czyli moją inwestycję poznawczą, czasową, afektywną, emocjonalną, jakąkolwiek bądź.
1818:  Jeżeli nie mam tego zwrotu inwestycji w postaci jakichś dywidend, mówiąc językiem ekonomicznym, to ja się gniewam na taką grę i ją wyrzucam.
1826:  Bo wiecie, to nie jest złe, jeżeli gra nas denerwuje.
1829:  Ja to staram się też pokazywać na tych streamach, że nie tłumię swoich emocji, jakiekolwiek by one nie były, nie?
1834:  Chociaż mógłbym.
1836:  Co pokazałem w wielu live'ach i rozmowach, na które byłem zapraszany i byłem bardzo zdenerwowany, ale nie dałem sobie tego poznać.
1844:  To dlatego, że uważam, że to jest dobre, że gry w nas wywołują emocje.
1848:  Nawet jeżeli to są emocje negatywne.
1851:  Proszę, proszę, witamy żabcie na czatach.
1855:  No właśnie, to, że Inkwizycja nie zajmowała się kat przyłapaniem szarowni, to jest ciężka sprawa.
1861:  Ja wiem, że jest taka jedna książeczka Romana Konika o czarnej legendzie świętej Inkwizycji, ale ta książka Romana Konika ma ten sam problem, co większość książek Waldemara Łysiaka czy Rafała Ziemkiewicza, mianowicie jest osobliwie pozbawiona jakichkolwiek przypisów.
1874:  A jeśli są przypisy, to są do bardzo kwestionowanych źródeł historycznych albo do jednostronnie dobranych.
1884:  Czy lubię żabki?
1886:  Tak, wyjąwszy te... wyjąwszy sieć pod tym tytułem.
1896:  Dziękuję!
1897:  Dziękuję!
1898:  Ruszamy!
1899:  Jak to nie mogę tego zrobić w tym miejscu?
1901:  Popatrzcie, jaki piękny fresk.
1904:  No przecież tu jest ślicznie.
1905:  Obiektywnie.
1908:  Dlaczego myśmy jeszcze w tym miejscu nie byli?
1912:  Ludzie krytykują gry, że powodują agresję, czy nie jest przypadkiem odwrotnie i że w grach możemy dać pust swoim emocjom.
1916:  Tak, tak, oczywiście, były badania na ten temat.
1919:  Kiedyś je przytoczę, ale... Widzicie, w kręgach groznawczych to jest oczywiste i czasem zapominam, że to nie jest oczywiste na zewnątrz.
1936:  Stać!
1936:  Z drogi.
1936:  Muszę się pilnie zobaczyć z Sianą.
1937:  W jakiej sprawie?
1965:  Chcę z nią porozmawiać.
1968:  To ważne.
1969:  Rozmawiać, to se możesz wiesz, z własną babą, a nie z taką, co u księżnej pod kluczem.
1974:  Szowinizm!
1975:  Bez rozkazu nie wpuszczę i już.
1978:  Jesteś wygadany jak na człowieka z nocnikiem na głowie.
1982:  A, no to dobra.
1986:  Wyście są ten wiedźmin, co sprawę rozwiązał.
1989:  To jesteście upoważnieni, ale macie tylko parę min.
1992:  Wasze zdrowie.
1993:  Będę się streszczał.
1998:  Już, już idę za strażnikiem.
2000:  Dajcie człowiekowi się nawodnić.
2002:  O, Bokler.
2005:  Bokler wygląda jak Monsaum Michel z tej perspektywy.
2012:  Właśnie, on jest bardzo wygadany.
2013:  Zobaczymy, czy jest łatwopalny.
2016:  Dlaczego nie mogę zaatakować tej postaci?
2020:  Dobry wieczór, rozkaże.
2021:  Dobry wieczór.
2022:  Zróbcie sobie chwilę przerwy.
2025:  Byleby to nie za długa chwila była, bo to nieobyczajnie.
2033:  To, że Geralt jest imot impotentem, nie oznacza, że będzie hendożył wszystko, co się rusza.
2041:  Cóż za okropne założenie.
2043:  Skoro już siedzisz, to co ci szkodzi pogadać?
2046:  No chyba, że masz coś lepszego do roboty.
2051:  Streszczaj się.
2051:  Czego chcesz?
2055:  Sądzę o grach z pierwszą osobą.
2056:  Dishonored kocham, w ogóle wszystkie Immersive Simy kocham bardzo, tylko że muszą być dobrze zaprojektowane.
2062:  Nie tak jak na przykład Cyberpunk 2077.
2065:  Tak, całkiem to przytulnie w tej twojej celi.
2069:  To już drugi raz trafiły ci się porządne warunki.
2072:  Zawsze spadasz na cztery łapy.
2075:  Nie powiedziałabym.
2077:  Nie mam tu żadnej prywatności, ale jest czysto, bo posprzątałam.
2083:  Ewidentnie musi być psychopatką.
2085:  Nikt nie ścieli łóżka.
2086:  Niezłomna konsekwencja.
2088:  To w sumie godne podziwu.
2114:  Od dziecka byłam za to chwalona.
2117:  I właściwie tylko za to.
2120:  Przepiękna scena.
2121:  Uwielbiam.
2122:  Jest widok.
2123:  Są promienie wpadające przez okno.
2125:  Ach, wspaniale.
2127:  Wspaniale.
2128:  Kiedy stream Cyberpunka?
2129:  Nigdy.
2131:  Sjana.
2133:  Nie zamierzam promować czegoś, co nie potrzebuje mojej promocji.
2137:  Nie zasługuję na nią.
2138:  Anna Henrietta.
2141:  Od samego początku była głównym celem Detlafa.
2145:  Czyli twoim.
2147:  Brawo.
2149:  Gratuluję przenikliwości.
2152:  Ale to nie twój interes, co planowałam.
2155:  Mylisz się.
2156:  To jest mój interes.
2158:  Dlaczego ty się musisz do wszystkiego mieszać?
2162:  Wynajęto cię, żebyś zabił bestię.
2164:  Bestia nie żyje.
2166:  Więc idź sobie po medal i daj mi spokój.
2182:  Po prostu lubię wiedzieć, co się wokół mnie dzieje.
2186:  Nie znoszę niejasnej sytuacji.
2189:  Przyszedłeś się wypytywać o to, co mną kieruje?
2194:  Czy wiadomo, co się w Wiedźminie 4?
2196:  Tak, powstaje.
2196:  Wrocławskie Studio zresztą od jakiegoś czasu nad nim pracuje.
2205:  Jak dla mnie dwa.
2206:  Jeśli chcesz mi powiedzieć o swoich powodach, to chętnie posłucham.
2210:  Jaka zgodność z czatami.
2211:  Przecież wiem, że myślisz się na tych, którzy wypędzili cię z pałacu.
2215:  Chodziło o klątwę czarnego słońca, tak?
2220:  Tak to sobie nazwali.
2222:  Twierdzili, że jestem niebezpieczna, że jestem mutantką.
2227:  Ci rycerze, Crespi, Dilac, Delacroix i Peirag Peiran, dostali misję wywiezienia mnie poza granice księstwa.
2236:  Tak, wykonywali je bardzo gorliwie, zwłaszcza kiedy spróbowałam uciec.
2244:  Crespi pobił mnie nachajem do nieprzytomności.
2248:  Inni stali i patrzyli.
2252:  A, tak to jest z takimi rycerzykami.
2254:  Hm.
2276:  Nie pamiętam, Tomaszu, jakie jest zakończenie krwi i wina.
2279:  Grałem w tę grę sześć razy, ale to nie znaczy, że ją pamiętam.
2282:  Niestety.
2283:  Więc dla mnie to będzie nowość, co teraz zobaczę.
2285:  Pewnie, że dwa.
2292:  Niech będzie.
2294:  Miałaś powody, żeby czuć wściekłość i żal.
2297:  Ale chyba zdajesz sobie sprawę, że piekła, jakie rozpętałaś, nie da się niczym usprawiedliwić.
2304:  Niczym, Sianna.
2306:  Nie spodziewałam się, że mnie zrozumiesz.
2309:  Nie potrzebuję współczucia ani od ciebie, ani od nikogo.
2312:  Niczego nie żałuję.
2314:  Je ne regrette rien.
2316:  Gdybym mogła cofnąć czas, nie zmieniłabym żadnej decyzji.
2320:  Oni wszyscy zasłużyli na karę.
2323:  Moja siostra też.
2327:  Dosyć już będzie.
2328:  Widzenie skończone.
2330:  Widziałeś mnie?
2352:  Od czego warto zacząć przygodę z Total Ware'em?
2354:  Warhammer 2.
2355:  Warhammer 2.
2359:  Na razie bez niczego.
2360:  Sote, zobacz sobie, czy odpowiada ci kampania Okowiru, którą się rozgrywa wysokimi elfami.
2365:  A potem dodatki.
2369:  Ta!
2371:  Chodźmy.
2372:  Też mam do niego sprawę.
2381:  Aaa, ile roślin.
2384:  Powiedział, nikt nigdy.
2385:  Damien.
2386:  Geralt, najwyższy czas.
2389:  Gotowy na ceremonię?
2391:  Po krwi i winie będziemy sobie czyścić dzienniczek, a potem wątek główny już, bo serca z kamienia są skończone.
2401:  Nie wyglądasz najlepiej, Damien.
2404:  Ale kiedy cię poprzednio widziałem, było jeszcze gorzej.
2408:  Przykładam wyciąg z Arniki.
2410:  Już prawie tego nie czuję.
2413:  Właśnie, będzie Uma.
2417:  Uma, Uma.
2419:  Czy dziennik Nani był przeczytany przed wejściem do Krainy Baśni?
2422:  Zanim dojdzie do Krainy Baśni, to Wielkie Nieba.
2427:  Jeden, dwa!
2429:  Wielkie Nieba!
2431:  Czekajcie, czekajcie, czekajcie.
2433:  Niby dlaczego mamy mu mówić cokolwiek na temat księżnej?
2438:  Niech ginie!
2439:  I tak później będziemy robić inne zakończenie.
2441:  No dobra.
2442:  Niech ginie!
2443:  Możemy zaczynać.
2444:  W porządku.
2446:  Tylko się zachodź.
2447:  Tak!
2447:  Mniej jak najemny zbir, a bardziej jak człowiek godny najwyższego odznaczenia.
2452:  Zniszczyć.
2456:  Wiesz co?
2458:  Najlepiej w ogóle się nie odzywać.
2462:  W takim razie zaczynajmy ceremonię.
2465:  Dziwna muzyka koronacyjna, nie pasująca do tej sceny.
2473:  Geralt teraz roleplayuje jako Maximilien de Robespierre.
2484:  W imieniu gildii błagam o pomoc.
2487:  On rozebrał Geralta!
2489:  Bez beczek cała produkcja stanie, a wtedy będziemy skończeni.
2495:  Burza psia krew.
2496:  Spłonęły wam wszystkie?
2499:  Ogromnie nas to smuci.
2502:  To bardzo zła wiadomość.
2505:  Tak, jaśnie oświecona.
2508:  Do pożaru doszło, kiedy potwory wdarły się do magazynu.
2511:  Błagam o pomoc.
2514:  Członek straży pałacowej zostanie wysłany, aby zbadał zgliszcza.
2519:  Jeżeli jest tak, jak mówisz, odpowiednia rekompensata będzie wypłacona z książęcego skarbca.
2527:  Dziękuję.
2528:  Jaśnie oświecona.
2529:  Tak serio, naprawdę, czy to jest postać, którą się da polubić?
2533:  No właśnie, Żabciu, zgadzam się z tobą.
2535:  Znowu ta baba.
2536:  Tak.
2537:  Moi drodzy, przechodzimy teraz do kolejnego punktu.
2541:  Spośród wszystkich obowiązków, jakie spoczywają na mnie jako księżnej, ten jest najmilszy memu sercu.
2548:  Co w niej lubisz, Agnieszko?
2550:  Szczerze pytam.
2550:  Dostanie teraz przyznany Order Vitis Vinifera.
2554:  Najwyższe odznaczenie tu są.
2556:  Niech wystąpi Wiedźmin Geralt Srivi, zabójca bestii Spoklen.
2563:  Boże, przypomina mi się promocja doktorska.
2568:  Mniej więcej taka sama pompa, bez treści.
2571:  Mam... Mój medalion jest fajniejszy niż twój śmieszny order.
2573:  Nie czytałem komiksów wiedźmińskich, Patryku.
2575:  Ale podobno dobre.
2576:  Jeżeli lubisz ten styl.
2596:  A prywatnie bardzo ci dziękuję, Geralt.
2599:  Damien przekaże ci nagrodę za doskonale wykonane Wiedźmińskie Zlecenie.
2605:  Dziękuję.
2606:  Oprócz tego mam dla ciebie jeszcze niespodziankę.
2610:  Pieniądze!
2611:  Postanowiłam przekazać ci kilkanaście beczułek Sangreal, wina przeznaczonego wyłącznie na Książęcy Stół.
2618:  Będziesz mógł go wreszcie spróbować.
2621:  No jak, cieszysz się?
2630:  Tak, bardzo się cieszę.
2632:  Słyszałem dużo o walorach tego trunku.
2635:  Dziękuję raz jeszcze.
2637:  Na zdrowie.
2647:  Za moment będę rozmawiała z Sianą.
2649:  Czy możesz mi towarzyszyć?
2652:  Dzięki tobie odzyskałam siostrę.
2655:  Ale też dzięki tobie wiem, co ma na sumieniu.
2659:  Jako głowa państwa muszę ją sprawiedliwie osądzić.
2663:  Ale z drugiej strony, na boków, przecież to jest moja siostra.
2673:  Jeśli moja obecność w czymś pomoże, to oczywiście zostanę.
2677:  Z rodziną jest czasem tak, że wychodzi się z nią tylko dobrze na obrazku i to jest kazus annyheriety.
2682:  Odbędzie się teraz przesłuchanie osoby zamieszanej w morderstwa, które miały miejsce w Bokler.
2689:  Kapitanie de la Tour, proszę wprowadzić Sylwię Annę.
2695:  A Agnieszka kontrargumentuje, że to jest dobrze napisana postać, wiarygodna, ma jasne i ciemne strony, sprawczość i zaangażowanie w obowiązki też jej się podobają.
2703:  I can relate with that.
2704:  Tak, tak, jak najbardziej.
2716:  Trzeba przyznać, że przynajmniej ta altanka jest ładna.
2721:  Wiedźmin będzie brał udział w tej rozmowie?
2729:  Jestem wolnym człowiekiem.
2731:  Mogę przebywać gdzie chcę.
2734:  Silvio Anno.
2737:  Dopuściłaś się zbrodni.
2739:  Jesteś jednak moją siostrą.
2742:  I serce nie pozwala mi potraktować cię jak... pospolitą przestępczynię.
2747:  Dlatego poprosiłam Geralta, aby mi doradził jako osoba bezstronna.
2753:  Wysłucham teraz, co Wiedźmin ma do powiedzenia.
2766:  Jaśnie oświecona.
2767:  Jako głowa państwa powinnaś przede wszystkim dbać o dobro kraju.
2772:  Niezależnie od tego, czym Sjana się kierowała, jest ona zagrożeniem dla ludzi.
2805:  Ale jako siostra nie przestanę cię kochać.
2812:  Geralt Szary przybył na dwór, to zwiastun za zgłady, no.
2815:  Tak jest.
2820:  Coś mi mówi, że ci strażnicy absolutnie nic nie dadzą.
2836:  Nigdy ci nie wybaczę.
2858:  Ja nie wiedziałem, że to zakończenie jest aż takie.
2869:  Okej.
2879:  Dobrze wiedzieć.
2881:  Dobrze wiedzieć, moi drodzy.
2884:  Dobrze wiedzieć.
2887:  Proszę, proszę.
2893:  Po misji z ukrytym zawsze obie umierają, okej.
2898:  Be careful what you wish for, indeed.
2902:  Przyszedłem kupić kwiaty, jakiś wieniec albo... Nie ma.
2908:  Wszystko sprzedane.
2911:  Właśnie miałam się zbierać, bo po co tu będę tkwiła po próżnicy?
2916:  Nie dziwcie się, panie.
2918:  Wszystko na pogrzeb poszło.
2921:  Każdy chciał na grób księżnej bukiet zanieść.
2926:  Anemony, piwonie, gladiole.
2934:  Dobrze, że zaraz ogrywamy drugie zakończenie.
2938:  Po dwóch tygodniach dalej to przeżywa?
2964:  Anna Henrietta bardzo chciała wierzyć, że dla Siany jest jeszcze nadzieja, że okaże skruchę, więc wyciągnęła do niej rękę.
2973:  Za wcześnie i zbyt ufnie.
2975:  Ach, już poznaję.
2979:  Wyście są ten Wiedźmin z północy, co nas przed bestią uratował?
2984:  Tak, i jakimś legionem wampirów przy okazji.
2987:  Powiedzmy.
2992:  Czekajcie, proszę.
2994:  To dla was.
2996:  Myślałem, że kwiaty się skończyły.
2998:  Odłożyłam jeden bukiet, żeby samej zanieść.
3002:  Ale weźcie go.
3004:  Wiem, że byliście z księżną blisko.
3008:  Ile jestem winien?
3010:  Nic.
3012:  Zachowajcie te pieniądze i wznieście dziś wieczorem toast za jej pamięć.
3019:  Macie rację, miesięcznice pokazują, że można przeżywać traumę dłużej, ale lubię taką analizę, którą kiedyś przeczytałem, która mówi o tym, że to jest po prostu tworzenie nowoczesnego mitu, a nie tam żadna trauma.
3033:  O, ale posąg ładny dostała, trzeba powiedzieć.
3036:  Przyczyniliśmy się do wzniesienia dzieła sztuki.
3039:  Witamy Lilio, witamy.
3046:  No ładny posąg, co chcecie.
3047:  Jest złoty!
3056:  Uhonorowaliśmy Annę Henriettę w najpiękniejszy sposób, jaki mógł to zrobić Magus Ognia.
3062:  Posąg ładniejszy niż oryginał.
3065:  Tak jest zawsze, nie chcę was martwić.
3067:  Dlatego też ludzie, którzy się przejmują tytulaturą, posągami i innymi tego typu rzeczami są bardzo zabawni.
3075:  Absolutnie, niech będzie podpalony.
3077:  Tak jest.
3081:  Twórcy fantastyki piszący podobny *** to Karczuk?
3084:  Nie.
3085:  Nie kojarzę.
3087:  Cenię zbyt swój czas.
3095:  Wiedźmin.
3096:  Byłem pewien, że wyjechałeś.
3098:  Nie mógłbym.
3099:  Anna Henrietta była... Wspaniała.
3103:  Piękna, dobra.
3105:  Była najlepszą władczynią, jaką można sobie wymarzyć.
3109:  A ja ją zawiodłem.
3114:  Jesteśmy okropni w tym.
3115:  To nie jest czas na okazywanie słabości.
3116:  W tej iteracji fabularnej.
3118:  Okropni.
3118:  Jesteś dowódcą jej gwardii.
3119:  Powinieneś dawać przykład innym.
3121:  Z godnością pełnić straż przy jej grobie.
3124:  Anna Henrietta by sobie tego życzyła.
3128:  Masz rację.
3130:  Czas na łzy przyjdzie później.
3132:  Teraz najważniejsze są obowiązki wobec Korony.
3138:  Przyszedłem pożegnać księżną, złożyć jej ostatni hołd.
3143:  Białe róże, jej ulubione.
3146:  Wejdź, spoczywa w krypcie królewskiej.
3149:  Wbrew memu sprzeciwowi.
3152:  W jednej sali z morderczynią.
3155:  Co?
3156:  Kto tak postanowił?
3159:  Rada Regencyjna.
3160:  Banda starców, którzy zamiast serc mają przepisy i kodeksy.
3164:  Uznali, że skoro w żyłach Sylwii Anny płynęła królewska krew i siostra księżnej nie została prawnie wydziedziczona, powinna zostać pochowana razem z Annarietą.
3174:  Rada Regencyjna rządzi Ilty, właśnie teraz o tym mówią.
3177:  Też nie wiedziałem tego.
3180:  Właśnie, Nawawel z Anną Henriettą.
3182:  Absolutnie tak, popieram.
3188:  No ale to piękna scena jest.
3197:  Ooo, tak.
3213:  No i na co ci było to wszystko?
3218:  Spoczywaj w pokoju.
3235:  Żałuję, że tak się to skończyło, że temu nie zapobiegłem.
3240:  Mam nadzieję, że mi wybaczysz.
3243:  Śpij spokojnie.
3255:  Stylowa krypta, wielce dyskretna.
3261:  Marzyłoby mi się takie miejsce wiecznego odpoczynku.
3267:  W takich chwilach nigdy nie wiem, czy kpisz, czy naprawdę... Naprawdę, Geralt.
3273:  Naprawdę.
3275:  Jestem zdania, że to nadzwyczaj spokojne miejsce, pełne subtelnego uroku.
3280:  Prawdziwie godne księżnej.
3287:  Wasz smutek z powodu zjawisk i procesów, do których jesteście predestynowani, nigdy nie przestanie mnie zadziwiać.
3298:  Chodź, przyjacielu.
3301:  Przyszedłem cię stąd zabrać.
3303:  Należy ci się trochę wytchnienia, powrażenia w ostatnich dni.
3324:  Nie zdołałem zapobiec tym śmierciom.
3327:  Dosyć podle się z tym czuję.
3330:  Zastanawiam się, czy mogłem zrobić coś więcej.
3334:  A w Toussaint panuje teraz bezkrólewie, a właściwie kompletny chaos i rozpacz.
3342:  Księżna umiała sobie zaskarbić sympatię ludzi.
3346:  Całe Bocler płacze po niej.
3348:  Masowa egzaltacja.
3351:  Cóż, poddani najwyraźniej przejęli niektórych z nich od swojej łatczyni.
3357:  Skąd ten sarkazm?
3359:  Myślałem, że lubiłeś jaśnie oświeconą.
3362:  Lubiłem.
3364:  I naprawdę szkoda mi jej.
3367:  Mnie też.
3369:  To napij się.
3379:  Cokolwiek by nie mówić o Sianie,
3381:  Musisz przyznać, że miała twardy charakter.
