Ostatnie życzenie — WITCHER 3 Livestream #14
🔗 https://www.youtube.com/watch?v=noK_qMwf7TI

2:  Sobota.
1921:  Suma siły jego jednostek bliskiego starcia.
1924:  Krzysztof, skup się.
1925:  3+, 3+, 3+, 4.
1927:  Myślę, że jesteśmy bezpieczni.
1930:  Aaa, to tylko ten.
1935:  Dobrze, później odzyskamy tę kartę.
1941:  Tak, to zdecydowanie nie była dobra decyzja.
1948:  Zdecydowanie to nie była dobra decyzja.
1950:  Czemu nie da się dosiąść?
1952:  Witamy z kawańskiego alchemika.
1955:  Czy polecam robić doktorat na zasadzie pracownika naukowego?
1958:  Co masz na myśli, Olewko?
1960:  To znaczy, masz na myśli to, że równocześnie jesteś pracownikiem, czy że jesteś asystentem?
1965:  Bo to też zależy od dyscypliny bardzo.
1969:  Sądzę o wydziale humanistycznym na uś palitko.
1972:  Sądzę, że polecam sztukę pisania na tym, żeż uś.
1977:  Niekoniecznie Wydział Polonistyki.
1984:  Ok.
1989:  Myślę, że nasz przeciwnik wyprztykał się z wszystkich kart.
2000:  Naprawdę jest suma kart po lewej stronie?
2002:  Żartujecie?
2003:  Widzicie, tego nigdy nie zauważyłem?
2007:  Boże drogi, tu się pokazuje cyferka!
2013:  800 godzin w Wiedźminie, Krzysztof odkrywa w dalszym ciągu podstawy.
2019:  Tak, byłem kiedyś z wizytą na UEM-ie, nawet miałem tam jakiś referat.
2024:  Czy podawałem tytuł książki o edytorstwie?
2026:  Szukałem na Discordzie.
2027:  Livio Jurkic jest na Discordzie.
2032:  Powinien być plik... A nie, to nie jest plik chyba.
2035:  Wydaje mi się, że ja to wysłałem WeTransferem, a jeśli nie wysłałem WeTransferem, to wypingajcie mnie, wyślę jeszcze raz.
2043:  No jest cyferka!
2045:  To jest niesamowite, znaczy to jest liczba ściślej mówiąc.
2047:  No niesamowite.
2053:  przygody z matematyką.
2055:  Alcymagosa.
2056:  Tak jest.
2065:  Widzę, że chyba pierwszy raz ktoś na czacie poprosił o używanie ducha Gauntera.
2081:  Okej.
2085:  Ja obrzucam go szpiegami.
2090:  Czy można wejść na zajęcia online i grzecznie posłuchać?
2092:  Tak, obiecałem, że będę dawać linki, jeżeli tylko będzie taka możliwość, bo...
2098:  Niestety większość zajęć online jest prowadzona na zamkniętych platformach.
2101:  Oczywiście, że tak.
2103:  Ależ oczywiście, że one muszą być zamknięte, prawda?
2105:  No bo gdzieżby?
2107:  Przecież to jest zupełnie co innego niż taka sytuacja, że jest wykład na uczelni i każdy może z ulicy wejść, bo jest taka zasada od lat, odkąd istnieją uniwersytety, że można wejść z ulicy na wykład i posłuchać, bo edukacja jest powszechna.
2120:  Ale nie!
2121:  Jak jest zdalna, to trzeba...
2123:  Więc jak będę mieć kontrolę nad tym, to tylko wtedy będę mógł dawać linka, nie?
2147:  Tak no, liczba kart w sumie jest przy awatarze gracza, to się zgadza, ale teraz dopiero zwróciłem uwagę na te liczby.
2153:  Widzicie, to jest dowód na to, że ja nigdy nie zmyślałem, mówiąc, że mam dyskalkulię.
2158:  Ja po prostu nie dostrzegam czegoś takiego jak liczby w świecie.
2162:  Jak się studiuje na AGH, to można?
2164:  No tak, oczywiście, wystarczy.
2166:  Jeżeli jesteście na AGH, no to macie wtedy te AGH-owskie, no...
2171:  adresy, ten można wbijać na zajęcia bez żadnego problemu.
2176:  Mogę, to wypingaj mnie Basiu na Discordzie w edukacji, to po prostu dam kody do Teamsów dla tych, którzy chcą wpaść, nie ma problemu.
2189:  Jaka ładna opcja dla trybutariuszy.
2192:  Witam Igorze, nie wiem co zrobiłeś, ale to bardzo ładne.
2199:  Wcale się... Moi drodzy.
2201:  Moi drodzy.
2203:  Herbatka nie pomaga na zdenerwowanie.
2205:  Nie chcę was martwić.
2207:  Wiem.
2207:  Sprawdzałem przez całe życie.
2212:  Przeciwnik spasował, ponieważ ma ostatnią kartę, która jest tak żenująca, że stwierdził, że nam oszczędzi tego.
2221:  Czasem do sprawdzania obecności na podstawie spisywania obecności z poprzedniej lekcji.
2225:  Ja w ogóle nie sprawdzam obecności.
2227:  Uważam to za idiotyzm.
2230:  To jest strata czasu.
2231:  Nauczyciele mówią cały czas, że o... Dlaczego dostaliśmy sztabę stali?
2237:  Nauczyciele cały czas mówią, że o, nie mamy czasu, nie mamy czasu na, na realizację... ...podstawy programowej!
2245:  Ale, ale tak, ale jest kartkóweczka, 10 minut, sprawdzenie obecności, 10 minut, pytanie z poprzedniej lekcji, 5 minut, o, zostało 15, a, to nic, przecież są zadania domowe!
2260:  Yennefer.
2262:  Yennefer.
2264:  Wcześniej popytałam tu trochę o niego.
2266:  Niektórzy ciągle go pamiętają.
2289:  Koło Naukowe Twórców Gier Poligon?
2291:  Nie słyszałem.
2292:  Czy często mi się zdarzało, pyta Wilczkowa, żeby na zajęciach stacjonarnych ktoś bijał na wykład?
2297:  Tak, uświadomił mnie kiedyś studenci, że jakaś, nie wiem, jedna trzecia na sali to byli ludzie z zewnątrz totalnie.
2304:  To było strasznie miłe.
2306:  Właśnie chciałem sobie nalać z termosu do kubka herbaty, zupełnie bez sensu.
2312:  No może i z sensem, bo się oparzyłem.
2319:  Dlaczego właściwie się tym interesujesz?
2322:  Dżiny bywają niebezpieczne i zawsze są złośliwe.
2325:  Pamiętam, ale gra jest warta świeczki.
2328:  Jeśli go okiełznam, zdobędę potężną moc, a ta w którymś momencie może nam się przydać.
2337:  Skąd wiesz, że ten czarodziej w ogóle miał jakiegoś dżina?
2340:  Tak wynikało z jego ksiąg.
2342:  Opisywał, w jaki sposób go spętał i czerpał energię z jego mocy.
2346:  Patrycjo, nie robimy romansu z Yennefer.
2350:  Jesteśmy ludźmi kultury.
2353:  Charakteryzujemy się rozumem i godnością właściwym gatunkowi homo sapiens.
2358:  Co w tym miejscu oznacza, że romansujemy już z Triss i nie chcemy doprowadzić do tego zakończenia, które dzieje się wtedy, jeżeli romansuje się z obydwiema czarodziejkami.
2366:  Wiesz, gdzie ich szukać?
2367:  Czarodzieja i dżina?
2368:  Ludzie mówią, że ostatni raz widzieli statek Amosa u wybrzeży Hindarsfjall, a potem rozpętała się burza stulecia.
2375:  No to już raczej ich nie znajdziemy.
2377:  Czarodziej jest karmą dla ryba, a Jean uciekł.
2381:  Niekoniecznie, a nawet jeśli to prawda, muszę się przekonać na własne oczy.
2385:  Pomożesz mi?
2388:  Nie zaoferuję ci nagrody w złocie, ale możesz liczyć na moją wdzięczność.
2395:  Bardzo mnie bawi zawsze ta opcja w RPGach.
2398:  Nie, nie wezmę tego zlecenia, które da mi punkty doświadczenia i pieniądze i lud, czyli dokładnie to, co chcę mieć.
2406:  Nie, nie chcę twojego zlecenia, nie pomogę ci.
2409:  Skoro tak stawiasz sprawę, dobrze, pomogę ci.
2414:  Dzięki.
2414:  Na przystani czeka Łódź.
2416:  Chodźmy.
2418:  Serio, życie coś fajnego pisze na czatach, więc wybijam.
2423:  Widziałem wpisy mojej znajomej o tegorocznym Lerwalzie Nagrody Nobla i adnotację, że chce się z nim zapoznać tylko dlatego, że dostał Nobla.
2428:  Nie wiem, czy to efekt okarczu, ale drażni mnie to.
2431:  Tak, to nie jest efekt okarczu, ale to jest problem, że ludzie tak myślą.
2439:  Dobrze, tu jest bardzo pięknie.
2443:  Nie pamiętam tej wioski.
2460:  Prowadź.
2464:  Pięć minut rozmawiamy z Yennefer, a ja już jestem zdenerwowany.
2469:  To, co się zdarzyło na jednorożcu, zostaje na jednorożcu.
2472:  No więc właśnie, więc upominam niniejszym publicznie, upominam publicznie Martynę domagającą się bliskich stosunków cielesnych Geralta z Yennefer, że bliskie stosunki cielesne Geralta z Yennefer i z jednorożcem już się odbyły i nawet YouTube próbował nas za nie zdemonetyzować.
2496:  Nie zbyt konkretny trop.
2499:  Rzucę zaklęcie na naszą łódkę.
2501:  Dzięki temu będziemy wiedzieć, czy na dnie są jakieś wraki.
2504:  Patrzcie uważnie, to jest jeden z nicznych momentów w grze, kiedy istnieje mania.
2509:  Pozwolisz, że ja będę sterować?
2512:  Czy mógłbym odłowić?
2514:  Nie.
2520:  Dobrze, dobrze.
2523:  Wsiadamy na łódź.
2523:  Czy udało mi się kiedyś wyczyścić skaligę ze znaków zapytania?
2527:  Nie.
2528:  Ale zrobimy to teraz, to jest challenge tego streamu.
2531:  W którymś momencie ten stream, gdzie będziemy czyścić znaki zapytania, będzie mieć dwóch widzów.
2537:  Ale tak, jest plan wyczyścić w ciągu jednego streamu wszystkie znaczki zapytania, które są poza głównymi wyspami.
2544:  To będzie katorga.
2555:  Dlaczego mnie to kompletnie nie zdziwiło?
2559:  Dlaczego kompletnie... Ale to zupełnie mnie to nie zdziwiło.
2564:  Geralt nie umie wchodzić na łódź.
2568:  Tak, tak Geralt, chwyć za ster, chwyć za ster.
2572:  Wsiadłeś czy nie?
2576:  Wsiadłem.
2576:  Dlaczego Yennefer ma do nas pretensje?
2578:  Aaa, mamy z drugiej strony.
2581:  W cyklu jak wejść na łódź z pomostu.
2584:  Nie wiem, czy z tym dżinem to dobry pomysł.
2587:  Z Yenem już sobie kiedyś poradziliśmy, pamiętasz?
2590:  Pamiętam, Jaskierą mało co nie stracił głosu.
2593:  Całe szczęście uratował go twój egzorcyzm.
2597:  Ja skąd miałem wiedzieć, że to znaczy odejść stąd i wychędać się sam.
2601:  Trzeba się było uczyć języków obcych.
2603:  Do końca życia będziesz mi to wypominać?
2606:  No to akurat już sam zadbałeś.
2607:  Takie było twoje ostatnie życzenie.
2609:  Prosiłem, żebyśmy zawsze byli razem, a nie zbyt się wytykała mi potknięcie.
2614:  Uważaj, czego sobie życzysz.
2616:  A jak już to dostaniesz, przyjmij z dobrodziejstwem inwentarza.
2621:  A jeśli chodzi o potknięcia, nie widzę powodu, żeby się nie śmiać, póki są zabawne.
2629:  Okej.
2655:  Dobrze.
2657:  Dobrze, dobrze, dobrze.
2658:  Poważne sprawy.
2660:  Zapisałem natychmiast stan gry, bo wiecie, jak to się skończy w przeciwnym wypadku.
2667:  A, tak!
2668:  To jest ten moment, kiedy... Utopiec, utopiec, utopiec, utopiec, utopiec!
2672:  To jest ten moment, kiedy nie musimy używać wilgi, ja jestem szczęśliwym człowiekiem.
2677:  Łódź z wibranium, no, coś w tym jest.
2684:  Co? !
2688:  Czemu ten utopiec jest taki silny?!
2694:  One były normalnie na jeden strzał!
2699:  To była orka niewilga.
2706:  Przepraszam, ale... Skoro używasz telepatii Yen, to dlaczego... słyszę twój głos pod wodą?
2726:  Dlaczego, dlaczego obrażacie moją kuszę?
2735:  Słusznie obrażacie moją kuszę.
2737:  Potrzebujemy sobie zrobić kuszę u kowala.
2741:  Właśnie, to było chyba zaklęcie bąblogłowe, a nie skrzeloziele.
2745:  Proszę bardzo, jaki, jaki wspaniały... ...kawałki burcz i całe mnóstwo utopców.
2750:  Crossover.
2751:  Pewnie przyciągnęły ich ciała załogi tego okrętu, a potem zrobiły tu ryżu.
2757:  Jest też galion klanu Drummond.
2762:  To nie ten okręt.
2762:  Wracaj na górę.
2762:  Yennefer się topi we własnych myślach.
2765:  Tak właśnie jest.
2766:  No ale powiem wam, że to jest strasznie dziwne.
2768:  Ciekawy jestem, jak to planowali.
2769:  To znaczy, być może było tak, że... Nie no, niemożliwe, że to zostało nagrane w jakichś innych okolicznościach, bo czasem tak jest.
2778:  Dziwne.
2779:  Ewidentnie jakieś...
2781:  Nie do szacowania tej koncepcji.
2784:  Co sądzę o anime Sword Art Online?
2785:  Uwielbiam z dzików Sword Art Online, to jest jedno z moich ukochanych anime.
2789:  I wbrew pozorom lubię też drugi sezon, który bywa krytykowany.
2803:  Och, cóż za malowniczy widok.
2807:  Kolow to pielec, tak jest.
2809:  Tak jest, tak właśnie jest.
2811:  Ta łódź z wibranium naprawdę mnie dobija.
2817:  Monte XXL, jest coś takiego?
2818:  Proszę, proszę.
2827:  Znaleziska na czacie.
2829:  Dlaczego nie płyniemy?
2830:  Yennefer?
2831:  Yennefer?
2832:  Co zrobisz, jak już znajdziemy Jina?
2835:  Poprosisz go o piękny dom?
2836:  Potem pałac?
2837:  A na końcu zechcesz zostać królową?
2840:  Dalej mówimy o Ginie czy już o Złotej Rybce?
2844:  Bez różnicy.
2844:  Ważne, że spełnia życzenia.
2847:  Jakie jest twoje?
2847:  Dowiesz się w swoim czasie.
2860:  Tak, utopiec zablokował.
2862:  Tak, łódeczkę.
2864:  Yennefer nic nie jest w stanie powstrzymać.
2874:  Ni Vilgefortz, ni loża czarodziejek, ni wszystkie siły specjalne Njowi Gradu.
2879:  Ale unoszący się na wodzie topielec...
2883:  Poprosisz go o piękny dom, potem pałac, a na końcu łzy chcesz zostać królową?
2889:  Tak, a teraz Yennefer mówi... Nie, nie!
2893:  Nothing to see here!
2895:  Zobacz, jak pędzimy łódeczką!
2897:  Niby utopiec, a jednak troll.
2901:  Ładne!
2904:  Światłocień dostaje specjalną nagrodę za bonmot.
2913:  Muszę powiedzieć, że naprawdę to, co się dzieje z tą łódeńką, jest... No to mi umyka mojej wyobraźni.
2921:  O, mamy następne miejsce.
2925:  Tu coś jest.
2926:  Kolejny wrak.
2930:  Zobaczę, czy nasz dżin się tam nie chowa.
2931:  Ja wiedziałem, że jak jestem na łódeńce w Skellige, to trzeba zapisywać.
2938:  Pięknie, Geralt.
2938:  Pięknie wskoczyłeś i jeszcze piękniej niż ostatnim razem.
2953:  Ten wrak leży tu już jakiś czas.
2959:  Drewno zbutwiało.
2960:  Rozejrzyj się, tylko uważnie.
2964:  Szukajcie miejsc, co wskazuje na to, co tu się dzieje.
2973:  Piękna robota.
2974:  Co tam masz?
2974:  Ruch wojenny z symbolami lodowymi klanu Heimei.
2976:  Masz dżina?
2980:  Nie, ale mam coś, co dla mnie może być równie cenne, jak dla ciebie, Jimmy.
2986:  Czyli pieniądze.
2992:  Te wrzaski syren dobijają mnie.
2995:  O, o, o, tam coś widać, tam coś widać.
2999:  Ależ oczywiście, że bugi to jest najpotężniejsza z magii, choć naturalnie magia ognia jest potężniejsza od magii bugów.
3008:  Geralt, błagam na wszystkie... Na wszystkie bóstwa tego świata, których nie pamiętam.
3015:  Błagam, ogarnij się.
3018:  Mam coś.
3019:  Skaligiński puklesz z symbolami klanowymi Heimei.
3021:  To rób Donara.
3023:  Kiedy ten puklesz tu osiadł, Donar był malcem w pieluchach.
3026:  Ten drakar należał do klanu Daemon.
3029:  Jen, żadna z tych łodzi raczej nie należała do czarodzieja.
3032:  To stary, zatopiony drakar.
3033:  W takim razie wracaj.
3033:  Trzeba szukać gdzie indziej.
3037:  Gin z tonikiem najlepszy oczywiście, macie rację.
3042:  Najlepszy.
3048:  Co sądzę o sałatce jarzynowej?
3052:  Sałatkę jarzynową należy jeść w trakcie świąt.
3055:  To jest jedyny moment, kiedy jemy sałatkę jarzynową.
3057:  Dokładnie tak samo jest z karpiem.
3058:  To znaczy, to jest tak obrzydliwa ryba, że by jej nie zjadł w innych okolicznościach.
3063:  Ale jesteś paskudny.
3069:  To była bardzo, jak mawiają Anglosasi, antyklimactic walka.
3077:  Irytuje mnie niewysłowienie, że Geralt przechodzi w taki stateczny hud na Łudeńce.
3084:  Coraz sprawniej się idzie.
3086:  Byłoby jeszcze sprawniej, gdybyś mi pomogła, tam na dole.
3090:  Zdecydowanie wolę obserwować sprawiedliwość.
3093:  Jak wtedy, gdy szukaliśmy smoka i lawina strąciła nas ze ścieżki?
3096:  Trzymałem się zerwanego mostu, a ty uwiesiłaś mi się na pasie i podziwiałaś widoki, pamiętasz?
3101:  W dole była piękna przepaść, trzumiały drzewa, leniwie płynął strumnik.
3107:  Pamiętam, choć bardziej podobał mi się widok, który miałam tuż przed oczami.
3117:  złośliwości względem Triss na czacie.
3119:  Widzę wszystko.
3120:  Czy widziałem pewien roster Grand Cafe?
3122:  Moim zdaniem fajny, że już pokazali.
3124:  Albo nie miał brak gameplayu.
3126:  Ja się zgadzam.
3127:  Nie komentowałem też celowo.
3129:  Póki nie będzie gameplayu, nic nie wiem.
3131:  Ale podoba mi się.
3134:  Chyba będzie zgodny z moim stylem rozgrywki, to znaczy obrona, defensywa i dużo magii.
3142:  Legend of Total War będzie zachwycony.
3149:  No i widzicie, z syranami jakoś sobie radzimy, a tymczasem utopce ewidentnie tankowały.
3163:  Geralt, wymierz sobie acelnie.
3166:  Dziękuję.
3168:  Czy miałem okazję pić herbatę po wschodnio-fryzyjsku?
3171:  Nie.
3172:  Co jem najzwykle na śniadania?
3174:  Ja mam bardzo monotonne śniadania, to jest zazwyczaj jakiś rodzaj owsianki z owocami.
3179:  Owoce krojone świeże.
3197:  Czy Yen jest w tej chwili w nas?
3211:  Yen, uspokój się.
3215:  O, wiedziałem, że tu będą pieniądze.
3229:  Geralt, słyszeliśmy już twoją błyskotliwą uwagę na temat kosza.
3237:  Ale ja mam poczucie, że znajdziemy tutaj na tym dnie więcej pieniędzy niż kiedykolwiek ktokolwiek nam zapłacił za jakiekolwiek zlecenie.
3249:  Dlaczego magowie, jak wypowiadają inkantacje, to drą mordę w niebogłosy?
3253:  Powiedzmy sobie szczerze, Jakubie, gdybyśmy mogli wypowiadać inkantacje, to nie darlibyśmy się dla samej frajdy w niebogłosy.
3261:  Ja bym prawdopodobnie tak robił.
3263:  Chociaż ja generalnie nie lubię tego podejścia do magii, która jest inkantacyjna, kodeksowa.
3270:  Wolę zdecydowanie magię, która jest związana z pewnym żywiołem albo tchnieniem umysłu.
3277:  Jaka dyskryminacja mężczyzn przez 3D Projekt Dzik?
3279:  O czym mówicie?
3280:  Nie mam pojęcia.
3285:  Jaka herbatka?
3287:  Nie, jak zawsze.
3288:  Nie, tylko nie wilki.
3308:  I trzy.
3311:  Miało być na trzy.
3314:  No przecież było.
3316:  Zobacz, trzeba się tu rozejrzeć.
3319:  Nie tak szybko.
3320:  Najpierw mi wyjaśnisz, o co tu naprawdę chodzi.
3323:  Po co ci ten dżin?
3325:  Przecież wiesz, że dla czarodzieja moc dżina jest bezcenna.
3334:  Wiem i chcę się dowiedzieć, do czego ty chcesz jej użyć.
3337:  Nie zadałabyś sobie tyle trudu, gdyby nie chodziło o coś ważnego.
3341:  Fakt, to jest ważne.
3343:  Nawet bardzo.
3349:  Ile to już trwa, Geralt?
3351:  To między nami piętnaście, dwadzieścia lat?
3356:  Nawiązanie do opowiadania, nie?
3387:  Chcę wiedzieć, czy jeśli skończy się magia Dżina, coś między nami pozostanie.
3394:  Kamil pisze, że Dżin zachęcony zeszłokotygodniowym streamem płyje czytać rękopis znaleziony w Smoczej Jaskini mimo alergii na literaturę.
3401:  I super, cieszę się.
3403:  Szabkowski pisze tam złośliwie, a uczenie o fantastyce, więc to jest pożyteczna sprawa.
3408:  Jaki plastik?
3410:  Żadnego...
3411:  Ja nie jem żadnego plastiku, to jest smaczny batonik.
