Mass Effect 2 LEGENDARY EDITION Livestream #6
🔗 https://www.youtube.com/watch?v=6JDIAX6eEPk

2:  Mass Effect 2.
2377:  On przy okazji sprawdza nasze wybory moralne, nie?
2385:  Ilusiwny człowiek czeka na Ciebie w drugiej kamienicy.
2390:  Wiecie to, że gry wideo są w taki sposób stygmatyzowane, to jest właśnie duży problem, ale zauważcie, że problem też ten jest w tym, że bardzo jest ciężko w krótki sposób przedstawić jakieś wartości związane z grą, nie?
2403:  Albo interpretacje.
2404:  Chociaż są ludzie, którzy się w tym specjalizują, no bo sam fakt, że przedstawienie tego wymaga kilkudziesięciu godzin, nie?
2411:  Jeszcze jest jedno pytanie na czacie, która z wielkich polskich lektur stanowiących kanon w szkole jest według mnie najgorsza?
2416:  Czy mogę odpowiedzieć wszystkie?
2419:  I średnio zasłuży na opiewanie jej jako wielkie dzieło.
2421:  Serio, jeżeli chodzi o literaturę polską, uważam, że wszystkie.
2423:  Jedyna rzecz, która rokuje dobrze, to są Schultz, sklepy cynamonowe.
2427:  Nie wiem, czy to się jeszcze czyta.
2428:  Problem polega na tym, że to jest fantastyka, tylko że nikt nie mówi o tym, że to jest fantastyka.
2434:  Miranda chce z nami rozmawiać.
2439:  Customize gear.
2441:  No helmet!
2442:  Tak, bardzo dobrze.
2445:  Nie będziemy kombinować jakoś specjalnie.
2449:  A czy tu jeszcze coś można zrobić?
2451:  Muzyka z gier to jest absolutny kosmos.
2454:  Jak gramy w Warhammer Mechanicals, to ja się nie mogę przestać zachwycać muzyką Guillauma Davida.
2460:  Children of Omnissiah to jest absolutne mistrzostwo.
2462:  Zresztą na moim Spotify jest głównie muzyka z gier wideo.
2465:  Mass Effect, Stellaris, Wiedźmin.
2468:  Michael McCann, czyli zarówno Splinter Cell, jak i Deus Ex, coś wspaniałego absolutnie.
2474:  Jest swoją drogą festiwal we Wrocławiu, nie wiem czy wiecie, muzykę z gier wideo, bardzo polecam, byłem na paru odcinkach, zwłaszcza tym, który był poświęcony StarCraftowi, ach!
2484:  Nawet Jesper Kyd się na nim pojawił w zeszłym roku, nie, dwa lata temu.
2495:  Pięknie.
2507:  No muzyka w Wiedźminie absolutnie wciska w fotel, pewnie.
2512:  Marcin Przybyłowicz zresztą zrobił też dobrą muzykę do Cyberpunka, który mógł być zaprojektowany lepiej.
2518:  No, Deus Exa też uwielbiam absolutnie.
2522:  Boże, to jest przepiękna muzyka swoją drogą.
2550:  Zacznijmy od poszukiwania.
2553:  Co robią Reapery, które sprawiły, że zdecydowałeś się powrócić do mnie?
2558:  Jesteśmy w wojnie.
2559:  Nikt nie chce to zaakceptować, ale ludzkość jest pod atakiem.
2562:  Mimo tego, że śpiłeś, całe kolonie zniszczyły się.
2564:  Ludzkie kolonie.
2566:  Wierzymy, że to ktoś, który pracuje za Reaperem.
2568:  Tylko Saren i Geth pomagają Sovereignowi.
2571:  Widzisz to sam.
2572:  Najlepszy z nich.
2574:  To jedna z powodów, dlaczego wybraliśmy cię.
2576:  Zobaczcie, że tak spróbuję zrobić factory tej rozmowy, którą mamy na czacie do gry.
2582:  Zastanówcie się, jakie wartości ta gra przekazuje, że może w nią każdy zagrać na całym świecie i dostaje uniwersalny przekaz, a teraz sobie wyobraźcie, że do jednej z tych właśnie pereł polskiej literatury typu Pan Tadeusz, Dziady i tak dalej zaprzęga się kogoś z innej kultury.
2598:  Co on z tego zrozumie poza tym, że Polacy mają obsesję na swoim punkcie, są nacjonalistami i chcą bić wszystkich, którzy nie są Polakami?
2605:  Taka jest dokładnie wymowa wszystkich tych utworów, nie?
2608:  Może wyjąwszy Weselek, który jest po prostu grafomanią, bo Wyspiański to co najwyżej umiał dobre akwarele robić, ale nie pisać.
2618:  Ktoś pisze piątą część Dziadów jako paragrafówkę, okej.
2621:  Szczerze powiedziawszy, jedyny raz, kiedy Dziady mi odpowiadały, to było w Wiedźminie III.
2626:  Walcząc o wojnę, nie wygląda na to jak Cerberus.
2627:  Dlaczego jesteś w tym zaangażowany?
2629:  Jesteśmy obowiązkowani w rozwinięciu i pozbawieniu ludzkości.
2632:  Jeśli Reapery nas obiecają, próbując nas wyrzucić, Cerberus ich zatrzyma.
2636:  Wygląda na to, że te koalicje są jedynym rozwiązaniem, w którym nie zostaną więcej ludzkich kolonii.
2642:  Jeśli jesteś za Reapery, po prostu zwróć mnie w odpowiednią stronę.
2647:  Miranda się boiła, że będziesz przeciwnikiem.
2649:  Zazwyczaj nie jest ona nieprzyjemna.
2652:  Mam szutelę gotową, aby zabrać Cię do Freedom's Progress, najnowszej kolonii, aby zostać zablokowanym.
2659:  Miranda i Jacob będą Cię określać.
2662:  Miranda zabiła Wilsona w zimnym bólu.
2664:  Jacob to tylko ogólny ogólnik.
2665:  Chcesz, żebym ich wierzył?
2667:  Wilson był jednym z moich najlepszych agentów, ale był trafieniem.
2670:  Miranda zrobiła dokładnie to, co ja o niej oczekiwałem.
2672:  I ułatwiła twoje życie w więcej sposobów niż jedna.
2675:  Jakub jest żołnierzem, jednym z najlepszych.
2676:  Nigdy nie wierzył, ale zawsze był mistrzem świata.
2678:  Będziesz w porządku z nimi.
2679:  Na razie.
2688:  Bardzo mi się podoba ta wypowiedź Fantores, muzyka to muzyka, nieważne do czego jest, założę się o lewe jądro, że gdyby zrobić sondaż na dwie grupy, jednej powiedzieć, że to muzyka z gry, a drugiej nie, będzie wyżej oceniana.
2699:  Wiecie, ja zrobiłem kiedyś taki test, to był bardzo zgłosićwy test, na konferencji naukowej mówiłem przez 20 minut o... nie powiedziałem o czym.
2708:  Mówiłem o Bioshocku Infinite i mówiłem o fabule, mówiłem o narracji, mówiłem o świecie i na końcu ktoś powiedział, że to jest rewelacja, co to jest za książka?
2716:  To była konferencja polonistów i literaturoznawców.
2718:  Powiedziałem, że to nie jest książka, to jest gra wideo.
2720:  Ich miny były bezcenne absolutnie.
2725:  Czy to jest praca wolontariusza, czy jestem wolontariuszką?
2729:  Zawsze masz wybór, Shepard.
2731:  Jeśli nie znajdziesz dowodów, o których chcielibyśmy, możemy porozmawiać.
2734:  Ale najpierw, wejdź w progres wolności.
2737:  Znajdź wszystkie wskazówki, które możesz znaleźć.
2739:  Kto obduktuje kolonie?
2740:  Czy mają jakieś połączenie z Reaperem?
2743:  Zwróciłem cię z powrotem.
2744:  Trzeba, żebyś zrobił to.
2746:  Hmm.
2746:  Illusywny mężczyzna wyciekł.
2752:  Hehehe.
2755:  Myślisz, że aktualne pokolenie maturzystów za te 20 lat będzie przekazywało młodszym pokoleniom inne wartości nadmiaru literatury i gier?
2762:  Mam nadzieję.
2765:  Mam nadzieję.
2771:  Np.
2771:  zawsze mi się miło spogląda na profil Fakesforge, nie wiem czy znacie.
2775:  Kowal tam.
2777:  Bardzo często po prostu publikuje zdjęcia z tym, jak gra ze swoim synem.
2781:  Strasznie fajne.
2784:  Ten ilusiwny mężczyzna jest bardzo zainteresowany tobą.
2787:  Jestem zaskoczona, czy możesz żyć do jego oczekiwań na tej misji.
2793:  Nie mogę mieć kogoś, kto nie obejmuje moich obowiązków, kiedy do nas dojdzie.
2797:  Wiem, do kogo opowiem.
2800:  Jak długo nie zrobisz nic, by stracić Cerberus, to podążę za twoimi ordami.
2811:  Nigdy nie miałam szansy powiedzieć, jak bardzo podobało mi się to, co projekt Lazarus zrobił dla mnie.
2816:  Mam nadzieję, że to było warto.
2818:  Wiele ludzi straciło swoje życie na tej stacji.
2822:  Werdurkę zawsze uważałem, że jest zabawne, że jest na liście lektur.
2825:  Książka, która literalnie krytykuje to, w jaki sposób interpretuje się powieści, jest na liście lektur i jest interpretowana w taki sposób, w jaki nie powinno się jej interpretować.
2834:  Więc fakt, że ona jest na liście lektur i nikt z tym nic nie zrobił, uważam za autoironię roku.
2841:  Ale ja szczerze powiedziawszy nie lubię stylu Gombrowicza.
2844:  Miranda?
2845:  Utrzymuj kontakt wzrokowy, nie obczajaj dekoltu Yennefer Shepard, ja cię bardzo proszę.
2862:  Nawet nie żartujcie, że wciąż utrzymuje się coś takiego w rozmowach rówieśniczych, że jak ktoś gra w gry wideo to jest traktowany z przymrużeniem oka, bo to jest masakra absolutna.
2889:  Chciałabym znać więcej o projekcie Lazarusa od osoby, która zajmuje się tym.
2892:  Nie zajmowałam się tym.
2894:  To był ilusiwny człowiek.
2896:  Gdybym prowadziła ten program, zrobił bym kilka rzeczy inaczej.
2901:  Co byś zmieniła?
2902:  Na początek bym zainstalowała cię w jakiś typ kontroli, ale ilusiwny człowiek nie pozwolił na to.
2906:  Miał wątpliwość, że to może zainteresować twoją osobowość, w jakiś sposób zmienić twój charakter.
2911:  Powinnaś robić coś, co może zmienić twoje potencjały w jakiś sposób.
2916:  Nie mogę powiedzieć, że lubię ten pomysł, że zostanę powrócona do życia z kontrolą w moim mózgu.
2921:  Ilusiwny człowiek zajmuje się z tobą niesamowitym ryzykiem.
2924:  Mam nadzieję, że jego gęba się odpłaci.
2928:  Powiedz mi trochę o sobie.
2930:  Wątpisz się o moich kwalifikacjach?
2931:  Mogę zniszczyć mech z moimi biotykami, albo wyrzucić jego głowę na 100 m. Zrób to.
2950:  Wiecie co, strajk uczniów to... Zastanówmy się, czy nie powinni strajkować nauczyciele w pierwszej kolejności?
2955:  Nie.
2956:  Przepraszam, teraz będę wredny, ale nauczyciele strajkują tylko wtedy, jeżeli ma się im obniżyć pensję.
2960:  Natomiast nie strajkują wtedy, kiedy cały czas coraz głupsza jest podstawa programowa, nic się nie zmienia, jest ona zabetonowana.
2967:  Nikt nic z tego nie robi, od reformy Huntke'ego, którą pamiętam do dzisiaj.
2970:  A to było bardzo dużo lat temu.
2973:  Próbowałam poznać Cię jako człowieka.
2975:  Nie szukam przyjaciół, Shepard.
2977:  Zostań skupiony na misji.
2989:  Teksty na temat tego, że gry wideo są stratą czasu, to jest kolejna kwestia właśnie niezrozumienia specyfiki medium.
2994:  A jeszcze najbardziej mnie bawi, jak ludzie reagują nerwowo, że ktoś, nie wiem, krzyczy przy grze wideo, emocjonuje się, nie?
3001:  Ale jeżeli na przykład jest sztuka nowoczesna, która wywołuje protesty, to wtedy się mówi, tak, sztuka ma wywoływać emocje!
3007:  To jest dobrze, to jest dobrze, że ludzie się denerwują!
3012:  Jest takie zabawne.
3015:  Chyba o wszystko go spytaliśmy.
3023:  Tutaj przepraszam najmocniej.
3025:  Nowi ludzie na czacie, żadni obcy.
3027:  Po prostu zgromadzi nam się większa społeczność.
3030:  Zero gatekeepingu.
3033:  Porozmawiamy z Jacobem.
3038:  Those colonists I didn't join... dobrze by... Yennefer jest magiem i... nie ufa.
3055:  Boże, była taka książka, ten obcy pamiętam.
3057:  Boże, jakie to było złe i to też zmuszano mnie do tego, żeby to czytać.
3065:  Piękna nazwa.
3067:  To brzmi jak coś, co Jeff Bezos mógł założyć na Marsie.
3078:  Nigdy nie słyszałam o Corsairze.
3079:  Było to inicjatywa połączeń.
3098:  Okej.
3118:  Wiesz o czymś o tej kolonii, do której idziemy?
3122:  To nazywa się progresem wolności.
3124:  Nie wiem co innego.
3125:  Myślę, że się po prostu zmęczyłem.
3126:  Myślałem, że coś się zmieni po ataku na Cytadeli.
3128:  Ale nic się nie zmieniło.
3130:  Polityka, biurokratyka, to samo kłopoty, ale w innym języku.
3134:  Cerberus jest inny.
3135:  Kiedy kolonie pójdą do strachu, nie skomplikujemy drużyny, żeby napisać raport, żeby dowiedzieć się, co z tym robić.
3140:  Po prostu idziemy i dowiadujemy się.
3143:  Przepraszam, Yennefer jest uczesana, to jest po prostu jej trwała, która jej się utrzymała z poprzedniej części gry.
3151:  Dostaliśmy i Renegata, i Paragona, pięknie.
3155:  Squad.
3159:  Ojej, zapomniałem, że tu jest tak mało... No przecież, co to w ogóle za pytanie?
3164:  Oczywiście, że... Tak.
3168:  Tak.
3170:  Oczywiście, że tak.
3172:  Singularity.
3176:  Shockwave, podoba mi się.
3178:  Pool rank second, dobrze.
3180:  Pool też sobie odblokujemy.
3183:  Nie możemy już odblokować, dobrze.
3187:  Jak jest w tej części, leveluje się czy się nie leveluje naszych squad members?
3193:  Chyba nie.
3195:  Okej.
3197:  To jest ten moment, kiedy robimy taktyczny save.
3203:  Moja polonistka w gimnazjum miała problem, że nikt z uczniów nie wie, kto dostał w tamtym roku nagrodę Nike.
3207:  Oho, hoho, hoho!
3208:  O, ja zawsze wiem.
3213:  Eee... Leveluję, ale później.
3218:  Spoko, dzięki.
3220:  Eee... Dobrze, ja oczywiście się zdążyłem zgubić, tędy idziemy.
3231:  Oj!
3233:  To dobrze, że się leveluje ich.
3235:  To dobrze, że się leveluje ich.
3236:  To dobrze, że się leveluje ich.
3238:  To dobrze, że się leveluje ich.
3242:  Ja zawsze mam jakieś rozkazy.
3244:  Ja zawsze mam jakieś rozkazy.
3246:  Ja zawsze mam jakieś rozkazy.
3249:  Ja zawsze mam jakieś rozkazy.
3260:  To dobrze, ale wolę, jakbyście mnie tytułowali Arcymagini, to byłoby lepsze.
3265:  Chyba mamy wyłączone autolewelowanie, ale sprawdzę, dobrze, że mówicie.
3287:  Wciąż jestem zaskoczony tym, że niektóre dialogi się kończą tak raptownie.
3302:  Arcymagini to na 30 poziomie, tak, tak!
3305:  Ale będziemy adepcić, ojojoj!
3314:  Yennefer niekorzystnie wygląda w tym świetle.
3317:  Dobra, sprawdźmy sobie, czy to autolewelowanie jest wyłączone rzeczywiście.
3322:  Auto level up off, moi drodzy, więc jest dobrze.
3327:  F5.
3330:  Tak jest, defaultowo jest wyłączone.
3332:  Oczywiście sprawdzamy WSZĘDZIE.
3335:  Moja ciocia miała takie określenie, najrzydziura na eksplorację frenetyczną a maniakalną i uważam, że ono się stosuje tutaj.
3343:  Czy my tu możemy zeskoczyć?
3346:  Czy... Nie, ta gra jeszcze nie ogarnęła systemu zeskakiwania, to jest zbyt skomplikowane.
3352:  Ale... Gdzie jest throw?
3357:  A, już dostaliśmy automatycznie, pięknie.
3365:  Ooo, ja mogę wreszcie... Och, cudownie.
3369:  Bardzo dobra informacja.
3374:  Oj, wystarczy tyle.
3375:  Powiedzmy, że pól jeszcze sobie damy tutaj.
3383:  Jest eksploracja, jest.
3385:  Sprawdzamy wszystko przecież.
3387:  Swoją drogą ta kantynka wygląda dokładnie tak samo jak ta na Millenium Falcon.
3399:  Oskryptowane skakanie dopiero w trójce się pojawia?
3401:  No proszę, nie pamiętałem.
3402:  Uuu!
3403:  To mi wygląda na miejsce, w którym nas zaatakują.
3411:  Brakowało mi głosu Miranda Lawson, muszę wam wyznać.
3414:  Oj, brakowało mi.
3416:  Tu jest coś?
3417:  Chyba tak.
3419:  Nie, nie możemy tutaj wejść.
3423:  Ale piękna, piękny ambient w głośnikach.
3425:  Muzyka w Mass Effect była super już na początku.
3428:  Łooo!
3429:  Ja tu spokojnie sobie czytam.
3434:  Chcę!
3442:  Bardzo dobrze.
3443:  Miranda, przydaj się na coś.
3447:  Dobra.
3449:  Miranda się przydała na coś.
3450:  Czy tutaj w dalszym ciągu można im... Taaaak!
3454:  Pięknie!
3462:  Co tu się dzieje?
3475:  Zaraz się odniosę do wszystkiego, co czytam.
3478:  Dobra.
3479:  Dostaliśmy opcję Scholar, bardzo ciekawe.
3481:  Tak z ciekawości, sprawdzamy się w Google Scholar na podstawie twoich informacji.
3484:  Nie wiem, czy jesteś doktorem, czy doktorandem.
3485:  Doktorem, o zgrozo.
3489:  Pieski będą, niedobrze.
3490:  Siema, siema.
3491:  Bardzo mnie martwi to, że są nowi przeciwnicy, a my nie mamy wciąż naszego wspaniałego karabinu snajperskiego.
3499:  To jest dokładnie tak jak grałem... Ja jednak nie grałem... Boże, jak się nazywał ten... Vanguardem.
3506:  Ja grałem Adeptem.
3508:  O nie, nowy system hackowania.
3517:  Boże, pamiętam ten system.
3519:  On opiera się na pamięci, czyli jedna rzecz, której nie mam.
3532:  To nie będzie wychodzić za każdym razem tak gładko.
3536:  O nie, o nie, absolutnie nie.
3538:  A ja narzekałem na system hakowania w jedynce.
3545:  Nie znoszę szklanek.
3553:  Mirando, przydaj się na coś!
3557:  Dobrze, bardzo dobrze, dobra Miranda.
3561:  O, come on!
3567:  Get over here!
3567:  Get over here!
3568:  Hehehehe.
3570:  Czy tylko ja usłyszałem Skorpiona.
3577:  Ja lubię bardzo Mirandę.
3579:  Tylko to jest taka love-hate relationship.
3581:  Ooo, kwarianie.
3581:  You said you'd let me handle this.
3584:  Wait.
3588:  Shepard?
3588:  Nie biorę żadnych szans z operatywami Cerberusami.
3591:  Ustaw te bronie!
3594:  Shepard?
3596:  Czy... żyjesz?
3598:  Cerberus, zbudowałeś mnie, Tali.
3600:  Z powrotem zaprosili mnie, bym zainwestowała w ataki na ludzkie kolonie.
3603:  Wybaczmy, że nie przyjmujemy twojego słowa, Cerberus.
3607:  Jesteśmy dobrze w naszych prawach, by zainwestować w ataki na ludzkie kolonie.
3610:  Chciałabym znać, co tu robią akwariany.
3612:  Weapons down, Praza!
3614:  Cokolwiek tu się dzieje, myślę, że nie potrzebujemy kolejnej walki!
3617:  Jeden z naszych ludzi był tu, na Pilgrimie.
3622:  Jego imię było Vitor.
3624:  Wyszliśmy, by go znaleźć.
3626:  Wybitny voice acting swoją drogą.
3637:  Był zniszczony i... zdenerwowany.
3639:  To znaczy, że był bezstabilny.
3641:  Połączyć to z zniszczeniem jego skrubami CO2 i infekcją z otworu otwartego powietrza, i jest prawdopodobnie delirujący.
3648:  Kiedy widział nas wsiadać, zamknął się w sklepie na dalekiej stronie miasta.
3652:  Wydaje się, że również programował mech, aby atakować wszystko, co się zmieniło.
3657:  Vitor jest jedynym, kto może nam powiedzieć, co się tutaj stało.
3659:  Powinniśmy współpracować, by go znaleźć.
3661:  Dobre pomysły.
3662:  Potrzebujesz dwóch zespołów, żeby przejść przez drony.
3676:  Przepięknie jest oddana tekstura szaty talii.
3683:  Jest cały wywiad, swoją drogą polecam wam, wpadnijcie tam na kanale bez schematu, jest rozmowa z koncept-artystką, to już dawno temu się ukazało, ale przypominam to sobie zawsze, Eleven Beat Studios.
3697:  Teraz pracuje ona chyba gdzie indziej, ale wtedy pracowała w Eleven Beatach i opowiadała jak ważna jest na przykład informacja od teamu narrative designerów dotycząca tego, czy w danym miejscu na przykład jest zimno, bo to zależy od tego wtedy, jak będzie tekstura ubrań, czy one będą grubsze, czy cieńsze, coś niesamowitego.
