Mass Effect EDYCJA LEGENDARNA — Livestream
🔗 https://www.youtube.com/watch?v=fxSlrdEm6LY

3:  Witaj się na streamie.
2123:  Tak się bawi, tak się bawi.
2128:  To jest piękne, ta gra jest tak cudowna, że ja mógłbym oglądać te cutsceny w nieskończoność.
2133:  Chociaż moja ulubiona, to jest jedna jedyna dobra część Mass Effecta 3, to znaczy The Fleet Arrives przez Przekaźnik Masy.
2140:  Z tą cudowną muzyką.
2145:  Nie wiem jak wy, ale jak ja teraz patrzę na naszą Yennefer Shepard, to mam poczucie obcowania z kimś lepszym niż wcześniej.
2154:  Wcześniej coś ewidentnie nie grało.
2161:  Mi się wydaje, czy Mostek Normandii też jest z dwójki skopiowany.
2163:  Prawie na pewno, bo jest więcej tych ciepłych barw.
2167:  Jedynkę zapamiętałem po tym, że była tam przewaga niebieskiego.
2172:  Inżynierus Mechanicus Czarodziejus.
2174:  No właśnie, przecież w Warhammerze Mechanicus też mamy znakomitą magię.
2179:  A Warhammer Mechanicus w ogóle wróci?
2181:  Nie wiem kiedy, może w przyszłym tygodniu, zobaczymy.
2184:  Normandia jest zachowana z przyczyn fabularnych, ale mi nie chodzi o kolorystykę, że coś mi się wydaje, że się ciutkę zmieniła.
2192:  Warto przypomnieć, że AGH zajęło pierwsze miejsce w Małopolsce w piłce nożnej.
2196:  Dziękujemy za to przypomnienie.
2198:  Teraz wszyscy, którzy zajmują się lore i znają mnie jako zwolennika wczytywania się w dialogi, zrobili... Ale spokojnie, po prostu gramy drugi raz i teraz już umiemy biegać.
2210:  I porozmawiamy sobie z dr Chakwas, bo wiem, że z nią dostaliśmy renegata.
2217:  Okej, to chyba nie był dobry pomysł.
2218:  Co możesz mi powiedzieć o nylonu?
2222:  Dobra.
2223:  Be careful.
2225:  Investigate the Spectres.
2228:  Dobra.
2229:  It's dangerous.
2232:  Ok, ok, ok.
2233:  Goodbye.
2234:  Dziękuję.
2234:  Co dostałem?
2235:  EXPA dostałem.
2236:  Świetnie.
2236:  Czyli warto było rozmawiać.
2239:  Warto rozmawiać.
2240:  Discounting Jan Pospieszalski.
2247:  Teraz na wszelki wypadek mam mysz na środkowym przycisku, żeby nie zdobyć Renegata.
2254:  What's the secrecy?
2255:  Nie wiem, czy w oryginalnej jedynce nie mieli niebieskich tych holokomputerów.
2258:  No dokładnie!
2259:  Też mi się tak wydawało.
2263:  Dobra, return.
2278:  Swoją drogą, ten system dialogowy, przeciekawa rzecz.
2281:  Kiedyś byłem na konferencji groznawczej w... Gdzie to było?
2286:  Gdzieś w Europie, nie pamiętam gdzie, to...
2289:  Ktoś właśnie spytał, jaka jest główna mechanika Mass Effecta i wszyscy ludzie tak, no nie wiem.
2293:  I ktoś odpowiedział, no słuchajcie, no kółko dialogowe, to jest najbardziej charakterystyczna rzecz dla tej serii, nikt czegoś takiego nie zrobił i w sumie to jest główna mechanika gry w tym sensie, że w dialogach spędzamy najwięcej czasu.
2304:  Mind blown, super odpowiedź.
2306:  O ile pamiętam, to były pomarańczowe normalnie te światełka w Normandii w jedynce przy Victor, tyle że w Mass Effectie pomarańczowego było więcej, okej, spoko.
2323:  To jest piękne, że ci żołnierze po prostu wszyscy radośnie giną, natomiast dopiero trzeba, żeby przyszła nasza Yennefer Shepard i pokazała, czym się walczy.
2332:  To znaczy, oczywiście... Nikt, no one... Magią!
2343:  O, i to był ten moment, kiedy Nihlus zrobił what the actual fuck.
2346:  Status report.
2348:  17 minut po drodze, kapitanie.
2348:  Nie ma żadnych kolejnych wojsk na terenie.
2350:  Weźcie nas, Joker.
2350:  Szybko i spokojnie.
2351:  Ta misja została o wiele bardziej skomplikowana.
2354:  Mamy małą strzępkę, która się wykręciła szybko, bez zwrócenia uwagi.
2356:  To nasza najlepsza szansa na osiągnięcie biegunu.
2359:  Prowadźcie mnie do kargo.
2360:  Powiedzie Lenku i Jenkinsowi, żeby się przyzwyczaić, komendantze.
2363:  Idziecie.
2373:  Przypominam mi się od razu How I Met Your Mother.
2382:  Nie zapomnij tylko ustawić sobie moce pod cyferkami w menu bojowym.
2385:  O, dzięki za tipa.
2386:  Jakiś tutaj robił pewien seryjny dźwięk, kapitanie.
2390:  Twoja drużyna to musi być... A co z... Nihilus, przychodzisz z nami?
2396:  To jest klasyka science fiction.
2397:  Elitarne oddziały gwardyjskie uzbrojone w najnowocześniejszą technologię padały jak mucha, a bohater z procą z gumki recepturki samemu ratuje sytuację.
2406:  Dokładnie.
2407:  Co to za rasa z tego wideo?
2409:  Tyranidzi Mass Effectowi?
2410:  No, blisko.
2411:  Żniwiarze.
2416:  Żniwiarze... Nie no, nie będę spilować, ale mają kluczowe znaczenie fabularne i są tak obcy naszym obcym rasom w tym świecie, jak tylko mogą być obcy.
2427:  Dobra, gdzie jest moje kółko mocy?
2433:  Caden throw... Overheats nearby enemy... Warp.
2439:  Damages all nearby enemies and objects to make them more vulnerable.
2447:  Bardzo dobrze.
2449:  Throw enemies and objects using a Mass Effect Field.
2452:  Dobrze.
2453:  Okej.
2454:  Co to jest?
2455:  Kaiden.
2463:  A co, mogę to ustawić też mu?
2465:  A, dobrze, mogę mu to ustawić.
2466:  Okej, spoko.
2470:  Już wiemy jak biegać.
2473:  Dun, dun, dun, dun, dun.
2476:  Rzeczniewiarze są bardziej jak nekroni w starym Lo-40K.
2479:  Trochę tak.
2489:  Dobra, moja niecierpliwość jest duża, ale chcę, żeby ta cutscena poszła sobie.
2499:  Bardzo się cieszę, że mamy lormistrza z nami.
2502:  To jest zawsze dobra informacja.
2505:  W ogóle podziękowania stokrotne za uświadomienie mi tej przerażającej rzeczy.
2512:  Mam tu niebezpieczne budynki, Shepard.
2539:  Tak jest!
2541:  Dobrze, gdzie to był ten Medijel, który i tak mi nic nie dał?
2546:  Tutaj był, nie?
2547:  Tak.
2548:  Medijelu?
2551:  Co tu we mnie strzela?
2553:  Co ma czelność we mnie strzelać?
2556:  Ja idę po Medijel!
2562:  Medijel.
2564:  Medijel, dziękuję.
2566:  On nie umie strzelać, widzę, kompletnie.
2569:  Witamy, witamy na streamie.
2571:  Nauczyliśmy się używać mocy magicznych dzięki czujnemu czatowi, bo ja na samym początku wybrałem defaultową postać i okazało się, że ona będzie żołnierzem.
2586:  Haha, giń, strzela w niebo, bo przeciwnik już nie żyje.
2590:  Tak było.
2593:  MacDeWitt progresywnie depresyjny z tomu na tom w tej serii jest.
2596:  A, Bożej Maszynerium MacDeWitta.
2598:  Nie znam, kurczę.
2601:  Siemanko, siemanko, witamy.
2603:  Oczywiście, że warto!
2604:  Mass Effect to jest legendarna sprawa i edycja legendarna już teraz.
2608:  Zresztą to widzimy, graficznie jest okej.
2610:  Przeniosła pewne rozwiązania z dwójki, co zawsze jest dobrym pomysłem.
2614:  No i przede wszystkim ma się wszystkie gierki podpięte pod Steama albo Origina, co w moim przypadku było kluczowe, ponieważ
2620:  Przestań we mnie strzelać, przeciwnym naturze kretynie.
2625:  Z tego względu, że ja na przykład miałem to wszystko w CD, więc to była kiepska sprawa.
2630:  Okej, Ashley Williams sobie radzi.
2632:  W tej grze nie można skakać.
2638:  O, poradziła sobie.
2640:  Ja nic nie zrobiłem, nie musisz mi dziękować.
2648:  Pancerz swoją drogą kupimy, zostanie kupiony też bardzo dobry karabin snajperski, żebyśmy mogli eliminować wszystkich z oddali, a następnie rzucać się w wir magicznej frenzji.
2661:  Don't blame yourself, you abandoned them.
2669:  Aaaa!
2672:  Nie lubiłem nigdy Ashley Williams, będziemy jej cisnąć.
2676:  Join us.
2678:  Dobrze, nie jest przynajmniej tchórzliwą kretynką.
2686:  Beacon.
2687:  Musimy zdobyć bekon w tej grze, więc to na pewno jest bardzo istotne.
2691:  Ja bardzo lubię bekon.
2694:  Myślę, że moja czarodziejka również.
2699:  Magia nie jest herezją, jeżeli jest w odpowiednich rękach.
2703:  Myślę, że Ordo Inquisitorum by się podpisało pod tą dewizą.
2712:  Let's go!
2713:  Idziemy po bekon.
2714:  Bardzo dobrze.
2715:  Gdzie mogę użyć magii?
2717:  Press escape for the squad... Okej, dobrze.
2720:  Squad.
2723:  Gdzie jest... Barrier?
2727:  Czy przyda nam się Barrier?
2729:  Bolsters your shields.
2731:  Adept.
2731:  Reduces the... Tak.
2734:  Tak, tak.
2734:  Chcę tutaj... Tak, chcę mieć jak najwięcej opcji.
2739:  Nowe opcje dialogowe się nam też przydadzą.
2742:  Dobrze.
2743:  Ktoś automatycznie... Kto jest Sentinel?
2746:  Sentinel co robi?
2747:  To jest... On jest... Aha, on jest... Dobra, okej.
2752:  Czaję.
2754:  Jest kimś podobnym co my.
2757:  Jak się chcesz bawić snajpera, to Adept nie jest najlepszym wyborem, bo na trening ma używanie z pistoletu.
2762:  No wiem, wiem, wiem, ale jest magiem.
2765:  Dobra, to zrobimy Adepta... Co on jeszcze może zrobić?
2770:  Decryption, Sabotage, dobrze, damy mu Sabotage w takim razie.
2773:  I tak później sobie go wymienimy na kogoś lepszego, to znaczy oczywiście Wrexa i później Garusa.
2779:  Żołnierz, żołnierz, Combat Ammo, tak, takie głupie rzeczy jak... Tak, tak, tak, dobrze, dobrze.
2788:  Tyle.
2790:  Coś się nam dzieje w kodeksie?
2792:  Dzieje, ale to potem sobie poczytamy, jak będziemy mieć dość walki.
2795:  Rozwijaj bariery i mistrzostwo pistoletów na Adepcie.
2797:  Dobrze, dzięki za tipa.
2799:  Skorpion.
2803:  Light Armor.
2804:  Okej.
2807:  Boże, ja nic nie pamiętam.
2808:  Take All.
2810:  To jest niesamowite, jak się... Equipment.
2819:  Oj, oj, oj, oj, oj.
2820:  Tu będzie dużo rzeczy do zrobienia.
2823:  Shotgun, pistol, sniper rifle, grenades, bionic.
2825:  Okej, jest ammo.
2827:  Dostaliśmy jakiś nowy.
2828:  Nie, nie dostaliśmy.
2830:  Dobra.
2831:  Git.
2836:  No wiem, wiem, wiem, wiem.
2838:  Ja przyzwyczaiłem się do takiej wymowy w Rexa.
2841:  Co poradzę?
2841:  Rex, niech wam będzie!
2843:  Dobra.
2844:  Tutaj musimy iść.
2852:  O, o, o... MAGIA!
2853:  Aaaa!
2856:  A-ha-ha!
2857:  A-ha-ha.
2859:  Tak działa magia właśnie.
2860:  Bardzo dobrze.
2863:  Ojej, ojej, ojej, nie mam many.
2865:  Tak działa magia, to znaczy... Pierwszy człowiek jest potężny, a potem... Ojojojoj!
2869:  Nie mam many!
2870:  Uciekajmy!
2872:  Jest tu jakieś fajne przejście z osłony do osłony?
2874:  Nie, nie ma.
2876:  To nie ta gra.
2880:  Masakrycznie spudłowałem.
2886:  A, o to chodzi, okej.
2888:  Że Rex jest podobno bardziej elokwentny w polskiej wersji.
2891:  No tak, ale nie będziemy... Kto na nas strzela i skąd?
2897:  Ach, tu się schował!
2899:  Myślałem, że strzelanie przez skały to jest tylko moja supermoc.
2915:  Mój mak się zdenerwował.
2921:  Wiem, wiem, to jest prawda, ale zdecydowałem się jednak na angielski dubbing z uwagi na Jokera i z uwagi na całą resztę.
2936:  Oczywiście, że gry budzą przemoc.
2939:  Widać zresztą po mnie, moje życie na skutek tego, że gram w gry komputerowe po prostu jest w ruinie.
2946:  Ten mężczyzna był wciąż żywy, kiedy zablokowali go.
2948:  Zablokowanie nas nie jest wystarczające.
2950:  Geth chciał, żebyśmy go zablokowali.
2970:  Ja też chcę, żeby cierpieli wrogowie, tylko że w inny sposób.
2974:  Uważam na przykład, że dobre byłoby, gdybym mógł używać zaklęć, które wysysają energię życiową wrogów.
2979:  O, to brzmi sensownie.
2987:  Ale piękny jest design tego swoją drogą.
2995:  Zombies!
2997:  Dobrze.
2999:  Gdzie są zombie's?
3000:  Husk!
3013:  To jest zabawne, bo najprawdopodobniej jeszcze nie mieliśmy ani jednej, a już nawet, wiem, no na 1000% nie mieliśmy jeszcze ani jednej sensownej walki, ale zachowuję się tak, jakbym miotał Armagedonem.
3025:  Żniwiarze już zrobili swój... Wejdziemy tutaj.
3035:  Czy przypadkiem decryption to nie było coś?
3038:  O nie, o nie, jak ja tego nie znosiłem.
3043:  O nie, przypomniałem sobie, że tego nienawidziłem.
3049:  Idzie się przyzwyczaić, ale jak!
3052:  Hakowanie w grach wideo.
3053:  No i?
3054:  Dziękuję.
3056:  Humans!
3057:  O, moja droga, nie humans!
3059:  Mages!
3066:  Wyssanie jest możliwe po odblokowaniu bonusowego skilla, w Mass Effectie drugim dopiero.
3073:  Wiedziałem, że tu było w tej grze coś, co mi się podobało.
3075:  Wiedziałem, tak.
3080:  Standard.
3081:  Kobieta rozmawia, zdaje sprawozdania, a facet obok niej stoi.
3084:  Biedny!
3086:  Ratunku!
3088:  Co się stało?
3091:  A nie, bo ona jest Doktor Warren, czyli no... Pewnie... I nie mogę tego gościa wytrzymać, on mnie denerwuje.
3102:  Czy oni tu coś zmieniali?
3103:  Co prawda grałem i dawno i mam wrażenie, że wygląda gorzej niż Mass Effect.
3106:  Czy poważnie?
3107:  Znaczy, nie no, gra jest o wiele starsza niż Mass Effect 3, natomiast graficznie został tutaj zrobiony gigantyczny overhaul.
3121:  Ci naukowcy są jak ci z Prometeusza, to znaczy widzą jakieś ksenożycie... uuu, dotknę i zobaczę, czy się rusza!
3129:  Czy możesz mi powiedzieć coś o tym?
3131:  To jakiś rodzaj modułu danych z komunikacji wielokalistycznej galakcji.
3134:  Cieszące nowe technologie, głębokie informacje medyczne... Kto wie, co to jest?
3138:  Zniszczymy serce zła.
3138:  Znieśnijmy żołądka.
3140:  Zniszczmy go.
3142:  Czy tak się zachowuje doktor?
3145:  A czy on się zachowuje jak doktor z Polski, taki typowy?
3148:  Czy... naukawiec, a nie naukowiec?
3155:  Albo to jest naukowiec już po reformie ministra Czarnka.
3159:  Oszalały na punkcie mistycyzmu i metafizyki.
3168:  Doktor Warren mówi, że o, ten wirus jest pewnie wywołany przez jakąś cybernetyczną mutację, on mówi NIE, TO JEST SZATAN!
3175:  Return, goodbye.
3177:  Dobra.
3178:  Doktor Warren, czy mogę się z niego... On zginął.
3183:  Bardzo dobrze.
3184:  Bardzo dobrze.
3186:  Tak, jest coś, czego potrzebujesz?
3188:  To jest piękne.
3191:  Właśnie jej partner leży nieprzytomny na ziemi i podchodzimy do niej, żeby porozmawiać.
3197:  Dobra.
3202:  Nie wymagajmy zbyt wiele.
3204:  Ostatecznie przypominam, że Cyberpunk w momencie, w którym Judy Alvarez wyjechała poza miasto i dała nam swój apartament, jak wrócimy do tego apartamentu, spotykamy w nim, no nie zgadniecie kogo, Judy Alvarez.
3215:  Ciekawe, czy model jazdy Mako został poprawiony.
3217:  Tak, został poprawiony.
3218:  Fizyka Mako została poprawiona, strzelanie i lepiej się trzyma drogi, jak cokolwiek to brzmi.
3227:  Zombi z kosmosu uratuje nas Jezus Chrystus i woda oświęcona.
3230:  Tak właśnie będzie.
3232:  Tak właśnie będzie.
3234:  I oczywiście... Flamer.
3236:  Heavy Flamer.
3241:  Ooo, Saren.
3244:  Dlaczego ja go nie lubię?
3248:  Dobrze się jeździ Mako w oryginalnej wersji, trochę ściga tylko.
3251:  Ja miałem zawsze problem z jazdą w Mako.
3255:  No i cóż my teraz mamy zrobić?
3257:  Zawsze nie lubię, jak gra mnie kieruje w inną stronę niż ta, w którą mam iść.
3262:  O nie, dobrze, tędy.
3267:  Ale to jest piękne!
3268:  Ja sobie idę spokojnie, tu jest jebitny żniwiarz na horyzoncie i nawet bym go nie zauważył!
3274:  Nie no, pięknie po prostu.
3275:  Dobra, teraz się dzieją rzeczy.
3289:  Tak właśnie ma wyglądać działanie mocy magicznych.
3301:  No cena jest konkretna, jest, to są jakieś trzystówki czy coś takiego.
3307:  Widzę, że mój ogień zaporowy niestety nie był dobrą zaporą.
3312:  Przestań we mnie strzelać, upośledzona idiotko!
3315:  Przecież ona cały czas strzela nad moją głową.
3319:  Nigdy nie lubiłem Ashley Williams i wszystko zrobię, żeby zginęła w tej wersji, nie wiem tylko jak.
3326:  Dobrze, co tu się dzieje?
3333:  Witam, witam, we wtorek jest jeszcze jedna matura, coś strasznego.
3337:  Będzie zapis, zawsze są ze streamu zapisy.
3341:  Dziękuję, że wpadłeś.
3343:  Powodzenia na maturze, aczkolwiek i przypominam, to po prostu był kolejny egzamin, który nie ma sensu.
3352:  Uuu, a co to jest?
3353:  I dlaczego mogę do tego... Aaa!
3356:  Wybucha.
3358:  Lubię, jak wybucha.
3359:  Och, lubię.
3360:  Czemu w tej grze nie mogę być magiem ognia?
3364:  Jest mało gier, w których można być magiem ognia.
3366:  Nie da się Ashley zabić w jedynce, będzie ważną NPC w dwójce.
3369:  Nie, nie.
3371:  Powiem ci, jak historia jest jeszcze na maturach, no nie żartujcie.
3374:  Ile to się ciągnie, to cholerstwo?
3376:  Strasznie długo.
3380:  Wiem, że to jest Nihlus, ale chcę przed cutsceną zlutować tutaj wszystko.
3384:  O, na przykład to chcę zlutować.
3386:  Proszę bardzo.
3389:  Coś się rusza, poza tymi kratami.
3391:  Frank, nie, nie uderzaj się w jednego z nich!
3393:  Uuu, dobrze wiedzieć.
3395:  Wstąpienie na nas tak prawie zabijasz.
3411:  Jest moment, w którym możesz uratować albo Ashti, albo Kaidena.
3414:  To zostanie uratowany Kaiden.
3416:  Kaidena Lenko, nie?
3417:  Tak się nazywał.
3421:  Tell me what happened, człowieku w czapce.
3431:  Dzień doberek.
3435:  Ten piękny, majowy wieczór, w którym gramy magiem w Mass Effect'cie.
3445:  W ogóle, co za tydzień, słuchajcie.
3448:  Castlevania, Love, Death & Robots i freaking Mass Effect.
3457:  A czy dla kobiety jest mniej toksyczna?
3459:  To dobrze wiedzieć.
3460:  Ojej, też piszesz tę nieszczęsną maturę z historii, współczuję.
3463:  Ja mam maturę z historii, chyba też pisałem.
3465:  Nie udało mi się ją minąć.
3472:  Guściu, jesteś na ksenoplanecie i wybrałeś sobie czapkę...
3481:  O, subnautica, subnautica to jest ciekawa, widziałem game design document subnautiki swego czasu.
3493:  Dobrze, let's go.
3496:  Chociaż ja właśnie miałem nagrać coś o Warhammerze Total War 3, ale stwierdziłem, że jeszcze poczekam na więcej szczegółów, bo na razie ta bitwa, która była pokazana na gameplayu, wzbudziła u mnie więcej pytań niż odpowiedzi, więc słuchałem sobie, co mają mądrzejsi ludzie ode mnie na ten temat do powiedzenia, posłuchałem sobie Loremastera of Sotak, posłuchałem sobie Legenda of Total War i w zasadzie też niewiele powiedzieli, więc czekam, aż będzie więcej szczegółów.
