Mag prochowy wyrusza na Zachód | RED DEAD REDEMPTION 2 Livestream
🔗 https://www.youtube.com/watch?v=ksSGS9kAvK4

4:  Witajcie świątecznie dalej.
2442:  Powiedz mi.
2442:  Na pewno są to trasy po stronie, ale... może być ktokolwiek.
2447:  Zobaczmy, gdzie idą.
2448:  Więc?
2448:  Byłeś tam, Javier.
2456:  Co naprawdę się stało na tym samochodzie?
2458:  Mieliśmy pieniądze, to wyglądało dobrze.
2460:  Ale nagle byli wszędzie.
2461:  Bounty Hunters?
2465:  Nie, Pinkertons.
2466:  To było szaleństwo.
2470:  Błyskające śnieżyce.
2470:  Zostawcie się spokojnie.
2471:  Zostawcie się spokojnie.
2472:  Zostawcie się spokojnie.
2473:  Niemcy zabiły dziewczynę w niebezpieczny sposób.
2483:  Ale to była straszna sytuacja.
2485:  Ale to nie jest tak jak on.
2488:  Trzymaj się na lewo, na dół.
2496:  Nie w ten sposób.
2497:  Co ty robisz?
2497:  Wiesz, że muszę umrzeć na dół.
2498:  Davy został strzelił, Mac i John też.
2503:  Sean, nawet nie wiemy.
2515:  Czemu wszystkie gry nie są tak robione?
2529:  Jak ja to szanuję!
2532:  Nie grałem w jedynkę, jestem pecetowo niepadowy, więc nie mogłem.
2539:  Jak ja to szanuję, to jest genialne!
2543:  Czaty, jaki będziemy mieli!
2546:  Ho, ho, ho, co tu się działo?
2552:  No to już wiem, że jak będzie jakieś ciekawe pytanie czaty, to będziemy włączać kamerę filmową i odpowiadamy.
2559:  No, no, no, moi mili.
2563:  No, no, no.
2566:  I widzicie, to jest powód, dla którego ja krytykuję gry wideo, które są dobre, a mogłyby być lepsze, bo da się lepiej, naprawdę.
2574:  I nikt mi nie musi mówić, ale Krzysztof, ale Krzysztof, to jest tak, że ty nie rozumiesz, bo twórcy tak celowo spieprzyli kamerę, bo to ma być tak celowo i ty... Brońmy tych twórców.
2586:  Nie!
2588:  Krytykujmy, żeby gry były lepsze.
2594:  Bardzo chcecie na te biedne końskie jądra patrzeć.
2597:  Wiem, to było bardzo memiczne, że nawet zadbano o ten szczegół.
2604:  Że się kurczą na mrozie.
2609:  Jedna z tych rzeczy, których nie sprawdzałem w życiu.
2611:  John walczył nad tym kołem, kiedy zostaliśmy w Blackwater.
2626:  Bardzo zły pomysł, bardzo zły pomysł.
2638:  Okej, ja się tu zatrzymam, bo po pierwsze ładny widoczek.
2645:  Okej.
2648:  Pytanko jest o to, czym jest od Matta Persedasona, czym jest literatura postmodernistyczna, więc szybkie wyjaśnienie ode mnie.
2656:  Postmodernizm posługuje się kategorią gry, więc musi mieć jakiś modernizm, z którego sobie może szydzić, albo z którym może polemizować, albo z którym może sobie analizować.
2664:  Tak robił Andrzej Sapkowski w swojej twórczości.
2669:  To znaczy Andrzej Sapkowski i jego proza jest zadłużona w kanonie literatury fantasy, więc jeżeli się nie zna kanonu literatury fantasy, to nie rozumie się postmodernistyczności cyklu Wiedźmińskiego-Sapkowskiego.
2683:  W tym jest literatura postmodernistyczna, czyli Chuck Palahnik albo w kinematografii właśnie Hateful Eight i większość kina Tarantina jest postmodernistyczne.
2696:  No właśnie, zatrzymałem specjalnie akcję, spokojnie, spokojnie.
2704:  Okej.
2708:  Boże, jak tu jest pięknie!
2714:  Możesz nosić tylko jedną broń krótką, możesz zamienić używaną broń z używaną na ko... z bronią używaną na... co?
2731:  Czy naprawdę jest tak, że juki końskie mają znaczenie w interfejsie?
2737:  No, interfejs dieget... To jest interfejs diegetyczny, tak?
2740:  Znaczy to prawie.
2744:  Okej.
2747:  Okej, wybraliśmy groń krótko, czy to jest pewnie E?
2751:  A, wymieniamy... Okej, czaję.
2760:  I teraz tak, czy ja za każdym razem muszę... Dobra, nie muszę podchodzić do kania, ale okej, czaję.
2768:  No nie no, to jest wspaniałe, tak?
2769:  Znaczy... Bo to jest połączenie interfejsu nakładkowego, typowego, z interfejsem diegetycznym, który jest w świecie gry.
2777:  Diegetyczny, czyli związany z opowieścią, ze światem.
2779:  To jest piękne.
2782:  Byłoby jeszcze piękniej, gdyby to był meta-interfejs.
2785:  Tak jak w Deus Exie.
2786:  Ale się tego nie da zrobić w grze osadzonej na dzikim zachodzie.
2791:  Czy możemy robić harad?
2799:  Czy ja idę w dobrym kierunku?
2802:  Idę w złym kierunku.
2805:  Przecież zabrałem broń, zabrałem nóż.
2808:  To nie nóż mieliśmy zabrać?
2810:  Ej, ale w sumie jak się cofamy po śladach, to Artur Morgan, przepraszam, JP Morgan mógłby iść szybciej troszeczkę.
2821:  No.
2823:  A. A, mamy obrzyna wybrać jeszcze.
2826:  Czaję.
2833:  Okej.
2833:  Myślałem, że nóż mieliśmy wziąć.
2841:  Broń krótka, pistolety, rewolwery, obrzyn.
2843:  Ładnie.
2852:  A gdzie nóż?
2854:  Okej, dalej mamy nóż, świetnie.
2862:  Uważam, uważam.
2863:  Teraz, teraz będziemy mieli, no właśnie, ślizg.
2869:  Ze skoczni.
2872:  Mam złe przeczucia.
2874:  Mam bardzo złe przeczucia.
2876:  Czemu nie mogę zapisać gry ręcznie?
2881:  Tak, obrzyn, bo jest obrżnięty, w tym to jest skrócona broń.
2885:  Znaczy lufa jest skrócona.
2887:  Wytrzymałość jest wyświetlana w lewym dolnym rogu, zewnętrzny pasek wyczerpuje się podczas biegania, skakania i wspinania.
2891:  Poziom wewnętrznego rdzenia wpływa na regenerację wytrzymałości.
2894:  Czaję.
2900:  Hop.
2903:  To dlatego, że to jest... slippery slope.
2908:  Niech ktoś mnie powstrzyma.
2934:  Okej, dobrze teraz.
2935:  Zobacz, jak stoi.
2935:  To jest naprawdę ślisko.
2937:  Zostań blisko ściany.
2938:  W tą stronę.
2938:  Słyszę, że jest bliżej.
2939:  Chodź.
2939:  Idziemy, John!
2950:  Ale aaaa!
2952:  Wściekle mi się podoba sposób wspinania.
2955:  Naprawdę jest to zrobione realistycznie.
2967:  Chcę coś zjeść.
2968:  Ciastka owsiane.
2970:  Wspaniale!
2971:  Uwielbiam ciastka owsiane.
2979:  Ależ mi się to podoba.
2986:  To było dla konia, naprawdę?
2998:  Logiczne.
3001:  Koni jadł czasem cukru?
3004:  Konia cuk... cukier.
3005:  Cukr, tak Krzysztof, cukr.
3007:  Cukier.
3015:  Cukier też jest?
3016:  Pięknie.
3022:  Krzysztof gra cztery lata później w grę wideo, która robiła furorę cztery lata wcześniej.
3028:  Cukierberg, tak!
3030:  Cukrowy wzgórek.
3033:  Co tu jest?
3034:  Tu jest wielka przepaść, nie idziemy tam.
3035:  He's down here.
3036:  Alright!
3036:  Hot town, Marston!
3043:  Arthur, come on!
3050:  Co to jest?
3050:  Jaki rdzeń?
3051:  Nie myślałem, że tak powiem, ale miło Cię widzieć, Arthur Morgan.
3084:  Nie wyglądasz tak dobrze.
3085:  Ja też nie czuję się zbyt dobrze.
3090:  Chwileczkę.
3090:  Nie umrzesz jeszcze, kawałek.
3091:  Chodź, kompadre.
3092:  Cóż, nie możemy wrócić do tego, jak wyszliśmy.
3120:  Gra tłumaczy Krzysztofowi, co to są rdzenie i po co.
3124:  Krzysztof później, co to rdzeni.
3130:  Tak jest, Kingo, to dobra kaloria.
3132:  Sokolo oka Kinga.
3140:  Uwielbiam to, co tu się dzieje.
3144:  Chodź!
3144:  Spójrz tam!
3144:  O mój Boże... Jesteśmy zniszczeni!
3152:  Jesteśmy rojalnie zniszczeni!
3158:  Zastanawiam się, czy mogę dostać się do samochodów.
3164:  Idź!
3169:  Nie, odwrotnie!
3170:  Ja idę do koni, a ty... Eee... Co?
3191:  Eee... Goddammit!
3199:  Panik role!
3204:  Aaaa!
3205:  Krew na śniegu!
3206:  Krew na śniegu!
3207:  Krew na śniegu!
3209:  Krew na śniegu!
3216:  Muszę coś zrobić z moją myszą.
3218:  Jest zdecydowanie za dużo DPI.
3223:  Boję się tego robić w trakcie gry, żeby znowu nie było tak.
3227:  Tak, boję się zrobić to w trakcie gry.
3230:  bo zostanie mi celownik.
3233:  Potrzebujemy natychmiast uzupełnić zdrowie.
3239:  Brzoskwinie w puszce.
3242:  Okej.
3247:  Skurujemy.
3248:  Tu się da skurować?
3250:  Tu się da skurować wilki?
3259:  Nie da się, obawiam się.
3261:  Mamy ich wszystkich.
3262:  Dobre robienie, Arthur.
3262:  Dobra, ruszajmy, zanim jeszcze więcej tych chłopców pojawi się.
3265:  Dawaj, wróćmy do innych.
3265:  Nie czuję się zbyt dobrze.
3302:  Fantastyczne muzeum.
3312:  R dla wilków.
3314:  Nadejdzie czas białego zimna, nie jedz czerwonego śniegu.
3317:  Tak, to jest dobra rata.
3322:  Okej, jak mam zabić... Pierwsze chybienie.
3337:  On the left.
3338:  Której lewej?
3344:  Ja w całym swoim życiu nie trafiłem niczego, co się rusza.
3347:  Tak, widziałeś więcej, Arthur?
3348:  Nie, pewnie nie.
3349:  Jezu... Jesteś jeszcze z nami, Marston?
3352:  Prawie.
3352:  Będziesz w porządku.
3353:  Mamy teraz trochę ochrony.
3355:  Dzięki, że przybyłeś do mnie.
3360:  Oczywiście.
3366:  Prawda, że prochowe zakręcia są dobre, Elezarze?
3368:  Masz szaleństwo.
3369:  Arthur zawsze mówił, że jestem szczęśliwy.
3372:  Będę jechał trochę w wodę, próbując stracić słońce.
3376:  Nie chcę opuścić drogi i wrócić do kampu.
3381:  Wiesz co?
3382:  Musimy przyjąć lepszą historię dla tego skarbu.
3386:  Tak więc... zimno, płynąc, starcząc... Jeżdżenie do śmierci nie jest dla Ciebie wystarczająco dobre.
3392:  Tak, chodź.
3399:  Pierwsza przygoda za nami.
3422:  Wiedźmin kupiony.
3423:  Marcinie cieszy się strasznie.
3425:  Zobacz, jak się cieszę, że nie pamiętam nic.
3429:  Chodź, pomóż mu.
3429:  Jesteś w życiu!
3431:  Jesteś w życiu!
3434:  Chodź, tu jest.
3435:  Tu jest.
3436:  Bądź ostrożny, Ediotas!
3437:  To jego nogi!
3438:  Chodź, daj mu ciepło.
3439:  Dziękuję, dziękuję, dwie.
3441:  To nowy poziom, nawet pod Twoimi standardami.
3444:  Dziękuję, Artyn.
3444:  Dziękuję.
3446:  Czy masz innych straconych kobiet, które muszą być uratowane?
3450:  Nie dzisiaj.
3452:  Czy ty i ducie rozmawialiście o tym, jak się z tym wyciągnąć?
3457:  Mówiłem z panem Straussem, że kiedy powietrze się rozprzestrzeni, to powinniśmy iść na wschód.
3461:  Na wschód?
3462:  Wszelkie te... te cywilizacje?
3464:  Wiem.
3465:  Wschód jest miejscem, gdzie nasze problemy są gorsze.
3469:  Chodź, panie Straussie, zacznijmy.
3472:  Dziękuję, panie Morgan.
3479:  O, widzę, że chaty znają trylogię magów prochowych.
3483:  A, Kitku też zna.
3484:  Wysyp trochę prochu na język, by uzyskać trans prochowy.
3508:  Szanuję.
3520:  Udaj się do B. Udaj się do P. Powiedzcie mi, że to jest wszystko zapisane na mapie.
3525:  Boże, tak!
3527:  I!
3528:  Okej.
3530:  Helpful.
3531:  Nothing.
3572:  Nie żadna szatka na ostatnią, tylko na Kastlik.
3574:  Okej.
3595:  Dobra.
3600:  Krzysztof się nie zgubi, bo jest minimapa.
3604:  Minim... znaczy nie, nie minimapa, to jest kompas technicznie.
3608:  Wiem, gdzie jest północ, wiem, gdzie jest południe, muszę tylko nauczyć się, że jest w lewym dolnym rogu ekranu.
3616:  Z nimi nie możemy porozmawiać?
3617:  Możemy.
3621:  Chyba.
3623:  Panowie?
3628:  Red Dead jest dziennik, który prowadzi Arthur?
3631:  To pod J powinno być.
3641:  Jestem w niebie.
3643:  Jestem w niebie.
3648:  No przecież to jest wspaniałe.
3656:  Uciekamy już od tygodni.
3657:  W każdym razie bardziej niż zwykle.
3659:  Akcja w Blackwater, ten napad na prom, skończyła się katastrofą.
3662:  Zabili młodą Jenny, a Sean i Maca aresztowali albo zabili.
3667:  Nikt nie wie na pewno.
3668:  Dutch zastrzelił jakąś dziewczynę.
3670:  Nie wiem, czy przypadkiem, czy specjalnie.
3671:  Może.
3673:  Możliwe, że ktoś nas zrobił.
3675:  Rzuciliśmy się do desperackiej ucieczki w góry, zostawiając pieniądze i większość do ubytku.
3686:  Jestem w niebie.
3688:  Nie na taką wiosnę liczyłem.
3690:  Ja i Hosea szykowaliśmy razem napad własny w Blackwater, ale plan chyba poszedł w diabło razem z większością mojego dobytku.
3697:  Głęboko niepokoi mnie, co się stanie, gdy stąd odejdziemy, albo znajdą nas stróże prawa.
3701:  Znaleźliśmy pewną dziewczynę, właściwie kobietę i męża zamordowali chłopcy Colma od Rescola.
3706:  Paskudna sprawa.
3709:  Nie da przewijać, ale spoko.
3711:  Idziemy dalej.
3714:  To jest wspaniałe.
3716:  Jestem absolutnie zachwycony.
3722:  Jestem absolutnie zachwycony.
3725:  To jest, to jest rewelacja.
3728:  To jest właśnie ten dobry rockstar, prawda?
3730:  No dajcie spokój, to jest wspaniałe.
3733:  I, i to jest realistyczny dziennik.
3737:  Gracz... Znaczy, nie gracz, postać grana przez nas zapisuje sobie wszystko to, co się stało i rozwiązuje to problem taki, który ja mam.
3744:  To znaczy, ja nigdy nie pamiętam, co się działo w grze.
3748:  A, przewidzianie jest, jak jest długa wiadomość, okej.
3751:  Kuj je przerzucać kartki zamiast strzałkami, bo strzałkami się przerzuca kilkanaście kartek.
3755:  A, to dobrze wiedzieć.
3760:  Oh boy, ile tego!
3764:  Czooo?
3770:  ILE TEGO JEST?!
3773:  Przecież gra się dopiero zaczęła!
3779:  W dzienniku jest backstory?
3787:  To jest rewelacja!
3788:  Czytamy?
3791:  Czy, czy, chaty czytamy?
3794:  No przecież czemu nie?
3800:  Nie no, dla mnie to jest w ogóle szoker i to duży.
3805:  Lecimy zatem.
3808:  Blackwater.
3810:  Oto i Blackwater.
3813:  Możemy jeszcze przybliżyć sobie piękności.
3821:  Kupiłem ten nowy dziennik po tym, gdy stary spłonął w pożarze wiele miesięcy temu, czy kiedy to tam było.
3826:  Ostatnio za dużo nie pisałem ani nie rysowałem, ale brakowało mi tego bardziej niż przypuszczałem.
3830:  W końcu wylądowałem koło sklepu, więc mam i dziennik.
3834:  Po tych wszystkich wydarzeniach na północy i pożarze przebywaliśmy kilka miesięcy w dziczy, podróżując z północnych grizzlys.
3843:  Artur ma absolutnie talent do rysunku.
3844:  Dobra, to jest tyle.
3871:  Wiecie, co mi się przypomina od razu?
3873:  Coolwood i powieści, w których zaczytywałem się za młodziaka.
3879:  I Karol May, Old Shatterhand, Old Surehand, Biały Kieł, tego typu klimaty.
3884:  Coś wspaniałego.
3886:  Teraz to trochę trąci myszką już pewnie, ale mnie się to podobało.
3889:  Oczywiście to było przed szkołą, nie?
3891:  Dziennie urocza dziewuszka, którą spotkaliśmy samotną przy drodze i Mika, przestępca, którego Dutch poznał gdzieś w barze.
3897:  Dutch zdaje się być pod wrażeniem Mika, który jest dość porywczy, kłótliwy i zarozumiały.
3901:  Mi z Hozeą jesteśmy bardziej powściągliwicy do jego oceny.
3905:  Czas pokaże.
3906:  W końcu udało nam się wyjść z tej dziczy i zaszyliśmy się za Blackwater, chociaż czasami ruszam do miasta, żeby szukać tam różnych okazji.
3917:  Biały kiełb, włóczęgi północne, o!
3920:  Majka, nie Mika, okej, okej.
3923:  W Mikach czyta się Majka, ale numer w życiu mnie przypuszczał.
3927:  Lecimy dalej.
3929:  Możliwe, że na coś trafiłem.
3930:  Mamy sporo pieniędzy, a droga była tak uciążliwa i powolna, że nikt nie mógł nas śledzić albo domyślić się, dokąd zmierzamy.
3935:  Myśleliśmy o Kalifornii, ale potem Dutch i Hozza doprowadzili nas do Blackwater.
3943:  Naprawdę mi się podobają te szkice.
3944:  Są dobre szkice, widać, że jakiś koncept artysty na tym siedział, ale najpiękniejsza jest chyba ta kaligrafia.
3951:  I might be onto something.
3953:  Plenty of money.
3955:  Ach, piękności.
3963:  Czy to jest takie trudne?
3966:  żeby coś takiego zrobić.
3967:  I tak takie concept arty trzeba zrobić na etapie powstawania gry.
3970:  I można to po prostu wykorzystać potem.
3972:  To jest rewelacja absolutna.
3973:  Dlaczego tego nikt nie zrobił?
3978:  W miastach może znaleźć gazeciarze, pisze cytrus.
3980:  W nich też opisywane są m.in.
3982:  działania gangu, więc możesz sobie podglądać opinię publiczną naszej zacnej działalności.
3986:  Blackwater najwyraźniej mocno się rozrosło od ich ostatniej wizyty.
3989:  Powiedzieli mi, że to taka trochę większa placówka handlowa, ale z tego co widzę miejsce szybko się rozwija i jest już prawie miałem miastem.
3995:  Pełno tu korupcji, ale z pewnością też pieniędzy.
3999:  Dobrze od czasu do czasu przespać się w łóżku i wieść bardziej cywilizowane życie po tych nocach w namiocie, ale nie lubię być tak blisko miast.
4007:  I wonder why.
4010:  Można powiedzieć, że tu mieszkamy, obozujemy przeważnie poza miastem, w ukryciu przed ludźmi i życie wydaje się dość proste.
4016:  Abigail i Marston ciągle się kłócą.
4018:  Zastanawiam się, dlaczego on właściwie wrócił.
4020:  Nie może się zdecydować, czy chce być ojcem dla tego chłopaka, czy nie.
4023:  Te kłótnie są już męczące.
4024:  Słyszałem pogłoski o człowieku podobnym do Trelawney'ego, ale przecież nie widzieliśmy go już od wielu miesięcy.
4033:  Razem z Hoza na coś spadliśmy.
4035:  Coś naprawdę dużego.
4037:  Można na tym zarobić kupę forsy.
4038:  Hoza uważa, że wymyślił przekręt związany z nieruchomościami.
4041:  Nie jestem co do tego przekonany.
4042:  Zdrudnia idealna taka, gdzie się obrabia oszustów.
4046:  Jesteśmy bardzo ostrożni.
4047:  Przyjemnie znów pracować z Hoza.
4049:  Ten facet to prawdziwy mistrz przekrętu.
4051:  Nawet jeśli z tego nic nie wyjdzie, to i tak się dobrze bawimy.
4059:  O, to mi przypomina, dokładnie z takim statkiem, z załogą takiego statku walczy się w Desperados 3, grze, której bardzo Wam polecam, jeżeli podobało Wam się Red Dead Redemption.
4068:  Bardziej strategiczna, ale klimat świetny.
4071:  Dobrze znów zajmować się oszustwami.
4073:  Oj, dobrze.
4073:  Hosea to urodzony handlarz, ale zaczyna się bać, że przyjmiemy uwagę niewłaściwych osób, spędzając tyle czasu w mieście.
4079:  Dutch też ma coś dużego, jak mówił.
4081:  Pieniądze bankowe przywożone statkiem.
4082:  Na razie pracujemy nad obiema możliwościami.
4085:  Czas pokaże.
4086:  Planujemy ruszyć na zachód, gdzieś na pustynię.
4088:  Jeśli będziemy mogli.
4090:  Mówcie mi, że będzie pustynia.
4094:  O, stróżowie prawa.
4100:  Mike i Dutch chcą nam obrobić prom w mieście.
4103:  Myślą, że jest tam wielkie bogactwo i pieniądze dla banków.
4105:  Chociaż raz ja nie muszę angażować się w tę robotę.
4108:  Obrabianie kasyna, który jest na wodzie, przypomina mi fabułę filmu Lady Killers, przetłumaczonego jako zabójczy kwintet.
4115:  Też polecam.
4116:  Chociaż raz ja nie muszę się angażować w tę robotę, więc razem z Hozo mamy swoją fuchę, która według mnie może nam pójść bardzo dobrze, a Dutch zdaje się przekonany, że ma dość ludzi, by pomyślnie przeprowadzić akcję.
4129:  Tutaj mamy ten plan, o którym czytaliśmy.
4131:  Plan jest taki, że oni robią swoje i uciekają do dziczy na zachód.
4134:  Następnego dnia my z Hozo robimy swój przekleń i do niej dołączamy.
4136:  Dutch jest chyba zadowolony i podekscytowany.
4138:  Znowu mówi o Kalifornii, ale mówi też o innych miejscach.
4144:  Oto i prawdopodobnie Kalifornia.
4148:  Blackwater.
4149:  Nie, to jest Blackwater.
4152:  Jest i płotka.
4154:  To wygląda, swoją drogą, jak rysunki Miguela de Cervantesa.
4159:  Listy gończe, pisze Lemon, też są pięknie zrobione i gazety.
4161:  Klimat, jak się wylewa z ekranu.
4164:  Podpalony jamnikowy piechurze.
