🔴 Jedi, który gapił się na kozy | JEDI: FALLEN ORDER Livestream #2
🔗 https://www.youtube.com/watch?v=ga7G53uCoiE

14:  Zasmucające informacje są zasmucające.
2364:  jest to, że mam możliwość zobaczenia czegoś, czego nie mam możliwości zobaczyć w żadnym generycznym innym serialu science fiction.
2377:  Venator jest niewyeksploatowany, podobno.
2380:  Zaraz sprawdzimy.
2383:  Co się działo przez ten pierwszy lajz, którego dzisiaj nie ma, co dużo mnie nie ominęło?
2386:  Nic sam deli... Ominęły cię tylko problemy techniczne.
2388:  Uhu!
2392:  Dobra, więc tak, albo Kaśik, albo Dafomira w ogóle nie jest zbadana, Kaśik nie jest zbadany, Zafo jest w 46%, okej, Kaśik.
2413:  Czy będą Wookies?
2414:  No muszą być Wookies.
2416:  Tak, jak było perfekcyjnie wcześniej?
2420:  Było to sztuczka, ale teraz... Och, nie bądź zaskoczony, jeśli wysyłam ci bill.
2426:  Ktoś ma małe pieniądze.
2428:  Mówię, oczywiście, ok.
2429:  To może być część tego, ale jestem przyzwyczajony do tego.
2432:  Byłeś bogatym w rodzinie?
2434:  Wełna nie jest naprawdę priorytetem dla Jedi.
2436:  Tak?
2437:  No, ja też byłem bogatym, ale nie było tak źle.
2440:  Moja drużyna i ja znajdowaliśmy rzeczy do robienia za mało.
2442:  To tam się nauczyłem jak grać w Sub-Hawk.
2445:  Game, które wymaga kredytów.
2447:  Dlaczego nie mogę usiąść?
2450:  Nie mogę usiąść.
2451:  Opresjonują nas.
2452:  A co wcześniej nie mogłem sobie usiąść?
2454:  Czemu niby?
2479:  Powiedz mi, że nie robimy tego blokadu.
2481:  Tylko jako ostatni rezort.
2482:  Zbieram transporter z Mantisów, aby przesunąć sygnały imperialne.
2485:  Hey, Grease.
2486:  Tak.
2486:  Mień swój sygnał w niskim poziomie i działaj tak, jak my.
2489:  Tak samo jak Bracka.
2491:  Tak, dokładnie.
2495:  Nie potrzebuję kolejnych rękawiczek.
2496:  Proszę, trzymaj się skanera.
2498:  Proszę.
2498:  W porządku.
2499:  W porządku.
2506:  Nie widzę nic.
2509:  Zatrzymali coś na ziemi.
2510:  Jesteśmy ostrożni.
2511:  To nie wygląda dobrze.
2538:  Imperium zniszczy naturalne zasoby Kiszykforda.
2540:  Łuki zostały oszukiwani.
2543:  Albo odzyskani.
2544:  To było blisko, chłopie!
2559:  Nie powinniście oglądać monitorów?
2562:  Gorilla Fighters.
2562:  Łuki są obrońcami i zbierają Imperialny Konwoj.
2565:  Walker dotarł do ich pozycji.
2566:  Tarpon może być z nimi.
2567:  Tarpon może być gdziekolwiek.
2569:  Jak w dół na ziemi, tak jak my będziemy, jeśli się zniszczymy w tej obronnej walki.
2574:  Nie mamy żadnych innych opcji.
2576:  I... I umrzą bez naszej pomocy.
2580:  Więc co masz za plan?
2582:  Sabotaż.
2583:  Zazwyczaj skrapujemy walki na Brocka.
2586:  Zabieram tylko jedną.
2587:  Zajmij się tym dzieckiem.
2589:  Myśli, że wrócimy do warstw klonowych.
2591:  Kapitanie, zabierz nas do tych walki.
2594:  Czekaj, co?
2595:  Słuchaj, te walki są dwukrotnymi transportami żołnierzy, więc jak wejdziesz wewnątrz, bądźcie ostrożni.
2601:  Nie ma czasu, żeby pracować z magią.
2604:  Hej, daj mi pomysł.
2606:  Zostań tam żywy.
2608:  Dodam to planowi.
2610:  Ok, to była bardzo Star Warsowa sekwencja.
2612:  Tak, tak, oddajcie nam kontrolę!
2618:  Give me back the powerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
2649:  O mój Boże.
2653:  Oh my God.
2663:  Magdalena Grotnicka pisze, że jej problem ze światem GZW jest taki, że kurde, jedna planeta to jest coś ogromnego, a tam czasem się to ogranicza do dwóch, trzech miejsc, chcę widzieć więcej, ja też.
2671:  O Boże.
2678:  No i widzicie, dla takich widoków to ja gram.
2689:  Proszę, powiedzcie mi, że będę to niszczył.
2693:  To jest wreszcie AT-AT, przynajmniej umiem to nazwać.
2697:  Czy słyszymy o anulowaniu nowego sezonu Westworld?
2699:  Tak, myślę, że Air Fire to był najwyższy czas, bo ostatni sezon był tak nieziemsko nudny, chociaż i tak był lepszy od trzeciego, ale nawet ja już nie byłem w stanie tego obronić.
2714:  Moi drodzy, to jest rzadka okazja oglądania równocześnie odbytu krocza i podbrzusza AT-AT.
2723:  Przypatrzcie się uważnie.
2733:  Agnieszka Saron, witamy w gronie Trybutariuszy.
2735:  Dobry zwyczaj, zajamniczaj.
2739:  Proszę, moi drodzy.
2745:  Pytę, sterował AT-AT?
2746:  Aaa!
2748:  Tak!
2754:  Battlefronta nie grałem, owszem.
2757:  To był mój protest przeciwko lootboxom.
2762:  Tak, wspinań!
2766:  Tak!
2767:  Nie.
2774:  Teraz znowu gra mnie oszukuje i nie wiem, co zrobić.
2782:  Właściwie jest dużo takich gier, zauważcie, które miały złą prasę i przez to wielu gracz się zniechęciło.
2790:  Battlefront 2, Cyberpunk.
2794:  Zakończmy to.
2825:  To bardziej niebezpieczne niż myślałem.
2869:  Uważaj, że nie wiesz, co się dzieje.
2902:  Magdalena wygrała.
2903:  Pamiętaj, morze ma zawsze rację.
2910:  Nie mam zielonego pojęcia, co mamy teraz zrobić.
2916:  A, bo wiecie, ja myślałem, że to jest Liana, po której się mogę wspindrać, tak?
2923:  Ale nie.
2923:  Nie możesz po tym, bo programiści nieprzewidzieli twojego geniuszu.
2933:  Wchodził w nieskąd... O, dobra, jest, jest, ta kupa, tak.
2938:  Świetnie.
2943:  Ej!
2945:  Ja to chciałem.
2956:  Okej, yyy... Mateusz Rzoniecki, dzięki za wsparcie od pół roku.
2969:  Co to za mszałe AT-AT?
2971:  Po prostu na kaszik.
2973:  I drodzy... Okej.
2978:  Przecież to jest jakiś koszmar, no.
2982:  Przecież to jest jakiś absurdny koszmar, to co się dzisiaj dzieje, no przecież dlaczego ja... O!
2988:  Logiczne!
2989:  Przecież to logiczne, że jest skuter, no Krzysztof!
2992:  Przecież to jest logiczne, wchodzisz przez właz do wielkiego, wielkiej maszyny kroczącej, no i co tam będzie?
2997:  Skuter!
2998:  No skuter debilu, skuter, no jasna sprawa!
3000:  Boże drogi!
3003:  No przecież...
3004:  Jak? !
3014:  Nie ma ruchu!
3014:  Czas na reportowanie fatalności.
3017:  To jest L97240, reportuję.
3021:  Mamy określone zdolności.
3041:  Czy słyszałem o niedawnym zamknięciu przez amerykański rząd z probiotyki książek online?
3045:  TikTok nie zamykał, TikTok tylko zablokował dostęp.
3047:  Słyszałem, póki nie tykają Library Genesis, to jest wszystko w porządku.
3051:  Jak Library Genesis albo Sci-Hub zostaną zamknięte przez którykolwiek z rządów, to będą musiały się przenieść do innego kraju.
3059:  Nie żartuję, ponieważ moja praca naukowa będzie niemożliwa do wykonywania.
3063:  Dzień dobry!
3080:  Fak!
3081:  Fak!
3084:  Fak!
3088:  Q!
3088:  Q!
3088:  Czemu?
3088:  Czemu nie mogę?
3100:  A ja nie lubię walki w zwarciu.
3102:  Uuu.
3105:  Rzadki crossover uniwersum Star Wars i Beksińskiego.
3114:  Nie wiem, czy znana jest Ci ciekawostka historyczna, cesarz Niemiec Wilhelm II Hohenzollern był wielkim fanem jałmników.
3120:  Czy od tego momentu zaczynamy czcić cesarza II Wilhelma Hohenzollerna?
3125:  Tak.
3130:  Przeczytamy nowy samochód na skanerach.
3135:  Brali więcej wody, niż myśleliśmy.
3136:  Jak wygląda nasza cała cała cała cała cała cała cała cała cała cała cała cała cała cała cała cała cała cała
3162:  Tak, nareszcie!
3163:  Potęga!
3202:  Nie mówiliście mi, że będzie wizyta w Disneylandzie!
3215:  Wszyscy zginą!
3218:  Tak!
3223:  No i to jest potęga, którą powinniśmy dysponować od samego początku.
3227:  Taki tam Bartek wspiera od trzech miesięcy i pisze, wpadam na Steam, jak Krzysztof steruje jamnikiem.
3232:  Tak.
3234:  Czemu nie możemy strzelać do naszych?
3238:  Okej, możemy.
3239:  Mówiłem, że będziemy sitami jeszcze.
3249:  Ej, nieuczciwie nie ginął.
3253:  Dobrze, ruszamy dalej.
3254:  Niestety nie można strzelać do naszych.
3256:  Próbuję cały czas przejść na ciemną stronę, ale wcale się nie udaję.
3263:  Znam go!
3278:  O nagród, dzięki ze wsparcia do 13 miesięcy, to już wiadomo, co chcę dostać pod choinkę.
3282:  Oj tak, ta gra jest przemiotna.
3289:  Aaa, tak!
3290:  Bum, bum!
3296:  Nareszcie!
3298:  Nareszcie potęga!
3302:  Jakie czołgi niszczą?
3303:  Gdzie macie czołgi?
3304:  To jest czołg!
3308:  Bum bum!
3309:  Dzień dobry!
3317:  Ha ha!
3317:  Plan jest taki, że strzelamy w absolutnie wszystko, ponieważ okazuje się, że niektóre rzeczy tutaj można zniszczyć.
3322:  O tak!
3325:  O tak!
3334:  Moje życie jest kompletne.
3338:  Nie potrzebuję nic więcej.
3340:  Emotional damage, tak.
3342:  Tak, absolutnie.
3344:  Absolutnie.
3353:  Nie!
3353:  Bum!
3353:  More!
3353:  Oj tak, to jest... Scena z more jest jedną z nielicznych... Przepięknych The Last Jedi.
3362:  Boże, no ja mogę zniszczyć TIE FIGHTERA!
3365:  TAAAAK!
3372:  Ojej, ojej, ojej!
3374:  Tak, wreszcie mam swoje Power Fantasy!
3376:  Tyle czekałem!
3377:  UUUUU!
3377:  BUM BUUUUUM!
3385:  Nie, nie!
3385:  Nie ma odlatywania!
3386:  Nie ma od... Nie ma!
3388:  NIE MA!
3389:  NIE MA!
3400:  Przecież on oberwał!
3422:  Ironicznie, mógł zabić innych z śmierci, ale nie sam.
3427:  Tak, w porządku.
3428:  W porządku?
3429:  Nie, nie robisz tego znowu.
3438:  Znalazłeś imię?
3439:  Cal Kestis.
3440:  Saw Gerrera.
3449:  Co ty robisz na Kashyyku?
3451:  Szukam kogoś.
3451:  Co ty tu robisz?
3452:  Moi przyjaciele i ja przyjechaliśmy do Kashyyku, żeby zniszczyć linii sprzedawczych.
3455:  Hej!
3456:  Więc, kogo szukasz?
3456:  Człowieka Milwaukee nazywającego się Tarfful.
3472:  Tafel jest niemożliwe do znalezienia.
3475:  Jest powodem, dlaczego odwiedzał Imperium przez tak długo.
3478:  To jest żołnierz wolności?
3480:  To jest żołnierz wolności.
3481:  Symbol przeciwników Wookie.
3482:  Wstrzymał się w Imperium z Czarnych Wiosn.
3487:  Seer, Gris, to jest Saw.
3488:  Co chcesz z Tafel?
3489:  Pracę z Jedi.
3491:  Jedi są śmierdzi.
3493:  Nie wszystkie z nich.
3494:  Dostałeś z nich korps?
3499:  Mój mistrz mi go dał.
3503:  Ta strzałka wspierająca refinery imperialne, działające na pracowaniu sławnym w Wookie.
3508:  Intel stwierdzi, że niektórzy z kapitanów tam są walczącymi gorillami.
3510:  Powinienem im pomóc.
3511:  Jeden z nich może wiedzieć, jak kontaktować Tarthulhu.
3515:  Czy to możliwe?
3515:  O, poczekaj, poczekaj, poczekaj.
3517:  Manus pracuje świetnie, to jest świetny samochód, świetny pilot, ale nie jest zbudowany dla bliskiego wsparcia.
3523:  Zostaniemy tu i monitorujemy transmisje imperialne.
3525:  Z trochę szczęścia przeszukamy żadnych kontaktów.
3527:  Uwielbiam to.
3530:  Moja latenistka i ja skoczymy w dół, aby przygotować atak.
3533:  Dołączcie do nas, kiedy jesteście gotowi.
3535:  Idźcie, idźcie!
3536:  No ale i tak widać, że to jest gra EA, ponieważ cutscena się cięła.
3543:  Nie umiem robić wówki, niestety.
3566:  Jest jedna, jest jedna osoba w internecie, która potrafi dobrze zrobić Wookiego.
3577:  Tak, moi drodzy.
3580:  Jest, jest jedna taka osoba.
3585:  Jest jedna taka osoba.
3586:  Dlaczego?
3589:  Dlaczego jest zły ekran przechwytywany?
3591:  Chcę ten ekran.
3594:  Nie, chcę ten ekran.
3595:  Teraz są czaty.
3596:  Tak!
3597:  Dobry ekran przechwytuje.
3598:  Maca, dzięki za wsparcie.
3600:  Podobna ma być adaptacja live action.
3602:  Co myślisz?
3603:  Jestem za.
3603:  Moi drodzy... Tylko muszę znaleźć, żebyśmy nie zostali zbanowani.
3610:  Benedict Cumberbatch, czyli Battlefield Counter-Strike.
3614:  Umie świetnie zrobić Wookiego.
3617:  Gdzie to jest?
3621:  To jest naturalny ninja.
3624:  Musisz to zrobić.
3625:  To jest naturalny ninja.
3629:  Musisz to zrobić.
3648:  Zresztą możemy tutaj przejść, tak?
3650:  Nie.
3654:  No co, ja przyszłam, pisze Arnur, no tak.
3658:  Wilkiem... Cestarz Wilkiem II miał trzy jamniki, których imiona ja teraz wymienię, pisze Rex Kellion.
3662:  Hexe, Erdnab i Dax.
3666:  Lubię ostatni.
3668:  Czemu nie mogę używać miecza świetlnego tutaj?
3674:  To jest niesprawiedliwe.
3675:  Dobrze, co mamy tutaj zrobić?
3678:  Musimy przejść tędy.
3680:  To jest jakiś dziwny właz.
3682:  Tak, to będzie ten moment, kiedy chaty będą wymyślały inne miana dla Battleteek, dla Counter Strike'a.
3694:  Druga część będzie ogrywana, ale czego Hau'a Sakura?
3704:  Te imperialne miotacze ognia zmodyfikowano tak, aby jeszcze skutecznie wypalały florę i faunę.
3708:  Lubię imperialne miotacze ognia.
3711:  Ktoś napisał na czatach słusznie, że Krzysztof się lepiej bawi z zabawkami imperialnymi.
3715:  Oczywiście, że tak jest.
3717:  Magda napisze, że uczennica Dovebane, Zanna bodajże, posługuje się cieniami, doprowadzono swoje ofiary do szaleństwa.
3723:  Ponadto pokonała swojego mistrza bez podstępu.
3725:  Uczennica Anna Kina, jestem super, dawać kolejny serial.
3728:  Tak, to w jaki sposób dobierane są kolejne seriale w tej franczyzie umyka mi.
3735:  My pancerni zawsze trzę... Będzie druga część Fallen Order?
3738:  Naprawdę?
3738:  Nie wiedziałem.
3739:  To super.
3741:  Miecz świetlny jest zablokowany w lokacjach przyjaznych?
3743:  To czy lokacja jest przyjazna?
3745:  My o tym decydujemy.
3746:  Grabka, dzięki za trybut.
3747:  Krótkie info z kanonu.
3748:  Saul Guerrera to bojownik pierwotnie trenowany przez Ahsoka i Rexa.
3751:  Walczył z Separatistami po upadku Republiki z Imperium.
3753:  Ja go kojarzyłem tylko z Fallen Order, więc dzięki, Grabka.
3757:  I za wsparcie, i trybut, i za info.
3762:  Co to jest?
3764:  To jest małpiatka.
3766:  To jest bibliotekarz z Pratchetta.
3767:  Uk!
3768:  Uk!
3769:  Uk!
3769:  Uk!
3770:  Uk!
3771:  Uk!
3772:  Uk!
3773:  Uk!
3774:  Nie.
3776:  No niestety.
3779:  Chyba jednak wychodzi mi lepiej szczekanie.
3783:  No, w Rogue One, w Rogue One.
3785:  Był sok jak najbardziej.
3788:  Rogue One wciąż mój ulubiony film.
3793:  A co ja powiedziałem?
3795:  Zamiast Rogue One.
3799:  So Gara był też w Andorze?
3801:  Jeszcze nie wiem, bo widziałem tylko pierwszy odcinek i się odbiłem.
3806:  A ja powiedziałem Fallen Order, oczywiście.
3808:  Tak, tak, miałem na myśli Rogue One.
3811:  W jaki sposób tam przejść?
3814:  Co?
3816:  No dobrze, znowu będziecie się ze mnie śmiać, ponieważ spadnę z wrzaskiem.
3829:  O nie... Trzeba użyć skoku mocy.
3836:  Fajnie.
3839:  Fajnie, nie mam go.
3845:  No tak, jest na czerwono.
3847:  To ja nic nie zrobię tutaj, moi drodzy.
3857:  Musimy przejść tędy.
3868:  Proszę doliczyć sobie zgon, co to za brak uczciwości.
3881:  Przyznajcie się, że po prostu chcecie, żeby było szybko 69.
3883:  Nice.
3889:  Okej, tego nie mogę... Dobrze.
3890:  Co to jest?
3890:  Rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
3918:  W przodu brzydlistwo i ohyda!
3922:  Obrzydlistwo!
3923:  Zawsze, zawsze całą sekwencję z szelobą pomijam po prostu.
3928:  Boże, ten Daniel Radcliffe w tych glutach szeloby!
3932:  Obrzydlistwo!
3935:  Pięknie, pięknie się zmaterializowały postaci.
3941:  Chcą, żebym stepował.
3942:  Nie denerwujcie mnie.
3943:  Jeszcze wymiotujący pająk.
3943:  Tak, i oczywiście, że wymiotujący pająk.
3945:  Fu.
3946:  Absolutnie fu.
3947:  Ja mam arachnofobię i za każdym razem dostaję obrzydliwe pająki.
3951:  Kazer Kołnowicu Ziemniczego Ognia ratuje sytuację, pisząc Awe Jamnik 2.
3955:  Naucz się skoku mocy.
3956:  Wróć na tamtą platformę i kliknij M. Mówisz?
3964:  Dziękuję ci za trybut.
3965:  Jak się okaże, że to jest trolling... To cóż.
3976:  A kto był trolling?
3976:  Nie mam się było nauczyć.
3977:  Huk!
3985:  Huk!
3997:  Osbert pisze, że pająki nie są obrzydliwe.
4000:  1-0, ujdzie mnie.
4001:  Bidiskot się cieszy, że dwa steamy jednego dnia tylko u Krzysztofa.
4005:  No cóż.
4007:  Tylko przez przypadek.
4008:  Musisz tam iść i zgarnąć upgrade.
4010:  Pająka da się uniknąć.
4013:  Nie chcę unikać pająka.
4014:  Teraz się musimy zemścić na pająku.
4020:  Przecież wciskałem ten pieprzony kontrol!
4028:  Co to?
4028:  Wo-won!
4036:  Brzliwe sieci!
4040:  Nie!
4041:  Nie to!
4045:  F!
4045:  Wyżreje te sieci stąd!
4048:  Brzydki odwłok!
4051:  Odrażający odwłok!
4057:  Weź ten odwłok!
4064:  Leczenie!
4065:  Leczenie!
4071:  Czemu?
4074:  Jeszcze te włosy na odwłoku, właśnie!
4083:  Wiskk!
4085:  Zaatakuj go od tyłu, gdy stworzenie jest zajęte inną ofiarą.
4088:  WIŚK!
4090:  Niezwykle inteligentne drapieżniki o wielu odnóżach wykazują niebywałą agresję wobec większości istot rozumnych.
4101:  Już wiemy.
4102:  Już wiemy, dlaczego nas atakowały.
4105:  I plują lepkim enzymem, który unieruchamia ofiarę niczym sieć i pozwala osobnikowi zatopić w niej swe kły jadowe.
4111:  Aby przechwycić przeciwnika, błyskawicznie opuszczają swoje kryjówki w koronach drzew bądź wygrzebują się spod ziemi.
4117:  Zaleca się unikać kontaktu z ich siecią, jednak gdy okaże się to niemożliwe, należy się z niej...
4122:  Ile samochodów możesz prowadzić?
4124:  Z tym Transformerem wierzę, że możesz przesunąć imprezę imperialną.
4150:  Paweł, dzięki za trybut.
4151:  Przyszedłem tutaj tylko, żeby zobaczyć reakcję Maja na pająka.
4154:  Być może.
4154:  P.S.
4155:  Ja byłem mniejszy, też wychodziłem z pająka, była sekwencja strzelowa.
4158:  Ja ją teraz po prostu... Ja ją teraz po prostu pomijam.
4163:  I oszczędzam bardzo dużą część czasu na... Okej, spoko.
4168:  Na oglądaniu... To jest powrót króla?
4171:  To jest powrót króla, tak.
4174:  Czy Rysław będzie jeszcze na kanale?
4175:  A pewnie, bardzo chętnie.
4177:  Tylko trzeba znaleźć dobrą okazję jak zawsze.
4186:  Uuuu... Podoba mi się.
4187:  Jaki procek i karta?
4189:  Procek to jest najnowszy Ryzen, a jeżeli chodzi o kartę, to jest 1060... Yyy, proszę.
4191:  3060 Ti.
4192:  Yyy... Może bym to ja wiedział, o co tutaj chodzi.
4193:  Aha.
4193:  Okej.
4212:  Szkoda tylko, że tutaj byliśmy.
4220:  Co wy macie do pajęczaków, oburza się Osberv.
4225:  Aby ci to wytłumaczyć... Powód zaczyna się na arach, a kończy na nofobia.
