🔴 Somehow, Dachshund Returned | JEDI: SURVIVOR Livestream #1
🔗 https://www.youtube.com/watch?v=FPAyUrL6j2s

37:  Dzięki.
2278:  Jak może być skupienie pod... Przecież skupienie powinno być, nie wiem, pod czymkolwiek innym.
2284:  W ogóle tego nie widzę.
2286:  Pomiń film.
2287:  Resetuj.
2290:  Interface, BD1, nie.
2294:  Gdzie wy to widzicie?
2295:  Moc, a w sekcji moc.
2300:  Moce, skupienie, a teraz jest brak faktycznie, dobrze, żeście to powiedzieli.
2305:  To skupienie będzie pod tabulatorem w takim razie, no co innego.
2311:  Jakoś to wytrzymam, dobrze.
2316:  No i teraz jest unik, dobrze, tak?
2317:  Powinien być.
2320:  Świetnie.
2321:  Dzięki chaty za, za uświadomienie tego, bardzo.
2325:  Czy mogę zniszczyć komplet wypoczynkowy?
2327:  Niedobrze.
2331:  Proszę bardzo, są neony.
2332:  Na szczęście nie widzimy, co jest tutaj napisane, bo wtedy moglibyśmy rozliczyć grę z tego, czy nas okłamuje, czy nie, jak na przykład Cyberpunk, który mówi na neonie, że coś jest otwarte, a tak naprawdę jest zamknięte.
2345:  Uiii.
2348:  Haha, good.
2350:  Dobrze.
2352:  Kontrol, opuść się.
2354:  Aha.
2356:  Przypominam, że kontrol to jest też unik.
2359:  Ciekaw jestem, czy są dynamiczne te podpowiedzi.
2363:  Ładne podciągnięcie.
2365:  To jest absolutnie coś, czego nie bym był w stanie wykonać.
2368:  To jest absolutnie coś, czego nie byłby w stanie wykonać absolutnie również nikt po lekcjach WF-u, mimo że jak wiemy dobrze, lekcje WF uczą sprawności fizycznej, ponieważ jak wiadomo, uczycie się robić tego rodzaju rzeczy zawsze.
2380:  Wiecie kiedy?
2381:  Jak gracie w piłkę nożną.
2383:  To jest ta jedna rzecz, której się natychmiast uczycie.
2385:  Wzmacniacie sobie niesamowicie ręce.
2387:  Sama nazwa wskazuje, piłka jaka?
2390:  Nożna.
2393:  Nie.
2393:  Błagam cię, walczyłem w wojnie.
2394:  Zrozumiałem to.
2394:  Teraz oczywiste.
2396:  Ordele senatora.
2417:  Okej.
2418:  Czyli znowu są echa, które mnie kompletnie nie interesowały w pierwszej części i nie będą mnie też interesowały w tej.
2423:  Co tutaj jest?
2424:  To jest kanister, który możemy zniszczyć.
2425:  Uuu, podoba mi się ten atak, jest piękny.
2429:  To jest atak z... a atak z wyskoku jest inny, czy nie?
2433:  Nie, po prostu atak z wyskoku to jest machanie mieczem jak cepem ś... bardzo... to jest cep świetlny, moi drodzy.
2440:  Na boisku zawsze został taki plen, na którym podczas szarży na bramkę trzeba było się wspiąć, podciągnąć 10 razy i zrobić 2 salta.
2445:  Tak, a jak ktoś robił to na bramce tak swoją drogą, to zawsze był opieprz od WF-isty.
2449:  Czy to jest...?
2449:  Aaa, to jest krąg medytacyjny.
2452:  Dachy.
2455:  Dobrze.
2457:  Użycie punktu medytacji.
2458:  Wiem, do czego... Wiem.
2460:  Tak, tak, tak, tak.
2462:  Uzyskaj punkt umiejętności, aby opanować wypad.
2465:  Okej.
2467:  Umiejętności.
2470:  Boże drogi.
2472:  Dobrze, gdzie będzie to?
2474:  Aha, w mieczu świetlnym, czyli teraz mamy umiejętności w różnych miejscach.
2477:  Czemu zmienili ten interfejs?
2478:  Nie żeby był jakiś strasznie zły, ale przyzwyczaiłem się do tamtego.
2484:  przytrzymają F, żeby wykonać dalekie pchnięcie.
2486:  Proszę bardzo.
2487:  Jedna rzecz, którą, jak widać, dobrze robi EA, korzysta z niesamowitego wynalazku, jakim jest możliwość wykorzystania medium audiowizualnego do tutoriali audiowizualnych, gdzie pokazują wam, jak wygląda umiejętność, jakiej wykorzy... Niesamowite.
2504:  Większość z gier wykorzystuje po prostu ścianę tekstu, żeby wytłumaczyć to.
2508:  Tekst jest kiepsko tłumaczony z japońskiego i wcale nie myślę tutaj o Sekiro.
2512:  Dobrze.
2514:  Mamy to, moi drodzy.
2517:  Odpoczynek.
2519:  Nastąpiło odrodzenie się przeciwników.
2521:  O Boże, drogi, znowu.
2524:  Ciekawe, za ile punkcików będą błyskawice mocy?
2526:  Jest to dobre pytanie.
2528:  Domyślam się, że musimy przejść tam, gdzie wcześniej chciałem przejść.
2531:  Tak.
2532:  Czytałem książki z Area High Republic?
2534:  Właśnie nie.
2536:  Star Warsowe książki przestałem czytać od momentu, kiedy Disney wypuścił te... też... Stan Wallace.
2542:  Okej, czy zrobiłem mądrą rzecz, czy nie bardzo?
2545:  Chyba mądrą.
2546:  To było zupełnie przez przypadek, moi drodzy.
2548:  Jeżeli ja robię coś mądrego, to jest to tylko przez przypadek.
2552:  Muszą być błyskawice emocje, mam taką nadzieję, Marku.
2555:  My gramy Sithem.
2557:  Nikt nie ma żadnych wątpliwości co do tego.
2559:  Z jaką grą ze świata Star Wars mam najlepsze wspomnienia?
2560:  Bardzo mi się Fallen Order podobało.
2562:  Jeżeli chodzi o gry Action RPG, to jak dotąd najlepsze, może dlatego, że jedyne.
2567:  KOTOR oczywiście najlepszy pod kątem RPG-ów, może dlatego, że jedyny, bo nie, nie uznaję gry MMORPG za grę CRPG.
2574:  I jeżeli chodzi o strategię, Star Wars Empire at War, bez chwili wahania, gdzie mam iść?
2580:  Już się zgubiłem.
2581:  Czy ktoś jest zdziwiony?
2582:  Nikt.
2583:  Co robią Błyskawice Mocy?
2584:  O, Maju, Błyskawice Mocy spopielają przeciwników, jeżeli się ich użyje o dostatecznie długo, a jeżeli nie, to po prostu wywołujesz nieprawdopodobne cierpienie.
2594:  Shiv Palpatine się specjalizował w tym.
2598:  Ja autentycznie nie wiem, gdzie iść.
2601:  Widzę, że to nie zostało poprawione.
2605:  Aha.
2608:  No wiecie dobrze, jak to się skończy, prawda?
2617:  Otóż w ten sposób.
2622:  Was unleash słabe?
2624:  No, było okej.
2629:  No nie mam zielonego pojęcia, gdzie iść!
2632:  Przecież to jest jakiś absurd!
2634:  Dlaczego, dlaczego zawsze?
2638:  Co ja chciałem?
2638:  Ja chcę iść dalej!
2645:  Sezon umierania uznajemy za otwarty.
2647:  No absolutnie.
2650:  Może tu, może tutaj gdzieś, moi drodzy.
2653:  Aaa, jest, jest, jest, jest, jest.
2657:  Czaty.
2658:  Co ty chciałeś zrobić?
2659:  Możesz wybierać rodzaje miecza, zobacz czy już są dostępne.
2663:  Jeszcze nie wiem czy mogę.
2664:  Na razie wiem, wiecie co mogę zrobić?
2666:  O właśnie to.
2670:  Aaaa, ha-ha, ha-ha, ha-ha, ha-ha.
2671:  Uuu, nie, nie, nie.
2672:  Nie po nocku, nie po nocku, o nie, nie.
2674:  Aaaa, aaaa, aaaa, aaaa, aaaa, aaaa, aaaa.
2681:  Faktycznie są ślicznie poodcinane kończyny.
2687:  BD-1 coś zeskanował.
2688:  Obóz nomadów oto, moi drodzy.
2693:  Jezus, cudowne jest to odcinanie.
2695:  Jaka to planeta?
2696:  Jesteśmy na kursach.
2699:  Przepowiedziawszy, nie wiem dlaczego Iamnestis wybrał się na kursą, biorąc pod uwagę, że tutaj jest, nie wiem, pałac imperialny, Sithowie, rzeczy i zagrożenia.
2709:  Ale z pewnością fabuła nam to wyjaśni za moment.
2712:  Trzy... Jakie trzy?
2716:  Oooooooo!
2720:  O to chodziło z tymi podpowiedziami.
2724:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
2726:  No bez przesady.
2729:  Bez przesady, nie chcemy aż takich podpowiedzi.
2731:  Teraz oczywiście nie będę miał zielonego pojęcia, gdzie to... Ułatwienia dostępu, może tutaj to jest.
2735:  Skalowanie interfejsu, rozgrywka.
2737:  Eee... Czemu to jest nielogiczne?
2744:  Czemu to zawsze jest nielogiczne?
2750:  Może to jest w rozgrywce jednak.
2752:  Eksploracja.
2753:  O!
2753:  Wskazówki, użycie mocy.
2754:  Dobrze jest.
2761:  Aha.
2771:  To jest zawsze losowe.
2773:  Czy strzałki będą działać?
2774:  Czy mysz będzie działać?
2775:  A nie, WSAD będzie działało.
2778:  Tak, moi drodzy.
2778:  Dobrze, idziemy tutaj, ale potem się trzeba cofnąć.
2780:  Nie, to wygląda jak miejsce, gdzie mamy iść fabularnie.
2806:  Dlaczego tak nie lubisz kapitalizmu ze wszystkich współczesnych systemów gospodarczych?
2809:  Zawsze podkreślam, że nie lubię kapitalizmu XIX-wiecznego, tak samo jak XIX-wiecznej szkoły.
2814:  O współczesnym kapitalizmie nigdy się nie wypowiadam.
2817:  bo sam jestem jego beneficjentem i nie mam problemu.
2820:  Problem mam z jego XIX-wiecznymi rezidułami, jak na przykład z przekonaniem, że jeżeli chcesz, żeby twoja firma osiągnęła sukces, zapamiętaj te trzy rady.
2831:  Po pierwsze, mobbing wszystkich pracowników.
2834:  Po drugie, molestowanie pracowników, koniecznie seksualne, zwłaszcza jeśli są kobietami, bezwzględnie zero awansu.
2840:  Jeżeli możemy zaprowadzić pracę dzieci, pożądane.
2843:  To są cechy XIX-wiecznego kapitalizmu, z którymi mam pewien problem.
2850:  Dostaliśmy prioryt.
2852:  Wiecie czym jest prioryt?
2853:  To jest minerał, który trzeba zbierać priorytetowo.
2859:  No to już wiecie, co robić.
2871:  Już wiecie, moi drodzy, co robić.
2873:  Wystarczy tylko przestać chodzić do teatru.
2875:  To nie jest takie trudne, biorąc pod uwagę ubogą ofertę większości polskich teatrów.
2879:  Gdyby w teatrze w Krakowie na przykład występował taki Ian McKellen, to sam bym do teatru chodził.
2885:  Masz tryb dla arachnofobów w ustawieniach?
2888:  Naprawdę?
2890:  Ja myślałem, że sobie żartujecie z tym trybem.
2893:  To jest w ułatwieniach dostępu czy gdzieś indziej?
2896:  Ależ to... Nie, to to jest... To jest... To jest wow.
2901:  Gdzie wy macie ten tryb dla arachnofobów?
2903:  Nie widzę... Tryb bezpieczny... Nie wierzę!
2910:  I tutaj mysz już działa, nawiasem mówiąc, więc bardzo popsuje konsekwencje w projektowaniu interfejsu użytkownika.
2917:  Carmina Burana?
2917:  O, dobra rzecz.
2919:  Lubię Carmina Buranę.
2921:  Ja w ogóle bardzo lubię ten nurt w muzyce instrumentalnej, w którym się odtwarza, zwłaszcza na współczesną modłę stare utwory muzyczne.
2934:  Czy muzykę dawno, jak to się mawia czasem.
2937:  Bardzo mnie cieszy, że tryb dla Arachnowa... Chyba pierwsza gra, z którą się spotykam, gdzie coś takiego jest.
2941:  Holomapa wschodzi do powiązania, tak, tak, tak, bla, bla, bla.
2944:  Tu się nic nie zmieniło w stosunku do poprzedniej wersji, wyjąwszy może legendę, która jest troszeczkę bardziej...
2951:  Komplementarna, no dobrze, może być.
2953:  Niech i tak będzie.
2954:  Aha, okej, muszę dać M.
2961:  Możemy podróżować po mapie, ale... Czy możemy oddalić mapę kółkiem myszy?
2966:  Oczywiście, że nie możemy.
2968:  Strzałkami też nie możemy, świetnie, czyli jesteśmy wskazani na to.
2971:  Kontrolem też nie możemy, spacją nie możemy, shiftem nie możemy, fajnie.
2975:  O, wskaże dzięki za wsparcie od 18 miesięcy!
2977:  Dobry wieczór, niech moc będzie z tobą!
2979:  Niech jamnicza moc będzie z tobą, tak trzeba zrobić.
2982:  Hogwarts Legacy Take Notes.
2984:  Nie, absolutnie saf.
2986:  Większość gier powinna mieć tryb dla arachnofobów.
2988:  Uwielbiam tego rodzaju dogodnienia, naprawdę.
2991:  Miałem więcej czasu, to bym przejrzał wszystkie te opcje.
2995:  Po Hogwarts Legacy przesuza.
2996:  Ja już wszystko przetrwam, jeśli chodzi o pająki.
2999:  No tam to było naprawdę straszne.
3002:  Mmm, przyjemniaczkowie!
3006:  Nie no, ładnie się przedstawia Kurusa, nie powiem.
3010:  Jesteśmy naprawdę na tych niższych poziomach, co też ma sens, biorąc pod uwagę to, że inaczej by nas wykryli.
3017:  Czy widziałem kiedykolwiek dobrą mapę 3D?
3018:  Wciąż czekam, instytut ożyjąca, wciąż czekam.
3023:  Samuit pisze, że gdyby w Hogwarcie była opcja włączenia pająków, gra straciłaby 1 czwartą przeciwników.
3035:  A, a. Czy ja mogę wciąż odbijać?
3038:  O Boże, mogę!
3043:  Uwielbiam rozcinanie szturmowców.
3047:  Czemu nie mogę ich dalej rozcinać?
3048:  Chciałbym ich dalej móc rozcinać.
3051:  Lubię Pokemony.
3052:  Lubiłem bardzo kiedyś, ale to było wtedy, kiedy były w Cheetosach.
3055:  Mam wrażenie, że to dlatego, że lubiłem Cheetosy.
3058:  Były Tazos w Cheetosach.
3059:  Zbierało się Tazos.
3060:  Lampa.
3062:  Czemu nie mogę zniszczyć lampy?
3066:  Górne poziomy krusa są dla snobów, jak również wychodzenie najwyraźniej po pionowych powierzchniach, bo nie jestem w stanie tego zrobić.
3075:  Okej, tędy nie.
3078:  Może tu.
3083:  Jak dotąd dwie śmierci, każda... każda od elementów otoczenia.
3093:  Okej, każą nam iść do góry, tędy.
3098:  Myśmy przecież stamtąd przyszli, to nie ma żadnego sensu.
3103:  Przecież ja się rozindyczę.
3105:  Krzysztof, tam masz szparę.
3109:  Okej.
3109:  Najwyraźniej nie jestem ekspertem w ich odnajdywaniu.
3112:  Naciśnij C, by zmienić postawę Miecza Świetlnego.
3113:  Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3128:  Jak śmiesz!
3133:  Czemu nie działa blok tutaj, postary?
3135:  Nie wiem.
3136:  Chciałbym, żeby zaczął działać.
3138:  Ooooj, jest naprawdę ładnie.
3145:  Jakżeż to będą... Linia na mapie wskazuje na przebytą trasę, a nie to, gdzie mam iść.
3150:  A, okej.
3153:  Kontrowersyjny wybór, rzekłbym.
3156:  In walked fucking universe gracz miałby się domyślić, że należy tam wejść, prawda?
3162:  Cieszę się, że nie jestem jedyny.
3166:  Mój ulubiony Seath?
3167:  Darth Nihlus.
3170:  Kocham tego człowieka.
3171:  To jest... To jest typ Seatha, który był tak overpowered, że się bardziej nie da.
3175:  Wysysał życie ze wszystkich.
3178:  Musieli go w końcu powstrzymać, bo by wysysał życie z całej galaktyki, to dosłownie.
3182:  Czy chcę grać w Pokemony?
3183:  Nie, nie, nie mój typ gry.
3186:  Dobrze, moi drodzy, nie jestem w stanie przestać używać tego miecza, bo jest zbyt pięknie.
3195:  Skocz i chwyć się drążka, żeby się rozbujać.
3197:  Moi drodzy, dzisiaj Amnestis przeżywa wszystko to, czego nigdy nie przeżywali uczniowie w polskich szkołach na lekcjach WF-u.
3207:  Ale zabawne.
3213:  Ciekawe, że...
3218:  Aha.
3218:  Co jest?
3225:  Przytrzymaj tuż przed pierwszym strzałem.
3227:  To zrobiłem.
3230:  Czemu to nie działa?
3232:  No wreszcie.
3239:  Okej, jak zawsze bardzo proszę o audiowizualny samouczyk, dobrze?
3245:  Nie umiecie używać ani języka polskiego, ani języka angielskiego najwyraźniej precyzyjnie.
3250:  Chyba tędy, nie?
3251:  Tak mi się wydaje przynajmniej.
3254:  Za wcześnie, aha.
3257:  Darth Vitiate, znany również jako Valkorion, rządził Tenebre 1300 lat.
3262:  Oj, to było... Przecież ja bym wahał się, czy on był Sithem, wiecie?
3266:  Znaczy, pod pewnymi względami można byłoby go uznać, ale wydaje mi się, że on był czymś ponad.
3272:  Czy będzie jakaś lecka w najbliższym czasie?
3273:  Bardzo możliwe, że tak, ale jest jeszcze możliwe, że wcześniej będzie odcinek regularny.
3287:  Przy śmierci?
3288:  Każda od grawitacji.
3290:  Nihlus był ciemną stroną mocy.
3292:  Lubię, lubię to.
3293:  Mandolina i Grogu, lubię to.
3296:  Jak strzelają do ciebie, to masz klikać, jak parujesz, żeby odbić w nich.
3299:  No właśnie, a w samouczku było jak w byk?
3303:  Czy trzymaj.
3305:  Dlatego się złoszczę, żeby przestali używać może języka, który jest dla nich nieczytelny, nie?
3310:  Niech używają języka wizualnego, który jest uniwersalny.
3313:  Czyli jutro stream jak absolutnie i w środę też, tylko że w środę będzie z Warhammera prawdopodobnie.
3325:  Okej.
3335:  Nikt się nie spodziewał.
3337:  Dar w Gravitatu z odwiecznym ruchem Krzysztofa, tak.
3343:  Czy ja powinienem go znać?
3349:  Jak się nastawiam na serial Ahsoka?
3352:  Nie nastawiam się.
3359:  Skaveni w środę?
3360:  O, w życiu, krasnoludy chaosu.
3363:  Krasnoludy chaosu mnie pokochałem absolutnie.
3367:  A chciałbym kampanię przejść na Steamie.
3370:  Nowa postać, mówi Stachu.
3372:  Okej.
3376:  Sermo Vento pisze, że dawno go nie było i już widzę śmierć z powrotem na grawitację.
3379:  Dobrze, że pewne rzeczy się nie zmieniają.
3384:  W Tigerze można kupić jamnika do pomalowania.
3386:  Czym jest Tiger?
3389:  Focuj się.
3419:  Flying Tiger?
3421:  A, to!
3421:  To kojarzę.
3424:  Odpoczynek.
3425:  Nastąpiło odrodzenie się przeciwników.
3427:  Uwielbiam, uwielbiam takie... Wyobrażacie sobie, jak on za nami zszedł i czekał, aż... Aż my spokojnie sobie poodpoczywamy.
3436:  Przepiękne.
3438:  O, jakie praktyczne.
3443:  Żeby oddalić mapę, użyj przycisku myszy?
3448:  O Jezus, dziękuję.
3449:  Czyli lewy dla przybliżenia, prawy dla oddalenia.
3454:  Fajnie, że na interfejsie to zostało nam powiedziane.
3456:  Biegnij sprintem, dobrze.
3460:  Magda M1 z Red Dead Redemption 2 pamięta tylko Leny Piecyka, Dutch ma plan, JP Morgan, malaria i amfibia.
3466:  To jest dokładnie to samo, co ja pamiętam, Magdo.
3468:  Dokładnie to.
3472:  Ta lampa...
3475:  Naprawdę w niczym nie przypomina tych efektów świetlnych, które mieliśmy w Hogwarts Legacy, więc jeżeli tu jest ray tracing, to jest to jakiś oszukiwany ray tracing.
3486:  W końcu Miecz Świetlny Podwójny zadaje normalne obrażnianie mniejsze?
3489:  No dobrze.
3492:  Rozjrzyj się w pokolicy i szukaj przedmiotu, którego będzie mógł użyć Bow, a następnie naciśnij Shift.
3497:  Chyba.
3497:  Albo Tab.
3500:  Jaki przedmiot?
3509:  Okej.
3515:  Okej.
3515:  Nie podoba mi się trochę, że muszę używać tabulatora do mocy, ale jakoś wytrzymam.
3520:  Raytracing stał włączony, żeby się denowo zmieściło.
3522:  Tutaj też jest to rakowisko, jakim jest denowo.
3525:  Nawet mi nie mówcie.
3531:  Aaa, takie buty.
3535:  Jaki procesor i karta graficzna.
3536:  Jest wszystko na Discordzie, ale mogę to uprościć.
3539:  Najnowszy procesor Intela na rynku i najlepszy i 4090.
3548:  Biegnij w kierunku nierównych ścian i skacz na nie, aby po nich przebić.
3551:  Widzę, że wszystkie mechaniki, które mnie wkurwiały w Fallen Order, zostały przeniesione starannie do Jedi Survivor.
3557:  Czym jest de novo?
3558:  To jest system zabezpieczający przed piractwem, a piractwo to jest zakała w grach wideo, wcale nie jest nią wydawanie niedokończonych gier na premierę po to, żeby zrobić wielkie alfatesty wśród graczy, płacących 300 złotych za kopię.
3578:  Spokojnie, potem zapomnę, jak to robić.
3580:  To jest wielki billboard, moi drodzy.
3583:  Jamnik po koreańsku pisze, ili dan 85 spierając od 7 miesięcy, to... Daxu... Nie, Daxeuhunteu.
3592:  Daxeuhunteu.
3594:  Po japońsku jest Dacusufunto.
3597:  Wszystko jest po prostu zniekształconym niemieckim Daxhund.
3602:  Hehe, bo cyberpunk, prawda?
3603:  Więc musi być, moi drodzy, neon, tak?
3605:  Musi być róż, znaczy magenta i musi być sajan.
3609:  Czy ja potem też mogę skakać?
3611:  Mogę skakać po billboardzie?
3613:  Recz!
3615:  Z horyzontalnymi nośnikami reklamowymi!
